,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 7,Shared topic 8,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 6,RNA private topic 8
Cd83,-1.067575,0.72330594,-0.4041821,-0.88195133,0.33705258,1.0186756,-1.0553249,0.29903603,-0.030263387,-0.02886136,-0.35142723
Mylip,0.86163455,0.19015539,-0.93373376,0.38300264,-0.6569198,-0.2851679,-0.7923019,-0.18714723,-0.07117178,-0.96857893,-0.18410353
Gmpr,-0.7203103,-0.77597773,0.15650141,-0.6411648,0.31607556,0.85764396,-0.24425451,-0.18352206,-0.032711837,-0.4442614,0.015951574
Nup153,1.192957,-1.0582316,-0.39806384,0.39562088,-0.3142702,-0.994802,-0.2894831,-0.80781925,0.42457223,-0.54140997,-0.344226
Atxn1,-1.1445558,-0.44924122,-0.14953099,0.7240715,0.9260142,0.11708947,0.6499845,-0.6271583,-0.3564936,-0.34013242,-0.081295855
Dek,1.1731737,-0.98679924,-0.72159857,0.33344746,-0.95678556,-0.2750003,0.06996411,-1.0526254,0.685502,-0.44904494,0.0072466386
Phf2,0.59978795,-2.5128508,0.060838953,0.66704005,0.018990634,0.32801965,0.4311542,-1.7833358,-0.109323405,0.29830998,-0.02159755
Fam120a,-0.15028986,-0.3245888,0.077863306,0.5966911,0.12768504,-0.13475767,-0.06009263,-0.12915929,-0.05480456,-0.0035156785,0.6241159
Spin1,0.4946261,-1.4244387,0.08016274,0.00955088,-0.078836404,-0.18334709,-0.5954886,-0.38064405,0.010948148,0.36753717,-0.12145402
Sema4d,0.3810516,-1.4172444,-0.005906248,0.46401033,0.24012285,-0.31332526,0.43493128,-0.79675716,0.02922242,-0.06469813,-0.55678993
Auh,-0.21199796,-1.2841532,0.09049622,0.5076162,0.6528656,0.08166609,-0.35414416,-0.66041034,-0.06772729,0.5278723,-0.17974457
Rnf44,-0.22412913,0.9977216,-0.13538839,-0.38145784,-0.66575927,-0.07071827,0.14120106,0.09117162,-0.020192143,-0.21577397,-0.72261435
Prelid1,0.7576722,-0.70563084,-0.65389216,0.1541075,-0.6606815,0.22671837,-0.7517662,-0.76452756,0.3527031,-0.28150994,0.14745302
Lman2,0.002268321,-0.5633465,-0.06819294,-0.1196623,0.37856236,-0.0011855655,-0.05583819,-0.1577382,0.020470439,-0.083342336,0.054359734
Nsd1,0.23364608,-0.40805078,-0.21995535,0.3712537,-0.0023396874,-0.06885743,0.51377094,-0.16532731,-0.03258916,-0.12997396,-0.1706939
Grk6,0.27453965,-0.11927843,-0.822039,0.043051634,0.50698626,-0.45667633,-0.84690416,-0.35347497,0.14567828,-0.6346799,-0.48399776
Ddx46,0.44220993,-0.7773667,-0.65490925,0.4948695,-0.086549066,-0.25730848,-0.3196955,-0.650719,0.22907077,0.056996886,-0.05904372
Smad5,-0.1669243,0.4284609,0.13459526,-0.025059132,-0.17358454,-0.0887371,0.20654202,0.06549858,-0.02106059,-0.004051339,-0.6412155
Ubqln1,0.06482567,0.29959896,-0.12789358,0.023380922,-0.80014676,0.01295738,-0.20402054,0.049924225,-0.0017314062,-0.0065427697,-0.75523347
H2afy,0.3604947,-0.4492636,0.15511923,-0.17844445,-0.45409757,-0.039038707,0.19100884,-0.23882008,-0.03757329,0.08695906,-0.18419255
Agtpbp1,-0.8325559,-0.7064306,-0.18084519,0.6301634,0.91872036,0.16797933,0.107240394,-0.80813956,-0.37978658,0.396212,0.5815286
Zcchc6,0.32839543,-1.256483,0.0590368,0.25808483,-0.16050673,-0.09091605,-0.28909472,-0.47500086,0.097727045,-0.03228169,0.40428525
Dapk1,0.39201075,-1.4211115,0.05140577,0.17052273,0.29729533,-0.110961415,0.3058128,-0.81802857,0.034152,0.25174588,-0.59496796
2010111I01Rik,-1.3741775,0.26815766,0.3164511,0.22553648,0.19436578,0.36455566,0.042121865,-0.052114464,-0.1919364,-0.072726406,0.6622023
Ctsl,-0.114787996,-1.7702075,0.42264113,-0.64231205,0.21995977,0.8246357,-1.1839412,-0.24574953,0.6235039,-0.17220557,0.0155891515
Nsun2,-0.2850519,0.9406073,-0.12878457,-0.06461711,-1.0587405,-0.07566489,0.024208866,0.15008347,0.00762441,-0.16971098,-0.122986406
Med10,0.8075149,-0.28515834,-1.2454342,-0.11952763,-0.255176,0.17404115,-0.12504406,-0.64192164,0.7282207,-0.5597918,-0.4788912
Ice1,-0.026499439,-0.09236291,-0.041291226,0.27151084,0.038655955,-0.11818003,-0.23879544,0.0016343817,-0.010759195,0.019689297,0.25302267
Ndufs6,1.1248862,0.09688166,-0.22359627,-1.1945122,-1.6325474,0.077577546,-1.1742994,0.1331516,1.5856153,-0.8035989,-1.0787808
Clptm1l,-0.58574206,0.7604971,0.65089685,-0.7291736,-0.16045888,-0.4466229,-0.31521326,0.67014694,-0.37038404,0.20298888,-0.090835586
Slc12a7,-2.1666858,0.5186175,0.6125901,-0.3266846,0.8454579,0.3133825,0.20557828,-0.2096523,-1.363495,0.3561076,0.16912887
Exoc3,-0.55498314,0.10862433,-0.29874888,0.40537065,-0.52007043,0.18192394,0.11720146,-0.02031032,-0.012791258,-0.19042695,0.4168547
Sdha,-0.020466045,0.3943625,0.10350115,-0.5682816,-0.3432655,-0.14283217,-0.8263528,0.2657246,-0.006083822,-0.34973615,-0.34800768
Erap1,-0.61224115,0.90302604,-0.10919074,-0.3261908,-0.9778346,0.4326963,-0.27681792,0.020848552,-0.19132909,-0.14494875,-0.42342559
Cast,0.06245339,-0.4155636,-0.4933977,0.48661348,-0.1341977,0.26424214,-0.6295429,-0.17695014,0.024884429,-0.47209442,0.19397032
Fam172a,0.7700969,-2.7515717,-0.24725635,0.88285154,0.7280627,-0.07995616,0.74575675,-2.088223,-0.30220735,0.05252965,0.79416186
Ccnh,1.098034,-2.0463643,-0.846673,0.5263365,-0.42449573,0.21582021,0.5734217,-1.4349033,0.34478536,-0.51767385,0.1906391
Rasa1,1.1447451,-2.1437984,-0.33070338,0.73722756,-0.038447786,-0.3420767,0.17850436,-1.5496632,0.40185034,-0.16030334,0.27868503
Xrcc4,1.4589932,-2.4959316,-0.9509694,0.7093703,0.28066847,-0.4839232,-0.11364942,-2.0866022,0.8072997,0.11216024,0.862348
Tmem167,0.25415906,0.20999186,-1.2616129,-0.081368335,0.14077196,0.21948868,-0.6285299,-0.4766515,0.1467109,-1.0018568,0.034526326
Ssbp2,1.4520593,-4.721458,-0.4069647,0.8740467,0.74733585,-0.085714646,1.0217937,-3.9136443,0.70774037,0.37860164,0.4392791
Papd4,-0.09566902,-0.48203057,-0.041619405,0.3783962,0.13290823,-0.07682902,0.08550892,-0.17445126,0.0028733206,-0.024840195,0.5481233
Serinc5,0.6424704,-3.4000988,-0.24924901,0.84750813,0.7042347,0.17969677,0.45512927,-2.6488147,0.14785898,0.46935156,0.34592557
Ap3b1,0.18423612,-1.5894117,0.26281095,0.57667947,0.3003921,0.09556061,0.863832,-1.0788784,-0.20217998,0.14643633,0.11926139
Tbca,0.63411117,-0.17932913,-0.58927417,-0.76285875,-0.6839598,0.06703016,-1.0043353,-0.25415733,0.27500743,-0.011308945,-0.860681
Iqgap2,-0.7835258,-1.1876204,0.6336845,0.5940176,0.66607755,-0.1495037,0.72748363,-0.94210863,-0.96086663,0.32761416,0.83827484
Col4a3bp,0.31405696,-1.4510081,-0.5957201,0.7461014,0.5576011,-0.5026508,-0.05207255,-0.84090686,0.12000472,-0.13377544,0.5058486
Fcho2,0.049424183,-1.118139,-1.0866948,0.74425375,-0.01949375,0.43756077,-0.018079542,-0.34099686,0.34122437,-0.8663962,-0.04903195
Tnpo1,-0.09469931,0.07109871,0.19592652,-0.042739183,0.16740735,-0.08818952,0.04643376,-0.022163827,-0.0069425595,0.0018261496,-0.4826299
Bdp1,0.8183435,-0.8322262,0.14227699,0.41959643,-0.6331447,-0.6713074,0.04915488,-0.8211827,-0.007085733,-0.025818033,0.27379793
Pik3r1,0.43926838,-1.1642847,-0.23128952,0.22861001,0.32401273,-0.13094725,-0.29213312,-0.5451727,-0.046932172,0.33210853,0.06594953
Mast4,-0.29303777,-1.0139037,-0.10487351,-0.21559618,0.6642878,0.75148076,0.018506888,-0.5437046,-0.050785974,-0.05931127,-0.027201517
Srek1,-0.21198046,-0.3632846,-0.2800978,0.507872,0.33382738,-0.06409868,0.12625387,-0.15076467,0.013175577,-0.03280148,-0.17466523
Erbin,0.7549498,-1.3699117,-0.04645266,0.30597222,0.020381248,-0.39813948,0.44885018,-1.4565732,0.13515653,-0.15646629,0.30615047
Adamts6,1.1156859,-1.7848747,-0.23789214,0.20590407,0.67009044,-0.53273576,0.5575711,-1.4237504,-0.5974739,-0.23606683,0.80610263
Kif2a,0.37720072,-1.41083,-0.21065609,0.60038406,-0.033553887,-0.08301962,-0.18922421,-0.8613016,0.56040084,-0.24298622,0.0871111
Smim15,0.5415925,0.55780756,0.48382223,-1.0229224,-1.4049667,-0.9825846,-0.31744814,-0.27615803,-0.118825145,0.61121464,0.20459549
Pde4d,-0.24585567,0.46993446,-0.014057798,0.18479803,0.45277637,-0.25039446,-0.19940409,0.17580873,-0.24800955,-0.092206806,-0.03265338
Gpbp1,0.80361724,-0.6256218,-1.0771313,0.36293134,0.24398628,-0.39804596,0.15956455,-0.60144866,0.03731325,-0.24803296,-0.7271242
Map3k1,-0.17918375,0.38150054,-0.033130288,0.18601415,-0.38532597,-0.35504743,0.003296984,-0.09497211,-0.10617668,0.15541519,-0.67425376
Il6st,-0.6503866,0.55010384,0.2712407,-0.22650893,0.101677045,0.06171657,-0.12453204,0.38364667,-0.20957066,0.22769174,-0.7298034
Hexb,-0.374745,0.0579215,0.87984943,-0.53417575,-0.16013192,-0.7048071,0.41948447,-0.22661841,-2.1254728,1.0739741,-0.19685118
Snx18,-1.0857462,1.6442937,0.34146005,-0.8941412,0.077310294,-0.2686114,-0.85102963,1.0856723,-0.43919003,0.16217136,-0.34094143
Ndufs4,1.0291517,-1.2006544,-1.0354843,0.2975223,0.33085218,-0.14226066,0.32614896,-0.82202625,0.17554548,-0.28618395,-0.63122183
Arl15,-0.22097962,-1.4876934,0.042978097,0.8199801,0.5869374,0.123693384,0.6889557,-1.127373,-0.3111982,0.11695444,-0.24712953
Emb,0.3364655,-0.85394365,-0.044016074,0.3380498,-0.12913382,0.021588827,-0.2575656,-0.3425636,0.0019769,-0.25792962,0.3989267
Il31ra,-1.6346301,0.21760374,1.0966724,-0.34427315,-0.056975648,-0.947904,0.6184377,-0.25741625,-4.0771856,1.302912,-0.9142514
Paip1,-0.17804004,0.050092027,0.053370874,0.48622203,-0.13077487,-0.1665203,0.032488775,-0.11676328,0.0025801898,-0.07905218,0.24452078
4833420G17Rik,-0.18938226,-1.0600654,0.14869764,-0.17205901,0.23868796,0.08884403,0.30211684,-0.37289605,-0.022577602,0.0728099,-0.43605477
Flnb,-2.5529122,1.4328738,0.024393588,-0.10775085,0.7503276,0.420556,-0.5304499,0.9686937,-1.2290123,-0.2554549,0.24388878
Pdhb,0.3698596,0.13067746,-0.1862811,-0.6374687,-0.47163546,0.086752504,-0.6237603,-0.13878644,-0.033996873,-0.027861265,-0.06125114
Thoc7,1.5635494,-1.5059359,-1.0696825,-0.4364947,-0.20863472,-0.07148178,-0.5442901,-0.9829252,1.1672038,-0.5528542,0.24940212
Fhit,0.823907,-3.249258,-0.5370921,1.0378023,1.0070502,-0.14667708,0.956028,-2.5288033,-0.43970826,-0.051305305,1.1339425
Atxn7,-0.5207232,-0.27920827,0.054036804,0.90914464,0.18216364,-0.5482494,0.9142434,-0.4126312,-0.26588488,-0.16297905,0.35598367
Ngly1,0.84461856,-1.3487856,-0.39871812,0.19021022,0.17261194,-0.096355766,-0.67236596,-0.5822302,0.05773345,-0.15512775,-0.41069528
Ube2e1,1.0806057,-2.4573832,-0.077707715,0.14529891,-0.14907119,0.4412638,0.18119691,-1.7804441,0.15490378,0.9282225,0.18196347
Top2b,1.7190679,-2.1376982,-0.9114229,0.36471966,0.119324595,-0.66024363,0.5004395,-2.261119,1.3584927,-0.7579533,0.22152066
Anxa7,-1.0220748,0.697075,0.5680992,-0.6243814,-0.27410305,0.60214436,0.22353883,0.10523605,-0.35702103,-0.0068430495,-0.62730414
Ppp3cb,1.0579548,-2.269812,-0.9107084,0.69343436,0.35081014,-0.16793154,0.26533437,-1.7657127,0.49775046,-0.2723184,0.27809706
Sec24c,0.36697167,-0.27811372,-0.098163225,0.39171836,-0.6809549,-0.2773689,-0.104059085,-0.063084,0.123568065,-0.08788134,-0.36396194
Zswim8,-1.7383151,1.0708908,0.45800954,0.10062473,-0.010063314,0.22342306,0.0040269257,0.5703373,-0.7633729,0.27235386,-0.3949425
Kat6b,0.62459743,-1.5605838,-0.3184108,0.5878475,0.6843038,-0.41479668,-0.03165245,-0.66878355,-0.076468475,0.03758589,0.038471907
Vdac2,0.16796237,0.62201273,-0.4868982,-0.5753639,-0.15531228,0.12224653,-0.7289835,0.055452675,0.012465514,-0.5660676,-0.8372358
Lrmda,-2.9410148,-0.45617977,0.37047604,-0.02431908,1.0585948,1.0271055,-0.59668016,0.08760227,-1.2483922,0.04436735,0.3157409
Kcnma1,-3.536747,2.1140227,0.6309835,-1.7742233,0.7517331,0.3816079,-0.42058742,1.6371808,-2.5181577,-0.089575104,0.2339349
Gm48099,-0.5025089,0.11632359,0.98768616,-0.5571979,-0.41088796,-1.0098894,0.48002434,-0.19023746,-2.357148,1.1909904,-0.7660623
Dennd6a,-0.08039548,-0.30590665,-0.03393207,0.15928133,0.043447293,0.037141606,0.17961867,-0.017960804,-0.029101707,0.01890083,0.15954332
Arf4,0.026792327,1.0427449,0.18773769,-1.0264014,-0.7852344,-0.0046347207,-0.4815514,0.7876396,-0.055401765,-0.35645136,-0.92619455
Slmap,0.3162135,-1.4435303,0.028024457,0.68101275,0.5247297,-0.46026635,0.38813558,-0.79539824,-0.24582653,0.0566283,0.5141686
Zmiz1,-0.44926435,0.3768947,0.5072765,-0.31268695,0.5847118,-0.40474868,-0.23657423,0.20177542,-0.28908253,0.21671306,0.4028488
Appl1,0.6775015,-1.3897529,-1.1668175,0.19201244,0.3839286,0.36323187,-0.2947067,-0.6715013,0.26320922,-0.40463609,0.5151766
Arhgef3,-1.0231191,0.5997681,-0.66614246,0.20423345,0.9753501,-0.2572909,-0.37471586,0.09325664,-0.28216454,-0.90156555,0.6471535
Fam208a,0.7102283,-1.4635416,-0.7360304,0.6496965,0.19353934,-0.48942283,0.8103593,-1.2607946,0.07917956,0.11902787,0.13130067
Prkcd,-0.7909336,1.3146269,-0.10260228,-0.4760553,-0.14537618,0.14794649,-0.15989396,0.530938,-0.16257265,-0.3884802,-0.42906806
Tkt,-1.4520848,2.5264497,-0.114724174,-1.075029,-0.5739224,-0.15435661,-0.69818646,1.3095343,-0.60648406,-0.40910238,-0.8392773
Pbrm1,1.090841,-1.3975468,-0.44520882,0.2515913,-0.024059115,-0.24082139,0.49632135,-1.777348,0.46857846,0.061310522,-0.58354783
Bap1,-0.5965892,-0.27299127,0.45276055,-0.4687535,0.3768251,-0.017310208,-0.17618607,-0.01722176,-0.04857059,0.43484327,-0.46048784
Sh3bp5,-1.9948328,2.9701166,0.17673576,-1.299107,-0.46343854,-0.8546188,-0.594778,2.4080532,-2.718344,-0.0008685528,-0.70983887
Nisch,-0.57878876,0.09792817,0.2766423,-0.06863506,0.24895637,0.19115393,0.2998942,0.1478003,-0.19375278,-0.20187448,-0.23166749
Eaf1,1.2017623,-2.0835574,0.16341889,0.102178045,-0.0077315187,-0.5974943,0.13462049,-0.88752687,0.35568324,0.26026225,-0.35166284
Colq,-0.80007046,-1.7167852,0.1393494,0.6770674,0.8838094,0.54873806,0.35437647,-1.2668664,-1.0650227,0.48621175,0.6996022
Ankrd28,0.7561051,-2.5539727,-0.41962922,0.9400936,-0.013275106,-0.06889843,-0.25577754,-1.7715421,0.2924478,0.31487492,0.6328536
Parg,0.92965,-2.042036,-0.07233603,0.49641612,0.2912344,-0.28793946,0.17138036,-1.0818102,0.28665382,0.0700766,0.19898562
Wdfy4,-3.66154,2.5346966,0.71695065,-1.0174584,0.5854284,-0.34778002,-0.55905,1.602097,-2.0885658,0.38581702,-0.8577135
Glud1,0.26224285,0.3154009,-0.1996726,-0.120502464,-0.657378,-0.29481864,-0.6810318,0.094926834,0.062281605,-0.7583678,-0.47489786
Ccser2,-0.30129367,1.5974963,0.14629468,-0.012507779,-0.57438314,-1.2299464,-1.0683682,0.84970385,-0.2651325,-0.009585288,-0.8349794
Ghitm,-0.12888992,0.96520627,-0.20946692,-0.34177712,0.17430365,-0.44513747,-0.8930984,0.4447968,0.1017392,-0.82605517,-0.5767721
Tspan14,-2.577174,2.0708911,0.6128735,0.051176198,-0.19394048,-0.49657503,-0.13559872,1.3695126,-2.0609844,0.46101707,-0.69997877
Wapl,0.48325324,-1.1200304,0.20812637,0.3224794,-0.41337553,-0.58643574,0.33394495,-1.535362,0.16396353,0.09374605,-0.34964854
Psmc6,0.69519526,-0.7182188,-0.18636596,0.43817186,0.13962267,-0.13873687,-0.23036799,-0.4286005,0.22479698,-0.4914856,-0.17632966
Ddhd1,0.16204514,-0.3833846,-0.019284077,0.39723095,-0.23104389,-0.005063163,0.18326318,0.009291559,-0.008725798,-0.09125625,-0.22272238
Gmfb,0.72127086,-0.8042003,0.17959447,-0.56553376,-0.39846686,-0.32920152,-0.42842034,-0.23375353,0.087089725,0.09627505,-0.2081293
Socs4,0.33730748,-1.3581028,0.036474258,0.14532545,-0.5867456,0.29362425,-0.012361266,-1.0355022,0.25336206,0.35434934,-0.60440207
Ktn1,0.31933516,-1.216651,-0.012927879,0.7817726,-0.15522845,0.14742023,0.21324608,-0.63507247,-0.086376004,-0.24678195,-0.04448088
Exoc5,1.0476966,-1.1233493,-0.90647453,0.289574,-0.07852497,-0.39064264,0.11112633,-1.0978711,0.11136402,-0.007209661,0.8620224
Supt16,0.23854867,-0.13385594,-0.15169758,-0.0153827,-0.4219933,-0.037350733,0.12427813,-0.18227208,0.030110275,0.04805544,-0.06922679
Chd8,-0.33319432,-0.11402988,0.5074898,0.32177153,-0.37803346,-0.088787176,-0.13621727,-0.06328956,-0.104083076,0.07302854,0.7723113
Tox4,0.33545402,-0.32279298,-0.32855877,0.12120468,-0.42442778,0.11987632,0.2219522,0.0026743189,0.14736083,-0.45530677,-0.24971387
Dad1,0.98325515,-0.7393446,-1.0382015,0.19081362,-0.60226965,0.17447546,-0.7661409,-0.30523688,1.1057816,-0.6037065,-0.6834255
Mrpl52,0.09905139,0.5141652,-0.35052335,-0.5949162,-1.1517638,0.2188618,-0.7109574,0.01925832,0.17911695,0.12392056,-0.8312114
Lrp10,0.90348995,-0.5246562,-0.28929332,-0.13157696,-0.269583,-0.06882238,-0.7366643,-0.49652803,0.042224456,0.06241081,-0.6221228
Psmb11,1.0978843,-4.674656,-0.3744852,-0.2679372,1.1184989,1.2098831,-0.49965185,-2.26052,1.1690658,-0.09499544,0.62877136
Gm20521,-1.1446989,1.1548568,0.18212835,-0.03322085,-0.49834433,0.1355697,0.0045700534,0.42584038,-0.42035016,0.43298835,-0.60636955
Acin1,-0.10467851,0.0763773,0.059658762,0.2459671,0.0008839038,0.07617691,0.018390665,-0.011037343,-0.04962833,-0.005548341,0.1651211
Ngdn,0.31266353,-0.10811588,0.10585186,-0.90280044,-0.4102521,-0.2146128,-0.7626324,0.04096666,0.043614447,-0.1269803,-0.46788996
Psme1,-0.6244293,2.093356,-0.8731116,-0.6628923,-0.93507636,0.15565738,-0.89136964,1.7851105,-0.5898297,-1.0842394,-0.95366293
Irf9,-3.2958074,3.2203484,0.78380275,-1.4941077,-0.603147,-0.64765006,-1.0766493,2.9604938,-3.7794805,0.16438152,-1.0256888
Mdp1,0.38682115,1.5166819,0.18061145,-0.72889876,-1.4887077,-0.63783884,-0.39973748,0.5704508,-0.40913382,-0.13449593,-0.8287978
Nedd8,0.7275263,0.03900373,-1.1227921,-0.14767958,-0.59234536,-0.21329811,-0.3666151,-0.3097403,0.45387003,-0.0028990218,-1.0592232
Pspc1,0.5834465,-1.3302212,-0.6752815,1.1909465,-0.015977075,-0.7165592,-0.40587416,-0.9986447,0.423975,-0.43313515,0.49306512
Zmym2,0.47714365,-1.7122227,0.32202223,0.506471,0.11653178,0.094588004,0.3847887,-1.3957705,0.116750784,-0.1328484,-0.24714781
Zdhhc20,0.6817391,-0.56953675,-0.21306469,0.38521338,0.10937161,-1.6830149,-0.093000226,-0.27249032,0.0051737856,-0.25501236,0.47104448
Micu2,-0.13011101,0.92818093,-0.62462544,-0.6916015,0.48023275,-0.7524206,-0.73963773,0.33332723,-0.038480114,-0.70126164,0.5869303
Mtmr6,-0.011898109,-0.07776007,0.009119028,0.037756175,-0.05199343,0.016307056,-0.3871942,0.01580308,0.0011990945,-0.040642124,0.020906491
Kpna3,0.05577609,-0.13357754,0.06502547,0.47326988,-0.5313355,-0.041593075,-0.14144835,-0.118530884,-0.0168628,-0.020984408,-0.019738767
Ints6,0.18202521,-1.2428763,-0.19066992,0.5012437,0.4375985,-0.1291581,0.52875537,-0.51010877,0.0620579,0.062293135,-0.09574979
Wdfy2,0.18537322,-1.2500349,-0.11225771,0.7991127,-0.37676397,0.21692763,-0.068644114,-0.8033162,0.113600455,0.06550442,0.36434495
Mtmr9,-0.5146962,0.3892601,-0.18733099,-0.30220643,-0.10302278,0.05905974,-0.12038951,-0.066661224,-0.04401373,0.26730746,0.6140259
Kif13b,-0.8253033,-1.5419052,0.35190907,0.5585159,0.58728534,0.30455905,0.387105,-0.60222316,-0.12963095,0.2698121,-0.12733786
Ctsb,-0.29511896,1.4001758,0.49366054,-0.9571912,-1.5566403,0.08685938,-0.99283046,1.9176104,-1.3969959,0.14598814,-0.7148022
Hmbox1,-1.0463467,-0.76904756,0.17306136,0.6137474,0.37884423,0.22987363,0.39359966,-0.4154512,-0.16851883,0.15478848,0.1844325
Ptk2b,-0.39784732,0.809739,0.25602362,0.2209591,0.18004829,-1.0401928,0.4535121,-0.009957898,-0.6933251,0.015376513,0.29195097
Trim35,-0.49022073,1.5294285,-0.09621679,-0.4161125,-0.5542557,-0.05096486,0.027460065,0.3661291,-0.19581318,-0.15715459,0.04624106
Dpysl2,-1.2109752,-0.039994653,-0.054416873,0.11364071,0.608742,0.46164593,-0.63322586,0.22347811,-0.1513627,0.013359465,-0.34807765
Bnip3l,0.10628817,-0.60807943,-0.46756536,-0.07128868,-0.31487903,0.4489392,-0.81613415,-0.41103035,0.08798983,-0.5660666,-0.047351316
Ppp2r2a,0.046721876,-0.6728649,-0.25663763,0.33216482,0.296297,0.012443201,-0.11470594,-0.21390203,-0.017125923,-0.020684814,0.5490848
Slc25a37,-0.12805828,-1.2990696,-0.21143429,0.27415487,0.9601279,0.3076509,0.9403794,-0.5662369,-0.21390875,-0.068030454,-0.38905668
Xpo7,0.21190208,-1.618288,0.17756058,0.60997266,-0.0898137,0.23537666,0.4232008,-0.84928465,0.07972857,0.018430026,-0.35891584
Fndc3a,-0.28410897,-1.0410645,-0.24342242,0.7835963,0.07418608,0.26148936,0.6608277,-0.42357397,0.037145767,-0.7587384,-0.41132444
Rcbtb2,1.6785328,-3.7420158,-0.8360751,0.6007257,0.6125056,0.10649497,0.621146,-3.147486,1.2503575,-0.0722667,0.62364525
Lpar6,1.4591413,-1.9482762,-0.764,0.52018297,0.62189966,-1.1168451,-0.02237553,-1.8382634,1.1329495,0.11164693,-0.32055923
Rb1,0.7207392,-1.6556573,-0.27718294,0.7119475,0.5480767,-0.15759127,-0.3729541,-1.5746913,-0.052570697,-0.11587434,0.6071463
Esd,0.67777383,-0.6899465,-0.82421464,-0.0026820174,-0.29418528,0.06251055,-0.7167158,-0.43367904,0.25148064,-0.8228627,0.24860789
Lrch1,-0.28950387,0.014015645,-0.24624588,0.42350778,0.6165293,0.05894713,-0.09889439,-0.15452781,-0.10208968,-0.031984746,0.14095978
Itm2b,-0.09478301,0.19956826,-0.47146246,-0.43397138,0.1486611,0.41840214,-0.9487485,0.21532717,0.06862499,-0.9515238,-0.25898263
Zc3h13,-0.026501132,-0.33685845,0.08430069,0.5883648,-0.78468895,-0.2280414,-0.18483566,-0.054044858,-0.04172956,-0.08245944,-0.09904402
Lcp1,-0.9363631,1.609488,0.55530846,-0.3764606,-0.5799649,-0.6434528,-0.15939398,1.7081668,-1.5772278,-0.6450578,-0.6399998
Cog3,-1.4245915,0.1777551,0.13408569,0.3172967,0.45657817,0.5926095,0.60331196,0.13903558,-0.4455616,-0.506619,0.051325604
Tsc22d1,-0.5378703,-1.0443227,0.26440924,0.32388198,0.212748,0.6365088,-0.22891258,-0.25424528,0.08340774,-0.26591083,-0.17199747
Akap11,0.34599763,-1.1695218,-0.9277357,0.70408684,-0.10564159,0.2876302,-0.032401904,-0.7977596,0.1619311,-0.4284865,0.5645154
Epsti1,-0.7294516,0.91008794,-0.18655097,0.2957584,0.25500232,-0.69369215,0.546299,-0.2385045,-1.2382361,0.18113397,0.0811988
Naa16,0.0709952,-2.8404567,0.42995283,0.69522613,0.986093,-0.05071566,0.6071745,-2.115075,0.054000698,0.0723468,0.14823282
Rgcc,1.3266823,-2.0037003,-0.34803152,0.26865327,-0.2969109,0.13965018,-0.37455395,-1.7784824,1.6219246,-0.06958023,-0.58368367
Diaph3,0.1444562,-2.8216853,-0.27452508,0.6302153,1.0587977,0.071779214,0.5037218,-1.6726732,-0.021207817,-0.55882907,1.2346888
Elf1,0.7995604,-1.5572233,-0.20261385,0.4456265,0.08473188,-0.049685415,0.5073095,-1.874048,0.2733424,-0.08797156,0.22946005
Tbc1d4,-2.1429179,3.3724542,-0.29325435,-0.99152565,-0.98584825,-0.39808828,-0.83785766,1.9711477,-2.0528712,-0.8453656,-0.9175083
Fbxl3,0.73734087,-0.37096927,-0.1448692,0.19503288,-1.170774,-0.27871323,-0.0387534,-0.46603855,0.043686498,-0.09216945,-0.58882767
Mycbp2,0.20166865,-0.13714965,0.06125745,0.24800704,-0.16475327,-0.58220625,-0.066609055,-0.15677008,-0.03284572,-0.1382878,0.54473764
Rbm26,0.99022144,-2.1889038,-0.21558848,0.58508223,-0.0421712,0.134238,0.4950027,-1.5444736,0.43548223,-0.07119597,-0.51182175
