,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 7,Shared topic 8,Shared topic 10,Protein private topic 1,Protein private topic 6,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 6,RNA private topic 8
108_46,6.78908,3.7263875,1.2620416,1.3840735,1.1233121,0.54826945,0.51148933,0.913586,1.1420002,10.209309,6.1381,0.83636266,0.6678574
47_32,6.1536207,3.5394614,5.506673,1.0490932,1.2802067,1.4770066,2.6704893,1.3717476,1.7215916,6.6026964,9.040604,5.2610116,1.3149205
89_5,3.0299613,1.7324659,1.1813211,51.68393,2.1236117,0.7634685,0.6220277,2.916536,3.7650015,1.4994447,2.9596229,1.1645318,3.5801477
61_32,1.7525249,10.10126,27.21259,0.79742587,0.9165592,0.8402987,4.2837586,0.74312943,0.7892143,15.196149,3.8477044,1.0606058,1.125056
17_45,2.6535707,6.631055,7.8840065,0.786639,0.97348726,2.3848815,1.7454653,1.1845452,1.4742997,5.203798,6.643161,0.9700567,0.6891984
106_25,2.451959,3.0059838,0.9786765,1.0511991,18.295261,28.492428,0.3523719,6.607067,0.7512532,3.8391328,2.1587596,0.89915013,1.190627
42_33,3.210648,5.230528,4.708619,1.0423732,1.0755036,1.0122011,3.784952,1.2722112,1.4767952,5.0039673,3.519005,4.4027553,1.1530718
59_14,8.465239,2.5401516,1.0747471,1.3531532,1.2333081,1.1127684,0.8426713,1.8085206,0.7240322,3.3618007,21.75956,2.5480664,0.76592803
68_35,3.7117195,10.887933,3.5811963,0.66591805,0.83373183,1.6494155,5.7978377,1.1628274,0.98890907,17.019506,11.531082,0.8243778,0.7190939
22_58,13.300215,1.7095145,0.46962345,5.1046658,2.8545861,0.57722586,0.16351928,3.4043257,3.504984,1.4097393,14.134448,0.9408826,2.4854395
79_17,1.3143137,44.91697,1.5971291,0.55932665,0.6153534,0.6425431,3.9031565,0.76310796,0.5444306,19.59506,3.3357606,1.0452039,0.47989437
42_30,1.2591561,25.315763,1.8976483,0.66867346,0.5541874,0.5319551,2.3833222,0.8303881,0.47418287,33.651726,1.7159419,0.6326958,0.3818099
79_52,17.211203,2.2118535,1.0891207,1.4297047,1.5607091,1.840687,0.22936079,1.2804254,1.9194891,1.7752614,11.107736,1.0295507,1.3473526
30_57,37.351536,1.8764458,0.84370315,2.2710214,1.2034533,0.87678254,0.100525945,1.6028736,4.075437,1.5003682,13.483982,0.9237831,3.9788682
31_45,1.510339,43.602337,1.3717124,0.64636904,0.70843196,0.48055774,2.0415347,0.86374307,0.51244134,11.753328,1.8542486,0.75227314,0.42634958
94_46,2.7907057,6.599468,1.17922,0.5773963,0.458412,33.73139,8.258835,2.0165505,0.6067828,41.141216,10.616271,0.6279632,0.4862232
99_45,7.0306416,3.6846073,0.9531576,1.0527561,0.8467244,3.3314714,21.50133,2.6225111,1.164087,2.6939292,22.695446,0.67018485,1.6052071
97_55,25.001354,2.376326,1.2317972,1.487835,1.2869209,1.1096053,0.28330967,0.9144532,2.1799197,3.5991461,6.753045,1.073395,2.8426685
76_53,2.188262,3.4674704,2.136436,1.1333792,30.350615,4.197882,0.41042936,16.017641,0.96333236,3.298403,4.329727,1.0011011,1.9109428
76_49,11.471896,2.7492738,0.97559583,0.9686448,0.7473992,6.3228407,0.6507756,1.0685753,1.5324005,2.7251415,26.964748,0.78801787,1.3675504
85_15,1.6264503,30.42584,4.7438955,0.700899,0.69685817,0.5705082,2.5979779,1.0067716,0.5290761,22.942997,1.9365441,0.96146923,0.35346353
85_30,8.379278,2.6998696,0.9319508,1.1216938,1.1062514,2.1168537,0.17172113,1.8468612,1.5123886,3.5260644,30.963734,0.99208033,1.2687124
29_59,4.3495674,1.8055671,0.7310368,24.568544,2.477353,0.5662264,0.0828509,2.3480268,1.8656044,1.9768194,3.5443091,0.8370942,3.129034
21_43,12.422594,2.2779481,3.176579,2.454467,2.6579905,0.6896766,0.4602143,1.6494498,7.5815597,1.8489203,9.207932,7.6013947,2.1624076
67_39,1.9352458,12.707589,8.931156,0.8258097,0.81828094,0.6736601,4.4209633,0.827647,1.30436,6.367514,3.2284026,51.04008,1.7608212
33_56,43.267807,2.115818,1.1977234,3.342338,1.2902603,0.5036399,0.09479538,1.2737218,6.1639857,2.2592516,12.025276,5.8835025,2.316131
84_49,15.071642,2.2530506,0.8926499,0.8162905,0.89297706,1.8822035,0.45919675,1.7767847,1.1637049,2.7452326,30.875969,1.1527224,0.66052574
35_31,4.325159,4.1008415,2.5217814,1.3412368,0.58802146,1.1336591,0.83058697,0.7879917,1.1832967,5.725405,19.441166,2.0338244,1.3381673
46_35,5.5310593,3.250251,3.1061502,1.423332,0.8495472,0.58104557,0.9945034,1.1355398,2.6645193,5.0083857,8.653138,4.065628,0.75191885
71_51,2.278028,4.2344484,1.9315453,0.95776594,7.6639333,5.3990765,0.23330177,69.8791,2.8856285,2.828026,6.6761694,2.5792637,2.6009796
38_30,2.5404935,6.0543385,15.076979,1.0603569,0.8224833,0.6452178,2.4754708,0.7701609,1.0923702,15.950633,3.3977334,9.574988,0.9579054
64_29,17.723331,3.846972,3.610246,1.0457159,0.7917215,1.742237,2.667729,1.5882223,1.9845308,6.98699,9.374735,3.5580163,1.0629463
44_18,5.1116138,1.9878179,1.0912523,6.2068424,4.219044,0.7288976,0.4264731,1.0833858,3.263015,1.449061,11.852243,0.7670684,9.2890835
53_20,3.4521608,4.670522,3.224094,1.0445038,1.3569766,1.7546632,1.5535434,2.8689246,2.0941472,3.6725845,12.109179,4.215732,1.198971
116_38,2.486298,4.2010765,1.9114476,0.6987304,2.215557,72.301575,0.5102214,2.7314107,0.7155567,13.689558,2.3285646,1.6890824,1.2431992
21_57,7.4070807,2.845746,0.8582034,1.8533882,1.053628,0.8226857,0.7432086,0.94532835,1.2411989,2.5127077,89.70538,1.326047,1.2377679
91_27,3.0708961,4.8255577,13.2933655,0.83704114,1.2082733,2.6451817,6.610733,0.90880984,0.8760275,29.04794,3.8176303,1.1145083,0.7985826
33_37,12.693785,2.9277377,3.6697268,1.2902858,1.8212703,2.2981908,0.5262899,1.8293048,1.2615663,5.408568,7.345709,3.3427444,0.87024266
116_52,3.9569893,4.432543,2.8444762,1.3718798,0.76463294,0.7568388,1.8195374,0.77097046,1.5561328,7.947645,7.5806966,1.3834561,1.514609
40_36,5.975674,3.1366286,3.5332308,1.6517091,1.0296583,0.7185741,0.39681745,1.24463,1.385362,3.655962,17.34773,12.939336,1.2877555
75_10,14.294103,2.474947,1.5111574,1.1513546,1.077972,1.0585505,0.26755473,1.4619418,2.6963153,2.6914785,10.683655,1.9463134,2.0183127
87_36,11.810499,2.9572673,1.373173,0.9810674,1.3217984,1.644341,0.48086813,3.104751,1.2087657,3.5562258,23.858217,0.8878279,0.5576312
84_34,13.578719,2.3951588,0.81515384,0.9524063,1.1969552,1.883493,0.25568873,1.7000091,1.4351294,2.654209,16.981016,1.1011705,1.5745081
62_5,2.59267,3.3208349,4.4079657,0.892041,95.6243,1.4283617,0.82184887,5.762734,5.1983767,2.4319446,4.53459,4.2054296,6.5040913
100_22,6.1176147,2.256504,5.510621,4.6900945,3.0365531,1.0388939,0.19209649,1.0055631,1.4268299,1.6538222,17.371838,0.71709794,1.5613618
76_8,31.331326,2.1779113,1.1578896,1.3824698,1.1977773,0.66546845,0.16870858,1.132,2.524272,2.2018194,12.797974,1.4253889,1.2824868
92_48,71.97762,2.4138227,2.8547256,1.4903642,1.3185973,0.6206211,0.12013148,1.5844338,1.7821825,2.2501993,16.407654,1.167346,1.3383029
98_53,40.809357,2.277485,1.0133442,1.358314,1.1767439,0.83245325,0.12147957,1.6720085,1.7343365,2.1068501,31.257318,1.1620474,1.9566401
97_22,1.5168853,15.302687,10.037136,0.66645795,0.60338664,0.7637125,2.541571,0.7493858,0.7869479,13.049791,2.9272184,1.6710235,0.6562369
99_37,3.1943765,7.809181,2.6206217,0.8477345,0.858307,1.1914982,2.0566816,0.84267706,0.60426766,18.982727,7.502993,0.781359,0.6186226
92_11,13.69312,2.2017927,1.0710969,1.4760857,1.5429163,0.9726273,0.2377809,1.788006,1.8815967,2.9101782,12.011271,1.2599276,1.6074584
37_54,10.800186,2.2974255,0.8454095,2.4663393,1.6416603,1.5312729,0.099585265,0.9949325,14.648268,2.5364091,10.134106,1.3813055,3.0327759
60_22,1.4963738,33.710403,1.0377702,0.5515042,0.5772674,0.79925644,3.4055307,0.76896566,0.4686087,15.169363,2.19001,0.68595266,0.3609207
118_47,8.446327,2.4897122,0.6391163,2.5065014,1.2935085,0.85101104,0.14125079,0.9875049,1.8351877,2.3727894,13.2242775,0.9998552,1.5974376
88_27,7.5616302,3.9172711,9.899156,0.9884671,0.97440726,0.76381516,11.732492,2.0810428,1.1263319,8.4175,5.3702908,7.9181848,0.65799576
106_49,14.099844,2.1842484,0.97998524,1.2458787,1.493155,1.2524267,0.3613292,1.8979498,2.128161,2.343028,20.468592,1.1977819,2.186775
29_49,1.5651934,75.18202,3.5849056,0.5787042,0.6884876,0.5536175,2.625477,0.78034204,0.512518,15.513269,2.294874,0.8100469,0.37440318
123_59,4.8401427,1.773213,1.028449,22.019497,2.710568,0.97198284,0.23724416,1.4223394,2.0228062,1.6092557,4.444307,1.0274245,2.0430794
80_23,1.4139189,48.92209,2.5782661,0.5992263,0.6440215,0.69919646,2.3599703,1.220897,0.70366734,12.289343,2.5252378,1.2884332,0.45183632
112_50,5.429035,3.0328915,1.4515259,1.3083634,3.8745055,2.7601502,0.67164844,2.1093693,3.368818,3.3597538,14.032166,2.514443,1.1565548
41_48,1.495299,42.909363,5.762061,0.5666387,0.66691184,1.0261098,2.3208947,1.0421431,0.65858656,14.704517,2.36921,1.2155339,0.44798625
85_58,3.523664,3.2185483,1.6394253,1.0943139,5.781778,24.333374,0.372533,2.5833645,1.2277797,4.103656,5.834398,0.7439192,1.3201382
48_18,8.319245,2.2730525,1.087732,1.8561983,2.615108,1.2052507,0.34544528,2.2144537,2.0840867,1.4657502,13.117084,1.5081828,3.371599
28_39,6.9875064,3.0954852,1.5582924,0.89528406,1.0112339,5.6257095,0.7224009,1.850186,0.93928933,3.4658422,41.374954,1.1064503,0.79628074
53_14,3.4091313,1.9733293,0.97741187,9.596535,4.570496,0.7092495,0.34985372,3.2341144,27.292671,1.0635062,4.3396664,1.2547367,6.262718
32_42,2.075295,7.038378,18.438046,0.804543,1.0911441,1.4098632,5.0322137,1.1439719,0.8511962,41.943222,2.9507732,1.3864176,0.6078435
106_52,17.027107,2.209674,0.739081,1.0383284,1.2451587,1.2957819,0.11674388,1.218996,1.3902756,2.3129373,18.1115,0.8481972,2.0511856
33_30,6.235948,4.8259077,1.3379967,1.4099786,0.63948107,0.5744213,0.88726395,0.7827331,0.79930806,11.288944,10.157348,0.53629595,0.58988994
50_43,9.3682575,2.0816674,1.1881518,3.5675151,1.8340645,0.73976326,0.14640315,1.8784047,4.7530713,1.8196201,7.880755,2.184867,6.6486936
65_38,3.1228673,5.4125714,4.1701045,1.0076884,1.2197659,1.0165628,6.047358,1.3901117,2.0735385,4.8324656,3.6416345,2.0175033,1.3727394
65_16,28.084307,3.0138874,2.035302,0.83524287,0.94957614,4.1051016,0.8362769,3.7640862,2.0566921,3.431019,21.91755,1.3460712,0.9265508
68_32,3.6982648,3.5874176,2.3348193,0.93255985,0.9402151,12.501809,1.2724174,1.8774471,1.2674472,4.8886423,16.233452,1.9825798,1.1264347
111_31,2.4612784,2.6987753,0.85444415,1.5854962,43.621635,1.3170177,1.4956149,4.5923734,0.9862109,5.323,1.9880903,1.5332396,1.6508768
13_48,1.7123148,53.954346,0.95944244,0.54774106,0.6941894,0.82574993,1.1088824,3.334703,0.53647244,11.548978,1.9991446,0.8814626,0.43737808
50_20,4.812601,3.8019485,2.9217887,0.8578486,1.1719732,7.7560143,0.7902623,2.2115006,1.7398605,5.7188272,7.7262993,2.5661871,0.8941075
105_44,2.4352245,10.7359,1.3309456,0.72464806,0.8673097,4.6200852,1.2626846,0.76667696,0.84268445,11.290804,8.475466,0.69611526,0.7635211
47_26,19.5912,3.1832635,2.258048,0.9751528,0.8916964,1.9475406,0.75254124,3.4966903,1.1920716,3.0235043,21.525707,4.390056,0.80306965
40_19,4.3775034,1.734015,0.7641147,22.37598,1.7481632,0.97666836,0.5187485,3.5279791,4.363067,1.0717989,7.4145136,1.4141996,7.7503858
27_30,4.2587495,2.5892117,1.7929249,1.7178456,3.3056502,1.5742055,0.3138681,0.9474143,0.80888987,3.2096915,10.71467,57.254887,3.1694756
58_17,3.2815967,7.6216116,0.7781667,0.7524801,0.8694175,5.5180283,7.4975333,2.2072477,0.71417344,23.416574,5.734128,0.6098073,0.8147918
22_49,1.5197108,75.16432,1.9778377,0.5844759,0.6432104,0.5605767,2.282447,0.79064447,0.68617606,12.919258,1.8475288,1.0819646,0.34467867
93_15,23.71777,2.5427752,0.8420073,1.071913,0.93566775,1.7414198,0.59505117,2.3277783,1.0354406,1.9133058,16.834429,0.7002894,1.0020423
118_54,1.4831238,27.618229,1.3049401,0.6066164,0.7665175,0.4996212,4.2923856,0.95239645,0.5521322,9.120778,2.5850263,0.7958629,0.5103669
98_17,17.128185,1.9572301,0.9791278,3.5879302,2.0872612,0.707343,0.07824396,1.3979493,3.1437962,1.6332079,13.574617,0.7340157,3.7708156
94_58,15.811909,2.1304727,0.9511816,1.6822608,1.4997728,1.2047288,0.071457915,1.0160316,1.5883565,1.9809356,60.864746,1.0851134,1.9128798
42_44,1.4664551,35.710686,7.0777154,0.62807167,0.6593988,0.58073264,2.5580893,0.9418763,0.55641615,20.500046,1.8252814,1.0105182,0.4014448
115_46,1.4872384,61.233177,5.368929,0.57032496,0.6639848,0.84572744,2.996183,0.750127,0.79476446,17.70702,2.5899906,1.321108,0.5597596
37_46,1.6792723,16.230297,7.049159,0.6365437,0.6764655,0.55525815,2.1099582,0.784871,1.4838846,35.769463,2.3225033,1.3682595,0.5539132
87_56,44.022213,2.3707871,1.1819723,1.7772815,1.7236171,0.9885292,0.08890304,1.1932638,1.7298858,2.066061,12.514219,0.9186968,1.1318203
47_18,6.8334394,2.0024366,1.0587022,2.246715,2.9538198,2.0802124,0.46203482,2.5199118,1.1086273,1.7556591,8.627281,0.88013685,5.954637
81_48,10.314051,2.7292829,3.7104695,1.2967446,1.1819333,0.9292889,0.5434194,1.6321967,0.7491377,3.3965821,19.026537,0.6325602,1.3486004
59_42,5.634633,3.2924638,0.9867638,0.8614975,1.101508,16.04551,3.0379035,1.8938788,2.1167407,4.49131,5.636546,3.2136588,2.00912
123_69,5.207959,1.72986,0.89830196,24.834763,1.641895,0.61452305,0.106778406,1.1227747,3.403688,1.4598348,3.1004286,1.3068548,3.0558977
83_29,1.2918502,24.824602,1.5415888,0.5721381,0.6495863,0.92253,3.9714525,0.75567013,0.5131001,28.247795,2.5043168,0.8347334,0.45870754
8_44,5.742542,2.2478235,6.778631,2.262261,13.197887,0.5821551,0.54355603,2.6782172,18.760643,1.4575794,7.344075,2.1221368,3.4878967
110_32,3.0359938,1.8552183,0.68787587,23.350142,2.617566,1.0945159,0.09158593,1.945328,1.0087299,1.8050401,3.1344686,0.6025198,1.8297011
67_3,3.4661775,1.9074599,0.8028407,23.08777,2.2685955,0.8411057,0.19720706,1.2998731,1.1710321,1.7767315,6.634102,0.6376386,2.2593184
87_2,3.0534525,3.846241,1.0784457,0.97475874,1.8892984,32.19892,0.22946821,7.7285366,1.398768,5.842803,3.528771,3.1172516,2.2198389
67_40,8.642032,4.504469,13.855125,1.1617475,1.2986465,0.656348,0.56731427,1.3171792,2.8199074,3.7243307,7.9559813,28.076302,2.2724166
27_57,18.582832,1.9100976,0.7976644,1.9239585,1.1863203,0.71797323,0.12554868,2.0036166,2.2643855,2.0764408,11.290451,0.9984984,1.3216114
74_7,32.32187,2.2612262,1.5708007,1.2339723,1.4359765,1.38695,0.118544936,1.5324731,2.0304143,2.1770353,7.798846,10.388727,2.3550036
92_34,2.7047737,9.706784,7.677099,0.7749024,1.0018862,1.9247956,0.8512651,1.3576622,0.54158986,9.845691,3.342927,2.715729,0.6889367
43_40,1.5777301,32.085674,1.3636037,0.5560524,0.63049215,0.62970155,3.2260869,0.91809976,0.52178884,12.66868,2.0444982,0.9472838,0.43706408
102_54,16.104689,2.0943065,0.83636177,4.579891,1.902952,0.83376586,0.15856448,1.8656309,1.9545033,1.7614334,15.909248,0.6792921,2.2723045
44_17,2.1160889,2.3605194,2.6097913,7.26821,32.175255,0.76873994,1.0767452,1.6702696,5.6931615,2.0084908,5.2378573,2.3318362,5.4658823
20_39,3.0911841,1.9584345,0.83871347,16.576706,4.2777066,1.2997967,0.20379528,1.3103232,1.069855,1.6069565,4.3873158,0.57601994,2.2411838
94_37,24.455017,2.946022,5.7134004,1.1208401,1.2719772,0.9778979,1.0441215,2.1046412,1.6481898,2.6247535,25.99921,5.3985543,0.87063235
38_55,5.675422,2.1934714,4.1873755,4.8851357,2.4779058,0.5731501,0.23372841,1.8010855,33.35273,2.2415915,5.0622597,1.7571483,3.271136
30_49,1.4343381,25.102278,1.213208,0.5741414,0.5623719,0.5082133,2.5298853,0.8378897,0.5899831,16.155092,2.097555,0.73757005,0.36814466
98_14,3.5225632,1.8665148,0.956089,5.8472414,11.069362,0.976649,0.1305566,1.7456936,1.137,2.0342543,3.3634531,0.69776756,4.199831
110_61,3.9432325,2.3304555,1.0545418,4.553274,14.235139,1.404317,0.277834,11.129102,2.027788,1.3841784,6.5635037,0.7275402,5.4794993
109_51,10.570765,2.375759,1.7496043,1.416913,1.1496468,1.0301586,0.26946566,1.8325504,1.1514268,3.1938381,15.868281,0.9807895,1.522344
19_52,5.8696346,4.8198934,3.1697373,0.6539121,0.7860606,1.7831994,0.36666408,15.278988,0.85292745,18.067606,14.662252,0.82308686,0.44352764
89_35,8.8833885,2.4977612,0.9969927,1.6064392,2.4343185,1.0964583,0.27205878,2.9851468,1.6934334,2.8741035,19.603867,1.1698829,1.028572
106_24,3.3553264,2.8738136,0.78612447,1.0303373,144.59798,1.3824865,0.35471717,6.0238576,2.3561609,2.9006248,5.942332,3.1403995,2.2710943
95_13,9.060438,2.6138625,0.9530077,0.92193794,1.1427636,10.5974245,0.36188695,1.9713471,1.1032774,2.9518986,29.926651,0.7797961,1.2658777
91_21,3.9083982,5.3117757,3.6941779,0.89830935,0.9016739,1.076847,2.729752,1.8005083,0.8401883,12.061065,21.756954,1.0614486,0.46668106
44_51,11.965659,2.1819963,1.0506439,2.9776406,5.0403814,0.8168254,0.25899866,1.6824967,21.391834,1.2155417,2.1631587,2.1075706,3.4755743
111_55,6.861213,2.7638173,1.1099393,1.1143029,1.1467361,3.2289524,0.2674307,2.021759,1.1978481,3.2469757,19.473516,0.84632593,1.6648415
104_38,2.1638012,22.755234,0.8826671,0.7325933,0.74647903,0.8406159,2.0056143,0.80761063,0.60631186,27.288887,4.6012106,0.7971119,0.43911085
15_41,3.020372,2.083797,0.856991,6.2447248,5.7663918,1.7903099,0.3577555,1.8893634,2.9561749,2.1924624,2.790011,1.1080215,2.506965
61_7,4.0520215,3.2925277,2.6952949,1.559921,33.819828,0.8305385,0.101122506,271.3224,11.554778,2.89886,2.2220454,1.0272707,1.475015
77_28,3.3633475,6.865945,3.7746232,0.84287566,0.844963,1.0120817,1.7284666,0.71185696,0.7999518,14.112473,4.152408,0.914621,0.58915025
83_45,7.1767836,2.9127252,1.2166302,1.5034003,1.3524424,1.1751639,0.54762805,1.1280288,1.8868321,3.4444404,33.450153,2.8707416,1.0035001
70_44,31.1861,2.147045,0.9406916,1.163208,1.1743994,1.2148552,0.21348959,1.4585708,1.4099665,3.43209,19.655289,1.161068,1.6028739
83_0,2.4145775,4.088981,1.3129761,0.8347894,2.8560023,16.077255,0.29289645,1.8032174,1.0831965,5.601823,6.075017,2.6465392,3.0221202
120_61,2.068199,9.063673,5.8194823,0.845794,0.9278101,0.8529799,2.8148103,0.73515534,1.1385757,11.125636,3.7318268,1.4654675,0.62530583
92_17,5.1174307,3.326422,3.126669,0.7585963,0.94037414,5.757918,0.5757665,2.6228144,0.8399079,6.150416,14.985758,1.6159519,1.2033057
63_9,8.25131,1.8079208,0.8072846,6.883143,3.28497,0.747966,0.16627674,1.8340429,9.450006,0.853951,6.2065544,0.9039638,19.910797
81_40,13.388253,2.2968616,0.8975829,1.0212481,1.1759408,1.7038033,0.32858226,2.494993,1.0663476,3.5707817,39.776913,1.1537077,0.6929859
42_24,57.83324,2.3685203,0.8030275,1.1601398,1.0566335,1.3233246,0.25802642,2.0685513,2.5678298,1.8952433,14.479277,1.9443451,3.505987
45_32,2.4486513,4.999283,88.09042,1.1411523,1.3489084,0.64935726,3.3955462,0.7287492,1.1336509,7.176173,3.6253936,69.91623,2.4387853
54_30,1.5540359,43.3949,1.9162759,0.7614857,0.6798495,0.5212773,2.3016548,0.7990884,0.53279895,16.40311,2.173076,0.8400339,0.3932794
82_38,13.476552,2.5853465,0.77693045,1.2398231,1.2239442,1.885863,0.7203288,1.8906194,1.8074821,3.4386756,16.910652,0.99359936,1.7257937
82_32,27.559025,2.3865438,1.2986357,1.5202554,1.7267735,0.6918938,0.39707032,3.2520475,1.442003,2.7911668,18.783657,0.7866104,0.76249826
123_61,5.726422,1.7894604,0.76701015,9.546345,2.5543468,0.9295795,0.04885779,1.6654648,1.6290268,1.3726507,6.9911833,0.7537095,2.636703
98_31,6.0150633,3.5516515,1.2054994,0.9732951,0.99056435,2.2021306,0.29695654,1.740051,0.985822,5.9718876,15.514135,1.2037865,1.1987678
91_6,3.079803,1.7633784,0.7442235,33.935295,2.2701445,0.7039565,0.15201001,1.8307766,1.4744868,1.4036897,4.538971,0.6965277,2.6819403
80_32,11.607808,2.8650532,3.8906293,1.1761637,1.4716784,1.8961114,0.9761333,3.3117614,1.2116028,2.9527512,27.268892,0.7093586,1.086968
54_14,4.0692005,1.9991978,1.6650136,19.096853,1.9770122,1.287869,0.5068402,0.93068266,1.2995398,2.147148,4.098398,0.9213558,2.9128644
55_20,9.053347,2.9648428,1.5178621,0.87859774,1.0242279,2.3949354,0.5302971,2.600134,1.4244833,2.884924,19.315914,0.95081365,1.3869332
30_46,1.5487325,19.43876,1.6794853,0.6483443,0.6386502,0.4768581,1.8635285,0.8559114,0.4543507,18.144707,1.5721776,1.1355598,0.4220936
76_29,1.393198,46.740368,2.6421895,0.6391295,0.67259413,0.61555696,3.1236277,0.8425598,0.44851977,17.255722,1.9002901,0.6809892,0.35581508
71_45,9.938482,2.379929,1.3915823,1.1120379,1.0829774,5.1812997,0.40693128,1.8654647,1.2075428,3.0876136,17.204832,1.0221704,1.5958728
59_41,18.382679,2.6411974,1.5941525,0.9721216,1.2932241,1.8943594,0.76827836,1.9261031,3.3476346,2.8135908,12.604507,2.4272537,1.5650574
110_34,10.870066,1.849138,0.8808198,4.7642574,1.5601715,0.7452024,0.046493255,1.1510422,1.5693092,1.717031,13.356486,0.71229017,2.0303836
24_41,18.618484,2.6276877,5.222185,1.6259857,2.6543293,0.8123319,0.3652436,2.1983807,36.095932,2.3325388,3.7739573,35.32807,2.6429608
94_24,1.5115182,33.73625,1.5829058,0.6997635,0.7375579,0.76739883,2.712953,0.7573104,0.5678355,23.070328,2.3724136,0.7056691,0.48288968
48_43,2.7756279,4.6436934,5.6518564,1.0989337,1.5644394,1.0655773,0.6384586,1.1515306,10.496504,3.735566,2.3063936,160.31757,2.4642425
74_46,9.285296,3.0495753,1.756376,0.9340775,0.83332014,4.436483,0.74272555,2.2282586,0.81086046,4.772517,21.788902,0.7725638,0.72851807
108_40,2.1604953,12.407463,2.1406667,1.0018055,0.96678734,0.5976636,2.27771,0.8520397,0.75153637,19.661467,3.6393437,0.60435164,0.5593823
97_31,8.034112,2.7944956,0.94738656,0.9960129,1.2389946,2.3333154,0.5892859,2.1129684,1.1709698,4.719595,13.875872,0.71706975,1.2678946
41_39,6.1006355,3.1375947,3.8357804,1.4401644,1.0095142,0.7282804,0.4360791,2.6608613,2.1889663,3.4052463,13.786705,12.379224,0.8780991
88_21,1.6191458,64.237015,4.4682775,0.6376489,0.68307376,0.4997244,2.8110697,0.92875266,0.52833754,14.875643,1.9667013,1.244319,0.3975086
99_35,2.1489792,8.390753,16.789639,0.79745597,0.8217374,0.7806059,2.8040144,1.20455,0.95522857,13.933126,2.4818494,1.0252908,0.70575356
81_54,15.752005,1.8583907,0.93480456,2.329718,2.8859034,0.92088574,0.09619557,1.0741739,2.1960576,1.4798288,16.75291,1.1622095,4.90962
30_42,1.7787868,7.0932646,18.14936,0.78717536,1.1979612,1.8221524,5.393862,1.168763,1.267826,16.408752,5.2791157,3.3088098,1.5215486
82_36,29.873138,2.369454,1.0477371,1.2219106,1.4971552,0.98521334,0.21880352,2.6919568,1.5211918,1.8990899,38.5998,1.7660697,0.685225
110_48,5.79865,3.9145956,1.9784257,1.3250217,0.86602795,0.5029326,0.54863673,0.5705174,1.3918233,9.450147,10.400656,1.4764272,0.3043936
56_37,1.3579886,26.524858,1.2827737,0.57968116,0.6684275,0.64191186,2.8913853,0.7479521,0.59115934,11.655499,2.2715464,0.7942618,0.5534616
54_35,1.6816473,31.034576,3.6939101,0.57825816,0.6453293,0.6977524,2.9101608,0.6738608,0.65818006,18.441612,2.693265,0.86503613,0.5691173
