,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
Ppp1r14c,-0.69114876,-0.40938896,0.68830156,-0.71264267,0.49532783,-0.31139264,-0.22538885,0.16518192,-0.10350166,0.21554814,-0.5270467,-0.46810418,0.59083426,-0.5746286,-0.19594805,0.26767033,0.4487985,-0.10609482,-0.17328088,0.45059872
Plekhg1,-1.1409498,1.1672363,-1.6076378,-1.1185434,-0.8474993,1.7719716,-0.8384949,0.26002845,-1.334835,-1.1432538,-1.0014474,-0.83387995,-1.1531979,1.662365,-1.1229544,-1.0822664,-1.0973389,0.90123844,-0.43249872,-0.797078
ENSMUSG00000096054,0.58506423,-0.76826555,0.18033637,0.18343256,-0.10785347,-1.1884397,0.3509801,-0.066369206,-0.068373986,-0.33241996,0.16038361,0.12076822,0.26414132,-1.3424693,-0.10399533,0.14699335,-0.9387326,0.1708914,0.16185376,0.24563672
Vip,-0.4472267,0.1811177,1.2052861,-1.1657487,-0.3404844,-0.2336322,-0.9642967,-0.61211324,0.6610089,0.28629836,-0.800744,-0.7183044,-0.3961221,-0.5422611,0.2779178,0.9550431,-0.649152,-0.29344088,-0.33417284,1.1826795
Ipcef1,-0.6313702,-1.0146533,0.42761418,-1.2384772,-1.2831366,-1.1003563,-1.0555671,-0.7730707,1.5102606,0.8586602,-0.66407794,-0.7868783,-1.2035508,-0.90013283,-0.049607918,1.0374365,1.5297742,-1.4415674,-0.733166,-0.16032723
Lrp11,0.33301088,-1.1895945,0.37648326,-0.133231,-0.042433467,-1.1470773,0.011594109,-0.43210965,0.55537254,0.40299284,-0.08082886,0.058254533,-0.817644,-0.91507506,0.42524576,0.6164044,0.34538049,-1.2806402,-0.45843133,0.5198286
Pcmt1,-0.18512367,-0.5617697,0.25701463,-0.049657784,0.36587834,-0.2712479,-0.55939746,-0.03838877,0.21258798,0.20569214,-0.10820687,-0.48516667,-0.10671622,-0.3598508,0.1621801,0.083098784,0.014874337,-0.41596356,-0.17268528,0.14293809
Ppil4,-0.03714145,-0.35139355,0.050716404,0.051696353,-0.084921956,0.07467259,0.044356238,-0.22428215,0.0262021,-0.1405437,0.010583393,-0.08435729,-0.7384578,-0.32128716,0.03093335,-0.0038629302,-0.008934664,0.2741684,-0.0013260684,-0.02231777
Sash1,0.012224804,0.57213014,-0.833067,-1.084496,-0.048243523,0.6254843,-0.5695893,1.0001295,-1.2383776,0.17869788,-0.9357197,0.07608393,0.6880431,0.3005491,-0.3748592,-0.082588404,-0.72966284,1.0265236,-0.7129654,-0.43515408
Shprh,-0.0151850665,-0.18945365,0.04123539,0.13430735,0.060501024,-0.28453788,0.009722133,0.28288862,-0.018527715,-0.22673716,-0.0011141689,-0.030904502,-0.0767125,-0.22165789,-0.0352965,-0.17417613,-0.14392315,0.23835601,-0.015966807,0.016395627
Utrn,0.14474833,0.24641655,-0.75302273,-0.07804736,-0.42559823,-0.7071802,-0.101700954,1.1639122,-0.74915236,0.32204708,-0.21404366,0.19432427,0.3200056,-0.50661016,0.31278944,-0.032253787,-1.1302565,0.97399426,0.085474886,-0.96532696
Phactr2,-1.0263081,-0.20994121,0.5375285,-1.3187395,1.4021037,-0.16469547,-0.94027525,0.97008246,-1.5215633,0.027724368,-0.75590485,-0.47699654,0.8697505,-0.7635998,-0.40449902,0.033680804,-1.1622541,0.7045548,0.018206986,-0.38927683
Aig1,-0.30115452,-0.07481355,0.33650115,0.15114902,-0.41056672,-0.26296437,-0.3516583,-0.30846527,0.659369,-0.31941766,0.14524816,-0.54152524,-0.80297095,-0.29585588,0.50948834,0.033549298,0.65751314,-0.30006757,0.010528653,-0.16497907
Ccdc28a,-0.044807397,-0.07877987,0.30624875,0.37290344,-0.3332552,-0.4124285,-0.28500512,-0.42860755,0.37332794,-0.38733116,0.26790357,-0.20667148,-0.6475869,-0.81203485,0.007502734,-0.067933396,0.014798764,-0.015734699,-0.05433175,0.36629647
Map3k5,-0.17244673,-1.0421611,0.49718174,0.113957,-0.41798064,-1.7902336,-0.12175009,0.39109486,0.91816133,-0.14963141,0.040872097,-0.121110484,-0.38546276,-1.2081605,-0.11589151,0.8545998,0.53328955,0.31869137,-0.42226186,-0.12714072
Map7,-0.12697463,0.57904416,0.22740257,0.08813473,-0.2845799,1.034812,0.092740625,-1.373003,-0.42500287,-0.93078995,0.19506799,-0.75824076,-0.56995946,1.3922045,-0.8308969,0.056029603,-0.7471712,-1.57397,0.00382088,0.016377645
Pde7b,1.444053,-0.85504204,-0.86753285,0.85430586,-1.6866521,-1.0828742,1.1704856,-0.856003,-1.6090006,-1.2311716,0.54532295,1.3966221,-1.1794083,-1.2647005,-1.4019628,-0.10598819,-1.5807018,-0.26933238,0.9332161,-1.4461199
Ahi1,-0.21096832,-0.07367277,-0.24142301,0.043164916,0.6591332,-0.82400346,0.22072786,0.1201527,-0.0867051,-0.2510839,0.25135884,-0.250828,0.81833607,-0.4588014,-0.5240625,-0.82855153,0.032856356,-0.639859,0.3428004,0.1479216
Hbs1l,-0.057822328,-0.12299384,0.005417044,0.378968,-0.0012101611,-0.6731513,-0.08293829,-0.052069478,0.11410741,-0.10836744,0.022340478,-0.052280225,-0.30430576,-0.80304354,0.089010246,-0.062025152,-0.0057852673,-0.31363773,0.042032488,0.010226224
Stx7,-0.54143786,0.15136908,0.047378477,-0.38298804,0.038784944,-0.02850833,-0.47695717,0.1420194,0.25537223,0.40014565,-0.7540398,-0.61970633,0.41578117,0.12994495,0.055722717,0.3469753,0.3787045,-0.7292194,-0.011211258,-0.1316955
Ctgf,-0.53308314,0.41371655,-0.5408502,-0.94883454,-1.535083,-0.61233324,-0.120801084,1.0372744,1.1264012,0.06946846,-1.185887,-0.56836706,-0.18424863,-0.5360754,-0.86103016,-0.95375,1.9576626,0.85095537,-0.32405242,-0.9664713
Epb4.1l2,-0.11683543,0.652668,-0.257409,-0.8096902,-0.6521752,0.8351746,-0.24759468,0.7482836,-1.421379,0.25715193,-0.780345,0.22137466,0.30765796,0.7386206,-0.6219592,0.095580325,-0.9870749,0.5166264,0.015840668,-0.6037245
L3mbtl3,-0.52110136,-0.16850813,0.4178286,0.079757065,0.36894864,-0.65745527,-0.5064982,-0.18223505,0.33607262,-0.17891823,-0.0033407907,-0.88158107,-0.14135538,-0.5064557,-0.09724882,0.58816934,0.22584149,-0.3279045,-0.18701564,0.31746253
Arhgap18,0.8443642,-0.9870487,-0.54866105,0.8634756,-0.17127553,-1.0608068,0.54885983,0.6463304,-0.058971897,-1.4195992,0.94724774,-0.699666,-0.04501923,-0.9088567,-0.30923432,-0.93392664,-0.0083417175,0.39619327,0.21744543,-0.348124
Ptprk,-1.392928,-0.18525538,1.2811563,-1.464955,-0.40054166,0.3782379,-1.7025515,0.09916812,0.26143998,0.7163302,-0.99629694,-1.3109325,0.18529981,0.059779026,-0.04728962,1.0735779,-0.5250903,-0.6039446,-1.2692086,1.2932391
Soga3,-0.09390618,-0.21970427,0.12711945,-0.034184832,0.13169874,-0.35027647,-0.04732137,-0.2867276,0.0069297533,0.26559466,-0.04352924,0.02557728,0.2678918,-0.22232494,-0.1327817,0.093895614,-0.016307455,-0.4464495,0.0032575463,0.118664876
Rspo3,-1.3630929,-0.36535874,1.1805916,-1.1331342,-1.4177859,-0.5687733,-0.62794995,0.15435134,0.76246506,0.9536724,-0.9768756,-1.04714,0.22130744,-0.24923348,-0.3413163,0.6504625,1.363898,-0.5467198,-1.127873,0.37633196
Hint3,-0.4367873,0.24958287,-0.09549153,-0.22635412,0.1903165,0.24685134,-0.3380893,-0.99161845,0.36249098,0.5045097,-0.3970254,0.20411396,0.18712047,-0.32927445,0.33063406,0.2890718,0.2912304,-0.94612163,-0.34919214,-0.41836292
Ncoa7,0.16112973,-0.5594172,0.08931655,-0.04603948,0.21950167,-0.93028957,-0.32895517,-0.30982634,0.30647877,0.32426554,-0.30240822,-0.13835414,0.2982654,-1.097274,0.06463234,-0.05750458,0.5221091,-0.38521782,-0.033721108,0.08331763
Zufsp,-0.3955722,-0.5672767,0.038284343,0.28530642,0.3766591,-0.116339006,-0.15396269,0.5187466,-0.18738908,-0.4239577,0.13629568,-0.9268323,-0.11859351,-0.06657522,-0.02379418,-0.0028568348,-0.12913322,0.65973294,0.06994518,-0.041966334
Rwdd1,0.080945924,0.6758315,-0.72822523,-0.19167946,-0.07840571,-0.10269624,0.14547186,-0.5031111,0.2143058,0.06864473,0.036933832,0.3124094,-0.70150936,-0.22437187,0.14498177,-0.69104886,0.13886987,0.1575446,-0.29346424,-0.39719588
Lama4,-0.13051385,0.43259916,0.47359636,-1.185895,-1.3061441,-0.24661344,-0.8080702,1.5358183,-0.56845134,0.03221273,-0.41325745,-0.21144088,-0.061673503,-0.78351474,-0.17776178,1.0409365,-0.7511353,0.9734683,0.040826052,-0.48367307
Fyn,-0.6885718,1.0344423,-0.63376313,-0.33822742,-0.045357473,1.0336243,-0.17251922,-0.2662229,-0.773614,-0.41415176,-0.16547191,-0.2603801,-0.5375634,1.1140838,-0.4331186,-0.6415521,-0.60655975,-0.3501077,-0.18479113,-0.46227908
Gtf3c6,0.27659258,0.48253,-0.26741993,-0.35069275,-0.8210677,0.724968,-0.17065199,0.3666764,-0.07332443,0.04629589,-0.3097093,0.02932416,0.21814778,0.17920537,0.06494234,-0.13041939,-0.32151717,-0.20144378,-0.14631657,-0.07386579
Cdk19,0.22455856,0.1741899,-0.021380018,-0.48895234,-1.0194603,0.7560109,0.2748733,-0.559363,0.16994123,0.17875285,-0.41658765,0.09553899,-0.603543,0.48128107,-0.7346143,0.97322756,-0.5813834,-0.072048165,0.039197203,-0.69962615
Cdc40,0.3503251,0.003341411,0.6205419,0.100110166,-0.3646441,-0.34226048,-0.036615387,-1.0603337,-0.022173148,-0.30222785,-0.04454689,0.26670733,-0.11206672,-0.43855342,-0.5597187,0.5753585,-0.42615303,-0.29362926,-0.47344354,0.37042165
Wasf1,0.27813464,-1.2131457,0.3557743,0.13438344,-0.005652255,-0.35831788,-0.09189555,-1.4371889,0.13852693,0.42802158,-0.14154461,0.045385297,-0.4213376,-0.31056935,-0.4558235,0.35605222,-0.35503423,-0.5683025,0.23643896,0.50102395
Ostm1,-0.44964552,-1.1588374,0.17260957,0.006981493,-0.7304151,0.43952915,0.046099275,-0.02788142,0.7415287,-0.0793183,-0.21029596,-0.2010587,-0.8648081,-0.2395845,-0.03283148,-0.054575957,0.37819493,0.036595915,-0.34965837,0.23468873
Sec63,0.11003158,0.041687053,0.014015996,-0.08078315,-0.2322357,0.12837543,-0.276559,-0.6747641,0.39733788,-0.045485392,-0.006468961,0.07631333,-0.78163624,-0.114056356,0.010769065,0.08164413,0.016320042,0.3838534,-0.3301004,-0.04120625
X1700021F05Rik,-0.02436332,-0.17771925,-0.28658578,-0.0810329,0.10761346,-0.39087272,-0.002041658,0.5666159,-0.11529161,0.6282755,-0.027971381,-0.08100492,0.40828153,-0.19878882,0.010125052,0.015089967,-0.07013393,-0.42569646,0.04096629,-0.04090717
Atg5,-0.46830586,-0.33788478,0.085280165,0.0008200422,0.46621588,0.18769504,-0.7821661,0.053645637,-0.0748643,0.28180626,0.04395736,-0.010477466,0.41767153,-0.43809113,0.016367313,-0.29938588,-0.087970115,0.13525166,-0.55901885,0.08778265
Hace1,0.4408114,-1.2946275,0.60699487,0.49563682,-0.17272864,-1.0204414,-0.5771589,-0.49589393,0.314377,0.25178182,0.3058872,-0.5794909,-0.3706086,-1.2005875,0.11551781,0.29744846,0.19485143,-0.23384309,-0.24117999,0.5508019
Ascc3,0.33870387,-0.9268449,0.21417324,0.22058305,-0.043431126,-0.08052522,0.16624293,-0.75422645,0.00067307515,-0.43804848,0.2857255,0.1593175,-0.52927756,-0.59548146,-0.18164258,-0.23775971,-0.3521556,0.104194805,-0.123444304,0.20420222
Gopc,0.1971653,-0.6665282,0.47537205,0.053860717,-0.44894806,-0.12847757,-0.7510257,-1.2023361,0.48918268,0.4893374,0.17838995,-0.58213323,0.26257122,-0.4465815,0.2288068,0.21326603,0.35176915,-0.29180053,-0.6240243,-0.06917598
Cep85l,-0.4340583,-0.34803027,0.24445082,-0.13321212,-0.14384732,0.2853352,-0.66084105,0.23163688,0.083878055,0.512859,-0.12675124,-0.06668284,0.5237444,-0.42591727,-0.1422543,0.81115085,-0.25642318,0.28747016,-0.85661215,-0.3547171
Fam184a,0.46326026,-0.23068994,-0.05969151,0.20161659,0.13276692,0.011729358,-0.14150693,0.6153067,-0.5887033,-0.50494486,0.11618278,0.42387295,-0.28873426,-0.20631248,-0.47995803,-0.50313294,-0.60571367,0.5715225,-0.15372872,0.016726075
Gcc2,0.073061,-0.12491928,-0.14483884,0.07450807,-0.06880734,-0.39332494,0.07120226,-0.34145284,0.14928937,0.16285165,0.09810082,-0.08239552,-0.23017581,-0.7266283,0.07210178,0.05798255,-0.011224635,-0.053191826,-0.060470138,-0.13490854
Lims1,-0.4679452,0.61648893,-0.4213086,-0.5238691,-0.11470896,0.7418559,-0.44978744,1.1572144,-0.13082974,-0.9301958,-0.31876805,-0.4891259,-1.0406798,0.83961153,-0.42628714,-0.68094075,0.05925998,0.91421145,0.04930782,-0.58168346
P4ha1,0.64594185,-0.13488789,-0.20431554,0.16772553,-0.24737671,-0.045840077,0.40718964,-0.77341706,0.24721971,-0.7955666,-0.4238817,0.54750246,-0.75760305,-0.59335655,-0.3055276,-0.13573058,0.18719183,-0.3733764,0.14698838,0.075200275
Micu1,0.5176131,-0.8231917,0.19597767,0.2930613,-0.5458722,0.07884966,0.6412115,-0.526113,-0.20201461,-0.236704,0.042417575,0.5884072,-0.575333,-0.2826249,-0.22593766,-0.48179665,0.055955138,-0.38084722,0.2533294,-0.13741134
Dnajb12,0.07974671,0.31611836,-0.051744603,-0.0503768,-0.10761782,-0.1989681,0.1391981,-0.5342782,0.012453912,0.16386643,-0.02170682,-0.06777214,-0.37860733,0.5098509,0.0035672162,0.00025058325,-0.036041137,-0.15512434,0.0047490885,-0.0065778233
Anapc16,0.05839559,-0.043788888,-0.2014289,0.18245202,-0.11239816,0.5066752,0.00686389,-0.6845845,-0.0019779415,-0.081532724,0.09995813,0.016421331,-0.35482508,0.112866744,0.021462893,-0.28773043,-0.03675605,0.2838313,-0.107049085,-0.03686075
Ascc1,-0.00587117,0.2889502,-0.5962257,0.4010121,-0.4510388,-0.28896624,-0.15917753,0.91365147,0.0041213464,-0.07900185,0.2535838,0.045428578,-0.089348234,0.27060264,-0.27297658,-0.5025929,-0.3962573,0.56654394,-0.018102445,-0.4745682
Sgpl1,-0.039117657,-0.07195583,0.07550801,0.02076386,-0.28991187,0.13371731,-0.0636057,0.70322883,-0.15342732,-0.33205268,-0.12704904,-0.0500178,-0.057985928,-0.19690776,-0.050349213,-0.01585452,0.0028121006,0.7843234,-0.0046647605,-0.012781847
Ppa1,0.3059539,-1.2705532,0.12037252,-0.11497791,0.41692212,-0.41910177,0.08130264,-0.8470046,-0.010368422,0.16356035,-0.017561937,-0.041886877,-0.5410737,-0.6727318,0.15171334,0.07871565,-0.090137266,-0.0088630775,-0.19771935,-0.045623355
Sar1a,-0.08983718,0.13168073,-0.03565619,0.016142903,-0.08219844,0.22159779,0.13841489,-0.16042012,-0.03905275,0.05442182,0.0010765203,-0.029104179,-0.269341,-0.051283978,-0.03512377,-0.030308506,0.00045196814,0.31743026,-0.034004614,0.004081098
Hk1,-0.39310232,-0.4133474,0.38341042,-0.56596,-0.05702408,-0.8941869,-0.20525129,0.026578316,0.59912676,0.53513014,-0.89570963,0.1481325,0.07579747,-0.9093812,0.06698552,0.24176186,0.70043445,-0.8800053,-0.29791826,0.6074036
Ddx50,0.0031364872,-0.4841408,0.02448385,0.20283467,-0.021087417,-0.5425923,-0.10555264,-0.008236704,0.1462473,-0.1216327,0.26286608,-0.10194811,-0.80421644,-0.78537345,-0.051365506,-0.032422494,0.042070482,-0.18345644,-0.08481243,0.058156706
Ccar1,0.009115442,-0.20161623,0.004879586,0.10075951,0.058918707,-0.10918119,0.01650054,0.12437766,-0.059671223,-0.14488915,0.01919807,-0.08109602,-0.19549274,-0.32229167,-0.06611476,-0.12236215,-0.06429707,0.5233353,0.12429789,-0.011247229
Slc25a16,0.43903035,-0.50003505,0.296823,0.0041010696,-0.46619713,-0.44976765,-0.07274804,-0.35616675,0.3077318,-0.07436504,-0.39200377,0.4386211,-0.7805527,-0.36847073,0.02739986,-0.20495513,0.33533692,-0.36402392,-0.18701321,0.09735468
Rufy2,-0.039451443,-0.32373038,0.3482029,0.123390384,0.24013521,-0.5794142,-0.5211101,-0.41466895,0.14221445,-0.07293377,0.0052289213,-0.5000032,-0.0058794147,-0.73569936,0.14449051,-0.06253993,0.31668216,-0.38066816,0.03758393,-0.034710057
Arid5b,-0.41286483,0.31723693,0.5163349,-0.38040656,-0.47979707,0.65353996,-0.8274712,0.29986697,-0.072854795,0.03982809,-0.56996274,-0.7555376,-0.26959944,0.28082195,-0.12413203,-0.23973659,-0.23297743,0.32475916,-0.26896283,0.8908237
Fam13c,-0.34245962,0.061143067,0.5304573,-0.043808132,-0.2577019,0.028085124,-0.0480493,-0.1980443,-0.025525166,0.07876584,-0.18341543,-0.0071571944,-0.05400966,-0.10331098,0.03982235,-0.20705397,-0.13414457,-0.98676586,-0.1591526,0.99746627
Phyhipl,-0.41463026,0.53521705,0.008907135,-0.54645824,-0.63720495,0.9110852,-0.33467802,-0.13385022,0.045397732,0.0005938286,-0.51913995,-0.29339835,0.12680343,0.9995052,0.030395862,-0.7776719,0.36032313,-0.13000119,-0.31763598,-0.6210189
Bicc1,-0.092487976,0.43767086,-0.51822907,-0.5475444,1.0155568,0.55709195,-1.4685683,1.1543313,-1.6028486,-1.681996,-0.16932228,-0.95008653,-0.9193627,0.22005649,-0.9620465,-1.0221095,-1.1993116,1.6018181,-0.17650796,0.033927713
Tfam,0.041626014,0.010873422,-0.058390237,-0.050451327,0.080284074,-0.15213569,-0.009362765,-0.34288183,-0.050119974,0.57124555,-0.103246845,0.081627004,0.24763116,-0.50005955,-0.013303395,-0.055759434,-0.00058765116,-0.021633413,-0.0068812747,-0.03142044
Ube2d1,0.026750479,0.31520408,0.21037266,-0.0139239635,0.25356072,0.9146121,-0.49461824,-1.0543134,-0.7345861,-0.20167372,-0.32104355,-0.29838258,0.27588716,0.78172433,0.24766706,-0.19738577,-0.65535307,-0.5899332,0.07711484,-0.1947849
Cisd1,0.26809657,0.034869526,0.068834655,-0.30315828,-0.3187475,0.5549845,-0.02744379,-0.6045159,-0.16657756,0.13159934,-0.49397764,0.7358374,-0.92711705,0.24851505,0.07931208,-0.111787714,0.09443647,-0.7237815,-0.039618663,-0.022937296
Bcr,0.8447109,-0.7855226,-0.7140006,0.65331227,-0.13229825,-0.62495387,0.7986751,-0.35046816,-0.72279495,-0.7576611,0.5869628,1.0889544,-0.22276966,-0.9749807,-0.8309834,-1.136927,-0.6215104,-0.53948987,0.718533,-0.49538007
Specc1l,0.17399754,-0.32711583,-0.07473677,0.18684497,0.14317258,-0.11940291,0.028283425,0.44911337,-0.16033554,-0.62494534,0.20118053,-0.01482554,0.1874827,-0.32873675,0.007645849,-0.04183401,-0.24450636,-0.033604592,-0.045477446,-0.057245765
Snrpd3,-0.05539274,0.2914561,-0.4066182,-0.053936988,-0.019686574,0.71586925,-0.11744585,0.03494535,0.056565348,-0.6288301,-0.35745794,0.093812175,0.24027881,0.8250023,0.057419132,-0.6160843,-0.07409379,-0.79162586,0.020505805,-0.2670844
Cabin1,0.07899522,-0.46971217,0.13033116,0.06518427,-0.35255513,-0.5381737,0.10301806,-0.34049466,0.11798203,0.09284578,-0.027383054,-0.28779492,0.04963995,-0.40935946,0.0918304,-0.054721802,-0.09203033,-0.19778134,0.051441845,0.08735742
Chchd10,0.6234556,-0.06467608,-0.46106225,-0.20591505,-0.12563847,-0.20266825,0.60971344,0.16645354,0.16147602,-0.6019126,-0.34166455,0.85136336,0.09640787,-0.114376806,0.15014622,-0.5489791,0.062377367,-0.65338284,-0.056170262,-0.7401595
S100b,-0.3269776,0.90254754,-0.826487,-1.1721327,-0.7722441,0.8411191,0.1559553,0.2914667,-0.5888682,0.19640718,-1.2806947,0.7925894,0.37580827,1.1987337,-0.46112692,0.111007266,-0.88704437,-0.26166373,-1.3861197,-1.1865313
Dip2a,-1.2622293,0.106743805,0.19926687,-0.48545396,0.12349485,1.0771836,-0.7429881,-0.38981634,0.17236051,-0.20620672,-0.44017595,-0.55122423,-0.46775052,0.9662987,0.5421912,-0.37174112,0.8038574,-0.5800455,-0.6790734,-0.7534017
Pcnt,-0.588674,-0.26566216,0.009357861,-0.24064708,0.176698,-0.14614189,-0.10415631,0.30955887,0.061677758,0.513875,-0.024944546,-0.2652229,0.3501392,-0.52599823,0.05521005,0.008302233,0.013814692,0.21002261,-0.0025242178,-0.05303292
Mcm3ap,0.35960877,0.017061304,0.054500382,0.17204748,-0.3549214,-0.24882023,0.24124476,-0.5382197,0.012298507,-0.7216688,0.061681863,0.0154456515,-0.5766006,0.01309807,-0.10666112,-0.22517172,0.1637726,-0.46190554,-0.024399959,-0.11400022
Col6a1,-0.27442363,-0.9061017,-0.6559215,1.4296446,-1.3640922,-1.0050694,0.2605774,0.14180075,0.55002004,-0.78464806,0.9286128,-0.9199712,-0.5849239,-0.7518464,-0.6526585,-1.2553383,0.40271524,-0.06747327,0.8615397,-0.08507785
Adarb1,-0.27608538,-0.57446754,0.3433926,-0.029221116,-0.18815751,-0.9990976,-0.23836151,0.064488076,0.15299772,0.818854,-0.06218449,0.014373356,0.6220186,-1.0639253,0.58134514,0.3898694,-0.0045526884,-0.73811686,0.10289688,-0.7086613
Trpm2,-0.1271738,-1.0213748,0.22270755,0.36365128,0.47785813,-1.5954641,-0.01183637,-0.542073,0.10167057,0.49369657,0.37424934,-0.3677822,-0.0048973085,-1.0630463,0.8070162,-0.5225057,0.2768727,-0.69590694,-0.023198523,0.046702646
Pfkl,-0.06966892,-0.572451,0.27509165,-0.30157974,-0.36590424,-1.4208046,-0.0845665,0.27897164,0.8908061,0.2246153,-0.2204214,-0.4743954,-0.43529186,-0.21577701,0.114017636,0.6508928,0.45291135,-1.3119587,0.026408328,0.058865726
Trappc10,0.014851712,-0.19699946,0.051905546,-0.07295791,0.09709804,0.19285703,-0.32069877,0.124087505,-0.021226278,-0.14272527,-0.11955027,-0.012314824,-0.10040035,0.04354747,0.05448039,0.21744365,-0.068278074,-0.37487832,-0.21944578,-0.053933576
Agpat3,-0.08764234,0.017465571,-0.041016635,-0.15366349,-0.13300899,-0.0135505125,-0.07825094,0.26191214,0.14334266,0.50982714,-0.069107465,0.008852154,-0.122861415,-0.11513443,0.21948388,0.17593285,-0.07136111,0.062078133,-0.022179877,-0.054255255
Rrp1,0.08567507,-0.20888995,-0.0099166315,-0.1373252,0.035173718,-0.6796224,0.02766728,0.106198624,-0.039910015,0.36202848,-0.31399474,0.040231526,0.18620391,-0.10306135,0.039500356,0.0526769,-0.017794516,-0.44418207,0.028365258,-0.017527964
X2610008E11Rik,-0.13578176,0.083044626,0.10133921,0.0805615,0.18743439,0.40434816,0.010291074,-0.6068407,-0.13617866,-0.14441451,0.088934556,0.027198432,-0.31953874,-0.3817232,-0.012322538,-0.4676335,-0.07088066,0.05127868,-0.05707267,0.004951198
Palm,0.13342904,-0.046268553,-0.40958005,-0.054933812,-0.63370156,-0.502577,0.12144385,0.7794795,-0.102558166,0.4194349,-0.07048104,0.54858494,0.2762513,-0.584738,-0.5956103,0.1073997,0.028306533,-0.09529557,0.42159697,-0.3729734
Polr2e,0.32916212,0.43405348,0.14440015,-0.0045941705,0.41014573,-0.05825713,-0.25169492,-1.3380545,-0.11702246,-0.9026775,-0.024017751,-0.008918359,-0.78825754,0.4792135,-0.31251046,0.010867882,-0.00019376318,-0.109015815,-0.22275709,-0.0030052573
Atp5d,-0.06902647,0.17082265,-0.023634385,-0.110966995,-0.091854855,0.2854599,-0.020089151,0.3716333,0.024765586,0.0031879104,-0.19140431,-0.013473675,0.09076236,0.2555769,0.17054439,-0.07989617,0.004521482,-0.11976039,-0.0723629,-0.07332516
Mum1,-0.049119353,-0.043213893,-0.1563956,-0.051523104,0.064564615,0.3092942,-0.15152794,0.10840738,0.07153917,0.028651377,0.055889033,-0.16086517,-0.19544813,-0.39994293,-0.013098404,0.005198168,-0.050235964,0.42529982,-0.020995872,0.027180888
Ndufs7,0.10979792,-0.21349293,0.036970377,-0.17339996,-0.112597406,0.20896941,0.16781923,-0.95122206,0.3262814,-0.20919001,-0.049194627,0.013278948,-0.76098025,0.3693201,0.007482187,0.021340912,-0.0011354303,-0.20424089,-0.1399112,-0.07261498
Gamt,-0.9936101,1.3133634,-1.1536036,-0.20181374,-0.49799955,1.742964,-0.7013056,-0.8097781,-1.3089352,-1.1883265,-0.44138765,-0.40563488,-0.27901882,1.4571756,-0.871357,-0.57052326,-0.95790976,-0.87579286,-0.17211275,-0.54053867
Dazap1,0.09263901,0.09387176,-0.01900311,-0.13012893,-0.012105334,0.5721985,-0.03946656,-0.13515136,0.04417213,-0.33346012,0.04603647,-0.07411566,-1.1456084,0.11607294,0.012829133,0.014499638,-0.004717638,0.38676432,-0.0068536205,-0.033013977
Uqcr11,0.06348506,0.49295926,-0.21218888,-0.34935242,-0.035147335,0.3587889,0.062517114,0.12757419,-0.049246304,0.09469638,-0.2010719,0.072750494,0.031996816,0.6900579,-0.03185593,-0.138975,-0.009442716,-0.049178187,-0.1608174,-0.06861534
Ap3d1,-0.02640357,-0.16274875,0.020319521,-0.080511585,0.052130528,-0.7234165,0.048157725,-0.022897135,0.048620917,0.35800472,-0.0030284873,0.0030390255,-0.079377845,-0.48355308,0.008422306,0.061063964,-0.028934432,-0.119245425,-0.005356173,-0.044197194
Timm13,-0.029482499,0.1726152,-0.032092653,-0.018910946,0.006452469,0.0054144226,0.017502809,-0.29110706,-0.029816486,-0.10685058,0.01472307,0.016044954,-0.14823128,0.24957849,-0.01867485,-0.020337997,-0.019510906,-0.031045824,-0.0034334832,0.017599544
Gadd45b,1.1553634,0.4661834,0.009118844,-0.036687616,-1.3891872,-1.4393921,-0.13683717,0.77039725,-0.057017956,-0.524841,-0.43219143,0.48671144,-0.89434385,0.06130079,0.18539844,-0.64824563,-0.28445506,0.2911669,-0.10982335,-0.10709364
Gng7,0.886267,-0.0916951,-1.633712,0.5636075,-1.3542885,-0.7599008,1.2269584,-0.12600943,-1.5831145,-1.2146896,0.43848366,1.4817718,-0.3524587,-0.61669946,-1.544514,-1.7704989,-1.3745224,-1.0276773,1.064959,-1.6490018
Map2k2,-0.011552545,0.2224694,-0.18125571,0.21140014,0.18706968,-0.019737775,-0.07639979,0.08810264,-0.057457916,-0.3506614,0.09940876,-0.116058014,-0.070025906,0.2860429,-0.012885044,-0.100077,-0.012669188,0.10724813,0.0046933,-0.030510629
Matk,0.67851764,-0.8348705,0.03955234,0.29267812,0.099217385,-1.0800972,0.27099097,-0.40970248,0.2523744,-0.413416,-0.18113008,0.4053957,0.03781491,-0.5883884,-0.74061364,0.26558992,-0.17180945,-1.0171607,0.27784312,0.06507844
Pip5k1c,-0.09374352,-0.76099354,0.35144445,-0.5391197,-0.5015658,-1.8514992,-0.082812555,0.4544546,0.6666595,0.7306508,-0.9513657,0.21728751,0.5823633,-1.1429964,0.24703713,0.91944057,0.13585275,-0.4460482,-0.5023079,0.29120713
