,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
Ercc5,0.24537504,-0.22798526,0.036750652,0.5402593,-0.08404858,0.1268499,-0.5197473,0.4199515,-0.32574722,-0.53117895,0.29033744,-0.56853837,0.090903595,-0.44022083,-0.30529916,0.06323648,-0.0719124,0.61432004,-0.07731477,-0.16601072
Wdr75,-0.19474214,-1.0227487,0.124860145,0.13915469,0.62855625,0.33965445,-0.12025123,-0.018696766,-0.41045362,-0.293537,0.35686123,-0.22754678,-0.26115605,-0.52680904,-0.052964464,-0.24312837,-0.029011015,0.09741391,-0.117718406,0.12591608
Tmeff2,-0.7328266,0.7361075,-0.21029949,-0.64148015,-0.6051018,1.4655582,-0.40444088,-0.6384245,-0.4859733,-1.1093625,-0.4745962,-1.0368061,-0.894188,1.5683713,-0.4715804,-1.1848434,0.023949655,-0.76215214,-0.37193292,-0.06175801
Myo1b,0.9730851,-0.8024973,-0.2800408,0.48334274,-1.0632794,-1.1918598,0.364386,0.62939435,-0.6939747,0.19621761,0.008424218,0.70965415,-0.042971916,-0.8399444,-0.7363542,0.6543827,-1.3426948,0.06857819,0.31340718,-0.5565544
Stat1,-1.0564083,0.52957267,0.3520604,-0.8593369,0.014043198,0.28614354,-0.0035834683,0.71813864,-0.09756036,-0.16618557,-0.14655744,-0.33711714,-0.3565553,0.03225255,-0.2124313,-0.027756838,-0.17290135,0.972802,-0.55809236,-0.16980253
Asnsd1,-0.13438658,0.46067768,0.16394603,-0.08124268,0.08946802,0.5025753,-0.319872,-1.1478536,0.14795253,-0.113670096,-0.06235778,-0.18300058,-0.17280366,0.6611727,-0.3407548,-0.29556212,0.0027458,-0.29568404,-0.22996962,0.09767969
Gtf3c3,0.14281851,-0.7100517,0.04183459,0.0554101,-0.116476566,-0.106852815,-0.04652762,-0.7034433,0.33652353,0.1205281,0.02328736,-0.014315465,-0.035731252,-0.336363,-0.0033556612,0.047861826,-0.0799895,-0.20917471,-0.4743112,0.011768693
Sf3b1,0.17328009,-0.07561171,-0.06714743,0.09697454,0.25797883,-0.040762477,0.2617547,-0.13751197,-0.082014255,-0.51625997,0.07383658,0.11066835,-0.3669404,-0.09817581,-0.30011928,-0.27621165,-0.16717565,0.14937837,0.18446411,0.0072372654
Hspd1,0.023864483,-0.08332192,-0.02452151,-0.053330284,0.0082443375,0.054391313,-0.057440355,0.020355033,0.019332886,0.054488257,-0.026407514,-0.018029734,0.24281591,-0.090970375,0.016226389,-0.0068819355,0.024329621,0.04704175,-0.40303227,-0.024624515
Hspe1,0.009006497,0.6907999,-0.10762718,0.015538394,0.2300083,-0.23765506,-0.20609675,-0.8652503,-0.06916171,0.19851157,-0.022060402,-0.03893677,-0.1478447,0.15788017,-0.015864702,-0.035050604,0.022609536,-0.12186792,-0.029428307,0.021354347
Satb2,-1.4901975,-0.40679902,0.724611,-1.3036829,-1.4275618,-0.88360405,-1.6108762,-1.2442683,1.2953968,1.3374543,-1.3250495,-1.2696612,0.04080518,-0.4082442,0.09143792,1.257368,1.2426608,-1.1827587,-1.0182092,0.72168314
Spats2l,0.22208364,-0.06357447,0.28849673,-0.4199362,0.7875639,-0.4304911,0.26482457,-0.2019097,-1.0655797,-0.36399862,-0.14677802,-0.033599816,-0.30209136,-0.6053361,-0.19756658,0.25787154,-0.72506195,0.17961025,0.5541324,0.4606018
Bzw1,-0.1646417,0.15487844,0.12213221,-0.37392277,-0.30931947,0.34543547,-0.31310844,-0.56131387,0.2647856,0.46040106,-0.55393785,-0.33701518,0.19781879,0.17583159,0.40410012,0.14631218,0.050933376,-0.48287955,-0.21413298,-0.004421069
Orc2,-0.5910561,-0.14177185,0.25616172,0.23293434,-0.38781166,0.33917505,-0.21388048,-0.122856915,0.15393047,0.099169984,0.30299625,-0.07103531,-0.32747483,-0.36362737,-0.2814822,0.7605892,-0.033288863,-0.5995831,-0.06689034,-0.049685292
Tmem237,-0.063267566,-1.0654463,0.45101437,-0.4764767,0.12348937,0.22382982,-0.7186268,0.15221314,0.36852014,0.581656,-0.56138873,-0.699256,-0.9153696,-0.33274955,-0.25550595,0.66642964,-0.2664849,0.34791493,-0.19231525,0.71513134
Gm973,-0.9530886,0.84271336,-1.3087474,-1.0171459,0.5368003,0.8025013,0.16744979,1.1117295,-1.2613045,-1.1686635,-0.019246684,-0.3534364,-0.072732076,-0.7405369,-0.5674525,-1.1441929,-0.38340718,1.9818703,-0.80957216,-1.2068187
Nop58,0.053088944,-0.39481804,0.04522926,0.21366523,0.12075075,-0.16438055,0.072361805,-0.7324052,0.05999384,-0.2925018,0.24659872,-0.16641761,-1.0228318,-0.36967045,0.07158532,-0.1202451,-0.039680127,-0.088276885,0.06114151,-0.008803652
Bmpr2,-0.025516529,-0.38432944,-0.01695787,-0.1388938,-0.5127774,-0.41276363,0.005957394,0.31030303,0.14177142,0.33080414,-0.017944816,-0.06226425,0.2227127,-0.2880104,0.051311612,-0.00035288872,0.06118415,-0.46754143,0.04718272,0.07792252
Wdr12,-0.20570949,-0.37356925,0.034195323,-0.008754444,0.3608424,-0.16231123,-1.0213498,0.18781401,0.15096307,0.19049269,0.005870348,-0.4045207,-0.30775997,-0.6282055,0.04558017,-0.20363696,0.050165057,0.27137876,-0.28107736,0.112097055
Carf,0.25093952,-1.2538192,0.23693764,0.46670216,-0.03974033,-0.24310751,0.17087935,-0.54608434,0.010195915,-0.49078888,0.5012169,-0.059700917,-0.836776,-0.6653812,-0.27417746,-0.044937156,-0.0013994161,-0.5687707,0.73604226,-0.032641586
Nbeal1,-0.25873858,0.13557921,0.07174024,-0.027946407,0.09633337,0.33202687,-0.051125195,0.16109581,-0.2515116,0.12145834,-0.060276378,-0.09129216,-0.87199587,0.05514337,0.19373788,0.17374383,-0.22769628,0.5633255,0.00331021,-0.15051337
Raph1,-0.70506126,-0.7255785,0.7110128,-0.2566405,-0.27360877,-1.2849154,-0.5602135,0.67000705,0.5958098,0.32208118,-0.5548961,-0.19037239,-0.032309137,-0.7391039,0.1382749,0.14129971,0.24757765,0.0669393,-0.18306059,0.43286607
Pard3b,-0.73465705,0.24957153,-0.9281404,-0.94047916,0.0004831127,0.2948896,-0.09040756,1.7352442,-0.959331,-0.9720914,0.11996588,-0.24726535,0.4862173,-0.4389814,-0.44122043,-0.9124258,-0.7471664,1.4851005,-0.19194268,-0.5801911
Nrp2,-1.2533238,0.26153603,0.838651,-0.19671252,1.0499301,-0.5488132,-1.3139421,0.5788136,-1.0863507,0.24579075,-0.38116062,-1.2103758,0.650321,-0.39329156,-0.27996063,-1.6811469,0.62744063,0.54475343,-0.8387363,0.84298694
Ndufs1,0.09584949,-0.5528337,0.050525177,0.1731634,0.03682711,-0.2914561,0.07621947,-0.043941915,-0.044563636,-0.2059503,0.0020289079,-0.040925447,-0.22294994,-0.11395655,0.07196772,0.023024155,-0.15133958,-0.23022856,0.0600605,-0.14446335
Eef1b2,-0.10773803,0.65725374,-0.44614184,-0.08028401,0.19196406,0.48110107,0.24851954,-0.1382075,-0.5494897,-0.54961383,0.16901793,0.06629665,-0.7422422,0.5971527,-0.5116754,-0.71795905,-0.1420846,-0.039563037,0.45119125,-0.332458
Adam23,0.7657511,-0.8123372,0.11153254,0.22872409,-0.49692744,-0.8030205,0.33048335,-0.62708277,0.05245362,-0.011118439,0.20191006,0.6695728,-1.3195294,-0.8083432,0.42939314,0.18730734,-0.20146096,-1.1118264,0.04236645,-0.5133504
Idh1,-0.7732559,1.0141202,-0.13102168,-0.90945566,-0.7875043,1.3842015,-0.36811587,-0.47495958,-0.63602024,-0.45967785,-0.33011687,-0.26723188,0.14119169,1.1736511,-0.3467635,-0.7009481,0.11751977,-0.49343318,-1.0079744,-0.29796317
Pikfyve,0.35842362,-0.8468,0.11103906,-0.107080415,-0.18743092,-0.4950985,-0.09372461,0.30153912,0.68648535,-0.3462383,-0.4236903,-0.14768568,-0.5806364,-0.49033213,0.5784044,0.13121998,-0.057153817,0.027718043,-0.56278896,-0.050185096
Unc80,-0.053144556,-0.46188468,0.06296438,-0.13283801,0.04966149,-1.4416842,0.022424856,-0.030982194,0.2626685,0.4620759,-0.16125527,-0.23963459,0.29857454,-0.64340734,0.22502251,0.1720752,0.11843727,-0.91396594,0.052261062,0.1028638
Lancl1,0.14462788,-0.47810212,0.18657422,-0.22378504,-0.43795186,-0.43773723,-0.10328605,0.4544519,0.05128104,0.34444273,-0.17777091,-0.022509933,-0.23117608,-0.26182398,0.23723099,-0.08043829,-0.06076291,-0.533053,-0.04524684,0.042198125
Erbb4,-0.39535525,-0.19959123,0.015727937,0.085487746,0.05919815,0.57013834,-0.5905083,0.12655115,-0.2425961,0.5925643,0.07234415,-0.63201016,0.15834212,0.7095859,1.3668098,-0.9465592,-0.580401,-0.6056041,-0.46538836,-0.71882343
Atic,-0.39326656,0.104085036,0.3097577,-0.59621483,0.17695132,0.714578,-1.0629174,-0.32512638,-0.3605728,0.1668192,-0.4774119,-0.95547384,0.45195326,0.61863285,0.32763922,0.0655515,-0.27891335,0.56451786,-0.33533865,0.15140484
Xrcc5,0.32038397,0.018018808,-0.15380794,0.09029412,0.061027784,0.08458455,0.123741284,0.08253226,-0.71914697,-0.21935777,-0.016090613,-0.249806,-0.26257,-0.34186712,0.0060070287,0.1920244,-0.39416108,0.5588443,-0.05569074,-0.7181218
Smarcal1,0.1383998,-0.2664397,-0.20139001,0.5997088,0.383241,-0.7602459,0.0731133,0.033820078,-0.083769396,-0.98982817,0.27500576,-0.04439089,0.04926312,0.07256184,-0.32094553,-0.7194908,-0.3945235,0.12230292,0.22031532,0.0071740574
Arpc2,0.42221442,-0.19975398,-0.089042105,0.051195905,0.11783231,-0.35807204,0.020544179,0.33691713,-0.11018394,0.037406452,-0.18691531,0.11611806,0.43006465,0.002945444,-0.5200209,-0.24452403,-0.18648747,-0.23871414,-0.05538284,0.18280448
Pnkd,-0.04579873,-0.053990312,0.015566802,-0.09907596,0.103701316,-0.20047134,0.049262337,-0.4655488,0.04021153,-0.055858854,-0.040629596,0.00095576805,0.06399649,0.03857126,0.28917438,-0.0018713871,-0.05231699,-0.90515065,0.031955376,-0.030122716
Dnajb2,-0.3618398,0.4369967,-0.050196633,-0.36450848,-0.43602663,1.0882823,-0.8462295,-0.5773596,-0.131982,0.34259048,-0.8775224,-0.15999785,0.10890896,1.1755095,-0.16084363,0.46305797,0.35853794,-0.7946073,-0.44640195,-0.8237556
Slc4a3,0.18636587,-0.5483392,0.052921806,0.28438884,0.18458514,-0.9675693,0.012277543,0.16464977,-0.63852936,0.2732825,0.36557508,-0.25357017,0.6661262,-0.6564573,0.08581585,-0.3795895,-1.1416485,-0.8462905,0.14032409,0.39455763
Epha4,0.328974,-0.2640039,0.05544313,0.06407312,-0.24503289,-0.45113277,0.2561732,-0.5147804,0.012250016,0.2502766,-0.32925186,0.40871778,0.15082249,-0.17813823,-0.67458785,0.628059,-1.2639235,-0.46810043,0.14998758,0.41052777
Acsl3,-0.6066199,0.5522239,-0.38370594,-0.38480115,0.07556059,0.64912367,-0.26120237,0.61943126,-0.35200974,-0.24846627,0.32884103,-0.2419477,0.15853427,0.26481408,0.07811157,-0.12245966,-0.42183882,0.5128699,-0.5419191,-0.5425408
Wdfy1,-0.07017459,0.021389522,-0.024020072,0.18795338,0.43756798,0.22844265,0.07391456,-0.23112029,-0.26861367,-0.81935835,0.06905924,0.06408529,-0.17145048,-0.27448213,-0.008951665,-0.6860444,-0.13344881,0.27486092,-0.037789635,-0.11354366
Serpine2,0.3791946,0.08425632,-1.1062196,-0.039744765,0.12354512,-0.23648876,0.54600066,0.32428062,-0.9773238,0.1860956,0.32950726,0.50699115,0.5437741,0.08337501,-0.52599126,-0.30180895,-1.0599602,-0.1622134,0.14941569,-0.5011597
Dock10,-0.1380083,0.8132766,-1.7488436,0.20868404,0.54536706,1.3860952,0.14788705,-0.6165662,-1.7196274,-2.0538347,0.057697147,0.10470076,-0.4907095,1.6476674,-1.3076906,-1.6825666,-1.1730473,0.113040216,0.0689648,-1.2120397
Mff,0.016175043,-0.46082547,0.15228239,-0.262039,0.0026617164,0.45008093,-0.4808101,0.22010565,-0.030270306,0.103709,-0.027428973,-0.1723283,-0.4256584,-0.24959879,0.07316999,0.12205063,-0.06425611,0.0656075,-0.0102088135,-0.0017835805
Agfg1,-0.029237386,0.035671387,0.054320324,-0.19137582,-0.17416793,0.1172479,-0.17635211,0.5105353,0.060537197,-0.012722234,-0.051170763,-0.09991911,0.06572636,-0.18404149,-0.03457929,0.15454653,-0.025738306,-0.21312791,-0.18330453,0.042578366
Sphkap,-0.9930859,-0.08612659,1.0435008,-1.5628778,0.5369876,-1.5468023,-1.1515461,0.32880282,-0.21260384,1.0388697,-1.297926,-1.0854722,0.8003535,-0.27810255,0.05995432,0.95850927,0.15827358,-0.7564873,-1.2447404,0.85899055
Dner,-1.3116763,-0.37351456,0.85672,-0.31411764,0.5865075,-0.39435464,-1.1969944,0.13707897,-0.44393688,0.7829783,-0.2762949,-0.88439596,0.5561081,-0.2977617,0.9177063,-0.5803491,0.14074363,-0.7015208,-0.34276524,0.42409807
Trip12,0.009026654,-0.30801904,-0.05386323,0.15202856,0.0041496265,0.36766592,-0.3082118,0.31319842,-0.005746504,-0.13769382,0.08712318,-0.12526716,-0.0057940166,0.30796918,0.004703678,-0.12639754,-0.0005773798,-0.1201432,-0.062329087,-0.073940545
Psmd1,-0.071380004,-0.54940706,0.0006725548,-0.04643752,0.17160027,0.12349777,0.042961523,0.109347574,0.09645392,-0.45649976,-0.07754331,-0.021629093,-0.14687082,-0.10154275,-0.0002184344,-0.019686293,0.015855651,-0.14413624,-0.025328415,-0.0042571328
Ptma,-0.5343885,0.75155425,-0.72499645,-0.5318892,-0.3400832,0.8081062,-0.19316053,0.52677345,-0.37269035,-0.22695541,-0.44777107,0.10118403,-0.6362272,1.0122496,-0.6478967,-0.6198437,-0.3175131,0.7341435,-0.5474742,-0.21378061
Dis3l2,-0.10090807,-0.14317945,0.12100944,0.23669228,0.027415348,0.25420058,0.41076177,-0.6499316,-0.5273687,-0.32227522,0.43073824,0.08842103,-1.0381006,-0.29663157,-0.2024356,0.20800097,-0.26088974,-0.2058498,0.17236757,-0.12479822
Gigyf2,0.0048925127,-0.14085189,0.0053555453,-0.031948484,0.11083619,-0.35356095,-0.056766562,0.28094774,0.06442195,-0.17587796,-0.016228078,-0.041998435,0.036991183,-0.17268313,-0.016189234,-0.0025917313,-0.0069832164,0.07533583,-0.022202138,0.014111453
Dgkd,-0.2783679,-0.91915566,0.4311704,0.3379021,0.18819301,-0.5968601,-0.1351822,-0.23364815,0.032396115,0.12782808,0.12223461,-0.83457935,0.1539855,-0.5470369,-0.111942194,0.26440814,-0.0039004253,-0.38925332,0.18746403,0.25470948
Usp40,-0.010216036,0.046294298,-0.2863425,0.2906048,0.021664005,0.0046466724,0.21304591,0.45291743,-0.067251325,-1.0024604,0.29790008,0.24556631,0.11272093,-0.30498093,-0.102456726,-0.34849256,-0.75260055,0.09760543,0.14791864,-0.11914571
Lrrfip1,-0.9185836,-0.5640689,0.44712055,0.4239489,0.86633927,-1.24313,-0.30532148,-0.44678226,0.35200015,-0.37095147,0.46514845,-1.5313158,0.007758787,-0.7540642,0.06423034,-0.08404465,0.108993925,-0.5509469,0.11016656,0.73510265
Ilkap,0.09050392,-0.120861486,-0.024292925,-0.07474614,0.025841534,0.42866987,-0.009610323,-0.019078773,-0.028731992,-0.24664012,-0.048075397,-0.007139079,-0.52118516,-0.3709625,-0.01346658,-0.04621096,-0.015423132,0.5438467,0.002177009,0.008231374
Per2,0.25827393,0.3850203,0.16384514,0.384514,-0.15322343,-0.9918657,-0.050418504,0.26157802,-0.009315838,-1.0001315,-0.033837873,0.1459138,-1.0995332,-0.64700013,-0.5361051,-0.27695572,-0.20635214,0.59098077,-0.4582937,0.3403052
Ndufa10,-0.0359292,-0.4020208,-0.016773416,-0.22084583,0.11697519,-0.3008648,-0.08229783,-0.053306345,0.23019482,0.3866603,-0.7874673,-0.016796386,-0.04904015,0.21002261,0.5477736,-0.024569837,0.043573525,-0.6727566,0.023624634,-0.51768416
Myeov2,-0.5125278,0.048627596,0.10400277,-0.59393346,-0.11624625,0.42087656,0.043812744,-0.11763059,-0.02437811,-0.0020130351,-0.34371105,0.06776954,-0.12669939,0.49296412,0.071215674,-0.00572089,0.012322847,-0.25317025,0.009376218,-0.00063422375
Kif1a,-0.29082373,0.34910938,-0.22990656,-0.4448629,0.081106745,-0.16194718,-0.04170191,0.28841415,-0.12032266,0.6907092,-0.6271898,-0.0185331,0.9754224,0.36998817,-0.07513315,0.16649753,-0.017344039,-0.9674016,-0.09652684,-0.1495282
Ppp1r7,0.48174652,-0.4020871,-0.29411542,0.29785025,-0.24030206,-0.48394468,0.6865855,-0.4782115,-0.011317763,-0.022356346,0.11039459,0.6593546,0.22582525,-0.35453385,-0.010341753,-0.21974857,-0.01957312,-0.79627854,0.32462996,-0.17576157
Hdlbp,0.05934782,-0.04841401,0.10625146,-0.109875694,-0.20644987,-0.5212157,-0.033766933,-0.237018,0.014502858,0.62485033,-0.3182609,0.13539656,0.37644118,-0.018555902,0.14051494,0.15976425,-0.10897717,-0.38108778,0.010215616,0.02361607
Stk25,-0.51812404,0.28113666,0.50564635,0.047711935,-0.052267216,-0.38107857,-0.0154954335,-0.9855562,-0.13247056,0.03320344,-0.10445633,-0.16507435,-0.15002467,0.1755313,-0.1291862,0.14293985,0.11130142,-0.7734901,0.059856117,0.06642003
Ing5,0.56761867,0.30071986,0.13197385,-0.07383028,0.46652886,-0.427172,-0.09258196,-0.114967264,-0.8981371,-0.3040079,0.27360892,0.10953097,-0.4040389,-0.82260394,-0.2527297,-0.037636064,-0.13534196,0.18585192,-0.06617123,-0.17419
Pam,-0.0133228,-0.58444464,0.69620883,-0.033407114,0.3000268,-0.6390116,0.05672081,0.11601856,-0.2808164,0.061878167,-0.40883774,-0.34253827,-0.27615958,-0.6467533,0.49525097,-0.55475193,-0.8844914,0.44293687,-0.2762124,0.90998906
Phlpp1,-0.26086816,0.61269677,-0.4853241,-0.29306546,-0.5412267,1.1397195,0.071943864,-0.4863965,-0.46519515,0.13651793,-0.17554949,0.031682342,0.34944117,1.1516374,-0.97781587,-0.5412744,-0.11214807,-0.090552814,-0.69494474,-0.5226906
Vps4b,0.036691148,0.07327752,-0.0028357417,-0.039847452,-0.022783387,0.09837336,0.09257596,0.14879031,-0.0685904,-0.6730912,-0.02129326,0.038328275,-0.6850175,-0.17832801,-0.008129885,-0.012147839,-0.050705418,0.12239145,0.04711169,-0.048124805
Tsn,-0.34603137,0.061563943,-0.013953824,-0.06259111,0.2971039,0.27581358,-0.011387088,-0.5874728,-0.030350065,0.28940853,-0.079293236,0.029377053,0.35321906,-0.017275508,-0.03802847,-0.21072185,0.0049776603,0.34879246,-0.02475424,-0.059629086
Clasp1,-0.05660233,-0.3843704,0.21269149,0.17382799,-0.3332703,-0.433409,-0.5912909,0.13506155,0.15000677,0.40127566,0.14439762,-0.30541638,0.53093797,-0.5896529,-0.06819301,0.14525673,-0.06664815,0.00014608739,-0.21206002,0.046575516
Ptpn4,-0.077629,-0.76151544,0.43879423,-0.051483907,0.00426761,-0.52213305,-0.14997447,-0.13672337,0.19244857,0.3112619,-0.14080659,-0.40840718,-0.6419347,-0.4285425,0.24036996,0.56133926,0.2604915,-0.28587362,-0.12778199,-0.09151177
Dbi,-0.38633236,0.85072684,-1.1871927,-1.07668,-0.19321436,1.4176387,-0.375418,0.5410609,-1.0826793,-1.1940626,-0.7011876,-0.27151167,0.025112713,0.97017837,-1.166977,-1.2635708,-0.19806519,1.137506,-0.4820919,-0.80488074
Ccdc93,-0.4643895,-1.5846782,0.09742946,0.5987469,0.018335266,-0.19509724,0.37203705,-0.30624357,0.36669648,-0.37425262,0.14707874,-0.037617344,-0.91721946,-0.92366457,-0.06247097,0.16533592,-0.23556109,-0.2962414,0.12517925,0.028235316
Dpp10,-1.3060809,-0.41414353,0.6235253,-0.17198966,0.46325302,-1.0473001,-0.35489035,-0.17372806,0.21060534,0.5923665,0.17035519,-1.1761158,0.49651572,-0.8702253,0.30417687,0.5544454,0.27344334,-0.8965572,-0.16146016,0.28839377
Nckap5,-0.7450487,0.39469767,-1.2755413,-0.81334674,0.11853064,1.3841996,-0.7854095,0.9738364,-0.7182252,-1.4660419,-0.5455216,-1.2341707,-0.6150725,1.0473495,-0.94961953,-1.2316364,0.1400765,0.9016277,-0.08759498,-0.1031509
Mgat5,-0.11808037,-0.5013798,0.4138761,-0.8385435,0.28668863,-0.6653214,-0.2577107,-0.20189957,0.15661947,0.7851566,-0.168245,-0.44277292,0.6571049,-0.6927035,-0.48275736,0.48341832,0.22274041,-0.31796414,-0.7737024,0.4591265
Rab3gap1,-0.05148802,-0.52031666,0.02333218,0.103516124,0.024763433,-0.14471762,0.048390087,-0.24008696,0.039929483,-0.1507867,0.042759407,-0.014069414,-0.5484589,-0.032363232,-0.013736974,-0.05452504,0.012459916,-0.45508128,-0.00016887409,0.022345753
R3hdm1,0.13125294,-0.34560096,0.4032368,0.034427147,-0.058896687,-0.48629722,-0.18323126,-0.6183112,0.1761757,0.49565655,-0.4301923,0.059059605,0.026274992,-0.2589113,-0.34790182,0.9101315,-0.13507369,-0.7569703,0.06176699,0.10064178
Ubxn4,-0.04921446,0.12645896,-0.0041490817,0.002918964,-0.010765543,0.21380156,-0.015637312,0.16862401,-0.029712662,-0.17443231,0.0069598327,-0.071953714,-0.0061349506,0.03043162,-0.021952186,-0.2435186,0.0024077652,0.33507907,0.007816589,0.007179436
Dars,0.07946565,0.09324261,0.035601217,-0.08033053,0.004409084,0.5586361,0.0054998477,-0.7261013,-0.15676358,0.0902549,-0.096095674,-0.021856194,-0.4738208,0.7403395,-0.008695768,-0.14008106,-0.055168316,-0.31917095,-0.07952697,0.01607853
Thsd7b,-1.0575503,-0.2169985,-0.67994404,0.42792913,0.24521317,-0.3683857,-0.38578114,-1.3660302,1.557506,0.19134922,0.6983724,-0.9858595,-0.83766246,-0.28981367,0.13801573,-1.0418619,1.544757,-0.7839022,-0.8582421,-0.08749524
Srgap2,-0.3214031,-0.1900055,0.034334082,0.07027242,0.07340116,-0.1372959,-0.04527604,0.52817756,-0.06253707,-0.051169466,0.16293797,-0.024462553,0.019274551,-0.4352085,0.108719826,-0.03551432,-0.3941622,0.48572308,-0.07226367,-0.008895526
Nucks1,0.039262276,0.09017257,-0.036562555,-0.019571299,-0.18954322,-0.16155615,0.07438921,-0.24186695,0.011232506,0.25487962,-0.03888375,0.19848701,0.06184803,-0.014828132,-0.016457759,0.04250189,-0.028214214,-0.12843941,-0.15316509,0.021361392
Mfsd4,-0.96398747,-1.041738,1.0291914,-1.273695,-0.07571047,-0.687761,-1.7102046,-0.7388518,0.97352225,0.9098645,-1.1926568,-1.1214851,-0.15985847,-0.6604048,0.89671266,1.0896707,0.59062415,-1.0714625,-1.2313108,0.4149829
Rbbp5,0.3357391,-0.33666268,0.27733147,0.3085373,-0.27617353,-0.48891342,0.5138128,-1.1395847,-0.076280944,0.005742374,0.06434255,-0.15925695,-0.05765648,-0.16448952,0.25084072,0.021039521,0.009610112,-0.8343613,0.04494251,-0.2730802
Nfasc,-0.49434003,0.7635827,-0.38608283,-0.38062406,-0.09579356,0.91029996,-0.21930957,-0.9213664,-0.16473001,-0.0018587452,-0.124380514,-0.55548096,-0.43489498,1.3823134,-0.1898221,-0.28268853,-0.079929285,-1.1676048,-0.40771532,-0.49006793
Mdm4,-0.037493717,-0.15493862,-0.0507481,0.14896005,0.118200965,-0.0054273917,-0.03428289,0.03586742,0.032477755,-0.43915102,0.07923167,-0.020048056,-0.5179909,0.014759583,0.009010205,-0.04845321,0.0032752922,0.0008293033,-0.012193254,-0.022984842
Atp2b4,-1.4640845,-0.39705008,-0.115781315,-0.20108819,1.242706,-0.98667353,-0.38152835,0.17846927,0.42476922,-0.17664431,0.028263368,-1.3629625,0.7838711,-0.9983064,-1.9993837,-2.0764523,1.049058,-0.21092659,-0.007828157,0.7839437
Ppfia4,0.21140447,-0.5746577,0.1913623,0.34403896,0.4336438,-1.287324,0.17570391,0.23941003,-1.0193964,0.36609092,0.2541229,-0.35341328,0.54885226,-0.47930783,0.23156498,0.24496937,-0.7058385,-0.70467544,0.22709756,-0.779078
Tmem183a,-0.07326316,0.18275954,0.026598709,-0.112863444,0.10208529,-0.481558,-0.7722717,0.30440667,0.03225007,0.19616576,-0.30238533,-0.44115213,0.45085388,-0.1966063,0.07141992,-0.42322212,0.24159446,0.0738089,-0.13970065,0.0148344645
Adipor1,-0.10271505,0.3258116,-0.036480844,-0.0032293606,-0.10995582,0.62774754,-0.23974983,0.18741424,-0.12723854,0.055722065,-0.11150391,-0.16030017,0.42615098,0.39658177,-0.24294475,-0.53684133,-0.06822226,0.3029271,-0.026699051,0.020235628
Kdm5b,0.10309738,-0.07904684,-0.07653026,0.14771466,0.17796461,-0.1937977,0.07177193,0.06021612,-0.09875987,-0.28076375,0.07304469,-0.025405787,0.040278852,-0.5098687,-0.5216713,-0.018005041,-0.05351773,0.21738255,0.19746809,-0.019287627
Syt2,0.76111484,-0.4077477,0.069677286,-0.103378594,-0.93943644,-0.60923994,0.12754163,-0.7488433,-0.011899422,0.93710995,-0.1807117,0.23957641,-0.13326502,-0.73251927,1.6510304,0.45319468,-1.6224585,-1.109141,-0.523151,-1.6874022
Ppp1r12b,-0.20511991,-0.82739246,0.12730739,0.033074968,-0.2606357,-1.0441219,0.25268012,0.45513633,0.07894408,0.07020303,0.07271027,-0.013798334,0.02029889,-1.0175053,-0.032197647,0.057982948,-0.025858361,-0.12873517,0.42868182,-0.029126102
Ipo9,-0.018610517,-1.2639939,0.63203645,-0.036271244,-0.23491855,-0.43829453,-0.26228297,0.08450322,-0.041282564,0.7991547,-0.17917077,-0.30923015,0.43602315,-0.55740327,0.28819734,0.92187023,-0.39319742,0.106805116,-0.22261699,-0.18088472
Csrp1,-1.4921467,1.0300599,-1.4974668,-1.2921458,-1.3965598,1.5349526,-0.33479455,0.67439145,-0.81563497,-0.9472847,-1.1114213,-0.49364582,0.111832246,1.6490116,-1.1115838,-0.5599914,-0.75141054,0.533022,-0.48843184,-1.0203758
Kif21b,-0.7757489,-0.19347842,0.6349493,-0.3769904,0.119693585,-0.30769145,-0.48319477,0.18774427,0.20150639,0.36874694,-0.0341892,-1.0771366,0.53334904,-0.6704213,-0.3678541,0.5996348,-0.3706678,0.24055286,-0.99915093,0.7130722
Nek7,-0.48737425,0.9212663,-0.34470877,-0.9893457,-1.2023658,0.48461753,-0.03672456,0.37107664,-0.3715896,0.7705158,-0.7957553,-0.43357816,0.3675599,0.67112374,1.0261811,0.0728815,-0.59363145,-0.052170288,-0.61897284,-0.96822804
Kcnt2,-1.6367482,-1.2217513,0.8189753,-0.31234622,-0.021166151,-1.226842,-1.0185734,-0.28008765,1.1104699,0.5944002,-0.7420673,-0.93901104,0.10584445,-1.1425171,0.108908884,0.8940954,0.60310423,-0.20191936,-0.6125905,0.7617945
Glrx2,-0.11331546,-0.32761523,0.11193376,-0.20106418,-0.17618914,0.019352082,-0.10073506,0.028171834,0.27324808,-0.021246076,-0.005004079,-0.045838397,0.164444,-0.2814306,0.08247771,0.024259135,0.027719675,-0.13040622,-0.06505919,0.0059047136
