,Shared topic 1,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 8,Protein private topic 6,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 6,RNA private topic 8,RNA private topic 10
33_39,2.5894578,3.7474716,7.6465387,2.446807,1.1451433,0.8989167,6.713771,10.772935,2.8519409,0.8500416,0.94272345,1.4441768
52_37,3.6142564,2.619548,20.150784,2.2925527,1.6698123,1.4535027,4.202124,3.891725,3.1259084,0.57001466,0.98867136,0.5627012
15_62,2.7856991,4.3268332,2.093329,12.177625,24.70695,1.4698621,1.2127284,4.816637,1.1643786,11.1688175,1.3613329,2.9818928
6_41,33.056797,2.5768795,2.0813303,0.9451747,1.0109541,1.1851882,0.9168352,1.5986404,3.5128212,0.5944009,0.9444976,0.6478896
58_96,3.5921183,3.7382426,2.8503866,1.1816397,65.135704,1.7766405,3.2374463,6.457226,1.2231808,2.7617588,0.7886972,1.1462075
35_89,2.8762429,4.623018,1.716661,1.1163625,9.350861,0.9372668,1.5294598,8.86912,1.0454681,2.6513305,1.1130427,3.5649693
56_25,7.4325256,2.5581636,18.170364,1.3319561,1.0404785,1.1076088,4.3589106,5.690023,2.0889242,0.9443355,1.2083309,0.9202957
52_46,2.0778506,3.4676204,11.459571,3.436278,2.3221917,0.9997773,15.997014,4.6541815,2.383831,1.1449251,1.4723922,1.5783744
36_63,2.551485,6.349215,1.932654,1.8956509,1.7364233,0.80954736,1.0297123,7.6190934,0.6733449,2.103657,2.5368137,16.390005
16_68,5.753183,3.6528265,2.6726127,8.184105,0.99955374,1.6007341,2.245573,3.2866638,6.1336093,1.4119809,1.8775741,1.048234
50_34,3.0131564,2.7932816,20.419367,1.5598421,1.2779069,1.1953378,6.062612,1.6578982,2.9450753,1.0146594,1.2449324,0.6610052
42_89,2.9564433,7.126865,1.5452499,1.0754902,21.636475,1.36228,1.626953,31.973555,1.3011636,4.953822,1.7307476,16.044561
47_95,1.1936046,38.82773,1.2329869,0.8551279,0.6701475,0.7428649,0.47196457,1.067659,0.4619944,0.7488519,0.5886558,0.91157687
21_73,2.4985359,15.013453,1.5081501,2.409159,2.539978,2.7663643,0.86505705,5.359454,1.5070068,29.652971,2.1395712,8.24902
46_46,1.8858664,6.8411503,1.973746,1.6416748,1.164388,0.6493804,1.501759,48.171814,1.3334434,1.4016112,1.506507,2.9789116
28_20,24.362574,4.49072,1.4549112,0.8672594,1.3889987,7.3761134,0.82592154,4.012967,0.99177223,0.8327029,0.989643,1.6270761
33_33,3.7774916,2.8269758,9.598032,1.2758667,5.491512,1.0108868,2.602744,7.2916207,5.327712,0.6461946,0.9516669,0.8394948
55_108,1.9429594,9.639512,1.8173434,1.044542,1.8193759,5.391716,2.0999184,55.279938,1.1321045,2.6123774,0.9500041,32.428585
37_89,3.6549935,4.487675,1.4300911,0.6557566,8.438734,1.224263,1.354357,3.5416827,0.91644925,24.11659,4.5205617,1.429637
60_86,22.640457,3.3699589,1.824341,0.9801097,1.0179324,2.8377357,1.2178513,1.2965338,0.70686656,0.80443585,362.91507,1.0506617
31_39,9.130394,2.5524843,20.144766,1.6603765,1.1376488,1.126665,7.849208,6.115799,3.661655,1.1116465,1.1588925,2.041995
62_27,25.474743,2.5558743,2.74037,1.221751,0.7261051,1.4941132,1.4068938,1.5099567,8.988125,0.6025455,1.0309801,0.558087
56_88,4.0876293,3.7325993,1.9507482,0.8086158,13.377106,1.2823179,0.88678277,2.7094336,0.7769496,242.10402,11.26973,3.3319585
25_61,1.5382802,12.297391,1.4006213,1.0546781,1.0875342,0.923178,0.6419553,10.798809,0.5984814,0.6342939,0.7696246,8.341438
45_41,3.1424494,2.8419964,13.452419,1.29338,1.1751251,0.69319993,2.5124912,5.53874,4.242901,0.7974663,1.1146817,0.9241121
47_83,1.0958611,32.14379,1.2104096,0.7113526,0.5970162,0.6920844,0.37340325,0.68055344,0.43858936,0.6505992,0.68449616,0.8284684
48_34,3.3449104,2.8499396,32.548157,1.4513507,1.4310334,0.8245236,2.825588,3.0129657,2.4752781,0.8741713,1.1066862,0.7782558
55_24,3.695681,2.7585444,22.629696,1.3332083,1.3677474,1.0058633,3.4802992,2.736364,4.4203334,0.68906426,1.1052313,0.63481426
41_86,2.5331142,4.441968,2.8264265,4.1177225,6.482941,1.0792173,3.897774,21.316044,1.7172682,2.714492,1.1156216,5.0903263
43_64,3.5867782,3.8668413,2.585363,2.2935483,3.2917774,0.8387153,1.2415173,3.8106704,0.7989514,44.30342,19.627808,4.596932
52_5,7.110712,2.507168,9.634015,1.4078996,1.3876318,1.0285447,2.1313777,2.6491935,12.974364,0.67298853,0.9768979,0.6855639
48_19,2.225077,33.046417,1.824126,1.4019855,1.7440852,0.72870976,2.02977,23.05765,1.2661593,1.7125739,1.142521,9.865188
20_80,10.116903,2.4569337,5.083332,2.0608497,1.415088,1.5249845,1.1361785,2.7465515,8.714556,0.9950462,1.3396394,0.87333566
50_74,17.083252,2.796163,2.901136,2.7617283,0.95257473,1.7059041,2.6278942,1.6024628,3.135366,0.7831701,1.8877796,0.7206183
33_54,1.0859382,20.960087,1.1871415,0.7271716,0.47832727,0.7832696,0.5694979,0.94536364,0.51235944,1.5144378,0.67102677,0.96351403
56_34,3.719754,2.6113353,22.332397,1.9444845,1.5320663,0.93974966,4.102304,5.9042144,3.1995184,0.6978076,1.1675147,1.0743212
32_75,3.0872278,3.9178448,1.9900529,2.5561874,49.756912,1.030929,1.0975696,6.784481,2.1560261,5.146536,1.8455315,6.3211956
53_91,1.5196686,43.90798,1.2529767,0.8158636,1.049712,0.9981527,0.51979744,1.5402039,0.59307814,1.2715442,1.0869981,12.422245
49_22,2.3809566,3.7281039,9.946299,2.5959601,1.0146959,0.90321714,3.3341267,15.090172,6.618829,0.6955046,0.93695134,1.8265036
25_63,1.3892603,46.926968,1.6315343,1.1012074,0.76938885,0.7381573,0.9034345,9.108286,0.7912338,4.541292,1.1688902,28.67319
64_30,17.566057,3.1782281,1.7132411,1.0958732,1.5371165,2.1790442,0.9217454,2.0039482,0.88924295,3.1462855,148.42902,1.1174229
51_12,1.7610143,17.485222,6.8712454,1.2538503,0.83345455,0.7563627,1.5900267,17.307728,4.8781724,0.56942034,0.8365062,1.671252
63_30,38.361965,3.007435,1.6502652,1.4430238,1.1628444,4.1776986,1.3540615,1.6133013,2.1275365,1.0842394,1.1412786,1.0837207
2_57,19.169363,2.968201,5.573166,0.88440335,1.0401065,1.144936,1.4972558,1.0206248,5.906953,0.67016137,1.2800648,0.45174715
38_72,2.0034916,10.899647,1.4333746,0.98857945,1.5790238,0.96818876,0.8545681,4.8434715,0.6250233,13.752277,3.7004185,3.9491966
52_115,19.120253,3.528975,1.603189,1.2921188,1.0104729,445.27667,1.2453289,1.4394157,0.73014593,1.438807,3.6218593,0.8176735
40_15,2.2971435,4.7996435,3.9434986,14.973873,1.0877774,0.8897673,3.5910544,21.477669,6.5669556,0.7739491,0.98521566,1.8364247
28_74,3.0674567,3.5485804,3.0343368,6.556282,2.4259667,1.4327217,1.4279068,14.134005,3.0968018,1.2647619,0.68491876,4.2152834
41_14,6.7117844,2.703065,9.208641,0.84724265,3.1429806,1.0754992,3.8685036,23.624674,4.358824,1.4334536,1.1498107,1.4386542
22_56,2.5902772,4.1003695,2.6946769,16.439003,1.8574603,1.5077085,9.131818,13.222357,1.935379,2.3307555,2.086728,2.3320007
28_24,3.7732673,2.896729,11.407845,1.8605165,1.0018964,1.0290009,1.9577101,6.5470247,8.966681,0.63131624,0.80699503,0.9026515
53_8,1.8643281,19.901276,2.3700113,1.1419778,0.7339078,1.1229161,0.5603611,9.068732,0.86632025,0.83844733,1.090158,4.0431085
35_33,1.2905596,84.67045,1.3594866,0.6824854,0.5734753,0.79547685,0.45892563,1.1319883,0.5246231,0.5630973,0.69006497,1.018954
27_66,1.3758914,51.077522,1.2325436,0.8464602,0.99184555,0.70749855,0.52897984,1.1262102,0.45372248,0.71579784,0.56184375,1.0846913
13_52,2.1910121,4.621232,4.177847,2.8037417,1.1572939,0.8844636,20.140203,115.11131,2.3506703,0.7439383,0.7586779,3.4749074
32_56,1.5722001,12.591363,1.4328747,0.69839317,0.78392875,3.2711935,0.584028,13.616627,0.68032384,13.945614,2.0507963,516.0265
50_96,1.4682308,32.13675,1.20842,0.7800693,0.8041831,1.2467991,0.43466613,0.9242772,0.45093995,0.84391665,0.70273876,0.8944752
48_15,2.0172005,7.6695905,1.8133385,1.0767905,1.1886672,0.64064085,1.2220126,15.391027,1.3226801,0.8579737,0.82129633,1.481612
29_29,1.1291416,67.262474,1.2950506,0.82268,0.5520873,0.63413054,0.48003122,1.0668807,0.4708626,0.64056677,0.66453665,1.01376
21_37,1.5772514,54.51748,1.3827169,1.0292561,1.0781555,1.051431,0.52621794,7.5669527,0.710812,2.2086134,2.2006993,11.131433
60_1,12.097778,5.2234282,1.8310857,3.478764,0.8276068,1.1058148,0.822109,6.0722876,2.69701,0.67648286,0.79915637,1.3567097
46_97,1.8340685,37.40232,1.3425555,0.76168734,2.5244384,4.7456403,1.3892143,10.85891,0.79035336,7.4378815,1.1652772,41.83661
41_87,3.087328,4.283301,1.6506162,0.93721545,112.30065,1.1852745,3.8455162,4.8018713,1.7505895,4.4341397,2.4206345,2.983876
4_55,10.539741,2.837304,3.1807868,1.4178283,1.3404862,1.507379,2.4040325,2.311197,19.614025,0.6946847,1.2611107,0.57580876
60_12,9.610619,2.7672184,4.548648,1.8755027,3.0810432,1.1560034,2.044115,3.3623195,3.1219776,1.7211778,1.5492306,1.6854193
42_47,1.6625514,17.827242,1.5287987,0.8798419,1.1172656,0.6659757,0.6235013,2.7903748,0.5627124,0.6436886,0.6683413,1.7616215
58_102,5.3059006,3.3683774,3.6609724,1.4142329,2.3138936,2.4785874,70.94732,1.1182197,1.4336822,1.4265149,2.5515602,0.45676738
39_97,14.153016,2.6016252,4.5346518,1.4028697,1.1658554,2.3677313,1.9793081,2.0877552,5.5554223,0.9174198,1.0172222,0.65504503
61_97,33.68641,2.4300213,10.975569,0.8845661,0.9048579,1.5729055,2.9205863,1.9004539,2.0106134,1.2849965,2.6379418,0.73620033
49_23,4.009426,2.9695134,19.504873,1.7788551,1.1373445,1.0134461,1.7446789,5.365966,4.1340575,0.660019,0.87445235,0.9050295
49_36,9.469498,2.7097273,10.858612,1.304296,2.1463194,1.228659,1.769623,2.850775,2.9626935,0.8097847,1.0768893,0.8826966
21_36,2.052599,12.618228,2.0473294,4.150898,1.2211196,1.0117848,1.4043006,20.366646,2.464711,1.0068005,0.8706697,6.098004
35_61,2.660499,5.5429497,2.219334,33.445225,2.3251886,1.2726287,2.1147778,16.13024,1.3381227,2.3149,1.7146257,4.563277
54_38,4.5613766,2.7668824,17.483454,1.7612473,2.0936852,0.78853637,5.3438573,2.2104812,1.7276615,1.393314,1.5281837,0.8379249
6_47,17.371305,2.6398163,4.691806,1.5490487,1.2302246,1.1080676,2.4826605,1.8976662,5.9217806,1.0117142,1.277185,1.0541722
68_2,11.339707,2.7425654,2.8600104,1.2832053,1.9802992,0.9107678,1.6711522,2.298448,2.5728438,2.4746854,1.5401309,1.8081938
32_73,2.2032695,5.775458,2.5446773,1.4012423,9.111985,0.8316851,0.7220364,15.2416115,1.117801,5.276402,1.0760298,6.077802
50_49,2.3696256,4.153167,3.483284,21.195782,1.0811365,1.4779143,2.1285243,14.170101,2.547507,1.3232653,1.1472179,2.1852145
41_55,1.0377433,24.266287,1.1451705,0.7393908,0.46954593,0.5748675,0.40957654,0.6529318,0.47884217,0.4983509,0.49627787,0.4325122
43_43,4.643442,2.4773839,22.705734,1.7979563,2.7797704,0.990829,12.278259,1.6308827,1.295144,1.8814725,3.0150912,0.65584993
49_76,12.023066,3.005818,3.0344646,1.4015363,2.4069815,1.1014922,3.4999802,2.4097888,1.7628093,1.695377,3.6669812,1.1367214
57_41,5.5181417,3.2468004,3.6966357,13.196636,0.9975688,1.0710526,4.250886,3.2480907,0.9241163,42.723804,1.5958494,2.7894208
53_97,1.3405614,26.908426,1.2485495,0.78076565,0.7791117,1.558305,0.42668706,1.1399535,0.46250254,0.6454181,0.66575325,1.1318136
37_35,2.4617643,4.394895,4.48554,1.5052665,1.7512634,0.72329473,7.16663,13.853002,3.7968936,1.044888,0.9206864,1.8763564
14_52,2.340542,4.484124,3.8098872,2.8793583,1.5872729,0.95884585,12.525884,273.4266,1.9046334,2.9895408,0.71572274,35.43333
30_86,2.0290208,16.546013,1.5491892,1.6255312,1.5399549,1.2626911,1.7816366,15.139381,1.3383108,2.0616848,1.6162064,4.9453564
29_44,3.4954545,3.2230642,3.246864,1.7693746,5.195734,0.7625,3.032458,5.1107607,1.9046931,1.6285348,1.0432211,2.2740076
50_45,2.437492,3.757019,4.084405,11.45149,0.9253819,0.9494614,5.182424,9.4626665,3.4826512,0.9859515,0.80946916,1.7907978
23_85,18.03717,2.6113548,3.358732,1.12854,1.1510336,3.6806183,1.9352437,2.8782134,5.2385025,0.64291114,1.0338484,0.5730927
33_43,1.7589519,8.989986,2.1870692,2.6919234,0.84419584,0.69201,1.2438643,25.536304,1.9088161,0.9695698,0.76075226,3.6413472
58_32,3.9250689,2.5159762,15.368444,1.365041,1.1596171,0.67423326,3.9780464,2.3647804,4.973253,1.2607106,1.4095197,0.8748053
47_19,1.6351392,50.296745,1.4662611,0.8884518,0.9126271,0.6336398,0.7000325,1.7940788,0.6366214,1.1873637,0.6769007,1.7569258
34_87,3.1232302,4.4180655,1.9038129,0.9834269,22.477474,0.8463735,2.6133194,17.104712,1.1021212,2.612326,1.7638073,4.090747
29_89,3.73631,4.045639,2.4949632,1.5963615,2.9075394,0.92915696,9.267887,8.656111,1.4607792,1.411893,0.98277587,6.9656677
24_28,4.141198,2.818344,5.6303368,1.2035372,3.3208659,0.9363615,3.7007093,6.6910677,6.472387,1.3692607,1.1113946,1.1159909
63_24,37.226566,2.5881011,1.6714227,0.93241215,0.56093085,1.7732261,1.1404165,0.96312207,4.4287043,0.5439834,1.1836611,0.3817706
48_110,4.419712,4.9453998,1.7007176,1.166656,4.5349135,75.026726,0.44563752,2.77522,0.7633302,4.5919013,23.79987,3.0796418
47_37,4.810671,2.7058427,33.48033,1.4493158,1.5237479,1.0172424,3.7182927,6.7480326,2.9891927,1.3914052,1.6299679,1.2712461
48_29,2.7115378,3.1983967,18.602308,2.025485,1.5514281,1.0001631,1.6317543,5.730055,5.6021023,0.62969875,0.9062094,0.9314368
33_87,2.9868684,4.861067,2.263009,0.99136525,5.1120844,0.7100577,1.6269503,25.707958,1.2836145,1.5119507,1.208916,3.9080462
31_71,1.29041,35.39145,1.4594308,0.8591114,0.74816334,0.8680615,0.47848898,4.223795,0.5107533,0.6343841,0.6506687,2.785348
27_26,4.6976833,2.8472252,4.7137575,1.9924015,4.23048,1.1669093,4.77366,5.1833725,3.517937,1.8299762,1.5424668,2.3028204
37_62,1.6460052,7.908406,1.7152836,1.8204346,1.7474021,0.7982435,1.113356,61.678047,0.95274824,3.0796475,5.850739,12.468599
31_40,3.7106123,3.1638603,2.6798673,11.701281,6.348784,1.0971906,3.7467947,8.733262,3.3031082,1.9714733,1.1143975,5.7998886
40_77,1.4152124,20.312733,1.4956334,0.8957578,1.0093832,0.65300333,0.3806659,5.5610914,0.49203148,1.8556703,1.0375893,2.5843663
62_94,77.59002,3.1380482,2.4796078,0.97357154,0.8688774,1.4152836,0.6097926,1.0903099,1.2633305,0.7027271,1.5226818,0.4703751
33_41,2.8536196,3.7059498,5.065487,9.052822,1.4321663,0.91818166,2.6330812,11.356966,2.025901,1.3155985,1.1880498,2.4714801
59_38,13.263958,2.0366437,46.54261,1.2058761,1.2970889,0.97253925,8.543707,2.0233254,1.263075,1.9481863,8.740044,1.0221986
31_48,2.3726413,5.1087494,2.8621378,1.8503553,5.103528,0.6471956,2.5142605,18.357069,1.2622896,2.1593215,1.2456119,7.160336
58_13,2.8159454,3.0797868,16.08955,2.1291533,0.9824712,0.94846064,1.6622077,3.6402507,1.94999,0.66053414,0.77961737,0.79589045
28_85,7.775832,3.2304385,2.8904371,2.3805027,7.693519,1.2873387,3.1894686,3.4785442,1.5748876,5.278323,2.492378,1.6152885
3_51,35.19807,2.5857975,1.6526875,0.8239048,1.137427,15.321698,0.67818403,0.8034525,4.7782073,0.51458484,1.4652579,0.23458771
48_10,1.651106,9.982765,2.8085027,1.7360817,1.3620453,0.6708794,1.5103399,49.47982,1.0043293,1.6989529,1.0127677,11.359159
61_11,4.4709673,3.1859655,4.2091,1.3258784,4.84834,0.67523307,1.0111778,8.73275,1.1861527,6.376528,1.2297137,21.23641
12_57,3.7523818,3.7855363,8.548814,4.3097258,1.5544863,1.0828309,1.9502454,9.64413,1.595942,1.4819391,1.1774496,2.922287
30_31,1.7506917,8.096314,7.9108315,2.608286,0.84932864,0.6711585,1.4908466,17.323795,3.2150784,0.5535885,0.77404654,2.035835
46_107,26.288973,2.5648541,3.7225235,1.2669992,1.2030585,5.457712,1.195836,1.2497826,2.0690117,0.65440106,1.0571368,0.47679102
52_7,4.356203,2.7650483,8.865494,1.7830601,1.2958575,1.0833664,2.4734275,5.9349155,6.169469,0.8050008,1.2388352,1.1291299
7_59,14.106981,2.578621,4.532405,1.7841522,1.2842258,1.135615,2.8617923,2.1760285,5.0622783,0.82398933,1.4235278,0.4704297
55_101,2.4514487,9.082666,1.4366286,0.73547757,3.9503264,7.2998266,0.7243704,4.3153763,0.6982823,119.730804,3.2901313,9.000436
60_109,11.893032,6.996064,1.4817395,7.225835,1.7051475,299.4909,2.6142373,1.4139984,1.5067117,2.5259376,2.0228353,1.0339398
34_37,3.0175767,3.9856734,2.1224139,1.1436489,10.749983,1.0340179,2.1366408,6.3494396,1.5779722,12.016529,1.1641786,2.8687832
53_38,2.6709087,3.0492005,9.327841,4.32419,1.5237019,0.9586107,5.9526477,4.2389984,2.4975154,0.76031387,0.78109777,0.96332145
25_30,1.7991812,131.5941,1.5657394,1.1078563,0.9939699,0.91507053,1.0654403,9.948593,0.7910077,2.8331163,1.0845608,6.3775835
37_63,1.7142239,14.687925,1.3617783,0.86217535,1.0330834,1.2815858,0.3899974,6.54939,0.54090995,0.5594692,0.9682435,6.855452
33_17,21.625294,3.955934,1.5293823,1.1861583,1.1979606,2.9602005,1.091023,1.2585837,2.5678732,0.78951246,0.7760703,0.74772274
46_110,38.195934,4.135806,1.284357,0.794047,0.860305,586.6362,0.6771938,1.0598414,0.752501,0.96671575,5.2669344,0.6401773
5_41,23.658875,3.9941936,1.6506534,1.8199561,0.91045564,2.4373856,8.199673,3.8594682,2.695099,1.381261,1.4521638,1.8428873
56_85,9.298097,3.026557,1.6210731,0.83825314,29.54505,1.5117025,1.8275385,3.5581589,1.8357775,3.1657393,1.652655,1.0017701
49_86,1.1905303,39.538242,1.1912904,0.7965143,0.6532906,0.78454036,0.4403984,1.0073168,0.49339336,0.7542482,0.590967,0.9518786
60_36,38.918922,2.5142708,3.1282651,1.1603336,1.3373454,0.90008223,1.2347591,4.119541,1.1464542,1.2330948,2.1887856,1.0529222
14_34,3.5218163,3.1147678,16.651514,2.2194474,1.2698085,0.92551565,2.5773523,3.9336731,2.6583724,0.8093472,1.0757884,0.89506716
60_104,33.486332,2.7726119,1.9867594,1.2882726,1.094168,4.555267,1.3155988,1.0132183,2.3804936,0.75449365,2.1385398,0.9439434
29_40,2.9460962,3.9360385,2.1357636,2.1523902,12.067534,1.0784912,1.9777597,8.173447,0.94699186,2.883389,1.0780485,2.736427
12_48,3.0592022,3.2959933,16.373102,1.2132101,2.3908954,0.9854621,3.9085815,4.3708715,1.9402975,2.334605,1.228331,2.447862
18_70,4.308615,4.208721,3.3239727,9.599958,0.91131437,1.8657792,1.4802177,4.336119,4.494014,1.3201939,1.3664387,2.3829155
47_104,6.830929,2.7703316,5.5148025,2.0046291,3.5770147,6.383985,8.920384,2.488913,1.9756742,0.83885163,2.513184,0.86054087
55_114,9.705383,4.0390844,1.6853702,0.9973879,1.5633866,445.27347,0.79901063,3.400806,0.9994028,1.6797658,78.00262,1.0735204
36_83,3.6985135,4.0078487,1.7602637,0.8412076,7.170018,0.7565679,2.058786,13.460719,1.7418324,3.350948,2.9084077,2.8415892
27_38,1.1184961,44.623787,1.3137803,0.78923696,0.5140562,0.71037287,0.43729797,1.3831547,0.46219245,0.8239478,0.68383217,1.7109041
57_36,12.8138895,2.3873358,7.1220827,3.6339202,1.0914488,1.1049705,4.5527763,1.5153849,2.1153064,1.1506401,1.7671636,0.6242891
49_21,3.6733255,2.9982653,17.990726,1.6670992,1.1084604,0.7825751,2.829842,6.0002003,4.6372414,0.98835677,0.95293516,0.9780538
33_75,3.249517,4.7644863,1.970736,2.2560496,12.190628,0.94016904,3.0912783,8.921494,2.4501042,3.7929769,1.2309033,2.6982765
19_29,13.707356,2.5650735,4.9185038,1.537621,2.7063754,1.0612471,3.5253868,4.119273,2.0925434,1.4882821,1.0256168,1.3835243
59_111,17.503616,4.8071585,1.426064,0.72601545,1.63191,137.40347,0.732389,3.44873,0.7270896,17.257837,2.8824842,4.82729
35_29,2.8282125,4.3284254,4.4182677,1.6625074,2.6247253,0.6769553,2.6152995,72.7557,2.739537,1.7737731,0.92907137,7.62269
56_40,16.312399,2.150818,12.301351,1.6053963,3.6454687,0.99928844,18.066935,4.1461196,1.2592773,2.1734996,2.2745912,0.84094113
33_20,6.096821,2.7389483,10.27973,1.50542,0.94296145,1.1071808,3.080237,5.966687,6.454532,0.713724,0.9161029,0.83694005
10_34,21.168682,2.28731,5.7334313,0.98820674,0.92255366,0.9655396,1.4152924,1.7314844,7.6097198,0.61463344,1.087959,0.5816355
15_44,1.4414728,13.56945,1.4344893,0.84339404,0.8733884,1.4147348,0.5962653,4.282979,0.5496731,16.644112,1.7992404,3.9255075
12_52,2.1340275,5.118408,3.5341563,2.9719255,1.3044612,0.9129447,4.0799356,36.7182,1.7313461,0.6699177,0.9386926,4.2982063
63_1,20.234373,3.1032512,1.8022597,0.96068835,1.1123166,0.865656,1.5443009,5.074399,4.792441,1.3811861,1.211152,0.92000854
51_82,1.6886036,37.98014,1.2645149,0.7478572,1.2360938,1.1292249,0.5887843,2.1715531,0.6748783,5.750194,1.0925623,3.2752433
54_26,4.550372,2.5489857,16.56932,1.6237605,1.3175013,1.0092379,2.4413679,3.8291945,3.2878826,0.7864883,0.9713481,0.96088403
17_77,40.747997,3.1671581,2.4623392,0.9399209,1.1138815,1.6209406,1.3909023,1.3726885,2.0120306,5.1389017,4.3813567,1.1962758
53_119,57.484043,4.13603,1.4246715,0.7382113,1.6211783,176.47372,1.6797271,1.5445647,0.6918451,0.93444633,998.7882,1.707941
33_92,3.9311965,3.6089225,2.9434812,3.5168014,1.5508649,1.0672493,2.6141891,14.926925,2.2433164,1.3625481,1.121193,3.634539
54_3,23.977125,3.1039443,2.5009446,1.0144876,0.6655439,1.5553471,1.3602456,1.8830106,3.5103552,1.0433989,1.0282016,0.7961578
65_4,2.2383192,14.161912,1.3016083,0.78754187,2.5377731,1.0771224,0.54432815,4.251695,0.6219097,89.21178,3.893681,7.9476857
41_80,1.1664644,27.52179,1.2014221,0.6852722,0.5723917,0.80354506,0.56410456,0.8580605,0.4917842,0.8343905,0.6154926,1.180228
55_118,62.474136,3.3692238,2.0615005,0.69892156,1.0865587,648.9438,0.9599487,1.0546455,0.8513254,0.78485906,2.0473185,0.44387773
63_3,5.019033,3.2568352,10.546187,1.4584805,1.037673,1.0799669,2.9358451,9.064669,5.201432,0.8952633,0.9916205,1.2552409
19_81,23.150358,2.2930923,4.4550447,1.4625151,1.8918161,1.4016004,0.96847785,0.95618737,4.698324,0.7047139,1.7180852,0.30539292
52_18,3.7810688,2.9804652,15.369266,1.7424035,1.4130837,0.8954643,3.6939728,5.093183,3.6357691,0.90591353,1.0389632,0.8671765
49_46,2.4361992,4.116228,2.6996737,6.0633326,2.3978121,0.8534543,3.5207222,6.583206,3.4685495,0.9888709,1.2310843,1.1871239
47_21,1.6011156,43.4628,1.480494,0.6658572,0.53923655,0.7694584,0.5532486,1.4117523,0.6456666,0.82255507,0.5189483,1.2209771
43_96,3.1715903,3.7711587,3.1869597,3.6228766,4.8291435,1.7557799,3.1064074,2.8855991,2.4567456,4.821316,1.1336876,2.3896458
62_6,1.5198356,11.306583,1.3519001,0.7261157,1.1521051,0.72351754,0.7939737,7.0365877,0.7989156,34.37594,1.5812099,9.984429
2_55,15.276981,2.5134,3.320261,1.37728,1.0185766,1.5908899,1.8028713,1.1166673,4.511643,0.54545057,1.0727837,0.3731643
36_61,2.027604,4.7918673,2.657087,6.46688,1.9025135,0.9272752,2.7386997,14.673834,0.8538787,5.274054,1.2781346,8.867972
42_73,2.385139,6.210407,2.1662169,1.7512046,1.4730146,0.70538515,0.69342595,28.555511,0.6673701,3.4713078,0.9928946,5.3615737
49_13,1.3188043,28.514338,1.679914,0.7452755,0.68782747,0.566108,0.7281514,4.8196483,0.8691309,0.82688004,0.81922877,1.463851
