,Shared topic 1,Shared topic 3,Shared topic 6,Shared topic 7,Shared topic 8,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 6,RNA private topic 8,RNA private topic 10
Vopp1,-1.5690124,3.06859,-1.9432683,-1.0753493,-0.4828358,-0.96175927,-0.034284197,-0.70558643,-0.26181674,-0.04131113,0.52973354
Herc3,1.3261919,-2.0917873,0.030982368,-0.28761643,0.69809115,0.017511418,-0.03589787,0.026448002,-0.037925657,0.5254579,-0.46047774
Smarcad1,0.23709488,-1.815918,0.67786956,0.017076736,0.34571007,0.080819204,-0.015881857,0.0837697,0.018673616,-0.42567107,-0.06586925
Gng12,-0.40102994,0.18580073,-0.14309421,0.08111645,-0.054649964,-0.122660264,-0.0013854234,-0.003942094,-0.016008649,-0.42676148,-0.014095524
Igkc,-0.74312556,-0.012599409,-2.60433,0.31021488,0.7483307,-0.524485,0.16086824,-0.6429444,0.48160607,0.06544872,0.12788074
Serbp1,-0.20875548,-0.9137171,0.3453233,0.06767393,0.04825751,0.03999985,-0.003564944,0.04122956,-0.027415754,-0.47736683,-0.033593785
Cd8b1,0.716931,-5.404102,0.9997746,0.4097557,0.64122385,0.7717409,0.015187848,0.49915043,0.35383376,0.41038325,-0.8708516
Cd8a,1.0248857,-5.086793,1.1799014,0.39533055,0.28959543,0.7996886,-0.05421015,0.5021893,0.02642896,0.29202554,-0.03400505
Chmp3,0.07097308,-0.035484746,-0.014773691,-0.020441378,-0.026063738,0.004290203,6.162896e-05,0.0006154076,6.0631293e-05,-0.29612255,0.0045717345
Kdm3a,1.1704819,-1.323126,-0.22985937,0.28700483,-0.20896478,-0.03684881,-0.018580459,0.13620475,-0.0076824273,0.51156074,0.029164437
Rmnd5a,0.675635,-5.705869,1.2264888,0.41216844,0.6850805,0.8389182,-0.043798044,0.6235728,0.08764412,-0.06710233,-0.13265732
Rnf181,-1.1571198,0.01771573,-0.09861331,0.27111447,-0.088144064,-0.23452179,-0.0004914005,-0.1566126,-0.021730507,0.44239008,-0.0028750414
Vamp8,-1.7156159,2.5258863,-0.90239155,-0.13072364,-0.49140713,0.31021652,-0.0091058705,-0.6331202,-0.46920422,-1.0714438,-0.014091459
Mat2a,-0.47352338,-0.40798563,0.14681898,0.1491305,-0.0030658897,0.0013546014,0.00021546823,0.0061015645,0.0022835196,-0.4750147,2.4475534e-05
Tgoln1,-0.8567741,0.57722616,-0.31974033,0.03877689,-0.0025564402,-0.10522532,9.534366e-05,-0.011145516,0.009296692,-1.3080945,0.0031538538
Reg3g,-3.01158,5.844627,-3.2731254,-1.6804028,-1.4086462,-1.1441066,-0.50334936,-1.1895344,-0.5017844,-0.9102935,-0.7401264
Pole4,-2.0308485,0.5236783,-0.060361847,0.107907385,0.18747704,-0.041975047,0.010000136,-0.338043,-0.054379907,-0.18699685,0.18252543
Mogs,-1.6329699,1.9514872,-1.4629871,-0.64805835,0.48023576,-0.4039265,0.017803518,-0.21814065,0.32724395,-0.8106427,0.21261233
Mob1a,-0.8183521,-0.27258307,0.045832228,-0.02956312,0.024395758,0.064037755,-4.36072e-05,-0.07537334,-0.0016487015,-1.2210199,-0.006841543
Dguok,0.71498644,-0.114108846,0.5377832,-0.051586993,-1.18882,-0.18665822,-0.004785606,0.23459141,-0.1690194,-0.6603636,-0.1265535
Tet3,0.4207909,0.30730128,-0.2781499,-0.8696904,-0.024738418,-0.012195911,-0.00024821924,-0.02656065,0.029266266,-0.23810378,0.07843711
Tex261,-1.0269725,0.09384297,-0.84901935,0.06443779,0.33805683,-0.31389135,0.0014319508,-0.26195583,0.07170707,0.19012849,0.32171497
Zfp638,1.1875079,-2.2756472,0.34562042,0.025805928,0.54485303,-0.15411428,-0.068070024,-0.013552274,-0.19210929,1.0259932,-0.25463817
Exoc6b,1.2679595,-1.0412692,-0.1764408,-0.01652208,-0.039291136,-0.11410923,-0.006086408,0.09014205,0.01887086,-0.28099164,0.00437345
Dusp11,0.13876182,-0.4491539,0.9138114,-0.06932376,-0.3756692,0.006308077,-0.0006369278,-0.0025352633,-0.021867417,0.09113782,-0.0070857783
Tia1,1.0549185,-2.4117608,0.8882941,-0.11686272,0.24767728,0.11440367,-0.034096207,0.17095351,-0.07791739,0.60293764,-0.058131095
Pcbp1,-0.4123881,-0.34808743,1.2251563,0.30417597,-0.57673544,0.22325929,-0.03073359,0.12907448,-0.2673036,-0.95767736,-0.08158531
Gmcl1,0.020323575,0.46780616,-0.36227724,0.011529653,-0.15753448,-0.23279913,0.0047806967,-0.13954762,-0.0053703897,0.7318097,-0.015365871
Gfpt1,-0.053061344,2.2769582,-0.9519664,-0.7801978,-0.621607,-0.72103,-0.04561583,-0.27999437,-0.071803786,-0.32094073,-0.38882768
Arhgap25,0.9794031,-1.9535881,0.40842623,-0.5624527,0.5504101,-0.109489635,-0.062074564,-0.08258695,0.17824991,0.37679166,0.10835126
Aak1,0.91794187,-0.07984632,-0.3570818,-0.25981912,0.040064618,-0.094075754,0.005587091,0.04768039,0.019157356,-1.1274525,0.011591858
Copg1,0.6778521,-0.66299975,0.6480667,-0.35984853,-0.21063933,-0.19264282,-0.012904498,0.26456952,-0.038006384,-0.7143924,-0.0046704146
Cnbp,-1.708903,-0.06049843,0.2811817,0.30046266,-0.23770413,0.05177935,-0.011748473,0.019570509,0.012878129,-1.4118627,0.06262889
Rab7,-0.2720342,-0.6414775,0.14079174,0.1780157,-0.31782135,0.110640556,0.0017539496,0.060897652,-0.048268873,-1.1682975,0.049316917
Sec61a1,-0.600204,0.45955688,-0.31748742,0.031888183,-0.002971585,-0.021838406,-0.00010564373,-0.021650592,-0.0071741533,-0.26064155,-0.009904046
Eefsec,1.8069458,-3.5137753,0.26017305,-0.026220737,0.47525722,0.049412455,-0.05963078,0.5151731,0.039873164,-0.3753144,-0.013581422
Mcm2,-0.058687896,-1.7048969,0.5853507,0.74805546,0.102356456,0.21180607,-0.017577086,0.17290589,-0.07893431,-0.38541037,0.03048078
Nup210,0.34111544,1.0627815,-1.2680473,-0.07762208,-0.083339214,-0.55225885,0.0059112003,-0.22986753,0.015581453,-0.0252039,0.005162483
Tmem43,-0.5253084,0.54214334,-0.15098265,-0.0034432728,-0.05718935,-0.045471534,0.0028802704,-0.0096396115,-0.002125374,0.64177114,-0.018606067
Slc6a6,-0.29812336,0.53297204,-0.93126607,0.027870107,0.026888546,-0.22342837,0.0025397143,0.030483607,0.0022746683,-0.8889873,0.018846024
Lsm3,-0.9712323,-1.4841318,0.54178333,0.3432858,0.3153524,0.0725238,0.0015076591,-0.12222674,0.084565446,-0.85879415,0.02623488
Nr2c2,1.3053725,-2.6489592,0.7047602,-0.0508172,0.55809176,0.12305625,-0.041738383,0.38010344,-0.35346135,0.6305259,-0.7603404
Eif4e3,0.94682395,-3.0681396,0.7150827,0.69871694,0.081315406,0.32161963,-0.037786122,0.37642196,-0.121751815,-0.78096676,-0.021576028
Gm20696,2.0334816,-2.95708,0.024077952,-0.027683979,-0.27255094,0.16208446,-0.050949056,0.6165552,0.078602806,0.1781534,-0.008886498
Foxp1,1.3904849,-1.0694497,-0.24877812,-0.5459111,0.18942316,-0.7504617,-0.058367226,0.21575972,0.18750058,0.5538144,0.04088512
Arl8b,0.3019852,-1.3059877,0.29100803,0.007155972,0.2774669,-0.08050597,0.0004505252,0.10705323,0.015318445,-0.96909577,-0.06335666
Itpr1,1.8532977,-3.897845,0.559805,-0.41549093,0.49285832,0.19586948,-0.28753233,0.4932784,-0.1158361,1.1761693,-0.5735963
Setd5,1.6505749,-2.3196468,-0.19359976,0.017022753,0.14393865,0.11592137,-0.032751627,0.19705479,0.055818763,0.2502058,-0.2534987
Edem1,0.84748065,-3.3350885,0.6476232,-0.13893896,0.73353624,0.08820577,-0.07842127,0.2480319,0.76259977,0.122298904,-0.02142011
Vhl,-2.6724386,2.1025398,-0.88696355,-0.39427355,0.48292255,-0.4755206,0.005235982,-0.8074503,0.117232695,-0.0069437474,0.23303121
Brk1,-1.0428839,0.29683596,0.46106607,-0.015238717,-0.28577876,-0.15332724,0.006740697,0.061556987,-0.009394014,-0.511815,-0.026026113
Arpc4,-0.7611761,1.0761997,-1.2562318,-0.15628062,0.28618336,-0.12821375,0.023161914,-0.6980081,0.078818336,-0.05587314,-0.031981908
Vgll4,0.74125457,-0.12108055,-0.21585596,-0.26543725,-0.018902332,-0.040993743,0.00014169823,0.054063484,0.033379648,-0.77046096,-0.016706377
Raf1,0.86995876,-0.88558245,0.01169338,-0.026587922,-0.010013009,-0.049288552,-0.007701978,0.007972946,0.0034386362,0.5647421,-0.038401514
Plxnd1,0.7229557,-2.7376165,0.09309966,0.02975085,0.8594811,0.6656196,-0.060608488,-0.04765787,0.6754701,-0.4102096,0.02869133
Tmcc1,2.027418,-1.7868757,-0.2561476,-0.5420984,0.13155521,-0.036615558,-0.026092576,0.87857455,-0.12670635,-0.3565798,-0.21359165
Zfp422,0.17692998,-2.6475084,0.7340109,0.7295733,-0.021963919,0.8503393,-0.018016404,0.41558906,-0.110452406,0.077553675,-0.13832344
Cxcl12,0.714934,-5.555107,1.1357162,0.8353923,0.1365713,0.86153585,0.04467319,0.65054613,0.027537337,-0.10764447,0.29654333
Kdm5a,0.8476111,-1.4577869,0.69126594,-0.11784772,0.29560325,0.41292724,-0.04525175,0.38276625,0.015304329,-0.8210446,-0.1598219
Atp6v1e1,-1.3895969,0.39296567,-0.04652583,-0.16219701,0.070592254,0.051472098,0.0020727147,-0.056367267,0.01450604,-1.2352962,0.013141462
Usp18,-2.1417713,3.2590306,-1.6494137,-0.5726635,-0.79412115,-0.35101402,0.07517504,-0.6460763,-0.33889621,-0.8078791,-0.2972554
Mical3,0.44404945,1.3264275,-1.5319055,-0.075022146,-0.26383522,-0.494502,-0.0051828357,-0.12996279,-0.023432726,-0.71503556,0.114494465
M6pr,-0.27705333,0.7624745,0.266894,-0.103378676,-0.33046666,-0.18756989,-0.006220965,-0.061475784,-0.021673141,-0.9447724,-0.014067464
Foxj2,-0.0429148,1.570091,-0.68673694,-0.78783673,-0.05582517,-0.39280427,0.016606301,-0.3673144,0.17048746,-0.7720941,-0.0020942765
Phb2,-0.9143233,0.29515982,0.13941734,-0.13387579,-0.026266651,-0.087890625,-0.0014627334,0.007875152,-0.0069016158,0.15998328,0.0024557826
Ptpn6,-1.2275858,1.0154402,-0.8774835,-0.1397156,0.2659194,0.09063323,0.0053446344,-0.46265832,-0.0350148,-0.22213492,0.061328683
Emg1,-1.0351182,-0.5149877,-0.065974824,0.27757287,0.38465804,0.14061564,0.00093066134,-0.16817173,0.15773655,-0.6146568,-0.014485534
Grcc10,-2.2301972,1.8702688,0.0897111,-0.28566918,-0.020749083,-0.53025204,0.041009072,-0.7829024,0.019975267,-1.2058196,0.16622965
Ing4,0.3257977,-0.15235922,0.07980312,0.6323412,-1.0949699,-0.03416823,0.00622912,-0.085379995,-0.058676485,-0.65907216,-0.021690961
Ptms,-0.5388975,0.4227463,-0.12686458,-0.20450428,0.0404853,0.0046468833,6.025679e-05,0.040402353,0.014917275,-1.0944668,-0.0005437064
Cd4,1.000833,-3.2567742,1.0340681,0.026501825,0.27365103,0.6902006,0.014649868,0.53400207,0.018857766,-0.22605997,-0.32607594
Ncapd2,0.46694526,-2.957462,0.7737498,0.7780366,-0.03544066,-0.08887861,-0.0010554885,0.65641296,0.1373989,-0.58977497,0.009514561
Chd4,-0.17221904,-0.31465375,0.10488488,-0.006509315,0.06805096,0.033675782,0.0013657657,0.0030424036,-0.002859154,-1.2149246,0.0016914977
Tnfrsf1a,0.93980473,-0.43231216,-0.5457777,-0.2913558,-0.15972534,-0.51360846,-0.019817643,-0.15046445,0.025116395,0.5136904,-0.041615043
Vamp1,1.2434809,-3.0726385,0.47932172,0.13364102,0.40975335,0.0076036165,-0.08399375,0.038506854,0.123751864,0.7110226,-0.07055488
Cd27,0.29833665,-1.7078822,0.5853477,-0.00880914,0.36177763,0.3324514,-0.0008415375,-0.05255258,-0.0033284298,0.21042329,-0.08510248
Parp11,-0.06811599,2.0229287,-1.641346,-0.7669668,-0.18653911,-0.4785239,0.0014347648,0.0634304,0.07764066,-0.8184428,-0.049478676
Ccnd2,-3.098403,4.974609,-3.527602,-1.6643566,-0.72345966,-1.6879338,0.40897155,-1.6354874,-0.54202944,-0.89183325,0.30223656
Fkbp4,-0.6454255,-0.41839582,0.4063044,0.45488223,-0.11315787,0.15490702,-0.016808385,0.03009986,-0.12457316,0.4325947,-0.00488026
Cd69,-2.5356328,2.7050457,-1.2387716,-1.159363,0.11007212,-0.7858073,0.32731754,-0.6022617,0.4708109,-1.0568317,0.15679772
Etv6,0.92688924,0.0015633702,-1.0778503,-0.08786336,0.21016142,-0.14648221,0.00024836976,-0.08488514,0.008156673,-0.4129029,0.003701466
Lrp6,1.0100346,-1.9130101,0.9210131,-0.2416868,0.14653419,-0.3418656,-0.0023890277,0.094579816,-0.009719386,0.36446553,-0.0065947114
Lockd,0.6756321,-4.6028166,0.48154125,1.0381757,0.71492326,0.25712824,-0.12679304,0.44990715,0.16825034,0.6496088,0.35912618
Cdkn1b,0.68325496,-2.7719374,0.85638285,0.13067101,0.28791392,-0.034371637,-0.014667637,0.27838632,0.10103824,0.028562477,-0.27344295
Ddx47,-0.87507033,-0.5138086,0.2906054,0.047658075,-0.0032640288,0.040569175,0.0032530224,0.0024537048,-0.0067929737,-0.2592962,0.008296228
H2afj,0.058387022,-0.6351234,0.7550684,0.21679057,-0.87001044,0.120550245,-0.00863425,0.1067401,-0.02718714,-0.45689696,-0.058977846
Wbp11,0.24459305,-1.1888331,1.0563674,0.09975644,-0.3722584,0.18661709,-0.0159212,0.32217056,-0.07303752,0.19575496,-0.17371425
Atf7ip,0.6155265,-1.2138585,0.4220413,-0.859667,0.2847398,-0.057292312,-0.009011179,0.060863033,0.02237364,-0.31108505,0.05140672
Mgp,-1.9789193,5.16014,-3.4712415,-1.4066337,-1.8465905,-1.4920168,-0.11308053,-1.292675,-0.6867339,-1.1297233,0.16146916
Strap,-1.4412353,-0.6946619,0.503627,0.008860568,0.13811739,-0.027636435,-0.0021818178,-0.17088184,0.012768018,-1.0540283,-0.0015379888
Plekha5,0.52906233,0.47688526,-1.0967801,-1.2199641,0.29751214,-0.11538373,-0.018069452,-0.1154384,-0.03700453,0.84383017,0.0012109291
Aebp2,-0.944086,0.6231909,-0.048721947,-0.57563597,0.24694572,-0.006108099,-0.0031043408,-0.11799697,-0.023537185,0.5264694,-0.049203817
Cmas,-0.795706,0.11564379,0.3401714,0.10647084,-0.20323268,0.043538183,0.003343208,-0.02626182,-0.0121821305,-0.7204014,-0.012351213
St8sia1,0.47909427,-0.7363651,0.07608946,-0.051733993,0.055375565,-0.042206097,0.0006924223,0.0023289758,-0.010708376,-0.5466375,0.0043939566
C2cd5,0.18672062,-1.3353527,0.17320625,-0.10905245,0.3867018,0.0891293,-0.0061332416,0.07164382,-0.016725508,0.28338513,-0.088100575
Etnk1,0.26883018,-1.4031016,0.3800235,0.060464893,0.16112283,0.080033265,-0.006187942,0.028856525,-0.025521686,-0.051220763,0.016277859
Lrmp,1.3527731,-2.3531172,0.7872448,-0.11969075,0.018467177,0.5549143,-0.053174637,0.42397997,-0.20399716,0.254658,-0.17716575
Kras,-0.3046716,-1.0806985,0.49444613,-0.030534102,0.049940165,-0.016732067,-0.0014115884,0.04844934,0.0021874378,-0.95090485,0.014683123
Ints13,-0.11752461,-1.403638,0.6767615,0.074701436,-0.0941168,0.07340361,-0.005993189,0.19747078,0.04270853,-0.76897883,-0.022666238
Fgfr1op2,0.43252188,-2.9233317,1.2085435,0.37633395,0.28149626,0.24955359,-0.0793038,0.3078203,-0.045276333,0.6798848,-0.36050633
Ipo8,-1.3748558,1.1007471,-0.121717185,-0.05363821,-0.10882137,-0.035456676,-0.0023880552,-0.45896074,0.01301055,-0.7503986,0.037019525
2810474O19Rik,0.20626432,-0.77132297,0.8706031,-0.15744491,0.032194857,0.029330939,-0.0024170887,-0.06477094,-0.0060871383,-0.17569768,0.010186376
Tsen34,-1.6776407,3.0490165,-1.4355242,-0.0919339,-1.1338555,-0.4247801,0.024310976,-0.61743766,-0.2534425,0.053482905,0.226583
Itpr2,1.505002,-3.0355558,0.25419685,0.07034646,0.09891463,0.22719963,-0.1868623,0.57477677,0.112284206,0.3227732,-0.44897798
Cnot3,0.4119898,-0.8587258,0.58943385,-0.017311888,-0.13002908,-0.020677378,0.003964265,0.076425344,0.010858945,-0.8690879,-0.012594683
U2af2,-0.24998224,-0.8988218,0.106116086,0.026398292,0.021414073,-0.030163907,0.0010187079,0.044549514,0.002231049,-0.4271067,-0.03354643
Epn1,0.6095091,-1.1022509,0.23960169,-0.07107826,0.055828474,-0.07803213,-0.0029316088,0.023316924,0.0018283002,0.24665114,-0.009636886
Chmp2a,0.18950444,0.12654492,0.26256245,0.03979699,-0.75644445,-0.22223417,-0.0044260165,0.13528144,-0.040132817,0.21707338,-0.023783658
Trim28,-0.4066096,-0.6738184,0.59728324,0.39539456,-0.17418109,0.07810741,-0.00718577,0.052593872,0.0005679318,-0.64491135,-0.012801375
Selenow,-2.3335967,0.74729955,0.23796304,0.04966599,-0.11235073,0.13345528,0.011340498,-0.65021837,-0.011764819,-0.3725578,0.012018886
Nop53,-0.5146829,0.4052796,0.6652217,-0.02081581,-0.6568971,-0.08794945,-0.020657657,0.19986497,-0.18568769,-1.376173,-0.57530874
Bicra,0.9682891,-0.373076,-0.4004778,-0.14324583,-0.019428035,-0.15394996,-0.00042825344,-0.021784555,0.034541987,-0.2670366,0.043637387
Napa,0.12934579,-0.32722995,0.14443304,-0.013548728,-0.083922565,0.098433346,-0.0010178948,-0.029562837,0.006373046,0.2808885,0.005691102
Bbc3,-0.84865296,0.9738473,-0.70816505,-0.01924305,0.11598425,-0.16908376,0.018843796,-0.29627877,-0.02778965,-0.87677693,-0.018072153
Sae1,-0.38641608,0.4595073,-0.6407207,-0.021978416,0.14279991,-0.11330852,-0.00057046773,-0.1348454,0.007504284,0.42241126,0.0032869552
Tmem160,-1.7656739,1.1414945,0.47352543,-0.17889729,-0.5278925,-0.21449734,-0.0109304655,-0.19773677,-0.002485168,-0.83713204,0.068279766
Zc3h4,-0.4700489,-0.034869716,0.23223191,-0.021578914,-0.19296439,-0.083932675,-0.00024753535,0.059966102,-0.0077323425,-0.6623556,0.004022699
Slc1a5,0.772338,-0.5630094,-0.5959482,0.25900376,-0.055680092,0.072618656,-0.0009908958,0.03402505,-0.035954595,0.16312551,-0.018103126
Strn4,-0.49610808,-0.48006123,0.3224299,0.020917183,0.0054268236,-0.0956635,-0.0017243479,-0.085018136,-0.007891553,0.65866244,-0.02343575
Ap2s1,-0.7514007,1.0412376,-0.32122254,-0.49055436,0.049166486,-0.031510673,0.007559233,-0.40550804,0.021005161,-0.95436215,0.048997525
Calm3,-1.6711183,-0.7121659,0.98677254,0.38760868,-0.22179383,0.12970321,0.008666656,-0.07166529,-0.06315552,-0.44106194,-0.012056969
Prkd2,0.3555045,-1.2710834,0.80378187,0.022359343,-0.18327239,0.125026,-0.015063582,0.069809906,-0.008681313,0.72690445,-0.042679634
Snrpd2,-1.5268835,0.17701279,-0.2012955,0.028812164,0.33949167,0.032032616,0.009328891,-0.18908556,-0.017824737,-1.0882505,-0.023831848
Vasp,-1.3225842,2.890778,-1.7502494,-0.38863504,-0.73446643,-0.79365623,0.09752888,-0.97391915,-0.054602265,-0.87920165,0.48589554
Relb,-3.1286197,4.737621,-2.677666,-0.88357854,-1.3674212,-1.057518,0.030598123,-1.1184688,-0.6966655,-1.0392901,0.5290799
Clptm1,0.894881,1.1044705,-0.9323101,-0.2755243,-0.66619545,-0.39767522,0.0028878632,-0.02282867,-0.047795214,-0.049399268,-0.06779701
Kcnn4,0.00087589025,1.6430781,-0.74049234,-0.84282136,-0.71537143,-0.517699,0.021496786,-0.34581414,-0.08092365,0.50006884,0.032417312
Apoe,-1.7608831,-0.0131139755,-0.6067308,0.46635953,0.11947352,0.13500138,0.2982718,-0.58632326,0.24519452,-0.9648029,0.6687035
Rabac1,-0.44344038,0.030787438,1.0829382,0.062316447,-0.9809621,0.023609748,-0.067890495,0.091710895,-0.3135534,0.15730993,-0.26750776
Cic,-0.32716322,0.23677051,-0.35095143,0.017583398,0.0048857257,-0.03598117,-0.00045610135,-0.030280758,0.0036087702,-0.4756122,0.0021221633
Axl,-1.0134712,-0.01420185,-0.15652537,0.1559303,-0.02547425,-0.019053059,-0.00606539,-0.20385572,-0.016385144,-0.26601362,0.021115948
Arhgef1,-0.45729053,0.17386135,-0.23555698,-0.6321511,0.39827484,-0.1244483,0.0572355,-0.3335217,0.21495692,-0.4488182,0.0744291
Hnrnpul1,0.38548723,-1.9009584,0.54328406,-0.009842342,0.12680846,0.1572014,-0.0052473578,0.111945555,-0.010922427,-0.68013984,-0.013916852
Pld3,-1.3414798,0.4030847,-1.0280834,0.2451639,0.49666646,-0.3706728,0.07132972,-0.64305294,1.0000013,-1.2401994,0.7084199
Psmc4,-0.57677335,-0.21369249,0.7266883,0.13814713,-0.5519195,0.07604854,0.0035852217,0.050220184,-0.019490384,-0.7044162,-0.0012435896
Fcgbp,-3.460371,6.414332,-3.8741837,-1.9039975,-1.8544422,-1.6016655,-0.50105786,-1.6387929,-1.1900629,-0.5234146,-0.7049677
Plekhg2,0.524651,-1.4627954,0.06662013,-0.013838471,0.081454895,0.034350514,-0.0034122153,-0.021214463,0.008675077,-0.261063,-0.0011509004
Paf1,-0.95326173,0.00565842,-0.31169152,-0.008403199,0.117354244,-0.06335303,-0.002004444,-0.005773671,-0.0017323258,0.117969565,-0.017902248
Supt5,-0.51169133,0.5212433,0.08640796,-0.040795363,0.04684947,-0.094300926,0.00023207092,-0.047757298,0.0015453092,-0.18797252,-0.0013094037
Gmfg,0.43038988,-3.664689,1.2926342,0.51153153,0.15979582,0.6090709,-0.009470364,0.42921832,0.1372738,-0.40841335,-0.18362138
Hnrnpl,0.04750511,-0.5766196,0.25148505,0.04272811,-0.014843129,0.060102325,-0.0025368733,0.00049805205,-0.0049174125,0.17501171,-0.027449798
Eif3k,-0.9184968,0.6277993,-0.36452782,0.098007634,-0.10806073,-0.00046091355,0.0010756131,-0.014584206,-0.020603647,-0.5009828,-0.039132193
Map4k1,0.9492784,-1.4771726,0.196179,-0.06588192,0.077074334,-0.025153955,-0.0010643785,0.0037132928,-0.027921753,0.6318616,-0.09295568
Actn4,-0.21188805,1.2460145,-0.8175615,-0.106440865,-0.36733314,-0.4958126,0.014158225,-0.39223886,-0.0042215427,0.09167535,0.100037545
Psmd8,-1.1000912,0.47248393,-0.46525764,0.15193258,0.30937147,-0.4809518,0.0029273867,-0.34521565,0.08510564,-0.8198293,0.009518417
Sipa1l3,0.8572767,0.35606486,-0.3694663,-0.08999186,-0.16089238,0.013354445,0.0013494357,-0.09276418,-0.005179683,0.4451809,0.009557408
Spint2,-0.90525985,0.82912666,-0.2110593,-0.06588364,-0.015079322,0.059780847,-0.00095547247,-0.1809865,0.02047243,-0.12463848,0.05514329
Kmt2b,0.2789002,-0.99917924,0.8397901,0.02113517,-0.6381593,0.2244692,-0.007869193,0.18930098,0.004860279,0.30468073,-0.17365597
Tmem147,-0.7233019,0.4813804,0.1873039,-0.28099012,-0.8219327,0.0134288315,-0.0076021785,-0.057647973,0.0045419205,0.55311555,-0.109825805
Cox6b1,-0.9544916,0.05903617,0.75345194,-0.060546305,-0.018894335,0.34587696,-0.010102021,-0.12247135,0.0023306587,-1.1538644,-0.27436292
Usf2,0.12477933,-0.74692976,0.28875986,-0.105988406,0.028778715,0.050089877,-0.0014106494,-0.030402869,0.00967647,0.043394197,-0.026212009
Fxyd5,-1.1805191,2.2744195,-0.7074569,-0.41588333,-0.44776538,-0.7172451,-0.032317802,-0.3297601,0.009760165,0.010810815,-0.14981303
Gramd1a,-0.46088734,1.4417461,-1.3858817,-0.34181345,0.018095352,-0.6610545,0.037842922,-0.30893773,0.053736135,-0.20933819,0.044516757
Uba2,0.41969025,-1.3214318,0.5360234,0.19163649,-0.0955548,0.12627909,-0.0013817314,0.07796848,-0.054629657,0.02482135,0.01619961
Cebpg,-0.50670415,-0.424978,0.44423896,0.0981205,-0.53122956,0.20990741,-0.006712347,0.060196612,-0.024963593,-0.18146281,-0.09746625
Lsm14a,0.15469709,-0.5473622,0.40931815,0.2554756,-0.1569274,-0.12591858,-0.0038789376,0.08103909,-0.03103723,0.19462144,0.004122775
Uri1,0.63463426,-0.927264,0.6066946,-0.2670417,-0.021001259,0.043987308,-0.0022302822,0.07478226,0.01079414,0.06488719,-0.13271472
1600014C10Rik,-1.5668563,2.0975888,-1.3351874,-0.10010763,-0.5215776,-0.5337549,0.01856614,-0.6346635,0.25914204,-0.36848983,0.43781924
Nup62,-0.097586095,-0.09589988,-0.15853544,-0.021198453,-0.0059527466,-0.0005110057,-7.3474657e-06,-0.027240409,0.005154238,-0.1214882,-0.010896354
Bcl2l12,-0.38700378,0.12956826,-0.3435425,0.012487192,0.07394364,-0.09359829,-0.0009229408,-0.05615824,-0.006108526,0.4956348,0.00010220775
Flt3l,-2.320913,3.7752247,-2.3556027,-1.104144,-0.99178505,-0.71131206,0.1834059,-0.87983114,-0.3094531,0.044863865,0.36774376
