,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 5,ATAC private topic 6,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9,ATAC private topic 10
639.4958013225602,-3.5373807,-0.8406676,0.18167342,-0.19388956,0.42299893,0.82842076,0.890934,0.4887751,-3.6794546,0.6660551,-2.24382,-3.1328778,-0.71877414,-0.22939892,0.60909796,0.9125205,0.38243783,-3.026549,0.67173827,0.14070693
642.5148600574103,-2.397843,-0.35219598,0.009682265,-0.12124169,0.2985802,0.6743768,0.74725217,0.48900208,-2.4890158,0.66425526,-1.6499333,-2.8973646,-0.5227726,-0.06816041,0.50048316,0.76260006,0.53924096,-2.7638922,0.47814593,0.31764176
644.530196975248,-3.0326595,-0.5400835,-0.22169141,-1.0856588,0.28414145,0.86421245,0.9551675,0.66585284,-3.0383265,1.0128757,-1.5356643,-2.7617037,-0.9726787,0.25530156,0.562816,1.0462253,-0.03855693,-2.954877,0.62096995,0.28281426
660.504384671851,-1.5408543,0.25630096,0.18426514,-0.48025006,0.0050245365,0.47086796,0.29290143,0.45416135,-2.124935,0.3782475,-0.6811579,-3.3066432,-0.5540915,-0.25971144,0.2655637,0.29298192,0.58267844,-2.5686316,0.19045085,0.5154907
706.1323636420491,0.10100861,0.04372938,-0.01119712,-0.03481146,0.48068562,0.2332635,-0.0009079297,0.022633161,0.0846218,-0.28746167,-0.79668987,0.54755145,-1.3356223,-0.024603276,-0.09088507,-0.1807817,0.6088137,0.022771802,0.1795699,0.042062037
707.130415769561,-0.28623322,0.055027008,-0.012624642,-0.008208759,0.46965006,0.2124759,-0.0020690304,0.0036006416,0.083970204,-0.2949407,-0.7815755,0.56404793,-1.4959593,-0.07744897,0.0136637,-0.14762922,0.6270988,-0.23289935,0.22252092,0.0048042773
759.5718929798202,-3.071947,0.11332887,-0.0084702,-1.0848753,0.23017442,0.05752228,0.33458078,0.8536234,-2.6586494,0.7085557,-0.7048898,-0.8168529,-1.3586234,-0.34743905,0.053972714,0.39088342,0.9058318,-2.1401875,0.25246403,0.64303124
760.5829527068927,-2.4948244,0.3273796,-0.00457139,-1.1762416,0.43755862,-0.022599872,-0.07598868,0.82054037,-1.0470235,0.6964386,-0.1570824,-0.51680386,-1.5811722,-0.101634905,-0.017473143,0.0542131,0.9649335,-0.9222248,0.11826242,0.583236
779.1503449975296,-1.221028,0.037809495,0.020844914,-0.022869602,0.61736834,0.43972498,-0.011569123,0.099296786,-0.08104787,-0.5156604,-0.9424792,0.35921997,-1.2286837,-0.32578573,0.11477571,-0.14029244,0.7490476,-1.2965848,0.39411032,-0.10952613
783.5699074493093,-3.4673178,0.42439094,0.042568576,-1.2186432,0.19546506,0.13723119,0.13817763,0.77216387,-2.039168,0.5975591,-0.31605712,-2.1582305,-1.3206536,-0.1851062,0.1217077,0.13613228,0.8014537,-2.4449255,0.1617946,0.7661517
784.5815742620601,-2.5732796,0.14378878,-0.143428,-3.0034173,-0.03626263,-0.25723672,0.36123455,1.3019834,-1.7722646,1.0585014,-0.1118002,-0.75453734,-1.9850386,-0.8391309,-0.2040007,0.5971153,0.90027916,-2.2923028,0.29675132,0.9860937
786.5999111141772,-2.1940234,0.46032646,0.12072881,-1.408971,0.2829774,-0.07957818,-0.1375157,0.7465073,-1.0111191,0.58087933,-0.19926833,-0.486461,-1.6028284,-0.17125458,-0.03295425,-0.092253685,0.9282999,-0.9656291,0.009954468,0.62776303
787.6035388924582,-2.8970513,0.6499542,0.15155613,-3.3152847,-0.7579267,-1.0351222,-1.5501761,1.8279917,-2.8182793,1.172335,-0.42847812,-1.6365969,-2.5734267,-0.680156,0.0071486863,-0.51986337,1.2474505,-2.7544012,-0.83392924,1.6634629
797.5279016327892,-3.540312,0.636793,0.42072228,-0.87801033,0.32933667,0.27339143,-0.0013427482,0.86526245,-3.1859102,0.48727378,-0.35660264,-3.362922,-0.8886408,-0.74205613,0.475461,-0.21887662,1.0128038,-2.8923304,0.1843116,0.9677741
798.538388995223,-3.0233986,0.70578814,0.29562062,-0.81579167,0.3269886,0.11449237,-0.35939834,0.8011519,-1.0471041,0.44583556,0.032996323,-3.2845163,-1.0448714,-0.5879194,0.3519893,-0.5879464,0.93294615,-1.1295477,-0.089993484,0.8474141
804.5505835336571,-3.6444645,0.08873109,0.17090647,-0.77586263,0.1461416,0.2963078,0.6165118,0.820525,-1.9938167,0.5888322,-0.31041098,-2.901369,-0.90204686,-0.7700125,0.29522786,0.66081583,0.51963675,-3.2629364,0.38627496,0.7524028
806.5647575494983,-3.4768403,0.4177058,0.022139117,-1.0384823,0.15428767,0.06136525,0.28139743,0.73682433,-1.5645657,0.5342732,-0.18229635,-2.525188,-1.4840953,-0.25887656,0.09969668,0.29634842,0.7765787,-1.9749674,0.13710317,0.7004082
807.568920599558,-3.4972816,0.26290876,0.08620567,-1.884949,-0.416107,-0.19640258,0.13331005,1.541861,-3.1930966,0.9151055,-0.38304645,-2.9535837,-1.5470808,-1.5151582,0.25752196,0.59016764,0.47970715,-3.1061873,0.05372257,1.4069035
809.5853423792465,-3.559038,0.8319895,0.31509328,-2.247841,0.29838023,-0.046814352,-0.12638424,0.9734163,-2.0786448,0.7284473,-0.032148615,-2.8118906,-2.0515728,-0.42687228,0.47266757,-0.111382715,0.9455508,-2.7205868,0.06857705,1.0450281
810.5966621526368,-3.0590699,0.8296421,0.45450884,-3.2393975,-0.057050575,-0.050640907,-0.7541595,1.3045481,-2.4675176,0.8033921,0.09068863,-1.7190927,-2.4605558,-1.2649025,0.4804951,-0.1653084,0.6296399,-2.5608294,-0.20857404,1.3524003
818.4274786359504,-2.1547704,-1.9161413,-2.6133132,-0.31085208,-2.195129,-2.631278,1.2517494,-2.6845164,2.7832685,-1.9341264,1.8781277,-0.9188993,-1.3122319,1.9176753,-1.9944602,-1.2003306,-1.8360983,0.6366459,-1.9350883,-1.9615461
820.524156497036,-3.5892744,0.52227396,0.5434901,-1.2302729,-0.005420831,0.3149623,0.072870165,1.2174276,-2.8033333,0.413735,-0.26836792,-3.1240609,-1.0852624,-1.3921095,0.7481259,-0.38297054,0.5671776,-3.1995637,0.2805369,1.2825649
824.555825892178,-3.2577658,0.7534468,0.3871372,-1.138271,0.32653683,0.06636312,-0.5448039,0.7814877,-0.9003267,0.43768293,0.095263824,-2.890218,-1.339216,-0.3779897,0.23304075,-0.488909,1.0416152,-1.3179533,-0.21191408,0.8580453
855.7394047398545,-3.1437469,-3.1379473,0.4999508,0.79775524,0.64968276,1.3725624,1.4853321,-2.0906885,-3.2336526,-1.2100223,-2.8574283,-2.8401935,-1.2530475,-0.34464848,0.8521699,1.3943729,-0.30648643,-2.939784,1.0532426,-2.5701797
869.6983997542958,-3.1739573,-0.29970464,0.5791824,0.49194887,0.605312,0.935925,0.7683229,-0.0154155465,-3.0043216,-0.9233917,-1.9835163,-3.016689,-0.7622365,-0.7720625,0.80761594,0.5996428,0.6201628,-3.1412885,0.698833,0.16449127
871.7132406009542,-3.5987694,-0.148195,0.3154361,0.34154063,0.5144348,0.6290797,0.50814986,0.09796734,-1.7765614,-0.36476398,-1.3901565,-3.130771,-0.4996953,-0.48214784,0.45683897,0.4170855,0.73670816,-2.8409817,0.47514054,0.24947862
872.7176540297351,-1.5188718,-0.66623366,0.61849576,0.45311484,0.23991513,1.2152718,0.9771962,-0.28724003,-3.1860795,-2.030407,-2.5112116,-2.912756,-0.6006226,-1.8091576,1.05008,0.77568424,0.35801637,-2.7885532,0.6802503,0.025583142
874.7845865062392,-3.0756624,-3.3290625,0.011652422,0.20576838,0.3138193,1.1528265,1.25453,-0.18439953,-3.3094203,0.6015914,-2.74694,-1.6778532,-0.8290766,-0.47992125,0.4652727,1.3131264,0.45718253,-3.2362576,1.0523883,-1.5147619
876.7994265118355,-3.372183,-1.8517244,0.021030867,0.035466317,-0.10662721,0.9657573,1.0947866,-0.31553027,-2.468199,0.7252751,-2.100086,-1.2062775,-0.8705377,0.19632907,0.49164507,1.1337249,0.4043603,-2.9151385,0.62694854,-1.5028459
879.7397730424627,-2.077103,-0.55472654,0.05095875,0.14563832,0.44509763,0.4632397,0.48819742,0.102597326,-2.0051577,0.1941657,-1.7085286,-1.7820334,-0.5411228,0.074248634,0.29364902,0.47202116,0.5841907,-2.5237393,0.3694318,0.012414063
880.7436150035622,-2.0879412,-2.554853,-0.043701388,0.23544745,0.4158579,1.0303671,1.1373229,-0.09137418,-3.3000257,0.41321173,-2.7399507,-3.1700597,-0.6683397,0.019743675,0.58520806,1.0938921,0.37992075,-2.6827393,0.7755724,-0.7981867
882.7588778658212,-3.4202223,-2.1770082,-0.01727779,0.23781835,0.5133298,0.96623707,1.0847846,-0.1561236,-2.6771283,0.6070784,-2.3254066,-2.5483706,-0.41862926,0.23373301,0.5465314,1.1032138,0.11761698,-2.8638334,0.70600533,-0.7221049
893.6984807001496,-2.8411007,-0.2105205,0.3237699,0.3263446,0.47335324,0.74417716,0.5576387,0.26176688,-3.0835485,-0.29426798,-1.84625,-3.1368358,-0.3713233,-0.8466718,0.6646784,0.41253966,0.74931765,-3.094613,0.31848663,0.30857772
899.7393016910557,-3.627065,-0.03977489,0.45933467,0.22192901,0.22888263,0.85231847,0.45429543,0.13136409,-2.3465536,0.013857766,-1.7830122,-3.2275994,-0.35695657,-0.35543305,0.6855711,0.4887487,0.4530985,-3.2024033,0.46619856,0.5076733
902.81480752945,-3.3032897,-2.5311515,-0.2937012,-0.13263685,-0.010072223,1.0912309,1.2356297,0.33143148,-3.3171647,1.087929,-2.445177,-2.2142372,-0.49913037,-0.36093378,0.5256785,1.4136254,0.28017855,-3.0609539,0.8871003,-0.9463546
905.7553324984265,-2.7668552,-0.739484,0.014065244,-0.12645337,0.48429957,0.6056359,0.660576,0.266543,-2.0779006,0.41355345,-1.5055823,-2.2853315,-0.8097797,-0.08532347,0.44127488,0.7173444,0.52965,-1.7550398,0.43422586,-0.00973117
906.7590834625811,-2.8037133,-2.1401882,-0.17347346,-0.6984297,0.53067744,1.2197077,1.2383722,0.14263934,-2.324458,0.49546665,-2.1133316,-2.029301,-1.9636134,-0.7300104,0.67512286,1.4291351,0.22256324,-2.4264677,0.8718617,-0.22636633
907.7703952060843,-3.3693268,-0.30866912,0.027986012,-0.032240365,0.47340253,0.634391,0.6281504,0.3900008,-2.111831,0.5720042,-1.1361048,-2.7248337,-0.6012705,0.24554263,0.34083977,0.62782025,0.65734875,-2.7274766,0.40460148,0.2411298
908.7745114487701,-2.119189,-0.99926996,-0.73869747,-0.44365123,0.42100045,0.94036233,1.036907,0.3327142,-2.5880556,0.86985743,-1.4576346,-2.9657862,-1.4837916,0.3610768,0.7990865,1.1959999,-0.50683427,-2.7370903,0.6798915,-0.24877179
919.7137760898212,-1.019164,-0.09831237,0.18798286,0.010869699,0.45695108,0.5314965,0.33564574,0.31475303,-2.8560543,-0.22728968,-1.233728,-2.804638,-0.42273536,-1.1988676,0.46371335,0.1865359,0.7126066,-2.901757,0.26735395,0.38652626
920.7174550537826,-3.1882043,-0.287489,0.39476782,-0.074129835,0.57042193,1.0520183,0.74447006,0.557076,-3.5071905,-0.7083854,-1.7332793,-3.026459,-0.85358936,-2.5837665,1.0946198,0.569314,0.88548106,-2.6490731,0.58167946,0.22989249
922.7329686139682,-2.033064,0.17428572,0.068039626,-0.08926262,0.35652322,0.4305764,0.18800257,0.34446695,-1.8132406,0.035349645,-0.9336738,-2.8282683,-0.45073783,-0.6138482,0.2381618,0.15369387,0.67218804,-1.736675,0.21453446,0.44320747
925.7571038273928,-3.4736657,0.3249965,0.06318892,-0.1284592,0.19795628,0.5247369,0.16495423,0.4524387,-2.4287765,0.3863541,-0.93937665,-3.067871,-0.57970184,-0.0103607075,0.3390881,-0.0069910027,0.6189695,-2.331837,0.20824665,0.5947934
88.04038948230482,0.83345884,-0.15174237,-0.51071537,0.7658136,0.13501824,0.014342767,-0.4419981,-0.7845384,0.52800167,0.13444182,0.23449183,0.74693614,1.3264539,-2.5835376,-2.5039222,-1.4368227,-1.256262,0.49787435,0.3892051,-2.4499505
118.0228939088949,1.7098957,-0.164312,-1.1933413,0.57643616,-2.1539204,-2.621707,-1.0088998,-0.09761388,0.639334,0.22227384,0.10636094,0.8505202,0.98788315,-1.2215409,-2.875322,-1.8819999,-1.3876947,1.1599203,-2.0477865,-0.68732595
125.00134359200638,1.2045352,-0.10739105,-0.23391888,0.30202553,-0.29812852,-0.10003185,-0.16618212,-0.3607372,0.3329657,0.14528649,-0.45737183,0.87908274,0.15504333,-0.12818554,-1.2053487,-0.3835637,-0.49494824,0.78995275,-0.074040666,-0.4067283
132.94636583117958,1.1537684,-2.1287344,-0.2163926,0.7959916,0.41145942,0.48648694,-0.6516504,-1.1051946,0.38146368,-0.08621248,-0.4927144,0.6227785,1.3104268,-2.5545585,-1.7505491,-2.4287255,-2.0573475,0.6554973,0.7755491,-2.9129918
139.02313448504393,1.1574188,-0.12441883,-0.25488508,0.030029822,0.06960722,0.0026992569,0.056223396,-0.18789451,0.10553997,0.2143576,-0.44044378,0.52955085,-0.31723383,0.028193379,-0.39690965,0.0423887,-0.3818154,0.6047784,0.10161265,-0.20877278
155.10785829974634,-0.6885589,-0.23517117,-0.013834927,0.37665537,-0.04140861,0.04198471,0.44641796,-0.6167433,-0.30521104,0.6052483,0.22909345,-3.2966542,0.400915,0.32081434,0.4082494,0.33561757,-2.1314652,-2.1113446,-0.24939618,-0.30025935
187.00169540760507,1.1358675,-0.43968922,-0.21803585,0.41664243,0.03275614,0.11359573,-0.3725004,-0.7370233,0.25737464,-0.04326075,-0.22753252,0.8464909,0.64584386,-1.0587572,-1.0044458,-0.93606347,-0.9679926,0.5961841,0.4253706,-1.3376923
188.06161420969258,1.8172356,-3.6011999,-1.5521147,0.30970675,-0.43418717,-2.560671,0.72435373,-2.5303395,-0.15846528,0.20318079,-2.7177155,1.0557257,-0.051246915,0.2694918,-2.648351,0.65292424,-0.68228406,0.75056237,-3.20179,-3.358399
196.05467685267845,1.0512629,-1.5841161,-1.641623,0.9061842,-0.58701825,-1.1760828,-2.3195398,-0.65822816,1.1494453,0.9779735,0.5765834,0.51534754,1.6640006,-0.68965954,-3.0887125,-2.8331964,-2.022742,0.68563956,-0.46181306,-2.824072
197.92142179424647,1.4961779,0.052008994,0.005914908,-0.054353528,-0.441538,-0.4251578,-0.32667977,0.037068084,0.005625392,-1.1393818,-1.5001736,0.8637182,-1.4321529,-0.4414941,-0.51995337,-0.6070599,0.51067775,1.022043,-2.6861894,-0.004186101
203.00783554791133,1.347639,-0.08556255,-0.03189878,0.4941638,0.18557122,0.12487033,-2.7916682,0.014003405,0.007837787,-0.46584484,-0.41063792,0.6735492,1.0629606,-2.6906762,-1.9563857,-2.3586411,-0.77698,0.7898683,0.10864156,-0.965588
216.9287627592466,1.7620047,-1.1345642,-1.1416572,0.7607842,-0.8075645,-1.9033287,-0.25951675,-1.4887677,0.64060825,-0.9153219,-0.37760162,1.3510114,0.90036154,-1.7035818,-2.5033693,-1.3269,-1.4551828,0.85244554,-1.412986,-2.3922894
217.01241249182988,1.8413466,0.23011218,-1.3396274,0.20439762,-2.869643,-3.390278,-2.1988509,0.29084945,0.83067566,-1.0651058,-1.6716168,1.1480274,-2.2148092,0.19628024,-2.834,-2.6879795,-1.0681368,1.6616343,-3.3886116,0.12486655
224.95798481468776,1.6937203,0.19590321,-0.1979309,-0.014157884,-1.050682,-1.7735173,-0.7726129,0.26160723,0.4351176,-2.4221897,-1.888497,1.0761606,-1.8904843,-0.5300358,-1.7725756,-1.5616688,0.14638834,1.304962,-3.5122774,0.24696614
225.06208254065837,1.0475014,0.022319006,-0.31455237,0.59148026,0.1916073,-0.056189917,-0.6171626,-0.5284908,0.4079471,-0.17503268,-0.116625376,0.6876921,0.9538387,-1.798585,-1.3978894,-1.381216,-1.3315027,0.680408,0.224539,-0.91912276
227.20205935346317,-0.8451536,-0.8793299,-0.26806295,0.21472451,0.29823908,0.5462456,0.47188437,-0.90587026,0.0563442,0.46471214,-0.34510612,0.13939792,-0.15812118,0.52028024,-0.12032697,0.38122833,-2.3030715,-1.6449974,0.8448518,-0.938424
228.0514646729996,2.2935734,-3.7436793,-0.86465436,-2.949462,0.08150798,-3.1560204,0.64105153,-3.5765865,-2.6892838,-0.81339246,-3.3639905,1.23562,-2.8556376,0.3420834,-2.3569412,1.0714556,0.22620538,0.5771841,-2.1579003,-3.4620209
228.064637989851,0.89421797,-0.38788512,-0.2976081,0.70430684,0.2105352,-0.23128009,-0.4041154,-0.32956058,0.5513633,0.01071753,0.04372283,0.4754996,1.0108443,-0.6580598,-1.5009173,-1.1214526,-1.2628005,0.62951267,0.121251166,-1.0220904
229.01209235449537,1.0334067,-2.6850533,-0.2857941,1.0981082,0.4087472,0.7480539,0.25158232,-1.598381,0.16379042,-0.55851376,-0.4527618,0.10606418,1.7290623,-3.500205,-2.4989688,-0.32456756,-2.2015676,-0.16223972,0.88332,-3.2847996
236.00500697158222,2.309573,-1.7951198,-0.18283825,-0.10570899,-0.88316166,-2.224994,-0.48319912,-3.078555,-2.1491635,-2.6277866,-1.6640751,1.4467374,0.44353133,-2.4268942,-2.3025951,-0.745195,-0.18053803,1.2434098,-1.979218,-2.725117
239.01703058836446,1.1302739,0.07041598,-1.0340302,0.61955625,-0.1964198,0.28989232,-0.51482314,-0.2199818,0.3474425,-0.7780286,0.27821234,0.6750536,1.0735875,-2.629916,-2.358459,-0.5955038,-2.4759083,0.47352564,0.5778403,-1.140822
241.2176960257089,0.016533554,-1.5108327,-0.5947534,0.09160838,0.09598908,0.3203028,0.2801641,-0.6740557,0.22305512,0.8514437,0.12507913,-0.2918697,0.4734862,0.50912577,-0.23668402,0.06638559,-2.299201,-0.43112108,0.6440805,-1.8441586
242.08027287992675,1.0387207,-0.28194636,0.18675701,0.055195462,-0.20806147,0.18249787,-2.841222,0.029269215,0.7914428,0.3564215,0.44765574,-0.71903473,1.6368071,-3.0252962,-2.5960574,-3.1188345,-1.7495731,0.44910395,0.70029616,-2.3905764
245.05446506999195,1.1410873,-0.22598557,-0.40249994,0.5848636,0.2561868,0.05647049,-0.9153357,-0.3751834,0.39942393,-0.19092871,0.13064376,0.73269725,1.123224,-3.1241684,-1.8661344,-1.9154303,-0.7044137,0.60973924,0.3637129,-1.5528167
246.99766673576985,1.4417053,0.103682496,-0.05899935,0.06937368,-0.40466765,-0.7857622,-0.45467666,0.11126371,-0.075142406,-1.1704404,-1.3970349,0.855642,-1.4896075,-0.64444286,-0.5140722,-0.91635126,0.49343312,1.029359,-2.8957322,0.17402896
253.21776629818507,-0.047609787,0.01733463,-0.025967496,-0.053174395,-0.024146713,-0.07552637,0.048879027,0.026071198,-0.016390387,0.077133134,-0.20097691,-1.1533552,-0.82815385,0.21354581,-0.0040039415,0.03673363,-0.24808612,0.20682336,-0.3211038,0.07883177
261.1344547102119,0.83882684,-0.32825708,-0.95346683,0.3016011,0.036889203,-1.2307847,0.17661057,-0.56513095,0.022982534,0.78144705,0.5317102,-1.9601141,0.9223052,0.16291246,-1.1773058,0.18887693,-0.6604843,-0.24095061,-0.68923324,-1.852522
266.00492904138997,1.5791351,-0.5438879,-0.5674521,0.41346544,-0.95133054,-1.6022686,-0.052378125,-0.6467767,0.49246907,-0.6933458,-0.83894074,1.2512546,0.36688238,-0.47019655,-2.0861413,-0.7153397,-0.6152011,1.0125695,-2.8012633,-1.3566002
270.0913605695849,1.9162306,0.38973176,-2.0680804,0.6214371,-3.1024399,-3.5540895,-2.2132106,-0.3036397,1.2344353,-1.9089423,-0.08705992,1.4275498,-0.29827312,-0.6994144,-3.0159826,-3.0640519,-1.9065746,1.6384389,-3.314083,-0.6728441
271.10340537771975,2.117662,0.6973617,-1.9817836,-1.0520089,-3.3697016,-3.8033981,-3.5683742,0.6531881,1.2220793,-2.7767391,-0.9327576,1.4997007,-2.7108302,-0.7141488,-3.1758447,-3.1309953,-1.6803408,1.9256939,-3.4340146,0.41086492
274.1119440695617,-0.08016973,0.7255971,0.06635087,0.6759996,-0.36201373,-0.6534374,-1.266246,0.23455644,0.33322266,0.0865963,0.57601243,-1.0297931,1.1129591,-2.5236547,-0.67467374,-2.9458313,-0.4362015,0.19765037,-1.1748784,0.36693132
275.0887830751128,1.2970259,0.07557382,-0.4456946,0.727331,0.15108632,-0.15806821,-3.397573,-0.024200233,0.4550684,0.12361541,0.56333196,0.9394253,1.4729689,-3.6155524,-3.1121428,-3.4988375,-1.5972551,0.5889139,0.363504,-2.2322545
281.0518004312097,1.7218428,0.44993803,-0.7013363,0.37121648,-2.9440186,-3.3494267,-1.3082002,-0.42992806,0.9787271,-1.1175783,-0.19390431,1.3046153,0.20316117,-0.32266244,-3.2078025,-3.151516,-1.0815805,1.3099699,-3.2390199,-0.3039794
281.24029940640725,0.8375207,-2.1243963,0.33678204,0.9330426,-0.8361681,0.4312611,0.46326518,-1.611843,0.90621036,-3.0595183,-2.8272157,0.2528106,-2.3207295,0.14058666,-1.401092,0.67259806,0.31924388,1.125479,0.012861321,-1.7154827
283.25573969089584,-2.8328106,0.26557958,-0.0074424404,-0.027672814,-0.5687375,-0.1081768,0.4506394,0.1744247,-0.25298953,0.57596326,0.28342864,-3.239122,-0.20770478,0.49863672,0.31571463,0.35500127,-2.1954308,-0.82063305,-0.69431883,0.34535214
284.26762446091493,-0.67721945,-0.062366612,-0.24156277,0.2337693,-0.52857906,0.0163893,0.34920865,-0.2736963,0.39209408,0.44045037,0.2913761,-0.22749838,0.23511365,0.20072563,-0.19078782,0.26933149,-1.5583911,-0.24178237,-0.24730736,-0.36001787
292.0721573455238,1.4172567,0.4518963,-0.44112444,0.34419373,-0.5164129,-0.66826034,-3.390921,0.30244812,0.5517888,0.18908137,0.35630918,0.8504085,1.076217,-3.0501049,-2.9688153,-3.519519,-1.4002677,1.0848919,-0.027091421,-0.8137739
293.21225222086844,1.4737159,-3.0311236,-0.9158842,-1.386767,-2.5112128,-0.8283119,1.9027426,-1.5857074,-1.9375638,0.852242,-0.9223115,-2.7451022,0.004096205,0.36416167,-0.11820978,1.9146727,-2.5399141,-2.6893716,-2.4584794,-2.618907
295.2282245509332,1.0974426,-1.2413938,0.02128659,-0.26008472,-0.22371161,0.10009601,0.79726404,-0.37852907,-0.99998486,0.3382562,-0.23271284,-2.786905,-0.14132334,0.4087717,0.51601636,0.799257,-1.1653444,-0.72783244,-0.70942444,-0.7054182
302.53394518939615,1.9530541,-1.1666981,-2.861629,0.63415873,-1.7206349,-2.8393974,-1.2785002,-0.16494662,0.38811192,0.132282,-0.41335514,1.6686236,1.5290596,-2.808053,-3.1181993,-2.8255177,-2.0619497,0.8234629,-0.8770315,-2.2037928
304.23647570057256,-0.24382555,0.04288643,-0.0132591175,-0.041467417,-0.03586772,-0.00095118413,0.062013667,0.0092938775,-0.052519366,0.025677146,-0.30892867,-1.3176881,-1.0147471,0.10340835,0.015788961,0.037388876,-0.16088262,0.11993652,-0.22719258,0.10484426
306.2523891921519,-2.5934308,0.36751813,0.4299144,-0.026630707,-1.9720914,0.25055793,0.64877313,0.16740753,-1.2574993,0.46815965,0.48208815,-3.0524259,-0.76482755,0.435894,0.61391795,0.5557226,-2.7916257,-2.2601244,-0.7103096,0.45037618
307.26475333661443,-0.3292867,0.059438,-0.016851624,-0.049363546,-0.22059596,-0.032027036,0.06811783,0.017518513,-0.13547747,0.075029746,-0.18071017,-2.7719972,-0.744761,0.1278763,0.009769686,0.03213774,-0.41597518,0.14821444,-0.23145242,0.17946512
308.0987783478931,1.141217,-0.2532747,-0.45246118,0.11045426,0.3850151,-0.1585146,-0.20766577,-0.12152083,0.20640986,-0.13172221,-0.4635056,0.84399813,0.004784597,-0.42219225,-1.0072743,-0.48520142,0.16019295,0.57475245,0.19693159,-0.31009665
310.2833103022766,-2.8244011,0.6791324,-0.5314522,0.017669568,-3.4301424,-0.64209634,0.51018417,0.537583,-0.19281614,1.3834223,1.1733996,-2.9336617,0.30547717,0.69992024,0.07857916,0.40593335,-2.9407494,-2.26097,-2.4306102,0.5406547
311.2231455329749,1.3481224,-2.7787879,-0.017642207,-0.035088576,-1.3277265,-0.048195735,1.1746461,-1.2069339,-0.6089698,0.5589254,-0.20126182,-3.058942,0.48318577,0.21414167,0.33187306,1.2430825,-2.3191388,-0.77985245,-1.9395423,-2.338034
323.028674108115,1.2957736,0.016897948,-0.5246302,0.17033204,0.20310445,-0.46874362,-0.6593519,0.08259587,-0.014937823,-0.11552248,-0.09899885,0.66889256,0.6893876,-2.2535706,-1.6695668,-1.8119174,-0.14288837,0.6824057,0.022151459,-0.26562625
326.1097273225169,1.2847203,0.05621275,-0.3882624,0.561231,-0.2637037,-0.6613579,-0.35096183,-0.23303519,0.5605287,-0.37801257,-0.020386368,0.9480311,0.76654583,-0.9743176,-2.9113564,-1.4416842,-0.65178746,0.8389073,-0.36168015,-0.4334475
327.2334488570279,-3.5469303,-0.02409153,0.67781067,0.24062908,-0.24581756,0.5186044,0.885558,0.005928239,-0.6332781,0.26156047,0.54801106,-2.65925,-0.9059001,0.5492787,1.0410734,0.79916394,-2.7264583,-2.5146751,-0.99482745,-0.10410853
329.24916906370004,-3.621683,0.49710187,0.39198282,0.1530767,-0.29824767,0.36466026,0.562607,0.08823623,-0.8560623,0.11594564,0.2852457,-3.3315039,-0.4655137,0.2937414,0.7022086,0.43428037,-2.576252,-1.8708115,-0.6142402,0.518749
331.2643761131768,-2.2476323,0.6332438,0.3206205,-0.16065922,-0.58897305,0.2142967,0.36420897,0.30997476,-0.5149452,0.19640619,0.37960118,-3.3613741,-0.9249658,0.31431785,0.60609365,0.31890282,-2.542951,-1.0315584,-0.56677234,0.5547682
333.09419689884004,1.4600625,0.09844154,-0.5644407,0.14136821,-0.41923195,-3.210154,0.0045845774,-0.04179426,0.5089555,-0.34667546,-0.750788,1.0639796,-0.62286013,0.29172516,-2.1993372,-0.45805338,0.059353262,0.9973456,-3.9919498,-0.030659216
354.07333734821367,1.2564498,0.13912414,-0.47435087,0.74154985,0.0865639,-0.1920011,-3.469382,0.0011677393,0.72840506,-0.11580638,0.8430095,0.45268133,1.5822505,-3.3003142,-3.2701998,-3.6030927,-2.2163725,0.70737416,0.36660975,-2.8865993
358.01862973542296,0.8615024,0.36267403,0.037894405,0.5901504,-0.23770502,-0.67790365,-0.52194756,0.15391383,-0.16278937,-1.107333,-0.76654166,0.8457401,0.72542065,-2.2928345,-1.0289636,-1.457196,-0.22206292,0.8833437,-1.5512494,0.1626334
362.051071780642,1.1879436,-0.36674768,-0.005045441,0.3095285,0.10853796,0.103532456,-0.11933241,-0.1547241,-0.5143774,-1.0809121,-0.683728,0.61322623,1.1270849,-3.4234662,-1.7657924,-1.0576326,-1.9483272,0.43290722,0.42671898,-0.89373434
362.9596002952725,0.8413892,-0.5785219,-1.047675,0.9817147,-0.4449701,0.39926195,-0.90225106,-1.8053306,0.6857611,0.7009836,0.13481344,0.23590045,1.6991591,-1.6194227,-2.7789588,-1.7832533,-2.3972383,0.2074031,0.74554676,-2.6398256
367.24373251337806,-2.0700116,0.37240055,-0.70928735,1.1402985,-3.2352428,-1.382009,0.58975524,-1.1418157,1.0709481,0.92487407,1.3263377,-2.574855,1.6568218,-1.1680552,-1.8527458,0.17487594,-2.45704,-0.23076668,-2.7548506,-2.2420723
