,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 5,ATAC private topic 6,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9,ATAC private topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
361,1.0521429,0.62885976,3.1257107,2.706075,0.8855798,9.331712,1.3177936,0.55892396,0.77875865,0.62443113,0.36857277,1.9399554,2.1070087,0.7940317,0.9591564,1.4931837,1.353328,1.1837015,5.4577093,0.55346906,25.875982,0.98139215,1.1467631,1.0729764,0.56760335,37.56185,0.94487727,0.88650125,0.9625305,1.0561404
362,1.1470243,0.78328955,5.8625903,1.5702335,0.98684597,14.815749,0.87851906,0.534275,0.85453963,0.63162684,0.3293598,2.1500182,0.6324108,0.84914565,0.9547452,1.4287237,1.5238779,1.3756113,2.1342003,0.5840886,15.879042,1.0699652,1.4176215,0.6231099,0.83287215,51.86097,0.9740884,0.78676146,0.9765275,0.7747741
363,1.1493485,0.6458628,4.7634373,1.9409633,0.8080924,16.003721,1.0780641,0.5621985,0.8099413,0.61149704,0.29510477,1.9707036,0.8352831,0.82465726,0.9478484,1.4906063,1.912131,1.3243648,2.3324983,0.62719184,7.311596,0.9927742,1.1160082,0.862245,1.3683991,50.233383,1.0032184,0.7253772,0.8566505,0.72468746
364,1.1917813,0.77796423,4.912163,1.6234412,1.0761535,24.991627,1.0190058,0.6065154,0.93903476,0.64543784,0.29011774,1.3409523,0.45421034,1.0125755,3.6778667,2.3775811,2.5133536,0.99661714,1.9277116,1.1113266,5.082985,0.71770656,0.78566146,1.2390989,1.1766075,15.961366,0.62227726,0.5879361,0.6406997,0.84638
365,1.1179568,0.93245494,4.4446363,1.6495581,0.99029475,21.233818,1.019835,0.64277554,0.8686851,0.6834196,0.46612832,1.4665037,1.3099452,0.92161065,1.1225307,1.4040873,1.3027456,1.7165446,1.4568896,0.6999944,3.4603982,0.57768404,0.7196414,2.4423392,0.8598025,3.584951,0.4797459,0.5593583,0.6294572,1.5351737
366,1.0635535,0.7628684,2.4551337,1.4513723,1.0582062,19.42346,1.165694,0.6491009,0.8074805,0.6541461,0.37943235,1.569647,1.6077927,0.7249662,1.0397872,1.1276633,1.5237534,1.9151934,2.5975254,0.68228173,2.9582746,0.55768234,0.8262176,3.5422432,0.58265126,2.2023125,0.50576913,0.73501533,0.53298867,2.2749143
367,1.0054293,1.171838,5.317926,1.4116879,1.032797,17.697998,0.87961143,0.68935895,0.77114713,0.72651446,0.56258994,1.136295,1.007302,1.0099915,2.1798463,1.3777388,1.4658843,1.4753361,1.1200668,1.0399765,1.6050439,0.4619797,0.7090442,18.29584,0.53176814,2.4681258,0.54460603,1.0501173,0.598039,1.369333
368,0.77021307,1.3985932,5.356291,0.9930544,0.90621454,22.440235,1.0321221,0.8240068,0.7696306,0.8292132,0.44928315,0.76710165,0.67231345,1.1614033,5.6559205,4.231931,1.0921004,0.7314948,1.2404897,0.8088392,1.207039,0.57464814,0.7088152,15.058745,0.67412204,2.770557,0.799128,1.1961297,0.8449604,1.0470008
369,0.73394257,1.7276132,2.309403,0.8483398,0.98720837,18.743813,0.9235592,1.0066948,0.84390795,0.86805904,0.45205802,0.89790374,0.43017858,4.3851175,41.442505,2.6484973,1.709633,0.48803765,0.99146163,1.2615359,0.9253159,0.5079587,0.7389878,3.5295558,0.5182227,1.1024909,0.76043624,1.177722,0.8372617,1.0304863
370,0.6936002,2.032091,2.279634,0.7592206,0.9368818,20.852324,0.879398,0.9927268,0.726889,1.0200405,1.204921,0.72864383,0.9516704,1.4652029,4.087427,1.4755876,1.0785323,1.4002848,0.81545067,3.3909273,1.0185083,0.58859724,0.765296,2.2479825,0.48171514,0.8484911,0.6935801,1.0524697,0.81743574,1.2925934
371,0.65056705,1.3749206,2.6670823,0.74874055,1.1457744,26.55259,0.9047971,0.94788206,0.70773655,0.8820009,0.7546132,0.6651093,0.6136072,1.860277,41.69354,3.1289916,1.5883738,0.6394654,1.0513089,1.2973704,0.94733083,0.5646606,0.87996083,1.465898,0.4883178,1.0236348,0.69538915,0.8747206,1.1182153,0.9187562
372,0.67261255,1.8816931,2.213079,0.7077532,0.9820017,26.436623,0.8554169,0.9781437,0.7383324,0.9233876,0.5776338,0.68287915,0.6416474,1.216314,8.250878,2.3670819,1.0554852,0.7591377,0.9730071,1.1902322,1.0763474,0.5981428,0.8289995,1.657112,0.49203783,0.912117,0.67130876,1.0204321,0.98723745,1.0562191
373,0.6703404,1.5146296,1.6373146,0.76313317,1.6081924,33.131912,0.9980818,0.89642584,0.6103114,0.85017014,0.6194999,0.5926363,0.49656358,1.4482601,20.725655,2.4438908,1.2519646,0.50961083,1.9714593,1.2107565,1.4034657,0.5003151,0.77142465,1.8821834,0.41451985,1.1608027,0.49418297,0.90206045,0.85457116,1.3458513
374,0.6390212,1.0904284,2.0110493,0.7038146,1.1910971,35.85526,1.1391847,0.76963234,0.57132715,0.7299639,0.51104313,0.81509775,0.7283211,0.87057453,3.6360753,1.7113117,0.9351787,0.7769843,2.3357394,0.8673546,1.76335,0.54768497,0.86330557,1.8317001,0.3994948,0.9953966,0.46284547,1.0132892,0.83608294,1.855946
375,0.62185276,0.8935393,2.7173908,0.62700546,1.2297487,34.9821,1.1634811,0.73495847,0.5545717,0.6880132,0.42360982,0.822519,0.43627125,1.1284517,13.533504,1.9435614,1.7892118,0.62157005,2.7079062,1.167969,2.552642,0.6162719,0.81871057,1.7268224,0.45133805,1.2462623,0.50627255,0.95825535,0.7826502,2.6542647
376,0.5955385,0.87561536,5.9524746,0.64608157,1.0193202,30.499382,1.2661986,0.7210624,0.59638923,0.6449343,0.79200643,0.69043934,0.74371743,1.0635266,8.676315,1.9204623,0.9393936,0.571026,2.0711899,0.9936298,1.8898692,0.65546954,0.91439974,1.2398586,0.42729744,0.9323783,0.49255025,0.9497394,0.8870987,1.8039391
377,0.6342308,0.68634367,14.084145,0.74694467,0.8442356,23.856834,1.3199584,0.67920923,0.58748734,0.5840285,0.75360495,0.96697766,0.5333646,1.9041272,39.490803,2.6326506,2.4134984,0.782022,1.2760953,1.7274332,1.8134658,0.7395342,0.82723504,1.4593968,0.53571814,1.6852727,0.5323696,0.7660751,1.040969,0.8832263
378,0.593644,1.0057534,10.940749,0.62822175,0.91731155,22.808317,1.2563708,0.70685196,0.58937716,0.6746644,0.7645805,0.8077062,0.47409523,2.6293147,74.49066,2.1651833,2.5061173,0.7025341,1.4251438,2.2006066,1.9483584,0.8273789,0.73300654,1.6776671,0.59612834,1.6057048,0.7128711,0.86475974,0.9244456,1.249486
379,0.5457722,0.9617643,10.559907,0.71851146,0.95019066,20.83916,1.3205175,0.6186757,0.647196,0.6522604,0.6256195,0.78000325,0.69056493,1.0312697,13.486158,1.5556417,1.1337163,0.63956743,8.878134,1.3480401,2.238664,1.1643353,1.0804428,1.3797756,0.8011119,11.448592,0.96478367,0.7161597,1.6054592,1.0484706
380,0.6818808,0.98597,4.984541,0.8553982,1.4619147,13.548003,1.0209516,0.7450361,0.7305895,0.67894053,0.63083965,0.8337138,0.7395436,1.0151445,10.908919,1.6913826,0.972683,0.6487381,6.136444,1.209536,1.9146886,1.1425712,0.92455906,0.79714763,0.70730716,28.656904,0.77548254,0.5419319,0.84232414,1.4773875
381,0.49542448,0.89813447,4.836357,0.5392335,1.2971106,28.870375,1.4168346,0.6125511,0.5160047,0.648406,0.71411043,0.8351883,0.837561,0.93955433,6.6830354,1.1112165,1.3256685,0.63713133,11.747058,1.226321,1.6933038,1.1927756,0.91847885,0.83105195,0.80094266,32.37415,0.79026663,0.67311645,0.86531955,1.5258917
382,0.53920704,0.78369296,5.7774925,0.6018108,1.4169315,21.25962,1.3476489,0.70534647,0.55104643,0.6925864,0.7015438,0.88766766,0.656102,1.2239319,14.013894,1.4867287,1.30725,0.6560922,21.720491,1.4954722,1.9405894,1.0674676,0.82020885,0.80515987,0.65330374,20.97873,0.72659385,0.5668948,0.7646519,1.6627778
383,0.55633485,0.9217069,3.066876,0.632622,1.3299569,28.147587,1.3758378,0.65361196,0.5767677,0.73787963,0.77284217,0.73923075,0.5620225,1.1471417,6.7396755,1.1132348,1.832637,0.6575371,21.602499,1.5506724,2.4450827,0.6906196,0.6239743,1.3446529,0.52896905,4.749113,0.6221136,0.8823657,0.6627784,2.897494
384,0.80914825,0.9117232,3.3106678,1.0167179,1.3659717,23.440718,0.93951356,0.7706973,0.64807355,0.73557323,0.5430525,1.749802,1.3814907,0.60456336,0.8487784,0.82012296,3.8828018,1.2481682,57.56694,1.1447588,2.4361572,0.659184,0.643643,1.750779,0.5007238,2.882601,0.6507583,0.9915651,0.6695095,3.8882976
385,0.6718136,0.6690385,3.0562637,0.69597745,1.5149597,12.074594,1.0732229,0.7282401,0.69806004,0.6617975,0.69994813,1.7873849,1.0302478,0.7896071,0.9503749,0.9766973,4.854724,1.1004846,98.84906,1.2195685,1.6418833,1.124326,1.2931348,1.6475209,1.0086894,27.338747,0.78688204,0.6414046,1.2723998,1.1552566
386,1.0781755,0.4439014,0.7859657,1.2952614,0.86027753,0.7754843,10.890878,0.5394443,1.8156275,0.43178213,0.58365464,2.03938,0.76037675,7.7940545,1.0657233,80.043465,0.6454865,0.7399393,1.1999552,0.89990807,0.75177926,2.2182896,1.7995499,0.465781,3.092115,1.5723823,1.9459734,0.5333339,2.5409255,0.3548325
387,0.83257693,0.57346964,1.0495654,1.310487,0.93438196,0.7969413,12.041289,0.65155673,1.09689,0.5031169,0.5409506,0.7713675,0.46740538,2.9562235,3.3421905,24.026823,0.88968134,0.529164,0.89916587,0.9077817,0.76952976,1.595854,1.0934507,0.6944567,1.9970905,2.4909623,1.1994219,0.5933324,1.6791822,0.41963068
388,0.8317505,0.61910474,0.8506423,0.94193363,1.044728,1.2777274,13.856331,0.6920692,0.6991683,0.6125002,0.44832298,1.0556586,0.51095665,1.7219036,1.7398137,4.3289404,0.96057045,0.6732192,1.1735578,0.82802963,1.5803367,0.694236,0.604279,0.7469043,0.6655644,0.85048664,0.7891578,0.9285921,1.0115973,1.6803441
389,0.8097285,0.63425785,1.0198002,1.7400842,0.90525776,1.2183437,17.168394,0.772194,0.72536457,0.6166899,0.46970138,0.9650769,0.58479834,1.3167298,1.6265386,2.913712,0.9679161,0.64653426,1.2870364,0.72309375,1.2912287,0.55515414,0.5519605,0.7304238,0.49697807,0.7252663,0.5248115,0.8502543,0.6212249,1.4029665
390,0.7533341,0.72164655,0.7832949,1.5064039,0.95718753,1.2540073,16.810629,0.7278653,0.6439123,0.81892633,0.73466116,1.2613897,1.346081,1.3787732,1.1468782,1.7958994,0.83435565,0.81774193,1.4136051,0.58657056,1.9414562,0.5825877,0.59020656,0.62195665,0.40778035,0.70273477,0.5701263,0.7615337,0.69341475,1.3284694
391,0.85400486,0.68912953,0.8867303,3.4090695,1.0608114,2.106544,17.382643,0.75059384,0.7118481,0.8614236,0.77738696,1.3311249,2.8320851,1.0561509,1.138486,1.8123432,0.9336918,0.7531359,1.9654342,0.59101063,2.946429,0.5814675,0.5621741,0.5511945,0.33033577,0.74763393,0.52334297,0.68292797,0.64338434,0.97537225
392,1.0350398,0.48937786,0.9631088,4.814867,0.6574472,1.0130509,24.182116,0.7344228,0.7893043,0.63896227,1.0774877,1.4649913,4.3071513,1.2263131,0.9148905,2.0297565,0.825439,1.0664068,1.3240033,0.6360147,1.5983323,0.42893285,0.5736258,0.41946378,0.22439593,0.69615,0.49620053,0.47890252,0.48469347,0.4720388
393,0.940953,0.5077617,0.98205197,5.0940847,0.6643046,1.0310661,16.787636,0.7619033,0.7884857,0.67730016,1.448526,1.5875438,7.4825044,1.4416773,0.96909916,2.3103642,0.9539671,1.0362792,1.2109342,0.69069725,2.5681295,0.52856344,0.6379619,0.42782128,0.2695409,0.69556737,0.56984085,0.49353346,0.53130215,0.47070783
394,0.95875704,0.4242264,0.9747344,12.868771,0.6534342,0.85478806,13.179552,0.7121721,0.7417429,0.7352988,1.6817443,1.7937928,10.758406,1.5530375,0.90361995,2.3655498,0.89395124,0.8820623,1.2924644,0.58309877,2.3053107,1.1223745,1.115722,0.36709276,0.5684986,0.54813576,0.95112634,0.5443755,0.70512164,0.35824794
395,1.1012629,0.41842604,0.94378054,18.449974,0.495543,0.7271725,11.796265,0.6709038,0.62439764,0.6412209,2.2739573,1.6883343,10.31014,1.7722471,0.91055715,4.9021997,0.7985123,0.9459535,1.3801286,0.63135755,5.596591,1.2425823,1.3393005,0.37225577,0.55089694,0.6713647,1.0559872,0.43989354,0.7685643,0.2781563
396,0.8349578,0.49968195,1.091425,10.673869,0.6869273,0.82614493,9.066313,0.8043119,0.7561251,0.74653006,1.8638271,1.495315,7.4966216,1.0680821,1.6348039,1.3993285,1.3393356,1.1307682,1.3562222,1.0296288,11.37914,1.0609229,1.0361911,0.45026097,0.5729955,0.877076,0.97428787,0.40623364,0.80830246,0.33463898
397,0.81207514,0.63199407,1.3137382,5.8462048,0.7945403,1.5946971,5.0854745,0.77805924,0.61167383,0.9721793,0.83139956,1.4304727,3.0601928,0.8788187,1.2433612,1.4105076,1.4935268,1.1421847,1.6138597,0.8586556,26.616316,1.0961642,0.87098104,1.0693327,0.5224776,1.248293,0.96480066,0.7198277,0.9072698,1.116037
398,0.6708772,0.84291226,1.1655728,2.459446,0.9471201,2.4131312,3.6729426,0.7147995,0.55061126,0.88834596,0.99897504,1.3623092,4.039789,0.8796169,1.6669867,1.3132578,1.263114,1.3759882,1.0983019,0.8859445,29.595636,1.0254031,0.71824026,1.1876724,0.52090085,1.0634855,0.81599027,0.9058638,0.78257835,1.699462
399,0.5300675,0.78093505,1.0788424,1.6114182,1.7205148,2.8375292,3.732213,0.55389273,0.5509235,0.65074587,0.53666884,1.0662174,0.56623465,1.8071847,4.329804,1.6108222,1.2656176,0.7352059,1.2224857,0.58786005,27.785051,1.0741084,0.6585178,1.257467,0.57394856,0.97694075,0.7908665,1.1190891,0.8093956,2.5791285
400,0.86805546,0.6160977,1.2672796,4.490498,0.7989956,5.8387136,3.091026,0.57809424,0.48719364,0.6169789,0.5047829,1.6363254,4.2365575,0.802067,1.394268,1.1946594,1.2242424,1.0274451,3.2007222,0.6808885,91.29046,3.1319373,1.0667706,1.1512573,0.5320851,4.4627647,0.9126055,0.8294364,1.8023221,1.6491516
401,0.89852214,0.643695,1.559937,5.0677357,0.97660923,4.473581,2.638857,0.55677176,0.53445613,0.6372582,0.57842773,1.8739766,4.643603,0.964949,1.1965978,1.1775149,1.1238604,1.3869568,2.0974061,0.6432633,71.105415,1.6381731,1.1800165,0.995736,0.40495005,13.414611,0.87660176,0.91256964,1.006182,2.1046999
402,1.0680375,0.5999571,1.820981,4.2264256,1.1230035,5.817344,2.2189107,0.54355484,0.4846718,0.57907194,0.42995796,2.0875692,5.187,0.8373468,1.1128582,1.2341521,1.1636792,1.3727441,4.435987,0.62719053,60.477425,1.4904993,1.2017344,1.1800234,0.49964517,28.419168,0.9155766,0.91214645,1.1857262,1.4664606
403,1.1086459,0.5426511,3.0186799,6.778452,0.77734447,6.181944,1.6477594,0.5404893,0.52400804,0.5097858,0.29078552,2.779319,1.6469228,0.7201236,0.8118516,0.8803453,1.5938506,1.8386526,10.117858,0.51203775,32.713333,1.7905797,1.8223821,0.53818357,0.68587834,74.826256,1.0867975,0.8939187,1.328879,0.88191867
404,1.0352166,0.6761993,4.0479665,3.1804183,0.88679194,6.785744,1.2546158,0.5421978,0.66476846,0.58985054,0.44314253,2.0159132,2.502607,0.7721803,1.131343,1.2004175,1.4373845,1.5580195,4.1407275,0.6827858,23.10481,1.493574,1.4703827,0.8719703,0.93375456,47.29385,1.0219842,0.89952135,1.3798101,1.0010654
405,1.2498317,0.56965435,6.3503165,1.949599,1.0473591,12.283272,0.86025655,0.49584812,0.7059775,0.5282108,0.26030982,2.5436444,0.83179027,0.7369273,0.75288963,1.2005879,1.6759415,1.6239794,4.985381,0.5375497,3.9111745,1.9271188,2.1079638,0.9265742,2.0537872,149.45262,1.4730664,0.9043712,1.6118841,0.7378067
406,1.1735587,0.582916,7.9192886,1.4484035,0.9549272,14.719604,0.79438114,0.4788565,0.8576488,0.52969944,0.2495135,1.6574649,0.50950515,0.8101863,1.1761159,2.4431434,2.158826,0.9584526,5.3042855,0.66435564,3.7324986,1.1542311,1.225186,2.4772875,1.4178187,95.7497,0.9699372,0.8199295,1.0860862,0.91654426
407,1.1423855,0.7822988,5.570973,1.588182,1.1130543,18.590376,0.8707651,0.54986024,0.85291255,0.5939585,0.3342484,1.6557021,0.57199544,1.0017619,1.2138879,1.8272865,1.4593782,1.1294079,2.013868,0.6416898,2.7086754,0.72846466,0.7803043,8.50118,0.91393024,15.654933,0.4904425,0.6614216,0.7755737,0.95508415
408,1.0641677,0.88170195,5.6489215,1.6641659,0.93996114,15.194992,0.8778801,0.64813507,0.76507974,0.60406655,0.4540568,1.3275087,0.9647655,0.99757963,1.3583391,1.3062483,1.4260447,1.5817093,1.4049412,0.81586945,2.0244336,0.6486123,1.0218532,6.063262,0.7874648,15.057701,0.5212151,0.66248494,0.8857836,1.0564121
409,1.2396811,1.1555029,6.145788,1.440446,0.9040773,13.303144,0.8449553,0.6215445,0.6945046,0.7019869,0.53592885,1.8573709,4.7521944,0.76405376,1.0147258,1.2540237,1.3625305,3.0628603,1.6556826,0.66455024,2.326488,0.4704034,0.67077875,14.775125,0.41463926,3.1848197,0.48837164,0.9963407,0.55034,2.0161586
410,0.88444585,1.5458493,3.154254,1.1866043,1.1968107,17.124763,1.1050196,0.7966951,0.6803025,0.8513621,0.7020872,1.2519997,0.82088506,1.2581607,1.8657494,1.2992281,1.4548447,1.5411443,0.9774114,1.0171133,1.1975085,0.44629407,0.65772474,6.990235,0.45781726,1.3206519,0.531614,1.1757584,0.5491448,1.4848588
411,0.6766748,1.5707655,3.5071592,0.85668117,0.81919646,19.530678,0.93419945,0.8016978,0.6908322,0.7816737,0.80968827,0.6811044,0.634083,1.63371,11.186227,1.7012514,1.3489228,1.0289828,0.79777265,2.2614272,1.8336058,0.74107575,1.180866,10.488091,0.5613447,3.1809285,0.5987178,0.71872854,0.92620784,0.92396504
412,0.733323,1.774542,4.1284103,0.7329749,0.8206222,21.199446,0.9913795,0.8456398,0.69336545,0.8201875,0.7332934,0.77399105,0.5105205,1.6949695,23.966036,2.0600321,2.0635204,1.0165197,0.7908814,3.3418875,1.2583323,0.53327256,0.82669663,2.6119306,0.43995216,1.1453907,0.56258774,0.8806951,0.7820323,1.0604349
413,0.7533817,2.149593,2.4153664,0.770776,0.9406735,24.612785,0.90217155,0.9615221,0.73009974,0.9707177,0.6536712,0.6806815,0.51820326,1.6951973,35.84211,2.1527672,1.795164,0.6790347,1.4426322,1.6184068,1.0695221,0.56724495,0.8588648,1.7697477,0.3944536,0.96599126,0.5324689,0.77017623,0.8104818,0.9435267
414,0.68928003,1.062648,5.4990373,1.1299484,0.8034247,20.408733,0.98365545,0.9348192,0.78606665,0.7890955,0.91140527,0.68787974,1.1218694,0.99321765,7.889232,2.8517241,1.2137735,0.8682615,0.7355416,1.7795773,2.2303696,1.5625596,3.467293,0.69634277,0.77781916,3.6622145,0.8985723,0.61044693,3.0256522,0.87175745
415,0.69920874,1.7144461,4.084349,0.8032403,0.8837148,28.134775,0.9866869,0.84337944,0.67790246,0.810086,0.87040913,0.6852776,0.7272592,1.8104821,25.52598,2.5093298,1.4995538,0.8570588,0.6605322,2.3036277,1.1630962,0.5969176,0.9908078,0.995782,0.40353188,1.1826929,0.51308,0.6932556,1.0670549,0.88890797
416,0.6103506,0.89261204,12.155822,0.80308574,1.023325,30.401947,1.2446666,0.7493502,0.57469213,0.62527776,0.62932676,0.8083882,0.54091406,1.338583,7.911304,1.4870515,1.4238111,1.100851,1.0554538,2.2901394,2.1888149,0.64590675,1.3586074,0.72647446,0.4460672,1.7777578,0.42909288,0.589593,1.5842624,0.8175727
417,0.6247536,0.9067883,19.094934,0.8286189,0.9125677,23.03802,1.3579338,0.72960675,0.56932646,0.6030699,0.6044789,0.9662544,0.72833556,1.4210043,5.2482166,1.4235889,1.5220126,0.9391836,1.2466601,0.9366863,1.8767508,0.52571213,0.97257864,2.286236,0.5100571,2.0357146,0.4924171,0.6438184,1.1180888,0.71695536
418,0.6863654,0.83341455,9.968302,0.7791445,1.0076054,24.794687,1.2725624,0.7218028,0.6526889,0.6120568,0.62527835,0.9944118,0.49027494,2.1115146,33.27316,2.141418,2.5332065,0.99852675,0.88282454,1.8374068,1.9628023,0.6355829,1.0144,0.92690486,0.45574835,1.112365,0.42193642,0.6978228,1.0725174,1.0786364
419,0.6245697,0.65662396,28.770458,0.78175247,0.7804204,18.918674,1.45614,0.6277689,0.55964357,0.54396963,0.68910813,0.9754137,0.5344935,1.7504725,25.951649,2.0617871,2.1150525,0.82221395,1.0776101,1.6786215,1.9314557,0.6507441,0.9365442,1.050657,0.57282317,3.9936428,0.5706962,0.6570627,1.0582588,0.7849249
420,0.6435571,0.6386721,30.397427,0.6837138,0.81849647,16.587519,1.4602275,0.63844323,0.57959783,0.5594476,0.577388,1.0080012,0.43352798,2.1405802,60.83459,2.5405405,3.510259,0.77456677,1.4147029,2.118515,1.9963032,0.6956459,1.0020477,0.9242163,0.57648504,3.100183,0.6187593,0.6790817,1.0651058,0.85797477
421,0.6718205,0.79051495,40.447006,0.8674397,0.8342478,7.174159,1.2099777,0.6737623,0.6837182,0.63145596,0.87531203,0.84996647,0.8071318,1.2386668,13.36721,1.6803812,1.1690658,0.6337695,4.1502695,1.4409604,2.439203,3.2705445,5.329705,0.87732375,1.5258147,13.883901,1.7742095,0.53396153,4.7542644,0.6370667
422,0.9611609,0.62009275,116.632416,1.0527654,0.9051032,1.9344766,0.93912053,0.80208653,0.8258132,0.6713853,0.41114846,0.9190023,0.39747,1.4402425,44.551003,2.7105346,2.9123263,0.6500821,3.2241554,1.386875,2.3628447,5.9471216,10.060419,0.70693725,2.1979976,10.910335,2.3720427,0.39896134,8.768658,0.45145312
423,0.7340707,0.73080885,59.341812,0.8842842,0.9000417,3.1801076,1.0757157,0.7826246,0.74803245,0.6681594,0.6730603,0.8162861,0.5817514,1.420606,25.59552,2.5903783,1.4737233,0.5939229,3.4296737,1.3774211,1.6897696,2.610438,2.2426407,0.7828219,1.3007879,118.55131,1.6289122,0.6648336,1.8555255,0.87831354
424,0.6706818,0.628615,15.669035,0.6647221,1.1991192,9.25142,1.129796,0.73889416,0.56740767,0.60955393,0.45857024,1.0094913,0.42936108,1.4235159,29.980738,2.6007538,3.6705368,0.7027102,3.3719575,1.5077658,1.281518,1.8122032,1.4290956,1.5965974,1.3111742,139.88766,1.123052,0.7332102,1.301479,1.1877476
425,0.5835757,0.6699432,15.255311,0.5895054,1.274851,12.781437,1.2539558,0.74607,0.56983376,0.6347747,0.69705415,0.8077036,0.73942304,0.9450951,6.42337,1.5198408,1.4196595,0.73304,15.076571,1.4842787,1.5589812,1.8683195,1.3900552,0.6369923,0.7807021,98.30986,0.9996669,0.5967364,1.0307713,1.2681756
426,0.55856633,0.8037567,4.209603,0.6316484,1.3395,27.453781,1.3068573,0.62461525,0.55678785,0.694903,0.5329366,0.9525857,0.52751493,1.0610582,8.050705,0.9711736,2.8317804,0.74682516,8.298434,1.0912827,1.8441262,1.0661384,0.9239392,0.97395223,0.92338955,25.845833,0.7987064,0.723875,0.9338255,1.7586486
427,0.644035,0.6135776,9.657118,0.50455993,1.3884828,12.813436,1.0898241,0.66872096,0.5861503,0.6077031,0.56371766,1.2256546,0.43119413,1.6584777,111.25761,1.9913996,7.1875367,0.77649057,3.8416114,1.7804598,1.4808239,1.1693051,1.2149514,2.471456,0.8861254,30.902334,0.6927411,0.6298316,1.0554143,1.2018249
428,0.8577619,1.1121442,6.750808,1.0048567,1.4659489,3.0183878,0.6518519,0.81313235,1.2365509,0.66811264,1.866122,0.9255564,1.1328754,1.1035471,8.263178,2.1003826,0.7466554,0.8267721,6.6000752,1.1830544,2.1098497,2.8032346,5.3670325,1.722243,3.0763896,18.588839,1.8308406,0.6940479,5.8957925,0.76876545
429,0.727556,0.9763068,2.8132865,0.8474797,2.5533814,11.962709,0.74313724,0.70233834,1.0368888,0.5386572,0.64762294,1.0003457,0.68607086,1.5466988,30.522518,3.1997495,1.1453867,0.6538528,21.408558,1.1358758,2.6864746,6.5559688,16.436811,0.5462352,2.0952935,7.054497,2.391392,0.3799132,12.1671505,0.4623335
430,0.6977242,0.62521565,2.6595724,0.78444433,2.5333047,15.111943,0.81170106,0.73574674,0.74425566,0.53585196,0.5017849,1.3042315,0.51007426,2.2563362,64.63281,1.765972,2.4982626,0.661185,18.041862,1.1631737,2.6939652,6.577824,16.528263,0.54470944,2.0882576,7.033848,2.3930364,0.37910497,12.229705,0.46248096
431,1.2585517,0.42591044,1.0954928,1.1640404,0.883211,0.7209018,11.724625,0.58133775,2.082792,0.42503455,0.45373565,3.6279297,0.68403727,2.9760468,0.5786872,18.67699,0.83229834,0.86735946,1.2638363,0.46287984,0.7984515,1.8881868,1.5240262,0.40802512,2.5027895,1.6039207,1.6019201,0.4872322,1.6519313,0.35987014
432,1.030465,0.45140702,0.81429946,1.2100015,0.8816772,0.8216763,11.439498,0.6241585,1.6383345,0.46868265,0.37717077,1.7231327,0.42054087,2.79478,0.79510176,51.051716,0.9746821,0.81097555,0.92487794,1.0969026,0.7815033,1.8102655,1.3828884,0.43828708,2.4541738,1.8595123,1.5604092,0.499226,1.6282101,0.35821515
433,0.88564515,0.4872613,1.2000118,2.4613614,0.67523324,0.7574371,21.526936,0.7304064,0.7858941,0.47399896,0.66654617,0.6760473,0.39455938,2.7189922,3.4672225,9.309821,1.0900118,0.46063593,1.2225571,1.1168791,0.9034921,1.2256515,1.396844,0.4333857,1.2484974,0.95718634,0.9908334,0.4216598,1.2874309,0.3236832
434,0.8633903,0.6036051,1.1677455,1.4653361,0.82993984,0.9017376,18.063728,0.81999266,0.79459006,0.6125996,0.7258879,0.68894964,0.3878686,3.7303295,3.291615,3.646926,1.0138456,0.5670762,1.011403,1.1251072,1.5606189,0.5423011,0.5477544,0.7315855,0.47319233,0.8045312,0.5537856,0.7104339,0.72452366,1.2344486
435,0.9115375,0.6496172,1.0452187,1.8797901,0.8391814,1.1791805,20.085354,0.8475076,0.7257953,0.623541,0.5834615,0.88135284,0.45336044,2.6789875,2.7250159,4.060762,0.99224526,0.6284787,1.034695,0.9363024,1.3380593,0.4974665,0.566761,0.6589354,0.36907426,0.770305,0.52413577,0.63594794,0.61994964,0.89156497
436,0.83282226,0.68397284,0.8926109,2.929236,0.8359971,1.0635463,17.17596,0.7209511,0.6815572,0.71497494,1.0579853,1.0950446,1.9489926,1.2820333,1.2368088,1.3147801,0.7083753,0.68665445,1.360246,0.5043056,3.7106874,0.6167619,0.61782104,0.56739867,0.32193232,0.8568845,0.56042296,0.6358601,0.65321666,0.85927254
437,0.8429035,0.6304401,1.05231,4.2533035,0.7550766,0.9376562,14.569943,0.84349877,0.6192667,0.817613,1.1888953,1.0369838,1.9098954,1.3162546,1.3060753,1.7511317,0.89324385,0.68504745,1.3778597,0.6631106,9.010544,0.793492,0.7432957,0.48608863,0.32955277,0.91731626,0.6377563,0.5889366,0.7481598,0.7396218
