,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
HES4,0.26879776,-0.3346447,-0.09800006,-0.24954332,0.32968754,-0.025739113,-0.25431606,0.084542364,0.34940514,0.02677124,-0.057651546,-0.24074873,0.26914522,-0.055904537,0.77598524,-0.025562039,-0.5258678,-0.18797131,0.22902401,-0.16790645
AGRN,0.24748877,-0.393738,-0.33744755,0.051933154,0.031562604,0.0008728139,0.1459852,-0.42533663,-0.06645745,0.20089056,0.030033361,0.07025672,-0.5669211,-0.25545767,0.08267156,-0.192813,-0.07110629,-0.016030941,-0.0037400194,0.02882908
TNFRSF4,-0.14956118,0.88908744,-1.1963809,-0.18621384,-0.86615086,-1.461051,-0.9882196,0.45966998,0.2630864,1.0331165,-0.9094666,-1.063128,-0.92861915,-0.6812682,-0.6148835,-0.050838053,1.1940589,1.5840119,-1.6934317,-0.21095856
SDF4,0.3477602,-0.3311087,0.050000068,-0.0137952585,-0.04377413,0.020466302,0.11295726,0.005259684,0.22168435,-0.097675055,-0.00016486661,0.31706607,0.40819237,-0.013652387,0.06872307,0.0043558567,0.1763422,-0.35994968,0.022783201,-0.05819996
MXRA8,0.48773956,-0.06909701,-2.3705027,0.18487388,0.28009397,-0.61610997,-0.31837526,-0.3068129,0.3317359,0.44116867,-0.045735803,0.2058006,0.09284641,-0.41810757,0.6840927,-0.99445474,0.50057405,0.034901656,-0.32540354,0.5468917
AURKAIP1,-0.1261151,0.10296877,-0.54785854,0.043399327,0.0006619894,-0.02768312,0.23490025,-0.1286548,-0.39254194,0.07411315,0.06873397,-0.22543027,-0.9242677,0.0030729752,-0.7131449,0.012960102,-0.12243593,-0.045516465,-0.063239366,0.11600459
CCNL2,-0.035433505,0.04192242,-0.07567887,-0.09764648,0.067695275,0.15978381,-0.066864446,-0.5028433,0.0466759,-0.16213223,-0.0043034153,-0.8224143,-1.0926512,0.023059951,0.073873855,0.061388917,-0.10732593,-0.06211622,-0.040641405,-0.17133154
MRPL20,0.21133144,0.088728346,-0.043897428,0.13751182,-0.07602066,-0.018279988,-0.22561975,0.11050745,-0.018815137,-0.13469583,-0.0065792305,-1.0257944,-0.37332964,-0.012120691,0.07077044,0.008600433,0.34639996,0.05518808,0.14482991,-0.04423236
VWA1,0.5107252,-0.2864831,-0.055950012,0.25727236,0.31908414,-0.13174629,0.21984977,-0.31577653,-0.09186909,-0.2991221,0.062497657,0.16723329,0.06049503,-0.18022609,0.35648265,-0.005096978,0.13539243,-0.6700256,0.27802554,-0.09815546
SSU72,-1.1856387,0.15013207,-0.000609078,-0.00046120537,-0.06932665,0.0122126015,0.06089,0.01997392,0.23609602,-0.11948101,-0.01135608,0.053819217,-0.65418655,0.009619555,-0.26746562,0.012219761,0.53761524,0.0012467792,-0.96533304,-0.4484289
GNB1,0.08233017,-0.011366553,-0.00093330664,0.009848028,-0.0025040873,-0.0074230614,-0.0054191323,0.0059902994,0.016845826,-0.031223109,-0.0030955498,0.1775199,-0.64972216,-0.0024813816,-0.020699538,0.0017077917,0.30616817,-0.017223414,0.019862343,-0.019784397
FAAP20,-0.7909565,0.4453086,-0.26730838,-0.18316357,0.22258547,0.09954978,0.09062977,-0.4419087,-0.26292363,0.114019156,0.26466233,-1.5264335,-0.9278136,0.31591672,-0.083614625,-0.26114956,-1.9735457,0.24137868,-0.884673,0.6802663
RER1,-0.42535678,0.022038238,-0.057308376,-0.13417551,0.022512048,0.0049092714,0.19673602,-0.08554861,0.027473297,0.00067400816,-0.004074066,-0.2786269,-0.06327489,-0.0018097681,-0.2157032,0.008789656,0.013548558,0.020092482,-0.032325298,-0.018501094
TNFRSF14,-0.02994812,0.021941617,0.22460888,0.084019974,-0.15939833,0.13213973,-0.044320937,-0.24045122,-0.13145939,-0.5509029,-0.03790926,-0.2416316,0.21549699,0.010341122,-0.0046534436,0.1530845,-0.32175303,-0.3350963,0.12514673,-0.58740515
CAMTA1,-0.48532414,0.43834406,-1.0223452,-1.0754728,0.23441699,0.18336977,0.5492148,-0.63574356,-0.33044937,0.39069808,0.36810225,-1.4001204,-1.5839094,-0.48236555,0.3368552,0.3663081,-0.42410204,0.5106882,-1.5551482,0.67035097
VAMP3,-0.096819535,0.3589796,-0.24107656,0.12009152,0.5871335,0.012830367,-0.772052,-0.9278162,-0.06551379,0.4921373,-0.4921453,-0.24503486,-0.050877985,0.061317492,-0.4374631,-1.2310176,-1.229775,0.54242086,-1.3266786,0.6753816
PARK7,0.22531149,0.02063034,-0.022213502,0.01769899,-0.0032482904,-0.02180276,-0.16681547,0.11311247,-0.014094914,0.05013074,-0.0725512,0.2315776,0.37930024,-0.006103659,-0.13348147,-0.021408405,0.3193796,-0.022709323,0.14003335,-0.15348116
RERE,-0.086722285,-0.033971358,-0.018700717,0.1890827,0.018982194,0.050131407,-0.20112765,-0.118664786,-0.3049947,-0.006982454,0.01050735,0.07208339,-0.5424006,-0.008564675,-0.16299413,0.072842166,-0.64139366,0.12440265,-0.26379836,-0.04486831
CLSTN1,0.18762812,-0.023101026,-0.024268584,0.057468534,-0.010216626,-0.0231017,-0.03622419,0.057253275,0.08117547,-0.007931216,-0.0032365622,-0.015182718,0.1832225,-0.002271718,-0.111864515,0.0041683237,0.29133734,-0.05660611,0.030046014,-0.03497534
RBP7,-0.73028696,-0.42122638,-0.9425291,0.33413818,0.3268522,-0.67024666,0.56009275,-0.17168404,0.1141457,0.6368998,-0.3771158,0.00059943995,-0.26982182,-1.6675735,0.5350568,-0.32336873,0.20675072,-0.80552906,0.27456507,0.85994226
PLOD1,0.2143477,-0.1634615,-0.17295125,0.111839585,-0.015474627,-0.014257911,0.27752042,-0.051959816,-0.061411638,0.040977348,0.023932284,-1.0526693,-0.16518082,-0.009221017,0.2572521,-0.012651557,0.07955595,-0.0876453,0.1867895,-0.033094455
DHRS3,-1.476829,-0.2565081,0.1638301,0.07900975,0.23566644,0.06679847,0.5058835,-0.33613986,-0.14971775,-0.2990597,0.5196917,-1.4749895,-0.5267623,0.03036553,-1.0189074,0.14241439,-0.2545639,-0.33512843,0.21918964,0.038016487
SZRD1,0.079127945,0.07640327,-0.05599742,0.02258942,-0.01599199,0.014739429,-0.0060644504,-0.48026752,0.02779576,0.0068348036,-0.009540484,-0.0064747846,-0.24664398,0.017458767,0.27871153,0.021096159,0.12276319,-0.0766907,-0.502786,-0.13589752
SDHB,-0.59982914,0.1701833,-1.7773131,-1.1405684,0.31731352,0.42352355,0.31062827,-0.17729746,-0.26063368,0.5903728,0.20136443,-0.7185826,-0.6604636,-0.30785903,0.36016297,-0.20814995,-1.6059613,0.46657026,0.32746443,0.42638844
AKR7A2,-0.65136343,0.12532826,-0.40656337,-1.7522708,1.0243826,0.28138578,0.50865006,-0.22312652,-2.4445994,0.40866274,0.38186055,-1.1710404,-0.0068017817,0.24930836,-1.7779944,-0.2971375,-1.1473682,0.2614542,-0.31035832,1.435383
CAPZB,-0.43875688,-0.021285603,0.17329726,0.07138559,-0.028795904,0.016166043,-0.11826754,-0.3319489,0.3927769,-0.060404204,-0.04798236,-0.9126693,-0.18155843,0.0038776917,0.48939297,0.07009982,0.0085217785,-0.12297119,-0.07938753,-0.14650188
MICOS10,0.121582665,0.02095506,0.12980524,-0.35826892,-0.045628153,-0.04168795,-0.091395184,0.2798955,-0.16212966,0.060779724,-0.0339233,0.2624098,0.14361174,0.036694907,-0.7654262,-0.019417765,0.2777895,0.21498252,-0.5299215,-0.071461916
RNF186,0.51560277,0.893963,-0.366304,-2.1343036,0.95809096,0.45238337,-2.2308772,0.5259548,-1.2272191,0.00684587,-1.7971997,-1.0361423,-0.4202099,-0.06103836,-0.1431584,0.36764258,-0.48119453,0.9485415,-0.028529972,0.54607105
CAMK2N1,0.051693235,-0.31770876,-0.045827564,0.034316503,0.07587419,0.0065416154,0.05671956,-0.063772984,0.010239592,-0.10876111,0.011660563,0.35729808,0.1603162,-0.0048802355,0.28851137,-0.069540545,-0.78105164,-0.10639366,0.10193646,-0.054952364
PINK1,-0.2597607,0.049548246,-0.3468227,-0.13409366,0.0915953,-0.104200475,0.08354478,-0.2950421,0.35158,0.42463005,-0.018584175,-0.744989,-0.61798,0.016446793,0.48543525,-0.19666867,-0.011181699,0.29900315,-0.055694662,0.09604934
DDOST,-2.2902706,0.13493818,0.10784436,-1.2487936,0.0460112,0.013445531,0.2136183,-0.07105357,-0.14890791,0.21390589,0.19326161,-0.2057611,-1.2782989,-0.020565784,0.46674314,-0.100425355,-1.2509538,0.31725243,-0.45733395,0.13236171
HP1BP3,0.09113662,-0.014238849,0.03750898,-0.07852147,0.02710806,-0.019250358,-0.042364005,-0.09950414,0.2818542,-0.06709102,-0.013934034,-0.010685945,0.096444644,0.0016715154,-0.17422089,0.027302299,0.22089723,-0.01494905,-0.009221891,-0.2292713
ECE1,-0.06744151,0.03165181,0.049347717,-0.008798673,-0.0008292115,-0.043052383,-0.015528422,0.0063535096,0.025095563,0.013360695,-0.008463395,-0.09321067,-0.2809755,0.00020620774,0.03864603,0.005677652,0.16116917,-0.007028349,-0.20197788,-0.05190836
ALPL,-1.3469903,-2.1863594,-0.45770717,0.44274074,0.69051385,1.0660638,1.5030227,-2.126496,-1.8808552,-0.15021573,1.5895299,-1.1420037,0.5615432,-0.0459764,-1.2240064,0.16973983,-1.5872029,-1.8605899,-1.3141053,0.55594367
CDC42,0.32155037,-0.13388075,0.051072795,0.038989525,-0.045438867,-0.013753346,-0.053612746,0.09891553,0.1114272,-0.14819297,-0.019114075,0.22612575,0.25386736,-0.019013932,0.14130428,-0.003750725,0.21466795,-0.2358928,0.13217354,-0.15133582
C1QA,0.19604346,0.06304611,0.4578903,0.015970996,-0.29154503,0.117461376,-0.6513478,-0.21965761,0.30118817,-0.57928604,-0.28899503,0.17741616,0.21919332,0.29844123,0.20315422,0.38607693,0.0038101461,-0.92443454,-0.21484077,-0.9892131
C1QC,0.15197298,0.21164064,0.55799454,-0.059981223,-0.18619981,0.26668814,-0.65266037,-0.6425521,0.1953919,-0.38819465,-0.35444772,0.10771697,0.17536345,0.39013103,0.23462667,0.51662946,-0.4467815,-0.41094735,-0.5955646,-0.9382832
C1QB,0.09534664,0.2539279,0.5632617,-0.11554567,-0.21461047,0.25220695,-0.6960499,-0.18630517,0.14513381,-0.48663685,-0.4005499,0.19829655,0.35973915,0.3643086,-0.10183003,0.50713706,-0.012659075,-0.5086749,-0.37954187,-0.9907117
TCEA3,0.13555022,0.057769995,-0.31757253,0.037150513,-0.011371099,0.07291858,-0.2038962,0.08877906,-0.68355274,-0.2691796,0.044312134,-0.29333538,-0.38058722,-0.022569574,-0.18897028,0.01431468,-0.1321492,-0.20146294,0.22864507,-0.024153778
FUCA1,-0.13143703,0.38497245,-0.3539494,-0.8557139,0.69972175,0.302361,-0.08803002,-0.2524102,-1.1880943,0.2653013,-0.3185163,0.94970965,-0.79499245,0.15954794,-1.4051191,-0.536257,-0.49198782,0.88310283,-1.657432,0.21190408
CLIC4,-0.07824074,-0.21538916,-0.013601407,0.07313712,-0.04966308,-0.050920147,0.048316013,0.2334581,0.16432804,0.022104489,-0.00843951,0.29290646,0.48738948,-0.05602722,0.20280486,-0.033870623,0.1908483,-0.15728045,0.08243661,-0.1283456
SYF2,-0.4444283,0.4856923,-0.023227466,-0.374941,0.060563184,0.049029842,-0.5245936,0.029117107,-0.4649596,0.20760459,-0.6324334,-0.02611136,-0.019858114,0.09215983,-1.2573745,-0.14850362,-1.5989279,0.4511379,-0.048850626,0.695312
TMEM50A,-0.5978411,0.119214214,0.26219663,-0.79112464,-0.04937398,-0.038818832,0.14889754,-0.12011145,0.4637984,-0.021206932,-0.030858388,-0.35841435,-0.10456993,0.009002851,0.14088245,-0.02838164,0.18204719,-0.06962924,-0.09148496,-0.04377443
SH3BGRL3,0.3909851,0.097526416,0.2889319,-0.054012112,-0.21784464,0.025598101,-0.27383366,-0.11627914,0.1745615,-0.3181001,-0.10301267,-0.017789874,0.27006224,0.07336086,0.24725747,0.210475,0.1926282,-0.45558062,-0.553576,-0.49200052
CD52,-1.4322755,1.7342235,0.65615547,-2.3050067,0.08770623,0.7440744,-2.2601657,-1.6212833,0.5868125,-1.9360896,-1.7609302,0.077677056,-1.6713593,1.5697826,-0.0044191885,0.6944984,-0.92455596,0.34953704,-0.9078614,-0.35881773
HMGN2,0.4702555,-0.037114456,0.17085792,-0.16912672,0.009808329,-0.0037043565,-0.08289111,0.110754065,0.013330134,-0.1794444,-0.03160489,0.14885302,0.28570527,0.0062235855,0.0996093,0.0017634152,0.29849604,-0.12200712,0.002473528,-0.17250326
NUDC,-0.2486222,0.04272988,0.029641328,-0.014068787,-0.008016059,-0.04344951,-0.097846575,0.16064392,-0.03562082,0.05118168,-0.010483281,0.21490707,-0.56593996,0.0012923836,-0.8724756,-0.0822501,0.15721522,0.058502056,-0.006098428,0.015777437
FCN3,-1.0613977,-2.4487994,0.30298674,0.96224785,0.7011564,0.13294716,1.3357888,-2.587252,-1.120829,0.33344138,1.1931441,-0.3311582,0.68327576,-0.7372271,-1.344899,0.1379128,-0.0720358,-2.2859964,-0.42453653,0.95110357
WASF2,0.038953573,0.12121453,-0.2796887,-0.2828238,0.11140405,-0.124730945,0.07085754,0.34813732,0.058653202,0.02081182,-0.004181145,-0.86534595,-1.3603748,-0.13609742,-0.33717757,0.07791429,0.8923528,0.12828773,0.062140793,-0.90984994
ATP5IF1,0.22237873,-0.019124838,-0.005517619,0.004011826,0.027825797,0.0022889145,0.042017754,0.025035312,-0.012894747,-0.070848234,0.0021046458,0.03029822,0.22683024,-0.0016890004,0.068226315,-0.015717506,-0.1291031,-0.026079753,-0.10762339,-0.018746244
LAPTM5,0.029646132,0.18253753,0.41584325,-0.017191023,-0.2687186,0.17028521,-0.44832796,-0.04510384,0.28705776,-0.7031394,-0.16739921,-0.036542524,0.38500726,0.29423457,-0.3389172,0.42329186,0.16294302,-0.6426273,-0.054171268,-1.0167328
SERINC2,0.27661315,0.27186283,-0.3834537,-1.382804,0.19937752,-0.101995,0.42427722,-0.0006245916,-1.2455415,0.60848594,0.5146126,-0.5857501,-1.5103115,-0.22275765,-1.6315988,-1.1416388,-0.11026601,0.5720593,0.17536838,0.47622684
TINAGL1,-0.07075698,-0.42953977,0.0266487,0.30263162,0.0024716712,-0.026740728,0.05752567,-0.004517506,0.30599046,-0.022832004,0.007261303,0.17827693,0.17089427,-0.020123234,0.575897,-0.01395938,0.00097114727,-0.6142756,0.023182532,-0.12366271
PTP4A2,-0.5556723,0.2825338,0.26001295,-0.07632608,-0.124930024,-0.00023110461,-0.33946916,0.211725,0.06554107,0.12672022,-0.08053324,-0.006173281,0.013495591,0.010736319,0.05622499,-0.03658289,0.4489223,0.0125446515,-0.26055568,-0.24385563
KHDRBS1,0.14402527,-0.049449105,0.061919227,-0.03369752,-0.010285523,-0.010371887,-0.11349241,0.06783173,0.06259404,-0.018251179,-0.09420646,0.3942719,-0.01452562,-0.0013332145,0.03071242,0.02881897,0.3008518,-0.020426596,0.0073033427,-0.16693307
EIF3I,-0.33012488,0.038066987,0.051437847,-0.41127667,-0.0046912488,-0.0011421323,0.06935515,-0.065949336,0.15723929,-0.054644585,0.005064763,0.3253524,0.31212595,-3.896485e-05,-0.4717442,-0.031512327,-0.34312966,-0.011121934,-0.019528346,-0.013280731
MARCKSL1,-0.38455442,0.39229184,-0.9469072,0.1841183,0.42510116,-0.15919197,-0.5374788,0.21154253,0.62315106,-0.1397558,-0.40803412,-0.8341724,-0.98622864,-0.3539599,0.52208227,-0.6657903,0.5936754,0.61913204,-0.043416623,-0.27978706
RBBP4,-0.6572906,-0.017928327,0.10121089,0.03743933,0.009483518,-0.02296664,-0.07403973,0.030659553,-0.17128251,-0.11622104,0.012046959,-0.08151608,-0.7957043,0.014735941,-0.79230165,0.0023497043,-1.7348937,0.10425362,0.20999461,0.0614924
AK2,0.14782026,-0.038278792,0.008454379,0.046861973,0.022238314,-0.016844047,-0.23226298,0.049401786,-0.9527607,0.089435466,-0.016803147,0.23110278,-0.3471476,-0.009156439,-0.10600839,-0.024330974,0.18220375,0.003708931,0.0119385235,0.0043719173
PHC2,-0.27560055,-0.08504461,0.009718339,0.01106526,-0.005721816,0.0012326535,-0.04485334,0.019917158,0.05958601,0.04224975,-0.018944187,0.09895618,-0.39560935,-0.0008163323,0.23904626,-0.00018500877,0.1707533,-0.027210088,0.0065637995,-0.08925455
GJA4,-0.8950599,-1.216786,-0.824071,0.25551498,1.0727384,-0.28942686,-0.3551979,-0.29215175,0.3902263,0.11996313,-0.2903513,-0.1965473,0.6367201,-1.0853554,-0.32335955,0.25472733,0.00648926,0.054957002,-0.1484228,1.0777062
TMEM35B,-1.0430378,0.42517915,0.522285,-0.5916262,-0.30269825,0.31490764,-0.7352377,-0.27705166,0.04610826,0.16107199,-0.33876753,-1.5654668,-0.08813548,0.105465144,0.310357,-0.5053084,0.057773367,0.70134985,0.15847741,0.0013236825
SFPQ,0.24145944,0.006198891,0.14540629,0.07130263,-0.0892219,0.0063938806,-0.07860718,-0.23588313,0.27629054,-0.052928153,0.0036606598,0.32970926,-0.98571837,0.030239688,0.03672915,0.01927838,0.0929974,0.062492654,-0.773825,-0.32160354
PSMB2,-0.38534495,0.356615,0.0071472214,-0.55496883,-0.0036140298,0.10090424,-0.2220008,0.041996587,-0.31887174,0.07449488,-0.09117069,-1.0185274,-0.033128858,0.10065345,-1.138366,0.030074548,-0.3811528,0.29506996,-1.1602901,0.16985379
EVA1B,-1.149344,0.37530538,-0.15781048,0.16220269,0.49225092,-0.314932,-0.21263364,-0.37715518,0.24701536,-0.2510714,-0.56465995,-0.69700557,-0.23474604,0.22331914,0.35569063,-0.035853248,-0.09955468,0.19597952,-0.12890565,0.17783734
NDUFS5,0.4149801,-0.030148156,-0.0066644237,0.065814644,-0.024526108,-0.07297603,-0.030879537,0.10192346,0.02591526,0.015637508,-0.022898225,0.18163662,0.2767602,-0.013906621,0.2828037,-0.017129064,0.20776875,-0.05509876,-0.013493852,-0.08597502
PABPC4,-0.44641998,0.27987534,0.10023674,-0.52438354,-0.030239007,-0.014562312,-0.076696455,0.13607077,0.3221461,-0.27999544,-0.4838749,-0.25053704,-0.98330003,0.032327693,-0.05393476,0.01878465,0.33812883,0.07399302,-0.15337116,-0.041315038
HEYL,-0.23608612,-0.068462096,-0.04876615,0.20417584,0.31250638,-0.2784445,-0.26298317,0.2959132,0.24427238,-0.5228779,-0.15904441,0.0038618436,0.16777796,-0.041220624,0.39453903,-0.022526285,-0.21782982,-0.1621574,0.01779315,-0.28009573
CAP1,-0.26722196,-0.059260357,0.20912227,0.053096537,-0.076882884,-0.015010197,-0.11715195,0.1376299,0.28934476,-0.08426906,-0.032891843,0.09774655,0.1589943,0.0005128937,0.3439403,0.020081097,-0.14965108,-0.033325627,0.10969733,-0.39104104
PPT1,-0.53434396,0.13447207,-0.2637171,0.13427721,-0.4096416,-0.031202566,0.12576306,-0.10934039,-0.63437456,0.26254112,0.13437651,-0.48787835,-1.8976177,0.012320291,-0.5939401,0.069374576,-0.42384344,0.3669376,-0.025167117,0.12097097
CITED4,-0.6963781,0.7008602,-2.108366,-0.5262735,0.20651072,0.3258915,-0.4205546,0.418414,-0.39765435,0.6815493,-0.11776317,-0.0014441649,-1.5442294,-0.5040338,-1.3754455,-0.69276696,0.0118717365,0.94803435,-0.91708964,1.1818117
PPCS,-1.5365014,0.8560624,-0.28276125,0.121828675,-0.030354336,0.6535696,0.36642003,-0.28279567,-1.3540678,0.36947623,-0.42205098,-1.5253816,-0.6850549,0.3721894,-1.3103559,-0.1442903,-1.4814433,0.79322207,-1.0798292,0.98002017
YBX1,0.6450472,-0.054286733,0.0010344276,-0.12815136,0.015363583,-0.0949274,-0.13994977,0.21516262,0.06312437,0.0028653708,-0.30074775,0.54039127,-0.2645363,-0.03811909,0.15366414,-0.03506219,0.24475649,0.14656785,0.13537946,-0.120664574
SLC2A1,0.5391942,-0.042236473,-0.35593912,-0.11432996,-0.14141344,-0.000845514,-0.313296,0.38738415,-0.18752229,0.37655732,-0.016491683,0.08858554,0.51519144,-0.03242795,0.22669813,0.00055012124,0.104827516,0.23279987,0.04152084,-0.24021965
HYI,-0.24882813,0.057800174,-0.27660006,-0.14284304,0.019309612,0.23502223,-0.002882662,-0.3388302,-0.5684735,0.32328367,-0.027033756,-0.7041788,-0.34830797,-0.007800317,0.21826696,0.021667706,-1.1348706,0.14034733,-0.4431322,0.65981674
PTPRF,0.18835023,0.7643076,-1.6958851,-0.7740176,-0.04190307,0.5662263,0.226323,-0.05098756,-1.2224466,0.16073203,0.8291385,-1.170693,-0.06356178,-0.1264965,-1.4573272,-0.099783875,0.1724522,0.42465904,-0.16584308,0.21118481
ATP6V0B,0.07452246,-0.0113071,0.07922816,-0.055400748,-0.07985126,0.012725056,-0.08451747,-0.06277525,0.15381975,0.009393471,0.015603469,-1.2102666,-0.1658107,0.010046714,0.23320171,0.012098418,-0.07320271,-0.04829987,-0.01636809,-0.028372193
ERI3,-0.38106313,0.7143856,-0.2827151,-1.7819347,-0.2299146,0.12214826,0.33917704,0.53433806,-1.5435184,0.29920602,0.17066014,-1.4440598,-0.5373712,0.1454967,-1.8073653,-0.382501,0.21159883,0.22775932,-0.43317312,0.88930726
UROD,-2.3778145,0.100932345,-0.08236927,-0.71566814,0.2521036,0.043025613,0.22143647,0.3304879,-0.3294381,-0.17568173,0.26048145,-0.22196282,-0.9467777,0.21729264,0.16881023,-0.58429664,-1.0988762,-0.09077958,0.04555513,-0.086148
PRDX1,0.29201823,0.049679052,0.056432873,-0.17020023,-0.06347803,-0.01772743,-0.15422447,0.13129069,0.036091547,0.04284871,-0.06426477,-0.03761806,0.18956578,0.00093389896,-0.13540639,0.018580493,0.00033903233,0.031149147,-0.20544486,-0.06939618
AKR1A1,-0.2492285,-0.09459685,0.063667476,0.010711421,-0.01350071,0.099589154,0.32741368,-0.07816544,-0.3576591,-0.22415246,0.07313351,-0.30999377,-0.03592643,-0.004772095,-0.18268503,0.06634547,-0.39178804,-0.36958614,-0.48638692,0.2352477
LRRC41,-0.13359383,0.15608004,-0.6835234,0.06193842,-0.00026730722,-0.3455216,0.049670402,-0.17887333,-0.0925357,0.14803696,0.027666152,-0.96686816,-0.07144897,0.0021110356,0.45933807,-0.43220383,0.25028482,-0.03141105,0.33730122,-0.043273207
UQCRH,-0.03691909,0.10436076,-0.06472657,-0.30307552,0.035593573,-0.0024363454,-0.24365745,0.09341907,-0.5889044,0.13048507,-0.03975458,0.32648697,-0.1731106,0.017447643,-1.0885184,-0.041849088,-0.10250505,-0.004407223,-0.17412618,0.017000193
CYP4A11,-0.67366344,-2.3622882,0.30247098,0.5542474,0.30070022,0.8742663,1.6868799,-2.4546175,-2.2120497,-1.536033,1.4713125,-1.222094,-1.9572842,-1.1050087,-1.3869195,-0.0064470368,-2.1260986,-2.3339858,0.09935566,1.078104
PDZK1IP1,0.121911556,-0.58335197,-0.013205459,0.11873353,-0.31041652,-0.0033673253,0.32044163,0.11772843,-0.06400468,0.023767164,0.11624991,0.17069456,0.18178174,-0.12359415,-0.017624673,-0.028493125,-0.006954248,-0.36311573,0.099762805,-0.21225171
CMPK1,-0.0052817296,0.19428462,0.0679616,-0.14621557,0.022762582,-0.053990893,0.116798595,-0.7797577,-0.16395472,-0.018038757,0.009908942,0.29518405,-0.7159679,0.0013542273,-0.26914892,-0.0030227886,-0.4019076,0.113278896,-0.049833354,-0.10820241
TRABD2B,0.37637898,-0.2886675,-2.008491,0.053335354,-0.2454888,0.44119203,-0.13774171,-0.13973436,-0.25393915,0.5096133,0.2712806,0.31464472,-0.44189173,0.09919076,-1.2933581,-0.14112355,-0.09582314,0.22239794,-0.25990063,0.4635466
RNF11,-0.31773576,0.401354,-0.28853825,-0.17107782,0.40537724,0.09949319,-0.09905653,-0.35560992,-0.8109502,-0.049238004,0.025207298,0.5036542,-0.4276862,0.24499352,-0.23100774,-1.6334559,-1.2852467,0.10052052,-0.16361892,0.2311815
ECHDC2,-2.0485816,0.3867205,0.15868771,-0.0059597692,0.28108606,0.2928142,0.34064496,-1.1041675,-0.80119467,0.031966,0.39419332,-0.6139876,-0.28257325,-0.113051824,-0.15081209,0.4941159,-0.9308803,0.47655454,-1.1914994,0.14148958
SCP2,-0.12553209,-0.24421383,0.031829387,0.01174373,-0.0069869137,0.009222672,0.20654376,0.0025582511,-0.072970964,-0.12317296,0.007902766,0.45708966,0.21870868,-0.008073183,-1.0648516,0.0147076165,-0.038496204,-0.20661259,-0.89955586,-0.017569931
CZIB,-1.9477308,0.2631721,-2.107037,-0.29522893,0.25376552,0.33434182,0.21405815,-0.37079778,0.0003676725,0.6195128,0.19501886,-1.4143,-0.6371163,-0.033952624,-0.49870193,-0.32277757,0.056920353,0.23989524,-0.38474116,0.94781417
TMEM59,-0.072383046,-0.08269954,0.0032268495,-4.5485565e-05,-0.00911392,-0.0113017075,0.03957349,0.1182494,0.050363023,0.0030502905,-0.0055328677,0.058994893,0.1171159,-0.0049966495,-0.047364358,-0.008241857,0.2039206,-0.071417965,0.022193562,-0.02064
MRPL37,-0.4136379,0.31021088,-0.32010153,-2.113125,0.4863265,-0.28020796,0.22612089,0.7050554,-0.046838075,-0.010717779,-0.74196315,-1.3271787,-0.12768696,-0.20903203,0.020192744,-0.1610668,-0.088725284,-0.5004633,0.72234154,0.83413917
PLPP3,0.20687483,-0.41909704,0.0875653,0.005293273,0.094743624,-0.018547729,0.19067338,-0.049258184,-0.23345023,-0.39133203,0.016544139,0.29348195,0.29356492,-0.0504077,0.08292939,-0.014663229,-0.2108795,-0.74886686,0.20276542,-0.06561662
JUN,0.2710564,-0.59306085,-0.049049597,0.29138786,-0.17074154,-0.03462053,-0.16851957,0.111594625,0.1627587,0.2649301,-0.013832729,0.40259522,0.18891202,-0.1417466,0.14292322,0.022891544,0.23305105,-0.15286097,-0.15263678,-0.22337614
CYP2J2,-0.9968104,-0.4659924,0.30085066,-0.33445436,0.003274205,0.5960524,0.7793229,-0.2965288,-0.62191314,-0.19840412,0.5407144,-0.99136007,-0.05273004,0.19154404,-1.5416219,0.34374902,0.17560399,-0.58056253,-0.8853945,0.4104481
NFIA,0.60155666,-0.41811028,-0.2583529,0.316156,-0.27417937,-0.20237325,0.33607146,0.0045990613,-0.012613513,0.053801477,0.1711979,0.28211373,-0.014434484,-0.37265652,0.16063738,-0.3101268,0.30052888,-0.29779986,0.506675,-0.21689919
PGM1,-0.64730394,0.82890916,0.032227945,-0.74537146,0.21194425,-1.1237978,-0.0705542,0.43515995,-1.851066,0.7733288,-0.8753273,-1.2934211,0.3814137,-1.2355918,-1.064862,-0.46022165,-0.22569849,1.2180052,0.06936611,0.52611333
JAK1,-0.08840387,-0.03275962,-0.08470927,0.07605967,0.08034822,-0.15658763,-0.078168005,-0.039353944,0.0785364,0.054435957,-0.02181487,-0.7482178,0.4688421,-0.0052908915,-0.2605427,-0.05176501,0.22545302,0.10166433,0.06796465,-0.0551919
AK4,0.16139132,-0.11194796,0.009651963,0.022913057,-0.09167488,-0.079037346,0.21584575,0.0013347227,-0.08970332,0.210123,0.0030060783,0.20961761,0.19329792,-0.071016505,-0.31439915,0.00545731,-0.053198077,0.03231828,-0.0122843785,-0.029021885
