,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 8
875,0.6593759,1.7946426,0.9303261,5.5358706,1.2176154,1.2851406,0.67881405,0.6537704,2.2535222,0.7155294,0.76394635,1.1263404,0.9624794,0.7675678,12.522924,0.56047845,0.38883302,3.4547098,26.791183,6.2781315,27.287128,0.8357794
876,0.9202417,1.6564286,1.2038988,1.7980809,1.1208019,1.3975713,1.0017359,0.7723734,9.885132,0.7929928,0.8503802,1.5413738,1.2134533,0.7353299,12.18469,0.7753318,0.51292133,1.4166012,63.97089,7.3728046,2.7879822,2.7657924
877,1.120067,3.0460687,0.53480417,1.0301257,0.7442244,0.73290676,1.0678538,0.6541287,5.048189,0.8311856,0.76835036,1.4846497,1.2102233,0.7520018,17.171213,0.73749447,0.49013564,1.8703368,66.644104,8.177142,2.2027583,12.7112255
878,1.1029286,3.9936447,0.48993087,1.3186796,0.81614685,0.72368443,1.0864437,0.62214226,5.8768387,0.8213144,0.68169904,1.4564131,1.2204726,0.7854824,23.28315,0.6894294,0.44228128,2.3756707,66.41676,8.034889,2.3400931,10.789863
879,0.76240355,3.8610964,0.5578926,1.7186067,0.85895467,0.75397617,0.81281734,0.6786803,10.573605,0.8562722,0.706839,1.3173019,1.308133,0.7143398,39.90706,0.6420501,0.5318551,1.2760078,19.536203,6.193811,3.2311776,1.0451725
880,0.64532447,4.7222037,0.7549246,1.2942288,0.87505615,0.96414006,0.6738236,0.6890306,7.756955,1.1314782,0.7330872,3.989845,2.721232,1.0072991,100.61107,0.73561937,0.5053275,0.9975892,3.2692506,5.391964,7.1311884,0.60707116
881,0.59963936,6.2367444,0.85753655,1.0985394,0.7960415,0.93382275,0.62072206,0.6649905,4.614995,1.1884232,0.6210421,6.7331038,3.3290112,1.3283015,218.12503,0.73151857,0.42632112,1.4355983,0.7081469,5.363535,8.928614,0.88676065
882,0.59747416,6.9608364,1.02192,1.5619125,0.898126,1.0242082,0.6720004,0.5748575,3.7804368,1.5509734,0.74246484,4.1151814,2.1396956,1.7763954,298.41736,0.7810007,0.6323757,1.5696164,0.56025577,5.7851467,7.3438993,3.3894856
883,1.9439936,3.0308678,0.475336,0.33859843,0.4572555,0.39425838,35.146824,1.6796608,0.2625155,0.57471555,0.90362424,1.0389203,0.80543447,2.2402565,3.939938,0.47748643,0.35454437,3.0471027,1.9246231,14.376763,1.0969609,1.2441574
884,1.1484132,1.7252128,0.669445,0.6194125,0.9702628,0.5221232,10.493746,0.9373996,0.31292725,0.70476586,1.0175165,1.4089143,0.9867176,4.4241147,1.2351022,0.5221518,0.40974084,1.2741145,1.0264776,145.49661,1.4324226,1.5344884
885,1.2772915,1.6842132,0.6956204,0.5944703,1.1435807,0.54032797,9.758748,0.8852452,0.30321252,0.6310523,1.2367651,0.9581087,0.8480583,3.767327,1.1623174,0.6415917,0.5150797,1.9217167,1.9505081,103.14879,1.4650989,1.5222737
886,1.5655016,2.050432,0.65730715,0.52110803,1.5434413,0.527171,7.2087526,1.1953242,0.27279133,0.51013905,1.3028523,0.6629584,0.5198759,1.0783858,1.5791408,0.7516866,0.38735926,5.800943,3.4418082,54.23594,1.3753653,1.4726583
887,1.3149036,2.0349922,0.77119005,0.6352124,3.951482,0.47506675,7.616683,1.1347886,0.27499694,0.5218811,1.5623213,0.6452879,0.57719386,1.7883564,0.86708593,0.8926197,0.58581203,2.7435522,3.728501,25.614323,1.2691151,1.04046
888,1.2509556,2.8325286,0.556834,0.72919554,3.1423693,0.52882123,8.318129,1.2763524,0.3267168,0.61414886,1.1404471,0.9154968,0.69526523,1.2022173,1.3752296,0.59586334,0.34069476,9.469253,3.0617592,22.948036,1.4059461,1.0252725
889,0.9960959,2.8355722,0.7759443,1.0808879,7.8389773,0.65070796,2.137299,0.9193738,0.39660412,0.5864526,1.4221447,0.67776686,0.53044915,1.1179799,0.9761189,0.72184503,0.34431672,4.7820063,2.535338,19.823036,1.8440408,4.5384846
890,1.0594587,3.5835993,0.7898975,1.1222217,10.352189,0.79766846,1.2806149,0.9040141,0.555138,0.6134618,1.0786191,0.79047817,0.6295393,0.9913054,2.2400904,0.5651623,0.32325518,9.388659,2.0628533,20.233356,1.9425278,3.2129624
891,0.873826,3.4453366,0.8664957,2.0155327,17.48544,1.0487363,0.7354323,0.75002503,0.6005097,0.6706469,0.73947453,1.463374,0.79815227,0.9994223,9.609999,0.48927107,0.24851285,24.47121,1.4647518,6.4712505,3.2367873,2.8878887
892,0.7013085,3.4337502,1.0146888,2.1261888,21.40287,1.3564618,0.6370958,0.6709417,0.85018724,0.5454841,1.2090144,0.6857655,0.5077415,0.7049624,1.4438413,0.7911465,0.38669828,8.783754,2.3488266,5.802432,3.4924192,2.9769533
893,0.6849345,2.4017754,0.9465462,2.2320046,17.72328,2.4363217,0.6452519,0.6474769,0.9163766,0.60661834,1.0016938,0.8257538,0.51709175,1.5649322,0.6852808,0.7825539,0.46480224,2.2833893,1.5755346,4.984914,6.334447,0.88836026
894,0.6695757,2.9620986,0.9984275,3.2454388,11.524433,2.1269214,0.62005687,0.6028882,0.8771796,0.4606107,0.8931084,0.9454902,0.5002803,0.9449317,1.7537004,0.7757697,0.36506054,11.416265,1.5360081,5.108672,9.449108,0.8071351
895,0.6244832,1.4093784,1.1147226,3.7257874,8.521316,7.9392953,0.57476693,0.57629067,0.96742517,0.51376504,0.7831806,0.8363874,0.5816329,1.3201941,0.9070125,0.7352527,0.39446345,2.2447848,0.7132215,4.7132463,5.7798166,0.6530924
896,0.62971216,1.525201,0.98155046,3.6906865,8.353677,7.617103,0.5822886,0.5939524,0.8420255,0.6131521,1.2176766,0.75368416,0.5033919,0.8852274,2.5718374,0.51067007,0.439636,3.6270933,1.4143064,4.575447,5.8367286,0.628657
897,0.60956615,1.8455693,0.85904753,3.932214,7.2997503,8.158086,0.5929829,0.59110224,0.7970208,0.6397878,1.1555443,0.7304713,0.56479037,1.1282077,9.829721,0.5172572,0.43635452,18.415014,1.8506713,4.8836107,5.0879908,0.6893229
898,0.643961,2.0658395,0.8226345,4.3155994,6.69323,4.332513,0.6107653,0.59239113,0.72420174,0.70616806,1.0696298,0.9494918,0.7363095,0.8128726,6.1749086,0.49908754,0.49119377,8.157261,1.3434867,4.996053,5.324181,2.0889757
899,0.5923962,3.9215822,0.9059633,4.5176725,2.871378,2.9113078,0.64984345,0.557539,0.7364632,0.78842086,0.69775444,1.4265612,0.99297,0.9604187,13.845413,0.47109595,0.3976984,14.677078,0.98540884,5.017342,7.1745353,1.9261396
900,0.61270267,4.548924,0.82978743,3.0493767,3.9789557,2.2087116,0.64410377,0.5633773,0.63389015,0.965803,0.6147636,2.379876,1.261564,1.5804989,10.320111,0.6180682,0.6085886,8.506513,0.6400724,5.1828685,5.9313593,1.9419225
901,0.9421523,3.224897,1.151835,1.2989228,0.9278272,1.5901103,0.9219648,0.63830316,0.8961228,0.8242913,0.6168015,1.562166,1.0491359,1.2800053,3.202026,0.7990559,0.6390898,13.27286,0.65313375,12.231235,3.591547,4.5283775
902,0.72179884,3.8366437,1.3204304,1.0441556,0.9314332,1.816803,0.773919,0.5693824,1.3316104,0.83198047,0.5801552,1.7147839,1.0168289,1.4246541,2.7528882,0.9240468,0.6030921,15.364611,0.49192736,5.8699794,11.465783,2.542166
903,0.6860744,5.276099,1.1496669,0.990865,0.8499837,1.7147491,0.7110423,0.56618285,1.6524162,0.80341333,0.5209492,6.465207,0.9406942,2.5169208,6.8634024,0.63377345,0.49538365,7.681923,0.3818908,6.481172,16.276968,1.4118735
904,0.7465164,14.880177,0.7304857,0.6248396,0.6723464,1.075064,0.68323505,0.7090268,1.5544299,1.0061307,0.6592149,98.20889,1.3055216,1.6259022,3.816381,0.6355829,0.51523334,1.1468154,0.6357324,7.0932884,21.009468,1.1784459
905,0.6648078,17.82596,0.59982336,0.66769457,0.617515,0.8554865,0.61348695,0.7031897,3.1483693,1.1502516,0.7997399,553.57526,1.7822995,1.4050506,1.2881951,0.79030675,0.55616283,1.0699677,0.8462524,7.4986014,26.928118,0.9876283
906,0.64390963,17.748623,0.73582697,0.6749272,0.5888238,0.9547853,0.67494,0.70631635,3.8577828,1.4076115,0.81851536,532.4323,2.191156,1.3919142,1.1681852,0.7846642,0.57121325,0.98761827,0.8563575,6.832996,51.85203,0.68598765
907,0.8192129,26.891178,0.47192973,0.4650964,0.46295252,0.7285144,0.7269645,0.90732586,4.439609,1.2155242,0.83290446,609.04486,2.0174136,1.4686738,1.1543947,0.8217863,0.5805999,0.9852515,0.89275384,8.141271,7.800769,0.6919903
908,0.71655667,20.24151,0.49720252,0.6778483,0.53390616,0.7162451,0.7055578,0.83625305,1.952534,1.2685883,0.81339544,571.9562,2.084639,1.599032,1.0871235,0.8086131,0.5743773,0.9972248,0.87347525,8.641684,7.446494,1.4584355
909,0.7944471,21.65177,0.4847466,0.6200988,0.55841106,0.6861355,0.7051629,0.8280592,3.1677217,1.4227033,0.74366,333.33447,2.1184835,1.4318511,0.9940767,0.74528885,0.5151544,1.023098,0.7562702,7.9712915,4.2832026,1.4498901
910,0.64314073,20.259314,0.6031984,0.90837175,0.5596272,0.7400835,0.72188413,0.7567197,1.5308491,1.0409012,0.559331,135.08836,4.445767,3.2694716,0.79773897,0.5254846,0.26281953,1.2093432,0.5173206,5.979764,17.492914,1.1285094
911,0.6720607,6.0976458,0.96712273,3.4061704,0.782053,1.0902411,0.7146238,0.6242348,0.99886715,0.7611395,0.42936954,11.811863,1.4312719,10.1859455,1.1112673,0.53315705,0.27172053,3.8725624,0.82406133,5.9123554,8.342051,2.6924229
912,0.8611687,3.9309728,1.4156103,2.9557939,1.079516,1.0561007,0.8406356,0.78800964,0.76497424,0.5992749,1.3266735,0.84056264,0.801866,5.8761272,0.7900881,0.6146232,0.51132953,3.6759176,3.5059662,7.570322,3.2259808,7.975121
913,1.115331,3.565096,1.4115809,1.9987776,1.1654474,1.0422815,1.1633862,0.7220951,0.73910517,0.48211446,3.1478174,0.6121251,0.6001019,1.5090188,0.6698217,1.9743992,1.022073,2.155553,9.025675,7.448514,3.415729,9.218208
914,0.9242519,2.2775888,1.625319,2.1537714,1.3295219,1.3409932,1.1162704,0.5176648,1.2522454,0.500851,2.8383317,0.6389474,0.6157303,1.6446433,0.6419414,2.1894503,1.1305331,2.1206057,8.623539,5.5844326,8.258298,5.2483397
915,1.7154973,1.6616442,0.6924452,1.1338212,0.64979196,0.7673341,2.4191194,0.60494757,0.55363846,0.46556583,3.2841783,0.6301786,0.6267934,1.4027026,0.60889405,1.1996012,0.87844515,1.4980985,4.8035583,20.552254,2.0009716,5.1214437
916,1.405968,4.37916,0.602983,0.58560455,0.54902506,0.6023781,1.2759097,1.2165427,1.7156061,0.5647173,3.2272823,0.60294694,0.6335736,1.7285584,0.78959054,1.3209223,1.1241808,2.1889806,12.973041,13.803882,1.776216,20.61929
917,1.7622418,5.999639,0.61199474,0.49287757,0.41075066,0.6013316,1.1376361,1.3995023,1.6687365,0.7049973,3.920052,0.57893944,0.6460326,3.2102396,0.84631115,1.8241361,1.2884296,3.2587907,16.102076,24.885735,2.152018,13.357025
918,1.2607622,7.4255896,0.65463674,0.48479798,0.36817932,0.66250145,1.0472568,1.5678256,1.5188566,0.79096407,0.41083628,5.6091847,1.412921,10.915468,3.5335765,0.4501782,0.2735294,5.876502,0.51417977,14.200529,4.1096635,3.3489451
919,1.8134087,12.352106,0.3461414,0.48567498,0.37391466,0.47846588,1.1461744,2.3781204,0.6825576,0.7000828,0.3950677,10.966475,1.0797343,4.3026605,4.6443334,0.34157673,0.19466142,15.750708,0.45724946,25.827995,1.7330724,1.5988309
920,1.2284532,9.665588,0.38698417,1.3723981,0.42509764,0.5004493,0.8421414,1.4232008,0.85057116,0.6853281,0.40833908,3.128355,1.4254519,6.31385,3.4777539,0.39981502,0.2918216,3.7699559,0.608321,21.337955,1.8901346,2.1194334
921,1.0401996,9.157507,0.45001155,1.6639748,0.47565585,0.55080223,0.8805897,1.1449584,0.7170066,0.6927715,0.44543567,4.9279904,2.1107445,2.4403965,6.304649,0.46049938,0.2698282,2.8087611,0.6385645,27.41013,1.5381079,1.081069
922,0.7313498,5.4043055,0.7177845,3.3900838,0.8719592,0.9102154,0.73162293,0.71295035,0.94377816,1.1044841,0.4531941,4.227758,4.819762,12.33065,3.3421874,0.3631269,0.29879853,1.61703,0.6041505,7.280504,4.5622225,1.8397763
923,0.68154716,4.339051,0.83743817,3.8600683,1.1363639,1.0336211,0.6930603,0.67174804,1.0064123,1.0266109,0.45870188,2.0620146,3.7853537,12.134238,1.5076014,0.4154704,0.42218965,1.4307934,0.65575886,5.1689196,8.566797,1.5582006
924,0.62726635,3.9002967,0.9902828,4.834648,1.046001,1.2241244,0.64769244,0.64079356,1.2712873,0.90878326,0.44240308,1.055844,1.644654,7.35882,0.8731458,0.47077054,0.56778795,0.9185343,0.7246008,5.0914335,7.1820755,2.1858099
925,0.66477394,2.025934,1.4562018,4.522932,2.0779686,1.343873,0.7007657,0.69810736,1.6297617,0.51260376,3.4823956,0.67100644,0.6321616,2.5184581,0.46552575,0.8651902,1.2236776,0.7790245,0.9716943,4.9866424,5.917387,1.8610622
926,0.74111295,1.0448307,2.0407314,6.5492315,2.0100152,1.8108168,0.63001657,0.5845489,3.08032,0.48642045,6.376519,0.5781688,0.539698,0.9508755,0.56574154,0.7131341,0.7917658,1.2065575,1.7158697,4.7247095,9.6919565,0.6160406
927,0.7657708,1.0858233,1.5684094,8.905478,1.859618,1.68662,0.6825713,0.54291713,2.7208316,0.47860134,3.5258527,0.6607336,0.5727462,1.4104645,0.48466873,0.79622746,0.85566556,0.8322055,1.0256678,4.729109,10.853249,0.6408003
928,0.65447974,1.3948231,1.1311399,7.8112707,1.3132143,1.7889915,0.61748374,0.57052463,2.380306,0.53724605,1.1027929,0.7422407,0.5556853,1.1212277,0.64054865,0.472575,0.39840335,1.0962592,0.7791125,4.5083165,9.927178,0.65110344
929,0.6511986,1.7317007,1.067767,7.683236,1.2588733,1.4894358,0.5868516,0.5553875,3.302618,0.6677685,0.7481737,0.8727655,0.67912245,1.0546494,0.5804835,0.38707784,0.38339606,0.7429554,0.5776059,4.815724,11.80155,0.5417841
930,0.6781672,1.4369992,1.1597973,8.302531,1.2520151,1.5495689,0.63687074,0.5777452,3.9754834,0.57690626,0.7827783,0.7740546,0.57625496,1.2073679,0.5961306,0.48606837,0.3988096,0.81423944,0.62197644,4.5246305,7.9104605,0.5139835
931,0.7316004,1.1197785,1.4246066,7.257448,1.5769701,1.7250677,0.6271342,0.56736094,2.9059,0.55789226,4.2354374,0.6077101,0.57649213,0.60894614,0.37138075,0.81577134,0.7164468,0.68888617,1.8118608,4.406161,7.717959,0.5098768
932,0.6887934,1.2665753,1.6197652,10.24098,1.6315184,2.0582561,0.5886049,0.5810955,2.6498544,0.78248924,1.1726946,0.6325112,0.812033,1.1385404,0.4430478,0.61073035,0.77396595,0.7191377,0.99506634,4.574269,14.061827,0.44986668
933,0.6186042,1.5257666,1.2602091,9.277368,1.0388062,1.674552,0.57230943,0.620638,2.0982044,1.8547103,0.68345857,2.380646,2.9673066,2.5626478,0.862221,0.49132496,0.77114224,0.66247284,0.5086382,4.509272,10.504209,0.4558107
934,0.60895073,1.6215014,1.3002359,9.69071,1.0127896,1.6983924,0.53914654,0.61949635,1.7775154,2.6010826,0.68689436,2.3670185,3.788825,1.9328324,0.78620696,0.49003553,0.7382891,0.7488105,0.55877936,4.6364646,13.0539875,0.49562597
935,0.62000453,1.4626805,1.28202,17.443752,1.532523,1.6228542,0.5862807,0.62602127,2.1348648,1.6797898,0.68050677,2.0222805,2.0276587,1.1436561,0.9274338,0.41405863,0.5043484,0.8712995,0.5300657,4.6270504,9.049545,0.527559
936,0.6862531,1.2324821,1.7486727,19.92144,2.0118222,2.0581806,0.60867274,0.6002523,2.4997516,1.1522158,0.5256812,4.6623335,1.5846171,1.2182244,4.5387115,0.5773546,0.47861198,1.2423954,0.5367122,4.4973288,7.1976833,0.46173355
937,0.65913844,2.2051525,1.1936995,13.626501,1.2266903,1.4762491,0.5504408,0.55884165,2.005717,0.8473533,0.49026042,7.425996,1.203023,0.98830783,11.666442,0.52104783,0.31481597,1.4742802,0.5358503,4.5962443,14.2086315,0.45380107
938,0.6048851,1.6799097,1.4977646,6.06926,1.1913981,1.6756456,0.5911941,0.606472,2.2143245,0.791297,0.8546605,1.752743,0.9905103,1.8081868,3.7822237,0.56204635,0.46231237,1.6998227,0.71791035,4.6338797,16.410866,0.43611547
939,0.63110435,1.259449,1.4183841,6.9224606,1.6999079,1.771028,0.65256643,0.51803744,1.8105202,0.71826905,1.3062892,0.97380835,0.78980196,1.2754697,2.5106866,0.46723613,0.4134382,2.0723333,1.40316,4.785401,19.001595,0.4799879
940,0.7265127,1.2057438,1.4383899,3.1434402,1.786218,1.6093903,0.7673012,0.59991956,3.365634,0.7924299,1.5243032,0.8176942,0.76657265,0.83592993,1.4656523,0.48901212,0.44075418,2.2258072,3.9128654,6.101837,11.279995,1.4740477
941,0.812647,2.2762203,0.9362402,2.3144038,1.0024294,1.0990145,0.7945056,0.8093787,4.7593875,0.74155575,1.0851086,0.768021,0.73736805,1.1229237,4.999488,0.57801485,0.52321756,2.1932292,8.34463,7.390259,3.7349684,3.5357687
942,0.80429804,2.5928302,0.92308056,5.0283947,1.8464217,1.0642114,0.91480565,0.67205864,3.956976,0.71862775,0.9303178,0.9628238,0.8518811,0.8404687,8.056425,0.565174,0.46500915,2.2963336,22.43616,6.7948422,4.213515,3.8183525
943,0.9480454,2.48434,0.8427303,1.5645957,1.049715,1.015911,0.983575,0.7008929,6.576479,0.7373989,0.85407746,0.94896555,0.8728504,0.86608666,12.133113,0.60430616,0.48215058,2.0035017,26.866764,6.997693,3.0458155,9.024349
944,1.0034168,3.8763144,0.60175914,1.0949363,0.81307006,0.8154806,0.9778984,0.6785201,5.1907496,0.78759015,0.79360104,1.4349172,1.1905186,0.7457279,15.431728,0.7633019,0.50987387,1.434541,61.26908,7.8120975,2.649644,12.032001
945,0.8450925,5.383583,0.49787107,1.4311123,0.7359559,0.7755264,0.8549899,0.62467736,7.3161335,0.76984984,0.7509951,1.2877107,1.0825738,0.7596183,19.310541,0.7305627,0.47021738,1.950212,63.12376,7.7820635,2.5802248,5.9823813
946,0.860416,2.9857583,0.6014048,1.5335991,0.78208804,0.87958467,0.92781556,0.6588037,9.994751,0.8413412,0.6996025,1.2457944,1.2304493,0.7628869,34.629257,0.70724565,0.5176512,1.4243206,28.289484,6.7094107,3.0536294,2.470754
947,0.6521084,9.353187,0.7055882,2.1185973,0.8802148,0.90581226,0.68293786,0.5883626,9.570902,1.1936426,0.565626,6.287761,3.582709,0.97941494,130.96878,0.6745989,0.4355957,1.4429116,1.0862045,6.400979,2.95678,1.5290055
948,0.6081127,7.1565657,0.66962373,0.8966204,0.6986873,0.8543327,0.6231427,0.7489704,5.6594424,1.8809451,0.6541427,18.828186,10.800117,1.5627073,61.67044,0.7179756,0.37400532,1.0382376,0.41340047,5.43131,19.395142,0.7235021
949,0.6352782,6.3953357,0.92941123,1.0861353,0.75068915,0.938326,0.64154387,0.7116356,4.6608562,1.5635716,0.5976748,7.955713,5.68985,1.2339646,24.46084,0.73044217,0.4590263,0.8467642,0.45781007,6.048431,6.4781713,1.8262805
950,1.506744,1.6882218,0.62381387,0.5289799,0.7323896,0.48457408,10.179349,1.1050506,0.28859913,0.70061105,1.7232901,0.98851097,1.035147,2.9900181,0.7736642,0.5175511,0.6317345,1.541595,1.3744669,230.07129,1.3424664,1.394255
951,1.165548,1.7019504,0.68389344,0.61877,1.129692,0.5239222,8.894158,0.96466374,0.30938044,0.6043465,1.2718726,0.8626002,0.7768223,1.9702151,1.9705583,0.5740465,0.41581947,2.6983087,2.0408635,100.92934,1.4306988,1.4980687
952,1.3885617,1.7106763,0.73662007,0.5432228,1.7725269,0.46480238,10.663537,1.075153,0.28186107,0.72048545,1.5666713,1.1938198,1.000294,3.4465594,0.56614083,0.51097786,0.6814578,0.8187204,1.2437364,62.63841,1.3936306,1.4605656
953,1.2812493,2.3187287,0.6628109,0.5803808,2.4077835,0.48061103,8.885796,1.1461229,0.26811746,0.552195,1.408414,0.6735115,0.5554105,1.4514757,0.73963094,0.90938014,0.6457248,2.5609424,3.0425658,19.481573,1.3374326,1.2403057
954,1.2848604,2.3864083,0.8866142,0.66638124,3.9013443,0.6822766,2.8344228,1.1881913,0.3340304,0.5384015,1.3368182,0.643264,0.5184711,1.257465,0.7615367,1.1912891,0.6734276,2.6870215,2.9582596,23.589764,1.3327215,1.0688446
955,1.5759497,4.4529314,0.5627061,0.76682484,8.471864,0.76456714,1.3884752,1.3282346,0.3678674,0.52151793,1.7215782,0.5301563,0.4402604,0.71081966,0.81390345,0.90288144,0.46208006,5.468747,4.4589434,22.390984,1.8430179,3.4992402
956,1.2407751,2.6035948,0.8253318,0.8482993,10.813018,0.69086015,1.9272584,1.0517898,0.42093286,0.4985125,1.9000077,0.53371364,0.3770406,0.7194974,0.53520525,0.82306445,0.43723342,5.937483,3.7490168,11.684029,2.0548275,6.5464306
957,0.8554697,3.9371247,1.0367757,1.1073958,22.191303,0.7563008,0.8733711,0.8283224,0.7180045,0.6561899,1.1113545,0.7947876,0.64679074,1.341162,1.0734663,0.6231279,0.35940492,7.6516747,2.2347956,6.4093604,2.7911594,5.030624
958,0.90645796,3.4617114,1.1527042,1.6503644,26.71064,0.8611003,0.6971661,0.8005463,0.8038548,0.68871725,1.0244036,0.90810925,0.74269843,1.1974916,1.3389056,0.5635974,0.33017322,11.149127,2.3101819,5.9437737,3.1090584,3.4701438
959,0.69023454,2.7303934,1.0891067,2.1524088,15.1645355,1.7323227,0.62291276,0.6610308,0.9418367,0.60298795,1.1157666,0.754618,0.5866273,0.98085713,1.3501248,0.70484257,0.47712114,6.917048,2.1353476,5.335482,9.539501,1.3508779
960,0.6868757,2.5742078,1.212408,2.396523,14.425207,1.8133744,0.5995225,0.6340395,1.1762793,0.81566054,0.6310481,1.0989555,0.665526,3.2397149,0.8447193,0.68237215,0.41819713,1.5480978,0.64030105,5.2456393,16.191093,0.76317364
961,0.6632403,2.233952,0.9787959,2.718449,13.230268,2.967898,0.58139956,0.6173172,0.98973167,0.5028212,0.7941213,0.7680738,0.585957,1.4559748,0.56409943,0.7211969,0.47358683,1.3011456,0.79067117,5.261486,11.028801,0.7849516
962,0.6200836,2.0781126,1.0266643,3.5305848,12.647454,3.5302963,0.58914334,0.5505863,0.9209993,0.53539306,0.6906988,0.8623557,0.6153831,1.4404968,0.85288364,0.7539998,0.4022032,1.8489933,0.58420134,4.736338,6.762827,0.9349553
963,0.63338125,1.4063668,0.9858642,3.3779035,5.996447,15.377291,0.61446023,0.6009355,0.9150722,0.4900002,1.343161,0.6901684,0.48402974,0.94198173,1.1622726,0.6298341,0.44142574,2.6701443,1.8381745,4.6051745,5.8665485,0.5139381
964,0.6008646,1.6319313,0.90113735,3.5157661,5.927821,15.932304,0.5986424,0.58756894,0.8931322,0.6185436,1.2666283,0.79580986,0.5359506,0.9581239,3.868161,0.46813565,0.45537692,4.8327045,1.331023,4.771809,5.448085,0.6095869
965,0.6331271,1.6729004,0.94812393,3.5989327,11.161495,5.4133787,0.58784294,0.56866264,0.76780856,0.71592706,0.92870426,0.9265435,0.6589377,0.8432095,4.9312086,0.435901,0.4284924,6.036591,1.0406193,4.6388226,5.8637953,0.85063416
966,0.60788846,2.0773995,0.85654783,5.490198,6.154063,4.3026876,0.62500274,0.56023574,0.75422937,0.821031,0.7329935,1.2056293,1.1860194,1.0439773,8.731766,0.34418887,0.40860087,18.527767,1.0185268,4.671257,8.631326,1.1480018
967,0.63318586,2.1940618,0.893784,5.8822546,5.054008,2.9420228,0.62715507,0.5779662,0.71218187,0.9618346,0.6173612,1.8161465,1.7800148,1.4693006,18.270632,0.29683337,0.350526,28.483513,0.8329515,4.7095027,9.015139,1.0175935
968,0.6262255,2.921439,1.3818362,3.1157212,1.3780272,2.5529113,0.6434821,0.619482,1.0247672,0.8591333,0.57255477,2.1890485,1.2256554,1.3701599,8.49452,0.5726916,0.5123572,15.713484,0.67356056,5.1962337,8.688342,2.7662184
969,0.67092466,2.5836625,1.3895633,1.1786264,0.95175743,2.2720127,0.7236736,0.56136024,1.4097384,0.8185358,0.6447239,1.4149873,0.93739176,1.2381026,2.0049245,0.90518147,0.6166405,13.649252,0.6362715,5.299379,9.20057,3.4128318
970,0.68154067,5.809368,1.3595297,0.9521427,0.90893453,1.7337759,0.7047763,0.5801926,1.3682052,0.79455966,0.5205895,5.0993404,1.5947614,1.7981659,42.180023,0.57071275,0.2501282,21.017624,0.4779056,6.536976,17.053139,1.5858548
971,0.6565576,7.155074,0.8781932,0.74885905,0.75413275,1.2483556,0.6332359,0.64392775,3.2841325,0.6890622,0.5491501,31.701088,0.82458484,0.74870795,27.660414,0.45460933,0.32277143,3.8286135,0.44050902,6.4019694,14.190199,0.87650347
972,0.6962409,18.728573,0.49504244,0.553999,0.57204896,0.80889785,0.6581953,0.72600377,3.175799,1.376388,0.7124682,381.58206,1.8310748,1.2572231,1.5789003,0.7042311,0.5129616,1.159957,0.7501743,7.247225,24.03751,0.9710064
973,0.68693274,16.38656,0.4613033,0.5658566,0.571735,0.75035787,0.64982355,0.6755005,3.9870024,1.2055467,0.76897687,577.37964,1.8427075,1.2509835,1.254845,0.7549417,0.52624184,1.0691646,0.80605435,7.0184007,29.65867,0.88165146
974,0.6892382,19.768587,0.4756006,0.501112,0.48138687,0.72771955,0.6869736,0.8230271,2.822373,1.5456791,0.7072593,490.83517,2.4976318,1.3314968,1.368405,0.6741523,0.4667109,0.9582617,0.6878322,7.7110553,27.184519,0.9476787
975,0.709641,21.829098,0.43482238,0.49738687,0.5519345,0.6708714,0.68458223,0.7618231,3.34754,1.2929989,0.7858221,560.631,1.8565693,1.160958,1.2909315,0.7672532,0.5416921,1.0431106,0.8072838,7.42938,16.280968,0.75996095
976,0.7818115,19.998678,0.4613178,0.53905743,0.533859,0.6834084,0.6813059,0.86407685,3.0113144,1.3186345,0.7110065,377.50787,1.7609718,1.9544064,1.2159122,0.68510437,0.51483756,1.0631578,0.71996576,7.6207676,4.4625506,1.6441383
977,0.82543015,18.810364,0.6087147,0.9255749,0.6556649,0.7498183,0.6781068,0.7538976,1.6375542,2.1695664,0.71248096,240.88846,2.044132,0.64964664,0.7241908,0.69148034,0.49496216,1.4912158,0.51495594,8.147046,10.373468,0.97340804
978,0.736575,8.349609,0.7166838,1.0716732,0.73104304,0.9685402,0.7359642,0.80280983,1.035722,0.7006485,0.49379346,67.17859,1.5565809,1.231214,2.2923706,0.5373173,0.31442034,4.2594476,0.3171875,5.699866,7.9883547,2.5510676
979,0.7540417,3.5806947,1.3496451,5.0206456,1.0037239,1.0990146,0.8863672,0.6082609,0.8256242,0.44922453,0.9165737,1.9262968,0.617455,1.0736523,1.6204953,0.40250158,0.25319836,13.979302,3.1787486,6.1298075,5.7821164,4.873707
980,1.0480511,3.4794688,1.0674648,2.9837713,1.183487,1.0411968,1.0437006,0.71319294,0.8230632,0.5080222,3.3270788,0.5651107,0.57435685,0.99131656,0.9290673,0.7176936,0.29978883,11.104162,7.3401394,7.3065453,2.9786215,9.951927
