,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
REN,0.99853075,-3.6317306,0.5246085,-2.2712631,0.52737755,-0.7857265,0.47843072,0.40245324,0.19362962,0.9045102,0.22908792,-1.9341031,-0.3593192,-1.7473421,-1.7200027,-1.0114738,1.3864778,0.4146763,-0.20286058
CDK18,-0.006636627,0.120675795,-0.082488656,0.12489031,0.008275318,-0.0022546838,0.026990008,-0.086122,0.0037150588,-0.1977708,-0.010481776,-0.073949836,0.018472083,0.044906802,0.45401782,-0.10245451,-0.3949464,0.3298429,-0.014466679
NUCKS1,-0.034873515,1.3007774,-0.2521669,0.11405511,-0.00928468,-0.0023133962,0.0005784949,-0.1208212,-0.010637321,-0.1494802,-0.41201732,0.81744516,0.26354375,0.31506377,0.62707883,-0.4357482,-0.99487776,0.43380317,-0.15394326
MAPKAPK2,0.019037923,1.0506821,-0.01815063,-0.11210839,-0.080497034,0.0017799296,-0.13936034,0.055276304,-0.006904461,0.46869788,-0.09322419,1.0253035,0.23611672,-0.17936093,0.10443263,-0.21425924,-0.2519219,-0.15885548,-0.4198059
CD46,-0.010589973,0.4500913,-0.089093335,0.047748875,-0.0068619875,-0.0021126475,-0.01319768,-0.094137914,0.028818134,-0.11793998,-0.027581455,-0.13765585,-0.409725,0.30802545,0.6166814,-0.24628387,-0.16444339,0.2792879,0.058237556
CD34,-0.116024956,1.325383,-0.47961068,0.049948104,-0.03682035,0.013894361,-0.10408982,-0.03243653,0.0032477565,0.10279705,-0.44642308,0.8969266,0.35905907,0.43644416,0.6137699,-0.839869,-0.78365064,0.12199394,-0.67319125
NENF,0.004179313,0.2632401,-0.008067686,0.031970605,-0.013115708,-0.004579426,-0.048890673,0.024977805,0.0030479536,0.30664027,-0.02987798,0.2233332,0.21277496,-0.13025303,0.2953864,-0.08162768,0.0015956985,0.08388811,-0.06496395
MARC2,0.24149707,-4.8659215,0.42689422,0.6339083,0.49699673,0.27896562,0.5556236,-1.9073018,-0.22678277,-1.6279334,1.3647219,-2.2630131,-1.434777,-1.403631,-1.9345186,0.4755145,-0.47282416,0.590491,0.40287417
AIDA,0.0078114565,-0.6463621,0.2807805,-0.101051725,-0.18690783,0.0033084059,-0.049462263,0.2849462,0.018031113,-0.7272957,-0.082221,0.61612433,-1.2225894,-0.030667372,-1.0161924,0.048712,0.8828139,-0.14578481,-0.0915119
CAPN2,-0.0098310625,0.29747924,0.0026944585,-0.05514425,0.015438201,-0.0011904713,-0.0025070806,0.0849979,-0.0065453895,-0.12488788,-0.06503606,0.7361126,-0.2859604,0.12331109,-0.045988753,0.008503733,0.09307669,-0.10155451,-0.16090469
DEGS1,0.06374743,-2.6355696,-0.02915852,-0.22013997,0.059363283,0.011589955,0.18162443,-0.31798178,-0.014685276,-0.30923653,0.107018776,-0.7469308,-0.25901115,-0.88236725,-0.20402928,0.29144326,-0.21492831,0.09772547,0.19001883
CNIH4,-0.048761245,-1.6123971,0.7275374,-0.67657465,-0.5581509,0.052826345,-0.030956363,-0.36070934,0.42564368,-0.48539498,0.41559798,-0.6682062,-1.3578526,-0.25069112,-0.48136228,0.47471324,0.9302993,-1.0993911,0.43737045
SRP9,-0.02044652,-0.3914879,0.0069239032,0.029658882,0.004056484,0.003040384,-0.021380186,0.013896078,-0.0065853894,0.1343584,-0.034684926,-0.19071697,-0.29515612,0.35680267,0.294074,-0.08843332,0.006847565,0.31478858,-0.103021055
EPHX1,0.002308462,-0.60377246,0.006331251,-0.25799024,-0.019248754,0.00691131,0.0387358,0.08809248,-0.008073134,0.63654524,0.009162754,-0.5537919,-1.2187768,0.25223184,-0.48472962,-0.07880012,-0.2553478,0.19453964,-0.13112268
H3F3A,-0.017268384,1.1656668,-0.034849226,-0.037890047,0.019679854,-0.0037221313,0.025243904,-0.026906632,-0.0030217622,0.016140532,-0.070338696,0.67914397,0.46079314,0.0881936,0.5566899,-0.044941694,-0.6318233,0.3144704,-0.19655663
COQ8A,0.09969467,-4.4004254,0.34888867,-0.3605873,0.017209822,-0.11925962,0.09076793,0.18272778,0.077261135,0.09142412,0.55753016,-1.9565599,-2.2254748,-0.21475622,-0.15994287,0.21643132,0.5023154,0.2695234,-0.758165
ARF1,-0.02289585,0.91664207,-0.11637843,0.03276798,-0.00070515845,0.00020054537,0.022926107,-0.02208243,-0.004428263,-0.014991937,-0.10886205,0.53675014,0.21873486,0.19615933,0.56355995,-0.180369,-0.7955399,0.38400564,-0.10533281
MRPL55,0.1499513,-1.0035523,0.011307918,-0.45058036,-0.19646856,-0.009573237,-0.032740425,0.074538186,0.05081104,0.63558865,0.11671617,-0.22967926,-0.22857085,0.038522936,-0.4124876,0.20272881,-0.09436833,-0.8475261,-0.5076782
GUK1,0.0337364,1.1826186,-0.025105497,-0.12458612,-0.079638526,-0.01878589,-0.029146442,0.1612773,-0.008761142,0.34472802,-0.2693117,0.73114383,0.5167929,-0.0107921865,0.4279332,-0.16642217,-0.42265636,0.16122118,-0.43550876
RNF187,-0.02236509,0.22368555,-0.0775701,0.298225,-0.018887095,0.003162128,-0.067991085,-0.020946257,0.006415677,0.042703204,-0.0414063,-0.037863687,-0.118231446,0.17853977,-0.008697331,-0.20686053,0.08113425,0.31798467,0.12321059
AGT,0.21517095,-1.9955642,0.45203197,-0.3610009,0.5361888,-0.11864896,0.6395631,-0.56475073,-0.09212712,-1.6408935,1.5182244,0.030319626,-1.7636725,-1.9023595,-1.4773332,0.33232343,-1.0862771,0.09641646,1.2585115
EGLN1,0.06269747,-1.7807512,0.2004003,-0.012310564,-0.10136964,-0.044519067,0.13114943,-0.6172404,0.02280395,-0.98716,0.17323965,-1.1633905,-0.11705244,-0.7660104,-0.64648485,-0.018470699,0.65828717,0.43518132,-0.016640842
IRF2BP2,-0.020824485,0.95685774,-0.24382971,0.15686591,-0.027354363,-0.00031293943,0.040374424,0.011720681,-0.043311916,0.13791922,-0.2023371,0.54541504,-0.07910112,0.49128553,0.32304284,-0.28298765,-0.79985183,0.4354384,-0.08464828
TOMM20,-0.011404795,0.42718577,0.008810525,0.022878056,0.0010976838,0.0018100919,-0.02642151,-0.059813574,0.0006671057,-0.027885428,-0.03943153,0.3166112,-0.13330086,-0.108400166,0.2744346,-0.0292921,-0.13901065,0.31372392,0.0122971395
NID1,-0.6180484,1.1232997,-0.7459601,0.05938954,-0.1620306,0.022561766,-0.54363513,-0.005201484,0.03877002,0.05924209,-1.1699191,1.1146231,0.18031727,0.5250045,0.39806956,-1.8558971,-0.68412405,0.085328676,-0.7233891
COX20,0.013527331,-1.7335967,0.36281827,-0.34057269,0.20065,0.04255446,-0.02230105,-0.39874953,-0.021647673,-0.6498982,0.56728923,-0.80321425,-0.913091,-0.1777579,-2.1219282,0.34577367,0.47625077,-0.39949873,0.33175755
HNRNPU,-0.038414635,1.1383622,-0.080611214,0.14984834,0.017451132,-0.0056444798,0.013570455,-0.08489807,-0.008214741,-0.29511452,-0.17935209,0.6709291,0.22162534,0.19206212,0.5711401,-0.11246439,-0.8447514,0.49651164,-0.09027537
SH3YL1,0.13967049,-3.3033092,0.79189557,0.31714165,0.7211278,0.5269767,0.578186,-2.058776,-1.6295676,-2.0628116,0.9445151,-0.5366592,-2.286443,-1.7919635,-1.9977385,0.82846564,0.06293319,-0.5695613,0.9866657
ACP1,0.088407695,-3.9923043,0.5643753,-1.2144349,0.2799079,0.031100083,0.19303419,0.20951957,0.0097477315,-1.6166872,0.7960533,-2.3938017,-2.049426,-0.59066653,-1.9802531,0.35344338,1.1037359,-0.023661487,-0.1538523
ADI1,-0.054282255,-2.1340537,0.08638853,0.030420959,0.33566052,0.009390066,0.16529557,-0.106095,-0.011768136,0.012448525,0.15358691,-1.2335551,-1.1959132,-1.6918255,-0.17039448,0.28536674,0.2566016,0.4943387,0.3972463
ID2,-0.030185899,0.3200084,-0.038778856,0.027140833,0.030405736,-0.020762555,0.09708883,-0.5809369,0.0011137353,-1.0178148,-0.014149313,0.6363456,-0.40810093,0.27786237,0.40136853,-0.07437552,-0.4617366,0.41673094,0.21451245
YWHAQ,0.002443828,-0.6634799,-0.026456855,-0.012706373,0.028490769,-0.00076537096,-0.018223036,0.20925632,-0.009064839,0.39609668,-0.037910085,-0.6728346,-0.32007304,0.41376358,-0.18222179,-0.048423987,0.010506186,0.23216048,0.018369839
CYS1,-0.034865454,-4.0725536,0.117260225,0.20137388,0.1451326,0.020071251,-0.018395977,-0.6771913,0.060058758,-1.1232407,0.31077358,-2.539282,-1.3186139,-0.86279416,0.2500802,0.15394977,0.3673731,0.09644279,0.11632909
HPCAL1,-0.01191931,0.31215936,-0.1011572,0.13631901,0.025515081,-0.0114479,0.033148687,-0.22827402,-0.002107762,-0.0015657028,-0.10135858,0.3863667,-0.5824138,0.14975634,0.5049243,-0.12868078,-0.5889973,0.38850462,0.011431181
PDIA6,-0.033231597,0.052354276,-0.0050523723,0.09523683,0.028737808,0.004101656,-0.0011050941,-0.307947,0.0007747363,-0.5027334,-0.082121424,0.55284506,-0.04199168,0.1881237,0.4206313,-0.054145884,-0.45228615,0.2914158,-0.05351673
LAPTM4A,-0.15266146,0.7260364,-0.24613734,0.27798253,0.04768689,0.0017654893,0.03595864,-0.24334577,-0.041207567,-0.1535355,-0.16030234,0.5973931,-0.20533602,0.12987995,0.43668848,-0.16932608,-0.9827592,0.5053069,0.090606615
RHOB,-0.14368959,0.79141235,-0.31020835,0.18982044,0.11234593,-0.0048306105,0.05919707,-0.2899175,-0.035640854,-0.24187592,-0.15710765,0.52887076,0.21773477,-0.07524477,0.56066287,-0.2808118,-1.5425329,0.5003733,0.15640351
SF3B6,-0.04801192,-1.1303731,0.023403445,-0.20207895,0.17165066,0.007416352,0.14788514,-0.2577088,0.0003256708,-1.0244873,0.02513131,-0.27406782,-1.7086824,-0.009777422,0.24577293,0.22301328,0.40667808,-0.10412927,0.086812705
HADHA,-0.0016033998,0.18377422,-0.052782036,0.056544803,0.0003003535,-0.0067473305,-0.0010217257,-0.017006526,0.0020828305,0.4131617,-0.060502715,0.4763284,-0.02850842,-0.80619425,0.31002253,-0.03975054,-0.62904227,0.3562894,0.021603266
HADHB,-0.010262977,-1.4396861,-0.044970952,0.013448691,0.1329745,0.00091180357,0.109207354,-0.60876733,-0.00507651,-0.8291547,0.15514214,-0.6536435,-0.8920546,-0.29631016,-0.08512736,0.09617371,-0.0936174,0.45378032,0.3019908
OST4,0.0014775583,0.15589549,0.0068402733,-0.02333804,0.0048677893,-0.0050984924,-0.0015397365,0.018744405,0.0007253695,0.2107702,-0.012139395,0.3405736,0.16360806,-0.21706615,0.4217144,-0.0153514305,-0.2916067,0.108650185,-0.05023899
KHK,-0.012818869,-0.42751628,-0.1076748,0.21304266,0.0474403,-0.0053060623,0.024302373,-0.31420106,0.008141679,-0.52021706,0.028536955,-0.4088144,0.032758664,-0.5824702,0.589426,-0.018304795,-0.58885604,0.32431525,0.1831147
ATRAID,-0.0034695184,0.22610429,0.00022223657,-0.018994818,0.05213478,-0.0033172877,-0.0042460826,0.007564035,-0.0026069053,-0.37122744,-0.0145723745,0.13530812,0.12549725,-0.05183917,0.3741354,-0.011280884,-0.31816867,0.18178152,0.061982624
SNX17,-0.0009981112,0.42964888,0.028688528,-0.33742556,-0.06491941,-0.0017350769,-0.028915588,0.25011945,0.0037599148,0.13839367,-0.066449866,0.006427874,0.4095346,-0.16864276,-0.08085573,-0.09363839,0.45104393,-0.31368268,-0.22722822
MRPL33,-0.09283221,-2.63557,0.17815621,0.057626285,-0.012420165,0.13676415,-0.22048025,0.26308167,0.00440264,-0.37795258,0.19304477,-0.8640318,-0.90456855,-0.44251433,-0.35541978,0.5645381,0.5936066,-2.2508633,0.2869319
FOSL2,0.08342471,-2.0291853,-0.016326414,0.23891883,0.32169777,-0.004868291,-0.03270115,-0.42731458,-0.12602329,-1.128025,0.38176066,-2.0821052,-1.5050436,0.116104856,0.1662648,-0.51060236,0.45031285,0.3301383,0.39367077
PPP1CB,-0.02260107,0.9354121,-0.16214189,0.14891827,-0.007542162,-0.0061307065,-0.005899343,-0.10593888,0.0077974387,0.14988415,-0.22981232,0.3081649,0.03525843,0.45659643,0.62317693,-0.2700566,-0.70977914,0.3554864,-0.061360914
YPEL5,-0.003957773,-1.2571567,0.03219345,-0.0989801,0.15331243,0.039446544,0.24598134,-0.5076395,-0.13615878,-0.4968424,0.35762307,-0.5438052,-1.2112831,-1.1669277,-0.5279827,0.19308046,0.37438706,0.22117512,0.09350106
LBH,-0.46065715,0.8710145,-0.34393013,0.398019,0.14687014,0.02782386,0.04009399,-0.29346213,-0.19903922,-0.67650187,-0.39299747,0.5259479,-0.05041573,0.67904216,0.26987863,-0.72201854,-1.0753362,0.6053158,-0.21224499
GALNT14,0.0012137981,0.102785885,-0.018965963,0.042383507,-0.0013115341,-0.00287888,0.019906837,-0.055320483,-0.0018884568,0.03448238,-0.034449067,-0.3974926,0.010610301,0.21324876,0.34144798,-0.12721647,-0.19589524,0.37452182,-0.07327239
DPY30,0.13577694,-2.3524127,0.6916467,-0.45672238,0.5609076,-0.011695396,0.3848201,-0.39097255,-0.54250747,-1.591181,0.95666987,-1.1555743,-2.1621683,0.26422346,-1.9728378,0.95641273,0.26993784,0.2711292,-0.02701172
LINC01320,-0.26361802,1.0821943,-0.41910633,0.32398784,-0.4362283,-0.50795037,0.2760448,-0.5584268,0.094738096,-0.2851565,-0.53534824,0.5301845,0.23235126,0.022621606,0.58874726,-1.0349647,-0.8171939,0.52868056,0.25548393
CRIM1,-0.080268666,1.5032299,-0.4377162,0.13732867,-0.09030055,-0.0052784444,-0.09763804,0.05305505,-0.002166159,0.30051538,-0.5407462,1.0096451,0.51541954,0.29472527,0.44695154,-0.80871785,-1.0656343,0.20418686,-0.11878233
COX7A2L,-0.036471758,-2.7707758,0.015727278,0.17856877,-0.00013350138,0.08331187,-0.092045,-0.106466696,0.008272021,-0.34504205,0.22375971,-2.1831036,-0.95265037,-0.009363375,-0.050871413,0.024692908,0.50570893,-0.06462672,-0.050459344
ZFP36L2,-0.031148445,0.7430548,-0.07957581,0.026076343,0.022845184,0.0053007323,0.039700303,-0.31837636,-0.0047902493,-0.1235986,-0.12768397,0.8167961,-0.74850225,0.32122368,0.5448352,-0.08664749,-0.82363665,0.46175066,-0.60643
LRPPRC,-0.113400795,-1.0499104,0.22410186,-0.09823381,0.027295688,-0.009712383,-0.022240538,-0.2940912,0.20157407,-0.33474228,0.24252678,-0.90229124,-0.48793238,-0.25344884,0.32293868,0.04165809,0.21009333,-0.11135572,0.3858576
MCFD2,0.0028209633,-3.8470101,0.13418525,-0.58956456,0.21973804,0.070683725,-0.119904876,-0.16918436,0.12709624,-0.5358698,0.16612235,-2.1224484,-1.239612,0.07437948,-1.0364805,0.25836837,0.52348584,0.03547184,0.020338409
CALM2,-0.0021258227,1.0254614,-0.037300356,-0.107031785,-0.0079857055,0.0016311489,-0.0059989495,0.044428416,-0.008942549,0.08685604,-0.17450723,0.60970414,0.43442944,0.1589699,0.3494645,-0.100160986,-0.54575115,0.23785618,-0.16415136
SPTBN1,-0.017097661,1.3428316,-0.16886641,0.052899193,-0.003135346,-0.00089779805,-0.042976,-0.052199062,-0.0139249675,0.14531042,-0.22530715,0.93814427,0.38907042,0.2283111,0.675946,-0.47954232,-1.0225793,0.081580184,-0.33521104
CFAP36,-0.0041828426,-3.3977368,0.71082973,0.14739016,-0.44579276,0.04505778,0.049495794,-0.21508631,-0.00021179428,-1.7130151,0.7535368,-0.24099356,-2.440388,-1.5308093,-0.8824841,0.5668121,0.77196854,-0.28938472,0.19111557
EFEMP1,-0.3669307,3.0787482,-1.7253634,-2.1494985,-2.1677043,-1.9849969,-2.3471193,2.359081,-1.5010535,2.2293575,-1.7487344,1.9915307,0.94346,-1.1566535,-1.2454153,-1.679584,-1.1932867,-1.753696,-1.6526513
CCT4,0.011036539,-0.15239726,0.0907145,-0.033501226,-0.2224215,0.010160612,-0.4252765,0.04476726,0.0049597663,0.0013270598,-0.060057387,-0.5077985,-0.3491478,0.17742005,0.11385377,-0.14013033,0.44780034,-0.5655348,0.18803586
MDH1,0.033868555,-2.1172867,0.06902349,-0.06490943,-0.014925367,0.0044088545,0.032709643,-0.86784375,0.009893194,-2.5189254,0.22428197,-2.2161422,-0.18423997,-0.69284767,-0.17359331,0.43095568,0.18794055,-0.3146791,0.5772896
UGP2,0.0012985402,-1.6568929,0.4328233,-0.34825522,-0.120163806,0.058794368,-0.3425784,0.3087822,-0.011517369,0.20345424,0.064595684,-1.105325,-0.30435288,-0.25532508,-1.8296161,0.23235463,0.8741899,-0.86134136,0.4029516
RAB1A,-0.011281517,-1.1277096,0.0049965875,-0.012436494,0.10397483,0.0050770263,0.030863764,-0.04608529,-0.009197725,-0.021021513,-0.042247154,-0.9844109,-0.9463389,0.15402228,-0.041314013,0.06779951,-0.061932143,0.20149295,0.14513096
ACTR2,-0.04394933,1.191954,-0.13314076,0.13416731,-0.055665236,0.008142618,-0.028908623,-0.020927418,-0.015365446,0.22093922,-0.64968103,0.9261948,-0.08264044,0.35793316,0.54728353,-0.53070503,-0.62526155,0.42096564,-0.29909676
PCYOX1,0.028258106,-3.0272994,-0.04333108,-0.40264472,0.22168638,0.01955147,-0.10795667,0.20839836,0.014442423,0.06559782,0.5269899,-1.0467548,-2.2094462,-0.36565247,-1.2982233,0.20295782,0.055138186,-0.548162,0.57934195
SNRPG,0.06396788,-1.9912869,0.36344343,-0.84831685,-0.15751064,0.009333703,-0.035169628,0.19702575,-0.022592312,0.1620134,0.25678238,-0.19325729,-0.53481054,-0.70310956,-1.6239072,0.58155155,0.45573455,-1.9418721,0.0871304
TGFA,0.11624025,-2.0349693,0.034716457,0.27268687,0.27367973,-0.0039320705,0.058361452,-1.0316693,-0.04160381,-1.7027885,0.24696635,-2.129179,-1.2036606,0.4418058,-0.752213,0.08298684,0.25219068,0.057108738,0.6171878
NAGK,0.069521636,-0.8146105,0.19128767,-0.7139136,-0.2453306,-0.004678062,0.10962036,-0.05203659,0.0017150473,-0.20369653,0.08967838,-0.21647476,-0.45868927,-0.55045235,-0.38956147,0.5129004,0.4794909,-0.13183393,-0.7933208
DYSF,-0.0094117075,0.040201098,-0.035989534,-0.051391046,0.032525316,0.002387063,-0.015872387,0.09943602,-0.0046785674,0.15595686,0.0097554065,-1.657959,0.021916261,0.39133856,0.14872248,-0.22035499,0.03960443,0.023038663,-0.016188912
RAB11FIP5,0.12344757,-4.321105,0.52517873,-0.13744275,0.44697854,-0.0065573454,0.2727601,0.021866148,-0.16358583,-0.120128594,0.74579006,-1.2884926,-1.1331781,-1.9902668,-2.2176325,0.5850564,0.7332938,-0.87066644,0.6314817
CCT7,0.08585299,-0.4474798,0.03294108,-0.29929745,-0.11058065,-0.071138196,-0.21257576,0.39429837,0.051612232,0.5657151,-0.06976396,-1.6880441,0.110660926,0.0056223804,0.23372589,-0.09816159,0.40365428,-0.6048951,-0.03081798
ACTG2,-0.28940725,2.6958876,-1.2738287,-2.5121694,-2.1252327,-1.8281219,-2.4347253,2.1711452,-1.9074378,2.5549805,-2.261173,1.3899906,1.616746,-1.6650269,-1.7644482,-2.1735964,-1.6298003,-2.2782438,-2.2234738
MOB1A,0.0021843666,-0.5112042,-0.0073752743,-0.019962654,0.001223858,0.0018551699,0.0135781905,-0.038017415,-0.0058558104,-0.59036213,0.050914194,0.43245092,0.14305393,-0.2062491,-1.5879818,0.021716604,0.3951266,0.21488713,-0.12505464
WBP1,0.036272727,-3.4454672,0.11623835,-0.25160345,0.14754295,0.00936183,-0.015513046,-0.002444731,-0.0039165905,-0.57834953,0.0049440823,-2.5988975,0.055654503,-0.3147316,-1.761979,0.026267454,0.7609008,-0.13124871,0.10857237
AUP1,-0.0025731323,0.10519078,0.0069297445,-0.023808807,-0.03377383,-0.0015601593,0.005495161,-0.01794761,0.010803111,-0.030194595,-0.0029579208,0.19869326,-0.12719458,0.041833576,0.23885112,0.020344228,0.2599738,-0.3292814,-0.011744922
POLE4,0.14886223,-1.9307168,0.6845016,-1.7216016,0.23520762,0.029770132,-0.45245692,-0.034263134,0.028314598,0.25041986,0.41054094,-1.0104086,0.37218052,-1.7086055,-1.9142233,0.4520745,1.0797452,-1.0006983,-1.0492332
REG1A,0.9005876,0.6977752,0.058263276,-2.681932,-0.76064974,0.15999968,-1.399763,0.758562,0.26934975,-1.0516666,-0.580779,-0.97556144,-1.5371904,0.54958814,-1.9912523,-1.6636475,2.0991175,-1.6027313,-1.9653006
SUCLG1,0.21527912,-1.526633,0.49899364,-0.26691335,0.3527789,-0.13248697,0.120105885,-0.4551395,0.007412817,-0.13799775,0.5294121,-0.739709,-0.763108,-2.381172,-0.7487963,0.5240348,0.6452682,-1.5074756,0.8357496
TGOLN2,0.00055689394,0.6331245,-0.12234133,-0.0038242945,0.0013099436,-0.005286531,0.053452544,-0.057348974,-0.0035451953,0.06758977,-0.027541146,0.4646403,-0.10429057,-0.033580665,0.54953974,-0.033688877,-0.7664031,0.40183342,-0.030790111
CAPG,0.30885163,-2.4763212,0.23412906,-0.040456627,0.33626685,-0.025022715,0.2704831,-0.13727286,-0.060398847,0.02111669,0.20112717,-2.4218597,-0.4484018,-0.65050125,-0.35452408,0.547806,0.428838,0.15807484,0.39670783
MAT2A,-0.0076447763,-0.036134318,-0.0026744509,-0.0038855292,0.0032994822,-0.00010361355,0.011734562,-0.045636937,-0.000544205,-0.08139341,-0.007775693,0.033960026,-0.030337928,-0.051577147,0.25377253,-0.0050378446,-0.25952584,0.19992144,0.0057615805
VAMP8,0.0027260764,-1.0915427,-0.02732577,-0.014885039,0.12748338,0.0020131767,0.0370732,-0.3453746,0.004582513,-0.39956576,-0.025353098,-0.3621049,-0.4492087,-0.38721123,-0.10273642,0.14348832,0.15218034,0.32323858,0.22433458
VAMP5,0.0496234,0.8237799,-0.01417215,-0.10794915,-0.1302477,-0.016796572,-0.017654063,0.3018882,-0.13849382,0.40262806,-0.18362826,0.6687069,0.44404057,0.059597295,-0.7098668,0.103040814,-0.019486906,-0.092760235,-0.38254648
RNF181,-0.0056488514,-1.5413116,0.0062374687,-0.040835768,0.02474454,0.0030557062,-0.0068848245,-0.013576976,0.0051478534,0.35853806,0.009381079,-1.5595529,-1.0798805,0.08515279,0.062037308,0.036870256,0.12399432,-0.40438575,0.04580448
CHMP3,-0.0021505754,-0.9855502,0.01970628,-0.1282382,0.1110634,-0.0040805587,-0.151482,0.2418478,-0.0035716982,0.32307747,0.11398256,-1.1160996,0.04403038,-0.7939901,-1.424516,0.20177837,0.4454238,-0.004034828,0.03083477
CYTOR,-0.06435431,-0.37983692,0.5355675,-1.3744123,-0.72854024,0.14364353,-0.5063152,0.658089,0.1387055,-0.07367723,0.014443933,0.19619861,0.15453757,0.4444604,-2.4717355,-0.18848069,0.9889202,-2.5318062,-1.0394588
SNRNP200,0.017781612,-0.24451745,0.0071196933,-0.056457933,-0.01718201,-0.00058569503,-0.00043900075,0.10445521,-0.02460863,0.21177775,0.03911905,-0.2758037,-0.3589606,-0.055717506,-0.63979644,0.15103278,0.34827802,-0.30602455,0.033933792
COX5B,0.0103724105,1.0349245,-0.03910765,-0.0131773,-0.010887074,-0.0036780362,0.0021684363,0.0012579256,-0.0040776744,0.22520897,-0.058513455,0.580536,0.41077238,-0.090458676,0.33171993,-0.058189496,-0.32335946,0.28005767,-0.060891066
RNF149,-0.011280425,-1.1992676,0.02380232,0.2482796,0.24050888,0.018247858,0.105026074,-1.0103331,-0.3538288,-2.4835734,0.1844824,-0.59677774,-0.29069883,0.28833747,-1.2297889,0.20666538,-0.14441492,0.37919226,0.058850173
PANTR1,0.27977756,-4.8950377,0.7213757,0.35209474,0.5300368,0.19708054,-0.02800063,-0.5767282,-0.3327176,-2.5101683,1.0016555,-2.3230193,-1.9932883,-0.6476487,-1.4474758,0.7761452,0.33411536,-0.2604574,0.7163191
POU3F3,-0.03652121,-1.3818939,-0.08174119,0.48931846,0.09759253,0.0042638187,0.31421307,-0.44725415,-0.040401075,-1.3104529,0.04702217,-0.49704695,-1.39628,0.30805343,-0.3973436,-0.15301414,0.35757706,0.5996513,0.5003829
MALL,0.21138352,0.8739238,0.43392485,-2.8379688,-1.2930171,-1.3300768,-0.8323032,0.9042756,0.22068994,1.2099847,-1.4734764,0.037519075,1.0771645,0.17126407,-0.84846896,-0.43549883,0.72979116,-2.0103543,-2.3004618
MTLN,0.22538188,-1.8437731,0.53050274,-2.3056195,0.09880934,-0.006941568,-0.018748866,0.54860246,-0.016300414,0.0571689,0.5195484,-1.1507357,0.15824626,-1.9862288,-1.1460562,0.67228335,0.8634937,-0.53148043,-0.4422108
PAX8,0.19600014,-3.6974483,0.33817312,0.23684996,0.48423678,0.003927787,0.76693577,-0.52152896,-0.650302,-1.4775065,0.94113535,-1.7480057,-2.4171925,-1.6088016,-0.99537086,0.61970824,-0.5054662,0.85719717,0.6097279
SLC35F5,0.032146912,-1.1774043,-0.056059733,-0.05693926,-0.004505517,0.006451549,0.046235494,-0.48607007,-0.012734731,-0.9669437,0.13557008,-0.28225946,-0.85668343,-0.3902461,-0.62538445,0.19499616,0.29435438,0.27420488,0.21645364
ACTR3,-0.06806194,0.039488554,0.08222675,-0.48825857,0.09501072,-0.0023960636,-0.12242369,0.1887993,0.015154405,0.27109498,-0.022369824,0.48674926,0.4615826,-1.4172643,-0.3684649,0.16200551,0.49469578,-0.26714113,-0.5731484
INSIG2,0.16438566,-2.8350244,0.49798936,-1.2271414,0.13866211,0.13150878,-0.32178876,0.22332051,-0.046005458,-0.030023433,0.6674489,-2.2086525,-1.4624283,-0.63021916,-1.0965155,0.38141406,0.30945134,-0.45741117,0.4716036
DBI,-0.003333667,-1.2350311,0.14336869,-0.18846515,0.08992774,-0.010415032,0.0176965,-0.08799339,-0.0050961464,-0.3669731,0.047864787,-1.2794108,0.03814457,-0.2980819,-0.79525495,0.2877739,0.2002043,0.23649985,0.24373876
TMEM37,-0.0036816245,0.02846677,-0.2175,0.16435634,0.0013518896,-0.010412801,0.034124345,-0.12075389,0.004286188,-0.096651696,-0.03069923,-0.41773686,-0.0894525,-0.024230108,0.6070706,-0.11123771,-0.76781297,0.3749567,0.04311332
INHBB,0.004411065,0.7532126,-0.78675747,-1.1463625,0.015470287,0.014200226,-0.939245,0.12097732,0.28895122,-0.1914263,0.19599044,0.14739318,0.92871636,0.5653712,-0.8956886,-1.9654815,0.23154086,-2.2339396,-0.6576198
GYPC,0.1718935,0.088280395,0.29684973,-0.2799491,-0.379808,-0.055644654,-0.1081141,0.40141666,-0.024144005,0.5994285,0.06155475,0.021540482,0.27032357,0.21992947,-1.0519271,0.11160224,0.5591349,-0.54910266,-0.74165845
MZT2B,0.010410473,0.8680931,-0.019522788,-0.059067927,-0.023874957,-0.0010341073,-0.049382,0.029164406,0.00064923224,0.22447789,-0.053946763,0.4556137,0.39279178,-0.045445167,0.42154253,-0.087341584,-0.2671667,0.109397605,-0.069224976
CCDC115,0.24740091,-4.7196674,0.5400738,0.069352746,0.12584406,0.085956685,0.33405417,-0.086553715,-0.14803097,-1.8040842,0.829884,-2.101135,-2.5250187,-0.0052248887,-2.3253138,0.6896957,0.99982864,-0.32930997,-1.0028749
MZT2A,-0.0030956538,-1.4399502,0.04125578,-0.054327585,-0.049036518,0.0012536474,-0.07561746,0.204285,0.013479497,0.4301689,0.0153813325,-1.5041683,-0.17170501,-0.35450578,-0.6050977,0.04191008,0.47102243,0.23973854,-0.114208914
