,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
EDF1,0.010163861,0.9958981,-0.026482081,0.026419636,-0.03605279,-0.0039432663,-0.015940795,0.0019988809,-0.0024073748,0.20332478,-0.06941106,0.6660696,0.28709048,0.12228844,0.48622814,-0.0668587,-0.5376113,0.1074019,-0.10978754
FBXW5,0.021588815,1.1293852,-0.06791933,-0.104745775,-0.16855778,-0.05063323,-0.43341094,0.19002466,0.05506236,0.28796443,-0.08192984,0.7386465,0.42688066,0.173301,0.14969864,-0.28448644,-0.15381998,-0.4444749,-0.39665425
NPDC1,0.02386365,1.5958059,-0.17105694,-0.070407495,-0.31522796,-0.030152097,-0.32477048,0.24573559,-0.07742852,0.31802046,-0.52762634,0.89272773,0.6818671,0.5578604,0.3211493,-0.68994397,-0.35847035,-0.40154836,-0.907213
DPP7,0.0050902134,0.842711,-0.06493888,0.064532235,-0.1962692,-0.018615551,0.030562975,0.034379445,-0.0045535653,0.072840646,-0.23727736,0.41080105,0.523778,0.29816565,0.4353402,-0.4680351,-0.4734031,0.33380738,-0.35355586
SSNA1,0.45108324,-1.2528919,0.45278832,-1.0471851,-0.39893624,-0.059648555,0.34741202,0.7111334,-0.19782989,0.5729047,0.14086582,-1.8660135,0.6844424,-0.78921664,-1.3766674,0.45989895,0.845148,-1.51834,-0.6823686
TUBB4B,-0.0063887644,0.39601275,-0.17579624,0.018745627,-0.019005746,-0.0077470727,0.021358885,0.05284642,0.0005492784,0.39339486,-0.07829922,0.2944971,0.20126674,-0.56916356,0.52882415,-0.08587933,-0.7028137,0.1803733,0.0741453
NRARP,-0.042339902,0.8018815,-0.084476784,0.02518651,-0.002627703,0.01912997,-0.13207027,0.11612036,0.0075065284,-0.2791987,-0.10249395,0.38284814,0.48468095,0.55951244,0.15432312,-0.47524577,-0.6492415,0.18425654,-0.1562668
MRPL41,0.07402561,0.55222595,0.1132201,-1.2306943,-0.24159047,0.0138248075,-0.096329756,0.28238994,-0.13643557,0.41713494,0.09975323,0.3863468,0.31784287,0.075323604,-0.96665096,0.25983417,0.3976382,-1.3746204,-0.6009046
PFKP,-0.00077704375,-0.03973505,-0.017489532,0.027126178,0.0128631,-0.0009002642,0.01029265,-0.10853018,-0.0063071363,-0.10688951,0.017051568,0.11995078,0.11375872,0.039863557,0.18406181,-0.0085309055,-0.44357193,0.37383485,-0.010940641
KLF6,-0.08760137,0.80783963,-0.20649092,0.21665697,0.0768564,-0.012836878,0.11407338,-0.5023169,-0.06441646,-0.6761997,-0.09900302,0.62006676,0.1299801,0.18554586,0.42093584,-0.30693105,-1.3243241,0.52510345,0.25263828
AKR1C3,0.020168487,-1.559778,0.00070156215,-0.17200011,0.054057356,0.004417856,0.05677056,-0.055424962,-0.018070567,0.023674412,0.044058904,-1.0527362,-1.271716,-0.37508312,-0.1103822,0.07758101,0.18510884,0.10857842,0.27327797
GDI2,-0.020263638,0.03413868,-0.0022239615,0.005165968,0.007473696,0.0009898045,-0.0027795567,-0.02057572,-0.0029833245,0.24867621,-0.011871649,0.16117354,-0.5062763,0.109808944,-0.31936166,0.009426748,-0.41213086,0.277092,0.066159725
PFKFB3,0.0036678098,-0.2861663,-0.0019143235,0.3335828,-0.05354091,-0.0041119694,-0.13192286,-0.3622776,0.037786383,-0.64366853,0.08324899,-0.5958287,-0.46650943,0.4310663,0.21939066,-0.17190252,0.49027285,0.095077775,0.11590029
ATP5F1C,-0.021592313,-4.486521,0.019400185,-0.022917725,0.061059278,0.027463505,0.012890775,0.09512318,-0.0046811565,-0.08259224,0.095036305,-2.8107235,-0.25399327,-0.8230658,-0.17545721,0.16377094,0.22756043,0.02906804,0.21165928
ECHDC3,0.65064883,-5.3418684,0.9636652,-1.3724542,0.85907763,0.087095305,0.52946115,-1.0274507,-0.17429027,-2.176188,1.2508304,-2.369493,-2.4089737,-2.10218,-2.2054186,0.9207177,0.74749845,0.2521904,0.2605363
OPTN,-0.03775163,-0.043404013,-0.008127953,0.2882638,0.02201807,-0.015463712,0.0064374264,-0.115518935,0.015012134,-0.022087935,-0.061458252,0.47167423,-0.45388648,-0.2904312,0.62701225,-0.021276288,-0.54078066,0.25914976,0.15502936
FAM107B,-0.00826486,-2.008604,-0.011669062,0.08703804,0.00978086,0.015095929,-0.0031512836,-0.15125594,0.008429241,-0.9811297,-0.04383977,-1.5550022,-0.7293184,0.50449437,-0.65254956,0.1969854,0.24066891,-0.18747477,0.43141076
CUBN,-0.032161176,-1.2466705,-0.080026984,0.31341112,0.2921556,0.0018574647,0.31020182,-0.8140169,0.0076715928,-1.0786066,0.2651693,-0.7796234,-0.1368418,-0.4162741,0.50998056,0.15791105,-0.87850654,0.48410192,0.43857864
MSRB2,0.033854935,-2.1178699,0.18250157,-0.45972836,0.1732392,-0.0015324834,0.06638018,0.04699064,-0.08323547,0.1915081,0.3375734,-0.034499187,-1.0367707,-2.0995944,-0.79482895,0.3222736,0.42628673,0.14569435,-0.05206541
YME1L1,0.06817954,-0.8698698,0.3744145,-0.7388268,-0.0260023,0.035345275,-0.013325491,-0.044935845,-0.27700484,-0.1254165,0.14643008,-0.2786683,-1.0284958,-0.00031629356,-0.9819921,0.005465615,0.6170057,-0.35524803,-0.0967119
WAC,0.016182449,0.12963727,-0.119136594,0.0060375626,0.033301093,0.0026796712,-0.18111159,-0.3021177,0.0068573155,-0.573841,0.03593478,0.27146834,0.30169982,0.17995827,-0.18976516,-0.7919556,-0.24825017,0.12197926,-0.27482015
ITGB1,-0.12489886,1.4433352,-0.2645746,0.07824152,-0.06852894,-0.0061300774,-0.09168066,0.0061022504,-0.0013774022,0.07801925,-0.50779164,0.89867425,0.4971246,0.3796975,0.57939726,-0.53787893,-0.92625463,0.30114806,-0.42045677
NRP1,-0.05455064,1.2928725,-0.30366188,0.09657153,-0.047445506,0.0071040764,-0.02833358,-0.17797673,0.009193436,-0.063688025,-0.49577194,0.878341,0.34076157,0.30765882,0.586656,-0.787416,-0.7383749,0.3348455,-0.28457177
HNRNPF,-0.03575896,-1.0065383,0.0546412,-0.3849942,0.05517119,0.014199335,0.08638004,-0.111536816,-0.0054607037,-1.1313205,-0.008175562,0.115646996,-0.5841678,0.30696535,-1.0605718,0.188811,0.44897506,0.15864511,-0.054285534
CXCL12,-1.8773768,-0.02786088,1.0408719,-2.3541543,0.57969475,-1.5265471,-0.7869031,1.9856256,-1.1696985,1.6825738,-0.8805298,-1.4211981,-0.2995907,-0.6512886,-1.8239156,-0.73618746,2.0675228,-1.8702664,-1.5281382
RASSF4,-0.00034347957,-0.5070753,0.0065260506,0.44159582,-0.032255944,-0.0016355983,0.07899882,-0.20312952,-0.04597272,-0.37988263,0.09531193,-1.0267527,-0.1507979,0.32715204,0.12377511,-0.112814784,-0.041874327,0.21831813,0.33277452
NCOA4,-0.0134128425,-0.8023349,0.036465187,-0.17032157,0.15753745,-0.0076940595,0.016947817,-0.07071408,-0.00044561972,0.070981845,0.078668505,-0.4727637,-0.63109416,-0.5285947,-0.052611947,0.1811704,0.23338997,0.18949807,0.10195062
CISD1,-0.03565384,-3.5731845,0.5402022,0.3623659,-0.019112905,-0.015326538,0.107757315,-0.59308475,0.2925135,-2.0578082,0.6582136,-2.338356,-0.9663024,-1.3446711,0.1340694,0.4818672,0.58763546,-0.04257307,0.21152912
BICC1,0.16387667,-4.058955,0.18428268,0.13998887,-0.004929871,0.096552484,0.2717877,-0.088960454,-0.2687347,-0.5757506,0.7955459,-0.5390344,-2.2345147,-1.6622132,-1.1350197,-0.15065774,0.425421,-0.40824243,0.29829872
SLC16A9,0.0031499786,-3.8294334,0.19490378,0.5596194,0.47113118,-0.15793054,0.68222296,-1.2750626,0.20882666,-2.3387043,0.729588,-2.5325212,-1.7913852,-1.6068479,0.5661435,0.17946333,-0.508932,0.7174702,1.0199142
PBLD,-0.037594035,-3.3629322,-0.08610264,0.39554775,0.42550543,0.19354926,0.4026784,-0.65924275,-0.06968636,-0.3240331,0.51456255,-0.6929807,-2.2796507,-0.72423804,-0.1490146,0.035458356,-0.9287839,0.8431898,0.63590455
HNRNPH3,-0.00436471,-0.16754964,-0.019166857,0.07875537,-0.010162813,0.004149382,0.021751586,-0.1735146,0.0023156314,-0.032584522,0.0008949646,-0.13233303,-1.262042,0.537217,0.10801078,-0.12366787,0.03656775,0.1193947,-0.019370764
SRGN,0.009199851,0.5262295,-0.082066394,0.0013192863,-0.016827578,0.004281621,-0.005759826,0.030299293,-0.0050420337,0.24467024,-0.03315479,0.5361108,0.3923123,0.19906604,0.12854329,0.030969538,-0.3653698,-0.06716145,-0.12528223
PPA1,0.40579504,-3.4068742,0.84337634,-2.2961743,0.44691038,0.059675205,0.30330503,-0.17325935,-0.15810989,-1.1409729,0.6722051,-2.4456422,-0.8009412,-1.5450642,-0.25877357,0.77931046,1.1799415,-1.7901299,0.21364513
EIF4EBP2,-0.033450004,0.34678483,-0.040640477,0.31936437,0.03144747,-0.0030325856,0.02966526,-0.17869414,-0.008832068,-0.08445259,-0.025955873,0.19074914,-0.6220973,-0.07926096,0.69556314,-0.17381485,-0.43504882,0.49009496,0.11619519
PCBD1,0.3114504,-5.091923,0.58324176,-1.7321295,0.3297762,0.13214892,0.107871346,-0.19709657,0.051444065,-0.2926756,0.616185,-2.7774422,-1.6254755,-2.1456037,-0.7252385,0.5686615,0.9203306,-0.40469736,0.048071396
VSIR,0.262949,0.6416842,0.2948421,-1.0010818,-0.68475497,-0.16197996,-0.3004896,0.60791177,0.035920184,0.6684783,-0.08026348,-1.3850093,1.0386144,-0.31075382,-1.6415305,0.2499341,0.42197946,-2.1067185,-0.40254638
ANAPC16,-0.004963549,-0.30230248,0.025726577,0.09223233,-0.017984113,0.0009185255,-0.013575296,-0.045410357,-0.0022152506,0.275997,-0.0051860693,0.20369902,-1.1049511,0.24863005,0.054879382,0.025562122,-0.08351967,-0.07133213,-0.016171122
DDIT4,-0.038850266,1.146585,-0.021001868,0.018338341,-0.010454991,0.007142894,-0.02331202,0.00042845993,-0.0053802347,0.001632423,-0.099054284,0.77709,0.21040298,0.47969,0.38074923,-0.2912869,-0.330716,0.31176206,-0.2623062
P4HA1,-0.060542744,-0.39996463,-0.11244604,0.29234633,0.24402305,0.0013219344,0.094293006,-0.2473278,-0.018191487,-0.14381701,-0.00888197,0.071620375,-0.4155782,-0.35278004,0.1627504,-0.27577397,-0.68450063,0.6101488,0.5027147
ANXA7,-0.05181718,-0.28874746,0.012948334,-0.004352211,0.021460457,-0.00010970331,0.0660243,-0.108853854,0.0010774723,-0.66666925,-0.008635252,0.14901713,-0.2718356,-2.6312264e-06,0.3489708,0.055526108,-0.6618975,0.13569376,0.2128984
CHCHD1,-0.06603055,-2.0843976,0.704543,-0.8158045,0.42166516,0.12420366,-0.025539834,0.030478189,-0.050977573,-0.5178667,0.62977374,-1.0686141,-1.1515566,-0.37682557,-1.3030359,0.779881,0.74345034,-0.21527502,-0.11169502
VCL,-0.0708141,1.7581074,-0.62294364,-0.10703102,-0.4694631,0.0012838895,-0.23847032,0.18323827,-0.113926955,0.25245187,-1.6305392,1.257231,0.70470434,0.3601165,0.6218006,-1.0349467,-1.2185597,-0.13177164,-0.5947043
VDAC2,0.07237764,-2.6672995,0.1703046,-0.25048542,0.1598855,-0.0075049847,0.022889867,-0.11247791,0.0042013023,-0.7390749,0.13862823,-1.3260385,-0.78250515,-0.9290127,0.19814378,0.11730675,0.72752726,0.024067705,0.02043276
KCNMA1,0.3066509,-4.095811,0.37987542,0.34620196,0.48670676,-0.0015804904,0.4443854,-0.84745693,-0.01636641,-1.1300532,0.6822401,-2.2946546,-2.2003841,-0.97120017,-1.9893521,0.5580358,0.35006413,0.37170768,0.89549744
PLAC9,0.023987582,1.4416327,-0.16457006,-0.57886004,-0.25690717,-0.11554625,-0.16723718,0.4772347,-0.018835478,0.7353629,-0.39660892,0.7561346,0.69579846,0.20143692,0.28196967,-0.40310505,-0.24272485,-0.5474995,-1.210853
ANXA11,-0.0012939227,-0.014584139,-0.047237776,0.049401496,0.009879023,-0.0023781508,0.0016426835,0.0150930835,0.0033244821,0.37028655,-0.029852655,-0.65196925,0.09836923,-0.091848604,0.32077137,-0.04183198,-0.3722462,0.36056268,-0.007838699
PRXL2A,-0.00360695,0.14240733,-0.017154641,0.003513709,0.009618618,0.0017834436,-0.0010157569,-0.03105493,0.002058523,-0.17329723,-0.046912104,0.32639349,-0.31434637,-0.018618222,0.3333335,-0.07811494,-0.23941904,0.29687688,0.005352827
TSPAN14,-0.047143143,0.07825512,0.008938633,0.032658387,-0.0037416816,0.028831935,0.0068425997,-0.049605574,-0.0077547887,-0.5045755,-0.1542126,0.74618405,-0.09001509,0.16070227,-0.56104803,-0.06436557,-0.51145077,0.25714898,0.05670503
GHITM,0.00610056,-1.0035764,-0.06442369,-0.03254424,0.1435526,1.8789959e-06,-0.0015501992,-0.19486253,0.012999134,-0.22276205,0.032420125,-0.7693082,-0.66865164,-0.7921183,0.10092423,0.0015872802,0.3623271,0.030720895,0.39873186
MMRN2,-0.18694007,1.091651,-0.35809013,-0.016032284,-0.05609372,0.007948788,-0.115341865,0.09786775,0.014159399,0.27796283,-0.46786427,0.8764881,0.47691834,0.33829135,0.330308,-0.8434145,-0.8806018,0.08191616,-0.16210778
GLUD1,-0.08873633,-1.1644937,0.021384457,0.2742213,0.23198585,0.010711224,0.1118269,-0.09536729,-0.18100828,-0.1886469,0.10599375,-0.42987862,-0.5924412,-0.37488458,-0.27616426,0.21148695,-0.27025032,0.50192285,0.5307211
LIPA,-0.0160991,-2.039541,-0.07257645,-0.17092666,-0.016541049,0.019470792,0.01602251,-0.09221995,0.06008771,-1.3256565,0.08234146,-1.1030077,-0.37610447,-0.21367627,0.29825538,0.10735449,0.46398953,-0.3628856,0.04820282
IFIT1,-0.01786567,-2.2400084,0.06716943,0.01705194,-0.08100891,0.053859994,0.006640035,-1.1433425,0.018444847,-1.020298,0.34333158,-0.6255002,-1.8836483,0.2589823,-2.2001593,0.08955156,0.59691286,0.12963465,-0.26984954
PDLIM1,-0.012291518,0.48351547,0.0034367503,-0.30915093,0.012964705,0.0031696851,0.046119653,0.10261249,-0.03457142,0.44881728,-0.05912697,0.4881267,0.2871315,-0.81469715,-0.16114041,-0.01735008,-0.77679044,0.4740425,-0.105158925
TM9SF3,-0.027490553,-0.15249118,-0.08593371,0.22591493,0.02842489,0.0009587975,-0.014716849,-0.10562683,0.0073018037,-0.6255772,-0.022043211,0.25172725,-0.5026575,0.2491884,0.46231738,-0.060446795,-0.18266489,-0.0250794,0.20918106
PGAM1,-0.009451645,-0.22918299,0.0010846065,0.018853825,0.0176936,-0.00040461926,-0.001335827,-0.0772236,0.0024998242,0.01751564,-0.0031985124,0.010288913,-0.09659172,-0.4214518,0.45880488,0.013228879,-0.20088933,0.24013539,0.03540733
GOT1,0.2410472,-4.03861,0.5480012,-0.5762607,0.12463506,0.07533669,0.21684492,-0.5261401,-0.037971206,-2.1523526,1.1151124,-0.7817089,-2.0163486,-1.4839709,0.054830614,0.6059115,0.42012122,-0.32903054,-0.23237148
NDUFB8,0.008742938,-0.521112,-0.0015301814,-0.18797186,-0.008903014,-0.013577751,-0.021280024,0.17158674,0.01292846,0.46459854,-0.0037876181,-0.81330633,0.23425609,-0.5539623,0.23673652,0.13850021,0.1966094,-0.27016166,-0.009906525
PAX2,0.049285192,-3.301777,0.05794988,0.34915012,0.30206037,-0.024221962,0.46080917,-1.0828067,0.012705908,-1.1516355,0.19335535,-2.671562,-1.5758995,-1.180165,0.35834864,0.08313954,0.23951547,0.52800095,0.59744656
MRPL43,0.19155881,-2.2620962,0.4765786,-0.70955443,-0.0039401343,-0.015520094,-0.011151485,0.120694764,0.003262602,-0.20878315,0.44028267,-0.50476253,-0.8327782,-0.5212055,-1.0089464,0.41245857,0.72088414,-1.4674953,-0.018088488
DPCD,0.42390296,-3.5022326,0.8187978,-0.3623778,0.03825721,0.07314925,-0.37608114,-0.059201866,0.011306322,-0.5251597,0.66865677,-1.1638259,-2.119892,-0.42436075,-1.9941741,0.90134853,0.94296783,-2.2564275,-0.35683882
OGA,-0.091765314,0.6217793,-0.22599159,0.20266679,0.086202145,0.0007117298,0.06713329,-0.3211639,-0.026248517,-0.7183052,0.0069624004,0.2560196,-0.1056719,0.4910885,0.3471872,-0.20915031,-0.693461,0.51988,-0.28117472
FBXL15,0.32979494,-2.30514,0.14259556,-1.5816255,-0.68645024,0.11295641,-0.18986394,0.5501754,0.33664808,0.583058,0.30357048,-2.0484636,-0.12947248,-1.2759422,-1.4599756,0.15741782,1.1022872,-1.1326338,-1.0467992
CUEDC2,0.11833935,-0.7925006,0.35244203,-0.83683074,-0.14647916,-0.024106592,-0.17273252,0.23390436,0.022068221,0.3174583,0.21106783,-0.38991883,0.16898885,-0.94480294,-1.6996158,0.44533482,0.59278053,-1.0778624,-0.23656666
TRIM8,-0.006430634,-1.280354,-0.027496744,-0.77522165,0.2267165,0.03643516,0.15514024,0.042501424,-0.25954264,-0.7086878,0.46455833,-0.57734805,-1.0787205,0.14176707,-1.4220506,0.30886835,0.52124107,-0.5088989,-0.16787992
ATP5MD,-0.009087288,-0.013883624,0.017613666,0.001541395,0.045144334,0.00027651875,-0.0012551338,-0.10276828,0.00087984744,-0.42538974,0.012016535,-0.009931428,0.19239609,-0.14750083,0.1959513,0.019117897,0.0047968295,0.15046561,0.026920533
GSTO1,0.00042108886,0.38634044,-0.004203819,-0.049693067,0.0034141422,-0.012652928,0.0083790505,0.036216922,0.00015106637,0.38896704,-0.030500313,0.08947948,-0.18113925,-0.24719435,-0.029882627,0.02477572,0.004845202,0.29143524,-0.0007462288
ADD3,-0.011178447,0.344374,-0.1615425,0.079083055,0.010434041,-0.0039355187,0.04993059,-0.8464539,0.007115506,-1.7491192,-0.11164521,0.3172345,0.38368225,0.05287834,0.46540123,-0.1986721,-0.51223814,0.3331431,0.0901317
MXI1,0.0020538997,-1.5732186,-0.077475116,-0.018722204,0.1646428,0.009737961,-0.07901307,-0.009350158,0.008376442,-0.010745218,0.013325749,-0.60956186,-2.2588289,-0.29253334,0.40068302,0.050330523,0.31059098,0.036478516,-0.20514278
EMX2OS,0.51712143,-5.336605,0.5815592,0.0613875,0.30381048,0.27584973,0.6636467,-0.6677215,-0.38078675,-0.9510558,1.3096348,-2.169262,-2.2989461,-1.2715944,-1.094261,0.708083,0.5508357,-0.015663585,-0.24867381
EMX2,0.47494435,-3.4017227,0.31289142,-0.32683465,0.24306436,0.015601147,0.24384008,-0.5500817,0.0048329057,-1.6368304,0.5219202,-1.5555683,-2.50835,-1.3676621,-0.1783919,-0.07100565,0.62050354,0.008238605,0.9631515
PRDX3,-0.028537847,-1.8459802,-0.037516344,0.13424408,0.3061221,0.03567877,0.1298783,-0.37357995,-0.076506294,-0.7458521,0.15047021,-0.79534566,-2.0501387,-0.6196636,0.28258008,0.20316854,0.13061105,0.3597002,0.3990705
PLEKHA1,-0.009577726,-0.53033483,-0.13562986,0.2981245,-0.052027937,-0.0019909795,0.13692883,-0.417495,0.0005418737,-1.4786329,0.11024273,-0.19942237,-0.02251377,0.46071723,-0.31054634,-0.072551236,-0.19009502,0.49141607,0.22300513
HTRA1,-0.24165124,1.4275632,-0.3721581,0.13966344,-0.04108928,-0.003424848,-0.30093047,0.10480709,-0.05494187,0.18314245,-0.61278105,0.90685356,0.44556615,0.51737833,0.4650616,-0.93786967,-0.92095864,0.26451442,-0.68305683
CTBP2,0.0037614766,0.39382446,0.11293481,-0.04712852,-0.047876235,-0.0035090127,-0.06543736,-0.23055641,0.012555102,-0.23125212,-0.045869496,0.39296052,0.07022548,-0.36900085,-0.23660462,-0.06967248,0.3162829,0.33419946,0.05633106
CLRN3,0.11783297,-5.5530596,0.56641924,0.56992024,0.8926272,0.063410304,0.71116346,-2.3693988,-0.013050726,-2.3724093,0.9724985,-2.4714527,-2.4372919,-2.020535,-0.9622203,0.48661003,0.24146402,0.7071585,1.1459268
MGMT,0.29219335,-1.9677751,0.5464676,-0.2400417,-0.5073986,-0.0265188,-0.46433777,0.5578879,0.031515542,0.5809598,0.53523433,0.12743655,-0.053151548,-0.6955673,-2.0392084,0.34284335,0.8656466,-0.6502365,-1.1643591
BNIP3,-0.037031483,0.19162779,-0.06314886,0.11860329,0.06958692,0.0035132698,0.031197693,-0.34095567,-0.0067438926,-0.24151513,-0.040206328,0.41036472,-0.20525892,-0.103151,0.43172088,-0.11393905,-0.62614524,0.39099544,0.08681598
FUOM,0.39376187,-3.9701755,0.91337985,-1.1364791,-0.30276215,0.19659947,-0.12709817,-0.41999292,0.15730149,-1.1314452,1.1991284,-2.328603,-1.3947104,-1.9522059,-1.789194,0.5546942,1.1447273,-0.96710926,0.06180128
ECHS1,-0.021981586,-2.0377667,0.108782165,-0.11634087,0.06764131,0.012455992,0.059901837,-0.096976414,-0.012243065,-0.12794739,0.18355922,-0.59434056,-0.5525763,-0.88326436,0.060281012,0.32816535,-0.18700626,-0.021217536,0.13608544
PSMD13,0.036944143,0.28460962,-0.015721094,-0.16282514,-0.18600999,-0.0025412338,-0.093353584,0.13110036,0.0042815874,0.41786844,0.030200673,0.011656667,-0.7035445,0.4804299,-0.7758805,0.030898945,-0.023272928,-0.25134397,0.015170531
RNH1,0.041773487,0.40705806,-0.00090639305,-0.47780785,0.044547297,-0.020312602,-0.13230059,0.2619147,-0.014871374,0.40477931,0.041601934,0.6289775,0.4237574,-0.204136,-0.31442186,0.09810254,-0.090976536,-0.45576635,-0.8957344
RASSF7,0.042723525,-0.7255514,0.0704447,0.16950926,-0.5167978,-0.14008757,-0.15107976,0.08520575,0.22132546,0.27946687,-0.024289789,-0.43865997,-1.7772396,0.1681496,-0.8033893,-0.41139534,0.84050333,-1.6938725,0.3790797
MIR210HG,0.15694417,-2.0802233,-0.014881402,-0.027194953,-0.058952738,-0.028816937,0.08058589,-0.18208197,0.043450594,-0.94426477,0.29321676,-1.5346494,-1.2028667,-0.04649529,-0.39895764,0.09318724,0.780212,-0.6789766,0.24749057
CDHR5,-0.0036566264,-0.4540384,-0.31994593,0.44093892,0.22818,-0.063413456,0.27354142,-0.6040769,-0.016673386,-0.6647328,0.16424847,-0.2512465,0.16148606,-1.7147155,0.70116216,-0.008216326,-1.3046106,0.6017723,0.4451888
EPS8L2,0.010294305,-0.16563053,-0.23273446,0.24572888,-0.032027893,-0.005746533,0.1280475,-0.29328236,0.00049375655,-0.09603819,0.01236957,-0.795438,-0.31319714,0.10287409,0.42642176,-0.1950644,-0.4585521,0.4090419,0.06031364
TALDO1,0.06773268,-1.8584981,0.023269124,-0.25999945,0.000332509,-0.008305746,-0.06433131,0.23650317,0.036775075,0.08868047,0.054852106,-2.1135945,0.23493433,-0.96676546,-1.722059,0.11939708,0.569623,-0.67031974,0.36839062
PNPLA2,0.014655758,-2.4892511,0.04082742,-0.048352383,0.037601896,0.002814978,-0.009644203,-0.13704284,-0.0043881624,-0.29166353,0.1827103,-1.6039462,-0.78684986,0.24751386,-0.6644631,0.18912984,0.4538197,-0.21361831,-0.06777036
CD151,0.0116902925,1.2052274,-0.23723593,0.12224946,-0.043450553,-0.021587513,-0.019918023,0.02223836,0.0052524284,0.2895679,-0.1672491,0.74716294,0.4031282,-0.1404225,0.4723259,-0.38126913,-0.66697437,0.24960278,-0.13439271
POLR2L,0.0060660085,-0.064457,0.0266092,-0.029068084,0.0030469606,-0.0023607342,-0.021496307,0.054125033,-0.0053823297,0.2865816,-0.015954474,0.16735391,0.38196617,0.08577173,0.15002008,0.013267888,-0.42052126,0.05533955,-0.08432165
TSPAN4,0.023391984,0.7157106,-0.17585334,0.14128053,-0.026508806,-0.05027154,-0.010793931,-0.0013854619,0.011020225,0.21285732,-0.05389805,0.23523743,0.4131878,0.28740358,-0.17963126,-0.08415397,-0.27983445,0.19890895,-0.12769355
AP2A2,0.029183345,-0.46457013,-0.030620512,-0.07835538,-1.0633111,0.011724398,0.013127861,0.11647714,-0.017913744,0.3091582,0.10284371,0.2804809,-1.4703783,-0.07737642,-1.5536405,0.01833706,0.22063462,-0.28437814,-0.32840332
TOLLIP,0.08187025,-3.7820816,0.27412432,-0.596887,-0.0999045,0.037651435,-0.059897825,-0.16510215,0.15142873,-0.4763471,0.49356782,-0.7679296,-1.8629417,-0.02850966,-1.2559012,0.12732546,0.5423057,-0.680422,0.20294806
MRPL23,0.18983541,-1.1513896,0.38369933,-0.3851872,0.021633107,-0.024890501,-0.08468063,0.4055652,-0.012407647,0.7141503,0.4339366,-0.32934752,-0.19185144,-1.6064584,-1.0723777,0.17492248,0.89251035,-1.7075604,-0.37876418
H19,-1.3215195,3.3733094,-2.0704043,-2.256846,-2.2769005,-1.992287,-2.4147213,2.211437,-1.8061917,2.4135103,-1.8053329,1.8983259,1.7854624,-1.248034,-1.6797739,-1.8111793,-1.2278533,-1.6995996,-1.7340435
NAP1L4,0.025056088,-0.24212809,0.05872934,-0.3262553,0.16522792,0.02368033,-0.12084731,-0.0321573,-0.14324853,0.3212049,0.34420928,0.40751457,-1.7911835,-0.15280308,-1.766857,0.2202799,0.53868383,-0.82230186,-0.1591908
HBB,0.24044603,-2.405282,1.2173927,-2.4107566,-1.8736696,-0.072917864,-0.47463372,1.8611182,-0.9765137,-0.3075486,-1.1956521,-1.7693388,0.9165593,-0.09490955,-1.6130416,0.2806622,1.91533,-1.8115184,-0.8195023
TRIM22,0.019607203,-1.48074,0.059344824,0.0047907815,-0.06516952,0.021299433,0.24552436,-0.29957512,-0.036424097,0.0126628205,0.0654663,-0.38140795,-1.9877304,0.151332,-0.22936934,0.5421091,-0.210867,0.3282736,-0.447099
CAVIN3,0.10924935,0.70493776,0.020825425,-0.49730563,0.037579775,-0.024164753,-0.0820855,0.49087563,-0.08399808,0.45701352,0.021879429,0.026578072,0.8159483,0.1138259,-0.95043534,-0.085692264,0.12646501,-0.2591242,-0.29017228
ILK,0.0075689936,-0.09334859,0.00030398235,-0.3687692,-0.09967553,0.0027210733,0.047037438,0.17964232,-0.0073389737,0.2729482,-0.09548856,0.46482202,0.39075214,-0.37140664,-0.50689405,-0.09044201,-0.18122426,-0.18089448,-0.109742515
TAF10,0.47141153,-2.2047594,0.8020838,-0.7110726,-0.118345715,-0.014379266,0.169617,0.20484316,-0.22111371,-0.23759665,0.6094871,-1.078849,-0.39414608,-0.70777637,-2.1129322,0.95167756,0.794235,-0.05818121,-0.8019133
TPP1,-0.03327117,-0.1611118,-0.08856388,0.29876918,0.10587532,0.0080933105,0.02860549,-0.45551446,-0.102786936,-0.45814857,0.01721607,-0.24854271,-0.3571688,0.13266449,0.15589412,0.044426348,-0.5907746,0.3595516,0.19091438
EIF3F,-0.01895025,0.22364894,0.040008266,-0.12464242,0.0011386479,-0.0002536285,-0.02495679,0.087519825,0.0076574776,0.15369582,-0.07714563,-0.18140371,0.25163385,-0.23961514,0.44204104,-0.00036195485,0.27658853,-0.31842262,-0.046003543
ADM,-0.016380215,0.14919052,-0.08905221,0.22210288,0.010774819,-0.0030561595,0.009261333,-0.5958917,0.006180995,-0.70168155,-0.032507226,0.45067537,-0.42891654,0.12149313,0.38448736,-0.1870748,-0.2837067,0.4540873,0.03487967
MTRNR2L8,-0.10555889,2.1520557,-1.2774593,-0.7443231,-1.3670794,-1.0267007,-0.4580296,0.34025967,0.14252527,0.26399535,-2.3075886,1.3379372,0.7384047,-0.12685688,0.8177894,-2.5219295,-1.0700309,-0.17148118,-1.1208553
