,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 8
321.13096874610164,-0.5908084,1.1588283,1.895654,1.4152704,2.322163,1.5649444,1.4598634,0.72817826,1.4295357,1.1800618,3.8194034,1.6642572
325.177311613809,-4.351608,-5.723617,2.2290976,1.9108537,1.5293574,2.1509151,-4.837067,-3.6063752,3.7605128,-14.580733,8.704412,0.16524617
327.19299949538106,-5.168985,-9.387154,2.7519848,2.3347602,2.2237673,2.8669236,-5.188164,-4.84171,3.33509,-28.169916,9.349468,-3.262941
331.20901611987676,-4.4577966,-4.4581237,1.8963268,2.0636692,1.5077806,1.9585211,-4.3412476,-4.0114875,3.8608897,-13.758609,8.655424,0.9038998
365.1570478361734,0.901106,2.1363769,0.6606843,-2.3779218,2.1392605,0.85693437,1.9724039,1.4696088,1.450755,4.150691,0.6252297,1.8510443
399.17773468337884,-4.826686,-9.222655,3.2898233,1.9604924,2.415792,3.0780606,-4.8056192,-4.6747537,2.4748697,-25.253523,8.512813,-2.7214425
409.18336016445807,1.6010511,2.529663,-1.4053797,-2.8611438,1.6532073,-2.2216244,2.5945466,2.0450237,-2.6676197,7.3855824,-3.1599512,1.194727
409.2714046851231,-4.944608,-9.399683,3.0572486,2.2560132,2.5970383,3.0039604,-4.955256,-4.8295007,2.5022445,-26.894672,8.511453,-1.2654067
450.55301652070364,2.2965827,-1.6263261,-4.039856,-4.020514,-3.9464233,-4.1230164,2.630311,2.7364082,-3.763713,9.188366,-10.939845,-3.6870368
453.2095792347797,1.921058,2.4247394,-3.0872407,-3.894617,0.5434728,-3.7040684,2.7436152,2.350165,-3.5306432,8.416982,-10.485596,1.5333315
465.2283399515315,2.125385,4.271926,-4.1738276,-4.0651584,-3.7413049,-4.3032327,2.2277706,2.2093964,-3.664294,8.191859,-12.106739,2.8232136
465.5631258867581,2.2901158,3.9075398,-4.370773,-4.368367,-4.294514,-4.5185986,2.4529006,2.494422,-4.0127306,9.483206,-12.172831,1.8793402
465.89656668656824,2.451212,2.4998255,-4.1609445,-4.239109,-4.249166,-4.313454,2.5857937,2.7196832,-3.841451,9.65379,-11.92044,-2.6818023
470.5534619718108,2.242941,2.6963165,-4.1365433,-4.160056,-4.0901213,-4.2619715,2.7622268,2.7007825,-3.907239,9.8573265,-11.607971,-2.9093738
470.88789580246987,2.4404016,-0.39842474,-4.009612,-3.9370136,-4.0475764,-4.068908,2.7809596,2.585164,-3.9075718,9.275553,-10.744269,-3.5042806
478.92025987617245,2.3938234,-2.1835783,-4.208644,-4.240021,-4.126186,-4.237454,2.814625,2.5473893,-3.939079,7.150863,-11.485802,-3.8310952
479.9038387582657,2.0849977,4.3241034,-4.40602,-4.4490404,-4.114588,-4.6845217,2.189871,2.1628287,-4.001798,8.144842,-12.56782,3.0703475
480.2392946824935,2.1521842,4.193462,-4.3964467,-4.4040117,-4.3719177,-4.6612926,2.3183239,2.2532363,-4.1391854,8.5535965,-12.473579,2.6941128
480.571938125089,2.3940198,3.8764033,-4.306317,-4.286046,-4.226116,-4.363484,2.501297,2.5463243,-3.980725,9.441309,-11.782468,1.4262254
480.90576653196075,2.575759,2.0319576,-4.0757704,-4.173246,-4.1436505,-4.218017,2.685008,2.710205,-3.7708323,9.798905,-11.451225,-3.6190736
485.2287549811139,1.707126,3.030822,0.892328,-3.8563128,0.94544274,0.8737281,2.0169573,1.9127839,-3.0928707,6.0331297,-2.1857092,1.7976768
485.56335188492085,2.300102,2.463556,-4.0043435,-4.123419,-4.008742,-4.2661347,2.6480136,2.596637,-3.9386864,9.428405,-11.450652,-2.0429966
485.89639233200955,2.3489301,-1.7716359,-4.040157,-4.232732,-4.070346,-4.144193,2.8144357,2.6210163,-3.8369112,9.799116,-11.173019,-3.7881846
488.2306001257723,2.1299353,-2.0968847,-4.1445127,-4.0827384,-4.116169,-4.2300377,2.9323745,2.6647952,-3.964911,9.206147,-11.425126,-3.5988004
492.92762636807333,2.3835304,3.025826,-4.3040943,-4.303721,-4.287701,-4.4217405,2.597397,2.5919976,-4.021257,9.72232,-12.166528,-0.18366586
493.2619550954543,2.4585814,-0.015688777,-4.2786217,-4.370541,-4.2270455,-4.502566,2.7397192,2.6798809,-4.1255417,9.76142,-12.229637,-3.217533
493.5955515817928,2.4872868,-2.2636356,-4.2332273,-4.188482,-4.38207,-4.270214,2.8227186,2.6177077,-4.0016546,9.262329,-11.806863,-3.820767
494.579584838628,1.9529997,4.2673097,-4.388698,-4.431365,-3.5360005,-4.6176896,2.077497,2.0391958,-3.5949376,7.211642,-12.328539,3.1472495
494.9141973198271,2.1113408,4.3072753,-4.453716,-4.455593,-3.8247402,-4.6027036,2.2558818,2.1706493,-4.0577316,8.231038,-12.361082,2.9904726
495.2473765981361,2.2690358,4.1915836,-4.3863506,-4.443941,-4.3888273,-4.4955826,2.3918192,2.4426186,-3.922478,8.675377,-12.27161,2.461119
495.581149111223,2.4425554,2.3512187,-4.213779,-4.27372,-4.1231375,-4.3628654,2.621123,2.6720438,-3.8417091,9.561409,-11.970428,-2.8152785
497.23584017034875,2.0486555,-2.1895018,-3.8641813,-4.023278,-3.419885,-4.064373,2.9580839,2.3949952,-3.8461893,8.515408,-11.1045885,-3.306829
499.903935505119,2.1820006,3.854152,-4.278796,-4.3571606,-4.0062075,-4.35114,2.4254155,2.3340847,-3.9361532,8.934702,-12.284512,2.0545874
500.23858275884396,2.2805483,3.3072255,-4.059392,-4.2374096,-3.570305,-4.270543,2.6119668,2.5324972,-3.8682237,9.403909,-11.843163,1.2640128
500.57171018677553,2.4639997,-1.2992597,-4.227429,-4.139257,-3.9271789,-4.2263865,2.748526,2.6967921,-3.915218,9.876631,-11.772457,-3.500543
500.9056718858225,2.3204925,-1.8432716,-3.9478898,-4.1505713,-4.006776,-4.059845,2.859301,2.665686,-3.800887,9.154028,-11.203942,-3.4016004
507.9377993311231,2.3743248,2.9116263,-4.3553185,-4.3602314,-4.31566,-4.4449797,2.6042454,2.5927596,-4.0879455,9.885257,-12.199997,-2.464331
508.2711803315196,2.5001223,-1.6210362,-4.3098426,-4.294148,-4.2475367,-4.3739433,2.7426982,2.5727677,-4.0817347,9.305387,-11.945905,-3.8053026
508.6049300600752,2.4236345,-2.3070912,-4.0792847,-4.1794953,-4.227461,-4.15421,2.8458357,2.611604,-4.0206013,6.221695,-11.457893,-3.8079937
509.2552829055155,1.9073484,4.3009834,-4.406685,-4.020485,-2.5738318,-4.711931,2.0690439,1.9103748,-3.0587661,7.1947317,-12.321877,3.228718
509.58934554543896,2.0396457,4.332924,-4.45799,-4.499051,-4.142516,-4.705498,2.1842728,2.074,-3.817699,7.6857653,-12.546239,3.092728
509.9229628592716,2.1992776,4.246383,-4.3784943,-4.3794756,-4.16706,-4.603286,2.300574,2.3053913,-4.035998,8.561081,-12.418797,2.6797135
510.24236974262993,2.0089097,2.5831828,-3.8789325,-4.1938877,-3.8167067,-4.1430783,2.8517513,2.4815145,-3.9142623,8.618479,-11.444094,-0.22000527
510.25777952582314,2.4937365,2.4657512,-4.236971,-4.2136893,-4.3694477,-4.329608,2.6075072,2.711473,-3.7774181,9.449366,-11.624035,-2.9492874
510.5904929207744,2.5075858,-2.0319371,-3.9928303,-4.1639524,-4.1273227,-4.1242166,2.6822355,2.509144,-3.9762836,8.653697,-11.260639,-3.7166474
514.5795507688714,2.1887798,4.1915917,-4.345503,-4.39135,-3.824636,-4.466356,2.4453313,2.391029,-4.16375,8.930919,-12.415144,2.4617853
514.9141088106072,2.297156,3.6965241,-4.1915035,-4.2786565,-4.0174994,-4.3344874,2.5142512,2.4954762,-4.036794,9.509983,-12.015301,1.1553706
515.24714677643,2.3841228,2.6944475,-4.0869994,-4.187929,-3.8832,-4.290146,2.7393134,2.6569042,-3.9098935,9.991634,-11.772974,-2.1210155
515.5812041673266,2.4085057,-2.1983485,-4.1296225,-4.099449,-4.161389,-4.217748,2.880107,2.6665914,-3.886253,9.836502,-11.715084,-3.7471519
522.2780079381146,2.352064,3.853242,-4.170985,-4.401088,-4.183049,-4.4521337,2.5450602,2.490796,-4.0495462,9.773861,-11.813757,1.608618
522.9466030471535,2.4738715,-1.3093112,-4.299113,-4.4285884,-4.3655033,-4.401731,2.6975396,2.633085,-4.099981,9.626112,-12.11278,-3.7743807
523.2801547418912,2.4385617,-2.408245,-4.1535506,-4.2814546,-4.239318,-4.2682004,2.8370984,2.527259,-4.0526915,7.886581,-11.791316,-3.8136997
523.9306489382229,1.9293822,4.3282127,-4.41032,-3.9405243,-2.201054,-4.702525,2.08607,1.9612939,-3.425717,7.08305,-12.341652,3.2593327
524.2657076843612,2.0276906,4.4159403,-4.532344,-4.3381763,-3.8892045,-4.703963,2.1574154,2.0297701,-3.451652,7.5506697,-12.652382,3.19274
524.5984796167957,2.1561248,4.2759504,-4.3416433,-4.4647045,-4.2352743,-4.5451174,2.3229873,2.3142576,-4.0614815,8.607323,-12.260054,2.6939604
524.9322255579777,2.2840738,3.3721595,-4.315512,-4.3645954,-4.406319,-4.429514,2.4875238,2.5650954,-4.0301385,9.3380375,-11.955618,0.817971
525.2675637278638,2.497024,-2.0141613,-4.18958,-4.207125,-4.341281,-4.2271657,2.667921,2.7608411,-3.8913684,9.225505,-11.592463,-3.411532
529.2549223397006,2.162806,4.1033974,-4.1374364,-4.342819,-3.587335,-4.462746,2.3827908,2.2705417,-4.047088,8.654736,-12.364213,2.4238067
529.5893463118568,2.2288196,3.9817538,-4.248474,-4.3052025,-4.112257,-4.3662395,2.5335627,2.4210398,-4.1438475,9.364445,-12.082535,1.8662022
529.922664198904,2.3679092,3.077952,-4.1127863,-4.242689,-3.9700522,-4.3994894,2.6680467,2.5441632,-3.9943101,9.800024,-11.974026,-0.41541633
530.25659065734,2.4018445,-1.6200325,-4.163678,-4.174198,-4.1719446,-4.3341913,2.8258133,2.5982006,-3.8780735,9.395124,-11.857395,-3.6070085
531.4060790152861,-5.268274,-9.972345,2.107397,3.6702602,2.8059494,2.7583437,-5.235823,-5.0453324,-1.2016594,-30.530842,6.160239,-3.9102829
532.2566698359487,2.3064408,3.6676085,-4.2404084,-4.3424764,-4.1002192,-4.443614,2.5630128,2.4531152,-4.130111,9.065466,-12.264046,1.8094898
532.7584946111834,2.3035,-0.55936825,-4.175383,-4.207279,-4.1867304,-4.306799,2.7966027,2.6561162,-3.8959055,9.480794,-11.540674,-3.4846575
533.2590179998325,2.394878,-2.118792,-4.247463,-4.175879,-4.3327184,-4.3366637,2.7997484,2.6244805,-3.959259,9.062508,-11.582211,-4.0208936
537.9558254673497,2.4452157,-2.4632158,-4.131901,-4.26125,-4.217661,-4.2345285,2.917052,2.561752,-4.0164676,7.3770094,-11.645367,-3.7651744
538.6060509169396,1.9879531,4.38552,-4.4861574,-3.8593476,-2.9428082,-4.6083517,2.0988064,1.9748231,-2.9412723,7.144412,-12.087397,3.219464
538.9403787567521,2.0064256,4.2187495,-4.358663,-4.331367,-3.905483,-4.681883,2.111237,2.0251396,-3.7447422,7.4108276,-12.424772,3.1190603
539.274086627344,2.099483,4.172472,-4.5041986,-4.396783,-4.2728534,-4.7194967,2.2044978,2.201829,-4.08531,8.288026,-12.5242195,2.650116
539.6075740206704,2.3411276,3.6479564,-4.3362827,-4.302257,-4.361568,-4.497143,2.4625335,2.5357802,-4.063149,9.462172,-12.168879,1.2491426
539.9413320927383,2.524383,-1.319552,-4.039027,-4.160623,-4.2655573,-4.169389,2.6421642,2.6444867,-3.777881,9.161025,-11.073874,-3.3892448
541.2620774824768,2.0185366,-2.5183382,-4.064103,-4.076004,-4.1308827,-4.1561723,3.0508842,2.4409418,-3.9386475,8.273443,-11.471077,-3.8448808
543.9300571574971,2.1953683,4.165249,-4.2275333,-4.2461314,-3.3764255,-4.502544,2.4018161,2.3260705,-3.9776573,8.748957,-11.999239,2.4701102
544.2646646425169,2.1868193,3.9170854,-4.493607,-4.501886,-4.113476,-4.546485,2.4527597,2.3030372,-4.0295105,8.981073,-12.485809,2.089613
544.598305571382,2.2935188,3.6460433,-4.266233,-4.301137,-4.0426555,-4.5064797,2.509175,2.4931438,-4.0568576,9.286471,-12.008072,1.42594
544.9319321857902,2.4397197,-1.3344495,-4.007685,-4.1032248,-4.2141266,-4.0596733,2.7762918,2.566023,-3.8357003,9.588831,-11.398835,-3.5202546
552.6311290343571,2.458313,-2.2946782,-4.4133105,-4.3346033,-4.463221,-4.331047,2.8603294,2.5544732,-4.044063,5.883424,-11.990421,-3.9535868
553.2806751977768,2.0053434,4.300414,-4.5000644,-4.211298,-3.7549918,-4.70438,2.133202,1.915634,-3.399158,7.2428827,-12.565727,3.2167363
553.61540315256,1.9897809,4.2867603,-4.554438,-4.1991425,-3.8913445,-4.6807637,2.1453161,2.0795064,-3.7489085,7.6598587,-12.749454,3.0522249
553.9493235760538,2.181744,4.343663,-4.4260488,-4.3632746,-4.1243906,-4.548943,2.3459103,2.2451715,-4.0039115,8.729665,-12.225281,2.732709
554.2846624362412,2.546363,2.4883554,-4.251894,-3.984131,-4.2839494,-4.267856,2.3487267,2.6617508,-3.6968915,7.499892,-11.569593,-2.9247844
554.6167325164191,2.4775262,-1.7331307,-4.1793685,-4.2156696,-4.2120247,-4.2214165,2.6135323,2.691249,-3.8664327,8.79232,-11.859645,-3.7976353
554.771232013622,2.3945258,2.827251,-4.1972113,-4.2989025,-4.028941,-4.3483872,2.6729732,2.5895267,-4.0706244,9.4497385,-12.279062,-0.41536236
555.2712385340405,2.3758159,-1.9548467,-4.2510767,-4.266351,-4.1707783,-4.2625914,2.8026333,2.5584333,-3.9918184,9.156303,-12.0861,-2.9591477
558.6060387649404,2.1472337,4.2102165,-4.4333286,-4.330311,-3.85688,-4.3520246,2.3852403,2.2445037,-4.1830835,8.804968,-12.059818,2.5428596
558.9402700704871,2.2086573,3.9023557,-4.2596784,-4.191302,-3.893993,-4.449165,2.441812,2.3514,-4.124792,8.932282,-12.135218,2.0023804
559.0931126248909,-5.2728133,-9.333662,2.6317804,1.6953374,2.1526012,2.6888855,-5.363221,-5.0924516,3.653036,-28.811115,9.347057,-2.9077845
559.2737127305819,2.3887932,3.4345126,-4.225554,-4.207629,-3.971537,-4.3850074,2.586158,2.579877,-4.0677085,9.68486,-11.89768,1.414178
559.6074053637994,2.4359632,-1.7872752,-4.1857595,-4.210438,-4.267618,-4.188081,2.8236976,2.5560336,-3.9602876,9.40077,-11.650148,-3.702963
566.3030077463626,2.3504128,3.0185385,-4.2690296,-4.2006392,-4.0993905,-4.4661503,2.6272151,2.6083918,-4.037197,9.691503,-12.066667,-0.66670465
567.3062723764642,2.420364,-2.439207,-4.169018,-4.2280326,-4.3495636,-4.2402396,2.9084806,2.4691877,-3.994769,5.4659467,-11.813747,-3.8483458
567.9566053446767,1.9934158,4.340691,-4.413885,-4.055808,-3.5489771,-4.7220793,2.166188,2.0124068,-3.7228835,7.288213,-12.474664,3.1744254
568.6244512297033,2.1972167,4.2132473,-4.4667034,-4.4338613,-4.3175797,-4.5792274,2.3539321,2.3131783,-4.037949,8.622273,-12.300018,2.6962507
568.958298611368,2.410916,3.561895,-4.326428,-4.2557707,-4.3046393,-4.3937297,2.5267694,2.6155167,-3.9248128,9.531408,-12.061008,-1.1164806
573.2808027957229,2.2201643,4.1930823,-4.1129293,-4.238808,-3.2210138,-4.366502,2.439274,2.3384447,-4.0290537,9.138151,-12.177412,2.416433
573.6157713601772,2.3007586,3.9259822,-4.360469,-4.3831944,-4.007628,-4.495525,2.5542264,2.4639554,-4.085948,9.416128,-12.1800785,2.1365755
573.9488434368914,2.3039277,3.4730897,-4.1904125,-4.2601085,-3.9382617,-4.3678746,2.6351354,2.5618637,-3.934974,9.431495,-12.051391,0.50794303
574.282823708664,2.4759846,-1.9201003,-4.271385,-4.2424035,-4.224373,-4.306668,2.7827146,2.6008606,-4.049496,9.535127,-11.882083,-4.042297
574.6165094020132,2.3049169,-2.6836946,-3.9354234,-4.0540514,-4.379086,-4.04718,2.888427,2.5784316,-3.788378,7.031549,-11.07191,-3.7291052
576.7847297500665,2.2479262,3.870841,-4.2088265,-4.3414564,-4.0257134,-4.475418,2.5205362,2.4392633,-4.1709204,9.374245,-12.020489,2.0415819
577.7850894156176,2.3065038,-2.761695,-4.065827,-4.133996,-4.0318246,-4.1996336,3.0999653,2.4712865,-3.9995532,4.8425064,-11.120829,-3.5796137
581.9821163075625,2.5870445,-2.563418,-4.250522,-4.1711707,-4.2638927,-4.2122636,2.9574366,2.5090513,-4.0162077,2.7014863,-12.18316,-4.2500954
582.6316699482917,2.077954,4.4380946,-4.4570255,-4.093058,-3.9650302,-4.5023007,2.246486,2.085354,-3.524737,7.946158,-12.084666,3.1209073
582.9665417603859,2.1579478,4.4144826,-4.5445294,-4.320902,-4.210209,-4.6046205,2.2881052,2.172599,-3.9757185,8.241146,-12.485294,3.0155628
583.2998526402897,2.2121744,4.3073416,-4.374148,-4.2526784,-4.166767,-4.584644,2.3639922,2.311664,-3.9017494,8.834192,-12.373493,2.6047876
583.6338435125647,2.3735123,3.4232054,-4.396459,-4.2271247,-4.331636,-4.4466047,2.5634658,2.5545022,-3.9636781,9.539907,-12.235751,-0.76123405
583.9675320416991,2.5095153,-2.3259845,-4.183378,-4.1870966,-4.2823877,-4.236864,2.6994646,2.5903904,-3.9912965,7.251445,-11.732401,-3.7391372
585.2881746710144,2.0662394,-2.733948,-4.017242,-4.08755,-4.0516524,-4.2189846,3.0851915,2.42742,-3.8814645,4.7049212,-11.640188,-3.4996457
587.9566405582815,2.2138438,4.0157075,-4.2920704,-4.2890935,-3.6290958,-4.3992386,2.5009727,2.3546531,-4.0561247,8.883117,-11.99698,2.2832503
588.290947483365,2.268735,3.8410678,-4.304562,-4.3397393,-3.9643552,-4.4820323,2.504776,2.4181213,-4.0224266,9.039349,-12.272207,2.149963
588.6245140788945,2.3699517,3.3036542,-4.243352,-4.273594,-4.0326953,-4.391209,2.5813634,2.485881,-4.103342,9.50797,-11.909889,0.20063916
588.958112943333,2.3693292,-1.723767,-4.117931,-4.221205,-4.142994,-4.361606,2.7876058,2.5698693,-3.9789174,9.277214,-11.571211,-3.7736368
589.2920324159695,2.204013,-2.307971,-4.1502852,-4.0752144,-4.1882324,-4.2140737,2.9893656,2.4756649,-3.8423262,5.3241167,-11.078379,-3.3386865
596.6574473957705,2.5702937,-2.2360249,-4.1292844,-4.1664357,-4.330945,-4.181335,3.0033796,2.5461268,-4.0166636,2.3534064,-11.566241,-4.034944
597.2685359417759,-5.130812,-9.8763275,3.0340867,2.4389734,2.2726207,3.1246443,-5.1046777,-4.8242545,2.422007,-28.722057,9.239019,-3.6811497
597.3068354780905,2.0682597,4.370325,-4.5469537,-4.191854,-4.38683,-4.709405,2.2444546,2.1492305,-3.8069482,8.059696,-12.465586,2.9995382
597.641335302347,2.1957278,4.3162413,-4.525894,-4.1899915,-4.254715,-4.640172,2.3000271,2.1981342,-4.1122622,8.350686,-12.621563,2.8627732
597.97541909505,2.225371,4.0643096,-4.47629,-4.37943,-4.508943,-4.5402007,2.3395665,2.3038838,-4.0923495,8.91456,-12.316814,2.1867201
598.642981296282,2.564772,-1.6518964,-4.1635895,-4.2447863,-4.2787256,-4.376224,2.658104,2.5965223,-3.78384,6.4563937,-11.358709,-3.9693847
602.6316334779631,2.329655,4.0152946,-4.228314,-4.135051,-3.6397111,-4.302964,2.5423737,2.4421887,-4.109211,9.586197,-11.794752,2.0632458
602.9660757273422,2.3476999,3.716044,-4.1970634,-4.1512294,-3.8518908,-4.3424883,2.5878246,2.5043402,-3.9789817,9.557803,-11.8381605,1.6120389
603.2998283170422,2.4237196,3.055932,-4.2651443,-4.2488317,-3.8975518,-4.4070764,2.6617343,2.5682013,-4.0257096,9.636217,-12.008617,-0.39377832
603.6335686535476,2.4916687,-1.9238057,-4.180011,-4.253575,-4.2154894,-4.3240805,2.8424745,2.5264516,-4.070593,9.333742,-11.752922,-3.955704
610.3291443798283,2.4110227,-1.6964016,-4.2331305,-4.131303,-4.1801977,-4.200493,2.796283,2.5129073,-3.8928516,9.116223,-11.616786,-3.1893556
611.3324826283111,2.352359,-2.4023676,-3.9985695,-4.1076946,-4.123999,-4.1192226,2.9493988,2.5142567,-3.8880484,2.42947,-11.036666,-3.6961882
611.9828288944624,2.1739097,4.4055157,-4.3761907,-4.2741547,-4.227543,-4.5457993,2.3276174,2.2683973,-3.8953867,8.432408,-12.264307,2.7072568
612.6507417911749,2.319421,4.090168,-4.4035525,-4.4199133,-4.42645,-4.5543385,2.4735281,2.436242,-3.9283025,9.390101,-12.177404,1.8288398
612.9845472297768,2.4865305,0.11978638,-4.3451285,-4.2832527,-4.4456706,-4.452609,2.5703275,2.6389692,-3.8829057,9.223741,-11.9132395,-3.4086828
615.4957687178843,-4.8154354,-9.824812,1.9226257,3.7196758,2.7315793,2.0213687,-4.5224633,-4.995714,-0.46034777,-27.083488,5.0310926,-2.4967365
617.307072248301,2.3085582,3.6026785,-4.1836367,-4.2255697,-3.9319782,-4.3626146,2.5781581,2.4100592,-4.0454273,9.312892,-12.053181,1.3874115
617.6419495365926,2.344149,3.2043939,-4.360852,-4.305891,-4.1273923,-4.4009447,2.5932202,2.4406538,-4.132241,9.409595,-12.223404,-0.49478236
617.9753606282869,2.4935973,-0.23487234,-4.262466,-4.286198,-4.195873,-4.301834,2.7482877,2.6926394,-3.9361773,9.973917,-11.923979,-3.4757483
618.3091164648787,2.4337168,-2.3378932,-4.226863,-4.225793,-4.086936,-4.190545,2.909973,2.5240293,-3.8882313,9.048485,-11.568636,-3.7806048
626.0084241371368,2.5242226,-2.2622263,-3.995245,-4.205676,-4.2678537,-4.1260214,2.9717956,2.3447332,-4.1088443,1.0466485,-11.339104,-3.6784217
626.6576566538322,2.2888184,4.159046,-4.4685907,-4.3462076,-4.3459635,-4.516252,2.3971033,2.3653944,-4.014556,8.949861,-12.2603,2.2884808
626.9925645287154,2.2527587,4.1333942,-4.51121,-4.345219,-4.2804694,-4.594127,2.411919,2.3809872,-3.9257395,8.981266,-12.540108,2.4139283
627.3258403263696,2.4516795,3.6916385,-4.3908644,-4.3232107,-4.369065,-4.4146085,2.5562932,2.5709126,-3.9689338,9.52108,-11.907955,1.2563868
627.6600715072444,2.499618,-0.396811,-4.1031747,-4.2057276,-4.224072,-4.298766,2.6530397,2.7219813,-3.9760478,9.234812,-11.962894,-3.5797918
627.9938600471125,2.47298,-1.903588,-4.216546,-4.1642647,-4.3380985,-4.079426,2.7068956,2.4997423,-3.7001326,5.237468,-11.073584,-3.6667547
629.3143872161478,2.1780171,-2.7069426,-3.9986796,-4.144255,-4.124608,-4.089423,3.1851842,2.30085,-3.888213,1.3041201,-11.274718,-3.959082
631.9825059466988,2.3804216,3.27808,-4.1592917,-4.126324,-3.8746755,-4.336083,2.6195006,2.4619622,-4.020861,9.542638,-11.690924,-0.33543175
632.113831429033,-5.0607557,-4.982292,2.2867985,1.949443,1.5436827,2.1820087,-4.9996285,-4.1269345,3.8547618,-13.869248,8.840229,0.29957867
632.3168808809797,2.4296422,2.9747565,-4.3303514,-4.301372,-4.188776,-4.411549,2.6781847,2.5678792,-3.9157362,9.618728,-11.903828,0.38403973
632.6508208317952,2.4388618,0.20605302,-4.29598,-4.1615114,-4.3085623,-4.3374157,2.800508,2.6442304,-3.8408942,9.428092,-11.684468,-3.5889173
632.9844083206727,2.3305395,-2.1670766,-4.1398215,-4.203578,-4.217271,-4.2378483,2.8061454,2.4617069,-3.965137,7.678291,-11.507151,-3.8065567
633.1117401972615,-5.499996,-7.4280176,2.3921952,1.9710488,1.689431,2.3059335,-5.5419183,-4.9417195,3.809674,-21.908962,9.197699,-0.7150887
634.1118418026093,-4.804147,-9.358567,2.7824378,2.183857,2.1558657,3.0212998,-4.9663734,-4.670558,3.4517527,-27.656342,9.334555,-3.1996198
639.4958013225602,-4.840668,-9.32962,-0.26182815,3.918919,2.8333085,1.9157479,-4.6199393,-4.640113,-0.9549618,-27.313795,5.0246763,-2.8203125
640.6837182505567,2.5127983,-2.308537,-4.128238,-4.1568522,-4.1834044,-3.9775944,3.0217423,2.2426267,-3.91349,1.014441,-11.093468,-3.6300008
641.3335183619116,2.2952852,3.939992,-4.358773,-4.3409524,-4.325515,-4.402901,2.4261644,2.4523273,-3.9510646,9.107573,-12.526844,1.8721212
641.667673331466,2.3775856,3.9408026,-4.441746,-4.265795,-4.4056873,-4.453753,2.548967,2.5512118,-3.9518294,9.465757,-12.10508,1.4541156
642.0014831520969,2.5192423,2.9999208,-4.355294,-4.3158326,-4.2689962,-4.3885508,2.6510355,2.6869578,-3.906604,9.463465,-11.971416,-3.1516209
642.5148600574103,-4.6841774,-9.582533,-0.13780493,3.8515775,2.9270413,1.745217,-4.3631525,-4.765955,-1.8059663,-26.375982,3.5076938,-2.904814
644.3252684181447,2.3345253,-2.719572,-4.1008472,-4.194769,-4.2489243,-4.1785574,2.9272892,2.4690983,-3.992387,6.274865,-11.283425,-3.9852169
646.6580257684512,2.3926082,2.5093546,-4.237698,-4.1219006,-4.147711,-4.4095507,2.7654119,2.5035462,-3.9396672,9.561251,-11.938648,-2.0132759
646.9925690334887,2.4586396,2.1972687,-4.207561,-4.155574,-3.989207,-4.2684093,2.710796,2.5245564,-3.9972138,9.624546,-11.748742,-3.195686
647.3260359946927,2.4380178,-2.3149805,-4.2911496,-4.2504106,-4.226342,-4.20149,2.818707,2.4670143,-4.0836077,9.162808,-11.895072,-3.6209488
647.6599161348003,2.3796954,-2.2901847,-4.2720957,-4.181992,-4.1792297,-4.2344503,3.0013673,2.372467,-3.88855,5.5077877,-11.346834,-3.682742
655.0253372499009,2.4661748,-2.4611998,-4.12573,-4.0872884,-4.360923,-4.1066647,2.9882944,2.265382,-3.949313,0.7860749,-10.95985,-3.68178
656.008808959616,2.4396188,3.1576366,-4.3116455,-4.282878,-4.3654027,-4.430088,2.5726883,2.6030953,-3.969357,9.74726,-12.016815,-3.1212814
656.6769149669507,2.6041353,-1.6711421,-4.288776,-4.3148227,-4.373977,-4.3875837,2.6773145,2.7102594,-3.9948876,9.250536,-11.948085,-3.6207652
657.0108110592557,2.5792289,-2.0403988,-4.138332,-4.0894675,-4.252786,-4.1678214,2.7692525,2.5791955,-3.947849,5.0089965,-11.6596775,-3.933927
660.504384671851,-4.828645,-9.746033,2.6954722,3.07493,3.1891534,2.9305687,-4.456128,-4.7189145,-3.2337615,-26.638723,4.7765036,-3.49387
661.333466947226,2.4445589,-1.7918864,-4.235686,-4.0147023,-4.2173605,-4.3521876,2.7824953,2.5467443,-4.0142107,9.551343,-11.695882,-3.9727976
661.6680914675109,2.4919586,-1.2484039,-4.286462,-4.2078495,-4.1217313,-4.380085,2.7715292,2.4841764,-4.101107,9.201711,-11.824873,-3.6196766
662.0016556758274,2.4343896,-2.1169388,-4.170699,-4.178929,-4.2183957,-4.2484736,2.8619347,2.5451267,-3.9524825,8.403999,-11.839069,-3.845982
662.3354088637876,2.4012713,-2.412992,-4.175287,-3.969704,-4.2171674,-4.003032,3.0690105,2.3352337,-4.0421796,2.4155023,-10.958851,-3.50272
664.8366094006194,1.914675,4.0531754,-4.347074,-4.4837794,0.47810876,-4.8118443,2.1059713,1.9158378,-4.2020235,6.8518987,-12.672962,3.1840386
665.3361093271064,2.195528,4.330587,-4.2891426,-4.336066,-2.873029,-4.6018467,2.4066508,2.1993167,-4.2070885,8.550199,-12.361431,2.9311848
665.8375133345984,2.4008286,3.4354815,-4.283199,-4.2769437,-4.0241413,-4.3955607,2.6247041,2.5399492,-4.1438904,9.758627,-12.271112,0.22365567
