,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
WBP1,0.13098651,-1.6327984,-0.25872812,0.06068884,0.05076001,0.3179168,0.30373448,-0.75148225,0.015774764,0.61652374,-0.68720025,0.6415249,0.34823778,0.18037952,-1.9012454,0.9435798,-0.8944743,-0.969203,0.5560986,-2.7725894
AUP1,0.46672818,-3.552209,-1.9411246,0.11209684,-0.024381358,0.42406604,0.43817052,0.49819392,0.11029926,0.19198339,-2.1755784,-0.481996,1.1787726,0.80878997,-1.0634555,-0.20743181,-0.2468861,-0.9017613,0.62169355,-2.9667313
POLE4,-2.972642,-0.24346216,-1.55036,-2.0337534,0.40137288,0.94662744,-0.5751047,-3.7197504,0.6368032,1.2075685,-0.03803539,-2.5218182,-0.34713435,-1.548877,-0.7722879,1.5688442,-0.1165397,-0.34137246,0.94191945,-1.8264306
SUCLG1,0.0005684081,-2.5500462,-3.3183413,0.33428627,1.3138345,0.6021863,-3.4863977,-2.114261,0.59814024,0.32544968,-1.9123614,-2.765293,0.5841941,0.6456841,-0.080155045,-0.029087381,-0.22742184,0.4222285,1.1212019,-2.2584434
TGOLN2,-1.2314299,0.14907987,0.27325925,0.018270535,0.2856443,0.11956824,-0.5866332,0.21859303,-0.07487305,-0.18474546,-0.1078907,0.55192703,0.5332435,0.48088375,-1.139613,-0.4385404,-0.20287396,-0.9823265,-0.17659067,0.36204794
CAPG,-0.2395056,-0.2495366,1.1131657,-0.29759458,0.28346536,-0.47896188,0.58073187,-0.3382498,0.062379275,-0.027448839,0.4336235,1.2426031,0.21561295,-0.32030725,0.56278443,0.54940814,-2.6672719,-0.29045856,0.07039196,-2.9817295
MAT2A,-0.44186643,0.018725105,-3.4132538,0.4974523,0.18668221,0.2995551,-2.4871194,-0.08980908,0.39253023,0.58091414,-1.1275649,-2.984225,0.36886168,0.49996093,0.7408228,0.78586036,-1.0502349,0.041558,-0.06829342,0.06702171
VAMP8,-0.7941622,0.61802053,0.7662345,-0.3036419,0.08593303,0.13375224,0.28421488,-0.33263227,0.0076049524,-0.013667897,0.3421955,0.77464944,-1.3697371,-0.39599285,0.10419428,0.463087,0.22935717,-1.3674409,0.1867019,0.91442376
VAMP5,-3.5406086,-0.19691049,1.0792726,-0.40925413,-2.0756457,-0.09960497,0.7556953,0.3547642,0.2383072,0.5191268,0.7965971,1.4542241,0.82536566,-2.2328184,0.68875784,0.5406611,-2.8721232,-2.5566,0.41194025,-2.669429
RNF181,-0.8339175,0.5422929,-0.65795964,0.032766346,0.2765077,0.38837802,-0.22671804,-1.5514555,-0.026351025,0.26582435,-0.7509306,0.59853536,0.42261258,-0.54200584,0.0067125196,0.40422186,0.18104528,-0.40386462,-0.03659353,0.7800146
CHMP3,-1.0516151,0.3727576,0.18475877,-0.795424,0.44971526,0.7451001,-0.1803461,-1.7112952,-0.0073671,0.4952434,0.092957646,0.16465718,-0.62814623,0.28901413,-1.0808845,0.61809635,1.1589897,-2.6041348,0.36655793,-0.14557195
CD8A,-3.4111571,-1.3394109,1.173089,-3.3325548,-3.2199285,-3.3480403,0.95929027,-3.0375426,1.4685675,1.8903117,1.5842003,-1.9451486,-1.9931024,-2.4633324,0.6672868,0.1650302,-2.518982,-2.684364,2.3165958,-1.7615883
CYTOR,-2.0024397,0.2985443,-0.0069966326,-0.80712205,-0.70530474,0.7225082,-0.6901246,0.627582,0.095153615,0.5845126,0.92911667,-2.87758,1.229437,-1.1691959,-1.478367,0.585464,0.40750912,-2.6887107,0.16193575,-0.78519815
SNRNP200,0.5458182,-3.1474736,-2.933003,0.22093369,0.72600305,0.45862135,-3.4808614,0.50146157,0.11513095,0.40659234,-1.9890425,-2.7718744,1.3366644,-0.48054594,-2.2070296,0.117139734,-0.102667354,0.9675096,0.5504031,-3.030582
COX5B,0.046100542,1.1504618,0.7395414,-0.5947301,0.114404045,-0.8970121,0.43567008,0.02642684,-0.9082353,-1.884104,-0.06711041,1.612921,-1.9757636,-0.61380726,0.16844675,-1.4342678,-0.263419,0.17945841,-1.1292355,1.0061462
RNF149,0.28747606,-0.3612841,-1.5039872,-0.046238456,0.34870434,0.51389354,-2.9019835,-0.38092896,0.23723844,0.7437931,-0.64331764,-0.85337794,0.6621395,0.38161173,-3.3702104,0.48772106,-0.13854034,-0.5435393,0.9474652,-0.8504391
PANTR1,-0.13664316,-0.84737426,-3.3978271,0.78728133,0.13912396,1.0175915,-0.87823784,-3.1806939,-0.17525055,0.76387775,-2.7956047,-2.507394,0.8048726,0.8165523,-2.769368,1.0126313,0.38029766,-0.50349754,0.4381668,-1.0185442
POU3F3,0.9088498,0.751128,-3.3962278,0.19642794,0.7093945,0.21902582,-3.8294418,-0.0007593407,-0.24668479,-0.10085859,-0.04630972,-3.159341,-0.46076506,0.48343304,-0.9958789,-0.9290334,0.5173021,0.9117426,0.24169251,1.0853301
MTLN,-0.8845557,-1.2650679,-0.3603334,-0.005375517,0.41545233,0.6433441,-1.8249696,-1.5577122,0.505825,0.78099644,0.49686548,-2.927509,0.7760637,-0.6145328,-0.016877564,1.0867109,0.1859531,-1.6956185,0.52251405,-1.2157615
PAX8,0.79239845,-2.334562,-2.8165143,0.41878897,1.1856791,0.24610326,-3.190929,-0.5059474,0.3646096,-0.17976537,-2.5414166,-2.2906208,0.40544716,0.68496245,-0.109882966,-0.31579196,-0.67185014,1.087862,0.6434882,0.04063455
SLC35F5,0.7851612,-0.2657498,-2.0225756,-0.2300573,0.6078592,0.39924425,-3.3458114,0.1832805,0.014918306,0.24284904,-2.381349,-2.8719742,0.70994484,0.94929886,-0.6345532,-0.88822556,0.8338219,0.29802784,0.367928,-0.51805604
ACTR3,-0.67483544,0.16097365,0.11256909,-0.014079559,-0.3393086,0.3022794,0.18498386,0.04655806,-0.06395661,0.4596881,0.20151047,-2.5517805,0.59938616,0.16875367,-2.3145816,0.7084887,0.71655,-1.872184,0.19478908,-0.6404932
INSIG2,-0.13206984,0.7854391,-2.940262,-0.6139909,0.15469642,0.7706247,-2.4234393,-0.97218096,0.3102072,0.763257,-0.7311204,-2.389253,-0.5239357,0.051883917,-1.3281618,0.6615988,0.4662455,0.050678384,1.0288161,-1.0912993
DBI,-1.0380925,0.75087374,0.07488026,-0.26202878,0.19111957,0.3509885,-0.92783153,0.08809046,-0.054700535,0.19373342,0.3018563,-2.3251948,0.06666654,-1.1054682,-0.25249425,0.22625214,0.5764938,-0.28898165,0.3598994,0.7764398
TMEM37,0.50464994,1.0748148,0.22954682,-0.08789921,0.41842613,-0.16918963,-0.5459601,0.2876003,-0.5669736,-1.122182,-0.3432387,-0.86486477,-0.43554777,0.11794498,0.2749305,-0.37161195,0.34823003,0.61412066,-0.4587936,0.9589077
INHBB,-0.02382503,-2.670608,0.9146873,0.10464352,-3.348862,0.49408075,-1.61498,2.1099513,-3.2288651,-0.35628387,1.7842444,-2.513507,2.5191658,-1.632358,-2.7811427,-2.147227,-2.5929463,-2.8839815,-3.0353968,-2.6062205
GYPC,0.30642122,-0.6092215,0.3596276,-0.03510829,0.32197013,0.089370824,0.37752154,0.04989553,-0.33714792,-0.34077424,0.30189395,0.792664,0.34756908,-0.6480678,-0.14959411,0.15337017,0.081045784,0.38655367,-0.9592627,0.30313498
MZT2B,-0.04278868,1.0307966,0.89377195,-0.47279993,-0.0800358,-0.77270687,0.5738784,-0.04933048,-0.873351,-1.8742398,-0.36553523,1.9890138,-1.9727507,-1.352424,0.31312814,-0.66599256,-0.56777555,0.10490274,-1.4688522,0.726062
CCDC115,-1.7628629,-0.31859726,-3.402669,-0.048151106,0.78342664,0.45499054,-0.3045092,-3.0598412,0.27060091,1.1350136,-3.00289,-2.7745135,-0.054417863,1.1264398,-2.80677,0.6956978,0.20861258,-1.185839,1.4318842,-0.8582777
MZT2A,-0.59593076,0.70268494,0.8489255,-0.05060129,0.22102545,-0.12332259,0.4205776,-0.13333113,-0.5277953,-0.7274333,-0.19210178,1.7754313,-0.5612925,-0.6065156,-0.08220081,-0.15964645,0.15570243,-0.2080823,-0.7295817,0.35850635
ACMSD,-0.600104,-0.10383834,-3.055605,-1.2798716,1.5650138,1.055208,-3.3019016,-3.510505,0.65329087,0.6107194,-1.9125987,-2.7268949,-2.4468746,0.97346467,-0.6538517,-0.82431924,0.48660538,0.5734055,2.008878,-2.455367
UBXN4,0.49928078,0.14533305,-0.7378674,-0.038576543,0.8355414,0.7182939,-1.8277185,-3.539447,-0.286433,0.36209872,-0.4909197,-3.0492823,-1.4337953,0.014038085,-0.50751597,0.3493228,1.2942578,0.6006811,0.45938373,0.08885093
DARS,0.47867522,1.2422366,-0.18874972,0.07117014,0.45710775,-0.15212204,-1.2802863,-0.68400437,-0.38672164,-0.3305363,0.08877775,-1.585536,0.174959,-0.6727043,-0.24172445,0.24106842,0.6678893,0.4776898,-1.094735,1.0496663
HNMT,0.00021856623,-1.1729546,-1.6607757,0.05907016,0.25812054,0.54767585,-2.3435338,-2.0236938,0.22986771,1.0434272,-1.0270934,-2.7899249,-0.7664505,0.37014917,-2.0805085,1.1305377,0.5840042,-0.5615382,0.8644076,-0.2998242
DPP4,0.41434488,0.54689336,-0.43159378,0.023318468,0.620576,0.16302963,-1.2644382,-0.5308431,-0.0435117,-0.25804353,-0.39960638,-0.1530714,-1.4847964,0.4336624,-0.24414827,0.25546014,0.60169727,0.38107368,0.2385206,-1.1976485
DYNC1I2,-1.7962337,0.37117553,-2.4586122,0.08807977,0.5975704,0.7446793,-2.070677,-1.268427,0.11261173,0.5398423,-0.059222315,-1.8105371,0.8916867,-1.8627226,-3.0176404,-0.062338844,0.9582264,-0.89459497,0.58823395,0.2652104
ITGA6,-1.7846282,-2.6990952,-1.9678324,-1.2724198,1.1637293,0.22631145,-1.2718126,0.7210654,-0.2027941,1.1739517,0.34978133,-2.3912096,1.7794771,0.6194945,-2.7228665,-1.5409143,-0.36095256,-1.3125855,0.7085327,-2.1570783
OLA1,-1.69578,0.11198763,-3.1684089,-1.0911077,0.76167,0.974033,-3.2410302,-3.4413593,0.4126155,0.9328613,-1.439035,-2.8172157,0.05671703,0.52595764,-1.0579501,0.75867254,0.80500215,-0.000719046,1.0038847,0.33261615
ATP5MC3,-0.7775179,1.2587323,-1.7818733,-0.187504,0.6072741,0.30205452,-0.3966445,-0.18912552,-0.08313154,0.007521595,0.28613904,-2.9819968,-1.4322219,-0.057874188,0.5982672,0.19767638,0.6070953,0.1028403,0.016896881,1.1237725
HNRNPA3,0.54270685,0.9030568,-1.4864523,0.08440554,0.4366993,0.09945781,-1.4668809,0.017393827,-0.23693751,-0.14770383,0.4275682,-3.256204,0.47502452,-0.20143768,-0.41848573,-0.32911402,0.5504631,0.6957774,-0.43900907,0.6369862
UBE2E3,-0.92127275,-2.6819346,-1.7172583,0.6106388,-0.5491374,1.0527698,-1.1896335,-1.2148049,0.07931723,0.9940413,-0.73786736,-2.1865609,1.4030117,-0.9115385,-2.2636607,0.029082319,-1.2209687,-2.3429933,1.08008,0.63770884
FRZB,0.049040228,-1.0278763,0.97635573,-0.67256767,-2.9585488,-1.1754562,0.31106377,2.0317092,-0.62160194,0.08166756,-0.0229023,-2.0811431,2.6454976,-2.141858,-2.5732894,-1.6527172,-2.5741684,-2.8478343,-1.9959096,-0.25991789
NCKAP1,0.03466468,-1.0704638,0.053315505,0.11368176,0.3361532,0.5387338,-3.000082,-0.10601911,-0.04931985,0.18807705,-0.27900502,-2.4786353,0.7739528,0.8027302,-3.3111196,0.23126693,-0.027713465,0.005727907,0.35565856,-1.9885869
ITGAV,-1.461677,-0.23606183,1.0270087,-1.6975188,-3.1617439,0.53815633,-0.18462914,0.34048682,0.2965705,0.5562094,1.2645618,-2.5029175,0.33051634,-2.4459622,0.030104706,0.50105685,-0.6016956,-0.939196,0.39210862,-0.03969662
TFPI,-0.055574857,0.6589387,-0.2776687,0.20634724,0.44448075,0.3737037,-3.6387954,0.22536807,-0.5847736,-0.10732434,0.25744337,-3.1540117,0.16345322,-0.41035673,-0.55647475,0.1392108,0.9321354,0.29650605,-0.43592447,0.423899
COL3A1,0.16692448,-0.19831806,1.3294194,-0.63248634,-1.0142422,-0.48811963,0.99377435,1.1873814,-1.9342201,-2.6219082,0.586894,1.0933052,1.7369046,-0.40279675,-1.3251163,-3.5152836,-0.048683632,-0.10018506,-3.150653,-2.3654716
COL5A2,-2.411059,-2.5402002,-0.18314663,0.1981718,-2.6796882,-0.2842855,1.8426179,0.8133185,-0.8197612,0.5194619,0.5018247,-0.50515944,2.3430548,0.3484977,-2.8174376,-2.4350903,-0.7181897,-2.8873105,-1.4832546,-2.393393
SLC40A1,-0.91331744,0.14031419,0.88420326,-0.37601247,-0.7845332,-0.34334168,0.89828706,-0.46975616,0.16939344,0.48535427,1.0860548,-0.6425755,0.6001815,-1.7242607,0.27210718,0.9485545,0.046819158,-0.6983401,-0.31601122,-2.2696695
GLS,0.6439231,0.48269174,-0.44481948,-0.06950522,1.0444479,-0.07635623,-1.5023395,-0.26001337,-0.046473674,-0.5260889,-0.031003118,-0.6774119,-1.3417805,0.78646976,0.4439869,-0.7864963,0.7380885,0.8434529,0.102918305,0.019209044
MYO1B,0.21646671,-1.2738037,-2.5837233,0.16196537,-3.1764212,0.82388896,-1.0824932,1.4797412,-1.1464194,0.3880585,-1.1530303,-2.5243154,2.3067307,-0.6965314,-0.8820435,-1.9576197,-0.713974,-0.24036258,-2.2872825,0.6149103
SF3B1,-0.49734166,0.65657914,-1.7197387,0.053408563,0.3190153,0.11728418,-1.9334624,0.04941279,-0.0688138,0.18675388,0.24493976,-1.6399326,0.68492734,0.64658785,-0.025996456,-0.10774172,0.25645664,-1.8381883,-0.14780982,-0.7185987
SPATS2L,-0.060653996,0.5509808,-1.5325305,0.00974821,0.44210863,0.71136713,-1.5986196,-3.11815,0.016625213,0.26930216,-0.7771928,-2.8069246,-0.96125776,0.1853081,-1.3037683,0.122687295,0.9937718,0.49176785,0.7776872,-0.6916039
BZW1,0.25892168,-0.39927858,-0.033831764,-0.058476165,0.87883276,0.33659002,-3.730105,-0.15802874,-0.0020225123,0.11231249,0.056765243,-3.0556576,0.59845847,0.47635633,-0.09033626,0.37495518,0.47971183,-0.72693753,0.26560512,-0.91568834
CLK1,0.52778697,-1.2455263,-0.3481156,0.15666512,0.52810764,0.41858572,-2.258354,0.12804678,-0.084457435,-0.14396112,-1.0530794,-1.2023416,1.0349203,0.3886881,-0.21709251,-0.7501593,0.40196115,0.64533657,0.07790205,-2.0987387
NDUFB3,-3.3529923,0.92860854,-2.897587,-0.6321858,-0.31586972,1.0781263,-1.2945677,-2.2426827,0.508121,1.0836877,-1.8009422,-2.9895792,0.54550654,-0.25858748,-0.74370426,1.123233,0.65818506,-1.9107273,1.2565166,-0.37234962
CFLAR,-0.079519734,0.5577951,-1.3582392,-0.90262717,0.14974262,-0.25630066,-0.034148987,0.33488742,0.1322489,0.38337097,0.45889106,-3.0394893,-0.34245566,-0.03614043,0.4077358,0.5531356,0.32807988,-0.62380844,0.15460697,-0.76879764
SUMO1,-0.95504135,-0.23618975,-0.6904012,0.101317465,0.6891908,0.27526385,-3.4532433,-0.5483239,0.107945524,0.3789594,0.05400157,-1.3331941,0.40221438,-0.14264126,-2.3963645,-0.21852693,-0.3453381,0.29298496,0.7879383,0.194929
EEF1B2,0.08076663,1.305892,0.7811049,-0.5038758,0.09180505,-0.7308739,0.15256122,-0.10655762,-0.74848485,-1.605599,-0.32662752,1.4745609,-1.8945643,-1.2634435,0.14548226,-0.3662447,-0.036818173,0.27315882,-1.1217993,1.196236
XRCC5,-0.5161051,0.4466598,-1.0937835,-0.055145465,0.08078799,0.51104426,-0.25923556,-0.090246886,-0.009005613,0.18461616,-0.43110272,0.09238481,0.51263523,0.21099731,-2.382313,-0.28864655,0.9397259,-1.9254051,0.29220548,-0.507171
IGFBP2,-0.22059816,-1.0017666,1.5778922,-0.8725554,-2.5268784,-1.8790321,1.563913,1.101668,-2.304676,-1.2387146,0.4997892,1.7732649,1.8182355,-1.4547553,-1.7980936,-3.0710359,-3.1666584,-2.4109993,-2.3655863,-3.149289
TNS1,0.54607683,0.25293073,0.65362656,0.049414374,0.19157173,0.06702578,-0.38317654,-0.35192922,-0.49448898,-0.7836717,0.05562486,0.7461426,0.74483037,0.3433177,-0.108048595,-2.378975,-0.17644459,0.40745133,-1.0134263,0.41578522
ARPC2,-2.895646,0.5409037,1.0832016,-0.2474962,-3.2497277,0.03942504,0.32560635,0.45214397,-0.054925703,0.5201579,1.0010791,0.8057457,0.92654216,-2.837311,-0.51528746,0.5649482,0.8605074,-2.3081212,-0.12018676,-1.4775295
PNKD,-0.32851344,-3.1282809,-0.63223445,-0.9641742,-1.8446611,0.03416624,0.58561057,0.9805836,0.27017426,1.1062614,1.2691878,0.5713617,0.8487783,-1.7517147,0.049519226,0.8070879,-2.6496267,-2.6603014,0.71954757,-0.82622993
TMBIM1,-0.83892953,-2.853982,0.41825023,-0.38799745,0.31851664,-0.4280421,-0.17423195,0.3780404,0.5521716,0.74352735,0.7644787,1.0813239,0.9490693,-0.45271698,-0.007760458,-0.069601305,-3.0606644,-2.8154688,0.61954665,0.3285052
CTDSP1,-0.19671069,-3.432745,0.019287122,-0.1059949,0.54642934,0.2809053,0.8541809,-0.15623638,-0.008311489,0.3144581,0.20185329,1.130149,1.1972626,0.83391666,-0.44328052,-1.4109186,-1.6211629,-0.18202128,-0.280814,-1.3242431
CNPPD1,0.17849833,-2.0798197,-3.0953968,0.66291505,0.26900962,0.54914194,-1.860784,-1.7458017,0.8835817,1.0633371,-0.7356273,-2.366243,0.9363754,1.4242659,-2.0802007,-0.34327322,-2.151923,-1.1770347,1.4603366,-2.7014344
RETREG2,-1.3590536,-0.26421726,-2.2054317,0.5349262,0.39360505,0.7433124,-3.3910604,0.11217548,0.11046265,0.50478375,-0.052313786,-2.4687045,1.6815392,0.946947,-2.9641893,-1.0869173,-2.5720134,-1.0481441,0.05129214,-0.7962137
MFF,-0.041996118,-3.0992863,-1.9473774,-0.39741522,0.53969973,0.78303796,-3.2780163,-1.867862,0.684611,1.3149254,-2.7662435,-2.3760667,0.27045122,-0.9984109,-2.6348941,1.2526493,-0.8856633,-0.8912141,1.6662103,-2.42982
NCL,-0.48703748,-0.9040314,0.43449733,-0.45988154,0.5981725,0.6205294,0.17093821,-1.1205685,0.009651773,0.0912554,0.5701523,-1.676955,0.8354382,0.066491336,-0.53866357,0.23232517,1.006043,0.30901474,-0.50795096,-2.324037
ACKR3,0.56771016,0.49454167,-0.6461669,0.18746069,-1.3839062,0.8668431,-0.9993585,0.9769944,-1.355561,-0.24838942,-0.112285405,-2.1007729,2.0965922,-0.18152125,-3.347767,-3.359588,0.46698377,-0.32367954,-2.6908195,-1.6981599
RAB17,-0.5306486,-3.1935935,-2.6232529,0.048983127,1.648445,0.6280751,-3.0535429,-2.8310552,0.4282896,0.7870659,-2.872735,-2.4761267,-1.5497862,1.5699196,-2.7036228,0.015806269,0.30103746,-1.1928346,1.6629084,-1.7404737
NDUFA10,-0.09388763,-1.845691,-0.47813353,-1.2569697,0.4447859,0.84411204,-1.7158037,-0.40068325,0.611516,0.6746513,-2.0479636,0.585246,0.7598972,-0.34409404,-1.5900607,-0.25872794,0.2092826,-0.8144615,1.2711781,-2.852266
COPS9,-3.1202688,-0.32420158,0.18880703,0.18674064,0.24660265,0.39953402,-0.86034155,-0.2542619,0.07300946,0.464952,-0.35104838,-3.1107106,1.1826475,0.30934444,0.12064936,0.6988961,-1.2217035,-2.4006324,0.10766268,-0.697822
HDLBP,-0.5218978,-0.53193307,0.24302873,-0.07871783,0.45556462,0.26005733,0.3494946,0.8731764,-0.14003912,-0.25272214,0.8932379,-2.292913,1.1893556,0.2576459,-0.24101259,-1.7685349,0.3843321,-1.9016026,-0.38303295,0.5832767
SEPTIN2,-0.42773882,0.82009274,0.14946882,-0.023059107,0.6539834,0.09984054,-0.8586284,-0.3897834,-0.080208704,-0.036018252,0.32249835,-2.5015783,0.96296066,0.5600634,-1.1140324,-0.634488,0.18758631,0.11738007,-0.32883823,1.0752846
BHLHE40,0.10609433,-0.81016976,-0.3805856,-0.01056489,0.509055,0.3290968,-3.3217285,0.28048536,-0.025713207,0.31159425,0.9081259,-2.75416,0.5522362,-0.289425,-0.15813127,0.4048379,0.07121019,0.32954955,-0.30759436,-2.1859083
ARPC4,-0.35978544,-2.5957952,1.2714794,-0.09770001,-0.86011684,-0.11513129,-0.4543484,0.66559124,0.0036680368,0.53493947,0.9275735,1.1589087,1.2883533,-0.7754788,-1.729038,-0.7040475,-0.85982,-1.3923535,0.519263,-2.735302
BRK1,-1.2149405,0.5114956,0.60004145,-0.6197285,-0.8098499,0.6524198,-0.17763259,-0.8732714,0.22688146,0.4918635,-0.45085904,0.43055722,0.8291533,-1.1959412,-0.69201607,0.8039734,0.27387515,-3.5456972,0.46333313,-0.521967
LSM3,-3.534517,-0.012844305,-0.6896936,-1.9821793,-0.8502927,1.0870985,-2.3774033,-1.3221993,0.8498052,1.2705902,-1.87051,-2.5317442,-0.72315484,-0.024783663,-0.45410827,1.4936415,0.4481593,-2.9765198,1.3110579,0.12052882
CRTAP,-0.09579391,-1.229103,0.58818775,-0.7803026,0.003849349,0.5651755,0.05629419,0.73631835,-0.21380776,0.30260164,0.3885165,1.0125554,1.2840651,-1.1684723,-2.9881327,-0.11839794,-0.47460118,-2.1962025,0.4057772,-0.2337654
ACAA1,0.79556286,-2.9153957,-3.1100948,0.03880566,1.5478451,0.38847366,-2.6199288,-1.736003,0.2075601,-0.33407608,-2.6153243,-2.8565886,-0.07949687,1.4602054,0.38436595,-1.712099,0.2599297,1.0485069,0.3474719,-0.7677523
CTNNB1,0.04032152,0.21106872,0.37614363,-0.32714725,-0.98595744,0.59773546,-1.690973,1.0407084,-0.24050725,0.105121344,1.0193728,-2.58283,1.5084517,0.12932968,-2.9791737,-1.5603323,0.56817406,-1.6147109,-0.20994523,-0.9734793
TMA7,0.15165114,0.84228414,0.3996664,-0.008437984,0.21771768,-0.16949633,-0.21027413,0.030034576,-0.2713618,-0.53757787,0.32153308,-0.2289237,0.3688797,-0.33726847,0.08253161,0.082637146,0.3005749,0.31350553,-0.97255963,0.49067423
SHISA5,-0.2583189,-2.6785343,-1.1146454,0.34359962,-0.29983914,0.03695923,-1.3082212,0.80535746,0.3616566,0.8939828,0.017502273,-2.599326,1.6178235,0.43937075,-2.3236575,0.67792076,-2.784022,-2.7548647,0.6810039,-2.924926
UQCRC1,0.644363,-1.9311073,-1.348504,0.22479245,0.77601564,0.29371142,-0.36699674,0.4484594,-0.19563802,-0.18520418,0.38642478,-1.1528305,1.09776,0.5741581,0.11435964,-1.3416039,-0.24312297,0.9103023,-0.4523768,-2.7861521
NDUFAF3,-0.5802494,-0.29411373,-0.2558912,0.06272657,0.06801385,-0.104629114,0.7801801,-0.2709638,-0.055426814,0.3776811,-0.22233051,-2.436876,0.85136014,-0.09911106,-0.47664177,0.7061069,-2.2274911,-0.5825555,0.26964748,0.19830197
RHOA,0.14844525,0.9487212,0.79683566,-0.39295867,-0.11036435,-0.54046476,0.088298425,0.760945,-0.7000072,-1.058589,0.5773757,0.52093303,0.33314463,-0.86739457,-0.12232763,-0.58334166,0.29045635,0.30080485,-1.4031492,0.90973425
SEMA3F,-0.47223708,-1.4513928,0.24793828,0.7466204,-3.3084464,-0.2441999,-0.41096628,1.5312754,-1.4302961,0.48485744,0.14563127,1.1947542,2.418207,-0.9466963,-2.7173824,-2.6370862,-2.9779587,-3.11074,-2.7814798,-2.6979365
GNAI2,-0.3813784,0.89810264,0.90591884,-0.27765316,-0.75296694,-0.41096956,0.4971747,0.75337267,-0.4890622,-0.3811661,1.0547763,0.54303575,1.1214432,-0.5710891,-0.5746709,-0.6018326,0.4406578,-1.3025575,-1.4030662,0.66258305
HYAL2,-0.7566835,-2.5925655,0.44166434,-1.1160202,-3.3729672,-0.68402284,1.5992299,1.6668707,-1.7812924,0.33805776,1.2287298,1.012292,2.383491,-2.6650746,-0.6358182,-1.9190425,-2.5378363,-3.0847194,-2.6708562,-3.0331833
STAB1,-3.0512233,-0.802757,1.6481296,-1.9755703,-3.5240734,-3.2516823,1.4430034,0.7456965,-0.17883314,0.48616433,1.6629245,1.3408778,1.0755203,-1.9082067,-0.7615964,0.18591008,-3.0659099,-3.0753655,-1.1976165,-3.1973634
SPCS1,-0.73195064,-0.05600498,-1.9834857,-1.1565783,-0.2669654,0.7166411,-2.7494748,0.24651396,0.6199599,0.9406703,0.34560376,-2.6068194,0.77921414,-0.23799436,-0.5681799,0.44160196,0.39734367,-1.3179084,1.177485,-3.0347235
SELENOK,-1.5248932,-1.5545077,-1.0530351,-0.3677322,0.19385436,0.9024517,-0.99633026,-0.3610856,0.5961,0.9060888,0.38949615,-2.777361,0.95211786,-1.818085,-2.2663736,1.0961579,0.3660686,-1.3954216,0.95590544,-2.7880216
ARF4,-0.6722638,-0.5563419,-1.0860877,-2.4469492,0.3328772,0.6232152,-0.22828726,0.27466646,0.3466791,0.74821687,0.8037089,-2.8242378,1.1522118,-0.6340864,-0.55677074,-0.29705113,-0.16139539,-0.81056416,0.831804,-2.8813367
ARL6IP5,-1.5101618,-0.2873487,0.31897393,-0.04668703,-0.10643621,-0.04666058,-0.6923466,0.030004663,0.059196796,0.818149,0.5402645,-2.2817497,0.3744501,0.43730423,-0.54609925,0.6371707,0.41711953,-2.2421372,0.52618915,0.03451547
MTRNR2L12,0.15571815,1.7234316,0.63250923,-0.99671555,-0.09715455,-1.9082335,0.64177954,0.036145024,-1.2642341,-3.9095335,-0.18847498,1.2836983,-3.0694082,-1.8555945,0.50881505,-2.7153633,0.33323202,0.39269635,-2.8744097,1.5683342
NIT2,0.24060982,-3.0165932,-3.1337304,-2.539624,1.1761973,1.369423,-3.4152215,-1.1427867,0.3619662,0.8661008,-3.0739915,-2.5141366,-1.464951,0.7888189,-1.3385355,-1.0075718,0.89758986,0.07776925,1.6532301,-2.7823546
PCNP,-0.053269893,-0.8516219,-1.7726725,0.11072854,-0.9814619,1.03563,-0.6408058,-0.46926773,0.03888193,0.8476482,-1.2555052,-2.6007845,1.1387091,-0.5414093,-2.3526254,1.0168971,0.61162347,-0.69554114,0.64962506,-1.9168969
COX17,-2.5469565,-2.684959,-2.805187,-0.1923795,-0.08917844,1.1411622,-1.3783565,-3.0495167,0.61813086,1.2949388,-1.3081357,-2.6637309,1.349254,-0.43203154,-1.8002449,1.2514948,0.43092278,-1.5513114,1.2721796,-2.501091
FSTL1,0.2838692,0.7932507,0.44763443,0.0042284736,-3.3540707,0.4409482,0.018330216,1.0104576,-1.407412,-0.5457216,0.679489,-1.2191699,1.6739151,0.37674248,-0.5832788,-3.104476,-0.14473677,-0.80859625,-2.7320237,-1.2145486
NDUFB4,-0.30742863,0.44638243,0.16062288,-0.1735186,0.38812214,0.5609351,-0.39773932,-0.22755116,-0.054164864,0.112013675,-0.34676105,0.111289024,0.4893213,-1.6636654,-0.99632585,0.5886949,0.70814556,0.16050859,0.10516005,0.62380654
FAM162A,-0.4567269,-0.4449419,-3.2451456,0.29360896,0.9443374,0.6580349,-3.783861,-0.2734858,0.10869779,0.42302096,-2.9767282,-3.1367443,0.13952468,-0.15367083,-0.8267589,0.64027363,0.7389029,0.48272544,0.7948062,-0.4125422
