,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
95,1.0261977,1.240393,0.6059203,3.8792834,0.45702595,0.56323063,1.3479381,5.439711,1.7149568,0.9672311,0.9105268,12.810856,4.0526643,5.8671594,6.4017463,1.4213974,0.83634293,1.3453109,2.142322,1.0759717,0.6564485,0.90420383,1.315159,0.6253044
96,1.497981,1.7423244,0.6434561,3.915003,0.4829098,0.51624894,1.3081503,3.4657335,1.3066983,0.6732093,0.49570575,4.3464117,5.924173,9.7043915,6.4017463,1.4213974,0.83634293,1.3453109,2.1423218,1.0759717,0.6564485,0.90420383,1.315159,0.6253044
97,1.5060993,1.3342849,0.5078214,1.6170907,0.4317884,0.31121734,1.8095818,13.77219,3.9316893,0.3396719,0.3940425,13.438839,3.365458,2.4197848,9.072556,0.78022075,1.7057062,4.399183,5.6711717,3.195453,1.2352277,0.90799683,6.713585,0.48546523
98,1.1239324,1.188028,0.4672823,1.4286658,0.45113984,0.32291722,1.3032523,19.553633,3.9545054,0.37936813,0.38414237,17.990414,2.8622003,2.6088955,7.6224647,0.8177354,1.5089824,4.043622,6.6350293,2.9226592,1.2115523,1.0398566,5.3820596,0.50484586
99,1.2319223,0.7851607,0.46398062,0.88288504,0.34958065,0.30651844,3.075427,65.6696,2.4365602,0.34606293,0.39715528,18.879135,2.832203,2.7558882,1.9262578,1.3248287,0.925528,3.2149112,39.163403,1.8484967,1.1669613,2.0835152,2.8919032,0.73629904
100,1.2131987,0.7520964,0.53681016,0.9141263,0.40860546,0.31932613,2.0322747,81.13359,1.5580097,0.37472177,0.54259837,31.957357,2.7881722,2.8032842,1.1717751,1.8182979,0.8712523,3.50607,82.744865,1.6070749,1.1068443,2.6514132,2.7488658,1.0263965
101,1.3464277,0.8451772,0.4558736,0.8855877,0.50584143,0.30275005,2.0141375,75.773315,1.7743055,0.32806188,0.56740814,34.899612,2.8805323,3.0514219,1.1941196,1.7779654,0.8970339,3.924737,88.458664,1.6661892,1.1816949,2.5105374,3.01555,0.98354936
102,1.4295298,0.75619185,0.4685052,1.004603,0.50664246,0.2843179,1.6700678,31.644337,2.7051678,0.34663418,0.42404112,34.61,2.4900994,2.0417314,1.0251263,1.854496,0.8776691,3.5239444,96.867424,1.4966979,1.1204071,2.971717,2.6586423,1.1350739
103,1.4269059,0.808871,0.42600125,1.5480251,0.75021523,0.29229683,2.036975,2.9867938,4.184182,0.34888124,0.4467277,17.126228,4.004211,11.977142,1.1948097,1.1116377,0.8104838,3.542,53.390816,1.2559882,1.2361056,3.0135744,2.886901,0.7779992
104,1.4825883,0.9168035,0.43380457,1.1510046,0.55302715,0.23669833,1.8224037,2.224532,5.921865,0.29525447,0.51813984,33.096737,2.5262918,3.00587,2.0730696,1.5505986,0.9287115,1.3076974,135.48535,1.8126221,1.121407,2.310374,0.88493466,0.9550222
105,1.5524052,1.4162538,0.42721134,1.8353906,0.43640238,0.28405863,2.0053644,0.8437847,8.9216175,0.30685478,0.5061448,37.143673,2.6843045,3.200621,1.3152863,1.9570049,1.2873926,1.9001533,2552.9688,1.4573529,1.4402674,1.4169366,1.1431687,2.043201
106,1.2832353,1.1434498,0.41581458,0.8417615,0.36125812,0.26763624,3.22479,35.138172,1.7231467,0.30402225,0.44991696,24.55879,2.6809163,2.4559891,1.3706998,2.1619837,1.314876,2.1294863,2943.6956,1.5806264,1.537074,1.2928063,1.4402174,1.9724112
107,1.5822387,1.4320343,0.44237685,1.2468805,0.43875283,0.34822673,2.1340077,44.018528,3.64691,0.35279238,0.36809275,18.204166,2.6671097,1.86368,1.3923259,2.2208683,1.3688986,2.1133633,3680.553,1.5980414,1.5826315,1.172608,1.4056088,2.0342996
111,1.440906,0.37091005,0.45988357,1.151944,0.41299027,0.29092774,2.2916894,8.497611,3.3529963,0.39331156,0.5346205,22.262989,2.755848,2.3516107,1.6667156,1.7001678,0.8710992,2.1512635,1.304933,3.8952835,0.6451925,1.7440695,1.47851,1.0288032
112,1.4920595,0.4300105,0.48255628,1.3723195,0.46257076,0.31424174,2.2022612,10.835866,5.5373077,0.38863638,0.3415136,12.587055,2.7852309,2.6945717,3.07887,2.107012,1.3676208,2.4610612,1.3160118,5.7991858,0.5648262,1.5128895,1.7448785,0.8151051
113,1.1644926,0.5432675,0.7917943,1.4671391,0.36518484,0.43682563,2.121677,5.1260962,2.6818547,0.7414825,0.54540557,2.1655412,10.199112,12.485031,6.1970353,2.456462,0.9388232,0.9040558,0.7854976,1.2975999,0.45235264,0.6781578,0.8990452,0.7280553
114,1.0448918,0.6010798,0.56055707,2.639938,0.40007487,0.37806702,2.8351045,2.8239756,5.1926446,0.4878149,0.41741338,15.763607,3.2041397,2.2432384,8.932602,2.7381365,0.8302436,0.58242375,0.65810484,0.63753843,0.4066377,0.47426292,0.66031915,0.66436225
115,0.91036046,0.63812035,0.5742533,2.5763075,0.3867491,0.3831101,2.7633636,2.3797417,5.0356383,0.55248463,0.6059532,13.968515,3.1977487,1.9251552,8.275476,2.628966,0.7946669,0.6036813,0.6495021,0.5834014,0.4087688,0.48699933,0.67074,0.65825623
116,0.9074615,0.7970678,0.6194949,2.4828207,0.52578616,0.5027793,1.4785255,1.5482402,3.4153013,0.76244295,0.7803601,13.958431,4.2899284,2.8691907,4.981545,1.7097895,0.7427585,1.4041421,0.7174471,0.72281706,0.47901738,0.65397185,1.6246382,0.5073733
117,0.8723767,0.6843844,0.77445817,3.4479036,0.7734376,0.8308573,0.7693839,1.2606621,1.2894067,2.0959668,0.5869077,2.2703445,8.660021,10.303757,4.515775,0.9247598,0.90240896,3.8578708,1.0749158,1.1881776,0.5591508,1.0344648,4.534279,0.40202972
118,1.1241157,1.3120437,0.56557643,2.8964198,0.50083494,0.51355505,1.2726042,2.6178277,2.2016854,0.80572855,0.4571401,7.49041,4.7197175,6.0279856,9.187114,0.87066,1.0761225,1.818648,3.1965303,1.3300672,0.75519973,0.83013815,2.8303635,0.6128032
119,1.0224104,1.3477938,0.5644131,1.7280538,0.4395414,0.33988643,1.5602853,6.3905406,2.9545584,0.50477386,0.3684353,11.807092,4.345023,4.2605863,9.9422865,0.7978826,0.95922184,1.4985211,7.111855,1.380707,0.92070574,0.7702907,2.7294385,0.66558117
120,1.2768373,1.6616077,0.50130117,1.5633359,0.4684366,0.36379564,1.3398881,9.49127,3.635241,0.42129704,0.40138578,10.955275,3.6890187,2.3745055,9.131696,0.7908118,1.427066,3.038389,6.1310534,2.432612,1.118164,0.8558801,5.0850105,0.5444252
121,1.3540571,1.1541531,0.45583493,0.9642064,0.5004754,0.29635644,1.5391462,22.40415,2.5652943,0.34790593,0.39629784,19.304337,2.8367937,2.6406062,2.1887305,1.1550617,0.93692356,2.6001008,47.06107,1.7877921,1.1168327,1.8257505,2.4381218,0.7135957
122,1.2918366,0.99440706,0.4671934,0.8626281,0.47467226,0.32735088,2.2174125,60.930084,1.4743471,0.35505763,0.55105984,33.40602,2.8296676,2.7047102,1.1006008,1.7967403,0.8175734,3.5898006,100.8736,1.5727947,1.0941565,2.6076615,2.7399902,0.9773674
123,1.2691932,0.92100215,0.44881755,0.92233,0.45316613,0.3089276,1.9598563,39.26321,2.0136452,0.3725484,0.58097905,36.43534,2.821242,2.936916,1.0902519,1.8078967,0.8758471,3.4605699,127.2374,1.5504994,1.1386538,2.5760756,2.5459716,1.0840924
124,1.3593571,0.7998663,0.43361762,0.9820157,0.6295892,0.25202638,2.1711688,18.402067,1.9658976,0.31768095,0.45116654,21.539682,2.809927,4.2265105,1.1566949,1.7376697,0.922925,3.1893945,167.31438,1.457262,1.1716118,2.5501747,2.335728,1.304138
125,1.7660701,1.6531205,0.5087472,1.8645885,0.64148915,0.4599051,1.649574,5.5735116,2.4056652,0.4012274,0.48850015,6.22905,5.4909086,7.688178,1.862714,1.5084463,0.82756865,1.3449928,167.28587,1.4428054,1.0817559,2.2515266,0.96390575,1.4035205
126,1.289233,1.0161974,0.43554276,1.0077368,0.4173642,0.25392905,1.847471,1.4617747,7.695523,0.31672472,0.5593805,34.335217,2.8368726,3.1319246,1.6286018,1.6496568,1.0543568,1.6108017,484.51868,1.5568209,1.2701535,1.8983537,1.0530217,1.321275
127,1.3779731,1.7563158,0.4411692,1.0254562,0.38480705,0.2901702,1.6112589,1.269665,8.383579,0.3264171,0.5333841,28.51823,2.7837954,2.6144257,1.3837138,1.9552886,1.2962215,1.83039,2477.4338,1.3455567,1.4567255,1.2116282,0.9834119,2.013046
128,1.230299,2.5479972,0.5262232,0.7267653,0.3873521,0.29230967,1.4660752,1.0879637,7.7489433,0.35152596,0.4207995,22.467703,2.896437,2.3772547,1.3996346,2.1447585,1.3475631,1.8992076,3738.3706,1.3510628,1.6311874,1.0369389,0.962534,2.1500707
129,1.6641581,1.2725787,0.42900014,0.98537636,0.45533454,0.3425278,2.4130583,29.019718,4.0074387,0.3315865,0.3520624,15.405915,2.89743,1.9091649,2.7107658,2.0602953,0.9092779,2.9180527,108.07491,0.7619629,1.3249604,0.39007664,1.0308138,0.79236645
130,1.1085815,0.8896033,0.4777143,0.8563102,0.43875426,0.37613022,3.2462287,2.8935986,7.4571576,0.4230504,0.36340502,18.243816,2.8684978,1.8808818,2.5474005,3.0585444,0.6868229,1.1909677,11.509047,0.8304676,0.8875467,0.5632568,0.9543545,0.69732827
131,3.6101253,0.8359852,0.42323968,2.027239,0.8834741,0.4425236,1.2573695,1.2926583,30.654928,0.4891291,1.4849575,3.6187277,2.669079,1.1949929,4.4958982,2.1591394,0.7376226,1.8714026,25.954657,0.7077181,0.9502685,0.4074327,1.0373933,0.5916645
132,1.4556819,0.5729904,0.39978272,1.2414622,0.48156965,0.32610762,1.9686265,2.5303614,17.485046,0.41580105,0.5436415,25.892632,2.4512236,1.8988473,5.51783,1.9242136,0.84667915,0.7229771,12.628972,0.9682255,0.59071106,0.6567511,1.1805699,0.5888207
133,91.90252,0.5419177,0.4634574,2.1521292,0.51931775,0.39038166,1.2853521,10.882315,1.4697491,0.40504014,0.85432065,13.668663,2.4442163,1.6974181,1.1888621,1.2639073,7.4650364,1.2807298,1.2767645,0.55279344,0.9448827,1.2494092,0.67349565,1.0754747
134,77.481155,0.4903574,0.427414,1.6667345,0.4227421,0.35483843,1.1949942,12.93193,1.7090211,0.38845468,0.52419645,20.140427,2.664209,2.3203144,1.0445757,1.1211356,6.508541,1.0846577,1.3118638,0.50439024,0.8967447,1.1730239,0.6184648,1.206257
135,233.24167,0.911263,0.611994,2.3778958,0.57014596,0.504733,1.2563131,2.5243073,1.2830901,0.4826553,0.63865066,7.161354,2.8814356,2.1824973,0.8059078,0.99958193,1.8788635,1.1404536,1.0685552,0.49227485,0.853384,1.414332,0.66467535,1.0061707
136,134.91785,0.9749376,0.64910245,3.8515584,0.60685307,0.49299276,1.2161276,1.5182662,1.4225175,0.4797758,0.5194782,3.6688404,4.453801,20.307098,0.8437127,0.9864523,2.328531,1.3226384,1.1049229,0.49919525,0.8810148,1.5467389,0.6925597,0.9633123
138,1.2180057,0.40416938,0.49812812,1.2842686,0.35574013,0.3084274,2.1792574,12.148486,3.5064526,0.45307308,0.5570814,24.796848,2.7519536,2.300724,17.961294,3.9121258,4.873528,3.5048175,1.3172616,16.013235,0.37758163,0.98834735,2.7307162,0.42709783
139,0.95089966,0.32079664,0.4525451,1.6688088,0.5631517,0.38966617,1.9040028,4.6342764,5.3361197,0.7547581,0.8217897,7.173847,3.8715572,4.4411616,7.5898304,1.4180086,5.3773685,0.43255532,0.68605137,7.5023594,0.28185117,0.5122771,0.795345,0.36978033
140,0.8190135,0.39425117,0.4077124,1.2759743,0.5265833,0.42568934,1.8447826,3.9515088,7.4617157,1.0899692,1.3270278,15.444748,2.9860475,2.0271702,9.484319,1.4326502,6.293402,0.41268364,0.73452675,4.1646457,0.28993815,0.5595675,0.66846645,0.42467448
141,0.8353872,0.40947562,0.4061113,1.3367797,0.5764112,0.42554232,1.7449651,2.8909454,6.879114,0.96835154,0.56063646,18.593414,2.9032085,1.3956114,6.92156,1.4652994,3.4636881,0.5743103,0.64499366,3.3899403,0.43070173,0.5199379,0.8348338,0.47128206
142,0.77932125,0.39471087,0.41646862,2.0626857,1.0452983,0.5174887,1.1762805,1.5497301,3.8495872,1.2158735,2.179566,12.326667,3.2043843,1.895629,4.7121196,1.1165285,1.2201625,2.3778129,0.782438,0.9764404,0.5468317,0.57352597,2.7564788,0.4829201
143,0.85080385,0.49201262,0.48649746,2.471945,1.354835,0.6084414,0.8341452,1.009165,2.2584448,2.0292187,1.9138898,13.713051,3.8425503,2.832544,3.1589446,0.7306017,0.9943893,4.705177,1.315342,1.1533817,0.5224084,1.1327089,5.9224706,0.41255164
144,1.0658767,0.5084542,0.5531333,2.4590387,0.85721767,0.6650064,0.97074676,1.1341603,2.909351,1.4265445,1.1115139,6.095718,5.101677,5.4813943,3.4375355,0.667881,1.1561245,3.4403136,1.4909332,1.6127336,0.5300541,0.9026228,7.0041347,0.43315122
145,0.90679276,0.63517904,0.54638135,1.7614199,0.8585508,0.51451397,1.0534945,1.098871,3.8226695,1.1341904,1.0016222,4.501625,4.726281,4.8665934,2.8315625,0.7031899,1.2011491,2.7530663,1.3293988,1.5494457,0.4830684,0.84563786,6.6826444,0.46578562
146,1.0347791,0.99889064,0.47449243,1.6888692,0.72669613,0.41232792,0.79997593,1.3697095,8.879606,0.5433079,0.39265558,9.169176,2.9405046,2.1061614,2.809585,0.61763453,0.8414164,1.5226246,2.0136738,2.0147092,0.5055982,0.9078761,6.637599,0.61175513
147,1.1354578,1.3182877,0.49110222,1.2338157,0.6094667,0.37879378,0.7257171,0.9600353,9.193679,0.4303248,0.3838581,13.621607,2.8905025,2.2984283,3.1656992,0.67084086,0.90188783,3.4420683,3.9767077,2.7125323,1.3365513,1.615778,6.161183,0.9571447
148,1.1279144,1.3984157,0.5214459,1.2822042,0.6406226,0.37852556,0.6810534,1.0886323,10.504869,0.40614283,0.3491914,13.9240465,2.7657645,2.4753711,0.6702295,0.55835706,0.41407648,3.0297499,4.257824,1.6631789,1.9457883,4.6275992,3.2228298,3.2684138
149,1.4889417,2.4469433,0.46021545,1.979872,0.4359413,0.28530475,1.5459254,1.4485377,4.8276315,0.32511538,0.49608582,23.915684,2.8102224,3.0848627,1.1645409,0.9056,0.5345506,1.2312961,39.998055,2.8107898,2.5283453,2.4936788,1.2187064,3.5567305
150,1.2589134,1.59919,0.45003095,1.5797645,0.45138478,0.31375533,1.7168276,1.786153,9.829781,0.35740817,0.47278142,8.613127,3.1137254,3.1603682,1.7147436,1.0989003,0.48405507,1.1553426,36.685085,0.9129879,0.86788344,2.963298,1.1203853,1.9055076
151,1.3507642,2.2407272,0.4384848,1.5497344,0.51696414,0.23962049,2.1704292,1.6283398,4.7428265,0.28502968,0.35919607,8.17787,5.981572,4.5006485,1.6682622,1.2278211,0.57997197,0.94023764,105.24657,2.773427,2.0849793,1.9763311,0.83319104,2.4181945
152,1.3331165,1.9700462,0.39636275,1.521433,0.38983223,0.26431757,2.3315058,1.7733407,5.273935,0.3017093,0.43163255,16.002129,3.0653715,3.6500363,1.5647722,1.6093665,1.0272217,1.6583885,606.12683,1.4098458,1.2899364,1.7122748,1.0286542,1.5480263
153,1.2473743,1.2300835,0.42195684,0.96913415,0.3692505,0.276543,2.3415942,1.186589,6.6309114,0.3250262,0.5301101,34.79118,2.7492108,2.7546895,1.4431002,1.8249891,1.1460837,1.7086847,1358.017,1.28961,1.3207201,1.4467124,1.0005491,2.0152893
154,1.2934073,2.108889,0.46060866,1.0323284,0.342861,0.2857962,2.1196375,1.1255723,7.7885284,0.312003,0.44349864,24.52483,2.9331102,2.404285,1.4398955,2.0410273,1.351857,1.7665598,3454.8042,1.3333175,1.5230111,1.0687888,0.8833376,2.161781
155,1.2559249,2.2188966,0.51104295,0.74475276,0.38780808,0.2989029,1.781603,1.3095498,5.683027,0.35671645,0.38367346,19.80981,2.9165697,2.1860187,2.1124036,2.4921963,1.1500012,1.773451,1964.5721,1.2038372,1.4986066,0.8839523,0.8434399,2.099145
156,1.4209446,0.97018623,0.49747235,0.9547341,0.39447817,0.37667572,2.2256584,1.5895407,6.2761755,0.43549043,0.3623475,14.899832,2.8644276,1.9506811,13.532397,1.2828928,0.63589054,0.70855457,97.25299,2.5699515,1.1528097,1.1688888,0.71416354,1.4263633
157,1.1720945,2.101595,0.44448555,1.1999538,0.47660702,0.43993333,2.2584052,2.7834175,8.032762,0.43038613,1.4509709,9.065808,2.4788508,1.523056,2.6984043,2.1834123,1.089795,1.4372014,341.99396,1.0774727,1.1456013,0.7738242,0.9767593,1.2245471
158,1.2692206,1.6052984,0.4316666,1.0976038,0.5100032,0.39857116,1.9744179,1.4075685,13.8522,0.40721038,2.133047,18.481977,2.3948746,1.3202081,9.253262,3.7405863,0.55073094,1.0463319,126.53518,0.7719887,0.95479167,0.86555284,0.8152097,0.9892919
159,1.5675135,0.64566517,0.3884277,1.2458076,0.5208393,0.31673968,2.1943946,2.5761602,20.79247,0.39383695,0.6249302,14.390884,2.5746026,1.7701099,5.51783,1.9242136,0.84667915,0.7229771,12.628972,0.9682255,0.59071106,0.6567511,1.1805699,0.5888207
160,1.4706705,0.7228886,0.42129388,1.1592559,0.5496655,0.33474916,1.7830253,1.6566967,16.186161,0.40692353,0.50210655,14.884107,2.460357,1.3985313,5.2441387,1.7888156,0.8959863,0.65828735,10.107709,1.0053059,0.5501699,0.6612756,1.234201,0.56624395
161,170.72621,0.84408706,0.5477176,1.8815515,0.8056497,0.57563484,1.6752558,2.9995813,1.4545493,0.47278902,1.0950824,4.799637,3.3107882,1.2104597,1.3038721,1.4870169,7.7795734,1.0660124,1.2709417,0.58137745,0.91416746,1.177744,0.6479372,1.1538968
162,97.65683,0.6857114,0.5015865,2.2719755,0.60627955,0.4820538,1.394032,2.6882014,1.8961642,0.44611076,0.6011227,20.633675,2.3911724,1.7073559,1.1679473,1.2646466,7.036875,1.1883821,1.2760384,0.5444065,0.9373374,1.2136738,0.65561354,1.103178
163,96.03012,0.59517026,0.48810676,1.6398182,0.5586316,0.42961726,1.2887788,3.447451,1.1625702,0.43381625,0.5434381,31.424915,2.6036277,2.2315876,1.0930825,1.153798,6.436372,1.281397,1.2627572,0.5281387,0.9462306,1.243683,0.66612285,1.0686203
164,255.84732,0.6256771,0.5051033,2.459126,0.538848,0.40291524,1.2820518,2.8304677,1.3388461,0.3878749,1.0175585,3.462596,3.3624234,1.5951622,0.80090076,1.0835451,1.3459839,1.1776553,1.0678484,0.50398713,0.8403783,1.903166,0.6478676,1.0442804
165,121.211426,0.9762446,0.5879866,3.3452687,0.74488735,0.564139,1.2868469,1.494544,1.3382994,0.5208672,1.9301207,2.9582467,4.005665,2.8627548,0.87801254,0.9652314,3.2473748,1.3540013,1.1550618,0.49366692,0.91335833,1.4143552,0.6830181,0.99175596
166,138.51295,0.91133595,0.59314406,5.2758584,0.65912867,0.504841,1.2339363,1.8079609,1.6039952,0.5010942,1.6338234,2.985395,4.0509095,2.900157,0.7256139,1.0631164,0.77376986,1.1117126,0.93344593,0.51449627,0.77122545,1.8379482,0.7021016,0.9191613
167,87.981384,0.79912186,0.42768985,9.214728,0.7116153,0.60632944,1.3827059,3.7206728,5.336356,0.50430745,0.67766,5.1090326,3.1247096,1.694795,1.2393571,0.8231985,2.3349788,0.801671,1.7306595,1.6772755,1.208641,1.3473934,3.3839169,0.577385
168,87.981384,0.79912186,0.42768988,9.214728,0.7116153,0.60632944,1.3827059,3.7206728,5.336356,0.50430745,0.67766,5.1090326,3.1247096,1.694795,1.2393571,0.8231985,2.3349788,0.801671,1.7306595,1.6772755,1.208641,1.3473934,3.3839169,0.577385
169,71.12085,0.62628573,0.44782037,5.847618,0.6261283,0.45152885,1.2930852,2.1408458,2.6124876,0.5109467,0.34598905,7.637146,2.8444908,4.1931143,1.2393571,0.8231985,2.3349788,0.801671,1.7306595,1.6772755,1.208641,1.3473934,3.3839169,0.577385
173,2.1906357,0.3787918,0.47933733,1.6231294,0.47014195,0.3298461,2.3363693,4.8259954,2.9584126,0.4005744,0.43470946,17.676805,2.7472327,1.586414,1.1966136,2.5342965,0.6048739,0.7969711,0.810242,1.0819553,0.3398857,0.6773469,0.84199214,0.66876554
174,1.8648859,0.39270937,0.60924524,0.88519824,0.42053318,0.28639674,3.9234896,6.378482,2.6075475,0.37556306,0.56449443,21.676636,2.7353067,1.9398391,2.2484703,2.812849,0.988934,1.1352057,0.91243404,2.0550444,0.34879416,0.74183047,1.1179051,0.5985603
175,1.0195534,0.34340483,0.4843672,1.2601843,0.46057823,0.45261455,1.9459412,4.9983315,4.462631,0.7884962,2.9827597,16.095284,2.4648962,1.8621393,17.39865,4.222254,4.259841,2.9699287,1.3039479,14.8160515,0.37364107,0.9393655,2.3440962,0.42715672
176,0.7604226,0.37627834,0.47898793,1.4760988,0.5348985,0.43458825,2.2052913,3.0986085,4.6053586,1.0747256,2.1074867,14.250231,2.9088495,1.7524798,10.598933,1.2861502,6.5011587,0.3582869,1.0186118,11.598502,0.38414204,0.4530373,0.58942527,0.55565363
177,0.7886627,0.45787,0.5321183,1.0849664,0.58973193,0.4768039,1.2877673,2.1457005,4.6576653,1.1156243,1.4228898,10.87106,3.0278914,1.763085,6.9842796,1.4976877,4.631183,0.6559378,0.74330086,5.1802573,0.35634473,0.59734404,1.0071384,0.4153269
178,0.7119723,0.4298725,0.50569534,2.0132074,2.0541394,0.54019415,0.839339,0.8616611,1.8858111,2.2730095,3.4672427,8.871471,4.1560183,4.1151304,2.3694072,0.6461415,1.1593034,2.626306,1.1017011,1.7761093,0.47882828,0.6053751,5.331559,0.5125189
179,0.8086089,0.39557353,0.4370175,2.082756,1.6978867,0.5737022,0.8543204,0.966471,2.7952209,1.4725764,2.5821404,13.558745,3.2871835,1.962641,2.1139245,0.63487077,0.9484783,3.3689198,1.2157245,1.5731158,0.4780053,0.6450682,6.590467,0.5421572
180,0.7943778,0.5226083,0.45605657,1.9101789,1.1314619,0.55046374,0.837011,0.9102763,3.010563,1.5342491,3.3752391,14.218738,3.6588812,2.8431973,3.967415,0.6236341,1.1542025,2.707926,1.7164999,1.3578577,0.523612,0.78914404,5.251862,0.43796247
181,0.84234476,0.47805738,0.51151127,1.3982245,0.6854398,0.5539787,1.1633637,1.3725814,4.454302,1.1822296,1.4828962,11.65371,3.694178,2.0813415,4.5206065,0.63271445,0.9958226,0.7947528,1.7334889,1.9331284,0.48349705,0.45048213,3.0394173,0.67346185
182,0.95551026,0.62144834,0.44025794,2.3909054,0.7729542,0.5629654,1.0481951,1.2827492,8.306852,0.8324374,1.0457733,5.5805206,3.522295,1.6579366,3.00899,0.6906006,1.2674917,2.3641343,1.4728591,1.4594004,0.46604678,0.8643203,5.7625647,0.50758696
183,1.1452181,0.78773105,0.41675442,1.3099394,0.81577915,0.47912747,0.8239225,0.97146463,9.783464,0.65701485,0.870762,9.472593,2.7908738,1.8048056,1.0735728,0.59175277,0.25259167,3.5286188,3.2551517,2.22942,0.874217,1.9229724,10.32115,0.8018561
184,1.2907302,1.1008953,0.534307,2.375563,0.5795349,0.4257462,1.0327471,0.98773265,4.9904623,0.4385615,0.4687538,18.572062,3.0060303,1.8272095,0.6390734,0.6272368,0.33383086,3.5459566,7.4967556,1.9414482,3.3374047,4.2630224,3.460845,3.2446353
185,1.0739806,1.0305115,0.5203638,1.8363252,0.6371416,0.43543088,0.7326747,1.1447735,10.24879,0.43518612,0.33968195,11.087542,2.7868395,2.346766,0.6814121,0.5790847,0.321306,2.801595,4.1928973,1.4027522,1.7545888,4.751734,3.14626,3.7544017
186,1.1545601,1.1484716,0.52527755,1.4612744,0.5291221,0.40080413,1.0762833,0.8956059,6.8364425,0.39809126,0.40567118,13.52473,2.832959,2.4585156,1.0152886,0.77352285,0.37989235,1.078988,19.145191,3.39297,2.9316337,2.7203925,1.2579527,4.2099667
187,1.3343483,2.357624,0.40758067,1.8330209,0.5068807,0.35655412,1.5134408,1.9361192,5.317581,0.3677635,0.4587194,11.919534,3.2144947,2.5342271,1.2224919,0.8392966,0.47834536,1.061079,21.511072,2.5436811,2.1449976,2.7335162,1.199351,2.966439
188,1.38393,1.5897812,0.4046909,1.3424784,0.47214836,0.3097646,2.2162652,4.0339584,3.5769918,0.35452867,0.44006824,8.7467,3.5776787,4.1193867,2.1200223,1.3997265,0.7455713,1.1056935,74.64825,1.603397,0.99554116,2.4345295,0.82786953,1.065805
189,1.384125,1.3862369,0.4054046,1.3815839,0.43332547,0.30108428,2.208239,2.352011,5.489741,0.3480371,0.4155507,14.062617,3.1258397,3.618147,1.1289079,0.960226,0.42081797,0.6286985,72.54453,7.853774,5.245485,1.7211825,0.7432681,3.8535655
190,1.3228422,1.7960842,0.4646283,1.0737904,0.3836424,0.29945272,1.6437535,0.9802278,7.3308563,0.36004198,0.4863913,25.539434,2.880107,2.6991642,1.0425565,0.877833,0.37322935,0.570858,57.575367,10.2636795,6.3328757,1.7013261,0.7318049,4.447026
191,1.0351472,1.7788303,0.47537112,1.1395388,0.44912824,0.34898716,1.1167256,0.9222584,8.77672,0.37356463,0.44602913,24.062344,2.920546,2.1821544,1.3035338,0.8597647,0.35036188,0.5157074,43.172543,10.866193,4.6928205,1.6422405,0.77116716,3.3618412
192,1.3569635,1.5747294,0.53494954,1.120957,0.38853395,0.29962686,1.2799317,0.97886264,7.6379676,0.37736577,0.39903152,24.707567,2.917927,2.2391613,1.9630196,0.8536339,0.3180573,0.44272348,25.544603,11.069765,2.5580664,1.5315559,0.8525731,1.9323901
193,1.3869534,1.5183625,0.4881019,0.91830754,0.43674028,0.38985658,2.5025475,1.5566633,6.9402084,0.40336645,0.4666414,13.432316,2.786138,1.8393654,15.816932,1.5620692,0.57507265,0.6222447,111.3618,2.3272886,1.0867236,1.3566747,0.67813784,1.4085947
194,1.5366844,1.2542019,0.43171367,1.1207225,0.5345225,0.4259887,1.495744,1.9178578,9.728777,0.4410117,0.8561033,13.887669,2.6865292,1.702034,17.016785,1.5106553,0.56897694,0.604077,114.08766,2.4771767,1.1000131,1.3627459,0.67905015,1.4442145
