,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 9
234.0818681659536,-4.2008657,-2.3126647,4.1152534,-3.591618,1.5358338,2.4193687,-4.588766,-4.3725286,-4.2465568,3.1388464,-1.1387762,-6.426875,16.214678,-2.5466452
241.02950206629706,-4.489953,0.8749669,4.5502505,-3.9820466,-3.4069982,-3.0198028,-4.1275396,-4.4848585,-4.2779784,-3.57033,-3.0270736,-7.038068,-1.4518886,-3.1725473
241.0473618927395,-3.9161534,0.47159058,4.3279905,-3.6148129,2.1796083,1.7135813,-5.2343535,-4.514987,-4.5405273,2.4937313,-2.2929664,-6.778034,13.852043,-2.5785887
243.0829710976259,-4.5527678,1.8168004,3.8386679,-3.8625863,1.841584,3.077685,-5.9861183,-5.4940066,-5.3200755,2.8611836,0.9922456,-8.175451,17.831808,-3.0324173
243.09931152472012,-4.563098,1.5566598,4.083652,-3.9479485,1.3590431,2.7736578,-3.5324023,-4.3999233,-4.4027915,2.6484935,-0.435161,-7.5853786,17.190662,-2.456456
244.07724123305323,-5.4070277,0.8661653,2.247802,-4.513438,2.7618208,3.2491937,-5.692178,-5.4731274,-5.5160484,3.6197505,0.1277019,-8.986334,9.467272,-3.8015707
247.09425491750557,-4.033459,0.7392711,4.110185,-4.228218,2.1324706,2.1108108,-4.986664,-4.7499166,-4.810648,2.8965008,-1.4026641,-7.72398,17.569952,-2.685735
251.10447077523585,-4.2746553,1.0432805,4.14997,-3.8679276,2.3489504,1.5873903,-5.2484303,-4.3914714,-4.612326,2.8384185,-0.7887915,-7.2736154,16.76168,-2.92346
253.08364230631653,-4.8278613,1.1183249,4.1707077,-4.4235463,1.8160166,2.2618437,-5.712261,-5.2014136,-5.3618374,2.9209135,-1.6374931,-8.440544,17.26453,-3.3411744
254.13623336117078,-4.9390397,0.8644784,-3.0990121,-4.2054534,3.7938268,3.5076919,-5.20829,-5.116924,-5.0789986,0.9315834,-1.1618767,-8.556032,6.0323076,-3.1022806
255.09915080142363,-3.5044703,1.6408305,4.022113,-4.182116,1.5940843,2.6846445,-5.4842825,-4.803406,-5.050095,2.5596092,-0.3900097,-8.132592,16.711477,-2.9985106
255.1356014347429,-4.6815214,-1.3345032,4.4349356,-4.0396485,-2.211166,0.23064859,-5.064073,-4.6484027,-4.288482,2.550363,-2.8187494,-7.414298,13.751406,-2.6074424
261.05228436757915,-4.2769384,0.31331974,4.268575,-3.738759,1.615256,1.7737283,-4.9828267,-4.554183,-4.3777986,2.7991028,-0.6757984,-7.1476393,17.166742,-2.562786
261.07334112304517,-4.373214,1.1043701,4.0061626,-3.9960177,2.0765607,2.2012918,-4.9340086,-4.858598,-4.782252,2.944972,-0.19306296,-7.1536236,16.826906,-2.7019696
261.10966185035926,-4.3842025,1.7689277,4.053017,-4.1185536,1.8110074,2.6706507,-5.1521845,-5.2030025,-5.116451,2.4865603,-0.17973189,-7.9800053,17.643915,-2.7046728
265.11993582059335,-3.7945104,1.3376154,4.021532,-2.8152902,1.9131926,2.84281,-4.9301834,-4.249386,-4.507371,2.3326845,-1.7484937,-6.495431,16.801819,-2.768563
267.09922367205917,-3.5246294,1.467691,4.105889,-3.8196182,1.5969898,2.5836701,-5.6581707,-5.171635,-4.99329,2.7128441,-0.09365472,-7.771598,17.392963,-2.98223
267.1355665990693,-4.40885,1.1720439,4.2216067,-4.184953,1.6108456,2.0542152,-5.4839616,-4.5986013,-4.7521944,2.6136878,-1.2743975,-7.554521,16.807858,-3.0771825
269.114922695292,-5.0888743,1.0572374,4.2284365,-4.3450165,1.5499945,1.9545063,-5.7567005,-4.512956,-5.1266665,2.8307552,-1.7730371,-8.288795,16.840763,-3.1469758
270.13096213522044,-3.3124151,1.3576417,0.8838774,-4.014799,3.065613,3.487993,-5.808906,-5.4679427,-5.5410757,2.9538667,2.015073,-8.290667,7.5937686,-3.408869
274.1705467265059,-4.8054304,1.9836318,3.9582498,-4.199462,1.6990082,2.9637022,-5.3307204,-4.552999,-5.2941127,2.4091804,-1.175992,-8.04114,17.72631,-2.938887
275.12535495048786,-4.5730767,1.1752844,4.1360655,-3.7107446,2.2103431,1.8178343,-5.173407,-3.9496462,-4.634071,2.83096,0.39771125,-7.127699,17.243984,-2.5054696
277.1046854722379,-1.6981834,1.0348188,3.415863,-0.0027985147,2.0669405,2.382902,-0.9024695,-2.7534611,0.8181554,2.9280262,0.5005117,-1.8329309,15.692366,1.7909899
277.1199314280742,-4.4216356,1.1288332,4.2352057,-3.6870613,1.7784234,1.5187103,-5.0670877,-4.4910145,-4.3863378,3.015391,-0.892004,-6.8596907,16.887718,-2.5766895
279.1918698917662,-4.318209,-2.8475916,-3.4313195,-3.3937068,2.229965,2.2269285,-4.749287,-4.1589293,-4.4971714,4.294089,0.87818944,-7.0697956,5.797902,-3.0727148
279.2543320460134,-4.4044075,1.2347295,2.9637876,-4.0198994,-0.5685793,3.49298,-4.8194695,-4.4062176,-4.479982,3.5122182,0.7288816,-7.3424153,13.401508,-2.9820971
283.1305129141175,-2.1352265,1.6629848,4.08797,-3.900452,1.4514109,2.658826,-5.5835295,-3.3947358,-4.840009,2.5978076,0.58556134,-7.2950444,16.90162,-2.7340257
293.1149201372592,-3.8609228,0.9481412,4.09953,-3.72339,1.9153017,2.3700325,-4.9829125,-4.394647,-4.580744,2.9466631,-1.1928473,-7.1669354,17.381378,-2.6946008
305.1568601303938,-0.3835374,1.5952405,3.0969477,1.6037266,-0.40742752,1.7222604,1.2266531,0.2224733,2.1017716,0.81010264,-2.0604603,3.054822,10.347073,3.1194932
313.2138117541359,-4.243752,1.4602292,4.153531,-3.7181685,1.7050105,2.1506493,-5.1173797,-4.2416754,-4.374898,2.878865,-1.2985396,-7.017739,17.473867,-2.3299031
317.11518519135484,-0.96346724,1.5905467,4.0125203,-1.1028866,1.1344225,2.757798,-0.6585822,-0.63439566,0.4182159,2.3363438,0.9883365,1.2911084,16.462116,-0.17420772
321.13096874610164,-0.15505578,-1.8311054,2.703958,1.5385567,1.6785231,1.1028987,0.4704299,-0.0019032424,1.9622793,2.4644115,-0.7525937,2.2206242,11.157589,2.889324
325.177311613809,-3.1706145,1.6167334,4.057331,-3.8170633,1.4205018,2.7234287,-4.077889,-4.501956,-4.3247094,2.5283623,0.048574045,-7.11187,16.87038,-2.258935
327.19299949538106,-3.9964974,0.33822444,3.9957006,-3.7272139,1.8661488,2.846084,-5.0613594,-4.603806,-4.8259435,3.0493472,-1.5921204,-7.2770634,17.468933,-2.9512734
331.20901611987676,-4.045971,1.8741559,3.995221,-3.4774108,1.429458,2.830293,-1.8249934,-4.7001915,-4.7485905,2.4107556,0.41426492,-7.4666166,16.72105,-1.9096644
349.18302226417984,0.16007698,0.3065663,1.9919,-1.6728463,-2.1464257,-0.94627535,2.260127,0.7828247,3.0378416,-2.1461387,-2.8181598,5.0889974,-1.8506138,2.5314217
365.1570478361734,0.8551138,-1.4607371,1.5387905,2.1246238,1.2348204,0.5730366,1.3577969,0.97171855,2.7286546,0.9056893,-1.8881744,5.6717415,6.384934,3.0622818
382.2223302420728,-4.2670083,1.259795,1.2561293,-3.9039533,2.6945305,1.9845047,-5.1494513,-4.9476347,-4.808549,4.0107875,0.41772568,-7.6016703,11.896776,-2.9211783
400.3421458375981,-4.074973,-4.4760566,-4.3670416,0.5791212,2.9557772,3.8840168,-5.59193,-4.7700915,-3.2725117,2.3871763,2.374666,-3.106677,0.6871271,-1.5812498
409.18336016445807,1.0440097,-0.093182735,-0.21156089,1.9645447,1.1928165,-2.5485516,1.5776298,1.3490416,3.0367055,-2.709848,-2.4897115,6.356368,-6.8553615,3.0505033
424.3420088682949,-1.4300181,-4.775508,-4.560315,-0.8538027,3.1424277,3.702808,-5.744846,-4.9306083,-3.5335095,2.4602225,2.8334565,-3.8609934,-0.27171373,-3.047234
427.36111282551303,-4.337306,-4.7599344,-3.7887504,-3.6503084,3.062788,3.9712331,-4.0901685,-4.7856317,-0.16341105,1.5807083,1.8361619,-3.4217753,0.46591902,-2.0926752
450.55301652070364,1.9623412,-4.0653358,-3.9523022,1.6679155,-4.0976634,-4.0131035,1.4886892,1.7288548,3.1758816,-3.9468744,-3.6952932,7.474086,-23.389166,-0.56312543
453.2095792347797,1.5857903,-0.75745106,-3.4090877,1.17985,-3.1931722,-3.4843152,1.7831981,1.5830386,3.2984629,-3.6710036,-3.9410527,6.83702,-16.561455,2.3446944
465.2283399515315,1.1212955,-2.1784751,1.4360964,3.012563,-2.0339172,-1.9407052,1.1999859,1.2881724,2.598502,-2.148676,-3.1598647,6.220887,-12.999599,3.742101
465.5631258867581,1.5595869,-4.508138,-4.0804725,2.7081747,-4.5159497,-4.1422634,1.6526448,1.6329314,3.0599163,-4.369744,-4.210605,7.299125,-24.98692,2.8701828
465.89656668656824,1.7131094,-4.473269,-3.9483237,2.051063,-4.169729,-4.066799,1.702072,1.8511918,3.2752652,-4.148242,-3.946771,7.5187054,-24.733358,0.8768656
470.5534619718108,1.7805471,-4.2817183,-4.0070143,1.617475,-4.0531263,-4.0024886,1.4090614,1.811496,3.284706,-4.2031612,-3.9262557,7.519288,-24.244383,-1.108013
478.92025987617245,2.1307285,-4.238453,-3.803814,-1.556848,-4.137158,-4.0274973,1.4242313,2.0777736,3.4862354,-4.175146,-3.9092221,6.9719725,-23.374683,-2.1825526
479.9038387582657,1.3565134,-4.763088,-4.0790043,3.2084212,-4.4659743,-4.189082,1.3931526,1.4929556,2.8055894,-4.070329,-4.1389985,6.558717,-25.278845,3.9821928
480.2392946824935,1.4238985,-4.3991795,-4.156255,3.1406145,-4.4614134,-4.28931,1.5069087,1.543493,2.887488,-4.2097282,-4.2281632,6.719901,-25.763966,3.7417958
480.571938125089,1.5990508,-4.486648,-3.9903033,2.6611164,-4.376423,-4.190816,1.6206242,1.7167972,3.114332,-4.1834435,-4.0754447,7.3405094,-25.022562,2.826686
480.90576653196075,1.7028581,-4.3723145,-3.9619164,1.1715949,-4.165581,-4.132396,1.7585413,1.9008417,3.2554662,-4.0378103,-3.744604,7.548965,-23.726254,-1.0518612
483.0757223974028,-4.7798057,0.30157912,4.3262334,-3.2799907,1.6909757,2.0220551,-5.601702,-3.9188175,-4.733121,2.4992926,-1.3465577,-7.271894,14.529862,-2.769559
485.2287549811139,1.5495722,-4.4519362,-3.6618266,2.6537468,-4.009622,-3.7433982,1.4309644,1.7430105,3.1118,-3.820992,-4.0111103,7.367671,-22.382538,2.468169
485.56335188492085,1.7893826,-4.4121614,-3.9350326,1.549089,-4.1473064,-4.06876,1.4994618,1.8274425,3.300625,-4.094031,-3.8291402,7.4453907,-23.574833,1.1314638
485.89639233200955,1.7506417,-4.158136,-3.906486,0.45645308,-4.064893,-4.0070176,1.3522958,2.0462856,3.3391674,-3.8966153,-3.4631999,7.272293,-23.451172,-1.6191657
488.2306001257723,1.6741623,-4.4036894,-3.8705466,-0.19510832,-3.9311223,-4.0641875,1.8057011,1.826558,3.5065687,-4.1742086,-4.221623,7.3317223,-23.9598,-1.4211484
492.92762636807333,1.7433813,-4.660525,-4.175039,2.503146,-4.469855,-4.245936,1.5561962,1.7970116,3.1747644,-4.2462516,-4.283594,7.4594116,-25.217855,2.2044594
493.2619550954543,1.9202255,-4.4773283,-4.054638,1.7872491,-4.4297967,-4.3168225,1.6009505,1.9597725,3.3221297,-4.2113667,-4.157588,7.6798325,-24.896769,-1.002103
493.5955515817928,2.0690634,-4.46432,-4.0044847,0.09095462,-4.2532377,-4.091202,1.6250643,2.099568,3.387784,-4.2178383,-4.137764,7.4625406,-23.7276,-1.7459967
493.9294846090314,2.061928,-3.9732432,-3.8498273,-1.5323936,-3.9706426,-3.9048693,1.444662,2.183719,3.4626935,-4.194091,-3.5455399,6.709511,-22.077335,-1.9944994
494.579584838628,1.2894403,-4.7437363,-3.7205799,3.2934518,-3.989252,-4.1318054,1.3117276,1.4499753,2.772671,-3.6573918,-4.1831293,6.4333878,-24.146404,4.0867434
494.9141973198271,1.3133765,-4.705219,-4.137978,3.169019,-4.662863,-4.290206,1.4215081,1.475676,2.800487,-4.2219086,-4.42789,6.5812798,-26.023544,3.9174616
495.2473765981361,1.5186179,-4.855387,-4.1552687,2.9594553,-4.46704,-4.3059196,1.5873908,1.5674692,3.0988233,-4.285168,-4.257644,7.1186895,-25.139044,3.298864
495.581149111223,1.7523208,-4.0920796,-4.0038705,1.7763155,-4.415168,-4.2542477,1.7407404,1.9177816,3.350382,-4.1981926,-4.171649,7.6682415,-24.448437,0.5694126
497.23584017034875,1.5792351,-4.340413,-3.4009678,-1.3730909,-3.792919,-3.9332979,2.001193,1.9720063,3.576858,-3.7219431,-3.7301362,7.2383175,-20.706573,-0.94616616
499.903935505119,1.6000581,-4.597122,-4.0863547,2.56156,-4.4672413,-4.2034197,1.5452212,1.7575365,3.085432,-4.1475735,-4.251949,7.3274,-24.546547,2.06949
500.23858275884396,1.7139685,-4.505224,-4.0842047,2.2424848,-4.0414095,-4.1299043,1.4528257,1.799139,3.2105293,-4.020808,-4.155916,7.491269,-24.497438,1.4570615
500.57171018677553,1.8584496,-4.3332686,-4.0951633,0.9987482,-4.2462034,-4.124311,1.4721818,1.9209409,3.432217,-4.071137,-3.9873636,7.606162,-23.962145,-1.7696669
507.9377993311231,1.8499838,-4.8053565,-3.981084,2.1988668,-4.2918186,-4.252859,1.6666822,1.9193546,3.2944226,-4.16435,-3.9482224,7.59312,-24.427147,1.2542409
508.2711803315196,1.8956497,-4.565863,-3.9854794,1.4532293,-4.350049,-4.2020392,1.542002,1.9898678,3.250578,-4.29319,-4.0586257,7.4802394,-24.575016,0.16255361
508.6049300600752,2.1699858,-4.386799,-4.062516,-1.037079,-4.447905,-4.1536183,1.3237289,2.2058477,3.357793,-4.1042376,-4.119084,6.6782494,-24.016705,-2.060653
508.76054176492727,1.4403204,-3.9341013,-3.9132998,1.1107659,-4.141349,-3.8450418,1.7602148,2.1902158,3.3500984,-3.8755133,-3.8328228,7.0271826,-22.04714,0.4805635
509.2552829055155,1.2383788,-4.8489537,-3.888845,3.3093219,-2.2223542,-3.8363128,1.3326495,1.3479425,2.7282534,-3.0656757,-4.0569005,6.205168,-24.987011,4.153343
509.58934554543896,1.3375485,-4.660327,-3.9862804,3.2858968,-4.115876,-4.1024933,1.4343531,1.4800706,2.86307,-4.10053,-4.2197576,6.6182485,-24.610617,4.045044
509.9229628592716,1.4513658,-4.774801,-3.9733708,3.135099,-4.4874754,-3.9869351,1.5769796,1.6824892,3.019074,-4.0518665,-4.0010767,7.101234,-24.602924,3.7491608
510.24236974262993,1.8806952,-3.6642213,-3.991304,1.9557307,-4.055423,-3.9251268,1.5728391,1.4903202,3.1966817,-4.0616884,-3.7012095,7.3714256,-22.924297,0.33095226
510.25777952582314,1.6800618,-4.405448,-4.1072717,1.6814568,-4.286597,-4.195253,1.7124261,1.7721703,3.1670773,-4.3001823,-3.9793987,7.4013042,-24.603867,0.7466725
510.5904929207744,1.8401749,-4.2217684,-4.0788307,-0.16516794,-3.7332196,-3.95578,1.6456684,2.0691853,3.4130347,-4.0966415,-4.064388,7.2007294,-22.741722,-1.9081621
514.5795507688714,1.4831123,-4.676977,-4.1283727,2.7139854,-4.190747,-4.415585,1.4705591,1.6328313,3.0624785,-4.0702496,-3.9498956,7.215171,-24.945404,2.9811654
514.9141088106072,1.8267367,-4.5387053,-4.017077,2.2398565,-3.8473315,-4.149305,1.5529213,1.7945815,3.3346238,-4.0697107,-3.883855,7.716304,-24.232994,0.5335467
515.24714677643,1.8366627,-4.471805,-4.0576134,1.8968831,-4.3529196,-4.235539,1.4884642,1.8848141,3.2720428,-4.221105,-4.1185656,7.44417,-24.918194,-0.18100789
515.5812041673266,1.7548913,-4.300621,-3.8170292,0.25766158,-4.159658,-3.9094942,1.034422,2.100928,3.4511588,-4.015309,-3.6238859,7.2691565,-22.7701,-2.2159824
515.7733296973558,1.6895233,-3.3287587,-3.8210125,-0.89833194,-3.8482945,-3.6654403,2.0425043,2.0881503,3.4127903,-3.88919,-3.276246,6.7215385,-21.262936,-1.9273862
518.3211782528595,-4.5801,1.2624353,4.489383,-4.2512536,-3.7881389,-3.2416608,-4.3277516,-4.5455337,-4.5624,-3.7047148,-3.5811446,-7.7463083,-4.914563,-3.1627116
522.2780079381146,1.7884603,-4.781869,-4.1104836,2.6752188,-4.3248987,-4.216591,1.5902952,1.8169996,3.1707842,-4.2998977,-4.114046,7.341402,-25.205807,2.8768024
522.9466030471535,1.8511405,-4.559256,-3.9886146,1.5665951,-4.3736453,-4.1790257,1.6190424,1.9643868,3.3645656,-4.2903805,-3.9409254,7.539201,-25.018185,-0.7004736
523.2801547418912,2.097299,-4.336304,-3.9213088,-0.8573052,-4.263891,-4.1710896,1.5437856,2.1636243,3.39193,-4.1479053,-3.8459117,6.8988495,-23.886791,-2.050454
523.9306489382229,1.1110805,-4.7232537,-3.5845094,3.1888537,-3.2962234,-3.5922866,1.2793821,1.3416463,2.6260483,-2.2044408,-4.1547112,6.0807424,-23.278664,4.1846657
524.2657076843612,1.2361671,-4.5765123,-3.9687817,3.2381701,-2.9497292,-3.8738055,1.3211758,1.3455217,2.6513662,-3.4672296,-3.7846348,6.116003,-25.20224,4.1744103
524.5984796167957,1.446797,-4.795931,-4.0744586,3.1504269,-4.4463177,-4.2835603,1.4575703,1.5946763,2.9447854,-4.2201433,-4.152414,6.956545,-25.36414,3.7405012
524.9322255579777,1.6708353,-4.3357377,-4.079836,2.5142105,-4.3520317,-4.1851215,1.6606507,1.8000243,3.1596472,-4.126133,-4.1979394,7.520999,-24.287453,2.3634975
525.2675637278638,1.8170213,-4.5415316,-4.0377045,0.87794703,-4.3480425,-4.1051373,1.7397653,1.9479573,3.4021988,-4.127894,-3.929272,7.5409117,-24.449917,-1.5216547
529.2549223397006,1.5102216,-4.8410625,-4.136691,2.9698653,-4.3426476,-4.190737,1.4359912,1.6026647,3.0448136,-4.147724,-3.9474235,7.18516,-25.101524,3.3450904
529.5893463118568,1.5533373,-4.805285,-4.06267,2.597453,-4.379853,-4.1977625,1.4481188,1.7306677,3.1433918,-4.109082,-4.0656824,7.572049,-25.10183,1.895195
529.922664198904,1.7358909,-4.647847,-4.133027,2.060662,-4.318397,-4.3022637,1.5742975,1.804439,3.2682817,-4.100738,-3.961224,7.541771,-24.62375,0.37152636
530.25659065734,1.6790605,-4.456166,-3.9234836,0.18304859,-4.3368845,-4.0365925,1.3661894,2.0590377,3.418145,-4.205718,-4.1024275,7.401083,-24.320122,-1.9750654
532.2566698359487,1.5999081,-4.617745,-4.104303,2.6069665,-4.164048,-4.384632,1.5808934,1.7639306,3.1621203,-4.3667874,-4.1831894,7.5241156,-24.982643,2.8039045
532.7584946111834,1.7780046,-4.4139,-4.11993,0.9295915,-4.2996063,-4.1862435,1.6092596,1.8372675,3.3275163,-4.237015,-3.9000263,7.344702,-24.308987,-1.5464357
533.2590179998325,1.9576944,-4.384979,-3.9769223,-0.14238219,-4.243093,-4.0610433,1.5517205,2.0085795,3.3847995,-4.0988503,-3.8441079,7.5460486,-23.884823,-1.2578697
537.9558254673497,2.0026698,-4.3952694,-4.0604134,-0.77904123,-4.426533,-4.0889044,1.3990959,2.166985,3.4522047,-4.2206416,-4.0366855,7.1676626,-24.502743,-1.9199647
538.6060509169396,1.2259616,-4.390749,-3.842802,3.2680926,-3.74853,-3.7273808,1.3032172,1.3954076,2.6976151,-1.7750549,-4.0916467,6.2626696,-23.781702,4.2402873
538.9403787567521,1.253674,-4.72572,-3.9018784,3.2335582,-3.9472075,-4.064295,1.343169,1.4372191,2.7140288,-3.0850456,-4.1845307,6.22948,-25.122488,4.0819855
539.274086627344,1.4270793,-4.7327237,-4.021759,3.1309075,-4.356511,-4.3305035,1.4753082,1.5893147,2.871725,-4.16551,-4.3772182,6.7043386,-25.749365,3.8060594
539.6075740206704,1.6519458,-4.787848,-4.1033463,2.7363868,-4.431163,-4.201116,1.7310505,1.8046869,3.213525,-4.2759085,-3.912155,7.417309,-25.297203,2.588642
539.9413320927383,1.9058039,-4.4280133,-3.9340587,0.14541425,-4.253198,-4.0489674,1.712843,2.0869567,3.412521,-4.1600566,-3.906522,7.5164976,-24.318636,-1.8412253
541.2620774824768,1.7181842,-4.371081,-3.8457534,-1.8772404,-4.2378407,-4.1028275,1.9288648,1.882318,3.5008142,-4.163015,-3.781306,7.2246823,-24.092754,-1.8999268
543.9300571574971,1.5650157,-4.1842823,-4.17243,2.956834,-4.4692316,-4.2705517,1.4286768,1.6672612,3.0831342,-4.2582893,-4.22908,7.3262143,-25.343884,3.3129978
544.2646646425169,1.6172696,-3.8820086,-4.057031,2.770563,-4.4310575,-4.1948977,1.5086688,1.7085401,3.0874033,-4.2398243,-4.1848316,7.3305683,-25.105307,2.829186
544.598305571382,1.6235218,-4.600581,-4.111637,2.0920875,-4.531908,-4.334468,1.4909263,1.7695051,3.1160517,-4.0913486,-4.203093,7.467993,-24.611618,1.0020243
544.9319321857902,1.9055177,-4.2801375,-3.8499339,0.72717416,-4.100063,-3.9535084,1.4249208,1.9340703,3.4723513,-3.962273,-3.7995067,7.523573,-23.623734,-1.3567162
552.26974141865,-0.6953522,-4.442765,-4.1375375,0.4675686,2.835658,2.8349338,-5.695524,-2.0116432,0.185791,3.2910986,2.6876369,-1.7499361,3.5539026,-2.9073572
552.6311290343571,1.9917885,-4.4853735,-4.116455,-0.79281235,-4.3207397,-4.1864305,1.4637847,2.2167425,3.3900201,-4.236897,-3.9586096,7.0354457,-24.584665,-2.1432598
553.2806751977768,1.2153955,-4.238281,-3.7316082,3.2871976,-3.3542995,-3.5698402,1.3253206,1.4013301,2.7290697,-2.6551554,-4.2078996,6.162836,-24.064335,4.144759
553.61540315256,1.2504036,-4.867871,-3.965882,3.200808,-4.646676,-4.2643347,1.3201492,1.4437459,2.7119644,-3.1171052,-4.0870833,6.3042736,-24.947351,4.026096
553.9493235760538,1.3798697,-4.7922263,-4.1282067,3.0279639,-4.3009477,-4.4331255,1.4700923,1.5268124,2.890503,-4.297844,-4.299552,6.85667,-25.74741,3.6423702
554.2846624362412,1.6135365,-4.389572,-3.7462378,1.5813667,-4.3017893,-3.963147,1.7899364,2.024839,3.3350704,-4.1491637,-4.0148797,7.3921995,-23.882418,-0.013470404
554.6167325164191,1.7704952,-4.486682,-4.0211115,0.71730006,-4.283557,-4.1735244,1.7615032,2.0369425,3.364147,-4.1246095,-3.9353049,7.470684,-24.334146,-1.3135856
554.771232013622,1.8041962,-4.628695,-4.156268,2.2392828,-4.312454,-4.268247,1.5940131,1.7832096,3.2044578,-4.275011,-4.0475287,7.5298686,-25.212227,0.5844614
555.2712385340405,2.0027685,-4.4130173,-4.0097013,0.8926718,-4.28373,-4.0302396,1.510594,1.8444225,3.3850589,-4.153052,-4.1008434,7.4794283,-23.790186,-1.6260592
558.6060387649404,1.5507299,-4.3859863,-4.0272813,2.9711409,-4.353695,-4.213143,1.4781024,1.7148021,3.0445905,-4.149622,-4.182171,7.2405577,-24.467966,3.3151946
558.9402700704871,1.6521626,-4.7280855,-4.1608963,2.656735,-4.2497373,-4.286086,1.538996,1.7135613,3.123791,-4.2912,-4.2182374,7.3610554,-24.790756,2.783369
559.0931126248909,-5.1310406,1.2182205,4.1480494,-4.35288,1.5653311,2.538223,-5.429589,-5.1105433,-5.308849,2.922133,-1.4207796,-8.344484,16.664772,-3.3552377
559.2737127305819,1.622953,-4.8394184,-4.1343474,2.1932876,-4.4465933,-4.2464037,1.4836046,1.8427788,3.2080853,-4.2303224,-4.210627,7.508626,-24.574146,0.8347252
559.6074053637994,1.756051,-4.5037637,-4.011483,0.7170903,-4.0648937,-4.181414,1.2581949,2.0057716,3.471447,-4.0569806,-3.8949416,7.575221,-24.262709,-1.9874232
566.3030077463626,1.7592031,-4.572767,-4.154008,2.3457448,-4.456482,-4.212989,1.498718,1.9168009,3.210957,-4.343278,-4.449421,7.552142,-25.447279,1.8330173
567.3062723764642,2.0644102,-4.3995132,-4.075689,-1.0563042,-4.1370325,-4.0304675,1.4572971,2.3986943,3.4352417,-4.1412783,-3.9097617,6.6803184,-23.433426,-2.1785128
567.9566053446767,1.1885188,-4.5685034,-3.9608078,3.2515852,-2.8924825,-4.0386515,1.2962087,1.4053352,2.713579,-3.3128328,-3.9936619,6.1537123,-24.852352,4.0967507
568.6244512297033,1.4498569,-4.7063723,-4.163059,3.075508,-4.6737213,-4.397902,1.521132,1.6214136,3.0035088,-4.1725764,-4.171788,7.0090837,-24.975912,3.678236
568.958298611368,1.6708847,-4.583181,-4.0120316,2.4298048,-4.5297265,-4.24502,1.6712385,1.8824525,3.20843,-4.3828506,-4.0779004,7.667058,-24.90388,2.3695695
573.2808027957229,1.5494256,-4.7784457,-4.1098123,2.8430786,-4.5144362,-4.4199386,1.49508,1.6927344,3.076057,-4.102949,-4.2294927,7.4337893,-24.861994,2.941588
573.6157713601772,1.5864826,-4.6086755,-4.0437074,2.6674695,-4.4890857,-4.2969007,1.4564898,1.6995243,3.1251333,-4.1905103,-4.147142,7.3823347,-24.46341,2.5288835
573.9488434368914,1.7208501,-4.660829,-4.0290146,2.3042204,-4.3335485,-4.137768,1.4847686,1.9219292,3.360816,-4.1068625,-3.8641837,7.8360767,-24.3805,1.0181314
574.282823708664,1.7581708,-4.5197515,-3.9325793,0.6310133,-4.2704906,-3.9483237,1.3897438,1.9958837,3.4258285,-4.1053524,-3.7717333,7.339033,-24.234205,-1.5253993
576.7847297500665,1.6431179,-4.7254596,-4.0913367,2.8347363,-4.584258,-4.4202337,1.5555605,1.632634,3.0831406,-4.28694,-4.201378,7.3437424,-25.660275,2.8148234
581.9821163075625,1.9915439,-4.3824296,-3.9032826,-1.1979377,-4.2909584,-4.071541,1.5932148,2.3117943,3.4624515,-4.185556,-4.17525,6.191739,-24.28493,-2.1758034
582.6316699482917,1.2980322,-4.9450083,-3.736828,3.259455,-3.5643642,-3.8941147,1.3812404,1.5014745,2.8203073,-3.4640923,-4.2016287,6.552785,-24.731966,4.042754
582.9665417603859,1.2894864,-4.558572,-4.0408764,3.1802602,-3.6035795,-4.197902,1.3664796,1.5091199,2.8559382,-3.895167,-4.1780906,6.5993967,-25.2695,3.934603
583.2998526402897,1.4537969,-4.629826,-3.9989142,3.0650537,-4.676963,-4.3828883,1.477139,1.603627,3.061692,-4.047976,-4.2975755,7.0084085,-25.103014,3.5519736
583.6338435125647,1.6779805,-4.626929,-3.9947326,2.389664,-4.4755874,-4.2129545,1.7607753,1.8749325,3.2373388,-4.2239513,-4.113213,7.511298,-25.426428,1.8864212
583.9675320416991,1.874351,-4.409694,-4.008023,-0.35549948,-4.2983923,-4.088152,1.6479952,2.1796691,3.4031706,-4.1870255,-4.028004,7.2782307,-24.2989,-2.026768
585.2881746710144,1.5884486,-4.251311,-3.9457624,-2.5155358,-4.2445617,-3.9603066,1.9765654,2.1299608,3.6275613,-3.9689114,-4.00869,6.5670195,-23.643078,-1.8362252
587.9566405582815,1.5206103,-4.723711,-4.112173,2.788963,-4.3901143,-4.1904693,1.4352553,1.722645,3.118112,-4.2159066,-4.1166453,7.315589,-24.732075,2.9251978
588.290947483365,1.6449606,-4.6763635,-4.0112596,2.587819,-4.061191,-4.2050285,1.4695001,1.7114921,3.1569972,-3.9698908,-3.7352867,7.3780084,-24.086483,2.6817257
588.6245140788945,1.70915,-4.632155,-4.007905,2.3081455,-4.431598,-4.2860184,1.4585301,1.8881378,3.2914152,-4.1688294,-4.1322837,7.6382685,-24.589375,0.64534616
