,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Metabolin private topic 2,Metabolin private topic 3,Metabolin private topic 4,Metabolin private topic 6,Metabolin private topic 9,Metabolin private topic 10
195.06271277531698,1.2385609,-0.6045399,-4.0605206,3.0706074,-0.83736265,-2.6028483,0.21176511,-2.2091181,-1.6122627,-3.0323675,4.376086,-1.0561482,0.51448995,0.54370886,-2.9448407,2.524913
205.06005018215913,1.2888384,-1.6778746,-4.80513,2.6851068,-2.9691262,-4.4317617,1.6539301,-4.185622,1.3232225,-2.913211,3.6207683,0.9067261,1.8070772,-0.14304775,-3.8213134,2.7037463
206.05539519878883,0.9608342,-3.0669737,0.8625636,3.485014,-2.5357993,-3.1138318,-4.2882023,-3.9197187,-4.2473564,-4.0728765,4.3597274,-3.302627,-3.3197384,-3.529759,-2.7074642,2.665198
221.18619238088982,2.0122535,-4.360323,-1.8167374,3.207641,-2.129935,-4.7428007,-4.467766,-4.582487,0.4917403,-4.7653565,4.669827,-0.7212046,-3.5740156,-4.0378747,-3.7478287,3.1744797
243.09931152472012,1.5546452,-1.1375208,-4.3855867,3.182158,-1.3089083,-3.6763089,-1.0110892,-2.73873,-2.363781,-2.3379269,5.1650977,-1.6835399,-1.0262457,-2.308847,-2.8907492,2.78217
255.09915080142363,1.3741713,-4.0599017,-4.490245,3.2896261,-2.269083,-4.0535126,-0.47578764,-2.766534,-1.6314659,-3.195012,3.9630938,-2.4269757,0.05921547,-2.435938,-3.1558366,2.874716
261.10966185035926,1.0165701,-1.4590272,-4.036227,3.364695,-1.6514542,-3.272861,-0.46153247,-3.2961211,-2.3234673,-3.614149,4.7419553,-2.9157085,-0.022759462,-2.1860309,-2.902669,2.6987178
267.09922367205917,1.3245001,-1.8338555,-3.970211,3.2438543,-1.4415653,-3.1744483,-0.27018246,-2.884348,-2.6652062,-1.7677714,2.5638947,-2.8031344,-0.025290433,-2.700639,-2.9008548,2.804626
277.1046854722379,1.079465,-0.42745557,-3.9096994,2.8213747,1.164452,-4.0018463,-0.25811654,-3.7815537,1.2535948,-3.8072295,2.084253,1.0418606,1.2091,-2.992296,-2.3500955,2.9271057
283.1305129141175,0.9367842,-1.1771604,-4.9224925,3.32004,-0.2165111,-4.5495267,-0.37961414,-2.2302244,-3.5986452,-2.9395587,3.5079286,-2.287086,-0.38357475,-0.85227364,-1.4945424,2.8212109
305.1568601303938,0.64140874,0.08277968,-2.033846,1.8987681,1.4449416,-3.2110052,1.1219312,-1.0334727,1.3350056,-0.33086556,2.3186877,1.8262366,1.7095028,-0.36471534,-0.46075398,2.3980718
317.11518519135484,1.173379,-0.9373065,-1.1451743,2.2790325,0.69866663,-0.50800586,0.38412514,0.35233882,-0.25476173,-0.59696907,4.039044,1.1158284,0.4611312,0.1996318,0.58539134,1.4148643
325.177311613809,1.3737869,-3.6643133,-3.459683,3.271716,-1.2043484,-2.285758,-0.63232726,-2.5013375,-1.8287688,-2.30425,3.3906527,-2.568077,0.27979684,-1.0445197,-2.9862146,2.6238627
331.20901611987676,1.1731462,-3.2752802,-4.898625,3.1890497,-0.36590537,-4.1584563,-0.77833176,-3.2033103,-0.9419977,-1.6015403,5.1671042,-0.2881615,0.44776988,-2.4475257,-2.582866,2.4448974
409.18336016445807,-3.5968347,0.316122,-2.1331189,0.058998503,0.26832736,0.014843373,1.7784916,2.085121,0.08270301,0.39721194,-6.6840115,-1.1402823,0.45500845,0.6091489,-1.4027573,1.2915368
450.55301652070364,-2.7975943,-0.011035791,0.4350414,-4.0802073,-3.741032,0.5242533,1.9804254,2.1268535,1.2785114,0.017539352,-11.278754,-2.9007745,1.0110314,2.2401717,-2.069652,-2.010068
450.8877268561712,-2.918057,-0.5949222,0.06794973,-3.7952034,-3.6871533,0.84146506,2.0597146,2.1097872,1.6951323,-0.47467342,-9.920345,-2.1142933,0.5154572,2.27018,-2.7151,-3.0217478
453.2095792347797,-4.017993,0.18851897,-0.004881346,-1.0866016,-2.0546412,0.42448908,1.4889684,2.3785017,-0.05957326,0.5779023,-7.6894445,-1.0205022,0.4282005,1.1171063,-1.0502918,-0.13657403
463.9115409998158,-3.7734754,0.12874869,0.24347624,-3.7767682,-3.69047,1.0433646,2.2970667,2.2527509,0.08643498,-0.09625799,-9.864051,-2.9925275,-1.4243902,2.2465193,-1.7161418,-2.9276268
465.2283399515315,-1.6656792,0.3916678,-0.09976625,-4.376022,1.0950565,0.6433689,1.4998527,1.9683249,0.7855813,0.4188948,-12.806393,0.13311845,1.4170737,1.4129077,1.9152797,0.48817438
465.5631258867581,-3.4669073,0.47044936,-0.15868144,-4.351346,-2.1814826,0.78751487,1.7327241,2.1675236,1.0071502,0.5543532,-12.028345,-3.2673283,1.5553896,1.6866115,1.2736608,-1.6262561
465.89656668656824,-4.1084476,0.23369916,-0.85737634,-4.182331,-3.8448424,0.43982044,1.7137194,2.3872123,1.1699262,0.42430374,-11.3215685,-3.667481,1.3237998,1.9304731,-0.47607875,-3.2541945
470.5534619718108,-2.613693,-0.10616698,-0.88519204,-4.1033196,-3.4215884,0.46017927,1.900331,2.5673108,1.0788059,0.6553447,-10.665377,-3.1059964,-0.102458,2.2487073,-2.0852811,-2.932364
478.92025987617245,-3.8874893,-0.70580125,-0.37548614,-4.030135,-3.8310463,1.1857599,2.071529,2.3258708,0.63473666,1.0412954,-9.332535,-3.365871,-0.22436565,2.1923757,-0.34231356,-3.053454
479.9038387582657,-1.5620154,0.2794886,-0.14321151,-4.4876323,1.4823071,0.44349605,1.3387551,1.7344173,0.7156425,0.3518117,-12.768217,0.8518511,1.3317679,1.2037134,1.8870007,1.358128
480.2392946824935,-3.164209,0.36164573,-0.171098,-4.453183,1.2542576,0.5289146,1.461295,1.8783245,0.76980513,0.48715305,-12.751638,0.07484726,1.4714917,1.3056928,2.0093837,0.9590162
480.571938125089,-3.745411,0.5352003,-0.38228276,-4.4530716,-0.13950717,0.790091,1.6364427,2.2218397,0.8992071,0.6532323,-12.365728,-2.9882836,1.3526969,1.6975255,1.6395191,-2.4111776
480.90576653196075,-4.1437674,0.31835246,-0.26221105,-4.2118087,-3.9601815,0.5248899,2.0745056,2.1863427,1.1923728,0.5262515,-11.691649,-3.615921,0.8429826,2.152304,-2.5050936,-2.814101
485.2287549811139,-4.242904,0.4652612,-0.19253063,-4.142308,-3.2591383,0.6529777,1.6961995,2.459898,0.840542,0.59891635,-12.087201,-3.5559454,1.0261875,1.9472551,1.058738,-3.0057454
485.56335188492085,-3.7272806,0.31795332,-0.7472014,-4.096204,-3.8831682,-0.46453667,1.7535138,2.4714415,1.2796555,0.62322044,-10.401893,-3.5613575,-0.4079507,2.3626862,-1.0909255,-2.4611676
490.5909780269423,-3.2599115,0.18214819,-0.6500503,-3.6987853,-3.1088989,0.36099598,1.7502497,2.2408705,1.1764622,0.9284815,-9.262137,-0.6328276,-0.16794991,2.6670346,-2.4570084,-3.064503
492.92762636807333,-4.043514,0.31759784,0.36611545,-4.210967,-1.8938551,1.0905823,1.699636,2.1841261,0.71268505,0.8171543,-11.984812,-2.1423223,1.3843564,1.643623,1.7399378,-3.2580404
493.2619550954543,-4.2313023,0.131515,-0.067983516,-4.4267693,-3.72045,1.2615302,1.8568795,2.3073077,0.7569093,0.96286434,-12.55333,-3.138803,1.41133,1.8228449,-0.826569,-3.7021987
493.5955515817928,-3.8271773,0.15800062,-0.1826937,-4.1647315,-3.9433162,1.1783205,1.7873015,2.3077056,0.80321324,1.0919334,-11.86177,-3.4814017,0.012434307,1.9848123,-2.6463661,-3.8769195
494.579584838628,-0.6875758,0.22901335,-0.28840297,-4.2189574,1.5937488,0.4664326,1.3056885,1.6732694,0.59873486,0.3359992,-12.800607,1.0576559,1.2379464,1.175496,1.8995051,1.546197
494.9141973198271,-1.4858273,0.33331707,-0.22897981,-4.4118686,1.4951117,0.5026641,1.3936174,1.8222648,0.7122787,0.4213601,-12.643089,0.8069549,1.3911978,1.2604755,2.0545287,1.2687485
495.2473765981361,-3.9777749,0.4172513,-0.15720706,-4.501158,0.8078996,0.6819053,1.5373205,2.0629532,0.8099064,0.55840224,-12.878075,-2.4547074,1.4611609,1.489309,1.9755706,-1.1144494
495.581149111223,-4.1792893,0.5065557,-0.5618063,-4.225961,-3.7685182,0.7328028,1.862708,2.3368304,1.0724583,0.68866706,-12.650339,-3.2997985,0.90658617,2.0383193,-1.0431193,-1.9340391
497.7538424429379,-3.5471706,-0.33141008,0.3740716,-3.7509959,-3.388516,0.36923146,1.7876118,2.393277,1.03557,1.0109059,-10.090361,-2.8214953,-1.1599827,2.5415678,-1.7758572,-3.4156318
499.903935505119,-3.6403,0.39292052,0.07685313,-4.330589,-3.5420582,0.8704064,1.6345973,2.480622,0.9052923,0.49547166,-12.499829,-3.6365943,0.9891327,1.886992,0.8524161,-3.3082523
500.23858275884396,-4.128517,0.08334868,-0.3522111,-4.1544175,-3.4151201,0.71334356,1.6714499,2.5358636,0.85798824,0.6246746,-12.068408,-3.2292876,0.5948878,2.037544,-0.5882909,-3.2189765
500.57171018677553,-3.7402747,-0.010267369,-0.28566033,-3.935162,-3.790943,-0.16719638,1.4887347,2.5434792,0.9927593,0.8272033,-10.037269,-2.2367797,-1.780373,2.3317046,-3.070387,-2.3997927
507.9377993311231,-4.277345,0.1687817,0.38012487,-4.295094,-2.3980913,1.085369,1.6766012,2.21073,0.6907521,0.8899662,-12.507022,-2.6869092,1.3229915,1.6228353,1.6170013,-3.3174546
508.2711803315196,-3.6397688,-0.10400346,0.30279016,-4.180987,-3.812837,1.2603966,1.7425461,2.281723,0.5200399,0.88741827,-11.587847,-3.4240613,0.5294682,1.9098647,0.43772593,-2.9772592
508.6049300600752,-3.712061,-0.993505,-0.039817575,-3.8795552,-3.9484658,1.068535,2.0404136,2.4096975,0.24390863,1.2520568,-9.969942,-3.2967775,-0.24839939,2.299411,-2.5477116,-3.1839652
508.76054176492727,-3.9526894,-0.19858024,0.15397659,-3.8077695,-3.5696728,0.56350595,1.1845244,2.4597654,1.2170033,0.5283488,-10.187614,-3.204537,0.17222343,2.529523,-1.3759316,-3.3422203
509.0118103577783,-3.6060624,-0.7483953,-0.015220482,-3.864088,-3.4667914,0.09788509,1.7140822,2.5424063,0.8849297,0.9666387,-9.529001,-1.4306709,-1.1847377,2.55355,-2.0864763,-2.7871883
509.2552829055155,-0.37491658,0.123529844,-0.17599842,-4.262854,1.6655008,0.4084781,1.2489136,1.589928,0.5438204,0.2811055,-10.527871,1.3057017,1.2528697,1.1169727,1.8596709,1.5293027
509.58934554543896,-1.2821567,0.28852,-0.17147554,-4.6508546,1.5107656,0.45447728,1.2766619,1.6801081,0.6257104,0.41269523,-12.439685,1.0030935,1.3142,1.1590515,1.9720256,1.2254583
509.9229628592716,-3.4629447,0.42368925,0.044040196,-4.691513,1.2056301,0.7232393,1.5110393,2.0453374,0.80115014,0.591817,-13.155558,0.4309649,1.4185425,1.4519616,2.042114,-0.0768741
510.25777952582314,-4.4423633,0.38513404,-0.6328118,-4.341153,-4.0682583,0.57270837,1.9507753,2.4360278,1.011339,0.8391967,-12.373911,-3.8836668,0.760877,2.115901,0.17170885,-3.4506052
510.5904929207744,-3.8221037,-1.4093088,-0.18633395,-3.829047,-3.556388,0.50016266,2.0409112,2.4641304,0.86479306,0.9165462,-10.920752,-3.418954,-0.9213987,2.4903321,-2.1231897,-2.4300926
514.5795507688714,-3.9949713,0.27641577,0.27231634,-4.296689,-0.9599962,0.78609353,1.5604416,2.3688817,0.82006276,0.5818991,-12.623082,-2.4690003,0.8607517,1.7575915,1.338378,-3.3901365
514.9141088106072,-3.907976,0.23530827,0.025906626,-4.0443044,-3.547504,0.90797776,1.6327248,2.4865036,0.64271784,0.43870273,-11.708466,-3.895411,0.5326013,1.9090538,1.1923592,-1.2669518
515.24714677643,-3.9214332,-0.05179828,-0.56826115,-4.1462502,-3.6310182,0.9373734,1.7352927,2.4918475,1.06443,0.741657,-11.472029,-3.0338488,-0.36040846,2.1162672,-1.0459698,-2.9250185
515.7733296973558,-4.196536,0.42438108,-0.034889184,-4.195075,-3.2612357,-0.50760764,1.8507115,2.3701282,0.5608146,0.8226319,-11.395506,-3.48835,0.35663134,2.4586918,-2.3245268,-3.268064
516.0244151170525,-3.9614475,0.06414825,-0.4842407,-4.0136557,-3.569358,0.61036557,1.451412,2.4498086,0.8822247,0.7164153,-10.926902,-3.35914,-1.2323565,2.4746213,-2.4471815,-2.9273915
518.3211782528595,1.5321915,-2.2164488,-4.1905913,3.019525,-3.3227744,-3.9298897,-2.7493348,0.93565786,0.2510515,-2.2147267,3.6779237,-3.2746902,1.4775742,1.6809653,-2.9151864,1.0106064
519.7670910507547,-3.7180612,-1.9817151,-1.5957421,-3.7138972,-3.1342907,0.6949561,1.6256136,2.6669102,1.1106522,0.9705791,-10.304642,-2.1329074,-1.3038828,2.544304,-2.5569336,-3.1482496
522.2780079381146,-3.8298726,0.39308333,0.14997683,-4.445542,0.7038899,0.87156665,1.4556388,2.025305,0.59515285,0.7349261,-12.838129,0.26861793,1.448683,1.3745348,1.9831313,-2.4428482
522.9466030471535,-4.274428,0.13330124,0.20276424,-4.2870674,-3.3171277,1.1577482,1.6420771,2.30275,0.50119567,0.8876229,-12.311122,-3.1361182,1.3193804,1.8654318,0.90258265,-3.7532861
523.2801547418912,-4.2726684,-0.61110914,-0.5977907,-4.070511,-3.6440341,1.5721087,1.8258915,2.3039412,-0.06361471,1.1884732,-10.082483,-3.6545851,-2.3178458,2.2243047,-1.9483589,-3.501671
523.9306489382229,-0.23905611,0.11869812,-0.17580995,-3.9774425,1.6906643,0.443342,1.207463,1.5898445,0.55415064,0.32532147,-10.523273,1.3749293,1.2907734,1.139087,1.8933251,1.6173747
524.2657076843612,-0.3929137,0.10373814,-0.28465015,-3.4126532,1.6466265,0.3974352,1.1722021,1.5431553,0.51157314,0.2861382,-10.490453,1.3645571,1.2182488,1.0500436,1.7811714,1.5803792
524.5984796167957,-3.5884151,0.3494621,-0.05893289,-4.386743,1.367112,0.6557333,1.458281,1.9206476,0.72512037,0.5061368,-12.377066,-0.27348545,1.3565919,1.3250017,2.0256083,0.9723042
524.9322255579777,-4.6061916,0.35173056,0.094772406,-4.415572,-3.1539183,0.90384984,1.7841109,2.3820662,0.8794062,0.75512224,-12.305802,-3.6081421,1.1271695,1.8171642,0.9775565,-3.4935532
525.2675637278638,-4.0869417,0.098737784,-0.4657537,-4.234825,-4.0100026,0.8438789,1.8710108,2.265322,1.1100492,0.54468083,-12.325815,-3.6797776,0.7224374,2.2069094,-2.6423843,-3.5263538
526.78001799694,-3.777847,0.30357948,-0.4099594,-3.8877623,-3.494718,0.8049615,2.0630217,2.2463818,0.4646234,0.8624109,-10.193679,-2.5737665,0.64625406,2.6359522,-2.6742024,-3.1532176
529.2549223397006,-3.4749432,0.40135646,0.16633047,-4.447698,0.24400157,0.7552866,1.4934572,2.2774286,0.7765728,0.6082424,-13.118207,-2.2260115,1.3267114,1.6584016,1.625248,-0.25438756
529.5893463118568,-4.237901,0.20378016,0.22323324,-4.4054213,-2.5991025,0.9381167,1.5823088,2.4272316,0.7600782,0.7381146,-12.726251,-3.3471138,0.48996687,1.904871,1.2095957,-3.0528536
529.922664198904,-3.5266113,0.34601477,-0.10726869,-4.188405,-3.2266726,0.6637225,1.6003796,2.5201058,0.7773316,0.47699675,-11.919145,-3.3744662,0.28528103,2.0824451,0.36946097,-2.777187
530.25659065734,-4.028609,0.08823187,-0.5914934,-4.021328,-3.8041813,0.6232834,1.5401342,2.6397283,0.8177396,0.6688152,-11.037179,-3.5150518,-1.8985875,2.3321073,-2.808991,-3.3031225
532.2566698359487,-3.895284,0.3407321,-0.042033933,-4.2929726,-0.75360906,0.71121824,1.5593817,2.3075223,0.82713664,0.520641,-12.1939,-3.4137967,0.7959475,1.5610914,1.676492,-0.28084692
532.7584946111834,-3.8644474,0.12792283,-0.15697473,-4.0189037,-3.4692953,0.60900944,1.8516208,2.438511,0.85820746,0.530142,-10.880346,-2.3237278,-0.57350165,2.0299733,-2.4982426,-2.990543
533.2590179998325,-4.1915293,-0.68607116,-0.40786475,-4.0524135,-3.838415,0.31260088,2.0911226,2.696129,1.0071126,0.12347871,-10.628312,-3.285968,-1.3108634,2.5226314,-2.8602047,-3.2938118
537.9558254673497,-4.1256347,-0.24439213,0.36530846,-4.067383,-4.0703015,1.3488898,1.8541118,2.4407547,0.13296622,1.178451,-11.480397,-3.7173724,0.7566401,2.0966532,-3.199635,-3.3842487
538.6060509169396,-0.14815822,0.07048016,-0.18054,-4.4195843,1.6346383,0.37711677,1.2100034,1.5263299,0.49376172,0.26042652,-10.896065,1.4012761,1.1802506,1.045248,1.8234695,1.6830704
538.9403787567521,-1.0052422,0.190173,-0.12246754,-4.3021626,1.5648427,0.48658845,1.2534554,1.6481074,0.5174621,0.4121455,-12.865131,1.1023468,1.3157163,1.154418,1.988614,1.4984777
539.274086627344,-3.8117657,0.4430922,0.04787045,-4.6827064,1.4159983,0.67539203,1.3773929,1.8861213,0.75872374,0.5217877,-13.093013,0.9636038,1.5020763,1.3393422,2.0457907,-1.0106605
539.6075740206704,-3.6107576,0.45129836,0.030587379,-4.352138,-2.19898,0.932176,1.5923067,2.3062158,0.8556687,0.71214455,-12.88625,-3.5005975,1.4590825,1.7239225,1.5715067,-3.6003182
539.9413320927383,-4.176534,-0.043427184,-0.14351897,-4.1499066,-3.8316529,0.24949506,1.9118241,2.339985,0.9360746,0.9313013,-11.555046,-3.6633332,0.13292323,2.2970192,-3.10562,-3.4100518
543.9300571574971,-3.9092026,0.40300837,0.06278735,-4.482487,0.6787116,0.8834015,1.3971242,2.160251,0.6131512,0.58823854,-12.724482,-0.9004006,1.12743,1.4819993,1.8427031,-1.1025532
544.2646646425169,-4.0698423,0.46650618,0.32311973,-4.2544284,-0.22567077,0.862543,1.5381896,2.400895,0.63518614,0.7153779,-12.050197,-2.42943,1.1009991,1.7959288,1.6313441,-2.8798664
544.598305571382,-3.9747982,0.36321288,0.33297142,-4.2342753,-3.978571,1.1106329,1.4225028,2.5353284,0.66798544,0.73153377,-11.958427,-3.4526944,0.40142614,2.0044215,0.57489145,-3.403497
544.9319321857902,-4.205897,0.18978438,-1.1604412,-3.9847517,-3.521146,0.4791366,1.0247457,2.8767138,0.7647227,0.86676204,-11.410396,-2.8818283,-1.0348057,2.5295045,-2.243711,-3.5009475
552.26974141865,-2.4783492,-3.0993748,1.1477412,3.4825935,1.398608,-0.2146986,-3.785373,-1.3850204,-4.0318365,-3.8877504,3.1555028,-1.4154339,-1.9926487,-3.2942412,0.69114864,2.064363
552.6311290343571,-4.32116,-0.5762666,0.3157946,-4.314025,-4.076144,1.3105348,1.7745252,2.3631907,0.13151903,1.170967,-11.976813,-3.5864446,-1.2625406,2.0536969,-2.6623552,-3.543934
553.2806751977768,-0.2812078,0.1291978,-0.27703804,-3.7621968,1.6520371,0.41720235,1.1823356,1.6375384,0.45821077,0.32614914,-11.55927,1.2828792,1.3122511,1.1336504,1.8503022,1.5938683
553.61540315256,-1.1322594,0.23049574,-0.10875245,-4.535419,1.6930946,0.57096565,1.2956898,1.7363329,0.6202115,0.4014,-12.224305,1.4255643,1.309428,1.1773108,1.9453474,1.3549545
553.9493235760538,-1.80699,0.3277993,-0.029349208,-4.527523,1.3175867,0.6187015,1.3916668,1.8968775,0.69643694,0.5327729,-13.295889,0.7749552,1.4499028,1.4099636,2.0296874,0.6788847
554.2846624362412,-4.0551653,-0.0032346803,0.17374356,-4.267925,-3.5357738,0.7267248,1.8875911,2.3500495,0.9332565,0.87116444,-12.194351,-2.7691061,1.2171512,2.155352,-2.001446,-3.1610441
554.6167325164191,-4.171211,-0.29529658,-0.5775292,-4.0933075,-3.9827018,0.8190344,1.8155295,2.5852625,0.7791237,0.9296666,-11.460498,-3.2243445,-1.8848257,2.4256039,-3.4274387,-3.5798426
554.771232013622,-4.254411,0.5249497,0.25310206,-3.9536726,-3.5508041,0.6949417,1.5940323,2.5057998,0.7951209,0.62641203,-11.408766,-3.564531,0.5985114,1.8409879,0.86566037,-3.3674335
555.2712385340405,-4.0247054,0.6144796,-0.73798215,-3.9981525,-3.8609037,1.0278306,1.5221552,2.477768,0.8607559,0.8258452,-10.675769,-3.1212852,-0.2679383,1.9369745,-2.5844004,-3.170773
558.6060387649404,-3.9068696,0.32098848,0.117127374,-4.010449,0.502372,0.8319661,1.3758733,2.200817,0.5475748,0.59254056,-12.784857,-3.1741693,0.95945275,1.5293852,1.8088927,-0.26702997
558.9402700704871,-4.489856,0.40944222,0.105422914,-4.209344,-0.21615581,0.8799739,1.4711918,2.3682728,0.52212155,0.6501054,-12.516488,-2.670893,0.6462821,1.8013498,1.5818,-2.2663782
559.2737127305819,-4.444197,0.0033866595,0.15021068,-4.234227,-3.5308495,0.96392494,1.5514368,2.541828,0.6304518,0.82250506,-12.079153,-3.9723945,0.4192966,1.8777939,0.41083077,-3.51031
559.6074053637994,-3.985943,-0.17976177,0.3362755,-4.08695,-4.031974,0.8158856,1.357109,2.655614,0.61904526,0.70368665,-11.260336,-3.5874753,-2.6002367,2.0574977,-2.1014597,-3.382425
566.3030077463626,-4.1398745,0.29869527,0.32656792,-4.488797,0.036684092,1.1411203,1.5932376,2.2796628,0.52751076,0.9040339,-12.522188,-1.2965328,1.3441727,1.6158708,1.7506307,-3.8323953
567.3062723764642,-2.2919865,-0.61183363,0.39741606,-3.1931899,-4.005868,1.4047561,1.6483537,2.5134003,-0.58552164,0.9807508,-9.259412,-3.3888595,-0.119001605,2.2143352,-3.0173914,-3.3859437
567.9566053446767,-0.2735448,0.14750278,-0.20968457,-4.0371804,1.5987735,0.44583386,1.229154,1.6127616,0.51354605,0.37421536,-12.437978,1.3846473,1.2630883,1.1074692,1.856652,1.6556703
568.6244512297033,-3.980914,0.3910007,0.022200778,-4.3321524,1.2576052,0.6833868,1.4201427,1.9144335,0.66541743,0.5034083,-12.752682,-0.38516587,1.4951596,1.31431,2.0662446,0.6310216
568.958298611368,-4.1417656,0.6156854,0.1121593,-4.3651204,-1.7186711,1.0193206,1.6549052,2.3454783,0.9116529,0.7940838,-12.694294,-3.3871822,1.2923942,1.7327185,1.6164422,-2.8056717
573.2808027957229,-4.4268503,0.4314606,0.2200603,-4.35993,-0.04286008,0.94942445,1.4893014,2.303245,0.47570002,0.6929129,-12.480462,-3.1735892,1.0909024,1.5955986,1.8837084,-3.316853
573.6157713601772,-4.2768683,0.5378009,0.2634545,-4.4053345,-0.9500464,1.0080924,1.401821,2.4127033,0.54376554,0.75617975,-12.6689205,-2.9015844,1.0440346,1.8126305,1.6354893,-3.7519808
573.9488434368914,-4.1283193,0.2268475,0.31919548,-4.3146796,-3.2218883,1.044853,1.3745849,2.515057,0.31402028,0.8134394,-12.521552,-3.5836177,-0.23586878,1.9024856,1.160445,-3.7860408
574.282823708664,-4.1982856,-0.16101599,0.36708793,-4.140608,-3.2965877,0.76998913,1.2002621,2.6820574,0.014276974,0.8242125,-11.380599,-3.417263,-1.5371697,2.2566872,-1.5533254,-3.1380675
576.7847297500665,-4.787067,0.40489885,0.1340764,-4.337492,0.7493916,0.9509595,1.4418877,2.2182162,0.62968016,0.54459774,-12.90764,-2.3450072,0.65133846,1.4785881,1.8774168,0.31924242
581.9821163075625,-4.091935,-0.50575376,0.5199321,-4.1178784,-4.0150375,1.6464633,1.4763845,2.18899,-0.012056943,1.4254093,-11.680579,-3.5775015,0.72491205,2.0752277,-3.2542074,-3.6643906
582.6316699482917,-0.4614713,0.13962172,-0.17343076,-4.4749203,1.620704,0.52036107,1.2464367,1.6276834,0.5317447,0.38340604,-12.3605795,1.4111954,1.3166286,1.1806307,1.9316446,1.4278742
582.9665417603859,-1.5904068,0.27573717,-0.11607183,-4.5757775,1.6070694,0.58282924,1.3449558,1.7472802,0.6128157,0.47822443,-13.309198,1.312453,1.4442015,1.3304856,2.0466373,0.9106579
583.2998526402897,-4.1845512,0.39911652,0.0071847006,-4.5643535,1.3008589,0.7210811,1.3872532,1.9907314,0.69574505,0.6084347,-12.472872,0.5705734,1.4380451,1.3495886,2.0306084,-0.7097033
583.6338435125647,-4.1986794,0.30553865,0.12105461,-4.489987,-1.5117841,0.9690781,1.7018524,2.2818828,0.7224438,0.6991043,-12.663673,-3.3251688,1.0710276,1.7899079,1.4408445,-3.4778745
583.9675320416991,-3.9945238,0.14103857,-0.2837938,-3.9937854,-3.8465035,0.9318119,1.7257167,2.4409752,0.80418515,1.0400507,-10.921158,-3.6626096,0.15196222,2.4366858,-2.9027352,-3.5914805
587.9566405582815,-4.0730014,0.44370663,0.14737041,-4.4840426,0.6229589,0.99117583,1.4287696,2.3354995,0.48398754,0.66843206,-12.840799,-1.9115134,0.9464491,1.6396608,1.8845702,-2.4956279
588.290947483365,-4.421963,0.38404542,0.2837923,-4.2322907,-0.96393293,1.0168327,1.4740086,2.3731928,0.47165546,0.72125024,-12.470566,-3.571687,0.4783353,1.7645501,1.5292677,-3.2848344
588.6245140788945,-4.372164,0.19966611,0.13237241,-4.3732634,-3.2435863,1.081759,1.5388709,2.5003912,0.18724827,0.7974854,-12.437483,-3.1281953,0.49625188,1.9871612,0.9967062,-3.3868492
588.958112943333,-4.008942,0.35881612,0.37080353,-3.6718106,-3.7210114,1.2260007,1.3710289,2.535777,0.015439907,0.83929193,-10.323458,-3.0430892,-3.1204932,2.318469,-3.0565782,-3.1370842
596.6574473957705,-4.3241773,-1.2916554,0.5902615,-4.1253448,-4.062324,1.7119926,1.6549183,2.4274178,-0.39971885,1.3194704,-11.331149,-3.7901235,-2.9947066,1.9944834,-3.2057135,-3.6924376
597.3068354780905,-0.8879219,0.20119272,-0.13120458,-4.280762,1.5384204,0.5107406,1.3446848,1.7395309,0.5883736,0.4633338,-12.66022,1.146544,1.2932142,1.1864297,1.9762605,1.1978391
597.641335302347,-2.4072587,0.27196097,-0.043413665,-4.5495453,1.539267,0.55479974,1.3486133,1.8069024,0.6611416,0.5516305,-12.0533,1.2749802,1.4138759,1.3298572,1.9954723,0.37711343
597.97541909505,-3.9260757,0.42086828,0.14527111,-4.575523,1.1030152,0.8100716,1.4989697,2.083029,0.7314588,0.643732,-13.108581,-0.33137923,1.4328297,1.4378237,2.043008,-2.4517086
598.642981296282,-4.142728,0.16098194,0.39622393,-4.089284,-3.851552,0.7620913,1.5284463,2.3749046,1.2031084,0.94162637,-11.784241,-3.5935822,-1.2182248,2.4758883,-2.4847722,-3.5848029
