,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Metabolin private topic 2,Metabolin private topic 3,Metabolin private topic 4,Metabolin private topic 6,Metabolin private topic 9,Metabolin private topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
80,2.822926,1.1221192,0.95682,0.65529096,0.5076244,0.62636805,0.8965769,1.262233,10.160646,0.6579486,3.992558,0.588324,52.90704,0.9665818,0.7357046,6.966434,3.498957,1.1993445,1.1128821,0.8131506,1.3538439,3.0403993,0.6718594,0.85173565,0.7666653
81,0.82660484,0.79989135,0.71988773,0.6661571,0.47437334,0.6084618,1.0364056,0.61259437,58.687668,0.8926376,4.3196874,0.6078161,64.675415,0.95527005,0.72793734,7.1318007,0.7301866,0.5251465,1.1480733,1.1272249,0.5602184,0.60910785,1.0567517,0.83652997,0.9509283
82,1.0802064,0.77014536,0.65413743,0.6913439,0.48289424,0.5885043,0.9372849,0.5762666,84.53517,0.8716991,3.838954,0.6201155,48.642826,1.0240049,0.73211354,4.68018,0.5270452,0.38046175,1.26774,1.2971822,0.50803006,0.49717417,1.019283,0.8084813,0.9110783
83,1.0225351,0.7649769,0.65133244,0.6741358,0.4633628,0.5865791,1.0151198,0.60597944,93.565,0.8921073,3.437199,0.5958579,2.7847285,1.027163,0.73883533,1.9725479,0.5525471,0.38915682,1.2400862,1.2887056,0.5130081,0.52623516,1.0484204,0.81980443,0.9486891
84,0.7395366,1.0872705,0.5684593,0.50410914,0.31347936,0.58240753,1.8918785,1.4150232,43.697445,1.1988409,2.0237586,0.3891562,3.7322319,1.9563105,0.4992418,0.8187632,0.4391531,0.3448214,1.3159399,1.5105777,0.43186387,0.4288466,1.0739433,0.8459853,1.0523174
85,0.6437862,0.9825572,0.5230583,0.45824432,0.26879835,0.5251584,2.2788706,2.258749,34.853027,1.7740829,2.0305874,0.3927843,3.2264578,4.7254643,0.50066215,0.73257023,0.44316784,0.35498437,1.0087144,1.4755322,0.39725676,0.47860512,1.4163651,0.81580186,1.9569681
86,0.61622334,1.0835382,0.5488354,0.44610113,0.27627707,0.599607,2.3204687,2.014917,33.611683,1.5403154,2.129144,0.46384352,2.5482507,17.96769,0.5280297,0.6261487,0.4179406,0.31345695,0.95909876,2.4218144,0.39643565,0.46840364,0.9638125,0.77945644,1.3300309
87,0.721336,1.1598481,0.4423948,0.41182327,0.23895064,0.46614265,2.046793,1.9302348,22.496435,3.1690404,2.1011362,0.37725425,3.333443,6.10547,0.45652893,0.8001122,0.40190443,0.2515384,2.3894913,1.7255903,0.3973701,0.69641066,0.78220123,2.005005,0.9354643
88,1.3335961,2.2246823,0.38730285,0.38893822,0.21007955,0.46867484,1.9055692,1.8403939,7.928754,3.0192487,2.0914235,0.3385903,10.607894,4.0958524,0.45254037,0.84550637,0.5921347,0.28527832,5.19527,1.4684393,0.74730283,1.3093618,0.80358934,4.0532055,0.78042346
89,1.7738918,2.2055247,0.37575638,0.3798566,0.18613149,0.43727803,2.0954604,2.3598428,5.8616962,3.3778367,2.5455794,0.3707804,11.9344,4.279923,0.47942764,0.8626778,0.78795713,0.35346478,4.77209,1.625328,2.2943282,2.0897934,0.99761224,2.9988828,0.687238
90,1.372325,4.3212557,0.50354254,0.5275063,0.3111601,0.6682474,1.2268735,3.2100596,2.0176644,1.850512,2.4455602,0.38542083,16.072996,3.5116532,0.49367017,0.8428799,3.420711,1.3827503,0.6280294,0.8638915,5.7439127,3.2049398,0.76417583,0.81221503,0.86926836
91,1.3406155,5.0352116,0.6228188,0.5233524,0.3432804,0.7218057,1.2380502,5.003544,1.6455085,1.4808141,2.292172,0.42110726,14.453193,4.3028398,0.5699059,0.69032896,3.1486077,1.3826238,0.68684524,0.84501517,3.669021,1.903262,0.81130904,0.97037625,0.8300122
92,1.1007633,6.9733095,0.73885244,0.56654525,0.4957212,1.1829221,0.9607661,2.1179569,1.4585251,1.6730021,2.5724878,0.4354633,18.35871,2.8723528,0.6224241,0.6845413,1.0661651,1.7282982,1.0188559,0.7459937,0.9540212,0.7785228,1.0018331,0.878611,0.82863724
93,0.842484,4.077682,0.79772615,0.6805865,1.0740283,1.3201141,0.8306116,1.3562683,1.2316405,1.2137715,2.4735475,0.41512784,11.890942,2.409138,0.6441956,0.8965722,0.89716303,2.1586566,1.0430186,0.71507657,0.7090886,0.62719333,1.0590547,0.8382406,0.89059377
94,0.6307254,3.5358374,1.5551729,0.47465682,2.3875735,2.0431292,0.8474039,1.4378397,0.90804803,1.1638651,2.4362621,0.95468754,2.5941465,1.1051308,0.77619433,0.52113765,0.71248055,2.4169264,1.1015332,0.7021956,0.6989805,0.59237564,1.0809116,0.837975,0.9505513
95,0.671257,1.4133408,0.8405593,0.47696495,0.42749512,0.86203957,7.7056847,1.8281324,3.6208863,0.8705491,1.7752357,0.47954404,2.2593732,11.723863,0.66918653,0.60661983,0.68746716,0.8040828,1.3794868,1.083735,0.6947043,1.1022289,4.4552784,3.4531534,1.2729692
97,0.45504862,1.4134004,0.67135316,0.33160257,0.2914582,0.710866,2.6012135,1.276248,13.815639,1.6141608,1.8445284,0.4084979,21.749165,2.3308277,0.48075563,0.4800513,0.78416264,0.7507759,1.2165821,1.6167231,0.71572906,0.9346087,756.9977,1.2923096,1.2135596
98,0.45670736,1.4241648,0.6708714,0.33197173,0.29078376,0.7081554,2.6298008,1.2722361,13.549619,1.5931768,1.9082363,0.40620276,18.336061,2.7396944,0.46567053,0.523933,0.78416264,0.7507759,1.2165821,1.6167231,0.71572906,0.9346087,756.9977,1.2923096,1.2135596
101,0.8165715,0.85929585,0.6763774,0.65555346,0.4736708,0.5809711,1.05181,0.61377645,55.650978,0.87574947,4.3252354,0.60275555,56.286606,0.89652073,0.7318051,8.915899,0.7428563,0.5253476,1.1409625,1.1246866,0.56260854,0.60722524,1.0663978,0.84019417,0.956516
102,0.93549,0.7807807,0.67641294,0.59455466,0.41374266,0.5179205,1.4284835,0.9746877,54.27626,0.8782853,3.682796,0.5942512,3.2888463,0.99212176,0.74285793,2.786085,0.525196,0.37102965,1.202439,1.3746835,0.45234776,0.462589,1.0295694,0.8457843,0.972161
103,0.7292572,0.93192637,0.57805467,0.51244134,0.28822643,0.53705096,2.220471,1.6269052,36.992374,1.308435,2.0196857,0.34383464,2.9305792,1.5818251,0.4563761,0.8438022,0.5631793,0.38707528,1.1804905,1.5323228,0.452207,0.5256277,1.0027972,0.7969888,0.99114937
104,0.58112955,1.0700622,0.5724842,0.47801864,0.2863484,0.61426115,2.438879,1.6019552,40.63063,1.2346559,2.0089886,0.47282338,1.4429693,11.516301,0.5300797,0.5471503,0.42536655,0.3326782,1.2924923,1.697549,0.3941422,0.39954364,1.1642795,0.8017544,1.2120463
105,0.6235665,0.96433234,0.57584417,0.44120622,0.2790472,0.590395,2.445653,2.1344504,38.09162,1.2889951,1.9526939,0.5187401,1.3519917,23.225964,0.59317017,0.52205825,0.38308713,0.26092884,0.8478858,5.508256,0.33418855,0.41148227,0.7017444,0.8762145,1.2535346
106,0.9401543,1.3884672,0.45176214,0.45442572,0.2579437,0.46095198,1.8747911,1.3518217,20.780367,1.713536,1.9398043,0.3871907,1.8583642,5.0859103,0.4690524,0.6896731,0.59991974,0.24862286,2.0487041,3.2829626,0.62095064,0.8669232,0.64174974,3.5527592,0.725518
107,0.9533285,1.8807344,0.39598364,0.41548446,0.21921319,0.4371667,1.8857203,1.4823134,11.819656,2.6158638,2.1015615,0.33731535,10.24064,4.520126,0.43749338,0.840413,0.6360871,0.3749441,2.9510584,1.8104339,1.3197321,1.2651631,0.8319354,2.7490833,0.8294385
108,1.6695601,3.4888942,0.40996048,0.3897005,0.18443345,0.47531006,1.6225613,1.8433844,4.6149945,2.2892509,2.3281975,0.37506944,14.497696,4.3659854,0.49169225,0.9189738,1.3078874,0.6537989,3.0173953,1.4860076,7.5394015,2.4741058,1.1878456,2.1186712,0.71619064
109,0.9614564,3.6877759,0.5920874,0.68916816,0.48969242,0.88908744,0.9552331,1.7400482,2.066413,1.1833329,2.364348,0.39126953,15.683851,3.28299,0.52838993,0.87389266,2.780139,1.8877255,1.2043152,0.995908,13.842733,1.4703078,1.0239334,1.4339099,0.8201032
110,1.069553,2.0786815,0.91296875,0.6097243,1.1256665,0.78099144,0.8050462,2.5175931,1.2479109,0.81707716,2.4125197,0.3975961,18.199928,3.4218683,0.54362875,1.0351684,2.6476572,2.4577339,0.6659125,0.74539286,5.1980715,1.0437728,0.90023524,0.86378574,0.7915202
111,1.0191875,1.9979135,0.9360039,0.60295194,1.2662311,0.94078934,0.76249766,2.697505,1.0804435,0.79016244,2.392575,0.5359797,14.4196825,1.967585,0.75368977,0.77602607,1.7351099,2.3385177,0.7070027,0.6627928,2.9292843,1.085285,0.9012824,0.7277177,0.7263232
112,0.72074234,2.5909696,0.8326026,0.64248395,2.6097033,1.5108874,0.65598303,1.9183893,0.95133495,0.9904299,2.9153774,0.5432218,11.639485,1.8816006,0.75203097,0.6990465,1.3204994,2.561717,0.7751688,0.6347731,1.6200825,0.8035613,0.9394963,0.727084,0.721361
113,0.6051103,2.2398357,0.6273845,0.5996706,3.3092618,2.3844686,0.69192696,1.6235435,0.8345361,0.9965373,2.5352404,0.7657856,1.644113,1.5806217,1.0343436,0.7334401,1.2173641,2.1259575,1.0026035,0.72941977,0.70272577,0.5835349,1.1268401,0.86077416,0.8624444
114,0.69177574,3.45676,0.7253076,0.5608163,2.4623713,2.913931,0.7736381,2.9266284,0.68380594,1.3358662,2.507276,1.7800336,0.57079434,0.9405047,2.0883317,0.6561742,1.1065701,1.1462909,1.6163545,0.9244663,0.67269427,0.41106197,1.3722141,0.98361784,1.073052
115,0.6396794,2.2783542,0.89087236,0.5301937,2.7665405,3.6124308,0.7845254,2.342707,0.74354833,0.98108685,1.8886667,3.6751008,0.5143939,0.8278937,4.0346727,0.42602745,2.8108425,0.6610638,1.2368667,0.8684277,0.6213022,0.59752244,1.0003425,1.2572236,0.7485426
116,0.7313248,1.7296605,1.0087574,0.5246608,2.7905917,3.7257814,0.82266134,2.6504664,0.70634776,0.88895625,1.9316494,3.968307,0.57344437,0.8279426,3.5513313,0.4002915,4.006546,0.620528,1.2956511,0.98371786,0.42410526,0.60879487,1.1222216,1.3383315,0.7171106
120,0.5592473,0.7451894,0.6659261,0.43810126,0.3091516,0.5571124,2.5059822,0.8785092,31.52808,1.2387887,2.0402446,0.5051349,34.525894,1.754732,0.65582925,0.5671042,0.78416264,0.7507759,1.2165821,1.6167231,0.71572906,0.9346087,756.9977,1.2923096,1.2135596
121,0.46144682,1.5151024,0.70273304,0.33113512,0.31168783,0.7820944,2.1183677,1.5288125,17.55829,1.7284031,1.5508738,0.37406844,1.8712989,10.599115,0.3659054,0.6114917,0.78416264,0.7507759,1.2165821,1.6167231,0.71572906,0.9346087,756.9977,1.2923096,1.2135596
122,1.0389358,0.62264466,0.7950243,0.80361927,0.543136,0.5678071,0.84729266,0.485667,127.85838,0.7191126,4.7573214,0.77564734,2.1712103,0.9706882,0.85161936,1.6912137,0.5095453,0.43804905,0.6959534,0.6952696,0.52156913,0.58770597,0.8997911,0.57162476,0.7758188
123,1.1036154,0.6115345,0.79451436,0.8047432,0.5481522,0.5643003,0.81804705,0.49165308,120.583916,0.7170973,4.9562087,0.7506914,4.010795,0.9260433,0.7948537,2.2665944,0.5095453,0.43804905,0.6959534,0.6952696,0.52156913,0.58770597,0.8997911,0.57162476,0.7758188
124,2.962486,1.2013899,0.8802403,0.7608474,0.5100694,0.6305793,1.2927897,1.398142,7.5988364,0.8754435,4.1917696,0.6810678,57.542187,0.9888573,0.7435577,4.9937544,0.5363339,0.6805066,1.0305116,0.9981828,0.67143935,0.8781121,1.0012791,0.8471209,1.2386395
125,0.80761874,0.62089634,0.5554676,0.67917657,0.4266169,0.5422242,2.3016813,0.74365497,41.197044,0.9048687,4.0621996,0.624928,74.41947,0.9909476,0.741908,7.098157,1.0217961,0.8002644,1.2423155,0.8691166,0.8383252,1.160865,1.0543928,0.9233186,0.9946136
129,0.6184199,1.0114682,0.5559484,0.4520331,0.26496413,0.5522671,2.7043922,1.5394143,33.966034,1.2463729,1.9983993,0.41195297,2.0223532,6.9468784,0.4848446,0.6546481,0.39202383,0.24232163,0.8237581,12.760534,0.29365084,0.3225803,0.65395904,0.7340415,0.80504674
130,0.7430515,1.2074454,0.47313964,0.4568981,0.24201609,0.47743902,2.834814,1.5591425,21.290722,1.9131947,2.053172,0.41192243,2.220006,8.463098,0.49427074,0.6899059,0.46029246,0.26193628,0.78623986,14.643558,0.32194698,0.41891629,0.6487654,1.0986962,0.7814388
131,0.84442794,1.3151889,0.3709882,0.44950464,0.19676316,0.3994991,3.1392713,1.0788178,15.193371,2.4628112,2.037747,0.39349133,2.5273137,6.9775763,0.49086747,0.6853852,0.6697946,0.25036448,1.1154124,5.8885303,0.5188522,0.60391617,0.63864386,3.867784,0.8658306
132,1.2869828,2.9002147,0.40802944,0.41982663,0.20945984,0.43894196,1.6515417,1.3431804,6.905622,1.8571362,2.3162577,0.38568833,12.106774,4.5033364,0.55426615,1.0431885,1.1711311,0.51644,1.668181,1.5470618,2.982121,1.5595831,0.8586015,3.2815661,0.7993967
133,1.236259,3.8153753,0.44434604,0.4545642,0.24123676,0.4828462,1.3704929,1.6188757,3.9601288,1.7148018,2.702199,0.38821045,15.039859,10.569522,0.5065624,1.1440492,2.016932,1.9599468,0.88603985,0.9455148,9.939819,1.2512904,0.8854179,1.5045979,0.8771056
134,0.79324186,3.5059724,0.63904476,0.7456847,0.56177795,1.0326422,0.8988178,1.7802368,1.5894094,1.0676564,2.3958144,0.389696,16.959057,3.4496737,0.52530354,0.8635179,2.5106275,4.6483107,0.6793595,0.7566985,12.2841625,0.9445192,0.95109326,0.96616846,0.85962534
135,0.75151736,2.575995,0.7515073,0.77577883,0.79835546,1.1935508,0.8780412,1.7606176,1.3445896,0.8431485,2.439487,0.4004073,17.778387,2.8536637,0.54828334,0.86788315,2.6945302,3.859042,0.59911734,0.70880014,8.5433655,0.9895296,0.88473433,0.9099627,0.7962455
136,0.7854835,2.4423182,0.82028806,0.6804693,1.3196945,0.85473835,0.76743823,1.9049263,1.2797058,0.89522356,2.2942147,0.5128023,22.1968,1.809616,0.78416884,0.8107077,2.2114005,4.0386777,0.63108385,0.6700077,6.51651,0.8487007,0.9352063,0.81752414,0.8103962
137,0.78820205,1.4564505,1.0531479,0.69626594,3.3571186,1.2891431,0.5639926,2.3390367,0.75461835,0.80529964,2.7209601,0.8683133,7.8528166,1.353325,1.1710986,0.8596478,1.578335,2.5389106,0.73530895,0.6420121,3.013227,0.917552,0.92419887,0.75181085,0.78077394
138,0.80280805,1.7935722,0.736648,0.6776126,3.810344,1.8093836,0.6913883,2.072327,0.7635789,0.8976204,2.5798292,1.0302252,2.1580276,1.5237132,0.91324186,0.60411185,1.1719697,2.9999657,0.767032,0.63662195,1.7797489,0.75807214,0.9650013,0.6945575,0.80867714
139,0.88717115,2.1107173,0.75539917,0.8056936,3.364335,1.8430157,0.7059326,3.1645784,0.7053108,0.94490546,2.5282059,1.0932037,0.8724773,1.3033686,1.1131252,0.5431896,1.1086965,1.6178646,1.0189747,0.78840905,1.5964997,0.62784106,0.9125658,0.8338833,0.88381803
140,0.8251796,2.4135878,0.7154807,0.5776209,4.129778,2.5297427,0.77484447,3.4196002,0.75951815,0.8243016,2.085548,2.1033778,0.49841914,0.95131576,3.9397671,0.49184653,1.7029737,1.2996069,0.96765023,0.77879584,1.3942475,0.7522717,0.8978337,0.9336877,0.77479947
141,0.8751288,1.5857527,1.3065052,0.49590433,2.724643,2.8829079,0.7716168,2.6792626,0.8106107,0.8659626,1.812201,4.0357985,0.52092046,0.82269794,3.0503328,0.3707039,1.8588097,1.6422195,0.83691424,0.718039,1.6395682,0.8635567,0.9174469,0.79613274,0.8093767
142,0.8689758,1.5486387,1.1942742,0.54850805,3.430941,2.3082788,0.8017963,3.056861,0.7789669,0.95473176,2.6398425,2.493715,0.8768058,0.9963586,1.7682484,0.44575772,2.3589659,1.3076521,0.7087879,0.7393854,1.5856487,0.96835744,0.87414825,0.7467552,0.74548715
143,0.87781423,1.6675662,1.275306,0.51420087,3.8359094,2.4902952,0.7916335,2.609512,0.7186515,0.7924125,2.3556948,3.6563203,0.7292841,0.93533516,1.2525787,0.35848767,3.2352216,1.3593649,0.6346584,0.7734372,1.8187841,1.0128602,0.85422647,0.79831994,0.72142833
144,0.45517114,0.7257438,0.52744997,0.37224048,0.25674638,0.41729382,21.215023,0.37959,1.9520812,5.433695,1.6901948,0.38580793,16.152365,3.5813606,0.5176267,0.5938257,0.9567478,2.3701043,1.7193104,0.85968214,0.82376456,1.2292141,4.4547386,1.0629982,1.8644652
145,0.6256355,0.7341124,0.6757821,0.4420701,0.3328208,0.6791166,15.93885,0.7867161,1.9766717,1.8293688,1.9074321,0.4864036,23.534025,2.2258537,0.7136195,0.70373976,0.74918586,1.0357975,1.8649745,1.1689267,0.6367818,1.5972996,4.3943677,0.96724653,1.4326981
147,1.1244572,0.76021564,0.81066895,0.70247066,0.5204741,0.5731591,1.072526,0.5801032,103.18322,0.69071984,2.4984503,0.7236682,4.3089223,1.0447091,0.79936016,0.8480194,0.52196765,0.563044,0.787829,0.807739,0.5150168,0.56057864,0.7065962,0.6911222,0.6154904
148,1.0731114,0.72118783,0.8484737,0.73733807,0.5218775,0.6059165,0.94540364,0.5338062,95.220634,0.7068095,3.6665835,0.85407215,2.6898007,0.9698985,0.92363405,1.0240767,0.5219677,0.563044,0.787829,0.807739,0.5150168,0.56057864,0.7065962,0.6911222,0.6154904
149,1.2294999,0.62313175,0.7961707,0.79274476,0.558413,0.5570436,0.83105075,0.5113059,123.72896,0.7052025,3.6987927,0.6310534,5.8167496,1.0380462,0.77690613,2.2393112,0.5095453,0.43804905,0.6959534,0.6952696,0.52156913,0.587706,0.8997911,0.57162476,0.7758188
150,1.1535293,0.6261348,0.8024415,0.7961101,0.54891026,0.5706809,0.8303373,0.50016326,125.06984,0.715876,4.313448,0.7744279,2.1465483,0.95230913,0.8683946,1.6386561,0.5095453,0.43804905,0.6959534,0.6952696,0.52156913,0.587706,0.8997911,0.57162476,0.7758188
151,1.0447016,0.61188036,0.7946733,0.8078328,0.5427635,0.5729546,0.8109073,0.4777264,120.54613,0.7260624,4.5210767,0.69851357,2.9067345,0.95852906,0.8345591,2.195632,0.5095453,0.43804905,0.6959534,0.6952696,0.52156913,0.58770597,0.8997911,0.57162476,0.7758188
152,1.0571184,0.8020421,0.5432743,0.63499606,0.4542802,0.51463413,1.4253271,0.6354785,46.101288,0.8374381,2.7888994,0.42614686,6.9504366,1.0966592,0.6198881,4.2239075,0.50084597,0.31427407,0.8588337,1.1591604,0.46736863,0.46022227,0.84399635,0.9536712,1.1506894
153,0.99306357,0.66204447,0.51939857,0.6641016,0.42552403,0.5083939,2.0077972,0.51509106,45.91005,0.8574209,2.6153646,0.44688398,11.449337,1.2099872,0.6402017,2.9654698,0.5194926,0.32071134,0.89412016,1.1422877,0.48735127,0.4781124,0.83341324,0.90251297,1.0948588
154,0.8140409,0.6948966,0.57856584,0.5834217,0.36979783,0.53399795,4.5893803,0.54152054,23.844368,0.85907423,2.274209,0.44948643,18.118492,1.4736347,0.60724765,1.1480519,0.81858546,0.7030136,1.1464139,1.5709038,0.58401793,0.63980895,1.4338701,1.7772794,1.514224
155,0.7925532,0.6862472,0.59123707,0.6456872,0.37621647,0.56220156,2.1342003,0.7525803,41.1474,0.86349905,3.08374,0.48659584,4.1598306,1.0838575,0.6775193,2.8682966,0.72109556,0.42469144,0.8774873,2.1336377,0.49469882,0.5536691,0.8553732,0.7483848,0.85571027
156,0.7664412,0.73795176,0.6318021,0.671148,0.37210178,0.57343495,2.3359172,0.7694149,49.817062,0.8076012,3.4269257,0.53917956,3.2014904,1.0352833,0.7042579,2.8458188,0.43213812,0.24618568,0.6927482,28.375612,0.2986992,0.35919937,0.622796,0.9074613,0.70646626
157,0.807413,1.2031885,0.4054087,0.52521056,0.23477396,0.4626631,2.8847218,0.78014874,25.057182,1.2980962,1.9338772,0.3159094,3.710535,3.738618,0.4572769,0.8850065,0.4280104,0.24453467,0.653316,18.67428,0.30127823,0.38285604,0.6057699,1.2296978,0.68759793
158,1.4959378,2.2837937,0.37725624,0.5863096,0.27012578,0.48641074,1.8056185,1.0725913,17.136963,0.7201059,2.213986,0.38122135,5.8182297,1.4087328,0.6560685,1.1257126,0.9975181,0.24263348,0.9876075,3.5892212,0.7236536,0.83682567,0.57340115,7.4730124,0.83768433
159,1.9243362,3.6728818,0.41233099,0.5398313,0.27109897,0.42654786,1.2182872,0.8835905,6.8052397,0.9576674,2.1687725,0.48801607,12.30858,1.3231881,0.68740505,1.7541798,1.4113548,0.5988497,1.294331,1.2204379,2.6943598,1.2520121,0.7568055,4.3589478,0.94182783
160,1.0426254,3.196713,0.6419296,0.8455324,0.802532,1.189255,0.9022081,1.8793325,1.4217322,1.0750971,2.404371,0.39097714,15.562307,3.9734015,0.7099012,0.9413333,1.0941374,1.4945989,2.163335,1.0731484,5.610138,0.9135464,1.5189848,1.7423034,1.5773741
161,0.8119437,2.975782,0.7221465,0.7507099,0.63356274,1.2453047,0.8903661,1.9232816,1.2720025,0.8786477,2.4303062,0.39056012,14.985273,4.023268,0.6291069,1.1172756,2.482447,4.0130224,0.6236639,0.7119759,8.143336,0.9928759,0.8666354,0.90144056,0.8204232
162,0.78675854,1.816968,1.0937463,0.66957045,2.3244088,0.9005913,0.74952805,1.9438725,1.0367336,0.7357888,3.6635365,0.55733114,6.306386,1.728388,0.8986417,0.75176126,1.5735458,3.6282237,0.5974209,0.6893674,5.776509,1.0606521,0.8492289,0.7417316,0.82019866
163,0.8150123,1.2257957,1.0414418,1.0372608,2.8231297,0.90509075,0.59139633,1.5706906,0.745586,0.7406224,2.8627994,1.0564209,8.307426,1.2426766,2.973172,0.59849304,1.6672003,2.9600637,0.6193557,0.75204515,5.2536454,1.0339277,0.84466475,0.79978293,0.86271447
164,1.2261132,1.0613936,1.3255193,1.0066721,3.8176904,1.6522157,0.6333779,1.4050286,0.7226548,0.8662447,3.124119,4.1952033,0.8898685,0.7649819,5.604362,0.77892244,1.8038359,3.0547132,0.6585101,0.69600964,4.3565345,0.96721506,0.88569766,0.7885123,0.81587225
165,1.1611413,2.5847611,0.8566084,0.74028987,3.3743613,1.6768129,0.65236676,1.4426049,0.7380949,1.0232028,3.002458,2.225721,0.5638542,0.77719617,1.6505176,0.8304166,1.8538592,2.0311012,0.7965862,0.7665652,1.7380587,0.5990638,0.908853,0.8877171,0.79762554
166,0.7088961,3.933587,0.64393175,0.6851628,3.5413094,2.3112588,0.73533463,1.9607213,0.7971217,0.9938136,2.5423405,2.000805,0.9783954,1.1833748,1.5318843,0.44604337,1.4411424,1.6209801,1.3876631,0.842163,2.5188916,0.62992036,1.2102876,1.0116605,1.064038
167,0.64327574,2.93629,0.68963134,0.7246839,4.8662148,2.4190528,0.7562288,2.4658542,0.72128177,0.9708065,2.5645084,2.1678557,0.5498749,0.9376394,2.2560086,0.45784122,1.3682308,1.213215,1.3651683,0.8969179,1.4043555,0.48272616,1.1412374,0.8920759,1.0114863
168,0.89329517,1.9649769,1.0468583,0.6169255,3.0894616,2.2816362,0.74027324,2.6138003,0.81087196,0.8464066,2.6442895,1.7570763,0.5995562,0.92245257,1.669145,0.45848373,1.4338114,1.9605567,0.7540442,0.62520844,1.8921549,0.92890525,0.8858131,0.7005856,0.70591766
169,0.8961029,1.7896495,1.0210707,0.5651989,3.5092142,2.9034953,0.7131343,3.191225,0.7401594,0.8887007,2.2981112,2.7075548,0.6472081,0.93333304,2.2591622,0.43139493,1.5901458,0.9426059,0.89003223,0.6597933,2.1522653,1.1643938,0.8853098,0.79474795,0.772523
170,0.86774004,1.4106512,1.2361262,0.57639134,4.1016703,2.5698676,0.7453555,3.0047383,0.69551325,0.7919476,2.1334167,4.2731824,0.6513043,0.85775965,1.7846615,0.3803994,2.8373022,1.2424041,0.64963984,0.7639527,2.2604718,1.1099023,0.8477412,0.775056,0.7638736
171,0.8582239,1.3191295,1.4877806,0.5533267,3.6695664,2.5283058,0.71538746,2.7259705,0.659055,0.75323504,2.8948095,3.3181489,0.8654429,1.0706781,0.865395,0.390452,3.0235415,1.1999977,0.57856643,0.76168716,1.6025966,1.1441892,0.7901636,0.7315807,0.69305485
172,0.86281073,0.75741446,0.92160857,0.44106752,0.32876235,0.9134624,7.822351,1.6116998,1.9732091,2.1438925,1.730025,0.37644958,22.84593,3.4091606,0.5125985,0.6486478,0.909701,1.6750205,1.2508252,0.9516281,1.1104584,8.9980135,2.7967439,0.95537233,1.2955958
173,0.6008202,0.89271694,0.7045324,0.46070904,0.31107116,0.6474358,28.386045,0.6711083,1.5375037,1.4350132,1.8591883,0.46765214,23.32992,2.4590437,0.6699479,0.63945836,0.9142911,2.1940546,1.6073993,0.89909047,0.8124603,1.201555,3.0309215,1.0908787,1.8279077
174,0.3719432,0.68839216,0.57364506,0.3872161,0.36081207,0.5011116,19.246166,0.36155513,1.7738122,2.877888,2.1174912,0.55454755,63.153175,1.7929244,0.8455441,0.6261689,0.9188814,2.0761344,2.2090695,0.91177505,0.9596815,1.1662753,2.8693411,0.9865283,1.8760101
175,5.8840103,1.7253505,1.4258573,0.46073985,0.66216254,1.246547,0.8709763,1.3808911,11.554501,1.1030254,2.3171618,0.87959605,21.719217,1.385948,0.9689095,0.7466455,0.901794,1.0781722,1.2552029,1.0500561,0.6757224,15.324127,1.4522175,0.9735908,1.5173081
176,4.1120787,1.5569186,1.4355807,0.48783037,0.5677571,1.020972,0.8598997,1.3101085,15.104278,0.8936658,2.1548538,0.73834467,7.7217093,1.4956162,0.9035103,0.68700546,5.718332,0.96928024,1.4228555,1.1256975,1.6841477,4.19586,1.21868,1.0086855,0.72154766
178,1.3115404,0.69741845,0.8138206,0.7178384,0.53291297,0.56039304,0.9624734,0.54810977,115.97074,0.6752063,3.4603934,0.8660231,2.380981,0.9784834,0.94412696,0.98921674,0.5219677,0.563044,0.787829,0.807739,0.5150168,0.56057864,0.7065962,0.6911222,0.6154904
179,1.0888293,0.67568254,0.8071166,0.7929857,0.55644894,0.5823747,0.97865593,0.520066,140.7528,0.7429836,6.7843814,1.0528295,1.308278,0.87522596,0.96164346,1.3081272,0.5338311,0.4787478,0.79506147,0.78047335,0.5403483,0.635344,0.86632264,0.620678,0.78624916
180,1.1351218,0.61881006,0.7959969,0.79456294,0.54903996,0.56524336,0.82735294,0.49591655,128.14449,0.7127322,5.11605,0.801985,2.9381678,0.9274426,0.8452243,1.9347686,0.5242446,0.48096144,0.73237115,0.71129423,0.5249421,0.6230607,0.9698193,0.5821607,0.80191934
181,1.0939796,0.65960914,0.7520536,0.71465206,0.5010011,0.5133535,0.8833798,0.5143951,71.539764,0.7465345,3.84669,0.6108548,47.536842,1.0448052,0.72044086,4.3485565,0.5778177,0.5564328,0.9593819,0.80971533,0.58525664,0.9172796,0.91426945,0.6612022,0.8241648
182,2.063266,1.024683,0.9810114,0.58094513,0.51341873,0.6048634,1.207552,1.2606971,11.9865465,0.6334683,2.2137885,0.47524545,34.73717,1.5825318,0.6809268,1.1243349,1.9127963,0.7669667,1.0462246,1.0927227,0.87243843,1.5983508,0.81156224,1.0121406,0.9913738
