,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
NDUFS8,0.37884405,0.08531056,0.4417148,0.44364676,0.5169009,-1.0334747,-0.6729103,0.653248,-1.8721685,-2.2406485,1.0040369,-1.7365462,0.31782538,-2.7298553,-0.11881484,0.9112749,-2.8229287,0.8742972,-1.7684149
LINC02747,-3.2570086,0.98206335,0.78343415,0.69204676,1.2584993,-1.4640672,-0.39346203,-2.6522224,0.5491466,-3.1044314,1.742403,-0.3693648,-2.7452953,0.68984723,-2.4075744,-2.8973904,-0.9349785,0.5228522,-2.6648474
CTTN,0.14688009,-0.33278427,0.43539348,0.35835776,0.6571769,7.958937e-05,-2.7926898,0.5963305,-1.9002794,-0.705989,0.65753794,-0.35454738,-1.3399389,-2.4834974,-0.1787521,0.46702945,-1.5335773,0.09073181,-0.4023529
NUMA1,-0.2804032,0.8175332,0.056726154,0.06794855,0.3070857,-0.6988364,0.14885248,-0.15255918,0.021150112,-2.8740706,0.6729737,-0.7680729,0.05534216,0.413375,-0.1006521,-0.30326086,-1.0125161,0.63958687,-2.063126
LAMTOR1,0.085683614,-1.0580862,-0.09461986,0.07531066,0.32808897,-0.24037021,-2.4595718,0.37368888,0.43420464,0.59278584,0.85496044,0.024565876,-0.34596232,-2.035589,-0.038627975,0.8434063,-0.13585533,-0.48579755,-2.9551811
FOLR1,-2.8531837,0.8100443,1.3103719,1.090881,1.2595133,-0.27209055,-1.644699,-2.5173512,-1.9912955,-2.9628458,1.7738335,-0.57183146,-2.497896,-2.3184447,-1.8141803,-2.5589185,-2.2690144,0.6846049,-2.2805831
ARHGEF17,-1.7424918,-0.23170666,0.48775914,0.06565658,0.70293176,-1.3497548,-2.4662538,0.62578225,0.7450417,0.81994814,-1.4403918,-1.6250764,-2.5576262,-2.3898053,0.70790523,-1.0773977,1.1228671,-0.051424783,-2.612739
COA4,0.08339639,-0.9414613,0.3888222,0.65946966,0.7698582,0.5392555,-3.089943,-0.023546778,-2.8390834,-0.1061632,0.27103248,1.1880256,-0.41306108,-2.468627,0.63106716,-0.24833977,-2.3810809,-2.7872002,0.8134754
KCNE3,-0.9410139,-1.1280667,0.54713297,-0.3738987,0.71582854,-0.16264187,-0.14095685,0.3644365,-2.957807,1.0843128,-1.0605102,-0.47154808,0.69898456,-2.7632384,-0.3963158,-0.02945103,1.0074987,0.19585112,-0.48765346
SPCS2,-0.0957222,-0.20499478,0.19163568,0.03162374,0.20752278,0.30012134,-0.40583816,-0.3149738,-3.0387022,0.65095663,0.02961744,0.9889394,0.5673778,0.4408457,0.2526424,-0.37486503,-0.5839603,-1.2507703,-1.1942788
SLCO2B1,0.7361631,-3.1171143,-0.4553261,0.06237704,-1.0838262,-1.5819254,-0.8752739,1.2471527,1.1156656,-0.06846896,-1.2494936,-1.9505104,0.30716234,0.6609578,0.43114743,1.6693671,0.5371977,-0.2728268,-1.9013215
SERPINH1,0.94402647,-1.4879675,-0.11051673,0.045689672,-0.052326024,-0.67189425,0.60414755,0.7209051,0.11500599,-0.55942154,0.4337523,-1.293615,0.57445985,0.13905294,0.2246422,1.2826545,-2.6072216,0.41192088,-2.1860476
LRRC32,-0.035640713,0.15503009,-0.2821278,-0.05967898,-0.051346637,-2.9142191,1.1281128,0.3645273,1.0626651,-0.8592185,0.61855024,-2.2084465,0.30070665,0.24197903,-0.32475793,0.40428394,-0.45978868,0.7157829,-0.50681835
AAMDC,-0.15202856,-2.0052273,0.55331933,1.1397064,1.1757513,0.38687488,-2.2719967,0.48229754,-2.6551564,-2.9625032,0.66682893,0.7087215,-1.5061567,-2.2355313,0.9494892,-0.94783527,-2.1967824,-0.6130879,-2.2827163
NDUFC2,0.5225568,0.3865589,0.19211295,0.21826607,0.42751336,0.06815731,-3.092468,0.08021698,-2.9657998,0.17410691,0.7478729,0.3442265,-0.6342559,-2.6283848,0.21512361,0.8723117,-1.9211658,-0.93552357,-1.8037648
PRCP,-0.08891045,-1.7089849,0.56181854,0.22065152,0.5567245,-0.39940354,0.17381126,0.4509863,-0.30969942,-1.0710026,0.24725617,-0.13543707,-1.2233704,-0.684809,0.3628442,0.56732345,-1.1631529,-0.883774,0.25522423
PICALM,-0.2098165,-0.16368584,0.14905955,-0.04160594,0.21500327,0.06078829,-2.8809803,0.30598766,-0.5407687,0.51253104,-0.09397097,-0.74428797,0.94383687,-1.5274796,-0.194954,0.308434,-2.541486,0.5519922,0.23745564
PRSS23,0.19808748,0.031743817,-0.09633598,-0.5625275,-0.52970666,-0.69439334,0.64400005,0.027861161,0.8796755,0.68748397,-1.2019069,-0.35097048,0.31127134,0.2140829,0.06537913,0.28589252,0.8320306,-1.2245039,0.73424387
CTSC,0.47723827,-0.72762173,0.45006117,-0.30965838,-0.21583483,-0.20618272,0.40834194,0.31952506,-1.9338688,0.81284636,-0.9735891,-1.5924437,0.35691854,0.31796017,-0.106109284,1.0265453,-2.1228876,-0.7365897,0.4946848
TAF1D,-0.14704095,-1.2975839,-0.47157037,0.19384292,0.573325,0.72843456,-2.9983547,0.19916323,-0.08598845,0.9113943,0.08711967,0.6213409,0.3074062,-2.2827098,1.0140336,-0.4521143,-2.3861334,-1.2470678,-2.6767955
C11orf54,-2.694797,0.5631947,0.4861458,0.0666518,0.42689472,0.46417207,0.042232454,-2.4328766,-0.34568173,0.45272282,0.75523347,0.98747486,-0.023327682,-1.907241,-0.5729849,-3.1290526,-1.2082276,0.307163,0.6897989
CWC15,-0.8948514,-1.3053335,0.24606171,0.5429619,0.8208643,0.7244489,-2.2542815,-0.014222641,-0.08731591,-0.049207505,0.15014747,1.2408652,0.2733777,-2.5131323,0.53653073,-0.07058486,0.90087473,-2.7845635,-2.380235
TMEM123,-0.11387358,0.38832885,-0.14183314,-0.46776536,-0.87898636,0.030882098,0.58544827,-0.66654474,-0.046562027,1.2342677,-1.7551205,0.1894575,0.5429118,-1.506289,-0.4653753,-0.76454306,1.0890361,0.5061186,0.95932394
ACAT1,-1.5412991,-0.13258542,0.51881754,0.22762285,0.27416053,0.37520933,0.12830856,-1.0067223,0.286708,0.23737992,0.6982442,0.7901485,-0.7498365,-2.708693,-0.22573027,-1.3616194,-0.8143236,-0.9530413,-1.1514003
C11orf1,-1.9723663,0.05869705,0.5165875,1.037012,1.5784178,1.1418577,-2.4927423,-1.626386,-2.63172,-2.7243192,-0.63191146,1.9184704,-2.1670108,-2.0432115,0.82733506,-2.1671712,-1.1241578,-1.8347806,-1.9112844
TIMM8B,0.09467341,-0.10022017,0.3819594,0.29830402,0.14691159,-0.380888,-3.1938777,0.08389851,0.895909,-0.20927855,0.35406432,0.42349204,-0.31353077,-2.1925304,0.35533908,0.52835304,-2.6665952,-1.1308471,-2.5268319
SDHD,-1.1567981,0.16451173,0.5551556,-0.038078453,0.69616234,0.5850739,-1.1626513,-0.015019467,-1.3602619,-0.4287275,-0.12632716,1.0420258,-2.6496828,0.4364608,0.4893374,-1.1098857,0.35801515,-1.2899156,-0.51028484
REXO2,0.18954697,-2.6608415,0.6687717,0.54886967,0.67534685,0.31468412,-2.4465742,-0.16421512,-0.6985751,0.15380609,0.13974516,-0.80837077,-0.7128156,-2.5560818,0.4081897,0.045309346,0.7668873,-2.2527485,0.3510115
FXYD6,-1.9120443,0.9056866,-0.64483535,0.6177282,0.8738079,-0.663766,-0.18696965,0.7710844,-1.0566943,-2.7135186,1.039183,-1.6036828,-2.5442472,0.7065053,-0.36728358,-0.15041181,-1.1602887,1.1649371,-2.6783834
ATP5MG,0.32207602,0.23361817,-0.3158663,-0.17616114,-0.15278654,0.06351646,-0.45131227,-0.29980573,-0.43201315,1.0755229,-0.26748174,0.31331706,0.4994923,0.006516017,0.038495578,-0.01356938,0.720917,0.09144542,0.47862798
SLC37A4,-1.4752444,0.7252708,0.5313331,0.51010954,0.48758435,0.20787288,-0.8479954,-0.27871135,-2.2042682,-0.29834956,0.7728614,0.61185706,0.078001544,-0.4640821,0.422183,-1.6417621,-2.4817584,0.14961234,-2.1304338
THY1,0.20649745,0.20820338,-1.0107443,-0.6479417,-1.4207875,-0.8460419,1.4191605,-0.46188948,1.0474359,0.49067917,-0.112541065,-1.8024915,0.5789816,0.37934238,-0.7727031,0.34132665,0.16404936,0.86884075,-0.97255015
OAF,-0.36571836,0.6728278,0.63349545,0.8510124,0.7225123,-1.6707714,-2.1225922,0.97327906,-2.8393714,-2.137672,0.9554795,0.86191505,-1.3830134,-2.414503,1.2587938,0.04660518,-2.3568764,-2.4670458,-0.49646103
ARHGEF12,-0.7834643,0.024258094,-0.07580057,-0.114394054,-0.2574285,0.10980419,0.5973668,-0.3145734,0.68679297,0.8716717,-0.61592215,-0.29406703,-0.59333223,-0.035443503,-0.044718612,0.073128834,0.89872646,-0.27449653,0.7592023
ESAM,0.41342238,0.5321692,-0.45273918,0.008337571,0.09489554,-2.2766788,0.08232589,0.36958805,-0.027162531,0.19593306,0.22143613,-1.9730006,-0.24760705,0.46114534,0.39756462,0.64820766,-2.738834,0.7428478,-0.56042236
ROBO4,-0.40284112,-2.5027492,-0.4997554,0.6298685,0.5319631,-3.056383,1.2437826,1.2554729,-1.3518671,-2.0277252,-0.05496432,-2.1538768,-1.4846203,0.90756464,0.6009605,1.1873642,-2.3652244,-0.013231055,-2.5501719
EI24,-0.55101067,-0.781532,0.60470736,0.49702215,0.7771895,0.37928867,-1.2636173,-0.32987025,0.003264293,-0.09498589,0.60015637,0.118928924,-2.3068714,0.19301817,0.10991937,0.30573857,-2.2012992,-2.1366332,-2.517196
ETS1,-0.5267885,-0.00028722367,-0.18315,0.42728153,0.09630789,-0.650622,-2.7142003,0.48704368,-0.6108547,1.269325,0.14682177,-0.70334035,1.0618403,-2.7004259,-0.95772195,0.89848703,-0.31845763,0.47148892,-0.39077887
APLP2,-0.24135202,0.36567825,-0.5352143,-1.0585263,-1.019008,-0.44836923,1.4764558,-1.0916198,-0.3292831,1.0239327,-1.1308265,-1.7307754,0.69991994,0.90960747,-1.4562473,-0.7151862,0.8089888,0.69173735,0.720414
SLC6A12,-0.8764333,0.40840948,0.31536445,0.21663862,0.616951,0.18286866,-2.6925673,-0.12903002,0.40209314,-1.9430234,0.527998,-0.10384727,-2.1621664,-0.57024467,0.7727144,-1.3105311,0.33326617,0.7690066,-1.6865554
TSPAN9,-0.012832013,0.31608957,0.1965484,0.26064235,-0.16671905,-0.2183836,0.34170365,0.22358155,-1.1311485,-0.33381402,0.4700598,-1.5291607,-3.0594163,-1.4530941,0.8155966,0.2789944,-2.2942853,-0.7011333,-0.8302698
CCND2,0.09521335,-0.8221371,0.65673345,-0.071894914,-0.8217263,-2.9306529,-2.5659473,0.16734284,1.7463264,1.1402265,-2.186615,-1.5362515,0.82650805,-2.141633,-1.6864578,1.1053749,-1.7349411,-2.1801744,-1.385365
CD9,0.22214475,0.04943893,-0.34337595,-0.34063214,0.22758234,-0.12672637,-0.34509018,0.015596681,0.47198877,0.66680425,-0.17764425,0.4912779,0.38467294,0.048461966,-0.44033757,0.2449619,0.2151708,0.16945675,0.10169531
TNFRSF1A,0.28840998,0.42046383,-0.26276156,-0.09146853,-0.11000735,-0.33784634,1.1317015,0.40629852,-0.29652476,-1.5052955,-0.0058757327,-0.54487324,-0.1212055,-0.79864365,0.51986206,0.6069504,0.6132569,0.46382642,-2.4015372
LTBR,-0.138584,0.22283837,0.39691776,0.3791744,0.5839896,-0.52307117,-2.9713185,0.5318369,-0.22600625,-2.1082368,0.9933707,-0.7930626,-2.1021943,-2.5164976,0.575794,0.7944828,-0.6061608,-0.4447514,-2.555346
MRPL51,0.005717777,-0.059719946,-0.010289321,0.33231464,0.5394262,0.2220858,-0.54001534,0.09075028,-3.1776462,0.11119757,0.64101046,0.5845703,-0.1534443,-2.735433,0.44275084,-0.14418031,0.28497356,-1.5588008,-2.142061
CHD4,0.16386595,-1.3965527,0.18543868,0.09101106,0.2715578,0.10283252,-0.45605484,0.005281431,0.46750924,-0.69547755,0.5166916,0.46054965,-0.86846346,-2.4689133,-0.04580808,-0.1650798,-2.7258174,0.29222393,-2.7352061
MLF2,-0.3562251,-0.87645143,0.33589223,0.097884096,0.26153874,0.020381536,1.1784742,0.13294646,-0.9919151,-1.7625961,0.09292558,-0.390631,-1.6383609,0.1080708,0.4169466,-0.45517847,-2.6551938,0.8669404,-1.6334105
PTMS,-0.030222945,0.5311931,-0.41184917,-0.39884073,-0.63559985,-0.39401612,1.4525539,-0.6660481,-0.36023253,0.29347992,-0.056017756,-1.6956028,0.51286757,0.37355343,-0.913879,-0.19082728,1.100734,0.6754852,-0.025010297
ENO2,0.20425536,-1.0381649,-0.050632633,0.05839058,0.18148455,0.19174136,0.5469949,0.1958117,-1.2497547,-0.2575588,0.31848603,-0.45173582,0.5380791,0.32740897,0.10709122,-0.11920043,-2.93548,0.62761325,-0.9543653
C12orf57,0.1579122,0.2607285,-0.6767277,-0.47325167,-0.49604753,-0.30156243,0.9015103,-0.5263181,0.76617855,0.60967577,-0.15414578,-1.2215608,0.10455763,1.2237924,-0.4772441,-0.1877881,0.36644724,0.5460619,0.28955436
PHB2,0.2720886,0.3791279,-0.38799357,-0.10955659,-0.009562534,-0.041566554,0.82647264,-0.083597176,-0.7863454,0.2646995,0.33765346,-0.21071354,-0.32043967,1.0945061,-0.4295676,0.22381765,-0.27785972,0.3477887,0.5644099
LPCAT3,0.08139192,-1.5108384,1.0031148,0.5456429,0.4579051,0.8580714,-2.672388,0.40034088,-2.4423203,-0.63326764,0.10379366,1.0990895,-1.5788971,-1.7576028,1.0838509,-0.6583944,-2.3259165,-2.5002406,-2.0928714
C1R,1.3576764,-3.4481282,0.6773862,-1.5219965,-3.0451312,0.026825326,-2.7635355,0.38070816,0.011326634,1.5295945,-2.9105008,-2.8285353,1.327213,-2.406473,1.0645876,1.6479267,-2.6118944,-1.7661877,0.1621568
RBP5,-2.447703,0.52455735,0.50129986,0.32003498,0.2682254,0.30617982,0.067888506,-0.3651289,-0.8334702,-0.19888054,0.79288346,0.5800855,-2.2097528,-1.8981788,0.10566996,-1.6508557,-0.34040165,0.81540906,-0.21783891
SLC2A3,0.022825576,0.06067611,-1.1412351,-1.2524301,-1.4517461,-0.57632786,1.0675864,-0.6492848,0.4833144,1.3188434,-2.0688024,-1.8151993,0.79899687,0.09203836,-0.9570301,-0.21404758,1.2916464,0.44109705,0.70126045
M6PR,-0.58293635,-0.4674515,0.48191604,0.36548582,0.4174398,0.3350166,-2.1655698,1.0452715,-0.65662175,-2.0681186,0.25823256,-1.368677,-2.0585985,-2.367123,0.6657145,0.8979113,-0.86143196,0.3239261,-2.3759344
YBX3,0.029943468,0.08518018,-1.0448735,-0.70924616,-0.8426491,-0.23531054,0.88501126,-0.5863762,0.15369456,1.3652787,-1.6783582,-1.4518881,0.9014917,0.78819925,-0.55847675,-0.4664265,0.9461891,0.3292832,0.96901613
APOLD1,0.09866473,0.6190479,-1.0017067,-0.36810163,-0.0058421534,-3.1347287,0.97169137,0.067343295,-0.19022083,1.0036858,-0.36001077,-1.3247472,0.28713188,0.7555107,-0.013217256,0.054470837,1.1008958,-0.22361691,-0.28020632
EMP1,0.121987596,-0.07851272,-0.86797214,0.3209472,0.0013546176,-2.3851001,-0.7878367,0.6201943,-1.2200218,1.3072126,-1.8812557,-1.5731573,0.9765557,-0.13490398,0.91238046,0.3326303,0.5035809,-2.78081,-0.4551429
H2AFJ,0.4075999,0.17903987,0.07498224,0.4773622,0.551663,0.012558309,-2.44593,0.11013334,-1.6032552,-0.19367953,1.2176068,-0.11923746,-2.6594417,0.22863118,-0.89648837,0.6245968,-2.3573258,-1.2542123,-2.7784843
ARHGDIB,0.5237417,0.3802949,-0.33059496,-0.07228991,-0.16310084,-1.2326152,-0.48418343,0.41438022,-0.1578034,0.60520977,-0.55884945,-1.6966956,0.7650741,0.6776083,-0.30078763,0.54390454,-1.811933,0.8497245,0.38152534
EPS8,-0.63702995,0.80243057,0.159555,0.12350635,0.35096958,-0.06204201,-2.0497844,0.1425892,-1.3887049,-0.83612883,-0.21570669,0.905331,0.14952722,-0.17748122,-0.20451933,-0.15424334,-1.4577166,0.2857511,-1.8217354
DERA,-2.5430999,-0.3350131,1.4612606,0.4781387,1.2070128,0.35063833,-2.5384514,0.026544705,-2.6217859,-2.3566906,-1.190147,1.6608472,-1.9978688,-2.1143053,0.77882963,-0.6552832,-0.71457887,-2.386261,-2.4466474
MGST1,-0.29698908,-0.56512606,0.372027,-0.08864617,0.18834698,0.50089157,0.29050222,-0.24570903,-0.89080995,0.79910207,-0.9801014,0.7394675,0.93796057,-2.5233843,0.3910121,-0.15641297,-0.14481577,0.24028015,-0.56241226
LDHB,-0.004426098,0.38621283,-0.11677117,-0.32030004,-0.23585065,0.08051027,-0.048167683,-1.1669359,0.32006988,1.1797107,-0.25299346,-0.18745795,0.40724462,0.06619875,-0.14134994,-1.5186528,0.27173617,0.3254002,1.1879354
BHLHE41,-0.13055204,0.20280759,-0.5689728,-0.12056152,0.10272763,0.07715711,-0.008123736,-0.66427416,0.49122813,1.0122205,-0.08536719,0.26379943,-0.03845889,-0.49272406,-0.037699778,-0.9623601,0.78924525,0.1776367,0.6740426
TM7SF3,-0.5492766,0.6137306,0.3154215,0.047831323,0.33473572,-0.022616899,-0.47102392,-1.9819975,-0.5873815,0.36900225,0.016068995,0.8591916,0.08106778,0.32925633,-0.74405336,-2.0960672,-1.0161791,-1.7989745,-0.15364107
PPFIBP1,0.025323095,-0.11149696,-0.61814857,0.024007006,0.5085117,-0.373904,0.4738313,-0.4764493,-2.2216213,0.6985241,-0.1412781,0.41486654,-0.421647,-1.055295,-1.7245667,0.1370707,0.8017274,0.7544564,0.62790436
LRRK2,-3.108113,0.8546581,0.10311519,0.06265186,0.5029239,0.079018086,0.49006048,-2.413878,0.51107705,-0.51140296,-0.37215468,1.0106136,0.45673156,0.23555692,-1.0004414,-3.0522618,-0.0598622,0.22454807,-1.0110157
ANO6,0.21524149,0.6087787,0.8600064,0.03867462,-0.32684255,0.60329497,-1.6129898,0.4453698,-2.28671,-2.5026186,-2.2230933,0.9418955,-2.117797,-0.7839721,-0.8163838,0.9724134,-0.30823168,-0.76025605,-1.6270186
SLC38A1,0.27909455,0.6586532,0.72695935,-0.49685848,0.06129819,0.74112916,-2.7003102,-0.7841392,0.6516012,-1.2422688,-0.5657766,0.7668348,-1.0164459,-1.8068322,0.8403639,-0.58694476,-2.5799203,-0.32418463,-2.295378
SLC38A2,0.2595224,0.104480274,0.08472828,-0.13493565,0.122311614,-0.02492839,-0.5621275,0.093147226,-2.3439674,1.0470743,-1.0807168,0.58810234,0.04284931,-2.883694,-0.64773524,0.40681964,-2.585516,0.17286275,1.1583474
TMEM106C,-0.6412811,-2.8278573,0.81015885,0.93336636,1.1349964,0.19921693,-1.9794483,-0.6418361,-2.3746169,-0.6911027,0.46488023,-0.095426805,-2.3408039,-2.170901,-0.30828878,-1.5930308,-2.0359592,-0.6812219,1.0660744
ARF3,-0.01781185,-1.8370898,0.39261323,0.34294245,0.3220106,0.41597044,-0.01254462,0.3009003,-1.1656015,-0.62961096,-0.8711532,0.69501305,-2.7199154,0.63524723,0.20893212,0.52764755,-0.24198948,-1.3202678,-2.7977757
TUBA1B,0.32021478,0.31596273,-0.72762924,-0.8204646,-1.2140033,-0.6351852,0.99340373,-0.73108435,0.31988284,1.0986838,-1.3125005,-1.7159953,0.77135396,0.76008594,-1.7400962,0.16748588,0.65131384,0.64854217,0.7237823
TUBA1A,0.81105816,-1.2643881,0.09975665,-0.1431187,-0.41725025,-0.29086733,0.48504406,0.32277784,0.35318497,0.65106,-0.79514295,0.69716626,1.0595912,-2.4164448,0.17496856,1.0121051,-1.9082055,-0.5332975,-1.6805071
TUBA1C,0.6623696,-2.6080828,0.5721261,-0.2405543,-0.6456519,0.060098264,-2.1674926,0.6896082,0.8911414,0.25596645,-0.41606218,-1.4155679,-1.1269648,-0.047360282,0.14214253,1.2318233,0.9735574,-2.9829867,-0.37869802
COX14,0.13820116,-0.60293543,0.4106108,0.47659403,0.5648425,-0.17364289,-2.3565872,0.22161724,-2.344847,0.056141656,0.6912022,-0.54755056,-2.2713237,-2.4922125,0.64753586,0.28223318,0.29200178,-1.5010216,0.55343115
METTL7A,-1.9086335,0.8774439,0.49337754,0.24095893,0.5728243,0.14260478,-0.010858535,-0.45145074,-3.0767329,-0.08316277,0.7190185,1.0847414,0.4165433,-0.007911209,-0.5976286,-1.3834137,-0.20914373,-1.2985065,-1.5649891
DAZAP2,0.10665618,0.21145856,-0.26924348,-0.14912325,0.06730199,0.037177246,0.29605645,-0.0032472154,-0.4376027,0.68262523,-0.12259996,-0.35454807,-0.07227177,-1.1283102,-0.39700332,0.3453646,0.04965632,0.16930592,1.2270164
NR4A1,-0.080563284,0.70658123,-0.39277002,-0.15292972,0.6447664,-1.3829104,-1.2339745,0.7005111,-3.0302055,0.78432024,0.62669855,-1.2884034,-0.76281977,-0.6026637,0.32973772,0.59918195,0.068471596,-0.017513353,0.094939195
KRT8,-0.30939838,0.29739746,-0.044283006,-0.5002424,-0.42431304,-0.1253968,1.0898142,-1.1021029,1.0721062,0.3898264,0.30012122,-1.1423857,0.13977665,0.17712614,-0.86987114,-0.6260856,0.43374363,0.91284144,0.17830238
KRT18,-0.9204857,0.40156752,-0.4007095,-0.71959734,-0.9808297,-0.30574614,1.5418141,-1.3299325,0.7799519,0.6716072,-0.4250373,0.08750572,0.6060301,0.95978874,-1.513652,-1.1592962,-0.351878,0.9352513,-0.05508569
EIF4B,-0.39959002,0.18818769,-0.99543065,-1.0831494,-1.3775239,-0.3740588,1.2811795,-1.8879856,0.8391516,1.1887094,-1.9669254,-0.39469433,0.49277171,0.8415493,-1.7730224,-1.641741,0.96229583,0.5968138,1.0422133
TNS2,-0.6436677,0.2850356,-0.059509046,0.26388103,0.22487713,0.23800926,-0.2286438,0.36710507,-0.81348634,-0.7007891,0.9200165,0.0033767784,0.019450815,-0.34042668,0.76143974,0.24792868,-1.6952994,-1.1869617,-2.9452698
PFDN5,-0.46906486,-0.22687247,-1.283467,-1.4506974,-2.1405125,-0.63606113,1.6120789,-2.0597968,1.0914742,0.8413366,-1.9368472,-0.73626775,0.5023018,1.0484128,-2.10507,-1.4452645,0.94252086,0.3839646,0.7260456
SP1,-1.8427243,-2.3768687,0.9796439,0.40973017,1.420815,-0.18982568,-2.153775,0.1441755,-2.1719286,-0.042081837,-1.6967807,0.5777926,-0.39128253,-0.933647,0.39367968,-1.132206,0.4211536,-0.101190925,-2.34994
PRR13,-0.053040735,0.5330554,-0.18550985,-0.003594563,0.022163887,0.19032314,-0.20503907,-0.48615476,-0.28303537,0.4945712,0.25076705,0.63701355,0.61996776,-0.09336336,-0.43939516,-0.28449866,0.31494042,-1.4691188,0.6507208
ATP5MC2,-0.2006882,0.06047232,-0.8001195,-0.78422314,-1.0450613,-0.24859013,1.2143725,-1.2777852,0.82929546,0.9470286,-0.9862887,-0.6696082,0.5362606,0.930742,-0.8564935,-0.913625,0.569773,0.5306472,0.59451306
HNRNPA1,-0.043625943,0.39125568,-0.739945,-0.81365955,-0.8104434,-0.19750375,0.7963483,-1.2820802,0.66130865,1.1275592,-1.0143623,-0.10721883,0.78867203,0.79069656,-1.4059775,-0.78290075,0.87810236,0.26067895,0.8260323
COPZ1,-0.29429388,0.45712483,0.2408295,0.24707104,0.30574664,0.00491274,0.12109882,-0.0353417,-0.29716527,-1.4318283,-0.9770773,0.60119575,-1.3976467,-2.4617999,0.61050797,-0.42912063,0.43727556,-2.2400265,-0.08161752
ITGA5,0.9254241,-2.447295,-0.30328822,-0.025609717,-0.15838861,-2.6062984,-2.2551494,0.76294297,0.758864,1.1021541,-2.0016081,-1.823572,0.08875842,-0.34976545,0.63406247,1.4049745,-0.9493445,-0.08210755,-1.7990938
BLOC1S1,0.10306036,0.37606865,-0.56057817,-0.39165613,-0.4113195,-0.28389585,1.334055,-0.4492795,0.30385914,0.311223,-0.10708243,-0.21581027,0.3319854,0.73219657,-0.29884374,-0.09478021,-0.08138258,0.97340953,0.4331123
RAB5B,-0.2832544,-0.30413172,0.65339816,0.66709477,0.8669502,-0.039140187,-2.7039304,0.74765193,-2.6910193,-2.1855674,0.8744509,-0.23737149,-2.4903002,-2.2331324,0.24570195,0.9201133,-2.5313153,-2.215087,-0.30829388
ERBB3,-0.9253319,0.8418537,0.28148654,0.029450787,0.45401254,0.517189,-0.43960822,-1.2141992,-1.0593396,-0.18419646,0.46873704,1.0884726,-2.342514,-2.370759,-0.6125081,-2.7832758,1.1705368,0.52804404,-0.8742738
PA2G4,-0.22552884,-1.8948419,0.04586174,0.47721058,0.19234003,-0.12895758,0.57772326,0.47909504,-2.8978112,-0.48151973,0.31588957,-1.2442592,0.338041,0.2307042,0.6968899,0.30449596,-0.04443503,-0.99216753,-1.7766547
MYL6B,-0.737026,-1.3300691,0.030144878,0.4752938,0.49410167,-0.08177691,-0.33187538,0.033194147,0.80436206,-0.57022774,0.5590144,-0.6844314,-1.5129415,-0.38038194,0.13527732,0.1682035,-2.5652716,-2.6934507,1.0943135
SLC39A5,-2.792125,-1.5225829,1.5963752,0.7205685,1.3683227,-2.3228254,1.0170482,-2.6413243,-2.3752878,-2.8639228,1.4924905,-0.19368705,-2.5326765,-2.3384173,-2.4264297,-2.5746644,-2.2905934,1.5508182,-2.4308708
CNPY2,0.31568187,0.21562652,0.5737296,0.5199787,1.0404419,0.42518073,-2.5242243,0.15738046,-2.8478491,-2.784451,0.47738662,-0.18804015,-1.5951314,-1.9220972,0.92709345,-0.68281525,-2.3332543,0.52394426,-2.3633296
ATP5F1B,-0.041755345,0.5342544,-0.47436658,-0.59807533,-0.7246672,-0.3210611,0.87861407,-0.83208025,0.1253554,1.1133338,-0.5930858,-1.3604437,0.7901333,0.9816436,-0.9662428,-0.72027934,1.0309641,0.3054258,0.51238453
PTGES3,-0.081061214,0.1874083,-0.29206187,-0.0069253324,0.085317634,0.0670014,-0.5317174,-0.17353272,-2.485607,1.0261217,-0.5736139,0.83271116,0.52818686,-0.3675427,0.14935614,-0.01045639,-0.07904977,-0.79969966,0.45544308
STAT6,-0.8835276,0.07615583,0.22772247,-0.028795073,0.5397891,-0.086571276,-1.1731615,0.37049666,0.105459966,-1.6373861,0.32553968,0.053883206,-0.96610665,-2.4254413,0.24592288,0.00016924944,0.37826818,0.67061573,-0.5725837
