,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 6,ATAC private topic 9,ATAC private topic 10
195.06271277531698,1.2162918,-0.62073,-4.0875683,3.1378255,-0.7993685,-2.6482067,0.23259518,-2.382239,-1.710512,-3.2273073,3.9399867,-0.6094668,0.77802336,0.41420877,-2.8328304,2.562762
205.06005018215913,1.2133094,-1.7742072,-4.8277793,2.770559,-2.9992208,-4.442885,1.6237835,-4.227268,1.374091,-2.8885772,3.450399,0.75959295,1.8131293,-0.23712385,-3.5979311,2.7395637
206.05539519878883,0.92952496,-3.1883163,0.8721959,3.5435586,-2.5505142,-3.1542397,-4.3120356,-3.9791286,-4.2921624,-4.0914803,4.0226254,-3.2247925,-3.1543405,-3.5425277,-2.4236224,2.7617385
221.18619238088982,2.012514,-4.311014,-1.8697311,3.2351458,-2.0498,-4.758475,-4.4656916,-4.6016126,0.5121728,-4.7808857,4.5263,-0.79552335,-3.5189948,-4.087063,-3.6941338,3.234138
243.09931152472012,1.5417947,-1.1495534,-4.4114757,3.2553122,-1.3614026,-3.7265635,-1.0416476,-2.9244938,-2.4924283,-2.2100759,4.6211596,-1.6649538,-0.5231391,-2.1142383,-2.3551939,2.8470936
255.09915080142363,1.3388009,-4.0487175,-4.4910564,3.3675537,-2.2974749,-4.018513,-0.5258054,-2.9493692,-1.808121,-3.2811382,3.6772428,-2.3054523,0.48119873,-2.664142,-3.075501,2.9389558
261.10966185035926,0.93439066,-1.5177648,-4.0628676,3.4313393,-1.7950454,-3.1035075,-0.574039,-3.315656,-2.0458791,-3.643879,4.43892,-2.868858,-0.04393589,-2.1210248,-2.778102,2.8124125
267.09922367205917,1.3222495,-1.7948369,-4.0201135,3.3072453,-1.4955757,-3.026232,-0.39196715,-2.9411988,-2.7466183,-1.674588,2.1765022,-2.608232,0.31901383,-2.8260038,-2.7916405,2.8825133
277.1046854722379,1.0691955,-0.41279316,-3.89016,2.9069111,1.0874931,-3.9756274,-0.36758462,-3.7667565,1.283141,-3.7936885,1.6457386,0.84578586,1.2328665,-2.904177,-2.367658,3.0316508
283.1305129141175,0.91682833,-1.1484383,-4.9543643,3.3897824,-0.3845309,-4.538178,-0.43726495,-2.339015,-3.7083144,-3.1055126,3.0583992,-2.3024664,0.20073107,-1.1375004,-1.1476219,2.8883216
305.1568601303938,0.6536415,0.15716638,-2.0132089,1.9878513,1.4119695,-3.1759908,1.0944018,-1.0665214,1.3819374,-0.35231537,1.0665381,1.797077,1.6491892,-0.55246806,-0.08965853,2.3937159
317.11518519135484,1.1639278,-0.9026193,-1.1602415,2.3386483,0.7086302,-0.50478035,0.38284275,0.39053768,-0.22300969,-0.6288972,3.59055,1.182366,0.45408425,0.19297649,0.81372267,1.4672201
325.177311613809,1.3248556,-3.6738162,-3.4541118,3.3181667,-1.251852,-2.3725772,-0.73602575,-2.478896,-1.7532126,-2.228193,3.1018634,-2.5435672,0.5755503,-1.2006701,-2.912099,2.6872146
331.20901611987676,1.1728581,-3.2542045,-4.9090834,3.24726,-0.43393287,-4.1710377,-0.84930575,-3.2039745,-0.89112437,-1.7493434,4.759324,-0.40517735,0.54629785,-2.4519787,-2.5113163,2.5255709
409.18336016445807,-3.5118818,0.3546529,-2.1903412,0.31247184,-0.019166637,0.094465494,1.7699008,2.163137,0.19394447,0.32039768,-7.898983,-1.2862188,0.35122934,0.2027134,-0.6418903,1.3808198
450.55301652070364,-2.7479005,0.119472,0.4752387,-4.0850315,-3.783737,0.53503805,1.9645613,2.1614249,1.3186398,-0.09620635,-11.267979,-2.8245215,1.1471351,2.1049638,-2.2525072,-2.2155755
450.8877268561712,-2.792515,-0.46843112,0.091931835,-3.8062015,-3.6022885,0.8935063,2.0565565,2.101338,1.6792729,-0.4726571,-10.023163,-2.1759014,0.86617553,2.0891294,-2.6354103,-3.1294525
453.2095792347797,-3.9730377,0.21040078,0.027091926,-1.2858677,-1.9498622,0.41102096,1.4908165,2.4403925,0.0065912995,0.4754484,-7.8562255,-1.0209348,0.2529366,1.0882142,-1.0082349,0.10856847
463.9115409998158,-3.754669,0.23764712,0.2609742,-3.755932,-3.6916451,1.0759085,2.327011,2.2766483,-0.05166713,-0.10865335,-10.016423,-2.9215724,-0.84943485,2.1521266,-1.7832801,-2.956693
465.2283399515315,-1.8570902,0.42591065,-0.108968094,-4.380547,1.1317797,0.6491455,1.4934541,2.0149384,0.8094296,0.36589113,-12.742134,0.35080063,1.4131525,1.337848,2.177693,-0.030015904
465.5631258867581,-3.3849478,0.5321459,-0.16660863,-4.3627033,-2.1674993,0.80210185,1.7366126,2.2228637,1.0408653,0.47886258,-12.0821085,-3.3665838,1.5856645,1.5962182,1.6585628,-2.1062038
465.89656668656824,-4.0943403,0.29049307,-0.9063744,-4.14939,-3.8672419,0.47375602,1.7026296,2.4349122,1.1990026,0.37814644,-11.440426,-3.587679,1.4223642,1.8403643,-0.6861666,-3.3660245
470.5534619718108,-2.6675339,-0.026031729,-0.8015153,-4.119114,-3.3284826,0.455997,1.8670336,2.6344817,1.0840862,0.55136675,-10.7427635,-3.0962276,0.36345848,2.0842524,-2.1615708,-3.0012286
478.92025987617245,-3.9188669,-0.629708,-0.4180235,-4.0357,-3.8928995,1.1953222,2.0913572,2.376984,0.6692176,1.0041214,-9.338637,-3.351474,-0.9702431,2.1044111,0.33443654,-3.164904
479.9038387582657,-1.6240505,0.32355925,-0.15074882,-4.5054502,1.5202074,0.45882264,1.3387672,1.7802082,0.74546695,0.29028213,-12.7562685,0.9533687,1.2987401,1.1642306,2.1740777,1.2136459
480.2392946824935,-3.04276,0.39216936,-0.16926315,-4.4287853,1.2913693,0.5394481,1.4589051,1.9296199,0.8012355,0.42297015,-13.000368,0.21673809,1.4403918,1.2591283,2.3177323,0.61692804
480.571938125089,-3.788007,0.58234423,-0.39539897,-4.466187,-0.18191391,0.80701226,1.6373383,2.2683227,0.9186093,0.59137684,-12.472426,-3.0070367,1.3379625,1.6106416,1.9255563,-2.6934764
480.90576653196075,-4.1542177,0.39201885,-0.24738503,-4.2189426,-3.9707146,0.5549851,2.0722406,2.220405,1.199341,0.4553516,-11.804132,-3.6009953,1.0988694,2.0311382,-2.132247,-3.016309
485.2287549811139,-4.2652264,0.5143818,-0.20114756,-4.161625,-3.1940532,0.68663067,1.6993747,2.5038571,0.8318327,0.530919,-12.258912,-3.5626442,1.0906233,1.848404,1.2554241,-3.1134994
485.56335188492085,-3.7157595,0.32909507,-0.6883379,-4.1078353,-3.90256,-0.31618515,1.7793007,2.4904506,1.2778647,0.5688928,-10.514317,-3.5332654,-0.14164633,2.2039878,-1.0042144,-2.558509
490.5909780269423,-3.282191,0.28883097,-0.57492185,-3.7186153,-3.1105676,0.4005332,1.7730192,2.2472715,1.200985,0.8629571,-8.772246,-0.988554,-0.12538172,2.5932684,-2.1036313,-3.07575
492.92762636807333,-4.0544887,0.35332185,0.35097834,-4.2407565,-2.0316677,1.0983198,1.7020372,2.2578971,0.7534216,0.7443105,-12.044759,-2.321527,1.3439631,1.5958929,2.1449661,-3.4477873
493.2619550954543,-4.236192,0.15529624,-0.07228073,-4.4437976,-3.71228,1.265605,1.8663155,2.3579745,0.7924586,0.92200017,-12.666991,-3.246367,1.4208559,1.7900015,0.518127,-3.785361
493.5955515817928,-3.8152337,0.22595662,-0.2134125,-4.1736894,-3.9681134,1.2064208,1.7993292,2.3682878,0.79970753,1.0282373,-11.845509,-3.4159544,0.3624701,1.9190776,-2.3911788,-3.880081
494.579584838628,-0.72071695,0.26194,-0.30766642,-4.2916737,1.63249,0.468723,1.3010465,1.714939,0.63438123,0.27351093,-13.049194,1.1573141,1.1977687,1.130394,2.1991014,1.3911551
494.9141973198271,-1.6421798,0.365585,-0.24181242,-4.432855,1.5462457,0.51363665,1.3863655,1.8673576,0.7388405,0.36077002,-12.944672,0.98676187,1.3736056,1.2095134,2.3263452,1.0064626
495.2473765981361,-3.9959054,0.45424497,-0.15978299,-4.5072436,0.894656,0.6924157,1.536331,2.1102545,0.8340507,0.4981047,-13.034666,-2.3425918,1.4685057,1.4256757,2.2190123,-1.5797055
495.581149111223,-4.206747,0.56437564,-0.5881143,-4.2269955,-3.8104324,0.7266672,1.865245,2.40253,1.0742874,0.64541036,-12.850877,-3.2750645,1.0381676,1.9268112,-0.39778745,-1.8137963
497.7538424429379,-3.5306368,-0.402758,0.37422597,-3.732208,-3.3336718,0.31155786,1.8477675,2.4796662,0.99172044,0.89312327,-10.205128,-2.5338755,-0.5720036,2.4029915,-1.8676872,-3.423086
499.903935505119,-3.701001,0.42843327,0.08503425,-4.3474197,-3.5225878,0.88882864,1.6317002,2.536609,0.917141,0.4222746,-12.565661,-3.5790644,1.0838853,1.7718858,1.1572783,-3.4609265
500.23858275884396,-4.147126,0.10322105,-0.29912257,-4.147076,-3.3904324,0.73803717,1.6850177,2.5583055,0.8611903,0.583308,-12.189989,-3.1342692,0.7683619,1.9050622,-0.7382239,-3.359027
500.57171018677553,-3.66039,0.050242934,-0.23091327,-3.9406419,-3.7914784,-0.065823115,1.4732665,2.6060207,1.0251262,0.70880246,-10.030539,-2.1949267,-2.1526537,2.1831934,-2.978922,-2.3892684
507.9377993311231,-4.2486835,0.18762368,0.37970316,-4.3282475,-2.6516163,1.0974972,1.6799028,2.284572,0.74028873,0.8356429,-12.353937,-3.090774,1.2950286,1.5650097,1.9374362,-3.4601722
508.2711803315196,-3.7472315,-0.08966366,0.29805732,-4.19809,-3.8453455,1.2773856,1.7439857,2.3413484,0.5737602,0.8411252,-11.724401,-3.3354495,0.65546656,1.8480769,0.45974928,-2.8995717
508.6049300600752,-3.65465,-0.9659059,-0.039104655,-3.8796234,-3.9609025,1.0770857,2.0337212,2.4660082,0.3596578,1.2197503,-9.970582,-3.2948391,-0.21981493,2.2253373,-2.2055159,-3.2687914
508.76054176492727,-3.9993582,-0.32456434,0.15531598,-3.8573194,-3.6594188,0.5453102,1.1731486,2.514721,1.2379096,0.55927104,-9.660791,-3.1760447,0.34622502,2.3886068,-1.5004365,-3.4093235
509.0118103577783,-3.6101625,-0.8545853,0.04595912,-3.836869,-3.4732451,0.21638505,1.7376238,2.563977,0.8952115,0.9356629,-9.533764,-1.9100914,-1.3323693,2.4702814,-1.6393462,-2.8172843
509.2552829055155,-0.43948242,0.16075814,-0.19571605,-4.297019,1.7022778,0.41587833,1.2423104,1.6315228,0.5741979,0.22482313,-10.766359,1.4008571,1.2012777,1.0832337,2.1461096,1.396218
509.58934554543896,-1.3197678,0.3264807,-0.17493032,-4.681474,1.5478934,0.46536994,1.2744615,1.725198,0.6489865,0.35478443,-12.361217,1.108134,1.2744794,1.1235443,2.2585766,1.0622424
509.9229628592716,-3.6505878,0.4554561,0.036039773,-4.698117,1.2310642,0.7270689,1.5036721,2.1056564,0.8315049,0.5203262,-13.208887,0.63319474,1.4091281,1.39186,2.2952678,-0.58562344
510.25777952582314,-4.4612265,0.4342497,-0.63579595,-4.3479624,-4.094607,0.6053825,1.9570234,2.479181,1.023803,0.8093693,-12.527517,-3.783646,0.90546644,2.023094,0.17973953,-3.4972804
510.5904929207744,-3.8255088,-1.2870691,-0.24781257,-3.8347557,-3.4986434,0.5668357,2.0493243,2.500272,0.89121556,0.852711,-11.066869,-3.4004586,-0.80946505,2.4130957,-2.016187,-2.4557471
514.5795507688714,-4.009309,0.33634123,0.27152342,-4.3062186,-0.9895743,0.7983656,1.5606538,2.418241,0.83034396,0.48682284,-12.831167,-2.2728877,0.9212477,1.6536258,1.598238,-3.5200577
514.9141088106072,-3.8903763,0.28279564,0.026502462,-4.0159535,-3.5164099,0.93372124,1.6407275,2.5390317,0.6309629,0.32086757,-11.987381,-3.7825341,0.6662925,1.8080305,1.481512,-1.5998908
515.24714677643,-3.9237335,0.0038309216,-0.5296065,-4.135719,-3.64888,0.9606889,1.7547523,2.5269306,1.0520233,0.6611236,-11.665608,-2.854877,0.30278322,1.977428,-1.284917,-3.0178943
515.7733296973558,-4.197889,0.46731243,-0.03219076,-4.188718,-3.2916996,-0.5757354,1.8665234,2.4401536,0.5159756,0.74260527,-11.525676,-3.4812448,0.6356789,2.3804944,-2.3892279,-3.333609
516.0244151170525,-3.9891195,0.16998905,-0.47259602,-4.0385265,-3.6329594,0.64262456,1.4526938,2.5206358,0.84057045,0.62491494,-10.960131,-3.3399844,-1.1987509,2.4445274,-2.2847486,-2.999977
518.3211782528595,1.5941027,-1.7721229,-4.2082586,3.058772,-3.3079689,-3.9353495,-2.7711337,0.8613136,0.0598186,-1.8344517,3.439792,-3.2668896,1.6499252,1.5232038,-2.7881007,1.0648541
519.7670910507547,-3.758535,-1.9564321,-1.8017145,-3.7146828,-3.2299173,0.65907925,1.6573429,2.7430775,1.0567545,0.967162,-10.323375,-2.1666708,-1.2700089,2.465755,-2.5467865,-3.185902
522.2780079381146,-3.7101266,0.40820432,0.14774598,-4.462758,0.71607006,0.8744749,1.4543254,2.092105,0.6219515,0.67129713,-12.836662,0.17466374,1.3991814,1.3258015,2.2982612,-2.6584134
522.9466030471535,-4.2918286,0.15519644,0.18914434,-4.2900386,-3.318922,1.1677252,1.6464002,2.3585446,0.5231994,0.8411993,-12.342092,-3.2977908,1.3413402,1.8117195,1.2104305,-3.7172668
523.2801547418912,-4.257777,-0.5053618,-0.58099836,-4.0746694,-3.6458476,1.5692692,1.849412,2.3766026,-0.047647405,1.1268749,-10.409595,-3.5898013,-2.1927273,2.2015414,-1.9633834,-3.472313
523.9306489382229,-0.19235343,0.14340194,-0.18406811,-3.977271,1.7186103,0.44920155,1.2015756,1.63012,0.5816981,0.26171425,-10.482884,1.4812624,1.2337004,1.1034402,2.193167,1.5034393
524.2657076843612,-0.38082144,0.1424983,-0.2920128,-3.4667106,1.6891913,0.4011433,1.1754016,1.588324,0.54664373,0.23125485,-10.204616,1.4327687,1.1673155,1.0259116,2.0944948,1.4839473
524.5984796167957,-3.6968646,0.38447198,-0.06919635,-4.3895493,1.4131166,0.67135864,1.4503468,1.9743993,0.75692517,0.445882,-12.86467,-0.022885336,1.3215858,1.2817314,2.2942865,0.71573246
524.9322255579777,-4.625682,0.39375108,0.09617766,-4.422784,-3.1919415,0.90677744,1.7856061,2.4409053,0.90325075,0.6953809,-12.437676,-3.581244,1.2391734,1.7546934,1.2691679,-3.5834029
525.2675637278638,-4.1559362,0.12616187,-0.4210198,-4.2496867,-4.0262523,0.861632,1.8872852,2.309444,1.1088154,0.4743614,-12.487196,-3.651675,0.99264175,2.1154506,-2.7055938,-3.5124469
526.78001799694,-3.7784472,0.26525402,-0.47687075,-3.885795,-3.4933794,0.7921979,2.1061351,2.3365772,0.35447174,0.8091956,-10.246935,-2.5913317,0.7104729,2.5761962,-2.530459,-3.2165537
529.2549223397006,-3.4819436,0.42383885,0.15955223,-4.459462,0.36559933,0.7622652,1.4855721,2.3245714,0.79046065,0.5506355,-13.271635,-2.0449,1.3564947,1.5858958,1.8623296,-0.46139044
529.5893463118568,-4.2227693,0.24708718,0.22288284,-4.3781524,-2.6588755,0.943418,1.5889592,2.4845862,0.76561934,0.6690561,-12.934103,-3.124493,0.6209355,1.8179538,1.3734751,-3.1850035
529.922664198904,-3.5698051,0.3608466,-0.090284534,-4.203104,-3.282187,0.6843843,1.6048423,2.576021,0.7874667,0.40099272,-12.025049,-3.3463452,0.5020313,1.9581363,0.24799916,-2.834933
530.25659065734,-4.0310864,0.1425018,-0.5185543,-4.02283,-3.844586,0.63648957,1.5360235,2.6725767,0.81242645,0.56558734,-11.19888,-3.5099845,-1.3270633,2.245229,-2.790849,-3.3288913
532.2566698359487,-3.927714,0.39159185,-0.043755524,-4.245539,-0.70718825,0.71468496,1.5621821,2.3600712,0.84634125,0.46135196,-12.824483,-3.3887475,0.8708833,1.4367964,1.8720803,-0.6317313
532.7584946111834,-3.827576,0.1402679,-0.14641821,-4.0252256,-3.4512522,0.6645753,1.8454376,2.4909394,0.8591674,0.43690273,-11.007902,-2.4114966,0.095045045,1.8891525,-2.603334,-2.9900348
533.2590179998325,-4.218173,-0.6277246,-0.38741085,-4.0427003,-3.8810377,0.3362892,2.0850117,2.7271638,1.0088072,-0.010611455,-10.736273,-3.296016,-0.5135943,2.3805468,-2.9150927,-3.4205973
537.9558254673497,-4.1458945,-0.18804005,0.3423136,-4.0826554,-4.0579543,1.3444477,1.8328899,2.5279489,0.14566472,1.138313,-11.582796,-3.6594248,0.8545946,2.0965915,-3.1340842,-3.3674948
538.6060509169396,-0.20955437,0.10900227,-0.19627197,-4.4605813,1.6781192,0.38358197,1.2113591,1.578079,0.5317927,0.20186687,-10.152964,1.4715999,1.1381758,1.0150499,2.137901,1.5755447
538.9403787567521,-1.0248618,0.22809519,-0.13631724,-4.367392,1.6133887,0.4948204,1.2496315,1.6979575,0.55642563,0.35264856,-12.937342,1.1540841,1.2694861,1.124794,2.3002021,1.2942001
539.274086627344,-3.7559557,0.46625876,0.041549426,-4.718142,1.4551854,0.6828906,1.3763515,1.9395381,0.7924542,0.45317584,-12.938696,1.1037104,1.4570998,1.2974986,2.3333075,-1.8176032
539.6075740206704,-3.6674683,0.4795002,0.025012529,-4.357565,-2.3594701,0.946832,1.586811,2.369265,0.87619454,0.6536477,-12.991596,-3.4093907,1.4515707,1.6601391,1.8573245,-3.7373793
539.9413320927383,-4.1790886,-0.0709764,-0.095888324,-4.1504445,-3.8773487,0.29406074,1.9343951,2.3771384,0.9316974,0.8576675,-11.677243,-3.646957,0.48123816,2.1730807,-3.0694075,-3.5360894
543.9300571574971,-3.9853816,0.44273916,0.064470425,-4.4693766,0.7164258,0.8869212,1.3976327,2.2135572,0.62114555,0.53562003,-13.229999,-0.7183179,1.1470491,1.4136282,2.0820723,-1.3393735
544.2646646425169,-4.0849457,0.5009181,0.30885652,-4.25776,-0.18716994,0.86404914,1.5348567,2.4657953,0.64742875,0.6324534,-12.107493,-2.37244,1.1349223,1.7366799,1.8367672,-3.0514858
544.598305571382,-4.0187173,0.39198175,0.33742324,-4.2357287,-3.9828005,1.1209099,1.418253,2.5927517,0.6834506,0.65548676,-12.04506,-3.333662,0.5328277,1.9463354,0.7950572,-3.459505
544.9319321857902,-4.197866,0.18267506,-1.1454787,-3.9898834,-3.4965355,0.6057181,1.0722959,2.9031272,0.7188484,0.7789829,-11.55207,-2.8696773,-0.878336,2.4376037,-2.2911456,-3.5679393
552.26974141865,-2.485193,-3.1579964,1.1889902,3.5377905,1.4358559,-0.30338246,-3.8073719,-1.3456352,-4.036856,-3.9136806,2.6338325,-1.496817,-2.103981,-3.3096688,0.3525262,2.3327436
552.6311290343571,-4.32421,-0.54657173,0.33284855,-4.32633,-4.0864367,1.2994752,1.7934704,2.4229276,0.12581201,1.1515025,-12.119367,-3.5638304,-0.5294873,2.03693,-2.7082713,-3.5697975
553.2806751977768,-0.33213857,0.16688152,-0.2882698,-3.8903027,1.6977788,0.42323872,1.1785854,1.6861973,0.49132916,0.2673809,-10.834186,1.3709303,1.2546778,1.1035012,2.1669908,1.4489831
553.61540315256,-1.1719823,0.2653617,-0.11769217,-4.5731597,1.7258445,0.5695444,1.2879602,1.7807758,0.6534532,0.33914426,-11.836337,1.5423491,1.2659274,1.1433104,2.2420604,1.1590393
553.9493235760538,-2.0444148,0.3592246,-0.044793308,-4.5534086,1.3579717,0.62652993,1.3887367,1.9430261,0.7198886,0.4667338,-12.966867,0.85310006,1.4178314,1.3741902,2.34026,0.25290716
554.2846624362412,-4.054379,0.05553904,0.14942627,-4.2718267,-3.565712,0.7307524,1.8793675,2.4103737,0.969522,0.79792166,-12.308979,-2.709994,1.2052294,2.0907602,-1.7368808,-3.3361554
554.6167325164191,-4.1856866,-0.28357646,-0.5799531,-4.088998,-4.0067534,0.7807404,1.8205512,2.65307,0.76891506,0.86782724,-11.639176,-3.2565353,-1.8018699,2.3643658,-3.4605625,-3.5902667
554.771232013622,-4.255473,0.5811,0.24781126,-3.966742,-3.5522141,0.7265353,1.589991,2.556718,0.8177828,0.55759245,-11.290157,-3.4902155,0.7009675,1.7394528,0.8416392,-3.4220743
555.2712385340405,-4.0290427,0.61735153,-0.6530841,-4.0037255,-3.8869565,1.0457417,1.5268239,2.5231376,0.86378473,0.7735495,-10.791523,-3.0674999,-0.111838974,1.8370647,-2.472671,-3.1911786
558.6060387649404,-3.977513,0.34503314,0.11051864,-4.0603957,0.59795743,0.8394289,1.380255,2.2506824,0.5577331,0.52101266,-12.8314705,-3.1244657,0.9748854,1.4771497,2.0224857,-0.16588923
558.9402700704871,-4.504946,0.45467025,0.10551833,-4.221641,-0.2182942,0.88755256,1.477586,2.4243963,0.5222268,0.584185,-12.572638,-2.7136757,0.76320237,1.7388042,1.7788569,-2.414653
559.2737127305819,-4.455165,0.07097596,0.14782472,-4.2535524,-3.5855448,0.96613014,1.5485014,2.5954463,0.63977057,0.7615509,-12.234155,-3.8913915,0.6499251,1.7769072,0.7805141,-3.6350863
559.6074053637994,-4.0185857,-0.15504359,0.3567255,-4.0983024,-4.082518,0.8712019,1.3464495,2.6920342,0.61753875,0.6606813,-11.394659,-3.6047642,-2.601293,1.9743217,-1.916361,-3.4332285
566.3030077463626,-4.134947,0.33206648,0.3146273,-4.5047793,0.01009427,1.1465485,1.5980805,2.349829,0.55314463,0.8325264,-12.83049,-1.5219383,1.2825314,1.5770792,2.1021996,-3.9572873
567.3062723764642,-2.5357378,-0.48567915,0.42686245,-3.2656019,-4.0189695,1.4005781,1.667381,2.5592194,-0.8086819,0.962537,-8.694453,-3.3964179,0.14583533,2.1504455,-2.9841084,-3.3788388
567.9566053446767,-0.28701672,0.18311134,-0.21751954,-4.100398,1.636479,0.44615552,1.2248797,1.6640227,0.54407656,0.3179032,-11.876762,1.4621015,1.2146426,1.0764222,2.1666467,1.5290239
568.6244512297033,-4.011601,0.41398358,0.010736918,-4.363566,1.31268,0.69311047,1.4187015,1.9701198,0.7003724,0.44133115,-13.32725,-0.26379487,1.4571439,1.2697396,2.3393166,0.28710976
568.958298611368,-4.110779,0.645471,0.101007916,-4.371695,-1.7444628,1.0293775,1.6531477,2.4107301,0.9370929,0.7252596,-12.866882,-3.3613682,1.3121606,1.6653063,1.8498813,-3.0687532
573.2808027957229,-4.4172106,0.45402998,0.21325561,-4.365002,-0.004203916,0.9589527,1.48752,2.368984,0.48268765,0.6213496,-12.5864525,-3.0457463,1.1344904,1.5311488,2.0759134,-3.5290296
573.6157713601772,-4.2948675,0.55776745,0.25375265,-4.425046,-0.97688514,1.0104835,1.3897184,2.4774752,0.54693466,0.6739233,-12.808121,-2.7922022,1.0793688,1.7429394,1.7758714,-3.8482468
573.9488434368914,-4.1429605,0.24936041,0.30774093,-4.3257866,-3.3113081,1.0640861,1.3851881,2.5855136,0.29452762,0.7503129,-12.655435,-3.5479467,0.081455976,1.8068732,1.1961251,-3.8254688
574.282823708664,-4.204566,-0.119682506,0.376196,-4.138339,-3.3063438,0.75849986,1.2240145,2.7494771,-0.11060046,0.77160084,-11.547264,-3.2922897,-1.3168437,2.1517868,-1.6235899,-3.210001
576.7847297500665,-4.7840505,0.4327921,0.122674175,-4.3900867,0.80390644,0.96032405,1.4368621,2.2578917,0.6455466,0.46920916,-12.999344,-2.2567558,0.7013177,1.4083681,2.0733438,0.20274222
581.9821163075625,-4.100219,-0.5789106,0.5059648,-4.128455,-4.0148954,1.625736,1.4919902,2.293819,-0.062355977,1.4232388,-11.872388,-3.5714142,0.8528049,2.0436704,-3.1874206,-3.6844833
582.6316699482917,-0.55129915,0.17165941,-0.1918991,-4.50769,1.6539108,0.5209742,1.2420765,1.6742475,0.56055707,0.32545736,-11.870684,1.5180817,1.2576704,1.1486219,2.2203429,1.2453411
582.9665417603859,-1.6555967,0.30791876,-0.12355034,-4.6001325,1.6532438,0.590567,1.343532,1.7969403,0.6436849,0.41288373,-13.048952,1.4283133,1.3919681,1.2877206,2.3469393,0.5392525
583.2998526402897,-4.1915255,0.42127115,-0.008791091,-4.564868,1.3331743,0.72363675,1.3803014,2.0409458,0.72205603,0.5461496,-12.667208,0.67460525,1.3700334,1.3034515,2.3138306,-1.5010643
583.6338435125647,-4.2221594,0.34586194,0.11990125,-4.4870768,-1.6949757,0.98465425,1.703139,2.3398702,0.7357639,0.6436017,-12.817134,-3.17605,1.1526059,1.7115433,1.6248121,-3.5961995
583.9675320416991,-4.0305157,0.19106758,-0.27956122,-4.0266747,-3.8825743,0.92335725,1.7493516,2.5100424,0.7386468,0.97995174,-10.930865,-3.6173644,0.46859154,2.369349,-3.027844,-3.6831274
587.9566405582815,-4.110508,0.48638377,0.14340511,-4.4972305,0.67927444,0.9924893,1.4282752,2.3860807,0.48406163,0.5988354,-12.954422,-1.984924,0.97727704,1.5781757,2.090771,-2.6306052
588.290947483365,-4.432869,0.41040102,0.28232214,-4.2515616,-1.0906847,1.0380919,1.4762654,2.4345741,0.46649733,0.6447692,-12.603495,-3.4859135,0.5674158,1.6851065,1.6737275,-3.1176884
588.6245140788945,-4.400768,0.19557355,0.1301308,-4.392112,-3.1760683,1.0938185,1.5505154,2.553452,0.21695493,0.7485351,-12.599467,-3.1734738,0.5270588,1.9322168,1.208668,-3.3901405
588.958112943333,-4.008102,0.38026148,0.3634028,-3.6861682,-3.799358,1.2477239,1.3821094,2.5895905,0.017515197,0.751465,-10.515162,-3.0923674,-3.1148155,2.267256,-2.9557085,-3.1420336
596.6574473957705,-4.3348756,-1.2120482,0.5935981,-4.128781,-4.0691156,1.7242595,1.6722505,2.482013,-0.32234097,1.2894324,-11.520993,-3.7610362,-3.0107224,2.0117452,-3.105408,-3.7040672
597.3068354780905,-1.023075,0.23748899,-0.14483362,-4.3318934,1.5844389,0.51564145,1.3421229,1.7924646,0.61711377,0.39667547,-12.401511,1.2602243,1.2511308,1.146388,2.2641912,0.9959158
597.641335302347,-2.3838816,0.30690646,-0.054286454,-4.5438967,1.5689572,0.56604856,1.3477833,1.8637855,0.6920532,0.4888609,-12.164166,1.3464327,1.3459355,1.2912365,2.2807264,0.03722918
597.97541909505,-3.927519,0.4400689,0.13318132,-4.5992637,1.1222547,0.81841135,1.4882932,2.1423624,0.76219726,0.57446444,-13.179339,-0.23669717,1.3770593,1.3845179,2.3167934,-3.0103705
598.642981296282,-4.1707163,0.14668798,0.39217034,-4.1064425,-3.8822703,0.75935084,1.554834,2.4721475,1.2090544,0.796827,-11.93153,-3.579323,-1.034088,2.4440002,-2.8062866,-3.6419396
602.6316334779631,-4.059142,0.425313,0.15411365,-4.5165815,0.35521027,1.0139567,1.4266269,2.3892753,0.47352788,0.7031969,-12.9243965,-1.31716,0.4841019,1.6797537,1.9244887,-3.7711713
602.9660757273422,-4.463843,0.35804316,0.32801792,-4.312568,-0.9126741,1.059101,1.3925041,2.384795,0.46536642,0.688436,-12.320068,-3.2395828,0.6922597,1.6994159,1.3526237,-3.146153
603.2998283170422,-4.451462,0.26732385,0.2713043,-4.192703,-2.9593623,1.1403486,1.2741896,2.6674488,0.17021185,0.7406977,-11.745438,-2.955769,-1.0719326,1.9252461,0.119577006,-3.2296636
603.6335686535476,-4.0783496,0.18574193,0.5246996,-4.0491295,-3.2316616,1.0323279,1.0640045,2.5805411,0.14315332,0.48291105,-11.546408,-3.0054343,-3.1989584,2.1303751,-0.91444963,-3.8666399
610.3291443798283,-3.8119779,0.039252985,0.19740151,-2.9871788,-1.6183856,1.1599724,1.3218713,2.5682678,-0.4829106,1.0755591,-7.2321625,-2.886191,0.8332592,1.7598722,0.5323609,-3.0768213
