,Shared topic 1,Shared topic 3,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 3,RNA private topic 4,RNA private topic 6,RNA private topic 7,Protein private topic 2,Protein private topic 4
69_43,100.78882,3.753779,1.0641125,1.8104726,1.0868022,8.823362,5.223656,1.6210814,1.5838097,7.642766,0.8118463
69_40,57.58589,3.0684216,1.5612069,0.88895476,1.2213229,11.889067,3.3248234,1.9074844,3.6300776,19.232811,2.5708222
41_20,42.796986,2.3793905,2.8672075,0.6740004,0.49112538,5.6656113,1.3336902,0.82921946,0.93773293,2.6643486,1.4984922
81_23,2.270203,53.24036,0.5346535,0.63628066,2.7392921,1.9983764,0.8613074,0.75259864,1.0223013,4.536404,2.7133663
24_43,2.6300213,28.03036,0.64276665,1.0970218,2.5507689,2.355853,0.66289586,0.64596534,3.6271548,9.10228,0.80031556
90_57,36.205826,2.098217,2.152873,0.6624756,0.49904367,7.6326413,1.0902729,1.670546,0.6324185,8.628891,1.1308877
70_38,2.037167,43.968155,0.44725356,0.4087572,2.7406352,1.9702471,0.86255544,0.47106144,0.8608003,5.1012363,1.099833
73_18,5.776408,3.9614384,0.8256724,42.00415,1.5759133,11.720224,0.6491508,1.9179688,1.4110795,7.2788672,1.0418156
48_35,4.2346926,4.884826,1.4496477,2.9041343,1.321577,5.6654034,14.106592,1.477433,2.461704,3.664701,0.8947682
12_49,25.714882,2.833466,2.7219727,0.57544065,0.7329784,7.6317186,0.8613844,1.2821578,0.86727023,5.7578096,0.5514387
71_32,34.938576,3.607121,1.2720649,2.7436974,1.5703477,5.122026,1.0712291,0.9953586,4.9084587,6.150773,1.2137827
117_56,3.534623,16.292141,0.8839065,1.3010297,1.9359463,2.0523968,0.82647914,0.4805566,0.77635944,3.2424307,1.3901044
91_49,37.753044,2.6110897,1.1377087,0.87214714,0.86130524,14.895869,1.2974976,6.091925,0.93845785,4.040256,0.59172857
95_36,21.387383,2.9712238,1.1406705,1.6623669,0.68873364,12.981436,1.3414909,3.2947874,1.0999851,14.345436,1.1375803
87_42,41.91519,2.8139777,1.2821198,0.845629,0.6922783,24.130608,1.700195,2.1137977,1.273132,3.7850595,0.5999428
32_36,17.481667,2.611167,1.5833769,0.93263865,0.7410993,20.531565,1.4626604,5.201303,2.5355723,5.2178097,1.1238884
3_47,3.7681777,5.712452,9.836903,1.0360354,1.8827821,2.2825131,318.70123,1.2361114,1.5763532,101.47159,1.666165
31_37,5.4148693,3.8378334,1.913557,12.384325,0.8108896,12.899594,1.2184352,8.878083,1.083974,11.734501,1.1900707
74_26,2.3664489,61.767296,0.5211385,0.5063836,9.432122,1.7906723,0.8592353,0.3912932,0.861506,4.1203523,1.8326366
73_13,8.699926,3.6122022,1.1922728,1.9192078,1.2262453,10.383875,1.9975647,5.3619347,0.83027893,5.9724665,0.9826532
80_25,3.1183302,21.780708,0.51005363,1.1736542,1.5548625,3.7932742,0.7916051,1.2443801,1.2097524,3.5904446,0.97697365
95_34,5.675948,5.575937,0.75567555,9.55166,2.3290484,3.3018126,2.2062435,2.346818,1.6640482,5.859211,0.680352
25_53,23.076714,2.4345145,1.048649,1.1706753,0.66473407,22.344028,1.3114146,2.4322064,1.5623087,5.2318187,0.66129583
83_50,19.354563,2.5047474,1.2403605,0.95705307,0.862662,17.22139,1.333572,12.455009,1.1225246,9.336596,0.96376836
51_45,124.75111,2.9924135,1.5154638,0.59818053,0.7611217,10.601692,1.3695532,0.97575164,2.9728389,4.717887,0.7450285
43_50,18.127943,2.2562118,16.508337,0.49568063,0.6208618,10.183874,2.427989,0.85057557,2.5997279,4.111049,0.7639952
123_58,16.139954,2.332138,3.481932,0.7223927,0.8444187,11.207363,0.97685724,2.2679627,1.4359562,3.3830419,1.0901364
116_57,4.1314425,5.714009,0.83163476,2.1440322,3.2290683,4.435426,1.2207295,0.814395,1.432205,15.256544,0.79447085
82_50,13.942663,2.920343,1.2618477,1.1926028,0.67773324,23.0863,1.9727421,6.791806,1.446586,4.8339295,0.80172217
69_24,2.5271277,20.983238,0.7344575,0.57019293,29.853462,1.7853191,1.2955996,0.6033317,0.8695444,3.8535285,2.3782017
106_45,8.287121,5.3486543,0.73991597,1.4316373,0.82097304,24.175613,1.1926658,5.4458885,0.72813743,10.352509,0.6819236
94_7,74.694824,2.1853094,1.3526983,0.7608266,0.6303057,8.044715,1.0789883,1.4902071,0.73284054,4.343617,0.856325
81_10,12.306111,3.4283447,0.83003426,7.3415756,0.6739518,19.270836,2.2791712,9.8619995,1.5196803,5.8184247,0.5715903
100_14,37.35875,2.71995,1.2041242,1.2344906,0.6901024,12.127894,1.2071487,1.2785214,1.0316609,3.78082,0.6740098
51_17,10.246879,2.644894,5.87382,1.2134353,0.56810397,10.967828,0.9104153,1.1160643,0.74713147,5.7255607,1.2436744
106_40,2.8951945,74.781876,0.571143,0.6310096,1.3188616,3.8994386,0.86420673,1.2111135,0.6554414,3.4210365,2.871753
34_53,24.32592,2.3813703,1.3679712,0.5731065,0.68413556,12.387717,1.5600787,0.70547485,1.3289695,4.1596246,0.6954041
40_39,2.701126,21.55785,0.6036838,0.821707,2.960648,1.8876544,0.7027982,0.6942095,1.069121,4.094832,21.378864
106_28,19.373688,2.9594395,1.1305804,1.6050676,0.6059288,45.40918,1.3361467,2.2030063,1.1057267,5.525564,0.5824547
73_44,13.010485,2.9770036,1.9117634,1.5800949,0.8623981,26.518707,1.2812332,1.5820023,1.6880443,8.628056,1.2877184
80_47,7.0579743,3.8752449,1.0762687,10.943471,0.7275422,18.052128,1.6251807,7.9451184,0.96217656,9.061158,1.1980186
65_24,6.4126797,5.1170506,0.8613521,5.144641,1.3906484,8.676858,1.4956986,2.330349,5.328789,7.132267,0.7386345
75_33,2.5362587,59.620155,0.5607601,0.6244393,2.3167248,1.9837543,0.7130242,0.596358,0.754729,2.3196988,3.4332526
88_14,2.4912856,38.755096,0.47039044,0.5947274,2.9644587,1.8770014,0.7480007,0.5378038,0.8185687,1.906041,1.6720614
102_38,3.2101102,32.29137,0.6171739,0.88436127,1.1570371,5.471899,0.93499756,1.4194009,0.7239433,2.053845,1.44014
98_6,3.7806857,5.710327,1.7448897,5.59691,1.7553754,4.513816,29.513475,3.7739787,1.494893,17.927341,1.2243067
79_11,14.204647,3.1731734,0.71357703,1.8659511,0.9727838,21.729145,1.4631044,1.5588609,2.8800168,4.4384594,0.5784761
73_41,5.689061,5.3996983,0.8997787,9.4414,1.0494004,9.251458,2.1375759,2.1362321,1.5118501,6.4781833,1.1508037
43_20,26.614397,2.4555225,1.6720071,0.6538984,0.55870295,14.215854,1.1890758,1.9621994,0.76423913,4.2913046,0.9689135
110_28,9.018964,2.9357054,5.7697353,0.88877416,0.7103607,7.793739,1.217174,2.387866,0.59068155,6.6911693,0.68085974
96_38,10.178873,4.353025,1.3629024,2.618792,0.6958363,20.63218,1.6251688,2.0875826,0.85105073,21.849186,1.03495
32_47,2.4852624,66.56632,0.527884,0.6939976,4.428477,1.8886167,0.8162516,0.4809207,0.8387631,12.396055,602.4607
92_27,5.204325,6.292431,0.7397394,2.1477222,1.3632643,11.522873,1.0185679,1.9482172,1.3303872,5.149001,0.7818204
33_28,17.97395,2.3830159,3.2647014,0.7966098,0.49085504,5.734647,1.2075214,0.79604167,0.61124426,2.681374,1.2527025
87_24,7.714116,5.5455914,1.2087951,1.5549889,2.2267191,5.462551,0.7952129,1.7992897,1.9291418,3.8458786,0.52291775
73_21,3.701117,8.423008,0.76977646,3.271715,3.9583812,3.260751,1.0471891,1.1581093,8.546054,20.80254,1.0937368
92_46,39.589348,2.469082,1.1747091,0.8655975,0.8253752,15.628143,1.4219087,3.9786394,1.14654,3.7208848,0.53409564
62_31,2.4536786,49.97986,0.55783445,0.61934066,3.2624404,1.7481048,0.61555666,0.5253491,0.8108579,2.6046443,5.9299107
112_37,5.033593,5.990013,0.8267288,2.0911474,0.8546412,16.202448,1.2744534,1.7441363,1.0918092,3.9664555,1.1277359
62_28,2.4537601,29.458591,0.49340922,0.76289415,2.4281373,1.541043,0.77156824,0.5834085,0.94409716,2.190515,2.906475
113_38,8.208984,4.031782,1.0777829,2.3056645,0.94272465,31.265327,1.600119,6.8591413,0.72644496,5.5420723,1.0680625
72_36,2.5444818,47.859657,0.61567944,0.590829,1.8910146,1.7276524,0.6383784,0.568707,0.7026399,2.9853,3.8827975
93_57,23.311398,2.0819185,1.7817774,0.8678148,0.75458056,7.5261955,1.575465,1.5344629,0.9407559,3.4184752,1.0038799
102_48,11.817745,3.163218,1.0169084,1.7181165,0.7472503,20.245998,1.3889661,4.8702955,1.0573229,4.98543,1.6602867
39_32,8.945587,5.5969076,1.652347,0.63959646,2.1418073,3.2897253,75.16892,0.6590107,42.315987,3.8200297,0.566513
72_19,4.5891986,3.9373071,0.87194663,45.17903,0.9313506,14.352612,0.946524,1.6342206,2.3270855,7.267823,1.039638
35_43,2.781033,71.10329,0.47512317,0.6800358,2.2289956,2.2025445,0.6841509,0.6059892,0.86704004,22.585705,3291.1753
79_49,11.429928,2.855359,2.484696,1.3336663,0.6892519,23.38678,1.6917511,4.8413014,1.3780755,5.087126,1.677517
70_24,2.4434352,48.350643,0.5600276,0.5861751,7.13544,1.4160903,0.62156445,0.36633533,0.68644315,2.8939261,2.9998934
50_35,7.796496,4.78726,1.3800739,0.8213973,1.8151706,9.899506,0.82864517,2.0563948,3.8837717,2.9083376,0.78672117
79_29,2.6288347,53.096485,0.57124454,0.5893902,3.9125686,1.8779609,0.7330232,0.5810812,0.9584665,2.082212,3.312374
99_42,29.627014,2.9342852,1.1338747,0.8318547,0.72013724,29.241968,1.3569767,5.034691,0.95844257,6.395936,0.680654
100_27,3.4188013,41.127857,0.6092628,0.6652088,1.9181104,3.053837,0.8095877,0.7332809,0.9269967,2.1202326,2.5710807
70_40,31.822248,3.3722343,2.175289,0.85582817,1.7815166,5.0588408,2.937532,1.0137807,14.709737,6.2520647,0.6701049
118_66,18.051325,2.4523876,1.2828524,0.7073413,0.65714306,29.611431,1.0708216,1.304167,1.5047586,5.2424006,0.7751527
94_19,7.678748,4.2872744,0.84444404,3.392895,1.3812724,11.764064,1.1416478,13.122061,0.9406393,11.839106,0.5668788
114_46,3.1859326,38.704273,0.59663486,0.7081458,3.8324547,1.8196639,0.5183678,0.5392257,0.67743707,3.355173,4.6435766
15_48,5.2616086,7.083701,1.5894861,1.5030664,0.7384785,12.677439,2.1622639,1.4273508,0.6758895,33.973564,1.0580312
95_39,17.08209,3.3337803,1.0131788,1.7339194,0.66268367,23.315756,1.5772356,17.945623,1.0919709,21.849192,1.0349494
95_9,23.194054,2.755528,1.07865,1.9929181,0.8166112,15.955425,3.3541744,3.2602324,1.659533,2.9047308,0.8921381
62_15,8.102875,4.7313385,1.0021269,3.3445983,1.179117,14.609784,1.3099352,3.0264552,1.182011,16.187279,0.9771881
116_62,21.526253,2.6523368,1.8752369,1.1257294,0.6339665,15.730425,1.1597464,1.2591654,1.2269015,5.677226,0.73713213
96_51,28.924564,2.613574,1.277739,0.8010987,0.6666281,28.040443,1.2118298,1.6400237,1.136625,3.9821262,0.50497687
83_5,49.22481,2.3600483,1.1550786,0.8322283,0.78267217,15.752486,2.0781412,4.800708,1.1237342,4.0835533,0.9117718
27_50,4.2328506,8.600472,0.6775013,2.1002388,1.5870005,2.154438,0.6952015,0.68608063,2.6421027,4.903371,0.71307343
118_44,10.7578,2.9276018,1.636633,2.0008144,0.76735824,47.596245,5.9386525,1.9676116,2.0439708,10.696187,0.59623986
106_31,6.1882305,12.167375,0.8969743,1.2028953,0.9256641,46.19195,1.0846759,5.939528,0.8853085,7.004496,0.8250545
59_27,1.9977788,41.757,0.4507265,0.50768036,13.709454,1.3828181,0.5053713,0.5001171,0.78436077,2.8776011,1.0874869
23_51,24.015337,2.670268,1.2887406,0.58404267,0.74442357,42.311424,1.1120614,1.5361816,1.8142039,4.8029118,0.6465355
82_15,4.387484,6.049714,0.7796829,8.751173,1.4232237,5.956913,0.5475486,2.0558372,2.3208954,5.061283,0.8252889
114_44,2.4340596,79.41407,0.48811245,0.53519034,2.6222734,1.6804253,0.66618496,0.4961852,0.79066944,1.8558295,2.986918
119_51,3.4155126,13.569401,0.6774398,0.9488574,1.5173442,5.798438,0.84127975,2.0526223,1.04705,2.2472584,2.7530735
118_69,7.552402,3.6157804,20.158243,1.6251976,0.6362419,21.347095,4.5214205,5.295136,1.1048067,16.705584,1.7628455
103_26,3.5243638,19.889517,0.65082663,1.3468693,0.8761014,10.616082,0.8480068,1.4368389,0.69115704,2.4514313,2.5258014
93_16,4.2182045,7.981824,0.892504,4.473279,1.8307271,6.8343706,1.0396407,3.9241495,1.770773,3.614084,1.0679444
43_48,28.113068,3.15033,1.520325,1.1143589,1.0104649,5.3390846,2.5072064,1.4426322,2.4142451,5.7332754,0.76695937
61_27,2.105775,25.788246,0.4250139,0.589144,4.682226,1.4780961,0.6652089,0.6561676,0.84916985,4.048167,1.7424446
74_38,2.2274096,38.57094,0.40257052,0.50188,4.1441083,1.2373552,0.6270806,0.33583957,0.78453153,2.409671,4.9677978
124_69,36.99369,2.2085326,1.8234,0.529266,0.5566614,6.7608247,1.1797005,1.0244243,0.7619748,6.2618184,0.84436715
85_49,15.233878,2.8623662,1.7651587,1.1872709,0.56338,26.28339,2.0028038,8.040976,1.067437,21.941713,1.0509613
49_32,5.355181,4.774164,1.7849343,4.093634,3.514731,8.617871,3.246744,1.0264349,9.388883,5.812593,1.0892681
69_38,3.0297132,11.114721,0.61833704,1.1716084,4.118161,2.324116,0.80118793,0.5726332,18.149794,4.6784286,1.0166112
73_5,13.309496,2.4301267,8.327327,1.1465588,0.50749004,11.019954,1.9530545,3.58757,0.70836353,6.0674653,0.96246314
58_42,128.47179,3.234396,1.7291827,0.6878458,1.1572243,6.3943853,33.966465,1.5831422,12.446902,5.430951,0.6640949
100_53,22.170328,2.7394729,1.1730832,0.85949683,0.6387749,22.625818,1.7523434,2.8049421,1.1464252,3.3601432,0.7783759
34_48,2.9423337,10.269099,0.6051067,2.266018,1.5090325,4.5035477,1.1783832,0.8025004,1.1452146,6.353347,2.3181798
51_22,13.545695,3.331036,0.8326722,3.9036283,0.7715685,22.894024,1.6267637,9.602914,1.1532247,7.837639,1.4043641
97_54,50.974586,2.9951339,0.9811372,0.9854089,0.6461406,19.721832,1.3855592,2.6701534,0.98525053,4.961878,0.44035992
39_34,32.28667,5.17154,1.6577308,1.3531386,1.8858382,3.1878016,4.6220956,0.57525593,80.12366,4.1691923,0.5716119
86_18,2.1946702,29.918106,0.4112667,0.57362247,5.0389547,1.6088738,0.48684844,0.5794787,0.61610925,2.4394069,1.9779866
92_14,5.129992,4.8347945,1.2533453,10.90546,0.7448212,5.652223,1.6993588,1.2329823,2.128382,12.815761,0.8855001
45_19,26.614634,2.045551,1.9540812,1.0694009,0.6566905,10.428567,0.8641523,1.239543,0.8856976,5.137179,0.6009982
34_32,10.838181,4.336036,1.3897864,0.7249338,0.96157163,6.6709585,1.2984185,1.4314365,2.3801637,2.6225817,0.71438617
122_61,2.8276777,20.393496,0.69977975,1.0590465,3.8781023,2.5605426,0.99078697,0.6124806,10.734544,8.341703,1.0887041
19_46,2.667138,62.89045,0.5553301,0.57766074,1.7579814,2.105774,0.76577866,0.5212566,0.75918645,2.5364661,2.8864431
18_47,2.3630798,52.586586,0.5005187,0.7432952,1.9233195,2.150645,0.7596155,0.68795455,0.7350365,8.659187,0.9563135
52_22,8.7295265,3.048329,0.9976219,3.1826184,1.0159403,24.315485,1.9130646,3.4748971,2.5591302,3.4062233,1.1652408
84_24,5.9994183,4.450928,0.7072164,4.9843454,1.8113606,7.604647,1.1284796,1.2463512,1.5228198,12.347666,0.75705296
82_23,1.9229258,33.66796,0.38556927,0.47014415,4.8361263,1.6971699,0.65004855,0.45323774,0.7514501,2.3598027,2.0744407
12_42,10.937789,2.5334678,9.252123,1.0879747,0.6784625,7.5845776,0.93562704,1.3729842,1.1677445,9.705626,0.60765433
122_59,5.2186146,6.947753,0.8537303,1.5759661,1.1361154,8.651267,0.98701465,1.0566982,1.9567581,2.7925618,3.2143118
111_46,8.255429,20.022614,1.0405946,0.6055798,1.3813847,6.4760733,0.99111843,1.2042785,1.3749605,2.3587873,0.8818666
47_24,11.085138,3.0958476,1.326667,2.5271573,1.2526463,15.66383,2.6230915,22.425634,1.5032829,4.774318,1.1133888
30_36,14.885418,3.0430918,2.6501312,1.9778051,0.6450428,4.9331293,1.2180766,1.036032,1.3561532,12.632065,0.8828615
73_12,6.1553106,3.8285587,0.8412497,5.1618805,0.8891065,17.035992,1.2592782,8.931763,1.7723554,11.072782,1.3989896
29_34,50.418648,2.8370674,2.0023046,1.1977489,0.52117467,4.703373,0.976878,0.83405536,0.55345356,6.0151663,0.92128575
69_8,42.007874,2.6799917,2.0715609,0.8554965,0.8598796,13.572535,1.8678211,4.784396,0.8743058,3.8176804,1.224658
96_60,48.481377,2.3067503,2.43174,0.6953795,0.50814253,3.4773831,1.0571998,0.6386655,0.59251195,5.946937,1.2687528
21_53,20.987366,2.3308878,2.089426,0.6488083,0.49837202,4.9872055,0.98140645,0.8622599,0.6478744,6.840987,0.68264294
75_34,2.4944997,64.114136,0.4942261,0.5752462,3.8965654,2.0017526,0.6929856,0.6299601,1.2497911,2.2092333,6.457515
104_29,3.4983008,25.483337,0.728059,0.9695596,1.1076163,10.456374,0.8966877,2.9474795,0.64159685,4.366564,1.7195808
70_39,6.3496623,5.55674,1.3496809,1.3508933,16.19088,3.0156136,1.5156204,1.0763321,152.20917,3.8916547,1.0411649
71_42,8.544473,3.4730904,1.5919557,6.9787736,1.2082862,13.076843,1.2948194,1.8257258,2.7622259,11.976742,0.6456094
93_24,2.156702,36.61594,0.4508428,0.4763771,5.7080173,2.0624516,0.6712202,0.5969641,0.9032067,2.3604267,2.074579
108_37,2.7714205,75.982185,0.6167878,0.5221885,1.9674957,2.3145287,0.81025606,0.5312072,0.73153657,2.8939278,2.9999225
60_24,2.194619,35.909775,0.4801851,0.4787161,4.336175,1.5407815,0.6435903,0.48039964,0.8708546,2.6562226,2.442078
91_43,32.408783,2.6232195,1.3463008,0.93897796,0.6728457,19.187521,1.2520131,3.6382203,0.92326474,15.829001,0.9706987
24_48,2.6483202,25.564955,0.6352075,1.6469942,2.2988114,2.9370093,0.75233793,0.7503376,0.96727884,8.806353,0.9448097
21_52,20.78259,2.3953595,1.799963,0.7891101,0.64917046,11.597277,1.0867796,1.5707747,1.0144637,7.063755,0.69841284
96_6,10.333209,2.2936738,18.064167,0.74054337,0.69875395,4.1959047,0.9203457,0.5549341,0.9232539,4.3013115,0.91345596
101_58,14.432338,2.55023,4.0582366,0.785537,0.62757975,22.445124,1.1353929,2.2659926,0.66632813,11.090049,0.84419936
17_52,83.985985,2.7160048,2.2762733,0.54595083,0.5070013,3.1132307,0.77640015,0.6644039,0.60518605,30.097198,1.049085
82_46,8.887463,3.6420403,1.32342,2.588307,0.8378005,23.129967,1.5842514,1.5820631,1.2818419,22.109308,1.025807
124_52,10.33354,2.9460778,3.1559587,0.8800527,0.49705347,5.7599335,0.98721397,1.0728707,0.6977747,7.083579,0.75858843
71_25,2.3696842,31.899342,0.50939983,0.5928229,3.8025017,1.8900993,0.591601,0.49489787,0.79420173,4.420358,1.852807
119_66,18.230793,2.8211153,1.5394368,0.87439775,0.7217241,22.898785,1.0674106,1.6806622,1.6958346,4.5441866,0.773418
86_28,3.8595505,9.0704365,0.7607188,1.8795769,0.98975563,8.991921,0.88160914,1.9206706,1.2875243,3.9394274,1.0329922
58_30,2.5841002,30.347046,0.5141373,0.6135663,3.9058323,1.8792267,0.5652103,0.4279606,0.8235642,2.5965893,1.0423778
39_49,19.43769,2.5193617,1.529276,1.0582888,1.0375667,30.013714,2.0383716,1.2148527,2.826437,6.896115,0.9297025
116_47,2.6236858,29.964598,0.53804153,0.61998945,3.128353,2.1747613,0.6823811,0.6858554,0.72169995,2.0778685,2.6915734
100_60,81.209854,1.9516699,2.7714458,0.72466034,0.540116,4.2503557,2.1218076,0.78894544,1.0226371,5.7365656,1.6185111
85_37,14.043774,2.973227,1.0434668,1.9926808,0.97080743,15.698355,1.5036486,5.0111527,1.3923914,3.3552394,1.2323744
9_44,13.972007,3.048123,5.4756045,1.0138943,0.61946803,6.034823,2.128275,1.5733061,0.6463785,9.769924,1.0068784
50_39,2.1850758,46.742973,0.5551319,0.5478161,7.1857953,1.6137135,0.741659,0.4116995,0.75844705,3.6325188,3.8895879
54_33,3.148448,11.036413,0.82758415,0.7055518,137.87215,2.657524,2.0107968,0.862785,4.393563,2.9183142,0.7902808
72_31,3.5238886,13.445853,0.6375314,4.0929155,2.2200174,2.4032493,0.9804044,0.5268504,0.62748665,8.884185,0.8688598
40_52,27.11928,3.026308,2.0027897,0.8257099,1.1870503,5.308795,2.6378098,0.6554416,12.19239,5.179533,0.8079396
82_24,4.60817,8.466713,0.6209777,1.3512286,1.4681469,8.460714,1.0191847,1.1432018,1.6341221,11.028148,0.5888496
74_37,2.3620362,46.03901,0.46029252,0.47690064,3.4732006,1.1784328,0.6121133,0.35898405,0.54334307,2.328448,2.7698045
76_22,2.5312772,40.619625,0.6109885,0.59115756,3.690499,2.0250883,0.7292406,0.5257552,2.0321724,4.965643,1.4114969
84_41,14.153696,3.0470781,1.2450407,2.1416519,1.0938476,11.805684,1.5284958,33.889774,1.0716624,16.545732,0.94318944
76_34,2.5912125,58.413105,0.5656882,0.59641886,2.9380727,1.5258274,0.66167223,0.44336644,0.69969237,2.109203,3.06961
54_22,4.100532,4.8476524,1.1332558,6.8732567,1.1817021,8.100329,1.5043535,21.00774,1.3471208,7.168,1.3090496
77_11,15.142797,2.91019,0.9967129,1.2500873,1.0400628,13.350531,1.4519823,16.79294,1.7330028,4.242464,0.56696904
120_67,14.838953,2.705622,2.6584837,1.7808328,0.9654401,27.792702,4.5755386,7.4395013,1.3757123,8.169615,1.2466724
49_28,2.3956273,72.676796,0.55959094,0.52200705,2.7744236,1.4423878,0.667707,0.39904714,0.71072584,3.8460765,2.383133
100_9,4.654088,4.7847233,4.5190654,1.7631899,1.5685049,2.2156138,6300.958,0.5972561,1.1170986,33.97353,1.0580317
114_49,7.1932898,5.299775,0.93739796,1.4910885,1.1561106,12.439513,0.6978052,1.9916394,0.7821865,4.6208553,0.8203271
97_38,8.270206,4.718419,1.089437,2.6137009,0.8176181,38.977077,1.4581406,2.9696355,0.9130777,21.934793,1.0502905
102_57,18.088274,2.635882,2.4325643,0.95442903,0.6194821,29.242311,1.302613,3.1428874,0.8997113,12.855543,0.9569865
42_35,23.130709,4.560556,2.3393505,0.9217319,2.0433974,6.2636833,1.653782,0.91189784,100.96181,3.2502813,0.7211634
11_48,10.775333,3.3223195,4.0200233,0.8506212,0.6286707,10.83985,0.6904582,1.4501314,0.65286297,9.118918,0.9632807
78_43,2.5571012,41.574913,0.5770604,0.64131844,2.2419403,2.178467,0.71859765,0.63793045,0.748298,1.9100924,6.15124
101_17,18.991852,2.9399543,1.1743311,1.4116741,0.8591169,25.549658,1.5731446,12.47154,1.060193,4.0051255,0.80586493
95_58,25.546513,2.1513512,2.290444,0.48798734,0.6091955,8.983364,1.2451553,0.9147699,0.8376619,5.086173,0.73497254
34_35,9.46561,3.001956,2.2182627,3.7685368,1.1782594,6.9092045,1.0873913,0.9310169,3.1539876,9.374049,0.5838059
109_55,8.064333,3.8526938,1.5388188,1.9890945,0.85248125,48.14825,1.3620988,8.7359915,0.76620036,6.6244125,1.7205126
89_8,20.504751,2.362113,1.2401636,1.0516226,0.58667696,7.107505,0.7940372,0.83653814,0.9251201,3.255126,0.96221304
66_33,2.7900238,30.02803,0.5488108,0.76522636,1.6917044,1.7998655,0.9178409,0.49319637,0.9534423,3.8544652,2.378308
90_58,9.142418,2.8654137,12.137456,0.98700774,0.49287337,11.521229,1.940751,1.7022904,0.7319375,18.762663,1.048313
95_23,2.504832,30.77165,0.44619864,0.5340147,1.9789363,1.4336236,0.5255991,0.4277369,0.5990871,2.8939261,2.9999235
25_35,6.446209,3.1798646,48.837624,0.8935657,0.583929,4.038993,1.4212734,0.6294863,1.1186295,26.38224,1.146234
3_44,3.5548074,5.1133213,7.0189667,1.4195069,1.8111019,3.5514226,1890.6659,1.0715224,3.9500787,100.339935,1.3104185
85_3,39.29607,2.386785,1.4761608,0.6971897,0.48691756,6.897676,1.0388982,1.1047763,0.7296028,3.9053857,1.3238039
