,Shared topic 1,Shared topic 3,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 3,RNA private topic 4,RNA private topic 6,RNA private topic 7
Rbm38,-1.0517321,1.9652464,-1.0052929,0.08529351,0.73928887,-0.6764549,-1.0043845,-0.22935393,0.3871806
Rab22a,0.29443172,-1.8655105,0.19331333,0.2845963,-0.70053023,-0.010952527,0.7622028,0.009059941,-0.020304495
Stx16,0.38295466,-0.27887085,0.0773799,-0.26904523,0.23043129,-0.0043805726,-0.8302761,-0.0018267621,0.06808047
Gnas,0.43745723,-1.245142,-0.06391824,-0.30728918,-1.2736135,-0.047570884,0.21499231,0.023714894,-0.17171557
Ctsz,-4.503482,4.312583,-1.3488473,-0.5804587,1.2008625,-3.2937942,-1.3706474,-0.8120755,-0.037952416
Atp5e,-2.3092422,1.8457335,-0.55322427,-0.05281188,0.25074688,-0.17308694,-0.35862005,-0.07160007,0.26370534
Cdh4,0.33118746,-3.3149133,0.6072059,0.55807173,-0.43045765,-0.26838157,1.0627074,0.8246159,-0.23160715
Lsm14b,-0.7647004,0.3274764,-0.6577879,0.4948706,-0.16336398,-0.08647229,0.08516242,-0.0033662303,-0.078181334
Psma7,-0.03790033,-0.20790432,-0.37948856,-0.06682797,-0.4466395,0.003967967,-0.98332596,0.44229898,-0.33310995
Ogfr,-1.6691993,1.7130164,-1.1681675,0.30498788,0.41993985,-0.6640074,-0.64452946,0.0024499693,0.3538519
Dido1,1.3010386,-1.2372541,0.37383574,-0.5201906,-0.2550335,0.18053862,0.45922524,-0.19226588,-0.35198236
Ythdf1,-0.02841416,-0.8721593,-0.13699546,-0.018215775,-0.10248965,-0.014813187,-0.14980516,0.0040824306,-0.045113053
Dnajc5,0.6074288,-0.8194263,-0.5792776,-0.053652182,-0.82364446,0.006895665,-0.04116367,0.025383905,-0.06400977
Prpf6,0.04631245,-0.3414493,0.60768783,-0.06000955,-0.52082485,-0.00091539836,0.22754706,-0.014031089,0.09910299
Pcmtd2,0.7856543,-1.7209803,0.36959144,-0.0090494845,-0.22946791,-0.16376203,0.7510234,-0.104535684,0.10472429
Zfp704,0.584192,-4.002328,1.2431968,0.53203666,-0.594683,-0.034423664,1.0489625,-0.052285604,0.1378795
Pag1,1.4101241,-3.402173,0.7386837,-0.045754403,-0.5932423,0.3623276,0.055447366,-0.2827813,0.66443056
Fabp5,0.795797,-1.7893152,0.5809608,-1.1656708,-1.1361548,0.19077268,1.1391063,-0.12627102,0.12792896
Fabp4,-2.494609,2.3903508,0.018331254,-0.34754983,0.1954712,-0.82837105,0.3862345,-0.01840885,-0.9651557
Ythdf3,1.2019087,-1.6282089,0.07955085,-0.26375377,-0.4911219,0.15992926,0.15260506,0.13693681,-0.17317657
Pde7a,-0.47673756,0.84553635,-0.048043657,-0.056091107,0.6028528,-0.13251016,0.22828455,-0.030725865,0.051849116
Nlgn1,-0.03214225,-1.6049497,1.0431731,-0.19779158,-0.8477105,-0.08204523,1.1268785,0.23340563,-0.46250382
Tbl1xr1,0.7794236,-1.5360495,0.18103702,0.062387947,-0.6678466,0.0056585902,0.19006559,-0.0011319183,-0.16485381
Sec62,1.1706309,-1.2064449,-0.4976045,-0.26494572,-0.91818714,0.28188294,-0.646836,0.03622295,-0.9326118
Tnik,0.94401354,-1.2290899,0.6080873,-0.206357,0.017423715,0.041751295,0.37877724,-0.0721057,0.16262457
Skil,-2.360158,3.3302145,-0.87925136,-0.70051074,0.1427231,-2.2274125,-1.1460817,-1.0251995,0.307871
Phc3,-0.29264623,0.23723179,0.4643082,-0.017939715,-0.48045847,-0.05345036,0.44743362,-0.0240361,-0.11441408
Gnb4,-3.768865,3.9185197,-1.2096807,-0.8861471,0.60602105,-1.8268788,-0.81909746,-0.76202875,0.7296935
Pik3ca,1.6894491,-1.9657464,0.22114156,-0.51670676,-0.51555544,0.051605202,1.0893689,0.06975105,-0.48232207
Ttc14,1.3003117,-2.2796142,0.5753022,-0.6150747,-0.6995639,0.33966178,-0.47138593,0.03179436,-0.15298203
Fxr1,0.5642937,-1.2975382,0.12808323,-0.01778727,-0.2480248,0.06649321,0.4873247,0.00728819,-0.6385281
Dcun1d1,0.50891626,-1.5342028,0.23458736,0.26036093,0.09883985,0.0052415505,-0.8149598,-0.050352097,0.17542829
Atp11b,0.7888579,-0.97374856,0.37955183,-0.3744449,-0.48631537,0.010187656,0.74465746,-0.06956333,-0.39110193
Ccna2,1.3858227,-3.4729104,-0.10833675,0.35990405,-0.3503404,0.45023844,0.18290089,0.82368135,-0.385341
Anxa5,-1.0346377,0.81385654,-0.25134367,0.11731292,-0.24605788,-0.25658587,-0.29469788,0.07249211,-1.4264928
Hspa4l,0.99643135,-2.613409,0.2821392,0.4926684,-0.54738086,0.11407049,-0.3199567,-0.19424967,0.25437266
4932438A13Rik,1.6065205,-2.1557765,0.22329439,-0.5764003,-1.3813655,0.82982886,-0.39567947,-0.16380453,0.19300443
Jade1,0.46813893,-0.4621299,0.19435696,0.032491587,-0.36723515,0.061276082,-0.29317525,-0.023723816,-0.37838465
Slc7a11,2.3199658,-3.0082006,0.18731166,-0.39552695,-0.97001684,0.7630919,0.36600816,-0.08434368,-0.18612173
Ndufc1,0.12600458,-0.6205282,-0.6607382,0.1987836,-0.44064385,-0.18115205,-0.73286915,0.95534664,-1.0212978
Elf2,0.43318474,-1.118342,0.08018506,0.040242955,-0.24207774,0.0044782506,-0.08379741,0.053466953,-0.14007452
Naa15,0.9638127,-2.1861744,0.081560284,0.07336311,-0.0017127494,0.05196355,0.08276823,0.11945941,-0.2422
Setd7,1.7026503,-3.1406868,0.27813616,0.32401994,-1.3857132,0.8611933,-0.75973785,-0.015104956,0.18420874
Maml3,-0.69138885,0.0013510585,0.90850556,-0.13011438,0.59492445,-0.6636262,0.43812752,-0.2815336,0.48707554
Foxo1,-1.2781042,1.8049288,0.11746824,-0.27545917,0.48801365,-0.9361732,0.40599772,-0.34690526,-0.39897057
Ufm1,-0.8947556,0.985625,-0.79445106,0.30383354,-0.3847913,-0.081777856,-0.8167488,-0.14522596,-0.39830643
Supt20,1.5050731,-1.6322106,-0.048074517,-0.46339864,-0.057981618,0.17241026,-0.39632115,-0.040983662,0.27216747
Serp1,-1.0772014,1.5744904,-0.67246586,0.018645056,0.035113774,-0.09469063,-0.105778165,-0.027610835,-0.12975845
Eif2a,0.2222131,-0.49022245,-0.008243788,0.08775948,-0.109025836,0.0020620155,0.089679025,-0.0065919007,-0.1067016
Selenot,-0.5782075,1.1577387,-0.6390986,-0.0059516765,0.27943403,-0.17231593,-1.1325331,0.02044135,-0.45999515
Dhx36,0.62278926,-1.3890667,0.676967,-0.59485847,-0.7021632,-0.054520417,0.57082325,0.08062882,-0.6908332
Gmps,0.5030042,-0.8996445,0.01396514,-0.1037527,0.2823254,-0.02237867,0.29835615,-0.055819128,0.048704226
Tiparp,2.4117765,-4.7178173,0.8478837,-0.9038784,-0.6226661,1.1354665,-0.24994457,0.6511159,-0.6554352
Ssr3,-1.3072965,1.8206885,-1.4911381,0.17840335,0.13462335,-0.48282015,-1.0819923,-0.351318,0.5830438
Ccnl1,0.4307207,-1.1373268,0.49660385,-0.08013164,-0.2735095,-0.06848834,0.5443978,-0.059400372,0.18133107
Mfsd1,-3.0625608,3.3731055,-1.0936863,-0.26572496,1.2012473,-1.4668689,-0.7739197,-0.3564302,0.124483146
Rsrc1,1.0985152,-1.8762906,0.6430619,-0.13654177,-1.144894,0.26841462,0.20092036,-0.0009085591,-0.29326618
Ift80,0.36763835,-0.8375386,0.5677972,0.04072572,0.18344192,0.0122263795,-0.72173315,0.0014184744,-0.21402796
Trim59,0.5608058,-1.9049195,-0.17535456,0.5166259,-0.72526497,0.014795512,-0.07625107,0.067852825,0.09144414
Kpna4,0.9301317,-1.6744518,0.24805428,-0.06795646,-0.79074484,0.08050759,-1.0843633,-0.05321703,-0.10597294
Smc4,1.3692856,-2.9686384,0.51433575,-0.04624049,-1.4904655,0.57630265,-0.08616538,0.062716715,0.23255561
Rapgef2,-0.20617947,-0.34356457,0.7705238,-0.07800962,-0.092406526,-0.12970829,0.58425903,-0.0883859,0.40611902
Arfip1,0.007423941,0.32476568,0.026773447,-0.20361187,0.27082655,-0.019666255,-0.30833215,0.011304616,0.084639445
Tmem131l,0.77617216,-2.0802083,0.5594173,0.24537748,-0.5656754,-0.39147344,0.8627418,0.20466164,0.0044538146
Fbxw7,1.2144088,-1.974794,0.5142176,-0.17124903,-0.44939524,-0.016414097,0.15918763,0.0122361835,0.26442394
Lrba,0.18736595,-0.40266487,0.68671703,-0.15961708,-0.2371879,-0.023173567,0.41290978,-0.06580362,0.17293383
Etv3,-1.6168727,2.6960955,-1.2558701,-0.047777764,0.14136748,-1.5382452,-1.1424302,-0.23540185,0.032298278
Sh2d2a,1.6222203,-1.881818,-0.8194991,0.034801293,-0.49409914,0.5887283,-0.9216983,-0.11864507,-0.32048526
Mrpl24,-1.1425841,0.25730383,-0.15055895,0.5782062,0.3159227,-0.31710282,0.057827268,-0.051006157,-0.14458275
Hdgf,-0.9824049,0.64323115,-0.5324505,0.2244796,0.71386933,-0.8026252,-1.3571473,0.08943458,0.32672507
Cct3,-0.45471656,0.15607339,-0.5628521,0.10298754,-0.34203905,-0.06240139,-0.6447584,0.03025184,-0.14305879
Mef2d,0.6077155,-1.8146902,0.21017918,0.09082335,-0.76010716,0.11810897,0.20534383,-0.045838922,0.2544784
Lamtor2,-0.7129915,-0.16088878,-1.321193,0.42913216,-0.69102144,0.06357391,-0.4243912,-0.05001495,-0.34206542
Gon4l,-1.2769284,1.8277727,-0.2566771,0.10533408,0.6928917,-0.7192552,-1.1535499,-0.13953069,0.3386911
Dap3,-0.1910065,-0.59142697,0.13048331,0.03514859,-0.07974268,-0.027267503,-0.400963,-0.011704919,0.87058145
Ash1l,1.6703464,-2.4867983,0.44166106,-0.06049899,-0.8467683,0.15748248,0.69296247,-0.34304774,-0.27163163
Dpm3,-1.0944703,0.08724508,-0.59141475,0.2396842,-0.18923046,-0.20259592,-0.7649763,0.63614184,-0.99666935
Pygo2,-2.4722886,2.2750335,-0.16152959,0.04950159,0.6628003,-0.34878176,-0.80373883,-0.26900256,0.23683019
Pbxip1,-3.4695048,3.3802977,-0.23783112,-0.40495384,0.31485343,-1.7836633,-0.8122665,-0.3789839,0.35831702
Adar,-1.219452,2.6341708,-0.68528676,-1.0464878,0.33808938,-0.60029584,-0.80788815,-0.2586056,-0.68361706
Ube2q1,-0.9345612,0.6124149,-0.65372306,0.1875382,0.30999464,-0.07126041,-1.1439751,0.06692088,-0.0062512057
Ubap2l,1.2903923,-1.9494786,0.25130385,0.036859278,-0.6967254,-0.028174944,0.52940124,0.112392165,-0.0027181692
Tpm3,-1.2846237,1.335957,-0.31957266,-0.096166626,0.08246403,-0.07599375,0.19428423,-0.020364355,0.10622131
Dennd4b,-1.5511074,1.1990043,0.25234967,0.0059731915,-0.3586836,-0.12984632,0.23412584,-0.08518008,0.013708912
Ints3,-1.1238093,0.69915617,-0.15231974,0.08466586,0.39439422,-0.040867887,-0.34714648,0.010306815,0.010632328
Gatad2b,0.7949163,-1.7015115,-0.020891052,0.069859594,0.17923263,0.050491117,-0.6447223,0.0044113016,-0.67894846
Ilf2,-0.37538967,0.17539671,-0.20642585,0.18185921,0.32036784,-0.06242238,0.10793038,0.008373121,-0.1363602
S100a13,-0.7693958,1.4530308,-1.1939979,-0.21194129,-0.29856542,-0.034219857,-1.2208239,-0.029557876,0.105030045
S100a14,-5.977783,5.8216486,-1.389383,-1.4818745,1.6347327,-3.7015898,-1.0563946,-1.0799336,-0.96216476
S100a16,-4.5352716,4.724789,-1.0397805,-1.375298,1.3107867,-2.6401312,-1.1251982,-0.34642673,-0.9383215
S100a4,-6.7423553,6.244275,-1.6567898,-1.5697184,1.6605699,-4.517197,-1.0005579,-1.2528014,-0.88536835
S100a8,-2.1634226,-1.0828179,-0.72770435,0.27274162,-0.3272062,0.5843803,-0.3955096,1.1108979,-0.74175394
S100a6,-6.461941,5.4888024,-1.6257143,-1.3647317,1.5709544,-4.2275524,-0.9694156,-0.9292431,-1.279459
S100a9,-1.872438,-1.5230064,0.45160055,0.28125215,-0.29928336,-0.12316167,0.9363027,0.76134634,-0.2580185
S100a11,0.15060353,-0.902677,0.026246168,-0.18320243,-0.5193148,0.09429516,0.042795587,0.48995477,-1.1198502
S100a10,0.60361433,-0.71605885,-0.92121935,-0.10240068,-0.28683943,0.29465434,-0.5072499,0.03062826,-0.18856686
Rorc,2.9783185,-6.3903384,0.74505454,0.30040348,-0.86306614,1.8817255,0.6630863,-0.3630742,0.5498935
Snx27,0.034612313,-1.0261537,-0.13907664,0.21696977,-0.040010102,0.01252058,0.3603753,0.020319005,0.025751358
Psmb4,-1.578546,0.63472915,-0.61478716,0.4529174,0.284236,-0.36856273,-0.34047043,0.09692026,0.01721663
Pip5k1a,1.0963562,-1.4555786,-0.2669623,-0.20799924,-1.028365,-0.036339242,-0.20568725,0.03880351,-0.13075037
Gabpb2,1.2031159,-2.5852823,0.41547903,-0.17388338,-0.48787695,0.027402215,-0.9541832,0.25835484,-0.07140643
Setdb1,0.4007204,-0.50641257,-0.29585707,-0.10451358,0.19547796,-0.03210215,0.011739108,0.04409509,0.29207358
Cdc42se1,-0.96699417,1.3892654,-0.45628744,0.02852061,-0.07196335,-0.17080975,-0.81526846,-0.1489293,0.30076054
Arnt,-0.75034666,0.81946313,0.47403646,0.0042724973,-0.21396023,-0.0926696,0.8219596,-0.2751499,-0.13154899
Ctss,-5.5879865,4.526846,-1.6162132,-0.100031145,0.40037164,-3.1832101,-1.2173599,-1.1219939,0.65707844
Ensa,-0.3098158,0.4287547,-0.66803056,0.11352657,-0.3534358,-0.11490159,-1.0827736,0.03306615,0.12088787
Mcl1,-1.2162774,1.5941148,-0.37510744,0.09907613,0.56451726,-0.40901583,-0.7101775,-0.26372856,0.49150258
Otud7b,-1.220635,0.85612595,-0.07454638,0.17271753,-0.19884658,-0.04128475,-0.0033048394,-0.065398924,0.28770474
Anp32e,0.12953347,-1.783705,0.050206516,0.6820971,-0.61662644,0.064578086,0.15385832,-0.08050244,0.011661834
Rbm8a,-0.75585407,0.22934724,-1.2923527,0.31713015,0.009384888,-0.14449804,-0.5961767,0.032260355,-0.70807236
Rnf115,0.2727013,0.4108436,0.17701897,-0.07961555,-0.14970979,-0.0109359855,-0.7484389,-0.005782635,0.008006654
Pde4dip,-2.6651897,2.9385114,0.34727737,-0.7791066,0.41815978,-1.0697412,0.3795956,-0.5634866,-0.83932877
Sec22b,-0.6696465,0.55458444,0.06951204,-0.08460413,0.45315686,-0.014840649,-0.8411572,0.009506206,-0.6870472
Notch2,-1.7693083,1.1477125,0.7508049,-0.14307089,-0.513798,-0.6650988,1.0266298,-0.2638148,0.20729278
Cd2,-2.408574,3.1439142,-1.3648688,0.052538015,0.95040786,-1.511595,-1.0669526,-0.9402196,-0.09835879
Atp1a1,-1.4378595,1.4413275,-0.43191826,0.12672517,0.31167725,-0.88676935,-0.39792946,0.047648493,0.29763904
Nras,-0.95103866,1.3279982,-0.31758064,0.2504386,0.6009506,-0.32117227,1.0285953e-05,-0.16355854,0.20346376
Bcas2,-0.7297949,1.5897377,-1.7108436,-0.08061693,-0.5739631,-0.28355795,-0.9000224,0.2385062,-0.4334823
Trim33,1.1683866,-1.7283654,0.29303733,-0.22413126,-0.97888225,0.31066266,0.7082014,-0.092071176,-0.6752514
Hipk1,1.0915052,-1.7690893,0.07315715,-0.054358494,-0.5593426,0.7643721,-0.0002906827,0.16808575,-1.5046886
Ptpn22,1.1545639,-0.76736873,0.3622756,-0.8615192,-0.85978794,-0.13267468,0.5422979,-0.047431,-0.7893048
Rsbn1,1.763765,-2.0703626,0.12438494,-0.23059079,-0.64512914,0.2166178,-0.90855163,0.016672738,0.35844937
Phtf1,0.9844085,-0.38611463,0.2914659,-0.42455196,-0.4465037,0.011710325,-0.014900361,-0.007913675,-0.7859469
Magi3,1.7798343,-4.26692,0.9257523,-0.05813472,-1.2406042,0.5425052,0.67473865,-0.1816899,-0.14391361
Slc16a1,1.3123126,-4.178225,0.34485403,0.7402277,-1.0664557,0.9652257,-0.55572945,0.69016916,0.23456492
Atp5f1,0.44226158,-0.6388824,0.0044228835,-0.43388817,-1.0880799,0.348339,-0.2621009,0.41584328,-0.8039901
Rap1a,0.07514103,-0.16416705,0.40870452,-0.19131714,-0.12114746,0.0027724297,0.0735938,-0.0002511089,-0.13634253
Cept1,-0.0045318455,0.588598,-0.82626456,-0.14105633,0.25460896,0.049273185,-0.88266975,-0.072731264,-0.44682387
Cd53,-2.8721879,3.3397322,-1.5765123,-0.16324422,0.23932803,-1.5525688,-0.67313737,-0.85669833,0.10688918
AI504432,2.6873395,-5.0320215,0.06570066,0.19145744,-1.286908,1.483138,-0.68625575,0.7532111,0.25970617
Ahcyl1,-0.61416197,0.3852319,0.412195,-0.123206936,-0.08049171,-0.004631629,-0.2724047,-0.02269531,0.030418552
Gnai3,0.6391163,-0.4972974,-0.400016,0.008074625,-0.21947305,-0.0027423496,0.29903567,0.012903398,-0.061070897
Sars,-0.89753944,1.3960927,-0.74221,-0.053719036,0.1533694,-0.057867885,-0.23190473,-0.2260076,-0.24578108
Stxbp3,-0.20102549,0.23882583,-0.21896541,0.013930916,-0.17145914,-0.01583408,-0.16298716,-0.020399397,0.022469658
Prpf38b,-0.8008367,0.69274956,0.23861182,0.056785084,0.1838387,-0.10132262,-0.930927,0.0026119088,0.17005923
Vcam1,-1.4556081,0.5862588,-0.5216974,0.75046724,0.243117,-0.24511908,-0.59980977,-0.15228313,0.403887
Mfsd14a,0.507341,-1.5597042,0.22923596,0.57018083,-0.64171296,-0.05636053,-0.27675277,-0.06037515,-0.43501222
Ptbp2,1.7629691,-2.9801526,0.8116305,-0.57642555,-0.7368124,0.817173,-0.5561633,0.08803435,-0.8060875
Fnbp1l,-3.5789766,4.075076,-0.9119017,-0.9812496,0.48048815,-1.9221265,-0.91226137,-0.32851276,-0.057999216
Synpo2,-3.5851693,3.2287483,0.11578174,-0.83238006,0.64816386,-1.7447729,0.6787096,-0.158943,-1.1261437
Camk2d,0.9978317,-1.005733,0.5061052,-0.67050254,0.0046587954,-0.0481937,-0.04956876,-0.035279498,0.027589045
Gar1,-2.1888833,1.1342361,0.26239473,0.14077158,-0.4482487,-0.42005423,0.11024091,0.3013254,-0.39385393
Ostc,-0.58481705,0.34368503,-0.4249199,0.0973181,0.34681284,-0.0353165,0.07877431,-0.001089414,0.052225836
Sec24b,0.7753998,-1.0948142,0.6467584,-0.28731993,-0.2978437,0.020299299,-0.11739968,-0.06319427,0.06730353
Aimp1,0.08132437,-0.9190731,-0.31885415,0.13481075,-1.0747405,0.18829584,0.36113697,-0.042556986,-0.77052355
Cenpe,1.4664516,-4.8768163,1.0447881,0.24824557,-1.12596,0.16171333,0.67539227,0.45677873,0.27691016
Cisd2,0.56567746,-0.33285645,-1.0421654,-0.022791283,-0.6637317,0.0120211225,-0.95580727,0.0064235,0.14418256
Ube2d3,0.6216283,-1.2869825,0.13239154,-0.043163583,-1.1040844,0.15129514,-0.300298,0.031558637,-0.65232337
Nfkb1,-2.2993867,1.7669985,0.018378727,0.06445182,0.3747517,-0.5340148,0.1500609,-0.14224583,-0.0062565566
Ppp3ca,-1.4412496,1.5300915,0.21704023,-0.12925395,0.40484706,-0.4527052,0.25242582,-0.21091999,0.37351984
Dapp1,-0.10948235,0.4059219,0.4159233,-0.009080741,0.21157338,-0.030640561,0.5638614,0.0036840288,-0.094286434
Eif4e,0.8455981,-2.4220157,0.5448868,0.1910824,-0.3563953,0.18319899,-0.7010047,0.18358889,-0.69896996
Pdlim5,0.23999156,-0.24311747,0.22656354,-0.03661533,-0.0038756563,-0.014355162,-0.031834565,-0.0033455116,-0.19031651
Gtf2b,0.7344403,-0.82177436,-0.8128388,0.009057432,-0.24311878,0.12108838,-1.0287268,0.0153733175,-0.041199867
Pkn2,1.3313038,-2.8143253,0.6340166,-0.499295,-0.60678756,0.49458945,0.1726966,0.14090912,0.08374884
Lmo4,-0.79840994,0.30700096,-0.48721495,0.4438016,0.7258911,-0.22414382,0.07520272,-0.29112494,0.7798915
Hs2st1,1.1215427,-2.5178988,0.77370954,0.050950967,-0.4271191,0.3659312,0.27650732,-0.022562008,-0.71090746
Sh3glb1,-0.54949045,0.38759768,-0.353382,-0.02280241,-0.62712705,-0.07260515,-0.26684082,0.017394911,-0.58654016
Bcl10,0.17729092,0.83016515,-1.4900093,-0.34484392,0.5046038,-0.049681228,-1.2150683,0.019496717,-0.40777647
Prkacb,0.57924443,-0.86757857,-0.5424318,-0.15408185,-0.34647474,0.025088318,-0.35527256,-0.0016808759,-0.20312898
Fubp1,0.53547096,-0.79835224,-0.0067927972,-0.006770632,-0.10290682,0.07402949,-0.69028324,-0.018301057,-0.11103051
Zzz3,1.0478854,-1.1958289,0.027382495,-0.31655782,-0.64108855,0.17521393,-0.47578463,-0.12331707,-0.06511765
St6galnac3,-1.4749405,0.45418262,0.697417,-0.040075645,0.46950564,-1.9149702,0.84777963,-0.66041017,0.81439227
Ankrd13c,0.006855663,-0.36707205,0.49124086,-0.02667063,-0.4728496,0.0022479687,0.6971139,-0.012257363,-0.32308787
Srsf11,1.1249114,-2.3482816,0.049869187,-0.047689177,-0.88755554,0.61027443,-0.4477923,0.6874991,-0.3373939
Wls,0.7039492,-1.0851477,-0.31139266,-0.013154449,-0.03240697,0.02720869,-0.11776413,0.048051793,-0.12537427
Impad1,1.5359873,-2.4473019,-0.2350043,0.45399648,-0.7419531,0.15829462,-0.15408401,-0.06884325,-0.36813867
Sdcbp,-0.13444415,0.12063219,-0.24439724,-0.0036774534,-0.15955417,-0.0039675273,-0.10173079,-0.0040331734,0.011988043
Nsmaf,1.0905654,-2.3678777,0.4399302,0.18511365,-0.44363856,0.3671838,0.49366572,-0.11518048,-1.0144103
Tox,1.1070646,-1.7763116,0.48508862,-0.34697443,-0.031740587,-0.30217278,0.74112827,-0.59563154,0.3932987
Trp53inp1,2.2457416,-4.4983926,-0.20104986,0.28979036,-1.103552,1.8311743,-0.21163327,0.50987375,-0.49605903
Virma,0.9817286,-1.3246865,-0.23786373,0.0065789632,-0.49558228,0.07967568,-0.38562486,0.11250227,-0.68149334
Map3k7,0.4069239,-1.6350399,0.7863554,-0.15368593,-0.7348677,0.06915207,0.28450802,0.082502626,-0.18242554
Casp8ap2,1.1877681,-2.408893,0.25744542,-0.27433684,-0.9362302,-0.053402215,0.6321038,0.33413613,0.14121597
Bach2,-2.806011,3.062809,-0.037321754,-1.031637,0.90160114,-2.5418224,0.393636,-0.93396634,0.32175106
Mdn1,-1.5892389,1.0065187,0.4899849,0.11539211,0.23091954,-0.67768633,0.6771778,-0.033172533,0.20524321
Akirin2,-0.4001009,0.21163434,-0.39908117,0.035395432,-0.082394086,-0.013829884,-0.7054621,-0.0023710362,-0.02567501
Rngtt,0.7321199,-1.9546704,0.54520154,0.05109268,-0.38718945,0.1820982,-0.07438176,0.0003643007,0.2516882
Zfp292,1.5134971,-2.235184,0.65808,-0.4977464,-0.056273647,-0.022529006,0.531631,0.0761928,-0.03727179
Smu1,-0.18154716,0.1814338,-0.81141466,0.00832047,-0.3075275,0.07441954,-0.75980335,-0.040615678,-0.057865538
B4galt1,-1.6836047,1.8762169,0.24070452,-0.18190078,0.6984222,-1.0188153,0.7281747,-0.35556173,-0.18279348
Chmp5,-0.7053119,0.07679433,-0.25253633,0.043716002,-0.21940246,-0.006249534,-0.61329347,0.025544122,-0.10530662
Nfx1,0.15834084,-1.0803416,0.39795056,0.057318173,-0.13455555,-0.005451785,0.60854775,-0.008008141,-0.117997035
Ube2r2,-0.21687093,0.61057085,-0.01563568,-0.059776843,0.12542012,-0.03584323,-0.0314906,-0.0130993845,-0.11643456
