,Shared topic 1,Shared topic 3,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 10
IK,1.5780815,-0.5753712,0.652583,-0.11653015,0.17232485,-3.0093696,-3.1210558,-2.0828557,-3.0809975,-2.6190293,-2.6960335,0.91362476,0.6643241,1.2983252,-0.62328935,0.962318
ZMAT2,1.2500802,-0.4115353,0.5305583,-0.6507097,0.15799949,-2.6887305,-0.30672744,0.35934657,-2.4229283,-2.9413967,-1.2926337,-0.43393943,-1.0575743,0.55574054,0.56117475,1.2592137
TAF7,1.0204146,-0.16260415,0.7184196,-0.15101705,0.052773893,-2.6711404,-1.8210993,-2.8945217,-2.266399,0.17249766,-2.7861145,-1.2107056,0.883143,1.5882118,-0.017155208,0.9401626
DIAPH1,0.83352476,-2.0599074,0.09373303,-0.08271233,0.39988708,-3.1101265,-0.99736685,-0.66238344,-3.173929,-0.616315,0.35645682,0.016646538,-0.19820024,1.0886502,0.40510514,-0.29572594
NDFIP1,0.21720202,-0.043966196,-0.11089961,0.05935395,-0.0051382296,-1.3630117,-0.42881393,-0.25862074,-0.04566521,-2.782146,-3.1150253,0.20917863,0.78126186,0.14027825,0.23721798,0.08267981
ABLIM3,2.8363981,-4.70933,1.1684579,-0.28678268,-3.2518516,-2.5959272,-1.3889835,-2.6232986,-2.8265204,-1.0437018,0.59309155,0.99297243,-2.3280694,2.7905114,-0.26968855,-1.3981547
CSNK1A1,-0.46969652,-0.05800935,-0.3871495,-0.17312205,0.27066675,0.54019535,0.71024173,0.37340653,0.47948313,0.087187186,-0.02499061,0.38186544,0.3701241,-0.97999084,0.22040278,-0.18291941
CSF1R,-4.9920244,0.48234794,-0.35486418,0.2438487,0.2502073,0.90671253,0.08047203,1.2082701,-3.1128783,0.89561725,0.3776353,-1.193388,0.7427566,-2.3407228,-0.6530852,0.2963888
SYNPO,-1.6585793,-0.09874295,-0.52456903,-0.08759022,0.18037604,0.9322154,1.0462325,0.80657697,1.0028068,0.13873117,0.7045486,-0.08177983,0.15536705,-1.9075649,-0.016461847,-0.56837636
TNIP1,-0.09250075,0.0590309,-0.38433135,0.008889777,-0.1942846,0.9582481,0.22119384,1.0284632,-0.3904089,0.4566508,0.5755561,0.48310164,-0.17758583,-0.55913496,-0.09068776,-0.23144764
ANXA6,-1.52104,0.015269309,-0.73236495,-0.010934871,0.16035798,-0.05338814,1.2450589,0.77302825,1.3729701,0.16260192,0.25421682,-0.8098786,0.49763972,-2.004827,-0.5877352,-0.7697361
ATOX1,-0.22243859,0.08201255,-0.33929747,0.0056865993,-0.0012100842,0.07037532,0.71960557,0.62493694,0.48440102,0.895779,-1.5501487,-0.070424646,0.49748883,-0.4283642,-0.2697493,-0.5860823
G3BP1,-0.3865372,0.27611282,0.31966373,-1.5444027,0.45355478,-1.3343251,0.5962509,-0.9818819,-1.9138796,-0.8871439,0.2292662,-0.7850961,0.64740026,0.21761826,0.8298679,0.48581
LARP1,1.6110207,-0.335539,0.06856085,0.13885981,0.11256932,-3.2533078,-1.8916217,-1.5562272,-3.1547,-1.5749062,-2.84203,0.14720646,0.5050886,0.9125339,0.3280283,0.60447454
MRPL22,1.5476265,-0.6039885,0.6976777,-0.05153444,-1.398806,-0.8903818,-0.50385386,0.25475222,-3.038515,-1.926675,-2.7000985,0.71016216,0.20819087,1.7063285,-2.4877877,0.7743771
HAVCR2,3.49673,-4.372218,0.48830512,-1.2979496,-1.4019024,-2.8970053,-0.82925135,-2.1279624,-1.4638752,-2.7084482,-2.5967515,1.1657667,-1.5717175,2.2522151,-0.6647915,0.25474107
CYFIP2,1.6895325,-3.5283675,-1.3901117,0.14665447,-1.7596703,-2.22569,1.5215656,-0.6760463,1.9674072,-1.3879343,-2.6182172,0.5100468,-2.1124718,0.7662413,-2.8776982,-1.07845
TTC1,1.4880493,-0.26800683,0.48353347,-0.71331865,-0.10789087,-2.1674452,-2.0555062,-1.5526421,-0.7943817,-0.4136919,-0.3122835,0.7301849,0.07263045,1.1172421,-2.0583818,0.9324711
SLU7,1.2216282,0.5491697,0.8080157,-0.4370408,-0.65332186,-2.9532838,-2.4182625,-2.4114149,-2.5989132,-2.3435776,-2.5411158,0.15753178,0.9580679,1.633837,-0.09474637,0.98639125
CCNG1,0.9309492,-0.07402256,0.48614788,-0.45758587,-0.17154592,-0.89378905,-1.1734928,-0.7604005,-1.1282964,-1.024498,-0.23165156,0.9977507,-0.37479448,0.55137825,-0.36916924,0.8176849
MAT2B,1.207484,0.120998815,0.5129834,-0.038403876,-0.66716784,-0.71329665,-2.2350047,-0.8580721,-2.7149572,-0.10575496,-2.7994454,-2.123318,-0.35169595,1.0550141,0.6224473,0.9918343
ERGIC1,0.018371731,0.0029665874,-0.14279869,0.041901406,-0.3357345,0.014355143,-0.32262042,0.6560124,-0.114768416,0.4138121,-2.7769763,0.374341,-0.6978745,-0.11575164,-0.001651943,0.103317834
ATP6V0E1,-0.18828015,-0.220636,-0.3854972,0.0067447685,-0.02754299,0.55054843,1.0965362,0.5035798,0.6454311,0.34751758,0.7116583,0.4117475,-0.31654078,-0.5738578,0.11489755,-0.7712721
STC2,0.31985432,-0.5067806,0.62410104,0.27900928,-0.072743945,-0.83865976,-3.1120443,-2.4923818,-3.0309167,0.47904512,-2.8284729,-0.5457699,0.42643505,1.2809395,0.5404524,0.597509
KIAA1191,1.9270835,-1.6951189,0.5537783,-0.5023743,-0.1339008,-2.1507187,-0.11320907,-0.053880714,-1.1367649,-2.088436,0.04452758,0.52421457,-0.3721571,1.4575679,-0.3106903,0.6152895
HIGD2A,-0.010313492,-0.11830163,-0.31158233,0.017406378,-0.061745457,0.70444417,0.2321009,0.98644584,-0.68875945,0.47958753,0.20048296,0.5312959,-0.07916197,-0.50000036,-0.57940733,0.07922213
CLTB,-0.7348417,0.023640394,-0.7064708,0.07550737,0.40972134,0.6266286,0.22223122,0.3043563,0.20233274,0.15547062,-1.6266488,-0.29083243,1.120046,-0.6358325,-0.5339271,0.2729685
PRELID1,-0.03620373,0.045471773,-0.8449341,-0.005588285,-0.034433823,0.21915393,0.24218109,0.8353753,-0.6582445,0.40124115,-1.626308,0.34104815,0.27210972,-0.3199488,-1.0947137,0.14563482
LMAN2,-0.64698803,-0.29258585,-0.38020533,0.03764085,0.038512673,1.1308917,0.3209334,0.671988,-0.41258913,0.5007321,0.71428573,-0.16181542,0.2900652,-0.75157297,0.05650249,-0.38928863
RGS14,3.3509114,-2.3676,-0.17903289,0.29829574,-2.5012567,-2.7641277,-2.5390196,-1.0762455,-2.660164,-2.4407616,-2.322453,-2.0887625,-0.7440167,3.0737462,-2.2200286,1.3176835
DDX41,0.94678485,-0.42134902,-0.06815158,0.050885677,0.07389481,-0.020771613,-2.075084,-0.21992202,-3.2595093,-2.3621235,-2.4860861,0.3173464,0.55062383,0.5660768,-0.5273332,1.0001069
TMED9,-0.40313357,0.051844984,-0.35235047,0.027249344,0.23955055,0.47274262,-0.33488327,0.68094873,0.10469325,0.5208531,-2.542814,0.054605763,0.50711715,-0.621856,0.15863031,-0.07660504
NHP2,0.074208,-0.24199872,-0.13541661,0.1785125,-0.025067905,0.17679663,-2.6509986,0.61393625,-3.415159,0.08605017,-1.401778,0.058798105,0.37207994,-0.06850657,-1.2402472,0.6490239
HNRNPAB,0.35496852,0.1432135,-0.25359318,-0.6401857,0.2861551,-0.99671084,-0.9681234,-2.2321136,-0.14323406,-1.08281,-1.1402459,-1.0907313,0.89225835,0.33359995,0.008116147,0.45973969
PHYKPL,2.360147,-3.1304061,0.24110715,0.62900674,-0.37967286,-2.8065588,-1.9582614,-1.9683903,-2.9533644,-2.3402703,-2.4757357,0.6288574,-2.5378017,1.8428385,-1.4005275,1.2544371
COL23A1,-0.13832694,-0.12620297,0.63734835,0.46607506,-0.8989142,-0.87560135,-1.5370733,0.27693033,-3.297593,-0.90212435,-0.6484526,0.5151311,-0.35393584,0.7645682,0.31394234,0.2611481
CANX,-0.72147286,-0.66228145,-0.54446304,-0.08685473,-0.74980974,0.8287481,1.3429238,0.2838238,1.0714513,0.95929974,0.98228985,0.47283548,-1.9425231,-1.4222386,-0.09924592,-2.157565
MGAT4B,1.4177258,-1.2708375,0.20066465,0.17359117,-0.14312823,-0.8561805,-3.3300943,-0.4719584,-3.3612359,-0.83515376,-2.5771627,-0.45993713,0.5154126,1.244909,-0.053540435,1.0747889
SQSTM1,-0.576818,-0.13720968,-0.49137247,-0.03245967,-0.02807651,0.8411313,0.9178804,0.7225008,0.7127965,0.6238635,1.1118851,0.21427551,-0.15672027,-1.0358531,-0.53453046,-0.48422304
TBC1D9B,0.89673305,-0.56657827,0.087003216,-0.020989656,-0.015958823,-0.407808,-1.4693353,0.39407143,-0.6969144,-1.3549253,-1.2931072,0.326653,0.50101525,0.47422302,-0.38114485,0.36581308
RNF130,0.48311326,0.28143907,-0.03006977,-0.07303841,0.05035525,-0.76077336,-2.2992463,-0.56413364,-1.8811392,-0.38802844,-3.01105,0.17224379,1.1135002,0.039823577,-0.21883477,0.46711487
MGAT1,-1.823075,0.20779538,-0.7089388,-0.0033602333,0.20455788,1.0437038,-0.039483648,0.7681138,-0.5159433,0.7855762,0.20950352,-0.26870945,0.5112167,-1.7655865,0.16020642,-0.5137366
SERPINB1,1.2654567,-0.1916515,0.30146408,-0.80659527,-0.0782106,-0.558064,-2.4670172,-1.6488396,-3.077829,-0.32630506,-0.18415998,-0.16708267,0.7211928,1.1148573,-1.0492662,0.70409536
SERPINB6,-1.2588558,0.059775442,-0.36109665,0.08344085,-0.014227399,0.8315328,0.69313234,0.8162886,0.6409552,0.6288042,-1.0518426,-0.6368789,0.3983405,-0.77583265,0.20772031,-0.41543943
NQO2,2.2647367,-2.339043,0.35815567,-0.089113876,-0.14845371,-2.5786786,-2.5634196,-1.7787945,-2.6929672,-1.9173926,-2.46412,0.0040391404,-0.9394246,2.6158702,-0.059605274,0.9298009
ECI2,3.2726054,-3.6910539,-0.08232337,0.12856749,-0.6783804,-2.8121436,-1.7754285,-2.6821349,-2.7241056,0.50665385,-2.4956484,-0.49002865,0.04770016,2.4433808,-2.2200916,-0.171159
SSR1,0.10257231,0.053200282,0.070667975,-0.872538,0.07835389,-0.53087133,-0.13206756,-0.24028428,0.5452803,-3.096786,-1.1062986,-0.088645585,0.5918582,-0.08858274,0.07277253,0.54494226
TXNDC5,-0.29969144,0.35662264,-0.19756557,-0.012084374,0.30520657,-0.74528515,-0.2553828,-0.15026604,-0.8614883,-0.29768404,-3.0784776,0.1030038,1.0728292,-0.28843656,0.35083142,0.35665128
TMEM14C,0.8688887,-0.19887307,0.26301235,-0.007333462,0.07941573,-3.1819885,-1.3322829,-1.3342811,-0.6591464,-2.6671648,-2.9037094,0.7184558,0.38194403,0.63716483,-0.2336274,1.0080043
TMEM14B,1.804785,-1.9861608,0.43275574,-0.5753333,0.20940712,-0.17478684,-2.276936,-0.73409957,-1.5124791,-2.5352917,0.29058418,0.36480302,-1.5244696,1.497494,-1.3460069,0.924107
NOL7,1.5099552,-1.901561,0.8533832,-1.0429171,-0.05771218,-2.765362,0.37725425,-1.0645834,-2.048164,-2.7997017,-2.798789,-2.0132225,0.03755159,1.844836,-2.1756248,1.2717531
TPMT,3.6697025,-4.1763606,0.51252824,-0.32529506,-3.220918,-2.7313924,-2.3750489,-2.2254927,-2.7379777,-1.4260226,-1.2110479,0.972726,-2.0834267,3.2611046,-1.6613617,-0.24667314
DEK,-0.15818003,0.6420145,0.5655377,-0.028677119,-0.20173144,0.33127105,-2.762194,-1.2762276,-1.9616743,-2.1804638,-2.4783227,0.24376515,1.0764667,0.19459602,-0.35887203,1.1521804
ID4,-6.47999,-0.50423044,-0.49034086,-1.731285,1.2767894,-1.1445364,2.0143533,-2.3410535,2.3609898,-2.2842066,0.65738446,-2.3508294,1.5820765,-0.90528685,-0.90989226,-1.595794
C6orf62,0.21417995,0.2853986,0.019237386,-0.095377944,0.044428285,-0.31682968,-1.3192707,0.3873481,-1.8739107,-1.3512783,-3.0071847,-0.52392924,1.0470494,-0.11094251,0.34447896,0.603424
HIST1H1C,0.72537124,-0.37100917,0.66085166,-0.026886692,-2.2257051,0.15232901,-2.1219294,-0.552861,-3.168625,-0.3256426,0.68803835,-1.3717842,-1.8236793,0.8525773,-0.31165373,1.2768415
HIST1H2BD,4.1521864,-5.9352064,0.92161727,-2.7830217,-3.1686568,-2.5421946,-2.5597842,-2.559169,-2.5123534,-0.9641303,-2.324156,0.898085,-2.6502466,3.6891549,-2.6553056,-2.4024112
BTN3A2,2.3819103,-2.3010435,-2.1456554,0.35325673,-0.02498146,0.16574281,-3.0384092,-1.1979057,-2.7294545,-0.896874,-2.2497916,0.20315313,-1.6005114,1.8456271,-2.439044,0.9420394
ZSCAN16-AS1,1.0972611,0.13518766,0.5557224,-0.63462937,-0.42610297,-0.15159357,-2.7455018,-1.1925586,-1.0016543,-1.1333205,-2.2031872,0.22925143,0.6778976,1.23854,-1.0888262,0.78929245
MRPS18B,2.881349,-3.361239,0.9899818,-0.1829295,-0.17037633,-2.884874,-2.8167143,-2.0392652,-2.5980792,-2.081026,-2.2778804,-0.61040825,-1.2281401,2.8747778,-2.3169365,1.1621716
PPP1R18,-1.5715325,0.113275796,0.03319099,-2.6223614e-05,0.8361278,-2.3574092,0.4895532,0.11910163,0.9015007,-2.7575562,-2.9490993,-2.5873997,1.4785646,-0.6974965,-0.2615189,0.86038464
TUBB,-1.4552538,-0.29907012,-0.61905617,-0.25428385,-0.18607046,1.090271,1.1883149,0.65067846,1.0166069,0.5722298,1.2367803,0.21052822,-0.66640776,-1.8985782,-0.26772586,-1.5228053
FLOT1,-0.5038077,0.15332337,-0.4641594,-0.36207217,0.15538341,0.79902613,0.4437199,0.8031859,0.521557,-0.077449486,-2.6326227,-0.043808088,0.62915033,-0.41655755,-0.00030290242,-0.19827458
DDR1,2.6442964,-3.9079537,0.99616635,0.44553608,-2.759674,-0.12703653,-2.6523209,-0.8465193,-2.756172,-1.8165364,-2.6433294,0.29361513,-2.8084788,2.454144,-0.07246027,0.46805412
DDX39B,-0.37549657,0.14618723,-0.16098073,-0.06859661,0.631095,0.49265587,-0.12289831,0.17085546,0.46975136,-1.4460632,-0.91516453,-0.42369086,0.88993686,-0.15171994,0.6564961,-0.1866144
LST1,-2.8042884,0.6097435,-0.9999874,0.71162707,-0.6898065,-1.5456426,-2.0722103,0.9218379,-0.24168748,0.39282173,-1.7910583,-2.4605582,-0.8045522,-1.8579469,-1.8398898,1.9054997
AIF1,-3.275506,0.9318836,-0.16263944,0.13233252,0.37194237,-0.12805107,-1.9380127,1.0844433,-3.195981,-0.44849694,-1.6635945,-2.3508396,1.235863,-0.96125424,-0.45457083,0.9217264
BAG6,-0.31812796,0.11144741,-0.05782836,0.047230624,-0.008163629,-0.40207064,0.24006163,0.5412041,0.1508556,-2.128314,0.55241984,-0.8498427,0.73599386,-0.26164955,0.12101361,-0.0425745
APOM,1.649859,-3.0515928,-1.3460066,-2.2870874,-2.923412,-2.405356,-2.0231402,-0.7004197,-1.7675295,0.10816061,-2.0337265,-0.665092,-2.401264,3.8132143,-2.4655907,-2.1787207
CSNK2B,-0.12525406,0.13721773,0.054837707,-0.16904655,0.27153563,-0.44390723,0.1565622,0.054883715,-2.2148027,0.77370656,-3.1102283,0.23707326,0.63590014,0.13419867,-0.77301466,0.11088822
CLIC1,-1.5431693,-0.25309733,-0.6111577,-0.1014613,-0.18987826,1.2621998,1.0176454,0.5499526,0.5549859,1.0737926,1.4113836,-0.08979807,-0.19092791,-1.6836213,-0.5335945,-1.00434
