,Shared topic 1,Shared topic 3,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,ATAC private topic 3,ATAC private topic 4,ATAC private topic 10
642.0014831520969,-14.482838,-8.94041,-4.3776264,3.4412544,3.068352,0.9242804,0.613066,-7.9329467,11.094706,-1.9420272
646.6580257684512,-14.280308,-8.6559925,-4.301685,3.499484,2.9724593,1.1544559,-2.0548801,-7.8569603,11.036303,-2.5968633
646.9925690334887,-13.763765,-8.543715,-4.281975,3.5196824,3.0527182,1.0275289,-2.7856233,-8.276321,11.116716,-2.5131679
647.3260359946927,-13.796527,-8.214306,-4.2260427,3.4681284,2.912313,1.0718267,-2.2945898,-8.187384,10.494888,-3.143459
656.008808959616,-14.392144,-9.062517,-4.324353,3.476323,3.0765812,1.1886084,-0.3115794,-8.796444,11.117942,-1.6802032
656.6769149669507,-14.1483135,-8.701923,-4.2377677,3.4575047,3.1123478,1.0451211,-2.4328287,-8.042776,11.008584,-3.1032588
657.0108110592557,-13.650308,-7.474496,-3.9938107,3.5161042,3.1494405,-0.1596629,-2.2251716,-7.316745,6.066165,-3.6359763
661.333466947226,-13.03134,-8.21234,-4.204362,3.4635463,2.968026,0.7501361,-2.8281767,-7.932047,9.735249,-2.9871721
661.6680914675109,-13.563917,-8.315868,-4.0894566,3.5989873,3.043181,-0.16957699,-2.3171031,-7.6423693,10.675602,-2.7439513
662.0016556758274,-13.667443,-8.092621,-3.9111497,3.500437,2.9927564,0.84095114,-2.9119627,-7.72474,7.071276,-2.90022
664.8366094006194,-13.052507,-8.675524,-4.5841126,2.9859009,2.3329153,1.2672826,2.924297,-9.250145,8.721996,4.678776
665.3361093271064,-14.2977085,-9.227742,-4.6775007,3.2743247,2.6942778,1.5145243,2.3933463,-8.952402,9.59632,4.341533
665.8375133345984,-14.195438,-9.013431,-4.3456774,3.4854338,2.9953706,1.3084617,-1.721197,-8.520996,11.077728,0.089137994
670.6842149008764,-14.3738365,-8.701212,-4.3145843,3.4478838,2.998687,0.40539086,-1.9608366,-8.134317,10.897313,-2.94982
671.0184734885361,-14.221329,-8.333668,-4.2299867,3.5326824,3.1233454,0.77448773,-2.2591326,-8.101029,10.84334,-3.294371
671.3518386047365,-13.545349,-7.2488794,-4.017561,3.5393317,2.9928656,0.33321485,-2.225679,-7.5179234,8.565931,-2.6469681
676.0087263541498,-12.89834,-8.275901,-3.9657538,3.518863,2.9682693,0.6212548,-3.122091,-7.7026052,7.410082,-3.2097704
676.3440946859712,-13.291311,-8.193159,-3.949406,3.5537682,2.9734116,-0.09576996,-2.5149581,-7.0899343,5.7101936,-2.8241985
685.3596181849049,-13.908918,-8.123833,-4.093603,3.5339625,3.036395,0.35416067,-2.601892,-7.9814944,8.299591,-2.5834742
685.6938257835305,-13.461848,-7.9447803,-3.8891215,3.565481,3.0321863,0.49093872,-3.0668163,-7.6462383,8.579261,-3.3639033
686.0279313931892,-12.710569,-7.7461658,-4.105657,3.4195843,3.02679,0.65039927,-1.9770234,-7.7665796,6.0699615,-2.9491389
686.8496251342218,-12.1187725,-8.208078,-4.800854,2.9250576,2.3040764,1.2001243,2.9627607,-9.211864,8.534279,4.6365223
687.3504403753851,-14.140933,-9.269188,-4.7052584,3.1817975,2.569814,1.3522933,2.4660792,-8.831067,9.446643,4.3443127
687.8507106093722,-14.290022,-9.111553,-4.433401,3.4462688,2.9715135,1.3163792,-1.7066425,-8.269798,10.974835,0.9868476
688.3515765378075,-12.970619,-8.27006,-3.9880698,3.535225,3.1487277,-0.74769324,-2.9848976,-7.0624905,8.983176,-2.3560288
700.0348936237547,-13.111738,-7.9822216,-3.863876,3.5424068,2.9155514,0.15841477,-2.5484445,-7.034257,5.006395,-2.5783942
706.1323636420491,4.163767,5.8021536,0.7541556,-5.1547656,-4.965915,-0.11541087,-0.8400949,1.4651935,-12.905948,-3.6020098
707.130415769561,4.5833054,5.4681993,-0.61395496,-4.9834647,-5.1327295,0.12696938,-1.4808164,0.7087649,-13.429626,-3.6819186
708.8632285375837,-12.342205,-8.296157,-4.5372796,2.9879696,2.3356094,1.267516,3.020336,-9.07292,8.816918,4.776272
709.3630779129818,-14.504211,-9.232822,-4.758882,3.1457353,2.4985807,1.3132094,2.4901588,-8.978056,9.368501,4.3502154
709.8640888724873,-14.145924,-8.682756,-4.384056,3.4753368,2.9327908,1.2838032,-2.3802555,-8.199327,10.962722,0.9887322
710.3643860557818,-13.1344795,-8.264409,-3.9204855,3.5380685,2.992199,0.67117137,-3.2225902,-8.254077,9.87499,-3.2136557
730.8767630007383,-10.124067,-7.9792347,-4.6064925,3.0171385,2.3418345,1.2146174,2.958195,-9.210487,8.694429,4.6892357
731.3768159003127,-14.618097,-9.388668,-4.7613482,3.2046328,2.54604,1.2712274,2.598054,-8.816761,9.460453,4.3509216
731.8771190384252,-14.1454525,-8.803543,-4.3850923,3.4910262,2.9719877,1.2120405,-1.6645648,-8.345078,10.844625,1.8771299
732.3776301809983,-13.338743,-8.187529,-4.0710077,3.4962316,3.062387,0.2343521,-3.2721612,-7.7824717,9.606138,-3.0569193
752.8898617937245,-11.688287,-8.37645,-4.611303,3.0093532,2.379622,1.2177504,2.929073,-9.092215,8.685465,4.6547694
753.389508370205,-14.302924,-9.121979,-4.594656,3.2101054,2.4879637,1.3326672,2.539617,-8.868097,9.385072,4.3034415
753.8900434182241,-13.9957,-8.87882,-4.403823,3.5542486,2.9683826,1.2653735,-2.2683825,-8.379347,10.908253,1.2229974
754.3906651160707,-13.447102,-8.614121,-4.0475225,3.5534432,3.0231066,-0.6213728,-3.256258,-7.881464,10.322502,-3.557198
774.9021119012651,-13.478745,-8.759501,-4.880825,2.9630911,2.3228126,1.1879916,2.926265,-9.044027,8.721654,4.552885
775.4027308716969,-14.233126,-9.160822,-4.661787,3.2899358,2.6727152,1.3521063,2.531828,-8.705816,9.618483,4.305978
775.903432460491,-13.997831,-8.748594,-4.3469553,3.5006347,2.9484153,1.0721017,-1.6444652,-8.424557,11.072315,2.069852
776.4039661244722,-13.803876,-8.601519,-4.185501,3.5197282,2.9931886,-0.7906629,-3.2241268,-6.978656,9.149914,-2.9633298
779.1503449975296,4.8330727,4.1398664,-1.7207912,-4.687655,-4.8170595,-0.022992125,-1.0297658,-0.30515528,-12.454755,-3.3831546
796.9161402359701,-13.480246,-9.287095,-4.7457795,3.074996,2.4085329,1.2220495,2.7454896,-8.860544,9.037274,4.5191073
797.4154612314934,-14.713318,-9.13542,-4.479408,3.252411,2.6334147,1.2710248,2.1923988,-8.681841,9.991575,4.1440983
797.9165098916963,-14.402345,-8.842231,-4.422213,3.5053568,2.9589663,1.0831593,-2.7318912,-8.53463,10.941517,-1.1251922
798.4169615560422,-13.475291,-8.410549,-4.1201205,3.672917,3.015093,-0.59527385,-3.568771,-7.882903,6.1207285,-3.2248003
804.5505835336571,3.262162,-0.13500428,3.428593,-4.5020633,-4.413066,-3.9605236,-3.1301334,6.460172,-11.401225,-3.2499914
806.5647575494983,2.943478,-0.4821267,3.7494478,-4.4476624,-4.153354,-4.3066154,-3.1148283,7.1882386,-11.032795,-2.7919326
818.4274786359504,-14.081808,-8.741164,-4.7396903,3.1041765,2.429629,1.2171384,2.9314346,-9.049982,9.296607,4.6516476
818.9283439183455,-14.193472,-9.188293,-4.626353,3.193278,2.5378814,1.1972877,2.6569693,-8.959335,9.688923,4.4380045
819.429132422968,-14.710482,-9.283854,-4.641051,3.3205144,2.634785,1.2366495,2.038077,-8.777094,9.933939,3.9444802
819.9296502201292,-14.399172,-8.779118,-4.399488,3.5631888,2.932196,0.89605534,-2.4701195,-8.612984,11.153612,-0.8311035
820.4302987687867,-13.197646,-7.876333,-3.8572147,3.547848,2.941691,-0.5088699,-3.3039484,-7.2929244,7.7491975,-3.0095882
841.9426105287413,-14.348192,-8.961004,-4.3275747,3.6187136,2.8961918,0.77757293,-3.3383431,-8.357307,11.043168,-2.8804104
842.443289935428,-12.625726,-7.889303,-3.6980007,3.5978339,2.9158692,-0.2598567,-3.5266185,-7.562807,4.921232,-3.2900136
871.7132406009542,7.9247456,-7.470518,3.2007518,-4.3064017,-4.370796,-4.1194043,-3.6802874,-4.882952,-11.593582,-3.0393581
879.7397730424627,3.2734036,-4.471431,4.442872,-4.6760883,-4.405563,-4.5967155,-3.7426853,4.7292743,-10.989193,-2.4936159
893.6984807001496,6.064188,-5.5111446,3.858662,-4.175056,-4.1830554,-3.9744325,-3.6725488,-2.1520839,-10.977714,-3.0587962
905.7553324984265,1.5897605,-5.351288,4.631514,-4.236268,-3.9338436,-3.9569283,-3.405223,4.0329027,-9.598483,-2.7970393
907.7703952060843,2.3359284,-6.0301476,4.5014253,-4.0471287,-3.91015,-4.1022425,-3.5205736,5.8339233,-10.432659,-2.7168627
929.9953015752143,-13.680541,-7.8943577,-3.9899247,3.6416981,3.051916,-3.4925692,-3.2735357,-7.231207,5.1812515,-3.0861633
952.0085148819553,-12.5934105,-7.5876393,-3.8111238,3.569291,2.8037465,-3.3393025,-2.8381932,-7.290286,4.6556897,-3.1343095
973.5207398593361,-13.154766,-7.9361887,-3.746127,3.6472824,2.809625,-0.8525396,-3.3686426,-7.0044003,5.1916914,-3.2083287
88.04038948230482,5.1647334,5.4104357,0.837428,-2.7290041,-4.0903745,-3.3433614,0.63168645,-0.23234157,-8.363577,-2.8027363
96.9222867837585,-13.582446,5.777958,-1.6772478,-3.5949895,0.48227513,-1.0804969,-1.1647905,2.561922,-8.881224,-3.882515
108.90216723266548,1.3187246,6.3125114,1.3708065,-0.48208773,-0.035081204,-0.45300403,-1.8304969,3.4497256,-5.5701246,-3.5329955
110.89905292095045,0.20820953,6.388424,-1.8810029,-3.2599092,-0.010683143,-0.48717153,-2.152589,2.5262995,-8.366734,-3.8564498
111.0200149747156,1.5860133,6.411096,2.2379293,-4.6870327,-1.5163268,-2.688499,-2.0743637,3.3584094,-13.036589,-3.2987518
125.00134359200638,0.9625817,6.447666,2.0899017,-2.4880147,-0.8452625,-1.0786018,-0.52999187,3.2454355,-9.419227,-3.1468904
126.00339731490078,6.1755037,5.433726,-1.7467759,-4.1668835,-4.5626445,-0.9165693,-1.9623413,-1.2808106,-11.6780815,-3.4562356
126.99838427140018,-0.9072697,6.968955,-2.7439342,-4.2700543,-2.8300383,-1.5112643,-1.3947855,-3.009674,-11.855759,-3.538921
139.02313448504393,0.98138624,5.4256763,3.0139244,-1.418704,0.13226703,-1.1917281,0.30725038,4.7132626,-2.6792657,-0.11367426
142.99868975070655,2.2393463,5.1709247,0.45449758,-3.698224,-4.195439,-0.78939486,-2.7330384,-5.519536,-11.951037,-3.582183
150.88684917028493,-15.6811905,2.5352044,-3.2695675,-4.6441555,0.81866765,-2.7746153,-0.5461661,0.40128756,-11.767717,-3.8609776
152.884037473799,-16.042807,2.5982575,-3.3146677,-3.9184244,0.6770996,-2.4003775,-0.64142066,0.007244587,-11.3411,-3.9769795
154.06243273088305,3.9766603,6.319726,2.2312102,-4.0128646,-3.1363442,-2.4352562,-1.8456126,3.52006,-11.630508,-2.8937702
155.10785829974634,4.804091,-6.1019325,4.185536,-4.240018,-4.7681355,-4.7277904,-3.9996202,8.093817,-11.667501,-3.755321
156.92541498590168,0.78946626,6.320882,0.4834767,-2.96494,-0.87084126,-0.45032603,-2.5860765,3.3451128,-9.686836,-3.6194587
170.9024289952744,4.60952,6.35542,-2.783269,-4.4166646,-3.3553996,0.14386451,-3.463572,0.43038657,-11.543009,-3.7126033
177.90594518143388,-15.715386,2.2796752,-1.711206,-4.0803347,0.86144006,-1.7926387,-1.121882,3.6383936,-9.560119,-3.5017009
179.9028414094079,-14.547568,1.9208362,-2.8195963,-3.6724248,0.7351297,-2.1548045,-0.6920986,2.5389326,-10.262152,-3.3834255
183.01622524361176,-4.0579762,6.103578,-1.5929031,0.41178477,-1.1941365,0.92881906,-0.24764581,3.206374,-3.1237879,-2.6391897
183.96314896731928,1.6082155,6.884542,-1.686306,-4.7464447,-1.604171,-0.78117156,-1.7908167,0.6779202,-12.983948,-4.018217
187.00169540760507,4.4353776,5.9170456,-1.72415,-0.24750474,-1.5965801,0.29725868,0.15796535,3.243463,-3.6753876,-1.665422
192.8747678301292,-13.016163,4.7160187,-1.4159367,-1.8755747,1.0384549,-0.13038224,-1.398933,1.2077646,-4.259592,-3.5987802
196.05467685267845,-6.5328217,6.2909784,2.0470555,0.555932,-1.8136817,-1.108567,0.41081467,4.4209857,-4.518467,-1.4659629
197.92142179424647,5.4022784,6.091775,-1.8847369,-3.9185324,-3.8667681,-0.7812176,-2.5408685,1.6192529,-9.964281,-3.505053
197.97079029094564,5.078303,6.402465,-2.2971027,-4.686739,-4.1388893,-1.3419975,-2.9392915,-2.0732486,-11.884853,-3.9290812
199.03801410164277,-10.489004,6.7004995,1.9304774,-4.71483,-0.3049834,-3.0459116,-2.8075461,2.1973014,-13.318989,-3.9657993
204.94176571712612,-12.131239,6.252649,-0.009624262,-2.453474,-0.022225322,-1.0968587,-1.2995272,3.5270224,-9.213652,-3.7834482
206.00182596328784,0.11584045,6.7733965,0.069235876,-3.982959,-4.073571,-2.679284,-3.1268897,0.3233204,-11.836063,-3.3447967
206.93902676715402,-14.33712,4.552126,-3.2656376,-4.027938,0.22579497,-1.1787051,-1.049989,0.3296361,-10.586,-3.8295372
207.10284883859165,-5.139798,5.420263,2.983329,0.4774221,0.30361843,0.043726884,-0.463871,5.556011,-2.241589,2.0601513
210.84240628593324,-13.4168625,1.8988798,-3.283045,-4.070085,-1.3464799,-3.5538716,-0.8904031,0.55222416,-11.062898,-3.16735
212.88710115128885,-12.388182,6.109862,-2.0362651,-3.8752599,-0.10696733,-3.3158782,-2.5812676,1.6132643,-10.78446,-3.3775852
216.03618526722593,-2.7109015,6.658055,1.8549889,-4.628608,-0.351364,-1.8138788,-1.2615006,2.1655915,-12.967431,-3.2522297
216.9287627592466,4.09064,6.1423793,-2.4021733,-3.4201834,-4.3617835,0.30112877,-3.2921238,0.6198814,-9.484982,-2.3791175
217.01241249182988,6.3217077,4.4837904,-2.8937976,-3.958088,-4.5067058,0.15455063,-2.9136891,-5.4436617,-10.373981,-3.5693555
219.04566742133866,4.9616957,5.6946745,1.0372128,-4.1467366,-2.0646844,-2.8850245,-1.9095634,-2.5193377,-12.5120945,-2.767488
224.95798481468776,6.0904756,5.850706,-2.3664382,-4.4425254,-4.570034,-0.10402274,-3.2429276,-2.196889,-11.674023,-3.466173
225.06208254065837,2.9712317,6.141429,1.4753857,-0.54330087,-1.5906712,-0.97499967,0.70246696,3.5771632,-5.146376,-1.5315505
225.98662968204684,-3.6223757,6.493943,2.3041518,-3.923115,-3.037933,-3.6739094,-3.1196592,3.1082418,-12.040265,-3.5851939
227.20205935346317,3.5000823,2.3033109,3.8709154,-1.0891618,-4.037682,-2.6267555,0.47680002,6.516713,-6.2906837,-0.2853206
228.0514646729996,-15.271481,5.512528,0.82679534,1.3205274,1.283748,-0.12834458,-3.223866,-2.2998002,1.7463144,2.4025702
228.064637989851,6.8120556,5.0324173,-0.12829766,-3.1872,-4.8061285,-1.34689,-1.4429644,-2.3591816,-10.96139,-3.363878
229.01209235449537,8.295843,-1.3150849,-1.803346,-3.6300712,-3.9058566,-4.09898,-3.616652,-4.999638,-10.725929,-2.8966248
235.17042864085897,3.7494154,-4.819461,4.252257,-4.1417327,-4.4409256,-4.776197,-3.711038,7.8085318,-10.948252,-3.2996924
236.0212303375762,6.0384846,5.301113,-1.5982531,-4.105534,-4.539951,-0.82818407,-3.2081287,-3.6485898,-11.02253,-2.9753075
238.90117805852654,-13.220281,5.423888,-1.5146464,0.3848133,0.0040446203,0.6006404,-0.750863,1.9556637,-3.583285,-2.6380243
241.2176960257089,4.137577,0.68316305,4.103297,-3.0606687,-4.7979136,-4.767367,-2.7951236,6.92531,-10.461562,-1.8596928
243.9569907819224,1.50123,6.543092,-1.461319,-1.9000252,-0.18364066,-0.04917668,-0.39379972,-2.2480116,-6.8504515,-2.3953972
243.96634125345926,5.8210382,5.9191914,0.63182235,-4.4467993,-4.658018,-2.1800437,-3.3562217,-0.75954956,-11.715559,-3.4537468
245.05446506999195,8.280607,-0.6907015,-2.5370255,-4.173192,-4.605694,-3.933848,-3.1996903,-6.140792,-11.441128,-3.5638478
253.00992732046052,-13.683773,2.1877608,-3.1202018,-2.8088515,0.79096794,-2.6598694,1.1809695,2.0386505,-7.7539873,-2.6803954
253.09299252604526,-5.7170587,6.4225454,-3.336052,-0.1624248,0.41841856,-1.5463072,0.9864746,-6.7753973,-9.876862,-2.6642492
253.21776629818507,4.4181786,-3.8241215,4.4119334,-3.1816654,-5.453375,-5.614424,-4.8022323,7.2208214,-10.471712,-3.668495
254.2209189726677,3.5732207,-8.317755,4.225276,-4.6849875,-4.98784,-4.905486,-4.1594,7.466128,-12.375999,-3.6250393
258.9966528160474,-2.3091621,6.7201834,-1.641434,-3.3842535,-4.076802,-0.89257085,-2.4764874,0.5218352,-11.46417,-3.5622292
262.90041445787443,-13.966527,2.105357,-3.4696796,-4.1065836,0.28507444,-3.0643241,-0.3705432,1.150982,-10.810179,-3.8253164
263.0410068270129,-3.203466,3.943432,-1.5170796,0.9228685,-2.9038286,0.38564003,-2.904862,-6.8641214,-7.345419,-1.337784
264.8975673009733,-14.255552,3.700566,-3.2012892,-4.104902,-0.42154035,-2.59641,-2.2609334,0.043165684,-11.128907,-3.4227815
264.9523385220318,-7.148315,5.268034,-2.2345448,-1.7063873,2.1987033,-4.398693,1.6252524,-2.386551,5.046994,2.6457014
266.9424158596048,-2.3798676,6.7722964,0.033997722,-4.1402454,-2.417518,-2.206258,-3.5923278,3.5127058,-10.613935,-3.209344
267.23296071336887,5.6620073,-8.340392,4.1916485,-4.723739,-5.0511255,-5.0223885,-4.384002,7.298167,-12.476495,-3.9661515
269.24867786223507,5.178711,-6.9363728,4.160442,-4.624291,-5.22832,-5.2499757,-4.405953,7.041614,-13.11107,-3.8578184
270.0913605695849,-0.9419459,6.589986,-2.9805663,-4.2037153,-2.934838,-0.8559783,0.7366517,-3.587631,-12.593752,-3.28709
271.10340537771975,4.316577,5.174189,-2.9974751,0.19422108,-1.1562582,-0.7468228,0.4352191,-7.2362814,-6.95777,0.6800749
274.1119440695617,8.162741,-7.1126,1.8554083,-4.2763095,-4.5918612,-4.301863,-3.8312356,-2.6323373,-11.831331,-3.5307531
278.2208343177235,4.279774,-7.926819,4.1594124,-4.413383,-4.7982855,-4.538559,-3.9477541,6.966604,-11.724796,-3.9788058
280.0286298039873,-13.866711,2.940763,-0.80931574,-1.4449089,0.67186886,-2.7595851,1.4529201,2.0100558,-6.864748,-1.4123023
281.0362856493995,4.053313,6.303445,2.4987214,-4.829375,-4.4309306,-4.9018493,-3.513467,1.2284322,-13.530357,-3.7924278
281.0518004312097,2.7285767,5.760454,1.8114009,0.13192886,-2.1988757,0.037010822,-1.8733553,-1.5643675,-7.6071033,-1.4599726
281.24029940640725,4.9028783,-3.7467864,4.2353535,-3.138653,-4.395395,-4.6408086,-3.508432,4.987033,-7.4999313,-2.8940535
283.25573969089584,4.91781,-7.791504,4.397393,-4.9739633,-5.364954,-5.2650437,-4.570927,7.5859137,-13.129626,-3.8983135
284.26762446091493,4.5147314,-0.28985405,4.148628,-3.8543704,-5.1377406,-5.0411983,-3.8199265,6.9584064,-12.17601,-3.4964366
286.9342719186836,-8.246506,4.746972,-3.4921722,-3.6391742,2.607409,-3.212796,2.1961577,-1.8380183,3.762148,3.611111
292.0721573455238,8.681544,-2.6058483,-2.7366304,-4.1051164,-4.569625,-3.8389423,-3.8182988,-6.1027226,-11.867503,-3.371828
293.21225222086844,-4.0454407,-5.1892433,4.3000364,1.0130525,-1.3173385,-4.285345,-3.7698638,8.133293,-2.5476203,-0.7369149
295.2282245509332,2.7220333,-1.7659214,4.2251096,-1.4080834,-1.7293707,-5.3489146,-4.4344254,7.504769,-5.811371,-3.1355875
301.21751275776575,5.7533693,-8.889446,4.058017,-4.8609033,-5.0487547,-4.917001,-4.2717037,7.2023897,-12.578941,-3.855576
303.05047978091903,4.9270453,6.23285,1.2366428,-4.3088083,-4.6320763,-4.0378113,-3.3390236,2.3994868,-12.225886,-3.4474635
304.23647570057256,4.3041463,2.8863814,4.266058,-2.6110225,-4.6552796,-5.5480623,-4.096031,7.0924397,-7.881849,-2.8784232
305.23977652680713,5.6703176,-8.266334,3.8009646,-4.6367064,-4.8408175,-4.7913795,-4.1205397,7.245306,-12.313497,-3.791707
306.2523891921519,6.513721,-8.994734,3.82248,-4.9303365,-5.1036344,-5.1152143,-4.3784266,7.2186313,-13.156849,-3.7981248
307.26475333661443,4.5465293,-2.0753372,4.375626,-3.1333,-5.3457117,-5.565017,-4.6860886,7.341044,-10.645901,-3.7441053
308.0987783478931,6.9684105,-0.1081593,-2.9604526,-0.6129849,-4.8923907,0.302132,-2.5118585,-6.2545214,-8.99401,-3.460532
308.2679855244289,5.7765174,-8.568349,4.1146502,-4.8588185,-5.0721407,-5.079828,-4.342291,7.390821,-12.938139,-3.9033787
310.2833103022766,5.2445917,-8.965408,4.1776223,-5.022987,-5.341826,-5.2278233,-4.613384,7.3589067,-13.339453,-4.0927467
311.2231455329749,-1.6725051,-3.2675576,4.274855,0.17593487,-0.6377136,-5.145555,-4.178593,7.9189606,-4.2057652,-2.3362155
317.2255754510865,-0.31797707,-5.394046,4.5216174,-4.167185,-4.4476733,-4.5229454,-3.882829,8.117999,-11.366873,-2.982084
319.2280459984792,-1.9815493,-3.180667,3.7959812,-0.5748533,-1.606406,-4.5567617,-3.7859457,7.3407445,-2.7946124,-2.5056663
323.028674108115,5.09444,3.470237,2.2148225,-4.0462456,-0.28373972,-0.85169023,-0.25722995,-4.0364056,-5.3982115,-2.3549006
327.2334488570279,5.6305823,-7.5907984,4.22532,-5.179768,-5.333408,-5.4186997,-4.5938177,7.3863564,-13.3715,-4.009025
329.2341162318805,3.8197577,-5.387865,4.3057194,-4.3843603,-4.5204363,-4.768721,-3.8543825,8.121226,-11.047957,-3.2740793
329.24916906370004,5.3187394,-6.6705866,4.2787266,-4.9941096,-5.410047,-5.4607387,-4.652027,7.316536,-13.1483,-4.041039
330.25212582270524,5.901658,-8.786657,3.8422565,-4.5016537,-4.688918,-4.6443176,-4.0671864,6.860303,-12.236324,-3.8844664
331.2643761131768,4.9035926,-4.130841,4.354529,-4.4836264,-5.295217,-5.450034,-4.5646358,7.5313807,-12.489262,-3.7785668
332.2677368381302,5.3412333,-7.568781,4.0668797,-4.4782615,-4.6401277,-4.6336823,-3.9386966,7.719095,-11.7463875,-3.3925226
333.09419689884004,4.1089873,6.210443,2.3715785,-3.8038373,-3.1066542,-1.827114,-1.0198563,1.7786542,-12.5208435,-2.953604
337.31113455361975,5.8035464,-8.965231,4.0598407,-4.6440654,-5.0490136,-4.8420043,-4.343561,7.2982664,-12.991181,-3.743211
354.16431343748167,-6.769969,0.77773285,3.5137997,-0.2944572,-4.1693597,-2.9123976,-3.0862105,7.6794147,-6.7946806,-3.0496209
362.051071780642,6.825967,1.7450979,-0.1054101,-4.3635125,-0.10257711,-2.6367602,-1.3025087,-6.285639,-5.586278,-2.1921682
362.9596002952725,0.42774385,6.533288,1.8910279,-3.5003474,-1.2935069,-1.3135033,-1.032933,2.288406,-10.982597,-3.3965018
364.9569285058741,0.34304887,6.7566757,1.5600402,-2.0494816,-0.5864001,-1.7904185,-1.0312227,2.4279838,-9.497108,-2.3109338
366.2499474237735,4.34062,-0.59431785,4.195435,-3.9588072,-4.648794,-4.6308246,-3.8824472,8.0000305,-11.753214,-3.6591942
367.24373251337806,4.831734,-1.1207995,4.135683,-4.5469513,-5.305034,-5.1581626,-4.3661437,7.6489687,-13.189005,-4.0095143
371.2806935667929,5.229204,-8.366361,4.0527496,-4.63676,-4.7939963,-4.739318,-4.123895,6.861168,-12.420145,-3.6857264
390.25012601755395,3.425469,-5.764841,4.4079237,-5.0359507,-5.4227324,-5.2772484,-4.5588384,8.080575,-13.404785,-3.9270658
391.24406119228485,3.7778025,-2.8806295,4.379796,-4.796718,-5.374635,-5.364186,-4.642539,7.8226824,-13.286467,-3.9875464
393.2625311078134,5.434709,-7.4131374,4.1243563,-4.9427505,-5.1677337,-5.112264,-4.416511,7.364687,-12.868713,-3.861092
396.9206742817861,-0.4575106,5.4246116,3.8676069,-4.1821313,-2.7921631,-4.040191,-2.617941,3.9905887,-10.31955,-2.9565573
398.9177721690224,0.7989949,5.658287,3.8328538,-4.0196986,-3.7202327,-1.8001066,-2.3150187,2.0393798,-10.562481,-2.7638159
399.2752958986302,2.0673182,-7.162653,4.4252315,-4.5147777,-5.055415,-5.093122,-4.2353296,8.243006,-12.12226,-3.9761348
401.29108621602154,1.4584949,-5.880229,4.4244976,-4.2374997,-4.6212893,-4.7955875,-3.956555,8.396414,-11.412672,-3.3569887
413.246789811073,3.9754345,-1.7148217,4.2026424,-4.5439568,-4.720473,-4.8438077,-4.1498766,7.882554,-12.5570965,-3.8281648
416.15636215171224,-10.630269,1.7239261,3.365425,-3.821907,-3.558923,-1.7725897,-1.7658799,7.780821,-10.058706,-3.0799882
419.30154358064294,6.371229,-5.586119,3.9503882,-4.6126513,-5.3359776,-5.2192583,-4.5779138,6.8969164,-13.364547,-4.0795684
425.0809919451843,7.081832,-2.2651691,-2.628812,-1.9438355,-4.6250277,-1.3043097,-3.2977312,-6.8666673,-9.716531,-2.8837216
437.9553421313627,1.3522528,-6.5267916,4.7259235,-3.922419,-3.487305,-4.0449686,-3.5184815,2.5152066,-9.087635,-2.6665196
444.3048509006433,4.666512,-7.464037,4.1827583,-4.4122853,-4.7982345,-4.7260237,-4.0375614,7.7215424,-11.887533,-3.599072
465.986391371257,1.2631022,-7.407509,4.530645,-4.4706025,-4.5008082,-4.6177945,-3.9484024,5.1525507,-11.305354,-2.8165264
467.98362166700974,0.36427903,-7.234679,4.6304545,-4.29252,-4.214072,-4.4686365,-3.7391782,5.3176804,-10.708061,-2.6957524
471.91621148448985,-0.2260915,-5.9501743,4.818624,-4.2143164,-4.0740447,-4.208621,-3.5729346,2.352053,-10.51671,-2.7014625
473.91335764945956,-0.99398595,-6.997401,4.75419,-4.235663,-4.100247,-4.197368,-3.5954752,1.6318413,-10.414621,-2.4230986
509.2887222613295,7.4959154,-8.26351,3.334601,-4.0655704,-4.439919,-4.590755,-3.915166,5.873454,-11.843845,-3.6979175
528.2732926516458,4.7686787,-4.219691,4.4163027,-4.6754503,-5.311554,-5.469698,-4.468319,7.5128193,-12.998968,-3.8660874
529.2763089845431,4.557533,-7.7009516,4.151513,-4.7623987,-4.998185,-4.8914623,-4.2114935,7.7173166,-12.6072235,-3.717363
536.4762155955389,5.3395324,-7.6943874,2.7596216,-4.3862453,-4.502718,-4.3580065,-3.846688,-0.038565725,-11.914166,-3.6592746
556.2687527107976,3.9082239,-6.35229,4.0536995,-4.5107927,-4.913194,-4.857121,-3.9861386,7.6425033,-12.409304,-3.7114666
557.4581092568693,6.1931386,-8.515038,3.003309,-4.536647,-4.6101527,-4.5338783,-3.9245982,3.4562151,-11.931925,-3.596367
583.4739266558681,6.744232,-9.209565,3.882917,-5.0479007,-5.2955923,-5.2023077,-4.5830245,6.6281857,-13.244328,-3.9441378
584.4770999598574,6.8192434,-8.472023,3.372267,-4.4969068,-4.6734495,-4.5757318,-3.9117928,5.923048,-11.585924,-3.5948627
585.5114708567991,5.227058,-5.798885,4.072453,-3.9623072,-4.5948625,-4.4738345,-3.8400288,7.304967,-11.406521,-3.5124736
586.4926791983987,6.536244,-8.590567,3.402382,-4.533333,-4.7897973,-4.695946,-4.060882,5.8430276,-12.096117,-3.753273
