,Shared topic 1,Shared topic 3,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,ATAC private topic 3,ATAC private topic 4,ATAC private topic 10
470.5534619718108,-13.471867,-8.223736,-4.204096,3.282153,2.9821007,1.7496004,-1.0571022,-7.965953,10.922866,-0.69225484
470.88789580246987,-13.484527,-8.193232,-4.084269,3.1061027,3.0111587,1.6283365,-1.8595679,-7.650878,10.990723,-1.8165057
478.92025987617245,-13.661931,-7.718335,-4.0551777,3.494379,2.9918401,1.0730494,-2.2978501,-7.8124933,8.855206,-2.4500196
479.9038387582657,-14.2540245,-8.704342,-4.4547844,3.0311663,2.4318945,1.4005579,2.9716098,-8.714439,9.293315,4.5408893
480.2392946824935,-14.443245,-9.086182,-4.656777,3.0544484,2.586867,1.461776,2.7091215,-8.659988,9.396051,4.240372
480.571938125089,-14.345451,-8.890495,-4.4063344,3.2629778,2.9564927,1.6002803,1.7232368,-8.523785,10.537495,2.9145916
480.90576653196075,-13.22894,-8.203327,-4.247549,3.2681131,3.163909,1.5447628,-1.773305,-7.7858896,10.869301,-1.964656
483.0757223974028,2.400832,4.092077,-1.779267,-4.7903137,-4.84676,0.23307787,-0.24511884,2.8808653,-11.97378,-3.5755005
485.2287549811139,-10.531056,-7.296873,-4.1607437,3.019484,2.5957935,1.5777216,2.1502728,-8.240864,9.62533,3.740704
485.56335188492085,-13.616495,-8.548633,-4.197175,3.3243957,3.0482185,1.5830069,-1.5554444,-8.308126,11.104893,0.18738954
485.89639233200955,-14.125742,-8.150925,-4.30689,3.2367396,3.0251799,1.7653462,-2.264215,-7.95869,11.055117,-2.948992
492.92762636807333,-14.376858,-8.834728,-4.4714694,3.457375,2.9423542,1.7452799,-2.331845,-8.832756,11.078375,-0.074283816
493.2619550954543,-13.874037,-8.714304,-4.246945,3.4834828,2.995243,1.6541394,-2.6531794,-8.2059765,11.167868,-1.6501651
493.5955515817928,-13.487284,-8.094547,-4.1729035,3.54386,2.85506,1.2123389,-3.3069599,-7.891596,10.85758,-2.6050043
494.579584838628,-13.232233,-8.279212,-4.726474,2.8608356,2.2600942,1.3041004,3.0993474,-9.016268,8.849258,4.5980124
494.9141973198271,-14.66934,-9.185293,-4.5029955,3.0888426,2.5636525,1.398208,2.823467,-8.588242,9.61154,4.3473616
495.2473765981361,-14.419342,-8.818377,-4.59369,3.1926508,2.7585318,1.622383,2.193051,-8.810127,10.116904,3.7271504
495.581149111223,-14.302442,-8.511342,-4.341642,3.260651,3.1298041,1.7614975,-1.4430256,-8.324325,11.036612,-1.4425356
497.23584017034875,-12.110336,-7.809217,-4.095373,3.024525,3.4271078,1.1190869,-3.1059003,-7.1930842,10.486723,-2.747138
497.7538424429379,-13.849796,-8.235501,-4.004783,3.287864,3.1125832,0.9336344,0.9397644,-7.1687346,10.947649,-2.1890175
498.00475732742495,-13.286665,-8.018019,-4.0558414,3.3321912,3.1096807,0.667127,-0.25177553,-6.8756475,10.844057,-2.3935955
499.903935505119,-14.085828,-8.673807,-4.468923,3.2749374,2.9188433,1.6924108,1.9664385,-8.475419,10.48995,3.443034
500.23858275884396,-13.262873,-8.414322,-4.3543286,3.2772071,2.9415028,1.6970221,0.8438487,-8.374466,10.731808,2.6628067
500.57171018677553,-13.569103,-7.862524,-4.296516,3.2062013,3.1289964,1.6695986,-2.1966321,-8.472737,11.03582,-0.5726085
507.9377993311231,-14.02326,-8.411509,-4.366479,3.5310297,2.9084754,1.7649239,-2.5691192,-8.471437,11.324066,-1.2123343
508.2711803315196,-13.808161,-8.383991,-4.180417,3.4823034,2.9722576,1.349044,-3.0324728,-8.436919,11.204779,-3.009159
508.76054176492727,-13.130545,-8.11105,-3.9686897,3.3592675,3.0662153,0.8479115,-1.2723486,-7.1988935,10.935838,-2.900045
509.0118103577783,-13.22034,-7.2346287,-4.0493646,3.329121,2.9812844,0.5143572,-0.13976501,-7.0084233,10.790382,-2.0822155
509.2552829055155,-13.87035,-8.441013,-4.698078,2.8752778,2.2797725,1.2865494,3.1556044,-8.991512,8.871012,4.6275897
509.58934554543896,-14.517015,-8.901411,-4.624438,3.0285811,2.4757543,1.386981,2.8788748,-8.613888,9.248559,4.481436
509.9229628592716,-14.51964,-8.964073,-4.5376534,3.1443644,2.7255816,1.6178395,2.5818532,-8.683007,9.987186,3.9849262
510.25777952582314,-14.152866,-8.486443,-4.1992188,3.3234756,3.1036346,1.6384808,-1.42816,-8.383352,11.297349,-1.7945352
510.5904929207744,-13.17441,-8.111774,-4.0066423,3.370388,3.165451,0.9665586,-2.4700603,-7.615413,10.589669,-2.9140148
514.5795507688714,-14.107278,-8.68953,-4.4790707,3.3001707,2.7618797,1.5550823,2.1415777,-8.600191,10.306911,3.716854
514.9141088106072,-13.77136,-8.38927,-4.3534684,3.2755957,2.8784618,1.6345158,0.98877406,-8.340052,10.597267,2.7126606
515.24714677643,-13.786922,-8.197273,-4.2963605,3.3790417,3.0304446,1.5789902,-2.2816675,-8.240961,10.983303,-1.9158794
515.5812041673266,-13.285507,-7.723124,-4.2517653,3.2883096,3.2036774,1.2987825,-2.1937227,-7.746212,10.497795,-2.0924954
515.7733296973558,-13.014939,-7.4965687,-3.902368,3.1824205,3.3150885,0.4776029,1.4185483,-7.2671547,6.342757,-2.3624752
516.0244151170525,-12.646768,-7.470334,-3.8413794,3.2781854,3.0836823,0.8102372,-1.2846634,-7.50455,9.714813,-2.844567
522.2780079381146,-14.33841,-8.809124,-4.4445057,3.4961503,2.9124935,1.6958879,-2.1343935,-8.533264,10.857705,2.5031633
522.9466030471535,-14.133747,-8.539139,-4.2485785,3.6178613,3.0387504,1.5137432,-2.7632477,-8.008825,11.229179,-3.2424252
523.2801547418912,-13.538908,-7.573436,-3.9616165,3.5676422,2.7275903,1.3508866,-3.026905,-7.746218,7.8004766,-3.0260332
523.9306489382229,-13.108841,-6.9482727,-4.528191,2.8306053,2.2489932,1.2434511,3.1129093,-8.657456,8.492783,4.646946
524.2657076843612,-14.528915,-8.525351,-4.640308,2.900895,2.347554,1.340254,3.0839233,-8.761026,8.880636,4.621567
524.5984796167957,-14.718853,-9.006982,-4.523373,3.1838245,2.6768193,1.5194644,2.6943772,-8.493984,9.88571,4.0909457
524.9322255579777,-14.319789,-8.6269,-4.428331,3.3068283,2.970403,1.5616144,1.3327014,-8.623018,10.704992,2.231946
525.2675637278638,-13.857267,-8.139204,-4.3120666,3.3778443,3.2434106,1.4253318,-1.8570848,-7.9269543,11.123452,-3.3309183
529.2549223397006,-13.85655,-8.934719,-4.4518814,3.2898533,2.8011312,1.6737937,2.1948786,-8.5373,10.369669,3.8230646
529.5893463118568,-14.054334,-8.776825,-4.4917555,3.2675705,2.8494678,1.5724256,1.4958358,-8.634754,10.465427,3.324281
529.922664198904,-13.939714,-8.365766,-4.382969,3.300828,2.9519126,1.6392812,0.54934883,-8.223739,10.8827095,1.5718699
530.25659065734,-13.420252,-8.036304,-4.1175747,3.1535091,3.1121964,1.5236298,-2.359508,-7.895238,10.976627,-2.5798533
532.2566698359487,-13.817247,-8.706486,-4.481419,3.293472,2.9601996,1.638274,-0.9519681,-8.498767,10.464199,3.17498
532.7584946111834,-13.724126,-8.009579,-4.3073235,3.3093154,3.1257243,1.317861,-2.5456388,-8.034705,10.952269,-1.7678123
533.2590179998325,-12.970966,-8.301835,-4.05721,3.1921082,3.1518478,1.2970104,-2.8922403,-7.9366164,11.13264,-3.1678727
537.9558254673497,-13.097969,-8.023812,-4.0886536,3.5593314,2.826375,0.394078,-2.90255,-7.8534584,10.541622,-3.0723996
538.6060509169396,-13.671875,-7.6397743,-4.6262803,2.8962061,2.3187811,1.2480072,3.1631055,-8.962074,8.841779,4.680309
538.9403787567521,-14.427491,-9.207771,-4.7785435,2.9780235,2.3950062,1.3013048,2.997982,-8.788223,8.761446,4.506208
539.274086627344,-14.432599,-9.127918,-4.6418815,3.1688912,2.6654143,1.49675,2.6212914,-8.824218,9.736084,4.131202
539.6075740206704,-14.603853,-8.51711,-4.383627,3.3346179,2.9612846,1.4149969,1.4222034,-8.329754,10.971234,-0.09863521
539.9413320927383,-13.726689,-7.99796,-4.2776604,3.3174891,3.1039546,1.0662274,-2.2455997,-7.912455,11.008716,-3.173053
541.2620774824768,-12.212746,-8.372252,-3.817255,2.8636203,3.4701424,0.69785124,-3.1005208,-7.197486,9.593058,-2.7830863
543.9300571574971,-14.152261,-8.908648,-4.5262785,3.2929423,2.7216194,1.5079288,2.3087757,-8.536982,10.265804,3.8043535
544.2646646425169,-14.284912,-8.775123,-4.5688086,3.2953053,2.730757,1.5649137,1.8894589,-8.670128,10.439495,3.3931847
544.598305571382,-13.766836,-8.808514,-4.4749365,3.3951466,2.9446542,1.661537,-0.68830544,-8.719599,11.0351,1.4310508
544.9319321857902,-13.818082,-8.106245,-4.224062,3.399396,3.0880136,1.2397814,-2.488063,-7.9335933,11.104847,-2.9447389
552.26974141865,2.9374871,-1.0018804,4.043148,-4.2327943,-3.892798,-4.1251554,-3.1802907,6.5269594,-9.1858225,-3.1107044
552.6311290343571,-13.391368,-7.811634,-3.911544,3.531126,3.0155938,1.1776444,-2.7412105,-7.606185,6.615032,-2.9026937
553.2806751977768,-14.06551,-7.8921347,-4.556969,2.9522226,2.359067,1.2032092,3.1549451,-8.734962,8.971901,4.734822
553.61540315256,-14.679241,-8.901214,-4.8446703,2.9218779,2.403825,1.2914972,2.9635258,-8.819492,8.877127,4.42735
553.9493235760538,-14.8184395,-8.822611,-4.605781,3.0652971,2.533752,1.4103762,2.478681,-8.347017,9.6743555,4.0000944
554.2846624362412,-14.264257,-8.334811,-4.2651653,3.3645763,3.192894,1.1173897,-1.5367284,-8.467984,10.911134,-1.9020512
554.6167325164191,-13.583011,-8.3609085,-4.2153263,3.2501826,3.178015,0.6622314,-1.3674434,-7.933215,10.601616,-2.929584
554.771232013622,-13.911861,-8.279013,-4.314752,3.4012601,3.0998936,1.3718252,-2.3701627,-8.510637,11.130679,-0.9335781
555.2712385340405,-13.420706,-8.026018,-3.8968673,3.1957176,3.2450292,1.2763242,-2.3932238,-7.650857,10.905361,-2.2153893
558.6060387649404,-14.252886,-9.078432,-4.6365414,3.2126205,2.6927514,1.5444717,2.234115,-8.790884,9.95418,3.8252695
558.9402700704871,-13.621288,-8.651274,-4.3068542,3.2793472,2.8578703,1.5965295,1.5316296,-8.610509,10.572507,3.044948
559.0931126248909,4.4870424,4.164109,-2.29083,-4.443523,-4.530089,0.107968464,-1.3742622,0.07610333,-11.818162,-3.2204492
559.2737127305819,-13.75416,-8.42308,-4.3428574,3.4185307,3.0202034,1.7143849,-0.8774584,-8.349665,11.261383,1.5963603
559.6074053637994,-13.56426,-8.017454,-4.1932135,3.360704,3.0714438,1.3419975,-2.3578136,-7.846263,11.002126,-2.9574227
566.3030077463626,-14.557744,-8.77466,-4.4149084,3.5468082,2.9297986,1.6363477,-2.3756375,-8.60428,11.255762,-1.0753388
567.3062723764642,-13.341704,-7.6758184,-3.7543483,3.619804,2.5492244,1.188702,-2.8421838,-7.134785,5.4538774,-3.350378
567.9566053446767,-14.818503,-8.972691,-4.680454,2.8728325,2.3303123,1.271456,2.9804432,-9.092455,8.886305,4.5270343
568.6244512297033,-14.690935,-9.0100765,-4.546604,3.2472444,2.7121265,1.4791989,2.5708973,-8.51478,10.194195,3.982714
568.958298611368,-14.31505,-8.46989,-4.2878604,3.3159385,2.980921,1.5652425,1.1014062,-8.276639,10.946299,0.53421193
573.2808027957229,-14.402844,-9.004562,-4.5581512,3.1848283,2.6532562,1.507727,2.1647804,-8.453709,10.025179,3.801165
573.6157713601772,-14.400068,-8.614983,-4.452466,3.3225732,2.8919563,1.5560154,1.4125379,-8.603254,10.62636,2.9339972
573.9488434368914,-14.262558,-8.779517,-4.380612,3.387679,2.9463046,1.5176567,-0.6974021,-8.329935,10.98311,-0.43926874
574.282823708664,-13.960325,-8.158086,-4.246804,3.4050126,3.026201,1.25313,-2.7031689,-7.96495,11.04491,-2.9694183
576.7847297500665,-14.054882,-9.012121,-4.511605,3.2692077,2.852863,1.5105423,1.1806048,-8.43989,10.368101,3.3433466
581.9821163075625,-13.305912,-7.712923,-3.814823,3.523136,2.843796,0.5608463,-2.5217733,-7.3960867,5.7486324,-2.9760742
582.6316699482917,-14.624071,-8.652897,-4.627908,3.0241115,2.4431982,1.3610259,2.9839964,-9.013573,9.116415,4.455244
582.9665417603859,-14.858538,-9.015953,-4.551924,3.0540164,2.527469,1.342823,2.8017435,-8.537828,9.461497,4.2462416
583.2998526402897,-14.598817,-8.734932,-4.632154,3.1963265,2.6582882,1.4428847,2.5145464,-8.736889,10.030668,3.9023128
583.6338435125647,-14.461959,-8.606197,-4.351131,3.4286253,2.972451,1.4778234,0.8427112,-8.462242,11.12645,-1.2782756
583.9675320416991,-13.980485,-8.302473,-4.1998577,3.3354504,3.2250113,0.8776463,-1.883038,-8.18969,10.587127,-2.8561962
585.2881746710144,-12.664332,-7.8541822,-4.1447086,2.9683404,3.4749615,0.575518,-2.924971,-7.5222063,6.7900305,-2.7275407
587.9566405582815,-14.077091,-8.874375,-4.4505997,3.3290308,2.8634593,1.5250652,1.7383975,-8.667919,10.651654,3.2924595
588.290947483365,-13.8755455,-8.769104,-4.275375,3.381029,2.9343712,1.5666533,1.3839796,-8.471827,10.953154,3.011202
588.6245140788945,-14.096056,-8.483631,-4.3382535,3.3983824,2.8472042,1.5149577,-0.18471092,-8.459822,11.027983,1.0784222
588.958112943333,-13.921048,-8.155429,-4.1358457,3.3694544,3.063776,1.1240815,-2.1010776,-7.935888,10.839401,-3.0786445
596.6574473957705,-13.085274,-7.9762316,-3.8637776,3.587751,2.878364,0.72715116,-3.0000677,-7.1351776,7.445714,-3.1783593
597.3068354780905,-14.856604,-8.834553,-4.5925756,3.0529552,2.5382228,1.3591297,2.8715684,-8.758624,9.524109,4.263896
597.641335302347,-14.6034775,-9.292091,-4.622301,3.2167788,2.622856,1.4455628,2.9172986,-8.936684,9.760494,4.223421
597.97541909505,-14.582026,-8.754452,-4.48016,3.3352554,2.837343,1.4848818,2.1255856,-8.467253,10.482655,3.427687
598.642981296282,-14.001562,-7.6135206,-4.0680494,3.2691023,3.139696,1.3490087,-1.6175802,-7.5288315,5.766182,-3.1952326
602.6316334779631,-13.818734,-8.658697,-4.372163,3.3713534,2.8626668,1.4228547,1.1977612,-8.557999,10.79426,2.9758515
602.9660757273422,-14.302093,-8.694262,-4.5033503,3.3604572,2.8801377,1.5010098,0.75552267,-8.5583,10.976417,2.1450663
603.2998283170422,-14.287891,-8.741261,-4.508642,3.4391625,3.0595107,1.291049,-2.0257251,-8.337624,11.132179,-2.1286154
603.6335686535476,-13.506372,-8.176748,-4.1759133,3.3762207,3.068671,1.2103726,-2.7891064,-8.162503,9.266232,-2.8788345
610.3291443798283,-13.662302,-8.482183,-4.0181093,3.5932043,2.739301,0.8600304,-3.029103,-7.652404,10.681284,-2.0370917
611.9828288944624,-14.765941,-9.230696,-4.530566,3.1514933,2.6406767,1.4204723,2.6695774,-8.659496,9.864583,4.1024475
612.6507417911749,-14.432038,-8.819805,-4.2642746,3.404597,2.8926432,1.4681135,1.8264022,-8.347583,10.983824,2.4129725
612.9845472297768,-14.082092,-8.910229,-4.237597,3.5036502,3.0099623,1.3164864,-2.2183988,-7.9509993,11.1728115,-2.492964
613.2314676950899,2.2670095,4.1634216,0.30456516,-4.875359,-4.9965687,-5.0074263,-3.5227668,5.8397017,-12.788541,-3.500354
615.4957687178843,0.5011425,-4.431267,4.772865,-4.084513,-3.9299593,-3.7126338,-3.1813848,4.5317345,-10.262003,-1.9397143
617.307072248301,-14.266644,-8.930801,-4.430344,3.4325488,2.8446085,1.5232471,-0.17700034,-8.433513,10.872189,0.6670623
617.6419495365926,-13.901164,-8.775766,-4.3537755,3.4751604,2.8924472,1.4701433,-1.6747832,-8.520675,11.119101,-0.33253533
617.9753606282869,-13.774046,-8.517349,-4.2747483,3.4874353,2.9932482,1.2865505,-2.2986522,-8.256666,11.073809,-2.3330126
618.3091164648787,-13.576099,-8.0372095,-4.134503,3.4727042,2.9178748,1.2806625,-2.1669242,-7.457013,9.680506,-2.6426258
626.6576566538322,-15.089035,-9.206326,-4.531989,3.1926174,2.720727,1.4804956,2.35804,-8.435602,10.121427,3.6958535
626.9925645287154,-14.786329,-8.931419,-4.6365633,3.2975245,2.809501,1.4852571,2.2050166,-8.552162,10.495311,3.3101866
627.3258403263696,-14.544613,-8.386648,-4.3984003,3.370007,2.954784,1.4421018,1.5229307,-8.483873,10.976885,2.0125425
627.6600715072444,-14.263142,-8.563976,-4.3470516,3.4503849,3.135892,1.1978298,-2.2910328,-8.462858,11.134808,-3.0885854
627.9938600471125,-13.372517,-8.43416,-3.8784072,3.3554382,3.1987572,-0.34460926,-2.8011467,-7.290921,5.8599377,-3.557342
629.3143872161478,-13.253802,-7.56343,-3.6439319,2.909247,3.5597954,-0.69782597,-2.9789956,-6.5760565,5.4373612,-2.5073981
631.9825059466988,-13.971937,-8.773002,-4.3172035,3.4619977,2.9812527,1.5591354,-1.2799952,-8.341961,11.117605,-0.7847387
632.113831429033,3.947888,5.8894606,-0.16389082,-5.1531887,-5.1667576,-0.2435258,-0.99029034,2.063684,-13.369747,-3.4688106
632.3168808809797,-13.773037,-8.440339,-4.35614,3.4690616,2.93394,1.5242597,-1.9193583,-8.274218,11.213378,-1.7897995
632.6508208317952,-13.862486,-8.643087,-4.389764,3.5308874,3.068322,1.1327386,-2.9350827,-8.481258,11.034698,-3.0790942
632.9844083206727,-13.54236,-8.171051,-4.06345,3.5114388,2.9999833,0.95781094,-2.7153268,-7.6684475,7.0443172,-3.3974962
633.1117401972615,4.568702,4.909187,-1.2940952,-5.0939026,-5.008624,0.04652837,-1.1954283,2.2650208,-13.329696,-3.8935266
641.3335183619116,-14.373764,-8.859967,-4.421073,3.3493278,2.889676,1.3864994,1.9738795,-8.266133,10.739689,2.6870356
641.667673331466,-14.429367,-8.563849,-4.295824,3.3852878,2.894061,1.3374598,1.8049366,-8.439244,10.743307,2.4901145
