,Shared topic 1,Shared topic 3,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,ATAC private topic 3,ATAC private topic 4,ATAC private topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 10
970,1.678882,2.6166015,0.3213547,0.78576505,1.3190496,53.638245,1.8826263,0.8310399,8.523565,4.942998,1.0734187,1.5178137,1.0749214,0.74214125,0.6880567,11.823891,1.2048767,0.94042236,0.63186866
971,1.803177,2.4763618,0.3425231,0.87822914,1.6742764,64.992256,1.1921672,0.7258861,8.745024,3.7277358,0.9995393,1.2580438,1.0222236,1.1900619,0.58773553,0.6635586,1.157917,0.683317,0.4106232
972,1.7888105,1.874976,0.33999646,1.0474904,1.3295503,91.28639,1.4797205,0.77922416,11.543669,2.7694795,1.3749926,1.3224738,0.8466209,0.831933,0.6074666,0.8082078,1.144073,0.9471463,0.4497758
973,1.7809247,1.7980125,0.32745892,1.1569521,1.0927634,93.44702,1.3332019,0.7579657,10.022877,1.8362772,1.4067317,1.3773681,0.75465685,0.8674356,0.64767855,0.70228696,1.15365,0.9963368,0.45586216
974,1.6367416,2.0880256,0.31642094,1.0522994,2.006069,66.34946,1.3381797,0.7333154,11.628858,1.6483079,1.7298954,1.495932,0.98855644,0.94966465,0.67168874,0.8791127,1.2398689,1.2006779,0.43799767
975,1.5667273,1.9534433,0.2655317,1.4714153,3.6133373,32.42485,1.5157617,0.58553267,13.45775,1.2037171,2.737148,1.248637,1.6648593,0.9577792,0.5021765,0.6641432,0.9743378,2.6396642,0.40380463
976,1.4201497,2.4743478,0.24311957,1.2382107,9.568883,12.072493,1.6285374,0.64204895,14.140403,1.577611,3.1474218,1.0668658,1.4518948,0.7242089,0.40541136,1.1919097,0.85137296,0.8371548,0.4760616
977,1.5869255,1.7455635,0.36506057,3.3422632,10.84072,1.8999844,1.12144,0.62401307,16.688692,0.8190201,4.460522,0.7697052,1.7814168,0.71566075,0.9295784,0.628958,1.003892,1.3362793,0.58403426
978,1.7704171,1.3372633,0.33430493,3.4548259,7.7817197,1.8549982,0.93731594,0.57817006,17.325558,0.8463753,3.0440326,0.6507295,1.3836372,0.6596491,1.5663725,0.6991362,1.8960536,1.0735822,1.5873989
979,1.8015532,1.2705494,0.49247098,2.998167,6.1350255,1.3134013,0.886087,0.9928422,16.161827,1.6821853,3.7607214,0.67622775,2.1980507,0.70759535,1.8184947,0.6099712,1.6385325,1.5641336,0.96907485
980,1.8245721,1.229444,0.4814845,2.7696998,6.4515743,1.354781,0.81876695,1.0549748,36.687813,1.631255,2.4718719,0.6583284,1.5597117,0.67261225,2.5571647,0.6534186,2.1066191,1.49813,1.4347365
981,1.6310823,1.0865835,0.51000863,2.6015,5.2869287,1.5242376,0.8839818,1.0663135,51.12177,1.5783933,2.4562628,0.85593605,3.219572,0.938496,3.270582,0.56100553,1.7127526,2.1260202,0.7145519
982,1.3795396,0.9612265,0.50357544,2.128553,6.907383,2.4217346,1.0946186,1.3105254,66.86201,1.6306261,1.9332685,1.3529125,11.308178,1.1607418,2.865463,0.4560849,1.0501652,1.5812284,0.25979808
983,1.5639311,0.8891829,0.6009362,2.1088774,8.441656,1.2529061,0.84823847,1.53701,63.52689,1.3843782,0.9995746,0.9747512,5.6761703,2.3448784,3.820653,0.46444178,2.4193687,19.772764,0.38787574
984,1.6084995,0.9177624,0.9656223,1.7992115,10.598361,0.9473626,0.56915194,1.450232,104.452995,1.2685343,1.0195851,0.82411385,2.3723092,1.555083,2.1591756,0.63332546,2.2020063,15.409761,1.4972583
985,1.2892437,0.7120527,0.6957673,1.9362977,9.687111,1.5065598,0.8094881,1.5619395,76.40021,1.338964,1.5181017,0.98589784,3.4975774,1.4116786,1.1236112,0.7013719,1.2462274,15.592172,0.75730914
986,2.0526586,0.73076916,0.5077431,10.919376,1.0886712,6.138702,2.33187,1.4600905,6.6705275,1.0105959,2.9293585,1.225867,113.96201,1.1084288,1.2938299,0.67103565,1.474493,0.68595785,0.78300226
987,2.9533534,0.8995973,1.154449,5.7255425,0.9026598,1.6375201,1.0099589,2.3122807,5.459306,1.9050968,2.9934409,0.51217216,8.997215,0.62460667,4.0405917,0.48917332,1.4568342,0.53744084,3.206032
988,8.432886,1.2963593,0.87527215,2.3716915,1.2045088,0.68664384,0.6103119,1.3281121,5.1620655,3.395547,0.78331983,0.59762156,0.6528737,0.6870686,1.1030898,0.8125953,4.467497,0.4886402,5.413325
989,11.204646,2.7325592,1.7056931,0.70976007,0.81847835,0.7553508,0.78260833,2.9585738,2.271624,1.8150651,0.7083859,0.7605798,0.64045954,0.708811,0.941279,1.0329965,3.5003138,0.46824828,5.6189737
990,11.573975,2.080037,2.2125297,0.5299299,0.72838515,0.62099344,0.7207248,3.9216568,1.7319072,0.53420705,0.78523046,0.83264804,0.70032215,0.7203193,0.8832652,1.3233393,2.8272629,0.6223397,7.0749116
991,9.613757,1.4903314,1.4300423,0.5656117,0.6197927,0.60443306,0.66553617,2.8613882,1.6446925,0.6214009,0.96028876,1.0953382,0.93541676,0.73897207,2.1490378,1.3032107,2.3540735,1.3846568,4.614217
992,19.902878,1.2065687,1.5090122,0.62530816,0.6482793,0.63336056,0.7290959,2.9059153,1.9736814,1.616521,0.8333558,0.87677985,1.0469253,0.68003553,3.8808763,0.71493083,1.9013104,0.7879109,1.87994
993,26.10924,1.3300729,1.6012826,0.5366428,0.5736902,0.5483428,0.5044161,3.3019567,1.7254661,0.76164955,0.5102951,0.73465896,0.71293956,0.65043724,0.9507775,0.8326256,2.5290918,0.85739475,1.642161
994,30.186764,1.628372,1.5702946,0.48261636,0.53955436,0.5886973,0.4615401,3.0394921,1.4724648,0.33233505,0.56675076,0.6532068,0.83252925,0.67425704,0.54817826,0.7945942,3.1096053,0.9997682,1.3990197
995,26.471537,1.669565,1.7412916,0.44262728,0.5198035,0.57639825,0.41744882,3.1278734,1.5500648,0.36454538,0.5587733,0.6191184,0.81330806,0.6751824,0.5529353,0.8188188,3.8888388,1.1424842,1.529789
996,30.164944,2.0550106,1.3860052,0.42000863,0.51150554,0.5873319,0.41430864,3.0570931,1.5070468,0.34113836,0.6756958,0.62796474,0.80781275,0.7200726,0.560049,0.8347369,4.288042,0.7998264,1.2731512
997,30.040863,1.9801371,1.3719358,0.44793695,0.52081406,0.62030447,0.42990702,3.3921902,1.4192489,0.3409511,0.68866634,0.6038195,0.81280625,0.7692589,1.000565,0.66360444,8.1189165,0.659538,0.9161751
998,25.841232,1.6943054,1.6027055,0.35451132,0.47116852,0.5364654,0.31452674,3.5293841,1.3199298,0.27563843,0.63020635,0.59272337,0.74540377,0.7000188,1.7080277,0.60307026,15.39926,0.692522,0.9442686
999,19.116962,2.031026,1.4284759,0.38856548,0.53161246,0.58313304,0.44239685,3.699221,1.4348271,0.3329753,0.81347924,0.62757033,0.84130186,0.8305844,1.0801448,0.7133972,16.577072,0.7993704,1.0829746
1000,15.994598,2.330182,1.4706554,0.324103,0.44349194,0.5646969,0.3825137,4.0303655,1.425178,0.3432529,0.8218043,0.60117376,0.8496482,0.83829564,1.1113143,0.6831041,15.721801,0.7653603,0.9761664
1001,16.309635,2.3877316,1.1992035,0.43962932,0.44922686,0.61717236,0.4133619,3.6129053,1.529753,0.31567416,0.9829678,0.6528251,0.9406209,0.8531885,1.6002916,0.6564895,13.877266,0.86682236,0.81214553
1002,12.6318,2.8143864,0.7699373,0.61022127,0.5135166,0.6709093,0.6122184,1.8429179,2.1344516,1.076907,1.3783714,0.56201,0.8356236,0.6737272,2.7964633,0.690023,9.255031,0.92718583,0.7835534
1003,12.464124,2.800356,1.0945283,0.6496627,0.40867317,1.2422248,0.7922667,3.168596,2.1080842,0.9321023,24.267584,1.21834,11.708904,1.5137675,15.744881,0.7098521,0.92838025,1.2662882,0.3653281
1004,14.296734,1.6431553,1.4144857,0.52360034,0.51288974,0.64157134,0.560063,3.9774425,1.4537377,0.5393855,2.4087102,0.5291242,0.8446002,0.5780799,6.0624523,0.6552359,2.2848575,0.8450407,0.8198977
1005,18.78363,1.5464802,1.2439357,0.5553684,0.6015676,0.6045698,0.6220784,3.4747946,1.4247413,0.55409443,0.9218348,0.665182,0.65387243,0.5428193,0.7964074,1.0779061,5.835352,1.195876,2.2602699
1006,18.06953,1.2173038,1.2461665,0.64848715,0.5995059,0.58231187,0.631552,3.3464837,1.6141317,1.026842,0.67116046,0.5613211,0.6268149,0.52467316,0.90160996,0.8601318,7.2056675,0.8673522,1.9296961
1007,30.3392,1.2344531,1.2252069,0.5867648,0.5906938,0.57884943,0.54409945,2.92073,1.910186,1.05384,0.6216339,0.44962984,0.76923025,0.528802,2.3238218,0.50049454,6.8435597,0.5359881,1.2840194
1008,41.8489,1.5077369,1.3064976,0.5066767,0.52132547,0.6859472,0.56313527,5.8553166,1.4869124,0.34411994,0.8777327,0.6147134,1.1327128,0.6942474,3.3220384,0.5222147,5.285189,0.6270561,0.85088557
1009,43.418976,1.8141207,1.4652932,0.46571743,0.5164731,0.69568086,0.49248445,5.4849877,1.3786379,0.33134058,0.72828776,0.6463429,0.9764098,0.7306163,1.241893,0.55452275,2.7229936,0.5165561,0.69624186
1010,24.744831,1.6088955,1.829061,0.46683118,0.5010408,0.58591056,0.3607027,4.7526355,1.383485,0.356405,0.53749204,0.53685224,0.8012889,0.5969937,0.86838734,0.6305983,4.2735567,0.65766793,0.99895364
1011,11.00991,1.10864,1.3017066,0.8135832,0.6041032,0.56326044,0.8253826,3.0388541,2.0146935,1.9780899,0.5331368,0.54233116,0.62628216,0.49223363,1.8601899,0.6490617,13.090564,0.459551,1.3822342
1012,15.150467,1.4577982,2.0043237,0.42991492,0.4828515,0.5313713,0.42974517,6.0173893,1.53082,0.45103112,0.5962465,0.6184683,0.6502912,0.54208815,1.7178297,0.7168865,12.994865,0.54774797,1.4339261
1013,15.211929,2.0299902,2.2103915,0.4410537,0.49409896,0.5385825,0.38886333,8.118823,1.6005933,0.39136636,0.64981645,0.6421828,0.7088383,0.6247837,1.3502444,0.7301906,10.504842,0.3917742,1.0482855
1014,14.64789,2.0415168,2.4571848,0.39627087,0.52550304,0.6076948,0.41033566,8.3159685,1.4470471,0.3649296,0.70643336,0.56541765,0.7728164,0.6178289,2.3779194,0.63306594,5.92905,0.3312616,1.2814146
1015,16.269629,2.1138399,1.829566,0.4549917,0.5025747,0.5956362,0.42940122,4.8051357,1.9014645,0.40370384,0.63877124,0.5743516,0.72431856,0.61619437,1.6049223,0.6502549,8.812996,0.3673306,1.0359032
1016,15.074443,2.7026196,1.5477209,0.4940216,0.4919557,0.70788944,0.44446862,12.708774,1.6279062,0.33773842,0.7280508,0.63695,0.93838996,0.836384,3.8978834,0.7663348,3.1407418,0.69337714,0.6761517
1017,11.412345,3.5224109,2.064249,0.49471825,0.5137941,0.82143694,0.52158314,11.102141,1.7549782,0.3781073,0.8974981,0.6901456,1.1039071,0.8640544,3.3155499,0.6721175,2.4799817,0.6371411,0.5916983
1018,10.64219,4.8237877,1.8005413,0.4797086,0.58268464,1.0689098,0.59765804,24.383614,1.6860645,0.35919926,5.9161696,0.82825214,4.8045683,0.9103327,2.1133208,0.714241,1.0375478,0.84282714,0.7737771
1019,5.253674,6.5909586,2.0400229,0.5558648,0.6506506,1.0954645,0.66984034,20.416014,1.942175,0.46457317,4.071885,0.630188,7.6513915,0.78514016,1.9550408,0.82927233,1.0486617,1.8323088,0.76021755
1020,2.3766403,5.6810465,2.6140044,0.60908294,0.5611665,1.2100325,1.3105683,29.696724,1.9914259,0.47793537,2.4602695,0.956151,20.283459,1.337077,4.1769323,0.54593414,0.86128974,0.9618723,0.45248473
1021,3.5389736,8.080887,2.5354066,0.6512523,0.543222,1.0593807,0.5452977,20.040031,1.833464,0.4428555,3.0158758,0.61988485,4.7246428,0.7366273,0.8594259,0.982763,1.1710234,1.6213313,0.971613
1022,2.6945267,10.075564,1.5200732,0.69621843,0.6133697,1.5444355,0.65304554,7.2586126,2.1135166,0.52166516,5.5333834,0.6485236,5.2179623,1.2634579,0.64832765,1.1408894,1.1409459,1.3677732,0.6891007
1023,2.1416786,9.039066,0.63391685,0.6803074,0.5458504,3.574407,0.80452794,3.6228976,2.3646526,0.54328233,15.34131,1.0149976,12.048645,5.715052,0.3286452,0.80886495,1.1425891,0.49383017,0.31260484
1024,2.0176864,7.1803904,0.49551132,0.6462176,0.5271524,7.343005,1.170332,1.9852524,3.0273795,1.0749723,8.326742,1.2401776,9.909471,34.46313,0.579363,0.6731027,1.3560429,0.58955085,0.35010424
1025,1.8155601,4.227347,0.42662954,0.5687459,0.5496267,16.34585,2.9906952,1.8522878,2.686174,0.8000358,1.0444256,1.4017575,1.4382988,161.4243,0.61767095,0.6449383,1.3020744,0.58981204,0.5031587
1026,1.8608286,4.8320127,0.4675491,0.6238289,0.5486703,14.104356,3.184194,1.4382792,2.8168633,1.0222703,2.3662157,1.3704472,2.221673,106.625435,0.57305145,0.68945026,1.290597,0.5378392,0.48253262
1027,1.9297137,3.8862555,0.38846165,0.6819438,0.7402856,4.407033,9.639568,1.2971618,2.7800179,2.40639,0.9933644,1.6069465,6.3982873,71.52726,0.58959246,0.62604827,1.1610377,0.5566484,0.42726463
1028,1.855531,3.592667,0.37657493,0.66872954,0.7568822,6.93305,11.264442,1.0715955,3.049202,3.1876566,0.97630984,1.2405673,25.471891,6.7426314,0.62962955,0.6104066,1.2145706,0.57213736,0.42183572
1029,1.8827919,3.9129405,0.3988947,0.743118,0.7831349,7.3840046,10.477581,1.0343735,2.8888648,4.110813,0.5991641,1.3711935,80.30791,2.8506284,0.5751275,0.5966211,1.1505198,0.5189846,0.3850444
1030,1.8008938,3.0985894,0.37330654,0.8081124,0.71866703,17.482252,4.2357073,1.0046628,3.4598458,7.153346,0.81496173,1.2491335,31.579176,4.5401397,0.5843277,0.60221756,1.0872376,0.50488394,0.35282248
1031,1.8082347,2.7460933,0.37262106,1.0334716,1.0868119,50.26857,2.242063,0.87080437,7.8384347,5.5992937,1.1865916,1.9519285,3.268099,0.67731977,0.70205605,2.5169342,1.3630385,0.6722255,0.55043095
1032,1.7679706,2.4396358,0.36879486,0.9778924,1.11173,38.67977,1.8595607,0.7542991,10.670504,3.7371967,4.934355,1.249206,2.6041298,1.1264712,0.7163779,1.0820798,1.4131632,1.7608131,0.65964466
1033,1.6751075,2.2043219,0.28746152,1.311188,1.9777565,38.526527,1.7342558,0.81039286,11.116139,2.7800798,7.396175,1.3682038,1.2469963,0.79368013,0.7868144,1.6747518,1.3743923,2.912867,0.7893204
1034,1.6592187,1.7071576,0.29020333,1.238211,2.0080984,47.204865,1.3544829,0.7153469,10.671769,1.5736244,7.1539216,1.4309703,1.0517713,0.71634084,0.79983515,1.958395,1.3825922,3.581281,0.8526475
1035,1.7153523,1.776119,0.2840459,1.3323133,1.6884836,52.20034,1.3468168,0.668949,13.453576,1.3093551,4.350133,1.4941297,1.00497,0.7698447,0.6753349,1.5727953,1.194712,1.6275185,0.54650956
1036,1.7294471,1.8080984,0.35198718,1.0536821,2.312885,72.763306,1.3322556,0.64202917,13.49817,1.2698643,2.3667195,1.2867588,1.6156672,1.0227315,0.5940943,0.7825205,0.9477335,1.0743159,0.41352916
1037,1.4885294,2.1870255,0.2844681,1.061645,5.908792,29.740978,1.3866639,0.647212,13.594463,1.4470401,4.136084,1.28434,1.2533494,0.72785467,0.52287626,1.3838701,0.95983803,1.4480153,0.4678183
1038,1.436687,2.7071383,0.2805819,1.726748,7.7887616,5.3062625,1.5292342,0.7354362,15.46457,1.7873809,4.108494,0.7840284,1.3599674,0.6118356,0.54100066,0.8047843,0.9427031,2.031741,0.6225852
1039,1.6082511,1.852733,0.26282394,1.9090717,9.932119,2.8417387,0.9903249,0.6450759,13.654396,0.96188027,2.8580854,0.6474027,1.4300398,0.65872645,1.5822417,0.69381034,1.9833674,1.0401661,1.5812006
1040,1.8409098,1.321123,0.43263856,3.2065763,6.529811,1.4097681,0.7611724,0.8486768,15.549416,1.2421703,2.0839067,0.59684706,1.2811582,0.64540005,2.5725548,0.7016894,2.4027026,1.1681975,2.2524161
1041,1.8867884,1.068358,0.4349345,3.2965677,5.4728417,1.4317172,1.1017056,0.9413271,20.345959,1.7325618,1.9942263,0.80548036,1.3843746,0.9181048,1.6166924,0.8394371,2.5120578,1.3098098,2.4986684
1042,1.6874384,1.2609572,0.46961856,2.7221932,4.0140557,1.7685992,1.0478661,0.961652,58.75358,1.8297278,1.8114271,0.86867964,1.9950138,1.1096227,2.2809134,0.7699346,2.6030874,1.5369468,2.089749
1043,1.6002758,1.0785177,0.47643122,2.6770377,5.7571096,1.7253392,0.9028791,1.0795792,59.48927,1.8699604,1.127868,1.3372808,4.220224,1.3360443,9.110624,0.50747055,1.7395617,3.6643949,0.47308898
1044,1.4265871,0.96632785,0.4278801,2.1463428,6.655531,2.2471268,1.125225,1.164005,81.7333,1.4810528,1.079158,1.4378567,3.6760285,1.3481576,8.381232,0.50550854,1.5982502,4.8853765,0.37327683
1045,1.7830313,0.8206506,0.7095502,1.9887156,8.023729,1.0616409,0.6217456,1.386658,91.190445,1.2465365,0.86267877,0.98269296,5.0419264,2.7965865,8.725602,0.47409013,3.2372193,15.4990015,0.3702456
1046,1.6302284,0.8420385,0.9006332,1.8470206,10.314283,1.0005056,0.5761107,1.5990616,84.757515,1.2891403,0.999496,0.8062273,2.6748183,1.9933699,3.8828194,0.55218625,3.0792475,15.206925,1.4284915
1047,1.486501,0.765185,0.6746157,2.114223,10.71657,1.2485857,0.8023747,1.5557985,59.441406,1.446146,1.282125,0.9966804,6.3722615,1.8341264,1.5898429,0.49522212,1.588743,24.423592,0.38290977
1048,1.2967759,0.5197234,0.53336906,3.1131277,4.084956,2.545587,1.2135181,1.389092,67.28275,1.4148794,1.5843017,4.5186863,19.839062,4.7681193,0.38134676,0.5477401,0.7402513,23.44588,0.20818661
1049,2.6266832,0.8725139,0.69637007,6.5589895,0.8623823,2.6415288,1.3392982,1.6742966,7.5291104,1.5385885,5.093235,0.8820519,9.029506,1.0163866,6.0020022,0.36578256,0.84711784,0.9035847,0.5257876
1050,3.9697125,0.92603135,0.92515564,4.5365696,1.145269,1.522317,1.1549186,1.6835847,5.280219,1.7652278,5.769628,0.6998903,3.6750507,0.6221971,4.3060455,0.70710695,1.4908934,1.9856068,4.6086
1051,9.475927,1.7457218,0.9508512,1.5941355,1.0858908,0.70620817,0.90351784,1.7308804,2.8487213,4.6122956,0.7150121,0.7492189,0.6220064,0.66146517,1.0261014,0.9806582,3.5079932,0.48536792,7.7024765
1052,9.8963995,2.2524183,2.1838384,0.54533124,0.7072974,0.62098527,0.66054523,4.3852005,1.804948,0.76551235,0.83018523,0.8192618,0.72181773,0.73612744,1.0092106,1.4660773,2.8964381,0.87500685,7.666667
1053,12.010881,2.6580815,1.8736842,0.546367,0.6478275,0.7648009,0.7703877,3.7489362,1.7358052,0.46585155,0.8437539,1.0112377,0.83419544,0.8133071,0.9716162,1.7394028,2.1026387,0.81412846,5.944944
1054,16.856213,1.5458367,1.5194775,0.4492626,0.54266,0.55847824,0.5157145,3.4557495,1.5117084,0.3613469,0.6182964,1.0052724,0.7713989,0.69052285,1.3200947,1.0504392,2.5107706,0.95991236,4.360389
1055,26.266235,1.3308153,1.647465,0.44208938,0.5598224,0.5318072,0.5385584,3.2297978,1.5756402,0.3708262,0.6223444,1.0180967,0.88046354,0.7389034,0.9443353,0.8666266,2.1042783,1.1935021,2.757834
1056,38.453804,1.7364569,1.3266492,0.47303355,0.5613924,0.6127814,0.5448738,3.1457634,1.4692099,0.33568308,0.7265139,1.0944797,1.1184411,0.844457,1.7027695,0.6986252,1.9951818,1.26576,0.90644723
1057,43.665146,1.7176075,1.4181907,0.45748806,0.533681,0.64395446,0.53707516,3.272075,1.3813388,0.29616714,0.8187149,1.0239685,1.6880305,0.9728029,3.524845,0.6692225,3.0342708,1.580056,0.5675358
1058,44.140675,1.5156932,1.2993972,0.43711793,0.4855014,0.5710749,0.45001805,3.7307143,1.5300367,0.35602486,0.7117175,0.71203226,1.0873334,0.8331757,1.4220486,0.5656691,3.126967,0.5516677,0.62002087
1059,51.070076,2.0514536,1.362357,0.4297886,0.52128613,0.6776087,0.5065683,3.4141228,1.4204199,0.31559637,0.701674,0.6483343,0.8931533,0.7406766,0.90392625,0.6533143,3.6715713,0.60865813,0.81676316
1060,45.802444,1.8595028,1.635577,0.43218708,0.52413917,0.64449203,0.48275492,3.5808127,1.3336875,0.33963433,0.6251429,0.6421277,0.7815673,0.72479314,1.073111,0.62012523,5.4099684,0.60045666,0.8543079
1061,35.8645,1.7962662,1.6389158,0.31961465,0.4439649,0.6153673,0.3242784,3.5768585,1.28088,0.25549555,0.57663375,0.557628,0.71692413,0.6810287,0.7090466,0.76720697,8.155316,0.6665054,1.1746292
1062,22.077505,1.5970433,1.6134189,0.3544343,0.41102916,0.5746004,0.32660097,3.3772907,1.3338921,0.3395113,0.7567142,0.6157194,0.81890017,0.779731,1.3382833,0.6547974,18.741983,0.75334,1.058305
1063,13.561649,1.6720195,1.0411725,0.5254108,0.48086536,0.5213096,0.4374673,2.593255,1.9676902,0.7250408,0.76618946,0.60904264,0.77954566,0.7560392,1.1512266,0.72825855,15.554632,0.90396374,1.2734523
1064,11.9365015,2.1395812,0.68466735,0.7364456,0.5603473,0.6176281,0.6650624,1.8722246,2.1916926,1.9716773,0.7257451,0.58776504,0.8043528,0.7392256,1.3983105,0.6280432,19.562243,0.83891004,0.9362306
1065,10.942026,2.9666204,0.4482584,0.77795374,0.5675407,0.6203456,1.0657337,1.5760456,2.2992887,2.0124884,0.84348506,0.6145137,0.8138352,0.6771457,5.7282205,0.43310443,18.733646,0.5958495,0.5593698
1066,11.155614,2.253496,0.84595835,1.366689,0.67106634,0.7559055,0.9288987,1.4860923,2.614178,3.661408,2.86779,0.6087692,1.4758466,0.63135904,8.129808,0.6348529,2.1462405,0.9493594,0.62412167
1067,11.074274,1.7155098,1.0287888,1.0436333,0.64548194,0.6871952,1.1058245,2.5011218,2.2210717,2.2702954,1.5039524,0.48616853,0.6464844,0.46722135,6.0553627,0.60619366,3.0175323,0.9280506,0.9414204
1068,11.053952,0.9738431,0.9191083,1.3813643,0.6810926,0.6857216,0.9489962,2.3262196,2.8833292,2.7355106,0.83532023,0.57920057,0.6593631,0.49791345,4.138178,0.71159315,3.345791,0.85690296,0.7652936
1069,16.080725,0.84861207,0.826874,0.9132954,0.65321624,0.6676657,1.0343485,2.859462,1.982086,2.79307,1.2930021,0.6789892,0.8526789,0.641507,8.781776,0.66674656,2.8463783,0.5852083,0.90623695
1070,20.190592,1.0584447,1.049951,0.6773211,0.5962633,0.6659893,0.80091816,3.157627,1.7900319,1.3861393,0.9378052,0.48473763,0.83737344,0.56440693,6.682863,0.49682143,6.1808267,0.5151251,1.1623597
1071,21.96326,1.4227865,1.6370528,0.4757759,0.49713585,0.55295825,0.3781142,3.5753033,1.5543411,0.43508086,0.5869489,0.49523476,0.6625258,0.51932585,1.5448128,0.6311643,10.904706,0.515007,1.3877752
1072,19.095663,1.3323689,1.6942304,0.4846211,0.49447745,0.530852,0.36082065,4.104745,1.5655308,0.4515601,0.5464161,0.47996092,0.6414505,0.51304024,1.4612863,0.62208736,11.857516,0.47547194,1.3261428
1073,13.770746,1.1807367,1.6405361,0.654155,0.5662596,0.5574591,0.5469368,3.502159,1.7489407,1.419358,0.5592267,0.5350483,0.6364208,0.51375324,1.9453951,0.6487868,8.110519,0.510315,1.4084803
1074,10.771318,1.1490166,0.845616,1.0309604,0.6898078,0.5696795,0.8590768,1.5658059,3.9664516,2.2315152,0.6066013,0.607932,0.6170025,0.55537117,1.6606618,0.7545877,11.3279295,0.578801,1.653811
1075,16.918192,1.7461257,2.1168861,0.3657484,0.47130978,0.5245882,0.38095206,7.379159,1.4406487,0.3203246,0.60474676,0.6545713,0.6308603,0.58697045,1.3854833,0.75535905,10.550005,0.40416983,1.4018366
1076,15.852863,2.1601849,1.9516199,0.4283179,0.46106726,0.5760671,0.37731063,8.6884575,1.3601332,0.39978313,0.61535156,0.6114669,0.7757014,0.65472925,1.4029421,0.64773387,9.254933,0.36026868,0.78125215
1077,14.388208,2.0776453,1.9913764,0.40763336,0.5092418,0.5915954,0.37104785,9.785214,1.3389883,0.34585163,0.60059446,0.5409597,0.73528653,0.62283933,1.6116627,0.6267391,9.365731,0.34747714,0.889595
1078,14.674677,2.0608835,1.7204366,0.44828492,0.48871803,0.58272344,0.40506205,5.9655695,1.791895,0.36324942,0.66918564,0.55889094,0.77028966,0.61807466,2.108108,0.63855386,8.404907,0.4349461,0.8961854
1079,15.287409,2.4046843,1.8096635,0.49126655,0.57507384,0.7135196,0.49886894,11.713913,1.5275974,0.34879452,0.74529374,0.6595335,0.94705886,0.83399355,4.30668,0.777952,2.8845649,0.74729776,0.5712698
1080,10.623226,3.8935015,2.2539542,0.44949785,0.5677875,0.7930227,0.5105176,14.604189,1.566324,0.3341881,0.78602666,0.70187515,1.0146194,0.855248,3.062774,0.7506184,2.5247974,0.6900819,0.57607967
1081,10.431082,5.3982506,1.8846937,0.4493938,0.6344696,0.91536915,0.55252606,13.271526,1.6193285,0.34998286,3.3652024,0.7136626,2.6346834,0.94827044,2.4050357,0.7122193,1.450099,0.97582763,0.82035226
1082,6.1960154,7.7866344,2.1402655,0.5583724,0.49078912,1.004323,0.5609753,23.890131,1.8229232,0.41501242,6.2940755,0.6101729,4.131257,0.98498744,1.8305612,1.3409994,0.94249403,4.4055796,1.708235
1083,4.929985,7.368658,2.2692695,0.6235979,0.52805066,0.9945265,0.432962,28.31147,1.8972979,0.51050574,2.9286017,0.51908624,2.595761,0.80100334,1.3001962,0.98094875,1.4584782,2.2917202,1.091074
1084,3.5531044,10.39441,1.7018647,0.6729308,0.5307915,1.2564429,0.5449969,8.308981,1.9511847,0.45585343,4.130782,0.56585467,4.3674703,1.0959268,1.3242239,0.9090875,1.3338425,1.6863035,0.7101067
1085,2.490676,11.159542,1.6513069,0.6476507,0.6803116,1.4161885,0.718567,6.380622,2.2143035,0.49290153,4.371509,0.5894643,4.5755033,1.1615344,1.1061381,0.93318194,1.2883835,1.4675925,0.66078556
1087,1.960567,7.174099,0.47467062,0.6716331,0.5997658,4.963926,1.489558,1.8451006,2.7998013,0.8222301,8.852866,0.9623328,3.906204,27.025158,0.63066405,0.68025976,1.3505924,0.5535477,0.3642388
1088,1.8484209,4.1464014,0.48325002,0.6469959,0.63406956,8.281026,3.8678498,1.4962153,2.7907257,1.0731009,1.2995515,1.5080392,4.592823,98.22096,0.5997885,0.6725185,1.2400153,0.5680041,0.4959132
1089,1.8801242,6.3432603,0.47941092,0.70350146,0.6471136,5.6305823,3.0863204,1.6890326,2.6555214,1.009061,1.5025992,1.4691331,9.962883,54.584652,0.60494137,0.68640476,1.3006644,0.56555444,0.47590858
1090,1.9398842,5.005569,0.38659346,0.6533513,0.8116808,4.597016,13.019011,1.1420434,2.9655898,2.03777,0.7420233,1.2945487,115.460014,2.5026987,0.601427,0.60242486,1.1535084,0.5279214,0.40158537
1091,1.9183074,4.469503,0.39005908,0.7022567,0.7756534,5.254747,9.767994,0.9256462,3.1107512,3.0536704,0.81752735,1.3318682,92.251366,2.645584,0.6132634,0.59631544,1.1480452,0.5426877,0.3979239
1092,1.7117102,3.8459334,0.36886603,0.7854117,0.72893417,11.06109,7.758171,1.0676571,3.0210435,5.9231257,1.0776931,1.1979662,108.28006,2.217325,0.5970375,0.69954073,1.1733726,0.5354022,0.39894077
