,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
Calb1,0.24750084,0.7368156,-1.9489583,-1.3682745,0.9521035,-1.1718388,-0.5764636,0.75286806,0.41536498,-0.32298538,-0.67320776,0.7814646,1.1967033,-1.9671915,-0.5026209,0.44871148,-1.2391491,-1.0456212,-0.1680681
Nbn,-0.0512598,0.070649,-0.015324572,-0.038409922,-0.14670408,0.15777424,0.006605355,0.0111925015,-0.040208604,-0.04179652,0.032104418,-0.028174035,0.0289383,-0.083789565,0.13280386,-0.018070683,-0.05173266,-0.060113717,-0.3444227
Cpne3,-0.22591498,0.031351447,-0.056858003,1.0269748,-0.50309575,0.42381608,-0.05314793,-0.16486871,-0.15486512,-0.061294995,-0.2545541,-0.043044027,-0.025165679,-0.01055204,0.86527467,0.0013681131,0.15597886,-0.15518045,0.00791868
Rmdn1,-0.5144761,-0.7807289,0.023518316,0.054683536,0.33501065,-0.61700326,0.07326216,0.0066777463,-0.061238624,0.017220614,-0.32600167,0.07422723,-0.009362558,0.13351323,0.48475134,-0.10547036,-0.0065402566,-0.639134,-0.69733644
Wwp1,-0.34475145,0.63178825,-0.60021687,0.19317621,0.002162397,0.08638467,-0.12576205,-0.14495133,0.27456835,-0.37489602,-0.71861285,0.59074676,0.09860906,0.27165186,-0.32230002,-0.10828029,0.029923564,0.011631739,0.13839118
Usp45,-0.4783439,-0.038310204,0.07039846,-0.33842745,0.116771266,-1.1760393,0.023750493,0.026708337,0.03509333,0.020464305,-0.18480653,-0.08963558,0.18483593,0.43437755,-0.1554439,-0.29544762,-0.07896928,-0.9715649,-0.9696319
Klhl32,0.41979322,0.18782806,0.30966872,-0.15897816,-1.5889528,-0.9278247,0.9392677,-0.02088028,-0.015907012,-0.49306133,-0.4717664,-1.0233185,-0.037213586,1.1383269,-0.53955936,-1.0665305,0.7497686,-0.9529605,0.08942522
Ufl1,-0.18805918,-0.83398086,0.052479398,-0.045989104,0.3427558,0.1919088,0.00028609578,-0.043946866,-0.06006057,0.4133243,-0.14071357,-0.0239708,-0.0906165,-0.2579075,0.06405472,-0.12388337,-0.030310147,-0.178584,-0.48832157
Casp8ap2,-0.007823333,-0.014132589,-0.009907796,0.10727162,-0.17416991,0.056029033,-0.014622165,-0.0057272357,0.01666778,0.0030110716,-0.025967294,-0.009344393,0.01879155,0.015426018,0.025868975,-0.021673517,-0.032606266,0.029675093,-0.0045163725
Lyrm2,-0.89123416,-0.31435466,-0.04632838,-0.3927126,0.868272,0.5710546,-0.1442804,-0.6211635,0.30767518,0.7835118,-0.31534845,-0.086189866,0.005377369,-0.17391786,-0.3601449,0.12319379,-0.22129133,0.2824748,-1.085673
Ankrd6,-0.34137177,-0.6204115,-1.6046796,0.49236023,1.0949583,-0.38932785,-0.76959383,0.563049,0.1867714,0.9040477,-0.27313137,0.02745646,-1.2844412,-1.3379967,1.1539116,-0.16058211,0.009639862,-0.8742791,-0.24876529
Rragd,-0.14070489,0.3124193,-0.6580506,-1.4401121,0.91277635,-1.0931768,-0.46765006,0.45841223,0.6294485,0.2954689,-0.5962104,0.826947,0.1953051,-1.0972102,-0.75078714,0.69478905,-0.2510606,-0.8466372,-0.13451464
Rngtt,-1.1150167,-0.41011313,0.05529251,-0.11742563,-0.03230872,0.085670814,0.025646294,0.070740856,0.014987338,0.018354442,0.028389614,-0.13709168,0.030950714,0.002388826,0.32703725,-0.08666056,-0.5142886,-0.047357295,-0.6458063
Cnr1,0.37675774,-0.5021048,-0.54558206,-0.35295537,0.3829766,-1.0190599,0.19421256,-0.009125793,0.8435669,-1.3488609,0.19700845,1.5922403,-1.5223384,-0.35161835,-0.8011753,0.16871205,-0.8615505,-0.44763118,-0.07511435
Rars2,-0.597586,-0.7596117,-0.00038735618,-0.14658514,0.357389,-0.6487471,0.0035869319,0.017257119,0.098915085,0.1125246,-0.030072927,0.04677503,-0.08183863,-0.12771146,-0.092468105,-0.08333667,-0.063261144,-0.5259242,-0.7342646
Slc35a1,-0.036548782,-0.7433012,0.035651505,-0.055327255,0.054636955,-0.60131514,0.01270017,0.0009727449,0.020664398,-0.07906623,0.046067152,0.01302432,-0.120592356,-0.095211364,0.02536939,-0.0020491,0.19590984,-0.19516695,-0.6704261
Aco1,-1.4179175,-0.0044629797,-0.01228375,0.045234337,-0.13447517,0.91356355,-0.013581023,0.01572879,-0.02450519,-0.065079324,-0.22999983,0.017242095,-0.0006795222,-0.16189061,0.10006529,-0.13794163,-0.27616522,0.9137519,-0.58777636
Ndufb6,-0.1689256,0.7496684,-0.07434189,-1.2087216,-0.10740532,0.6747902,-0.04120001,-0.005440948,0.045038816,0.10888911,-0.22594425,0.06299253,-0.34540138,0.005303666,0.0042827497,-0.15109093,-0.29596165,0.29823428,-0.18013364
Smu1,-0.8735172,0.012654678,-0.1507286,0.11041928,0.44931954,0.30020756,-0.39828607,-0.10635231,0.284043,-0.0038782754,-0.68678015,0.18676557,-0.23340085,-0.16296583,0.21474135,0.71737546,-0.55327356,-0.311937,0.74845505
Bag1,0.57737947,0.2722222,0.15259986,-0.015451364,-0.3542329,0.6950104,-0.09526934,-0.28716815,-1.3148216,-0.052358676,0.013760779,-0.50140333,-0.048847534,0.13244624,-0.30915046,-1.0455135,-1.1099235,0.4767595,1.1757095
Chmp5,0.058064997,0.026388874,0.019090481,-0.055263836,-0.60498804,1.0565691,-0.0026405167,-0.047287818,-0.093435116,-0.083942115,0.110998854,-0.32546982,-0.36919525,-0.22106764,-0.22795783,0.016234245,-0.06815676,0.72516096,0.27379525
Ubap2,-0.0030356229,-0.08035934,0.0007529994,0.22301362,-0.027517684,0.13711973,0.0006968706,-0.0072123962,-0.049089782,0.002913584,0.027740153,0.0031332078,-0.02781831,-0.003861127,0.027824253,-0.023493353,-0.015248424,-0.061420258,0.15316582
Dcaf12,-0.11034193,0.38721782,0.03966618,-0.18409878,-0.11379826,0.31092495,0.0046672085,0.012307869,-0.30879983,-0.10922699,0.0043495432,-0.041041028,0.070507884,0.041253008,-0.121918894,-0.025670497,-0.90995747,0.12736416,0.3623548
Dctn3,-0.1287733,0.061945338,0.029225843,-0.30533406,-0.033131894,0.40025526,-0.00922483,-0.008489378,-0.0007421574,-0.015743895,-0.035960022,0.28452083,-0.036116302,0.06820913,-0.9166577,0.09927968,-0.8227966,0.25551996,0.29790246
Galt,0.05686436,-0.31344536,-0.022790866,-0.5701613,-0.19482315,-0.60949033,0.35446605,0.33947277,-0.3307724,-0.10852996,0.11036267,0.056173526,0.03134978,0.2314316,-1.015655,0.004579146,-1.1760713,-1.0747124,0.5677893
Il11ra1,-0.23494744,0.09942736,0.07576577,0.15850419,-0.7597344,0.25282732,0.18391286,-0.018179977,-0.12329567,0.027658919,-0.4787209,-0.29123014,0.14685473,0.5814024,0.08231854,-0.89792526,-0.15207781,-0.44306892,0.076217376
Ccl27a,0.06242082,0.4404653,0.94347686,-0.92966735,-0.28051817,-1.2733808,0.46479356,0.16903856,-0.41183335,-0.65546983,-0.24362342,-0.218399,0.86537486,0.7543665,-0.5888763,0.23194827,-0.85010153,-0.42075738,-1.1014357
Stoml2,-0.3568032,-0.18065333,0.011108529,-0.90346277,-0.3674718,0.62614566,0.035652235,0.001347056,-0.322183,0.04654893,-0.042004313,-0.01685705,0.2327293,0.32088092,-0.5198836,-0.3752286,0.028303608,0.21334061,-0.67587095
Tln1,-1.108159,-0.05242163,-0.6410404,1.1936115,-0.95727557,0.91299653,-0.5415094,-0.32908478,-0.10328847,0.08281664,-0.58930653,-0.08903021,-0.27140793,-0.38998678,0.39381528,-0.93430495,-0.13499773,0.7390245,0.65222406
Clta,0.019368913,0.14660332,0.017046524,-0.4692875,-0.008520577,0.4634402,-0.010398317,-0.003989173,-0.035742905,-0.009045122,0.031537574,-0.109547995,-0.048764084,-0.010798985,-0.2559271,0.004119408,-0.1695414,0.0983113,0.52110577
Tdrd7,-0.5389684,-0.7622159,-0.07411704,-0.97845083,1.2462279,0.20051791,-0.06159246,-0.30731723,0.39893097,0.104052134,-0.08733456,0.7351594,-0.38645583,-0.21879828,0.1889827,-0.22224213,-0.090833336,-0.7149879,-0.7133068
Tstd2,-0.04713076,-0.0006859456,-0.0073995716,-0.21819054,0.048759326,0.21459503,-0.0056587015,-0.00798716,-0.00030366107,-0.000654575,-0.03367392,0.010906956,0.016719302,0.010843296,-0.009343784,0.009802821,-0.043065377,0.014173439,-0.12257291
Ncbp1,-0.9340361,-0.40455148,0.04794133,-0.45935246,0.41249967,-0.3214021,0.025856344,-0.015186147,0.19715297,-0.01847278,0.00019078936,0.27868542,-0.034897964,-0.17275353,-0.09183813,0.08411916,-0.41618147,-0.59108245,-0.5155322
Anp32b,-0.2724061,-0.24543639,-0.47516268,0.23481879,0.35847744,1.2335496,-0.76912695,-0.64985585,-0.00065430807,0.24962732,-0.31358615,-0.4382564,-0.51443565,-0.39742234,-0.00285333,-0.32996178,-0.10893551,0.7102114,0.40793166
Gabbr2,0.74818385,0.7388848,0.4770484,-0.58136624,-1.9838958,-1.5507774,0.41808137,0.37839302,-0.87136483,-0.5581394,0.7529053,-1.0725522,0.5299515,0.70609456,-1.3174814,-0.47774658,-0.5371876,-1.3918878,0.6792396
Stx17,0.2685891,0.57247365,-0.034674168,-0.3773026,-0.04844708,-0.016618807,-0.00025541446,-0.033829916,-0.5853591,-0.0043149744,-0.19052598,-0.17607598,0.047525093,-0.00035161033,0.039978683,-0.56780565,0.09198681,-0.2713345,0.25231487
Erp44,-0.6422426,-0.5670915,0.38905773,0.06253219,-0.15016006,0.5097562,0.09441405,0.02861863,-0.3264911,-0.056600153,-0.21015535,-0.10934751,-0.28120345,0.04974494,0.24932738,-0.70185125,-0.0069793076,0.1815017,-1.0668373
Invs,0.048764978,-1.009948,-0.2754342,-0.36343417,0.26461348,0.47718593,-0.23325902,-0.012212314,0.35785013,0.25168088,-0.70396435,0.18503669,-0.13686986,-0.09128022,-0.026027313,-0.840548,0.25518996,0.3943609,-1.0228031
Smc2,-0.3220539,-1.2559278,-0.29276994,-0.07660612,-0.6344824,1.0224762,0.046785202,0.21821167,0.021749692,0.15488161,-0.19039439,-0.79137814,-0.43600202,-0.1159863,1.3224378,-0.17649363,-0.024211608,-0.06343211,-0.68878645
Abca1,-0.2804103,0.04057316,-0.8609316,1.5494796,-1.6381752,0.33781326,-1.0354041,-0.441179,0.3153856,-0.18304506,-1.2824483,-0.19833352,0.023188215,-0.8283272,1.2488803,0.013381425,-0.20624614,-0.5690778,0.6518856
Fsd1l,-0.15690038,-0.014845813,-0.004139862,0.052374218,-0.2970246,-0.00226332,0.034128014,0.047785845,-0.041445177,-0.010480253,-0.14738102,-0.72495085,0.071932994,0.008586854,0.73705435,-0.34246758,0.03682325,-0.0058060917,-0.67989033
Ikbkap,0.008570592,0.08974265,0.3260923,-1.0439674,-0.38674626,-0.30185536,0.10551412,0.057423808,-0.4016238,-0.054347023,0.5207382,-0.16915911,-0.047434673,0.24198437,0.24570642,-0.4502832,-0.08986671,-0.42978466,-1.2855636
Ptpn3,0.51791304,0.77878803,0.66115487,-0.10169883,-2.9338994,-1.6833647,0.8593082,1.0208812,-1.9455216,-1.6729954,0.20066363,-1.5465685,0.9757992,0.73844105,-0.88649625,-1.629256,1.0955149,-1.2571028,0.61733216
Txn1,0.07430216,0.21765964,0.06222674,0.45459634,-0.62141824,0.04422941,-0.021064017,-0.009280386,-0.018266696,-0.18102129,-0.00843806,-0.08823728,0.031260896,0.3802444,-0.1162149,-0.15786012,-0.14139394,-0.00074269634,-0.32520798
Zkscan16,-0.16048671,-1.5564547,-0.043669954,-0.069979675,1.6335819,-1.2928025,0.13120173,-0.026712816,-0.18861707,0.6687891,0.24217738,0.036987506,-1.2789729,-0.5960969,0.08309532,0.64258206,0.76111597,-1.4364384,-1.2271053
Hsdl2,-0.38257033,-0.37173846,-0.25871506,0.44835347,-0.772311,0.93557835,0.006416308,0.08471229,-0.37628913,-0.6197251,-0.58304703,-0.9317648,0.6529806,0.17149046,0.4975449,-0.24341977,0.64479,0.34990463,-0.59967935
Zfp37,-0.30589542,-0.56021696,0.22376269,0.92757624,-1.1537324,0.021109648,0.17994992,0.0035441532,-0.6035425,-0.07949915,-0.38718724,-0.42078626,-0.042521402,0.00362147,0.28526303,-0.1927749,0.49133047,-0.30569717,-0.30358586
Astn2,-0.7335197,0.9670507,0.047746595,-0.18295082,-0.68181837,-0.5308283,0.360185,0.3688959,-1.2236636,-0.5975295,-0.6821578,0.08014314,1.4479105,0.5678511,-0.16605097,-1.0850993,0.29207703,-1.0452409,-1.128133
Cdk5rap2,-0.25308985,-0.18721263,-0.30187285,0.61617106,-0.93912494,1.0266265,-0.16029619,-0.025253855,-0.034239154,-0.16058451,0.15601724,-0.04028926,0.13817447,-0.48378062,0.7691605,-0.28927723,-0.11939057,0.48575032,-0.28073233
Tle1,-0.6821618,-0.32026288,-1.8443022,0.39950567,0.84531724,0.05336606,-0.6196538,-0.14094554,0.53191155,0.049472168,-1.252784,0.10059548,0.5231588,-1.4140071,0.44673085,0.6866945,0.013281915,0.25595358,-0.3192299
Frmd3,-0.69436705,-0.6947848,0.42501062,-0.43524137,0.5981972,-1.2880381,0.0049160672,-0.043107618,0.25326002,0.27552205,-0.37699464,0.21943559,-0.04765397,-0.4936762,-0.62138534,0.0077434466,0.5899407,-0.5202622,-0.56857306
Kdm4c,-0.46619672,0.034551725,-0.06379388,-0.10508856,0.34286118,-0.16964163,-0.0068376153,0.02995918,-0.039870642,0.011105767,-0.071710706,-0.07026122,0.08405607,-0.8503461,0.3340147,0.011543271,-0.043484285,-0.5541526,-0.4069052
Ptprd,0.13862614,0.53792524,-0.03394532,-0.39303446,-1.2801528,0.5336367,-0.08936659,0.13422094,-0.27514988,-0.9232778,0.06087929,-0.5317441,0.48880532,0.044147022,-0.78088003,-0.28808725,-1.1250292,0.83496505,0.3549835
Mpdz,0.25800976,0.030497426,0.14973006,0.25232515,-2.2855136,0.50748956,0.41431588,0.40681598,-0.6796634,-1.2610689,0.72779375,-0.6253457,-0.5987063,-0.16185865,0.74542946,-1.2400049,-0.02375762,-0.23829405,-0.007804256
Psip1,0.043909024,-0.25996268,-0.024386495,-0.23383276,0.420809,-0.25299338,-0.014349691,0.005181105,0.026553102,0.022958558,0.09351113,-0.026517928,-0.06493763,-0.10014995,-0.2653965,0.24572296,0.052626878,-0.34046507,-0.36450458
Ccdc171,-0.62542903,-1.0632272,-0.06407269,0.9725894,-0.64041317,-0.4723113,0.25179377,0.53275377,-0.3811567,-0.47965693,-0.28961787,-0.61306804,0.17253974,0.1577291,1.1814477,-1.1664777,0.9643729,-1.0557013,-1.0482962
Cntln,-0.2779633,-0.6733818,-0.04953103,0.54585403,-0.21554723,-0.31500012,-0.06613473,0.034375902,0.41240987,0.024901522,0.015677394,-0.266351,0.008224039,-0.21616837,0.79471457,-0.074844524,0.35859382,-0.28369918,-1.4308525
Sh3gl2,0.6984505,0.6215078,0.8052215,-1.6270052,-1.3832586,-1.0078297,0.43129423,0.26512483,-1.2704159,-0.40577197,1.1994786,-1.0148427,0.62679434,0.45242321,-1.6069223,-0.10384503,-1.440107,-0.89413124,0.21249503
Slc24a2,0.3017441,0.67836523,0.18873626,-0.9171908,-0.31850484,-0.45843786,0.021774689,-0.17161483,0.048832063,-0.41605473,0.26465145,0.29886544,0.1539173,0.66614383,-1.3535701,0.2534988,-1.7019447,-0.08034642,0.50938517
Focad,-0.2646477,-0.4108804,-0.12367203,-0.6971154,1.1344597,-1.9062126,0.1656565,-0.055344645,0.4235098,-0.2787416,-0.5916969,0.4163479,0.3861439,-0.04246161,0.16522071,0.5255248,0.7395899,-0.98617774,-1.6531942
Ift74,0.016094442,0.008870335,-0.0027991435,-0.00062540354,-0.2552461,0.15720133,0.025379438,0.0048160627,-0.010510713,-0.056460116,0.026670152,-0.044568498,0.024758233,-0.026433151,0.14090806,-0.45916083,0.0016636398,0.11283023,-0.10590622
Hook1,-0.21945213,-0.37633172,0.27338138,-0.5919285,0.2609997,-1.6006874,0.18755421,0.190486,-0.025498854,-0.16642328,0.4067047,0.0030199322,0.25880083,-0.41288933,-0.15572388,-0.26051715,0.2313677,-1.348977,-0.7244764
Dock7,-0.6250105,0.29889873,-0.40844396,0.2439154,0.5821638,-1.3364228,0.0035412342,0.22201806,-0.19811346,0.18687174,-0.87060916,-0.31971404,0.6846333,-0.516268,0.63637847,-0.18329403,0.5908729,-1.6230397,-0.47805262
Jak1,0.06397338,0.5286386,0.25109854,0.041678634,-0.67754585,-0.4724089,0.081978455,0.1401441,-0.4782431,-0.61425614,0.3269598,-0.18416476,-0.2240553,0.40018794,-0.46167615,-0.2839242,0.070121035,-0.23418109,-0.48871365
Dnajc6,0.6734244,0.43616468,0.57068527,-0.770495,-1.2171552,-0.44847408,0.38556737,0.15877105,-0.7621233,-0.99590707,0.63604957,-0.6671006,0.3776221,0.6419164,-0.8285244,-0.9391571,-0.28182992,0.061922994,0.5435803
Wdr78,-0.014073667,-1.8840015,0.11492688,-0.08450402,1.3239862,-1.1254213,0.0015293766,0.09003229,-0.126861,-0.15625599,0.039448615,-0.38414553,-0.44370204,-0.9852544,1.1228772,-0.2471305,0.7381357,-0.6913863,-1.3386706
Mier1,-0.18916179,-0.5944281,-0.023460463,0.11603618,-0.03513998,0.36477098,0.0092250835,0.0023286396,0.045879036,0.005962044,-0.01517459,-0.031239582,0.038610805,-0.015928116,0.105013505,-0.21498992,0.040869344,0.31023553,-0.740963
Dab1,-0.008557063,0.02315193,-0.25001588,-0.059570245,0.022727884,-0.16905166,-0.031108443,0.23392881,0.03341374,-0.005463204,-0.13103868,0.048021726,-0.16852951,-0.14060046,0.31262928,0.048572518,-0.90151185,-0.032592665,-0.23523577
Ppap2b,0.15404646,-0.21530074,-1.0600934,1.1471136,-1.278867,0.5079662,-0.9651509,-0.8493225,0.2860492,0.034090985,-1.4160371,-0.847226,-0.8316541,-0.9984298,0.76323926,-0.02692457,0.036711413,-0.16939999,1.4305178
Ttc4,-0.36289772,-0.28441405,-0.028847948,0.06493056,0.58056027,-0.2151112,-0.013098948,0.036059473,-0.14978202,0.06118463,-0.03945186,-0.07937568,-0.113130756,-0.25871754,0.5332039,-0.3613109,0.4258064,-0.20970458,-0.648253
Mrpl37,-0.34980887,-0.3650774,-0.09255173,0.6278561,0.5522251,0.0033989232,-0.047123037,-0.041942894,-0.11673026,-0.0035976768,0.07517958,0.0066427533,-0.0007223646,0.039491054,0.1074767,-0.06561059,0.04252748,-0.38898262,-0.81285155
Tceanc2,-0.23962349,0.057627846,-0.010699592,0.1390329,-0.073827416,0.12633994,-0.0011323849,0.004075045,-0.04367715,-0.008921345,-0.054024257,0.004998484,0.039797343,0.0390106,0.014539191,-0.020464398,-0.040150747,-0.374305,-0.6556062
Tmem59,-0.14217325,-0.2724227,-0.01296885,-0.052060913,-0.01615366,0.7888636,-0.012357502,-0.027869018,0.015581855,-0.02216461,0.05049465,-0.083923884,-0.9961187,-0.11736924,-0.3113859,0.12224517,0.11498256,0.5720316,0.23199677
Yipf1,-0.13166595,-0.05590016,-0.013108255,-0.7168659,0.07589918,0.58423334,0.017868895,-0.0023769964,-0.12686138,6.98649e-05,-0.09068932,-0.026614593,0.06768916,-0.009814684,-0.002118598,-0.022156905,0.04277668,0.0577669,-1.0086187
X0610037L13Rik,-0.07379591,-0.075027816,-0.0125477305,-0.46319354,0.015070224,0.41462442,-0.0118832765,-0.010674717,-0.0076295114,-0.006409277,0.004123472,-0.026373507,-0.015376465,-0.17124756,0.03680267,0.05514496,0.097000584,0.20976047,-0.4516058
Scp2,0.09725933,0.008731832,0.056899335,0.34927773,-0.13957307,0.7104229,-0.15277755,-0.5387807,-0.29740965,-0.2608889,-0.25012472,0.08646052,-0.30621156,-0.79019904,0.58029115,-0.1614098,0.18314686,0.10654857,0.5824041
Btf3l4,0.024098296,-0.037285063,-0.0047960724,-0.08931479,-0.011348441,-0.4574377,-0.0036798425,0.018895676,-0.018948479,-0.0025107018,-0.00976927,0.010895469,0.071199656,-0.01286143,0.06585925,0.020645346,0.011028417,-0.47089705,-0.33532104
Rab3b,0.32273927,-0.12462675,0.03580314,-0.49239054,0.096609525,-0.26945955,0.061163712,-0.0535991,-0.27021107,0.039764293,0.13515633,0.003165216,-0.98240215,-0.09594229,-0.38779083,-0.34896713,-0.03266424,-0.28994942,0.55539024
Osbpl9,-0.7517608,-0.22654516,0.100394554,0.8215439,0.7068754,-0.8145789,0.06450896,-0.7794616,-0.07707793,0.6055688,-0.68851393,0.022547195,-0.07895284,-0.0036191691,0.7838437,-0.37231266,-0.041668724,-1.438905,-1.3631217
Faf1,-0.09440428,-0.25348753,-0.143749,0.005100785,0.33928227,-0.09941208,-0.011800798,-0.02526665,0.042523805,0.042486485,-0.059310228,-0.006414066,-0.07126813,-0.033414584,0.3772685,-0.012207904,-0.007304383,-0.24676445,-0.50129044
Bend5,0.5424531,0.5074739,0.4575528,-0.6706669,-1.081068,-0.9210829,0.99561673,0.45386562,-0.9631307,-0.6320165,0.65351146,-0.8741364,-0.17750417,0.7058502,-0.8919147,-0.70504963,0.52603847,-0.10950778,-0.5431894
Agbl4,0.10685286,-0.5069889,0.35594177,-0.015990853,-1.7018051,-0.6907792,0.98631936,0.51422495,-0.78441006,-0.20661134,0.70070195,-1.397373,0.46145236,0.46455196,0.1795294,-0.18072794,0.10007981,-0.6694729,0.083701946
Cmpk1,0.5882491,0.19416723,0.4435356,-1.2885174,-0.50511205,0.037417118,0.09585118,0.027502552,-0.5468754,-0.37829393,0.26590958,-0.056792166,-0.015787276,0.6082839,-1.221844,-0.0903793,-0.46537268,-0.18150254,0.1210626
Uqcrh,0.49625963,-0.008489659,-0.190312,0.5183204,-0.17105886,0.72282475,-0.070098735,-0.30188936,-0.68506867,-0.11767806,-0.29118994,-0.16900922,-0.3788684,0.08549549,0.059629746,-0.18055087,-0.080483325,-0.24780597,1.4625807
Pik3r3,0.061544705,-0.28502184,0.36417016,-0.0463377,-1.1065236,0.9251404,0.02382334,-0.10714623,-0.078698985,-0.021570807,0.101015724,-0.23784757,-0.10337062,0.17546892,-0.51390296,-0.44219598,-0.07208174,0.48758417,0.12450169
Nasp,-0.45652214,0.06958083,-0.03647815,0.20677821,-0.50358856,0.70233375,0.263594,0.11501953,-0.7853925,-0.4387147,-0.69265705,-0.69956255,0.7394519,0.027814865,1.3195378,-0.7546273,-0.90074474,-0.5094227,-0.71535194
Akr1a1,0.22997393,0.108255036,0.032373212,0.20366475,-0.8092747,0.634527,-0.007325496,-0.09684179,-0.17492715,-0.2581852,0.30083534,-0.6054084,-0.14905639,0.23761857,0.12472138,-0.15977834,-0.2799497,0.36092103,0.28840727
Prdx1,-0.431058,-0.40926275,-0.17214279,0.19180702,-1.1882684,1.3949568,-0.4741703,-0.3320996,0.25782228,-0.6938216,-0.28653753,0.000313124,-0.8474104,-0.81804866,0.2388198,-0.7155026,-0.12794219,1.0961338,0.58870703
Eif2b3,-0.014026044,0.021858709,-0.04129374,-0.14255376,0.043036044,0.18365693,-0.004134921,0.0053253286,-0.02143322,0.03253162,0.0009967719,-0.021542499,-0.015962038,-0.034876913,0.07080068,-0.03836359,0.029574746,-0.034744505,-0.74009514
Ipo13,-0.11870873,-0.27642012,-0.082909346,-0.4191463,-0.008774226,0.78022623,-0.012613964,-0.056926683,0.1379301,-0.023978258,0.0012008741,0.10639716,-0.07890481,-0.53666836,-0.16066316,0.010453825,-0.012041282,0.9335288,0.7603558
Med8,0.02700129,0.10180333,0.052267175,-0.16294147,-0.13749802,0.25300157,0.0046746857,-0.0039918837,-0.008084856,-0.0032426936,0.13807683,-0.044259194,-0.014870659,-0.0077856975,-0.07475159,-0.08682888,-0.33898333,-0.0631682,-0.07133987
Ebna1bp2,0.38342264,-0.72277236,0.0039234064,-0.7125083,0.058100812,0.072218254,-0.0122209955,0.0087926015,-0.05054992,-0.010101283,-0.01808749,-0.033915192,-0.023633555,-0.14829312,0.33066067,-0.1348587,-0.0023958425,-0.50893694,0.0020412435
Ccdc30,-0.26807863,0.22231919,-0.66009676,0.00237362,0.8346909,-1.413618,0.03575355,0.065694675,0.09303264,0.22541103,0.07301754,-0.12491145,-0.3376451,-0.9611304,0.75746787,-0.121565804,0.6264119,-1.2714055,-0.6240064
Ctps,-0.77917147,0.2209831,0.19158627,-0.45210528,-0.68879384,1.0328044,-0.030698244,0.0638673,-0.31568488,-0.6834877,-0.5161926,-0.38740936,0.21678534,0.07109392,-0.044065967,-0.554559,-0.31465682,1.1541679,-1.1874651
Rims3,-0.17174405,1.182552,-0.47454268,0.23962712,-1.5216156,-2.1559446,0.26095057,0.49963635,0.078200504,-0.6867658,-0.3933478,-0.76332057,1.452351,0.130947,-0.4332878,-0.5864814,0.42525855,-1.3764819,-0.60906947
Smap2,0.08466999,0.026462324,-0.01456299,-0.014536019,-0.0036187433,-0.41273382,-0.0081867725,0.0013325495,-0.007572395,-0.003585207,0.05473457,-0.02926651,-0.020320192,-0.016732724,-0.55749243,0.084181294,-0.07320722,-0.16585958,0.285865
Zmpste24,-0.031793844,-0.18424043,-0.023759175,0.039616708,-0.038324427,0.31931272,0.0035413578,-0.004914379,-0.017230501,0.0038471953,0.029910984,-0.022732954,-0.008625871,0.007963957,0.10403704,-0.15034063,0.007727775,0.13158314,-0.4119769
Trit1,0.022570275,-0.14032182,-0.06561767,-0.25044098,0.12429678,-0.44376937,0.0055790185,0.07030094,-0.1260244,0.076340504,-0.11770733,-0.08381681,0.051637072,-0.13325474,0.23655981,-0.006650354,-0.08949818,-0.30334127,-0.4625339
Ndufs5,0.2842754,-0.08269315,-0.1604308,0.2498523,-0.01830047,0.7567674,-0.08694002,-0.2771104,-0.08660093,0.17366464,-0.11030358,-0.44780418,-0.124002784,0.10559368,0.21650083,-0.12961444,-0.2357429,0.49398217,0.50551635
Sf3a3,-0.024381684,-0.109684266,0.004086067,-0.5372294,0.23292719,0.08307416,-0.009065374,-0.019957503,-0.018490665,0.0144349905,-0.07164776,-0.026764983,-0.009322548,-0.024693515,0.117026635,-0.008846851,0.010133058,0.004150277,0.41297308
Gnl2,-0.0025609464,0.13874093,-0.03482745,-0.054789357,0.04452166,-0.41808128,-0.022502488,0.034552082,0.007827301,0.009670915,-0.0068621333,0.013193037,0.47473064,-0.88413274,0.17765477,-0.6097662,0.009733299,-0.64313245,-1.0434593
Meaf6,0.12832542,-0.21854897,-0.0009046328,-0.06508833,0.2607151,-0.64192563,0.03550316,-0.018927706,-0.06449192,0.19681655,0.1089855,-0.4266738,-0.074317165,-0.3013917,0.1334088,-0.047253285,0.030190937,-1.0355773,0.2692118
Mrps15,-0.07299898,-0.4137066,-0.0067671873,0.23233782,0.12147103,0.017739112,0.0055767465,-0.04576313,-0.037307758,0.04156735,-0.09686458,-0.07876479,-0.042205792,-0.36042002,0.45363754,-0.12139063,0.05319632,-0.80537474,-0.074337
Clspn,-1.3110559,-1.2950788,-1.4924599,-0.33744276,1.9775813,0.5402749,-1.6643826,-1.4880749,1.3141037,-0.56334627,-1.1501297,2.1781619,-1.3305452,-1.0806761,1.2974603,-0.06559412,-0.43174386,-1.0183231,-1.1054674
Psmb2,0.20964265,-0.5525589,0.083703846,-0.5996348,-0.8917124,0.79695,0.049430065,-0.02967843,0.1970775,-0.08295302,0.026281042,-0.64940494,-0.18098187,-0.01612213,-0.029841954,-0.0047977967,-0.07625845,0.41208586,-0.34178302
