,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
Ppp1r14c,0.51590955,-0.021177975,0.2868849,-0.35339478,-0.7225306,-0.33281526,0.3713503,0.53363526,-0.667626,-1.1698769,0.47792262,-0.35272047,0.3367923,-0.58528787,-0.58943033,-0.8023082,0.43068793,-0.31549156,0.18859924
Plekhg1,-0.69483244,-1.378166,-1.1544448,0.7338181,-2.5640025,1.6391181,-0.81383157,-1.6317273,0.32385218,-0.85811895,-1.0025533,-1.3230174,-0.87215364,-0.98861945,-0.3590221,-0.20959698,-0.7602061,1.7698686,-0.5334455
ENSMUSG00000096054,0.01992968,-0.07516258,-0.43457702,-0.16413489,0.5246949,-1.293561,-0.009529394,0.2650303,0.13537581,-0.33008546,-0.20716535,0.66262776,0.08737725,0.1012579,0.0025627746,0.21410955,0.051666036,-1.1551162,-0.8427838
Vip,0.9956456,1.0133852,-0.35232446,-0.2513029,-2.724164,-0.3237455,0.6677062,1.0330791,-1.4332384,-0.32756305,-0.12198928,-0.21082607,0.4987681,-0.55080914,0.044936713,-0.6323718,-0.6201083,-0.4913999,-0.31328735
Lrp11,-0.13559358,0.32518002,0.18758073,-0.45037308,0.04587488,-1.1593794,0.14798185,0.25490773,-0.2676861,-0.67025286,0.34555978,0.0008230588,0.4427692,0.04552105,-1.1375506,0.008376194,-0.55899024,-0.7557541,-0.599652
Pcmt1,0.04957064,0.37583965,0.20259726,-0.39636248,-0.42176437,-0.4954675,0.074117295,0.10047535,-0.29271722,-0.14424169,0.15403323,-0.0673012,0.24372348,0.32261464,-0.5237622,-0.31121236,0.0355556,-0.6831813,-0.1887299
Ginm1,0.07083961,-1.2200981,-0.0628048,0.7658534,-0.32988775,0.78992945,-0.24210885,-0.33947068,-0.114557005,0.3824697,-0.4784016,-0.62707335,-0.52842915,0.27204585,0.24896845,0.23278302,0.6259401,-0.64293265,-0.69406646
Ppil4,-0.3330677,-0.06462535,0.106904134,-0.8519099,0.016397791,-0.19963364,0.009169578,0.031953383,0.12974913,-0.0012538763,-0.019141791,-0.010199974,0.019740336,-0.007439877,0.16446714,-0.0906994,-0.7162104,-0.7020177,0.13117313
Ust,-1.0129124,-0.22891192,-0.71450394,0.2368997,0.6308923,0.9957719,-0.08911232,-0.08086816,-0.28697938,-0.15475006,-0.5969243,0.8752577,-0.7459008,0.42717835,-0.42781338,-0.34568658,0.06029995,-0.057104558,-0.7447249
Sash1,-0.05384123,-0.0011403877,-0.43254197,1.0390296,-0.7748862,0.52810717,-0.20014553,-1.1244732,0.44429705,-0.1380556,-0.33713633,0.38796777,-1.2263756,-0.109399356,0.6404186,-0.7115712,-0.7584694,0.35903922,1.0114406
Shprh,-0.09877435,-0.4600832,0.009524629,-0.03239331,0.04631546,-0.5111341,0.014502305,0.012792222,0.0121902665,-0.00849692,-0.023700114,0.034584265,0.0006933182,0.024715152,-0.05462022,0.080538034,-0.07621753,-0.23926088,-0.11707619
Utrn,-0.5273466,0.22696765,-0.90210575,1.0721283,0.21868668,-0.55328226,-0.20059009,-0.90460944,0.31450665,0.4427435,-0.687594,0.51027787,-0.22591053,0.18511857,-0.03634996,0.70644337,-1.2928476,-0.917942,0.10404477
Phactr2,0.40407345,0.4367185,-1.5718467,1.3488247,-2.7733712,-0.35045084,-0.6014039,0.6852669,-0.13895488,-0.82629025,-0.10124543,-0.6083616,-0.33481252,-0.77611476,-0.03916641,-0.92256165,1.3040491,-0.71646816,0.91155833
Aig1,-0.41999236,-0.12560207,0.6730774,-0.3860553,-0.08427236,0.043610655,0.19029762,-0.15817732,-0.46734422,-0.07644697,0.103412084,-0.83656913,-0.1290102,0.45749718,-0.22345003,-0.05896744,-0.64540285,0.54365563,-0.032317635
Vta1,-0.6291426,0.0733412,-0.2175786,0.30564496,0.46772334,0.5441289,-0.060482822,-0.05805291,-0.114031956,-0.016746992,-0.04298474,-0.043645073,-0.16665357,-0.06383777,-0.18114261,0.35499814,-0.21161015,0.30487877,-0.057976346
Ifngr1,0.22739422,-1.0764875,-0.13785931,0.31655642,0.5181697,0.45381954,-0.68609273,-1.2833942,0.20548078,-0.34090194,-0.030195976,0.43930417,-1.2236636,-0.17639467,0.07320752,0.82820576,0.09422629,0.3772408,-0.62073404
Map3k5,-0.29049656,0.30576596,0.8040699,-0.4397997,-0.00090666115,-1.3496943,0.22484362,0.33556336,-0.8776896,0.31323487,0.2543271,-0.84217244,0.90007985,0.37548015,-0.96581596,-0.5685193,-0.14214568,-1.0282182,-0.12624739
Map7,-0.871402,-0.3293631,-0.4530952,-1.5224755,-0.025720552,1.095841,-0.19804288,0.16027172,0.37775755,0.3420523,-0.2963071,-0.5244997,0.31873006,-1.1939465,-1.0278448,0.0091203805,-0.42979342,1.4646326,-2.0150907
Pde7b,-1.9190137,-0.79936033,-2.1277885,-1.5670975,2.5053658,-1.5089142,-1.827333,-0.469412,1.1499908,1.0133901,-1.6175517,1.4560632,0.08497448,-1.5243045,-0.13257879,0.8982228,-1.6105434,-1.2378616,-1.3417559
Hbs1l,-1.1071815,-0.319925,0.10554897,-0.73232675,-0.033538878,-0.0065481775,0.029297626,0.19320627,-0.057528123,0.047206566,-0.10449924,0.080716394,-0.005967318,0.07245234,0.029347602,-0.33454156,-0.73631585,-0.7759205,-0.5153586
Stx7,0.4216362,0.11499527,0.3743837,-0.046919074,-1.3966415,0.2443453,0.041574117,-0.05016434,-0.30113938,-0.20037606,0.59330213,-0.3886171,0.0047060605,0.06371991,-1.0955174,-0.8605675,-0.33877814,0.03810552,0.6043958
Ctgf,0.3559154,-1.1640671,1.7886972,1.0072019,-2.1820405,0.031679742,-0.55210364,-1.6055437,-0.37176135,-0.3653356,1.6697595,-0.43879193,-1.5075203,-1.1362498,-1.3559203,0.27047423,-1.7477373,-0.17240593,-0.068407714
Med23,-0.5663897,-0.06768331,-0.019979937,-0.54227763,0.19945103,-0.662038,-0.0029006798,0.005442263,0.23595515,-6.648307e-05,-0.18440364,-0.054005504,0.007942426,0.041290347,0.4790672,0.17951481,-0.2403895,-0.58310366,-0.81265384
Epb4.1l2,-0.4156803,0.5396686,-1.5238467,0.7223647,-0.76426697,1.1511486,-1.1954695,-0.18038222,-0.2751151,-0.8563764,-0.8407122,0.07668011,0.006230329,-0.6334623,0.13553202,-0.056448635,-0.6287277,0.7297419,1.0427796
L3mbtl3,-0.0605848,0.49595803,0.080247365,0.49149242,-0.98895633,-0.93331194,0.2017463,0.5616291,-0.7210342,-0.8800475,0.17232531,-0.38975406,0.9186367,-0.28447482,0.2989625,-1.3662926,0.46073917,-1.0061185,-0.30930206
Arhgap18,-0.5549444,-0.60912913,-0.37933803,0.2925103,1.906645,-0.7734854,-0.8746628,-0.6467704,0.36896837,1.1303837,-0.6505667,-0.17106289,-1.234459,-0.4460239,0.59280324,0.36902398,0.11713674,-1.1062318,-0.22398162
Lama2,-1.4729784,-0.3134151,-1.5601153,1.7224138,-1.6778855,0.97687775,-0.5910742,-0.11929844,-0.5008722,-0.76418406,-0.8738506,-0.1048393,0.06893732,-0.64376074,0.6860172,-0.72935516,-0.664142,0.69921404,1.0775864
Ptprk,-0.27860957,0.91938066,-0.12837967,0.23027928,-3.9875937,0.3347645,0.773003,1.165203,-1.6058047,-1.6961086,0.5419598,-1.3268017,1.3177931,0.56435305,-0.8163074,-1.2747301,-0.26277903,0.105930716,-0.54515094
Soga3,0.108682424,0.1043497,-0.02463535,-0.27594525,-0.0101404,-0.54894775,0.0025000495,0.07348441,-0.09226435,-0.18084423,0.20471585,-0.105886,0.093874626,0.08582673,-0.120829135,0.06066064,0.14296809,-0.2984421,-0.71232146
Rspo3,0.6376405,0.9087523,0.8974289,-0.23021206,-3.7182403,-1.1150557,0.53752744,0.9953404,-1.8741336,-1.6167861,1.2770879,-1.1826212,0.7209484,-0.30154416,-1.0429093,-0.6753987,-1.4814563,-0.75047225,1.1634431
Trmt11,-0.71999025,-0.33903903,0.02847265,0.33683223,0.36227953,-0.39884394,-0.021603754,-0.0017107078,-0.025689714,0.011380747,-0.5466027,-0.01924103,0.09379094,-0.22610492,0.036904708,0.0062957914,-0.16450992,-0.46622154,0.077615745
Hint3,-0.09009811,0.31850475,0.24456558,-0.8367758,-1.4967871,0.49651575,0.3763494,0.12205742,-0.29634145,-0.0030967828,-0.25684425,-0.729646,0.17454398,0.41513696,-0.62377495,-0.36548084,-0.20615697,0.3781349,-0.3374825
Ncoa7,0.17253965,0.0049784235,0.19047466,-0.65231067,0.05127245,-1.0792321,0.026811458,0.011899894,-0.114989586,-0.34726247,0.26160523,0.17075594,0.026791891,0.069891185,-0.42710665,-0.13064769,-0.026494414,-0.7458737,-0.14150909
Rwdd1,-0.058525156,-0.052686565,0.007060945,0.041572403,-0.070562154,0.1619899,0.001418385,0.008366819,-0.0069935815,0.0021957227,-0.0007991178,0.021061154,-0.0001587244,0.013342236,-0.15902823,0.005407454,0.0029235312,0.023749446,-0.22085404
Lama4,-1.4560452,0.97571516,-0.40605375,1.5980248,-2.4268508,0.174406,-0.23329945,0.13294387,-0.24326266,-0.042736758,-0.8052188,-0.5630767,1.2781124,-0.4336336,-0.8404885,-0.8640596,-1.2094939,0.0770729,-0.7508692
Gtf3c6,-0.7400991,0.15959425,-0.21090476,0.16270132,-0.47675318,0.99248266,-0.15503407,-0.2426156,0.25228748,0.06311993,-0.20153023,0.023493567,-0.2946125,-0.353736,-0.19133613,0.49311784,-0.87082136,0.4805783,0.03393686
Cdk19,-0.7764134,0.5129273,-0.268618,-0.63246876,-0.012112856,0.5754298,-0.39189863,0.01654174,0.30401716,-0.52423304,-0.56803167,0.25310913,0.703527,-0.08793961,-0.9123294,0.47857046,-1.310424,0.6672086,0.19432196
Cdc40,-0.5728885,0.21258558,-0.30523345,-0.409705,0.37832612,-0.55893075,0.031131634,0.38647607,0.039660428,-0.07642025,-0.2067431,0.24431416,0.44352642,0.070705615,-0.11042849,-0.30980173,-0.6602498,-0.7885829,-0.7424823
Cd164,-0.5388826,0.17185214,0.31982568,0.024488626,-0.8347317,0.91443837,0.06083334,-0.11924573,-1.0353223,0.026959948,0.25244743,-0.47946593,-0.30786055,-0.2703695,-0.52595955,-0.34282437,-0.35853535,0.63448274,0.5115496
Cep57l1,-1.1376337,-0.8625754,0.08369256,-0.020348994,1.749116,0.15713103,-0.46978292,-0.30578104,-0.080604635,-0.051788773,-0.4814727,0.8932033,-0.56409454,-1.0054464,0.547401,-0.43729433,0.45775315,0.3299351,-1.3386438
Ostm1,0.008220903,0.10229672,0.036471367,-0.2713686,-0.17614,0.2729327,0.030914633,0.03636901,-0.5279792,-0.03049376,0.07978647,-0.16518061,-0.018291414,0.040704157,-0.123786785,-0.107261226,-0.01697059,0.09355618,-0.60705614
Sec63,-0.032134145,0.18480754,0.045924492,-0.00727068,-0.50685906,-0.16096523,0.0065735886,0.14454925,-0.06622935,-0.36374557,0.06411852,-0.14200431,0.19059944,-0.01481322,0.062262546,-0.01692002,-0.3096193,0.0062674843,-0.7105004
Atg5,-0.03563889,-0.6306002,0.04102058,-0.06598057,0.18793696,0.023686586,0.0135638155,0.014708777,-0.29274184,-0.16274938,0.031038987,-0.017249342,-0.078492604,-0.027485326,-0.05736489,-0.09832432,-0.014416717,-0.07623058,-0.47301787
Hace1,-0.3699743,-0.41152796,0.16089633,-1.2819917,0.22550853,-1.1631894,0.082589135,0.34123346,0.11923183,0.018986493,0.5357058,0.19515988,0.08334977,-0.043058567,0.011830258,-0.54991615,-0.47932723,-1.16824,-1.2474579
Ascc3,0.016728513,-0.19915573,-0.17779893,-0.027913569,0.2976575,-0.7004532,-0.06090073,0.052299026,0.067760274,0.0014667013,-0.16144463,0.19598041,0.05002744,-0.6200259,0.1073295,0.070127375,-0.012426515,-0.76999885,0.0064138747
Dcbld1,-0.42070845,-0.6013541,0.49382624,-1.5111761,1.2355494,-0.3824652,0.08013855,-0.9855785,0.42838645,-0.0576881,-0.22403222,-0.021626635,-0.8997992,0.118293196,0.6617797,0.23708454,-0.68444556,-0.49156553,-0.5341536
Fam184a,-0.16201599,-0.6844791,-0.90791,0.6259349,0.7875018,-0.0942435,-0.62038976,-0.12822774,0.5151318,-0.072179824,-0.21998794,0.66066176,-0.91456294,-0.6791884,0.60214806,-0.085125655,0.60230297,-0.34457144,-0.9718467
Hsf2,-0.050343093,-0.48975968,-0.003682317,-0.0208009,0.055107407,-0.13202854,-0.002915925,0.034518573,0.060026933,0.026311778,-0.06282221,-0.01099552,-0.020072151,0.02138418,0.14288588,0.00081148435,-0.45760116,-0.116831355,-0.22778818
Gcc2,-0.015129647,-0.051916804,0.050558545,-0.086812854,0.05373899,-0.6317287,-0.0034019519,-0.00212424,0.035166323,0.015055127,-0.01501997,0.031414315,0.026075672,0.04657995,-0.009501108,-0.06622604,-0.07086908,-0.6650907,-0.5011896
Lims1,0.13695814,0.010751943,0.011630275,0.83608407,-1.292572,0.9639274,-0.3074839,-0.22328316,-0.2359364,-0.021473773,-0.15929331,-0.70212597,-0.07340766,-0.051303927,0.6375488,-0.43110695,-0.17007063,0.31901276,-0.14789909
P4ha1,-0.668927,-0.66204923,0.18880585,-0.1015052,0.6041409,0.048080783,-0.13005126,-0.2327672,0.50084937,-0.39803007,-0.4027399,0.9347866,-0.30499694,-0.25396702,-0.0050308434,-0.16337267,-0.32826364,0.055232435,0.100716636
Mcu,-0.050570674,-0.7080192,-0.020778034,-0.45722038,0.38607073,-0.63305515,-0.0042449264,0.01579535,0.0019905036,0.04849319,-0.01046136,-0.03862858,0.021167116,-0.21730621,0.06150099,0.01006993,-0.024176076,-0.78288144,0.022270892
Dnajb12,-0.13479093,-0.40576532,-0.014220575,-0.10374805,0.12411931,0.18003038,-0.008415238,-0.015990648,0.23064964,-0.030393394,0.025736505,0.14450221,-0.030523881,-0.05292425,-0.11415848,0.1136773,-0.567246,0.31738,-0.54370797
Anapc16,-0.074582614,-0.057913255,-0.002117021,-0.0060914764,0.05985305,0.114148475,-0.009440068,-0.048265632,0.07963654,-0.0035609088,-0.030057369,0.032420985,-0.09365844,-0.040417068,0.08723064,0.0027021917,-0.06488,0.37218532,0.044483364
Ascc1,0.18468896,-0.08953385,-0.21580537,0.40874833,-0.20622376,0.47445884,-0.020113453,-0.024045222,0.008141682,-0.118299335,-0.3347988,0.055330545,-0.00026008073,-0.10617319,0.58994305,-0.18451236,-0.055833537,0.059243537,-0.0540964
Sgpl1,-0.6634903,-0.2194684,0.022021133,0.30576634,-0.021212243,-0.08327821,0.0017672239,0.017252995,0.0005729346,-0.079940945,-0.026438206,0.04470801,-0.1355324,-0.041582607,0.27434972,0.030714042,-0.12802164,-0.30210266,-0.96742135
Ppa1,-0.012116672,-0.13472119,0.024286345,-0.02656797,0.032985233,-0.14369862,0.023962703,0.0047263135,-0.0692012,-0.015409154,-0.031878807,0.0072965184,-0.029095905,0.11589061,0.0024758454,-0.025613617,-0.020283476,-0.37311724,-0.2750472
Sar1a,0.0066992734,0.02335185,-0.004055815,0.0967906,-0.022762686,0.074577644,0.002605578,0.0022144548,-0.25740117,-0.03418097,0.014781029,-0.045780618,0.00038355045,-0.01697264,-0.28388864,-0.03262217,-0.0145379435,0.2727835,0.1358383
Hk1,0.637107,0.19605117,0.5032212,-0.5517723,-0.68529177,-0.91347134,0.41748333,0.13278265,-0.2972352,-0.28943264,0.478961,-0.016102113,0.09424142,0.5325164,-0.8905095,-0.7626426,-0.55531293,-0.9630008,0.71731055
Slc25a16,0.030049486,0.09311882,0.037243575,-0.30327535,0.024543358,-0.6440809,0.020002099,-0.0071072783,-0.023568073,-0.0016017267,0.32389173,-0.005997083,0.04048291,0.022455892,-0.4975548,-0.08710499,-0.0894555,-0.4791626,-0.43100497
Rufy2,-0.09154371,-0.023612373,0.043237664,-0.13145678,0.08522299,-0.64902663,0.1180829,0.012914346,-0.5003673,0.025743032,0.02383475,-0.16254875,0.06615498,0.05648239,-0.0036095069,-0.9446029,0.46267107,-0.78227115,-0.55091155
Nrbf2,-0.11970509,-0.18709396,0.090098575,-0.21034369,-0.1223985,0.2260562,0.013611538,-0.006254641,-0.020873664,-0.0014797747,-0.119308166,-0.053229157,-0.03454287,0.14456233,-0.003185762,-0.00659404,0.0070348065,0.34739774,-0.5327587
Arid5b,0.36495295,-0.07374622,-0.06448748,-0.01648526,-1.2621075,0.490641,0.26643082,0.34606478,-1.0025904,0.051381897,0.07435969,-1.1319861,0.17662673,0.0038172943,-0.0065810266,-1.0759478,-0.55969864,0.6985786,-1.0386243
Fam13c,0.34964895,0.34773508,-0.12935983,0.3864358,-0.5975663,-0.3710909,0.00600013,0.20122273,-0.20716414,0.034157664,0.3286338,-0.9272404,-0.48963335,-0.32071295,0.092286244,-0.43881717,-0.38211355,-0.039976597,0.38794887
Tfam,-0.34843105,0.37861797,0.09771194,-0.06560174,-0.7458608,-0.038722575,0.024441862,0.071997404,-0.105785936,-0.110521,0.011706205,-0.06951402,0.104870565,0.0656588,0.24869223,-0.41889185,-0.1814745,0.10885072,-1.1246513
Ube2d1,0.04155251,-0.47972274,-0.6009304,-0.39954683,0.18649958,0.82807213,-0.052028432,0.013297777,0.107240744,-0.08140837,-0.18772292,0.022725487,-0.08233613,-0.0017083372,0.05709174,-0.20480731,0.14308551,0.61757636,-0.6040829
Cisd1,-0.11620373,0.007936832,0.04119564,-0.08064382,-0.13154922,0.8112039,0.008421063,-0.038459726,-0.010867958,-0.020112922,-0.010895074,-0.04024265,-0.20512114,0.06994547,-0.8164865,-0.13997251,-0.002719665,0.8976461,0.0476286
Bcr,-0.30753177,-0.55750245,-0.7394983,-0.5456342,1.3361647,-1.0060353,-0.6387034,-0.5965169,0.8740958,0.71748686,-0.21294163,0.86366034,-1.0607269,-0.8290686,-0.5532936,0.75090855,-0.16457649,-0.72658193,-0.058991693
Specc1l,-0.63549405,-0.64559364,0.12595573,0.6647021,0.5579432,-0.23594485,-0.052605078,-0.20496571,-0.13702595,0.22131033,-0.26170936,-0.025669886,-0.07369197,-0.18093847,0.5795341,-0.24017218,0.3565792,-0.38563174,-0.77570224
Snrpd3,-0.4265861,0.009563067,-0.011819599,0.16462247,-0.35042325,0.8233906,0.016967636,-0.006482252,-0.08368443,-0.02051172,0.010796514,-0.1277737,-0.27628818,0.079713255,0.006786591,-0.07823286,-0.20678261,0.84982854,-0.009646346
Cabin1,-0.19112228,-0.3483225,-0.043964017,-0.13528803,0.23404059,-0.46106523,-0.012921722,0.033767197,0.026807722,0.013028426,-0.013025281,-0.023907185,0.003505269,-0.24772178,-0.01677269,0.039673693,0.099397056,-0.8235444,-0.29233846
Prmt2,0.14539507,0.005172963,-0.022823613,0.22042514,-0.10191784,0.0509876,0.01226555,-0.05247257,-0.19249666,-0.12368819,0.009452659,-0.62031776,-0.65520173,-0.8782658,0.19697766,-0.36877635,0.82886046,-0.22405057,0.72810876
S100b,-0.57541823,0.29721302,-0.88624424,0.2230486,-1.6985263,1.130885,-0.73250514,-0.98135287,0.49859464,-1.2372712,-1.4440149,-0.014179236,-0.22834088,-0.0745826,-0.38955668,0.40306476,-1.0051764,0.8592033,0.7990535
Pcnt,0.1946653,0.3231024,0.05541016,0.27624068,-0.22810096,-0.1621013,0.023373805,-0.07663844,-0.8803444,0.00076881325,-0.020716736,-0.05100373,0.09313938,0.060771067,0.04578372,-1.014247,-0.2010299,-0.60197854,-0.04613958
Mcm3ap,-0.69888026,-0.40817967,0.024848633,-0.34735322,0.5491571,-0.59865046,0.030857159,0.07326994,-0.041247267,0.05575469,-0.3362007,0.16363394,-0.17322272,-0.0018381501,-0.1524099,-0.07831199,-0.24670704,-0.23130019,-0.19974844
Col6a1,-0.039391853,-1.69945,0.50504744,-1.0885656,2.2368197,-1.155728,-0.027666187,-0.8558422,0.14566028,1.5154841,0.38768902,-0.88937455,-1.835459,-0.25502634,1.0042084,-0.34459653,-1.6190811,-0.859395,-1.0586134
Pcbp3,-0.6329866,0.13579491,0.00927681,-0.18989468,0.5399129,-0.53411627,-0.0006532427,-0.053344164,0.020052224,-0.018477501,-0.047666453,0.46907732,-0.046781827,0.0239727,-0.05733137,-0.08458857,-0.18943264,-0.41901103,-0.2961564
Fam207a,-0.18396737,-0.55110186,0.03484244,-0.27337107,0.22505379,-0.030299356,-0.004436888,0.006007732,0.0045015635,-0.013787766,-0.0029650207,0.0070032286,-0.22095592,-0.008980637,0.258099,-0.117701255,0.02057796,-0.16646615,-0.99436516
Pfkl,0.17099418,0.28093848,0.60527235,-0.39285472,-1.4027783,-0.91313964,0.33913675,0.4992139,-0.49263692,-0.17927855,0.83826727,-0.5150585,0.28219932,0.34777102,-0.79663974,-0.1755902,-0.5544862,-1.037635,-1.0687131
D10Jhu81e,-0.016450547,-0.062012423,-0.15250833,0.18562615,-0.32205734,0.36652136,-0.008301001,-0.0043470263,-0.037520137,-0.017959835,0.0034363023,0.00973119,-0.0019991752,0.027236369,0.047545128,-0.019937871,-0.046130966,0.24051549,0.6022751
Trappc10,0.016519956,0.052676704,-0.0039203246,-0.008626649,-0.029233493,0.05355448,-0.004246023,0.0019031449,-0.028716529,-0.016485598,-0.02649029,-0.03657669,0.049665224,-0.042644646,-0.0884138,0.0051852996,0.044258848,0.48797038,0.027625827
Agpat3,0.16739017,0.7531746,-0.26574117,0.19343667,-0.35713664,-0.24260336,-0.020354256,-0.001801607,-0.11946835,-0.34958345,-0.6232054,-0.010670823,0.27046892,0.4283914,-0.5921639,0.2718663,0.068427525,0.011634317,0.3908201
Rrp1,0.0069053755,0.20044301,-0.034370348,-0.11226016,0.07742604,-0.4666136,-0.008943469,0.0015565016,-0.015265281,0.0023881036,0.02561008,0.041178197,-0.048227202,0.06497433,-0.3840073,-0.0025440534,-0.01896087,-0.26382777,0.1531586
Polr2e,-0.110962234,-0.19451736,0.09022243,-0.09343025,0.19765691,0.21583816,0.0031012665,0.0014020303,-0.21497977,-0.011937142,-0.09080707,-0.05108571,0.028354788,0.04602106,-0.07748023,-0.05695932,-0.08453395,0.12193579,-0.62749666
Atp5d,0.027937816,0.3328751,0.023081336,-0.098411284,-0.4226873,0.381959,-0.002109538,-0.051415823,-0.030246414,-0.44707787,-0.66079915,-0.07683503,-0.0724954,0.3945056,-0.75167656,0.04585068,-0.036097106,0.48118302,0.8108753
Ndufs7,-0.23017447,-0.59081775,0.018177822,-0.9568447,-0.2681931,0.63946086,0.02022088,-0.009992632,0.07791238,0.005619895,-0.12510706,-0.08702004,-0.11681198,0.54875773,-0.6618834,0.034752846,-0.060450766,0.49738654,-0.6255479
Gamt,-1.4306444,-0.30716273,-1.0399015,-0.9558771,-0.45370287,1.8763486,-1.3370428,-1.7004529,0.0035089848,-0.43402404,-1.2010045,0.15544513,-0.75256824,-1.305552,-0.26160824,-0.03203694,-1.256224,1.5751978,-0.1484002
Uqcr11,0.08283528,-0.15836333,-0.029720547,0.4425856,-0.6951292,0.834457,-0.10472287,-0.30618614,0.13669515,-0.013822915,-0.35364014,-0.6207342,-0.20938033,0.09488139,-0.12376351,-0.46604627,0.03629721,0.50637,0.6679415
Ap3d1,0.42758045,0.3776806,-0.07886352,0.0941048,-0.060978737,-0.7547298,-0.010091099,-0.0366957,-0.02148214,-0.064881645,0.081419975,-0.045968495,0.026082309,0.027349493,-0.187725,-0.047664788,-0.03264561,-0.6832017,0.47291225
Timm13,-0.5161506,0.035108726,-0.14777085,0.2038323,-0.24812481,0.768354,-0.07516698,-0.29680577,0.61459285,0.047858838,-0.24630958,-0.058527,-0.36927396,0.07772541,-0.56017697,0.5264301,-0.15177436,0.080276266,0.4611463
Gadd45b,-0.6187323,-0.022583777,-0.30617964,0.3118088,0.5178227,-0.7902038,0.014793465,0.03528476,0.20504557,-0.07593084,0.12938681,0.9301413,-0.38299242,-0.2921208,-0.5843285,0.36619437,-1.2149521,-0.5486018,-0.60103124
Gng7,-0.60730463,-1.453594,-2.2082512,-0.42258158,1.5979195,-0.8087706,-1.9776847,-1.5822988,1.2547355,0.8971118,-1.675684,0.8999392,-2.3588474,-2.009247,-0.28777882,1.514877,-1.2402667,-0.4588442,-0.15310153
Thop1,-0.053592257,-0.010203003,0.103079565,-0.8388503,0.29778644,-0.23977187,0.023775931,-0.05225074,-0.0758528,-0.046194874,-0.032379527,0.05639652,-0.030908147,-0.005554512,-0.10094317,-0.048072997,0.13308428,-0.83503586,-0.20240764
Map2k2,-0.015083396,-0.10429385,-0.028198197,0.03740737,0.13228908,0.098135576,-0.041498847,-0.01156839,0.008519083,-0.028729843,-0.025218558,0.014567485,-0.00799436,-0.2654711,0.06417823,-0.02943336,0.13731557,-0.19298226,0.2549794
Hmg20b,-0.41905075,0.49293932,-0.9680596,0.78547555,-0.8033062,0.6565987,-0.180942,0.02335922,0.058817018,-0.6560991,-0.4138027,0.37820533,0.38234863,0.22716501,0.1308866,-0.4818562,-0.092642955,0.48929605,-0.66644615
Nfic,0.033299435,1.0282725,0.11656097,0.23580329,-1.6103709,0.042138696,-0.094192654,-0.28013247,-0.0780776,-1.0248581,-0.5091658,-0.00082906435,0.7118518,0.7987638,-0.551037,0.15596266,-1.2370425,-0.06673144,0.86812556
Zfp433,-0.6246832,-1.1167723,-0.10213507,0.3261122,0.5070523,-0.20265514,-0.01104881,-0.13746816,0.43043077,0.35812044,-0.06909249,-0.097830944,-0.30063885,-0.5921071,0.90665996,-0.023642061,-0.23928751,-0.27581084,-0.8838613
AU041133,-0.8580053,-0.14801568,-0.046077788,-0.52226675,0.7292695,-0.0040498516,0.019118357,0.012748698,-0.10308285,0.07504404,-0.25643447,-0.059319418,0.2818972,-0.2955647,0.42044547,-0.03725699,-0.17249882,-0.4969434,-1.3130738
Tdg,-0.13002132,0.244008,-0.041095283,-0.77209294,-0.017334202,0.3027445,-0.016753374,0.003798391,0.10969756,-0.012340802,-0.36262426,0.066126354,0.26634854,0.05346995,-0.086038314,-0.025497848,-0.25568274,0.046373036,-0.71398634
Hcfc2,-0.7102864,0.31436285,-0.014194409,-0.14112872,0.037779257,-0.17693347,0.14506114,0.10865799,-0.53988594,0.12886058,-0.4047978,-0.6607985,0.5944729,0.083990335,-0.058050893,-0.12460744,-0.8212352,-0.99400043,-0.32384968
Nfyb,0.023182333,0.13080475,-0.011528331,-0.10237742,0.04446423,-0.34871182,-0.0037122087,0.044006262,-0.08802756,-0.0023996,0.13771304,0.014084841,0.064063855,0.046815597,0.028970081,-0.042865098,-0.5513634,-0.4250857,-1.0802448
Txnrd1,-0.40760815,-0.12329713,-0.01720769,-0.05052843,0.3046041,-0.2547217,-0.01049673,-0.05584785,0.033352576,0.13308129,-0.08418839,0.0734422,-0.09561971,0.120725654,0.19269183,0.009629183,-0.06746211,-0.05382845,-0.6139402
D10Wsu102e,-0.060507823,0.0069968957,0.035163395,-0.29977942,0.2184796,-0.87746763,-0.007221296,0.02331141,-0.040085834,-0.016337778,-0.025327213,-0.042921774,0.020258255,0.055427015,0.032347787,-0.10229121,0.07327964,-0.8649278,-0.3993908
A230046K03Rik,-0.3416581,-0.11135085,0.075635456,0.35446146,-0.6072818,0.38763356,0.15572244,-0.017158654,-0.758364,-0.09300843,0.2429266,-1.2174356,0.11612985,0.2147504,0.31217602,-1.4099398,0.5988987,-0.012176841,0.021889698
Appl2,0.128279,0.6843842,-0.9243015,1.2693056,-1.6075368,0.11520919,-0.27815142,-0.3216142,-0.16938153,-0.2085935,-0.5496923,-0.68588525,0.64446026,-0.18695697,0.51588136,-0.53908706,-0.65836674,-0.38389316,1.3057083
