,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 9,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 6
FLT3LG,0.040578615,1.0238984,-2.1455894,-0.5824494,0.01040373,-0.9644948,-0.057413556,-1.4125769,-0.06161364,0.12217008,-0.054343056,-0.029537302
NOSIP,-0.040219575,1.0296192,-0.78531593,-0.36425066,0.06572164,-0.33343828,-0.02677429,-0.8724284,0.015965115,0.050153855,-0.016765188,-0.029608043
IRF3,0.118067905,0.026731372,-1.1488942,-0.86267877,-0.07680935,-0.2015897,0.047822006,-1.41519,-0.08572591,0.02736812,0.00014538933,-0.011655773
PRMT1,-0.00765235,-0.014633149,0.43753445,-0.01599702,-0.003413723,0.011342736,-3.3998447e-05,0.23471454,0.0013968856,-0.0017333078,0.0015600547,-0.00041081657
MED25,8.57492e-05,-0.013447473,-0.06731447,0.081339784,-0.001515447,-0.006850913,-0.00021988375,-0.17273013,-0.0017608155,-0.0035630814,0.003945855,0.0007404563
AKT1S1,-0.01036523,-0.00015978291,0.410231,-0.0091465125,0.0023306098,-0.006356361,-0.00025401713,0.5899482,0.014327049,-0.004115243,-0.0005255749,-0.0032168233
NUP62,-0.030789865,0.059694875,-1.7341726,-0.059797302,-0.021483274,0.16372763,-0.021069802,-0.71882915,0.0025277399,0.0070871124,-0.22586685,-0.006233595
VRK3,-0.052339785,0.13541104,-2.6880593,-0.07228596,0.04230348,0.04517818,-0.012834952,-2.2887185,0.0020436277,0.013461164,-0.0039874674,-0.0005867933
NR1H2,-0.069465265,-0.00067058555,0.9539029,0.71234554,-0.037576087,0.15843388,-0.024110984,0.053810112,0.04172941,-0.0026407025,-0.012150743,-0.006140742
SPIB,-0.12539327,0.15061143,-1.3128376,-0.6053246,0.03433031,1.1999266,-0.27361578,-2.4280434,-0.04503439,0.2446375,-0.09501235,-0.0188026
EMC10,0.0048275846,-0.03595284,-0.49124527,0.03261882,-0.008720143,-0.016134594,0.0045599183,-1.6674153,-0.008161909,0.0050630164,0.0010186052,0.0019352364
C19orf48,-0.0111835,-0.0008093212,-1.1846842,-0.7056151,0.009396582,0.2049775,0.0033504763,-1.4559098,0.0003112706,-0.0019944215,-0.012895044,0.00066554046
ETFB,-0.019693058,-0.016099915,0.7026532,-0.0037006848,0.028329015,-0.15684687,0.00047871278,1.1560748,-0.009018465,-0.035504285,-0.026255203,0.0008271499
SIGLEC14,-0.14521562,-0.7690237,-2.2322373,1.0740983,0.056692913,0.84666425,-0.04830384,-1.6629869,0.32124728,-0.094967455,0.004509797,0.010345814
PPP2R1A,-0.016564038,-0.051735587,-0.68896645,-0.90976876,0.0030502973,0.08877431,0.0025272814,-1.7291862,-0.0020738156,-0.0033105628,-0.0064751124,0.0046190256
ZNF331,0.016052034,-0.15385664,1.1841724,-0.7272677,-0.14894387,0.121826485,-0.008510627,-0.21903917,-0.14827827,0.00321689,0.0027281635,-0.017304504
TFPT,-0.004663108,8.416362e-06,0.016830899,-0.25051707,-0.0019935789,-0.03176366,0.0012266976,-0.13661605,-0.00097220496,-0.000100203855,0.008098489,0.0014021592
LILRB5,-3.2896209,-5.568997,0.15964201,1.8440342,1.0574169,-2.695105,0.5009775,0.63901395,1.1017034,-5.655447,1.1637545,0.3462192
CDC42EP5,-0.24878314,-0.8684216,0.4011376,1.1274608,0.14487761,0.18892173,-0.05164526,0.36983266,0.021548016,-0.06731685,0.017156377,0.011274526
PPP6R1,0.0039917957,0.054344013,-0.84543955,-0.5894189,-0.013673465,0.089229375,0.0015525243,-2.1556249,-0.05179362,0.0120194955,-0.009199912,0.007262837
TMEM238,-0.00069353543,0.11991833,-0.9481452,-0.44904086,-0.048479635,-0.11838535,0.006474231,-0.3426009,-0.02181953,0.0020289645,0.0035788768,0.00352904
ZNF524,0.0048127505,0.002435797,-0.06566348,-0.20133631,0.0031987783,-0.013980799,0.0005406326,-0.133329,-0.0021843142,-0.001974712,0.0009767188,-0.001070855
ZNF580,0.063707456,-0.070667125,-0.8283336,-0.36117205,-0.02697773,-0.04701129,0.0043341196,-1.2685052,-0.1278003,0.01912613,-0.0067386026,-0.003383256
ZNF264,0.0043270653,0.00023153587,-0.828609,-0.39715746,0.0014514661,-0.032890312,0.005625358,-0.6381516,0.00055718434,-0.000792561,0.007433756,-0.00026723277
ZNF548,0.03484726,0.52506536,-0.8336342,-0.8299825,0.0058541074,-0.3081919,-0.0005839211,-0.8992132,-0.0307533,0.04852549,-0.023477089,-0.011605879
ZNF550,0.057881933,-0.124922685,-1.1018723,-0.5021798,-0.02690626,-0.06409841,0.014488934,-1.05025,-0.16451754,0.0052719284,-0.006622209,0.0055741225
ZNF671,-0.015729439,0.027017456,-2.1126313,-0.6203789,0.001748487,-0.013940656,0.011811146,-2.113892,-0.011719468,0.013352698,-0.0035713268,0.0024401601
ZNF552,0.1498043,0.10360233,-1.6663156,-1.7125572,-0.06644829,-0.19566104,-0.004620745,-0.82725275,-0.04675034,0.058821395,-0.04507788,-0.009151657
ZNF587B,0.022309829,0.02378127,-1.5296072,0.11551453,-0.022393832,0.0054859496,-0.006338577,-2.0508888,0.0021561892,0.00588339,-0.019956324,-0.0049512037
ZNF544,0.11525119,-0.036395628,-1.6285019,-0.5954202,-0.026960375,-0.040916473,0.004047331,-0.62295765,-0.013791702,0.014058168,-0.03290886,0.0047233426
ZNF446,0.07763641,0.020665472,-2.1308885,-0.97583514,0.007856903,-0.0071871313,5.752664e-05,-1.3477994,-0.030907238,0.002806448,0.002018715,-0.004443626
CSNK2A1,0.0015322728,0.032957505,-1.6593863,-0.44197592,-0.0011413526,-0.0025584467,-0.00080490136,-2.1681218,-0.016420001,0.00037630124,0.030143455,0.00054136524
FAM110A,0.008083963,0.0059922435,-1.7795633,-0.14733739,0.0022724993,0.015138356,0.0007612295,-1.556777,-0.0021110275,-0.0034307034,-0.015973028,-0.0063950587
PSMF1,-0.017849443,-0.015911052,0.044133987,0.24577504,0.0013250826,-0.023631638,0.0019031547,0.24008171,-0.003298694,-0.004083599,0.00039649027,0.0016494272
NSFL1C,-0.004569694,-0.021174544,-0.014054077,0.18591686,-0.0005028953,-0.003101712,0.00028826253,0.29626107,0.00041466238,-0.0020654115,-0.00010278514,-0.0008070485
SIRPG,0.061712015,1.1661745,-2.6405628,-1.3931644,-1.0206691,0.01580414,0.01852973,-2.2353652,-0.021183236,0.24222332,-0.13482074,-0.11041981
STK35,-0.0077070994,0.012464878,-0.0492921,0.09125215,0.01250697,-0.042593777,-0.002284022,-0.17683174,-7.986657e-06,-0.003005574,-0.0010453401,0.002148719
SNRPB,-0.0077472255,0.05305788,0.23363918,0.13052721,-0.03501266,0.13628183,-0.0116444,-0.23796552,-0.013405018,0.0002614279,0.008272485,-0.005070184
NOP56,-0.027364247,0.062111042,-0.2307218,-0.081192,0.020407265,0.05887089,-0.003736458,-0.4070162,-0.00983696,-0.0033457624,-0.0021885145,-0.0013497131
IDH3B,0.0026093922,0.03022971,0.45014358,-0.5484419,-0.009129372,-0.038918965,0.00067400135,0.16302268,-0.0115078185,-0.0005340109,-0.01263836,-0.0035860953
PCED1A,0.02649562,-0.14936508,-0.32749492,-0.24206889,-0.061004248,-0.025264742,0.008421248,-0.6626245,-0.021034053,0.011087342,-0.002135592,-0.0036522555
DDRGK1,0.0029056421,-0.1382411,0.2817261,0.00848263,0.009811525,-0.08267325,-0.0007327971,0.6607226,-0.01936231,-0.005279012,0.004701685,0.0027503588
ITPA,-0.02064035,-0.18503991,-0.31788528,0.68332446,-0.003085653,0.1644421,-0.0029175493,0.066239566,0.032115508,-0.015245706,0.0011809419,0.0013683478
ATRN,-0.15301584,-0.27569088,-0.21002543,0.23784672,0.053194705,0.020945499,0.0037406753,-1.3249754,0.029260146,-0.03523396,0.11607722,0.005197791
SIGLEC1,-1.0921516,-3.2865582,-1.342763,1.5076765,1.258289,-2.7258463,0.008990513,0.01609986,1.6407502,-2.9021318,0.23587354,0.23471582
MAVS,0.012399038,0.016582886,-0.33232296,-0.27228218,0.002471872,-0.039655264,0.00070260843,-0.108868726,-0.0026800716,-0.000828392,-0.0068231323,-0.0008462899
RASSF2,-0.07150373,0.09137899,0.06797666,0.010767847,0.008687096,0.5079079,-0.025628991,-0.9330747,0.0001653348,0.0077085285,0.0006703972,-0.004725869
SLC23A2,-0.002326652,-0.028869493,-0.5847232,-0.13401699,0.0045033256,0.031979233,-0.0003366763,-1.6245699,0.013009274,-0.0064252764,0.00067748595,0.001042306
PCNA_RNA,-0.052968502,0.4343729,-0.28312042,-0.37338254,-0.08909355,0.9358139,-0.08596207,-0.3110336,-0.12877928,0.023422804,-0.009537256,-0.018388057
GPCPD1,-0.0041126544,-0.026760947,-0.2723519,0.19453461,-0.00040499744,0.08303562,-0.003175971,-0.5412403,-0.0047832243,0.0051304377,0.002162857,0.0039664004
DSTN,-0.33029583,-1.0030574,1.8231784,-0.10001139,-1.3662741,-0.53318524,-0.42879438,1.17703,-0.36791673,-0.52295846,0.024983002,-0.19432439
SNX5,-0.012504776,0.0055005215,-0.7460964,-0.31679007,0.020075323,0.055448506,-0.00293799,-0.14098975,0.0022029849,-0.0041757063,-0.021291904,1.3372395e-05
MGME1,0.02475368,-1.1822747,-1.2519184,0.8240063,-0.0155269215,-0.004064807,-0.013709757,-0.46426573,0.011189245,0.0073467474,-0.0049422584,0.002133388
SEC23B,-0.014618043,-0.03015024,-0.30284643,0.37668842,0.0031132074,-0.021405524,-0.0006704624,-0.49514204,0.00069899374,-0.001247922,-0.0015487125,-0.0014539767
DTD1,0.005625389,0.0014507584,-0.10312815,-0.072326735,0.004359107,-0.009408502,-0.0012877884,-0.31879982,-0.0014080062,-0.00010097443,-0.0025537128,-0.001986584
THBD,-0.1520805,-0.61572635,1.355687,0.45384684,-0.48113236,-0.9510287,-1.0085592,0.67573905,0.08678257,0.007539846,-1.8791564,-0.62986064
CD93,-0.3100167,-2.3479996,1.1495941,1.3816384,0.07815173,-1.7483974,-0.04747587,1.2265786,-0.071749434,-0.3094086,0.037915,-0.007297109
PYGB,0.016540857,0.027454635,0.9060207,-0.42052016,-0.02111852,-0.693925,0.0034768616,0.7979315,-0.012880111,-0.013131058,-0.0069139455,-0.010954145
ZNF337,0.022174511,0.024335254,-1.0119313,-0.43588412,0.008784255,-0.103754126,0.0023990576,-1.6459826,0.012900034,0.0056573465,-0.0051389174,0.00020256842
ID1,0.45851782,-2.214372,1.0561655,-2.2894042,-0.214079,-1.7553984,-0.0052933837,0.29732051,-0.17174403,-0.07243064,-0.20807292,-0.091303796
NOL4L,0.0010688556,0.4550516,-0.17027599,-1.3630368,-0.03492444,-0.754202,-0.012239895,0.012566686,0.019205067,0.020838482,-0.04348664,-0.022640582
CDK5RAP1,0.008456658,0.045091663,-0.05403433,-1.1372224,-0.010068579,0.02339552,0.000917942,-0.70602757,-0.0066273506,0.002963445,-0.039229274,-0.005121954
AHCY,-2.637785e-05,-0.013802169,0.2530954,-0.51557463,-0.0040412256,0.035655033,0.001464106,-0.544479,-0.0036121977,-0.0029947544,0.0060145212,0.0009220522
MAP1LC3A,-0.0651999,-1.2383416,0.34145775,0.8251128,0.13935775,-0.08082205,-0.013779392,0.31442526,-0.034693174,-0.10721482,0.0550079,0.016601998
GGT7,0.038435254,0.33691928,-2.2328205,-0.9288955,-0.014434283,-0.4651607,0.015201788,-2.2439494,-0.06502669,0.07371195,-0.016142488,-0.0031723988
GSS,-0.018589802,0.12756437,-0.009952446,-0.24948077,-0.02679971,-0.046240963,0.0027507863,0.81673634,-0.000844601,-0.0017563493,-0.004130264,0.0010099488
EDEM2,-0.0037630466,-1.7806528,-0.2086598,0.7570031,0.062823124,-0.23169348,0.006788233,-0.42208755,0.13837264,-0.11574354,0.034063283,0.0022070026
UQCC1,-0.0053821825,0.048962332,-0.34282774,-0.43841454,0.010170832,0.01149487,-0.00037611552,0.0417695,-0.0075160526,-0.0065563163,-0.00034588948,-0.0007890153
CPNE1,0.0051622144,0.0035643263,-0.14614445,-0.088102184,-0.016951824,0.012909937,0.0021627329,-0.31554374,0.001292981,0.0037720194,-0.0026212584,-0.00041278824
ROMO1,-0.014610755,-0.026065595,0.71222353,-0.00642644,0.016976485,-0.0015255864,-0.0043754983,0.9599078,-0.0018764166,-0.020312378,-0.035821535,-0.004098166
PHF20,0.0005036886,-0.008120423,-0.13364503,0.0071509075,-0.0031087883,-0.023258816,0.002388037,-0.15975083,-0.0021445283,-0.00066650595,-0.0023083892,-0.0003682461
MYL9,0.41957146,-1.3368149,1.3806204,-0.6359221,-0.49144927,-1.6213405,-0.045227677,0.8425752,-0.17239326,-0.73287654,-0.09311003,-0.19820267
TGIF2,-0.023742143,0.17006187,-0.80311096,0.1911883,0.003186156,0.025539838,-0.013363807,-2.4115713,-0.0014816799,0.015674941,0.008111701,-0.0052358056
NDRG3,-0.0066250134,-0.06469718,-0.63217074,0.15260825,0.022334917,0.01767232,-0.0036436685,-0.9866901,-0.006736199,0.0074950242,0.012909267,-0.0019611286
SOGA1,-0.017996337,-0.5764972,0.6101015,0.695603,-0.008383397,-0.015664373,-0.0065236436,0.049126983,0.02127728,-0.009077055,0.0006313239,0.0014924165
BLCAP,-0.018292837,-0.10907834,0.44042155,0.47966686,0.025458442,-0.012802809,-0.0053869137,0.39796454,0.003792341,-0.007054478,-0.018869972,0.0024701082
CTNNBL1,-0.0009390771,-0.060945377,-0.014084205,0.25038612,-0.00090036023,0.14328371,-0.0027004532,-0.251406,0.0037668252,-0.0066315127,0.0022879788,-0.0016753606
TGM2,-0.2343279,0.33694923,1.6689973,-0.21608774,-0.50134826,-0.55545866,-0.92345756,-0.61932683,-0.050439946,0.005403921,-0.38126886,-0.2417629
PPP1R16B,-0.052006822,-0.09559255,-0.5225712,0.035102185,0.020143384,0.74584496,-0.0066435942,-1.1925972,-0.0045816526,0.0028229416,0.017604172,0.004506899
TOP1,-0.0012437147,-0.011385886,0.26570854,0.039394256,-0.009507101,0.042059213,-0.003748614,-0.24205537,-0.010300849,-0.00091055967,0.023192838,-0.0030566906
PLCG1,0.03374629,0.5673143,-1.8818641,-0.19226897,-0.049402695,-0.05819207,-0.0020910627,-0.6775038,-0.021784173,0.03180291,-0.05920144,-0.011258915
CHD6,0.009681825,-0.0015480062,-0.47980997,0.2742432,-0.002875897,-0.19743083,-0.00063652045,-0.8411013,-0.01109571,0.0015409683,0.00089013326,-0.0037817603
MYBL2,0.009136867,0.04052622,-2.262624,-0.964562,-0.04474693,0.8601043,-0.016027128,-1.9368825,-0.0224243,0.03509985,-0.09102088,0.004724864
TOX2,0.597105,-0.046441555,-1.6444077,-0.6863234,-1.6002717,0.5433016,-0.1191519,-0.6970747,-0.69595534,0.3319049,-0.46682855,-0.09372826
OSER1,0.010152899,-0.0798443,-0.6956046,-0.036350705,0.005202518,0.095870875,0.003289807,-0.42345402,0.0037437808,0.0026480872,-0.002928253,0.0017754486
SERINC3,-0.07434155,0.02190959,0.5766252,-0.09660936,0.0056655686,0.0016507574,-0.0013862315,0.503154,-0.0031562834,-0.0058540003,0.0076514,0.0025553205
YWHAB,-0.0026751317,0.014618228,-0.027436322,0.2216862,-0.007959622,0.018043311,-0.0013085456,-0.20801874,-0.0023118579,-0.0023699598,-0.001864159,0.00047270712
PABPC1L,0.05454635,-0.020411737,-1.9931803,-0.5652317,-0.048121188,-0.017853858,0.021511579,-0.9271162,-0.007684617,0.020443752,-0.0795828,-0.002564246
SDC4,-0.23912805,-0.20619899,0.96648866,-0.75640446,-0.038261503,0.14647983,0.004528158,-0.55023324,0.004137613,0.00059121463,0.0024290015,-0.00086201006
SYS1,0.0047502127,-0.019857118,-0.6114648,-0.37205425,-0.008141127,0.19671246,-0.0019623558,-0.6901712,-0.01311563,0.0027397901,-0.033929475,-0.0032425737
PIGT,-0.02801491,-0.15051275,0.55102557,0.100806236,0.04889048,0.08122089,-0.00819613,0.18890782,-0.011785748,-0.005939219,0.001935454,0.0015540867
UBE2C,0.052948177,0.4816448,-2.4227724,-0.9304649,-0.13790092,0.5295999,-0.029662732,-1.8915656,0.03580167,0.04959726,-0.048203483,-0.0079063345
CTSA,-0.02507225,0.063706465,-0.45277074,0.56862676,0.0003532053,0.0021834623,-0.0062690307,0.45732453,-0.005067261,-0.0054645515,0.010443881,-0.002998715
MMP9,-1.5434088,-0.12102797,-1.177425,-0.08008906,0.06238181,0.8756974,-0.15015368,-1.8851341,0.29602093,-0.020347616,0.0072112666,0.010321705
CD40_RNA,-0.17431426,-0.3591583,-2.3927667,0.35400903,0.18451346,0.9325266,-0.0154184885,-1.6285372,0.004014198,-0.0070988387,0.060880978,0.022743404
ZMYND8,0.0012224212,0.010658472,-0.57739323,-0.21582963,-0.003667221,-0.051049422,0.0017935233,-0.27593946,-0.0034288208,-0.0007253324,0.0027151206,0.00018672066
NCOA3,-0.026929904,-0.3645687,-0.41466242,0.32948524,0.004513082,0.36823812,0.001137434,-0.06015098,-0.027379852,-0.039845943,0.04069472,0.009595717
PREX1,-0.013281331,0.11722903,-1.4436206,-0.18242064,-0.004350858,-0.014588131,-0.00020298031,-1.5544965,-0.019419096,0.026729845,-0.009842974,-0.00071779155
ZNFX1,-0.0026950226,0.014895339,0.28950414,-0.017786201,0.00270126,0.02877908,-0.0073091392,-0.24208781,-0.0003887486,-0.0040574153,-0.0009478747,-0.00082616124
TMEM189,-0.012671324,0.3795544,0.48103568,-0.17697607,-0.006805183,-0.11742874,-0.02957929,1.152409,0.004884421,-0.0012342244,-0.011398134,-0.007471772
CEBPB,-0.3632354,-1.923216,1.795339,0.614674,-0.176649,-0.55749357,-0.14066067,1.7957559,-0.1536047,-0.78160065,-0.4578611,-0.20828058
PTPN1,0.007552365,-0.018105835,0.044685125,-0.24069856,-0.009907872,-0.0040966333,0.00080593745,-0.17691866,0.008015963,-0.001671201,-0.01992496,-0.00023593535
BCAS4,0.01433258,0.011543039,-1.7388091,-1.1039257,-0.1092275,0.74642545,-0.005030124,-0.9918751,-0.0005534648,0.02071499,-0.50216764,-0.008119869
ADNP,0.025381481,0.12252961,-0.7591071,-1.1838652,-0.018164642,-0.03603781,-0.0025336156,0.15973279,-0.017517654,0.013806837,-0.07722114,-0.0014937595
DPM1,-0.0024393527,0.0487988,-0.10568448,0.20946707,-0.01086976,-0.089003965,-0.0013278007,-0.37031493,-0.0050341166,7.323726e-05,0.00030459533,-0.00089566637
NFATC2,-0.029579151,-0.04727656,0.20398512,0.10450213,-0.0026974774,0.08539962,-0.0029113041,-1.7685026,0.011905094,-0.0023918045,-0.0029172834,-0.000105021485
ZNF217,-0.033904877,-0.05054435,-0.33151612,-0.26728234,0.028274884,0.04591981,0.00957918,-1.7648324,-0.0005129637,-0.004413222,-0.01045576,0.0046506943
CSTF1,0.013863801,0.10199481,-0.9054164,-0.49174932,-0.059367146,-0.012239522,0.0024705778,-0.8966898,-0.01557232,0.023073906,-0.0072101764,-0.007647563
RBM38,-0.0038363193,-0.0038870014,-0.9196729,-0.7089453,-0.08378884,0.22820179,0.014615399,-2.3774033,-0.038906466,0.0012800907,0.010129054,0.004133556
VAPB,-0.013124502,0.0075325323,0.31398353,-0.29310983,-0.00483979,0.028202819,-0.00015475016,0.40162855,-0.0039347373,-0.0009171553,-0.0021348477,0.0016405107
NPEPL1,-0.003382999,-0.04695717,-0.24908778,0.20908058,0.024929462,-0.082296304,-5.6923185e-05,0.39699155,0.00544765,-0.01572224,-0.30940273,-0.0011389623
NELFCD,0.0034022813,-0.015417202,-0.13668187,-0.060193274,0.005163342,-0.016204227,0.0020426756,-0.3549258,0.010006497,-0.0032706067,0.0022820474,-0.0010761963
CTSZ,-0.81557995,-1.3120272,0.34107617,0.8126015,0.14516562,0.06864592,0.007398858,-0.41838396,0.28563216,-1.1822977,0.29601416,0.08054322
TAF4,-0.0060405917,0.21608666,-2.1576486,-0.66245997,-0.010478998,-0.04447586,-0.0009255303,-2.2789867,-0.0070750667,0.01302255,-0.07149164,0.0025013285
LSM14B,0.011129041,0.03911492,-0.90126556,-1.109605,-7.3766228e-06,0.06809411,0.0013920863,-1.3937174,-0.05475299,0.0060984446,-0.014445009,0.0008542725
PSMA7,-0.055136904,-0.012979766,0.5505954,0.31447265,-0.035542,0.066576265,0.0004442228,0.6486552,-0.008933915,-0.0110658705,-0.0051042573,-0.003990345
SS18L1,0.00699618,0.0120144915,0.16323793,-0.059521448,0.0146014895,-0.42119882,-0.005446035,0.01942146,0.0068555395,0.0075698313,-0.0044598207,-0.00061037974
MRGBP,-0.0019177957,-0.09545873,-1.4694334,-0.4268857,0.00083434244,0.027766984,0.0035344213,-1.4330118,-0.018576944,-0.022426337,0.01017823,0.0021998961
OGFR,-0.00045465142,-0.013389821,-0.1633077,-0.26901883,-0.00096967403,0.022194007,-0.0010315613,0.16337827,-0.0015458263,0.0018605965,0.002029809,-0.0011071867
PPDPF,-0.035561156,-0.3453397,0.6641373,0.22512941,-0.018040976,0.30144137,-0.005063269,0.88091415,0.00011756738,-0.030947508,0.024493733,-0.0010313874
STMN3,0.20487931,0.95576024,-0.6683431,-0.75013596,-0.08710071,-0.41787347,-0.012482889,-1.2856504,-0.07380871,0.11844259,-0.118308954,-0.05313188
TNFRSF6B,0.014688014,0.26485196,0.7647922,-0.90311813,-0.6748714,0.03813048,-0.01743451,-1.8700196,-0.0035461844,0.005453996,0.0030764588,-0.00032299908
ARFRP1,0.03948005,-0.008048354,-0.24108373,-0.51003575,0.0031453727,-0.029176574,-0.0023303265,-0.62945044,0.004900332,0.0014509711,-0.084758915,-0.0022320547
ZGPAT,0.001472021,0.09305221,-0.768424,0.06278184,-0.01282179,-0.025803559,0.0008549594,-0.7772959,0.0038765923,0.0007697423,0.0011986238,-0.00090788
LIME1,-0.01506586,0.38783252,-0.99533457,-1.2660986,-0.20883948,-0.78716856,0.09300168,-2.4037259,-0.100728564,0.016845185,0.07733479,-0.020015642
RGS19,-0.07879399,-0.49433023,-1.1514374,0.44610465,-0.005304475,0.4470764,0.00037922824,-1.189744,-0.012427007,-0.045946296,0.029172571,0.008868845
ATP5PF,-0.018414631,-0.030104619,0.95267016,-0.07164946,0.008739431,-0.00050731975,-0.0044021015,1.2649963,-0.028323114,-0.038933963,-0.011407823,-0.00492941
ADAMTS1,-0.6483153,-3.1801715,1.8894017,0.55149984,-0.10991552,-2.0486503,-0.14812306,1.0928159,-0.7760502,-1.8456689,-0.68657595,-0.18511946
CCT8,-0.015483597,0.028216334,0.053872958,-0.49458745,0.0073960624,0.02814517,0.00010504346,-0.36702123,-0.004618998,-0.001412385,0.0010454154,0.0022856728
TIAM1,0.88067234,0.71296465,-1.9310288,-2.4522066,-1.6382529,-0.17609292,0.027111148,-0.9146616,-1.1480494,1.2496872,-0.64746004,-0.44788152
SCAF4,0.0103804795,-0.0022994624,-0.6613026,0.31758818,-0.025933638,-0.014908744,-0.00066049804,-0.6971849,-0.007182306,-0.0019268834,0.012122312,0.0010001613
IFNAR2,-0.008971729,-0.02556412,-0.17469111,-0.63841313,0.005341545,-0.00063742383,0.0023915458,-0.29876867,0.005078408,-0.0050632367,-0.0027459853,-0.0010728978
GART,-0.014090566,0.13185216,-0.25438374,-0.25318104,-0.021522384,0.15195249,-0.0087395115,-0.14872749,-0.0026726874,0.00668008,-0.023459343,-0.0028186496
SON,0.0006186735,-0.013502456,-0.2521488,0.060253374,-0.0012499793,-0.00051794323,-6.071953e-05,-0.774423,0.0026766656,-0.0031232422,0.002389868,0.00083327823
SLC5A3,0.04125714,0.1406058,-1.4840659,0.065544374,-0.033808004,-0.03775807,-0.0018278728,-0.96247864,-0.036800478,0.006613232,-0.016846975,-0.0039653117
RUNX1,0.043495882,0.2917242,0.44439366,-1.5781387,-0.17247239,-0.05034599,-0.0021881189,-0.78688526,-0.14666262,0.03443523,-0.026163839,-0.026687225
ERG,-1.5499777,-3.0758746,0.40060607,1.5569922,1.2275882,-1.7543291,-0.16663273,-0.033266895,0.719362,-2.5503848,0.8945283,0.2562445
BRWD1,0.014031233,-0.00038421946,-0.59174407,0.11953095,-0.01614334,-0.03218165,0.0019689833,-0.11805227,-0.007174317,0.0045844,-0.004911994,0.0019268891
HMGN1,-0.027798338,-0.22673865,-0.93400633,-0.20540112,-0.002620759,0.27785718,0.003799423,-1.3588016,0.022164103,-0.026664542,0.0058055557,-0.0020459178
MX1,0.010243262,-0.007297057,-0.5023614,-0.2122847,0.003965595,0.050212137,-0.006335815,-0.32144853,-0.055002794,-0.0030991982,-0.027078772,-0.00018282922
PRDM15,0.008799128,-0.014503844,-1.7936916,0.041048802,-0.1355778,0.17472453,-0.0017961501,-1.2089844,-0.009998774,0.014444031,0.03527876,-0.010163305
RRP1B,-0.008153222,0.08874439,0.0698493,-0.1632001,-0.0033837655,-0.010927374,-0.0013033333,0.3097785,-0.0013911154,-0.0028417201,0.0019265325,-0.004603991
TRAPPC10,-0.025230993,0.07519106,-0.24362564,0.60188603,-0.006317048,0.08192417,-0.018706908,-1.9821671,0.012509604,0.011772395,-0.035611153,0.0016112772
CFAP410,0.10354701,-0.0019422984,-0.5793899,-2.3643177,0.0037629008,-0.054483313,0.0021977117,-0.4555235,-0.19407481,-0.00014180923,-0.06262027,-0.006582779
TRPM2,0.0007416657,0.048604093,-0.52211165,-1.4502159,-0.01795691,0.06967596,-0.005928969,-0.944505,-0.00017721922,-0.0084795635,-0.0007326481,-0.00081453205
ITGB2,0.0059477706,0.16436215,-1.354509,0.20557624,0.038600918,-0.004362827,-0.018228456,-0.8317357,-0.0033282728,0.0045584477,-0.029446498,0.0025899876
FAM207A,0.030101953,0.056080386,-0.36837053,-0.23036881,-0.026821297,-0.057048257,9.75256e-05,-0.073169835,-0.011505606,0.0041455403,-0.022946944,-0.0052182944
ADARB1,0.019010948,-0.0072149523,-1.0810784,-0.838476,-0.05743272,-0.36206648,0.027406236,-1.5579396,-0.033235583,0.0075548356,0.0028192166,-0.00026231655
PCNT,0.019089442,0.06469266,-0.26839522,-0.09552451,-0.028257739,0.016742855,-0.0036813226,0.74759066,-0.024279816,0.005627996,-0.0127694355,-0.006450433
S100B,-0.5154802,1.3595009,1.1270324,-0.4805806,0.17982428,-2.3529994,-0.68293923,1.7796564,-0.26623338,-0.2213341,-0.28711945,-0.14096217
IL17RA,0.011048093,0.2826672,-1.4020076,-1.5819589,-0.08405405,-0.48456687,0.0018649542,-1.1140517,-0.096360005,0.013757036,0.008477946,0.001945088
ATP6V1E1,0.0038001826,0.028335078,0.6542201,0.11881443,-0.03122705,-0.2702662,0.00015466884,-0.59015423,0.002429732,0.011363575,-0.015029836,-0.0039457013
BID,-0.027768126,-0.0015634019,-0.7319544,-0.13226521,0.016924696,-0.0740783,0.0036639082,-2.5139883,-0.0050615165,-0.0036617455,0.005706608,0.0045531387
MICAL3,-1.2157048,-1.4625542,0.13555782,0.8185988,0.020983715,0.6946229,-0.008054526,0.14051133,-0.06113193,-0.16067183,0.10166478,0.023963701
DGCR2,-0.00084870076,-0.013410393,-0.017225007,0.0343396,-0.0043134047,-0.031554636,0.00016970182,0.18737307,-0.01007554,-0.0025361849,-0.000602319,0.00023785881
SLC25A1,-0.029715057,-0.2863918,0.9716366,-0.10370338,0.0041641886,0.19375953,-0.020920813,1.5165735,-0.018605968,-0.021582382,-0.031172564,-0.011769852
HIRA,-0.0012139283,0.05454197,-0.49274504,0.024730925,-0.009843808,0.004163187,-0.003083029,-1.2023933,-0.0021751174,0.009127045,-0.0031268976,0.0006015642
TBX1,-3.401661,-5.363879,-0.17612483,1.9495525,1.4784206,-2.3013947,-0.24579518,-1.9018008,1.0009692,-4.7701397,1.0227842,0.95612967
