,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Protein private topic 1,Protein private topic 4,Protein private topic 8,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 7,RNA private topic 9
11_54,1.3318336,0.64320624,0.6398493,0.7149249,0.8754767,47.09073,0.7981331,0.56120914,4.62551,0.96647596,2.229676,0.593115,0.6371047,14.2616415,1.0811425,1.3741862,0.3318256,0.42045695
11_55,4.260859,1.0297704,1.1235738,0.91781414,1.7500165,1.0082426,1.4117751,29.570673,4.845401,0.93793654,2.787684,8.974709,2.4364247,0.92064655,5.796361,0.8248206,0.799044,0.8308828
11_56,2.1314182,0.59575176,0.5410178,0.9771683,65.74689,1.1838486,1.4944267,0.9936389,32.419365,0.36857542,1.3344185,1.2083604,2.838978,1.2128316,1.8174844,2.0663018,0.4541334,0.5534332
11_57,4.090885,2.7000127,0.8267461,1.9653211,0.6520647,3.2312708,1.2877831,0.7657045,4.252982,0.92439264,4.3339624,2.057733,0.29601717,4.728927,6.801015,2.6799657,3.0465467,1.7807212
11_58,9.889162,2.0184796,0.9633223,1.7703903,0.89343286,1.013955,1.4568292,2.549303,2.8898582,0.7297453,15.81543,1.995043,1.059943,1.0247558,32.80505,0.96163607,7.3804235,1.6183264
11_59,2.2324803,0.48033804,0.3944413,0.8763323,50.573986,1.3303617,1.008948,1.8416969,579.987,0.11211939,0.84531856,1.3655239,9.29251,0.7895447,1.549128,0.88043964,0.3033582,0.26832485
11_6,2.663417,1.3917534,1.3537021,2.9388113,1.0034777,1.4215491,374.40848,0.83066714,4.338318,0.65168256,2.1799388,1.1512682,1.0818679,1.7698684,1.6734866,1.625295,1.0646889,0.93204147
11_60,26.653954,1.093658,0.8179859,0.78800976,0.8111874,1.0136753,1.5328853,2.016496,3.9056013,1.538999,1.3592675,8.916594,0.8268145,0.68651104,11.991661,0.8100978,1.7583054,1.4314464
11_61,26.977959,1.1665561,0.8830041,0.8717427,0.75392914,1.0972949,1.5307317,2.5685282,2.5380363,1.4379759,1.9423398,8.070613,0.83057266,0.5572412,9.966631,0.70014894,5.5436277,2.5521843
11_62,3.5097933,37.965317,2.2062898,1.6829634,1.089149,0.8906769,1.9634976,0.9553034,3.1208081,0.974906,12.5488,1.2234358,2.2849433,0.97893256,4.339229,2.7600384,3.3858368,4.3365474
11_64,11.129703,1.0739918,1.0457577,1.1272805,0.807498,1.1721082,1.586015,1.4787663,3.3964086,1.5617096,3.4024792,3.5846934,1.5526794,1.8779808,30.720158,0.9922703,2.142951,0.87324584
11_65,3.2899413,0.5569702,2.5556886,1.0294433,4.0570183,1.2258065,9.442457,1.4353259,4.504571,1.0595111,0.8991699,7.6630144,8.547729,0.6557862,4.6306753,1.1723254,0.9182443,0.7019767
11_66,23.016418,0.8216102,1.0021539,0.92657965,0.6831205,1.5082464,1.296571,3.4106212,2.1535838,1.5402337,0.9878135,30.196379,0.89060074,0.9172817,11.535185,0.9841572,1.2037137,0.9433286
11_67,3.2746632,1.1041088,33.724133,1.1843028,2.6558404,0.88815427,1.7817267,7.028841,29.000502,0.36828536,1.7474103,0.7642957,6.289558,0.837144,1.9393585,2.1529381,0.51503605,11.279907
11_68,1.9795616,0.8859407,0.7420654,5.222339,0.9634992,10.8228855,1.2196008,0.63374245,7.637139,0.85928935,3.1196342,1.0705886,0.95734656,102.34059,1.6172442,8.022688,0.8105613,2.7663467
11_69,2.2378993,1.0738039,0.8994906,2.186225,0.8799983,8.003754,1.677126,1.0390126,2.9264143,0.6923812,7.665778,1.4988258,1.5759448,33.805653,0.7748382,754.523,0.4611398,1.6495342
11_7,14.305246,0.85077596,0.7601689,1.1231847,0.85831815,1.235921,1.1628602,3.9825938,2.2575018,1.9314256,4.2851963,8.065546,1.0457735,1.0532562,18.481705,0.95424056,1.8578088,1.1047705
11_70,18.099682,0.9379358,1.4242058,0.96454954,0.8868283,0.9785553,1.4207864,3.9603872,2.862159,1.6024749,1.0107999,18.209557,0.8808535,0.42062804,14.768627,0.6963762,3.0329773,1.0599608
11_71,10.771237,0.868389,0.9434345,0.8610409,1.0319732,1.01858,1.2435399,4.121923,5.5534577,1.2397219,0.9644102,6.7289476,1.9082803,1.0071267,13.832591,1.1528428,1.641254,1.1381518
11_72,13.336364,0.84258944,1.1318611,0.94591725,0.63453466,1.3480653,1.2414331,1.8953725,2.6946297,1.5101326,1.9043337,45.682564,1.403732,0.9441504,6.623854,0.6479829,1.7695196,0.82644606
11_73,1.8691261,0.7451222,0.8088223,66.43239,1.1119158,7.152441,1.5074131,0.5917207,4.3588877,0.5602759,8.885327,1.2341828,0.9546791,8.941187,2.5988533,2.6345625,1.1357403,1.299214
11_74,3.6622345,10.642089,0.9204185,2.1597,0.7031339,1.3036606,1.6030226,0.8987205,2.8063006,0.6567505,18.841671,1.0855923,1.0585432,4.101103,1.7850893,3.7208848,0.60745424,1.386245
11_75,23.29187,0.9189464,0.89589214,0.8301141,0.7669114,1.1302171,1.4497244,2.5451102,2.683486,1.4407932,1.9459438,7.600381,0.7551401,0.92136157,7.187107,0.70137733,1.9901091,1.215271
11_76,12.611654,2.0715773,1.7780433,1.5722942,0.7527131,0.9177183,1.8540512,1.4286706,2.9979904,1.5224446,1.3565433,3.029838,1.4030788,0.69936925,10.679813,0.9411333,4.105749,2.372414
11_8,12.861267,0.6311537,1.3098,0.63134617,0.8816048,1.2245622,1.22616,5.811351,6.0904884,8.1659565,0.8873365,6.976487,1.311897,0.75905824,27.07986,0.7370556,2.714997,1.5298754
11_9,15.302856,1.3562758,2.0295954,0.7751503,0.7387711,0.90217805,1.7664163,1.255578,4.125076,1.6026392,3.1315966,24.07854,1.0152229,0.61047006,4.258501,0.72152835,1.8407264,1.6639813
12_10,2.5741963,1.375049,1.141978,1.8848138,2.158503,1.0546064,1.5493236,15.708708,8.481221,0.3879084,6.233669,1.9883108,5.6843214,0.5298859,5.8026304,1.5903914,2.5412846,3.6872704
12_11,2.5471463,0.7276721,0.6425274,0.82341146,19.431026,1.4103827,1.6986718,3.2352633,34.53222,0.27687448,1.2018583,1.4928756,2.1484234,0.5939203,3.7809641,0.93453795,1.2095847,11.927843
12_12,2.2742567,0.8027746,0.833349,1.0745836,32.63469,1.0502172,2.8658183,0.6667593,38.624035,0.7298239,1.0055741,0.99243295,0.92277783,1.2852316,1.5615637,1.1247725,0.6213256,1.2793562
12_13,1.8712416,1.2429616,0.80695957,5.8344016,1.0620736,9.963769,1.6790751,0.64105475,6.739778,0.9299625,3.1999588,1.4784544,1.4310341,117.96693,1.9848069,140.35751,0.6119258,1.3588587
12_14,1.5349604,0.5519008,0.70779693,0.7337147,0.8978487,48.18061,0.719064,0.66101336,4.2140183,0.83204323,4.174155,0.81968457,0.9748643,0.8268782,1.0305445,0.9484177,0.29347858,0.3344366
12_15,2.102067,0.5988725,0.54498583,0.9722681,72.04561,1.2202435,3.3241975,0.72775185,38.51232,0.5428844,1.0840671,2.1186564,0.7052158,0.88738143,1.9879334,1.5550429,0.49875897,0.43662587
12_16,1.9236908,0.68597704,0.67449486,1.2314441,7.9681225,1.5011821,667.3771,0.7731523,7.188425,0.5167151,2.0379047,1.1154311,0.8199347,1.0285776,1.3446962,1.400925,0.51566887,0.54314804
12_17,2.0069757,0.5146057,0.668997,2.3973248,1.1531146,18.538563,1.750214,0.7064911,5.8758287,11.294748,1.81068,1.9353025,3.9122586,6.003951,2.5849762,1574.0951,1.0525808,0.9884931
12_18,11.630515,1.3528819,1.0133145,1.116523,0.92172146,0.98260474,1.5227599,2.6930966,4.7265244,1.2319702,7.5368466,5.2698965,1.3204021,0.65299046,18.133705,0.7127212,1.8808767,1.6027843
12_19,2.4567475,0.5448675,0.52602047,0.6863451,32.128,1.4266591,0.98408294,3.7861595,113.59589,0.14806576,1.0014381,0.94661856,5.9466286,0.755238,2.8272848,1.5367469,0.699124,0.4398728
12_20,2.076927,0.67512447,0.69073254,1.1640804,34.51589,1.4562402,14.78475,0.65610516,13.498498,1.0614542,1.2052214,1.2491479,0.6138186,0.89209956,1.4952047,1.4375767,0.4592761,0.39533022
12_21,9.853643,1.8249476,15.717009,1.2853482,0.72564363,1.0257604,1.400703,1.4790179,2.5882387,1.273369,2.5931044,5.123536,0.5120133,1.0425472,2.791043,1.0920063,8.708655,4.846289
12_22,13.3828535,0.96734035,0.6964492,0.94888985,0.97482884,1.1185865,1.419992,2.6159408,5.1763434,2.0371702,0.92717314,16.527002,0.8577066,0.7073705,80.61549,1.0520431,1.7974335,1.024924
12_23,1.5417507,0.53965396,0.58801126,0.6078067,0.90678036,62.95054,0.78811324,0.65281844,4.368248,0.921416,3.9865437,1.4882007,0.7653714,0.66173464,1.8680348,0.5030985,0.28340316,0.34556958
12_24,21.570889,0.7729243,0.83406234,0.66496205,0.82954276,1.4128222,1.1639135,14.481623,1.9916046,1.4559422,1.3043416,11.787309,1.2231998,0.46755204,7.8164263,0.67830086,1.6658725,1.6347338
12_25,2.036523,1.2641006,10.120607,2.4802353,1.0626471,1.1925639,4.436178,0.6478323,3.073724,0.665776,1.6682566,0.99655354,1.1368604,0.6891294,1.513364,1.512963,1.1108121,14.792632
12_26,18.262592,1.0974495,0.8939446,0.8770528,0.71691364,0.9587945,1.3972468,1.45214,5.262274,1.456804,3.6606386,6.680984,0.8845692,0.88972867,8.594066,1.0436734,1.1256665,0.71982473
12_27,20.679832,1.3731986,0.63160723,0.82878196,0.6386936,1.0075004,1.2667146,1.9799843,3.2972329,3.1584747,1.474278,4.7960625,0.6645954,0.8517111,78.38424,0.86741513,1.717742,1.068266
12_28,38.018406,0.9293761,0.7473854,0.88951933,0.7367369,0.9903214,1.3105557,2.3747745,2.5527184,1.4929231,1.9706414,21.313778,1.1666421,0.79051924,9.0941305,0.70673573,1.1697234,0.9806741
12_29,10.472954,1.3089263,1.8654675,1.0659709,0.7259773,1.0748274,1.5917344,3.1474442,2.5377321,1.0955981,2.7416003,3.5922918,1.1446654,1.0880373,18.982946,1.2597584,3.8608465,2.4904675
12_30,21.85566,1.2635016,0.78955364,1.1235363,0.7756745,0.93143183,1.4088621,3.6474884,3.4328575,1.6795462,1.0653384,4.1121798,1.0725873,1.0298992,15.821033,0.92976415,3.3921535,1.6735013
12_31,2.4254823,5.8679996,0.7020776,22.362022,0.944609,2.4479792,1.8316045,0.77371275,6.742676,0.5794097,6.537662,1.0410898,0.85391915,9.356527,3.2252758,6.4708185,1.4772922,1.386122
12_32,1.8767357,0.9436327,0.7125639,1.7162502,0.97145236,21.089834,1.5881281,0.6870284,6.0946407,6.9724417,1.5829467,2.110038,1.5588193,5.9162846,2.6323142,960.08563,1.466432,2.2472358
12_33,10.5198345,1.8430042,1.4463825,1.7307618,0.67211485,1.1463865,1.6406487,1.2283123,2.359096,1.1367973,5.1884785,3.7167058,0.7368907,0.6509186,26.401434,0.94607705,3.2647753,3.1189108
12_34,12.107185,0.73123413,1.1067898,0.72833997,1.0018575,1.4068862,1.0919348,2.4911165,3.469146,1.459428,1.5212846,8.206482,1.5569528,0.6016313,11.522282,0.71560496,1.5108548,0.788396
12_35,2.418256,0.7500136,0.83452445,0.90110093,16.945942,1.2794394,1.7820392,4.216285,32.564796,0.17078647,3.7757573,0.95826304,15.941229,1.5407116,2.18668,1.3679252,1.0492316,2.9852707
12_36,5.0920005,0.7253323,0.834873,1.0629091,1.7533245,1.038911,1.5033153,11.279156,5.4866447,0.70960695,4.7516484,3.8294973,1.5683968,0.7974746,16.305653,0.8920567,1.4767146,1.7463684
12_37,9.721293,4.9245763,4.3134975,1.6383848,0.6770529,1.6809388,2.0051448,0.9620826,2.3083076,1.7624049,1.5962067,4.748001,1.0528169,0.6992871,21.317768,0.7276735,1.9235779,1.3230872
12_38,3.2486582,1.0454144,5.2627897,0.99696934,2.0363927,1.1125556,2.112942,5.4980526,24.085644,0.3529326,1.5126896,12.535855,1.548527,0.64695144,2.9435549,0.7137197,0.74862766,3.6598496
12_39,2.283433,2.5406117,1.3445365,1.3830636,1.1114651,2.031473,2.409365,0.7152858,6.5386434,0.8936428,2.1365635,1.969598,1.8968526,15.420492,2.9027328,161.99005,1.0011873,2.917198
12_4,28.739265,1.0580581,0.9849184,0.7604861,0.69416285,0.8846991,1.2506871,10.116293,2.5581737,2.1634455,3.6726756,8.265209,1.2646056,0.6448225,3.933585,0.87223494,0.9389653,0.80092585
12_40,2.0746267,0.7696674,1.113773,1.2558992,6.034499,1.1589969,33.14616,0.6132576,56.068626,0.4723693,0.92417216,1.4221337,3.4359362,1.156242,1.8751943,2.144664,0.9793985,0.75042546
12_42,18.625248,1.3326397,1.0938761,0.77820814,0.732337,0.91477025,1.401007,1.4963055,3.797972,1.7485281,1.1123507,9.595035,1.1847063,0.73473793,14.046759,0.76396286,2.9822013,1.1756494
12_43,20.924694,1.3901739,0.9769453,0.81841755,0.8197234,0.91125715,1.3313516,4.3527617,2.5180197,1.4755048,3.0605435,22.343868,1.5622952,0.7369876,3.1122875,0.7705859,1.1865895,1.068593
12_44,2.6053672,0.62666225,0.5508531,0.7756331,12.696006,1.424588,1.2066774,14.853576,34.60791,0.22907549,1.2925739,2.3107944,9.493732,1.7475432,3.310636,1.5465957,0.6002919,0.65182453
12_45,1.4358536,0.5566412,0.49327004,1.419116,0.850422,59.51162,1.115813,0.528081,7.0839996,0.833396,3.0056458,1.0873164,1.0312535,5.5588193,2.2040844,2.507728,1.0530206,0.64442873
12_46,24.836521,0.78610045,0.7924923,0.7585768,0.8252704,1.0390285,1.1324685,8.618345,3.5267448,1.1770412,1.421274,5.523763,1.4999275,0.8449049,30.879765,1.0972947,2.198018,0.8912079
12_47,28.119598,0.873667,0.8414526,0.82246435,0.8490445,1.0040522,1.4896567,4.360721,4.5805974,1.6966975,0.8562907,6.0394535,0.89727575,0.646351,15.60806,0.7854081,3.7163792,2.5458157
12_48,6.7580357,4.218394,1.0877097,2.197529,1.0922995,0.8371256,1.1384697,1.4814042,2.912797,0.6900538,16.824686,1.8591559,0.70201945,1.0773606,13.1187105,1.1710249,4.663308,3.691178
12_49,10.3554,1.88596,6.14286,1.0733929,0.74280596,0.99473464,1.7354083,1.1961399,4.486398,1.2604848,2.025392,6.1717577,0.6426732,0.65417427,7.6541076,0.9520844,2.8226585,2.5079808
12_5,2.3712797,0.9888752,0.7252941,1.2116814,1.7890517,1.379477,608.77704,0.7111693,5.6923494,0.53577757,1.6016662,2.2668324,1.4351547,1.0719651,2.1921906,1.93306,0.8294168,1.5132308
12_50,18.694479,0.915158,0.80334556,0.7232542,0.7556572,1.0614951,1.4652828,3.5566115,3.339753,1.0395801,1.742926,7.2354126,1.1275113,1.2931963,18.579227,0.9442313,0.989218,0.93785137
12_51,6.54817,0.7090064,0.88798726,0.8749653,1.182282,0.8321432,1.3190576,26.372028,2.93925,0.9284938,4.5752697,4.076234,5.238642,1.8471756,5.161587,1.7255903,0.74273,0.64650685
12_52,36.425842,0.65824604,0.67568994,0.66008556,0.78926945,1.4646974,1.1539226,6.218439,2.552836,1.6119143,1.3262275,12.107975,1.3976431,0.81055886,6.033949,0.9288839,0.8793764,0.7912255
12_53,2.5522509,2.9955027,94.40035,1.0355412,0.67473346,0.96776867,2.4977462,0.6680962,2.7964766,0.5508859,1.9716587,2.3925931,0.93212193,1.1182301,2.5521119,1.7742139,2.017006,2.1084175
12_54,26.76025,0.9141021,0.7810317,0.65842605,0.8880285,0.95133984,1.1839645,8.663499,2.9666119,1.8157507,1.6009495,8.163288,1.0054014,0.8171226,4.327202,0.8618031,1.3426692,0.96504027
12_55,20.450586,0.84251267,1.1708103,0.71649647,0.8459988,0.80692196,1.5221043,6.9937825,3.7957973,2.4790342,1.0460099,11.851404,0.7779138,0.553042,2.7163727,0.6881526,0.5076982,4.5918865
12_56,3.4327517,0.8000821,2.441834,0.98029006,2.7766504,0.98057556,1.3428946,19.332472,11.808092,0.62682045,2.0909677,1.899998,4.9617643,0.60306805,3.5195527,0.86898893,2.865582,4.048257
12_57,2.1557221,11.002504,0.71714497,12.614056,0.7098975,3.9529753,1.1156969,0.55269414,3.4034848,0.95052236,8.358562,1.13854,0.43411127,3.0957117,2.2370098,2.8641021,1.2838608,3.5354745
12_58,19.732128,0.8346406,0.7150678,0.83864653,0.7924717,1.2103815,1.9234487,4.1605515,2.3834965,1.331943,1.7465723,9.654023,1.6975983,0.79959273,7.173999,0.69462377,1.4026692,1.0251054
12_59,4.1912127,2.985199,1.30622,2.5035505,0.9229194,1.3243978,3.1492324,1.3871851,3.7749,0.7385546,18.591381,1.3962493,0.61456627,4.5600986,3.1207242,13.62394,0.8473692,4.005336
12_6,6.1643004,0.7753516,0.7320217,0.8522825,2.0280252,1.1398861,1.5247262,15.857696,6.6699467,0.57241744,1.4206598,6.035539,2.3842947,1.2820927,7.7064743,1.3861533,0.85550994,0.7602236
12_60,28.75331,1.1816385,1.7289135,0.88465875,0.8439732,0.9766078,1.4293741,3.7093806,4.1159754,1.6808076,1.2104747,26.564842,0.96001995,0.6772896,5.600463,0.87072796,1.0845888,1.0795344
12_61,10.016649,0.8030389,1.827873,0.9578296,0.941087,0.9045004,1.5042216,8.183808,5.2648396,2.7576814,0.9094183,6.0373926,1.8336693,0.65597016,8.62281,0.6177391,1.8043311,1.5908297
12_62,8.464293,0.9332306,1.64527,1.0781294,1.0123122,0.9775145,1.4368973,10.559852,3.9122105,1.3326756,3.573165,14.941912,0.87740743,0.4728744,6.7976437,0.46276182,2.0617025,1.5591719
12_63,2.2482524,0.87780726,0.8385288,93.83876,1.5414528,2.3235388,1.9638815,1.1408693,4.3198843,0.6553705,14.036835,1.1758572,1.1988837,1.9971521,2.2625098,50.51995,0.66476035,0.8413458
12_64,28.968536,0.9569092,0.8693564,0.8564111,0.7760917,1.0172203,1.4433324,6.531901,3.1917396,1.6362116,1.4035394,3.3645635,0.64306825,0.8608963,24.96817,0.9015691,8.965556,2.2019348
12_66,10.936825,1.1132412,42.557297,0.89446133,0.77313066,0.90875757,1.4019665,3.9081626,4.8014717,1.5460503,0.8260184,1.3079838,1.2759485,0.8765279,2.1400971,1.0295833,13.510803,17.870047
12_67,6.0427446,0.60572076,0.5136175,0.75103015,2.575225,1.3589451,1.473494,14.154665,7.3853583,0.62443244,1.2412374,7.7166424,2.1584744,1.3036731,9.374775,1.120687,0.66752994,0.64736205
12_68,23.143724,0.9308381,0.69272333,0.88427675,0.77471113,1.0752127,1.3339138,3.584947,2.6431212,1.3650361,1.6409945,7.4869146,0.9303624,0.6292012,10.514708,0.7858066,2.666119,1.2612416
12_69,11.777766,1.03401,8.657328,0.6561536,1.0649239,0.9271443,1.2838113,10.844171,5.8143587,1.2751918,1.0385425,8.993161,1.642178,0.6183745,5.1152544,0.7263287,1.9404691,1.9631878
12_7,5.465995,1.6738122,0.7977983,5.093606,1.127649,0.9414048,1.3295617,4.4286256,4.284606,0.85795707,5.2367706,7.521489,1.2352111,1.0204952,10.331415,1.6186866,0.51113194,0.58979243
12_70,22.663074,1.0980206,0.94053036,0.81564796,0.7608536,1.1230998,1.6075372,1.8131505,2.4019237,1.8083459,1.8920729,7.987871,1.9473307,0.7516826,8.671502,0.85618323,1.0358534,0.7652399
12_71,2.509283,0.70424664,1.0512749,1.5867217,2.0605388,1.2870966,1091.2264,0.9899935,5.3197384,0.910571,1.3870184,1.2374003,0.78938776,1.9935766,2.735345,1.6332642,2.0310001,1.6425941
12_74,1.8881806,0.9403794,0.87860054,11.537554,0.8828838,6.6304574,1.3283122,0.5985515,3.1439238,0.63746136,11.140224,1.2813997,1.73955,7.4031367,3.1626177,6.0528526,0.83257526,0.9094447
12_75,1.9986148,0.7341896,0.698529,0.93229765,25.89971,1.4917417,1.153693,6.133904,59.55523,0.16645472,1.1277938,1.0583241,86.4256,0.9481568,2.3883796,1.506578,0.7251321,2.0622478
12_76,5.865827,1.4877551,5.027505,1.1645634,1.119134,0.8460537,1.8159591,4.9259,5.7563624,1.0985632,1.8936899,2.6015985,1.815032,0.95973647,4.8780494,1.0429178,1.7202866,3.5967093
12_77,9.771467,3.628624,0.86531615,0.99515486,0.69859564,1.092455,1.2954162,2.9938278,4.318373,1.4016525,1.9385828,2.0514069,0.6815679,1.5247248,5.481711,1.4914339,5.2626495,4.2834206
12_8,8.887669,1.5561334,1.00956,1.7791934,0.8184024,0.8663947,1.7460495,2.0201962,2.1394892,1.164918,5.6127048,2.7482657,0.8617175,0.9264372,18.155489,0.6221891,4.6048894,2.1231945
12_9,2.8785672,0.86751115,0.87122035,1.2102125,3.4050431,1.173371,1.5429415,15.471112,12.728325,0.42204854,3.8629622,3.1478622,7.4613976,1.3641342,5.141272,1.2184321,0.65649945,0.6472574
13_11,1.5570098,0.47211623,0.67463344,0.6141672,0.8530412,47.357605,0.6871867,0.7547976,4.4613724,0.74420685,3.158636,0.9357621,1.0305839,0.5338287,1.6857668,1.2381245,0.41064984,0.37685913
13_12,1.9392949,0.48692465,0.4346102,0.8034952,61.087822,1.3395627,0.911129,2.6917965,36.686142,0.20390977,1.7795254,1.1391472,2.8061833,1.305168,1.8053744,1.1631869,0.40554643,0.49164656
13_13,4.79827,1.2082796,59.38867,1.0004196,0.88810974,1.147975,1.8405609,1.4277108,4.962348,1.3970356,0.65998054,1.691097,1.4814804,0.9829003,2.2300289,1.2484287,4.9909825,8.046618
13_14,2.9939132,19.248785,1.5825768,2.2238617,0.7516495,1.4257035,2.111672,0.77044165,3.1691074,0.67015314,16.304152,1.4374429,0.5090025,4.516849,3.784586,2.3853853,10.790843,2.6751406
13_15,28.773375,0.86972,0.9403814,0.9033793,0.7562896,1.0016081,1.31433,3.884303,3.2461474,2.1398797,1.2385645,14.673709,0.86229044,0.51069283,31.524555,0.7264834,2.1166978,1.7106352
13_16,1.9023888,0.54807365,0.54297334,0.88355356,60.812027,1.4171932,1.0647672,3.9613857,25.438713,0.36192062,1.2381738,54.643627,55.334507,0.5505103,26.761757,1.6755538,3.6799378,21.699528
13_17,2.1474483,0.6316416,0.5474929,1.0156634,14.385828,1.5988925,1.0483307,4.4430118,35.301853,0.23973915,1.3634462,1.1897247,19.891819,1.8239017,2.3805676,1.7395763,0.5515129,0.654651
13_18,3.322751,1.4399543,0.80502945,1.8659927,0.69008255,6.9743447,1.1673484,0.7141358,5.7743664,0.7810687,2.6683335,1.4345156,0.63640237,2.6570158,2.8531742,11.36694,1.4330696,0.8567529
13_19,38.77819,1.1214216,0.8487623,0.7714882,0.6159394,0.9325428,1.2013056,2.6208525,2.8916097,1.851274,2.787646,10.651974,0.75852233,0.67313796,7.895381,0.6757939,1.7246629,1.331031
13_20,7.433881,0.87865126,0.67310834,0.8954035,1.0725567,1.1747127,1.483494,13.291485,2.8021789,1.1925017,3.2932334,17.769413,2.0458083,0.82918644,3.543098,0.88093954,0.50305927,0.6103147
13_21,8.484913,0.81461024,0.8465277,1.0189543,0.85318077,1.5874101,1.0870087,5.4566913,8.805525,6553.7783,0.67751867,2.134704,1.988606,2.9710295,15.669676,2.801601,2.1051645,0.73700017
13_22,21.0095,1.1973507,0.9446643,0.8803988,0.86943674,0.94388545,1.2513907,4.245729,3.4953103,0.95477587,7.886939,8.835869,1.3212765,0.5587337,9.915984,0.6035287,2.4015868,1.2496899
13_23,16.132206,0.8466002,1.1558406,0.77111924,1.0121281,1.1062896,1.5600334,4.076868,3.6112106,1.2248818,1.0829068,12.57051,1.4088457,0.7002268,4.762129,0.71854323,0.9813007,1.0263598
13_24,2.3888853,0.43821076,0.3720479,0.70966274,28.74448,1.3829837,1.303896,2.501934,222.9992,0.18941669,0.7513464,1.5000943,2.3771381,0.44064575,2.8820949,0.8921029,0.2697434,0.6776404
13_25,24.338486,0.86354536,0.70201176,0.7356943,0.9152706,1.2334499,1.4936182,2.5144434,3.4378948,1.1962211,0.84336233,2.7402344,2.7470572,4.451049,3.994901,2.0356827,1.1110494,0.7471214
13_26,1.9481331,0.5381219,0.47955728,0.7618762,16.568138,1.2762845,27.50978,1.9655805,27.96177,0.6810327,1.0795796,1.3885517,0.9068467,0.93898016,1.6516228,1.2446737,0.4884734,0.6768421
13_27,2.0419254,4.436317,0.71697307,2.3558254,0.8980571,11.329787,4.407972,0.5825504,4.588293,1.0281755,2.750298,0.9933909,1.2631739,103.95758,1.7483447,2.4340527,0.718963,1.0113099
13_28,1.4357829,0.4661507,0.5800073,0.60960335,0.9406281,59.590622,0.74410725,0.56890225,4.2621746,0.9722591,3.9807782,0.9698582,0.8512571,0.94370127,1.4037828,2.8506746,0.40760016,0.54429364
13_29,8.966227,2.9445088,2.0756404,1.1651344,0.6939165,1.1483197,1.4926524,1.2353895,3.8740797,1.1504426,4.0200324,2.150031,0.6211007,1.2152197,11.429249,1.3393123,15.642069,2.5706084
13_30,4.4460506,3.6689587,35.68283,1.5276362,0.7084703,0.8361372,1.6137662,0.9816392,2.2276216,1.4100459,2.3506165,6.202428,1.121937,0.7578215,4.4179983,0.7991589,3.1394274,3.444961
13_31,8.869189,0.9493362,0.59645355,0.8365537,0.9100864,1.0490636,1.1095088,14.021384,2.4292397,3.263021,7.4658413,5.925839,1.6987094,1.1639525,18.332401,1.1829778,0.7923341,0.7428869
13_32,28.206861,0.99028784,0.6741766,0.8298637,0.734656,1.3387858,1.3814839,3.089786,2.4340405,1.536252,1.6525325,16.246826,0.9805814,0.6629625,6.257325,0.7935156,1.4530377,1.1550938
13_33,2.3390393,0.80639434,0.54318446,9.891152,1.1900513,6.772766,1.0575936,1.3151822,5.115115,86.18752,1.9872909,1.1516248,1.4121096,70.54487,2.4634058,11.478098,0.9183013,0.73408836
13_34,1.7859938,68.08078,21.495365,2.2972775,1.003515,0.9771683,11.652943,0.6347216,4.993957,1.6295401,0.7484715,2.9700637,2.6798716,0.70282394,3.184467,1.4105612,3.6026926,3.2153924
13_35,2.3176699,0.82387686,0.7642737,1.2416389,39.671448,1.2418797,1.568804,1.2014879,113.32861,0.23184326,0.8680326,1.3714939,1.4665911,0.96046084,2.1705177,1.3325634,0.87982357,0.80066615
13_36,8.895259,1.1475921,1.4579394,0.885008,0.6505236,0.90614,1.1165979,6.9624805,2.1090426,1.3172112,3.059723,3.1695843,1.3215384,1.2298671,23.51098,0.9950223,3.2257695,1.3573954
