,Shared topic 1,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 7,RNA private topic 9
Ctnna1,-0.04590603,-0.024517031,-0.1636305,-0.85263586,0.17225169,0.6050989,0.5370856,-0.010800568,-0.032809537,-0.39508495,-0.034347262,5.614682e-05,0.536682,-0.12148744,-0.057356462
Hspa9,-0.51944906,-1.1390433,0.073563084,0.25579235,0.24080855,0.30733034,-0.1884015,0.6825521,-0.033689644,0.84930754,0.32489356,-0.070278734,0.28839487,-0.41342363,-1.021375
Paip2,0.39762712,-0.17489515,-0.029813098,-1.2120115,0.16192721,-0.38446215,-0.76983887,0.1475724,0.35811803,-0.022555359,-0.37825954,0.006892735,-0.43973857,-0.35009894,-1.0710979
Cxxc5,0.17490587,0.42619252,-0.08485747,-0.26198444,-0.5268644,0.05663741,-1.6467385,0.037362486,0.033701103,-0.10524062,-0.41484764,0.0018506444,-0.5260938,-0.04807438,-0.7860863
Pura,0.048329912,0.35216603,0.13220921,-0.07720065,-0.38190755,-0.45980015,0.099165015,-0.04771341,-0.024329238,-0.120258436,0.12188871,-9.582605e-05,-0.33644602,0.023082454,0.27551064
Pfdn1,-0.12921381,-0.88144904,0.004903514,-0.8776771,0.8276547,0.11844827,-0.32472003,0.41650835,0.009492202,0.5943918,-0.61385846,-0.018591385,0.09694787,-0.35775194,-0.078233644
Sra1,0.6553194,-0.78369987,0.11251687,-0.55941933,-0.91435874,0.002101766,-1.3711988,0.6939328,0.10170688,0.14845625,-0.15776789,0.0011491873,-0.026966657,-0.23066957,-0.41108844
Ik,0.617321,-1.282029,0.06823675,-0.38835952,-0.10510599,-0.15565845,-0.37271258,0.20613329,0.27359843,-0.49287283,-0.22567798,-0.0063201943,-1.267487,-0.064044714,-0.60089004
Zmat2,-0.45406303,0.38651937,-0.6296283,0.39196724,-0.17620938,0.6914068,0.14269619,-0.010661598,-0.20503852,0.44394198,0.48445943,-0.02595882,0.904723,-0.525087,-0.97204643
Rnf14,0.114028744,0.2636804,-0.07723358,0.006574281,-0.19344285,-0.38886532,-1.1026071,0.01409901,0.0072877537,-0.45910057,-0.269599,0.01946691,-0.7763792,-0.060584992,-0.76947165
Arhgap26,-0.6901305,0.8088689,0.587268,-0.059249733,0.16980982,-0.22988407,0.17980199,-0.019198924,-0.42751187,-0.25276804,-0.20402281,-0.017364707,-0.7685711,0.11644904,1.2825726
Lars,-0.31457853,0.08236594,0.3485582,-0.64874655,-0.35924768,0.3656366,-0.003541292,0.46846548,-0.040613826,0.032714535,-0.008066378,-0.0087634595,0.37095666,-0.11068064,0.46582565
Nr3c1,0.44192666,0.2740292,0.39985627,-1.1364995,-0.48606655,-1.3402021,-0.35861862,0.22527789,0.12055653,-0.7519662,-0.9942929,0.10463059,-0.70681494,0.10645438,0.70951676
Tcerg1,-0.15145862,-0.62021744,0.18219043,0.6970976,-0.525354,-0.41631007,-0.6554843,0.099637166,0.024369739,-1.1883473,-0.77265644,0.019458747,0.49060163,0.03146808,-0.34432504
Dcp2,0.086431265,-0.84342694,-0.29282627,-0.10902676,0.016644672,0.33358568,-0.62939745,0.1289447,0.005374361,-0.14191481,0.04149086,0.0027866764,-0.20775737,-0.089435145,-0.5445256
Eif1a,0.28470537,-0.29154596,-0.29363027,-1.366691,-0.4996072,0.18015161,-1.1058728,0.7187361,-0.009751117,0.09464071,-0.04906851,0.017404867,-0.34485245,-0.030107835,-0.30075818
Atg12,0.85636914,-1.1163045,-0.20188673,-0.8550356,-0.26529735,-0.09407639,-1.2943414,0.13245551,0.027382243,-0.20655033,0.0035654698,0.023541646,-0.0011331349,0.024576532,-0.5459484
Ap3s1,0.874066,0.036643058,0.5253263,-1.0506853,-1.2782173,-0.9154505,-0.58734244,0.06556918,0.25691694,-1.2139874,-0.9076022,0.1371852,-0.67674637,0.6531234,-0.54691875
Dmxl1,0.7716771,0.1347628,0.37668648,-0.20867041,-0.6665538,-1.4385275,-0.76585853,-0.08106618,0.25906318,-0.5191623,-1.1519111,0.13981475,-1.3369589,0.4447537,0.09837233
Hsd17b4,0.3284465,0.09848906,-0.53661716,-0.44621646,-1.0856391,0.050804615,0.3690713,-0.20543079,0.03357002,-0.99692786,-0.646923,0.014787646,0.23964705,-0.50961596,-0.118231945
Tnfaip8,0.15101261,0.03938965,0.10299814,-0.07405584,-0.05901104,-0.28870958,-0.30554542,-0.07201409,-0.0065657822,-0.33171588,-0.7974011,0.0014466427,-0.4020705,0.015403304,0.44844195
Snx2,0.1709726,-0.26916078,-0.058358613,0.044465218,-0.55506414,0.2724252,-0.47690642,0.08858358,0.004909833,-0.44799718,0.13527666,-0.0018681749,-0.3215109,-0.08105816,0.27086043
Cep120,-0.021091193,0.35993174,-0.027633449,-0.13522574,-1.2599901,-0.6043821,0.052108195,-0.050491612,-0.07683359,-0.48780993,-0.060824975,0.018888414,-0.43457952,0.12761238,-0.1843896
Csnk1g3,-0.57851547,0.65665054,0.18369111,0.6175727,-0.4860895,0.59515667,-0.77970475,-0.556489,-0.63108563,-0.037781395,0.2804008,-0.007201574,-0.46170577,0.14725575,0.5792592
Phax,0.5433594,-0.6859922,0.12601036,-0.54503393,-0.07567638,-0.10794997,-1.5701145,0.49679044,0.10001126,-0.19503245,-0.16721383,0.014220552,-0.011975949,-0.24248712,-0.90114135
Isoc1,1.9889524,-0.78040934,0.085761964,-1.5934745,-0.13360874,-1.3532761,-0.9891258,0.55464077,1.2114506,-0.11051367,-1.1327966,0.061002955,-0.832378,-0.30071512,-0.42602453
Lmnb1,0.03954123,0.044263996,0.2092771,-0.5853216,-0.031241668,-0.7865946,-0.20265242,0.7240186,0.4994535,0.27920708,-1.4348711,-0.048687678,-0.72770935,0.12942941,0.4103164
Rbm22,0.03343979,0.1203876,-0.001856105,-0.7114553,-0.027115617,0.09131561,-1.6065602,0.0819908,0.00069816975,0.083981305,-0.25652894,-0.0033707884,0.12925117,-0.02627167,-0.1320884
Cd74,-1.2543244,-1.3584106,-0.6804697,0.18084611,0.6771063,1.0004396,-0.20435727,0.11799953,-1.3417344,0.737636,0.933098,-1.6186795,0.8882322,-1.0074177,-0.8609521
Tcof1,0.098758705,-0.89038867,0.009766676,-0.6810869,-0.21108337,-0.33100814,0.40758148,0.3535019,0.11851093,-0.48001462,-0.9123253,0.007076087,-0.27400282,-0.48544517,0.07059059
Fbxo38,0.098245844,0.050290175,0.21634035,-0.41593313,-1.6927365,-0.1548712,-1.4888626,0.23066172,-0.018102273,-1.113299,-0.88239866,0.035968773,0.08021496,-0.11775271,0.20508695
Txnl1,0.19766761,-0.48370385,-0.014712412,-0.89648694,0.06279781,-0.0219632,-0.28607294,0.57785964,0.00294704,0.7790137,0.15070006,-0.010786256,-0.926234,-0.14491096,-0.45216352
Wdr7,-0.003636783,0.59766066,0.24669586,0.80785877,-0.2969108,-0.22635576,-1.3732867,-0.30570975,-0.03640336,-0.62697524,-0.53466773,0.0020280764,-0.34690744,0.052640792,0.42552483
Nedd4l,-0.6638113,0.78913754,0.7254564,0.48242912,0.27029923,-0.4892814,-0.6415396,-0.6146327,-0.5416213,-0.059258353,0.16197576,-0.019871049,-0.5127426,0.5630897,-0.106847316
Chmp1b,1.7411153,-0.8124069,-0.033277377,-1.1702992,-0.35921344,-0.7214715,-1.6826435,0.3064162,1.1337283,-0.12871283,-0.13594808,0.11405784,-1.0281167,0.06862856,-0.95461816
Ldlrad4,-1.1183628,0.8839104,0.77538764,0.290653,0.15668976,-0.5750184,-0.5766874,-0.36091396,-1.64603,-1.1025003,0.15596686,-0.01520494,-0.4766149,0.4731971,1.0069299
Tcf4,-0.8554302,0.5283608,0.32426503,0.4028523,0.40895125,0.2197044,0.23927513,-0.37646934,-0.6254301,0.037809804,0.6264287,-0.036680922,0.38322383,0.1439567,-0.2144242
Mex3c,0.27618867,0.113518074,-0.12303661,-0.76623434,-0.2764614,-0.28375724,0.24519707,0.14261028,0.022701038,-0.40570796,0.15426578,-0.0058752857,-1.13156,-0.16546065,0.4768942
Mbd2,0.23474091,-0.34070265,0.40787232,-0.70092636,0.22389291,-0.81675655,0.3605037,0.08205653,0.019287007,0.23903231,-1.0035483,-0.016111445,-0.5797444,-0.010280131,0.028729029
Smad4,-0.18665339,0.862817,-0.35883293,0.12876928,-0.574529,0.015227867,-0.68795407,-0.06700016,-0.16089769,-0.7089568,0.24112475,-0.004349898,0.26033568,0.3104546,0.021919861
Me2,0.3075025,0.23575461,-0.3367883,-0.30267063,-0.14465564,-0.14815646,-1.3890189,-0.026321847,0.019673996,0.32701364,0.049907446,0.0002207763,-0.8370246,-0.06834985,0.10268096
Acaa2,0.5424845,-0.32513598,-0.6849984,0.14020893,-0.13775368,-0.41376427,-0.99318826,0.4385217,0.02558373,0.1656014,-1.0575771,0.013353093,-0.52215976,-0.14519964,-0.30808476
Dym,-0.62121266,0.06993244,0.3623295,0.22037782,0.56798184,-0.21023458,0.6732568,-0.11202415,-0.13787329,0.0032185346,-0.30331084,0.00652348,0.1705577,0.007884427,0.10904178
BC031181,-0.13411278,0.10607801,-0.4311912,-0.41058767,0.82992,0.5540494,0.6376178,-0.3667441,-0.24900635,0.5647186,0.20967138,-0.022689674,-0.16183808,-0.57216537,-0.22075133
Smad2,-0.14253642,0.39027783,0.2557094,0.30112737,-0.58963835,-0.11024692,-1.0375,-0.16559802,-0.0047926083,-0.6209174,-0.3017306,-0.003185437,-0.06755967,0.025507957,0.29438534
Ier3ip1,0.5575187,-0.70357984,-0.6994716,-0.5779384,-0.32485887,0.4621931,-1.3473997,0.10828704,0.081853926,0.09406251,0.058710337,0.025487266,0.09825038,-0.4312203,-0.3460089
Pias2,-0.08251885,0.042697787,0.74693453,-0.27040845,-0.011093855,-0.7003433,-0.18694861,0.07950127,0.006878362,0.10450027,-0.32470247,-0.0104886275,-0.5626994,0.09166269,-0.006265314
Pard6g,0.20525832,-1.2515974,0.16666685,-0.6725453,0.23544559,-0.508025,0.52339405,0.47001407,-0.025356915,0.5945706,-1.01342,-0.018277738,0.17407055,-0.26473212,-0.52191365
Rbfa,-0.6601085,-1.0387545,-0.5445061,-0.41879696,0.061082263,1.0050027,0.8919156,0.19406335,-0.2046014,0.22475114,0.6590497,-0.11196789,0.30144227,-0.44439745,0.46322763
Gm16286,0.5196114,0.0050892797,-0.79390746,-0.11984382,0.13880363,0.1947058,-1.5376558,0.061619088,-0.023025677,0.4278347,-0.21077788,0.000375709,-0.36363414,-0.18812819,0.009502838
Ctdp1,0.12421809,-0.40331757,-0.06559423,0.28126353,-0.62401557,-0.5418574,-0.67254984,0.38133967,0.013428078,0.11726945,-0.40344408,0.005128489,0.077236064,0.025851306,-0.08772345
Nfatc1,-0.18093903,0.22940305,0.013517162,-0.40605283,-0.39288056,-0.35256532,0.82482505,-0.47056252,-0.0061815195,-0.9533011,-0.09072032,0.0068458887,-0.20228346,-0.041699577,0.39591902
Atp9b,-0.5738628,0.58403486,0.7715568,-0.85760075,-0.19107541,-0.03258712,-0.45312878,-0.12745275,-0.30463758,-0.12766701,0.034917362,0.011730935,-0.5892717,0.22217721,0.06678433
Zfp236,0.00062835217,0.26042697,-0.30449232,0.41842413,-0.1255903,-0.5296089,-0.13623992,0.09813489,-0.013002434,-0.08146823,-0.257844,0.0008466281,-0.41884854,0.062158972,-0.19956617
Mbp,0.21392353,0.18596512,-0.12180194,0.219262,-0.7807887,-0.022693358,-0.7297875,-0.5184055,-0.047690485,-0.48196515,-0.3015356,0.008861972,-0.42348135,0.04335772,0.047907554
Zfp407,-0.028115463,0.56322616,0.44996983,-0.008245011,-0.48771667,-0.9376274,-0.15281357,-0.13560249,-0.08028795,-0.38619465,-1.3175428,0.0058939434,-0.10925199,0.59355104,0.56644756
Cyb5a,1.092069,-0.534967,-0.3010916,-1.5350965,0.3217386,-0.8503588,0.31745422,-0.031296995,0.7934134,0.0378767,-1.7227484,0.22725938,-1.2743824,-0.3980666,-0.18126184
Tmx3,-0.1517593,-0.3630025,0.43701744,0.19457783,-0.8009893,0.29744694,-1.2068776,0.043551393,-0.12486091,-0.26894793,-0.6967354,-0.00017304718,0.77653646,-0.16114204,0.40090454
Cpt1a,-0.2266772,0.35018536,0.145378,-0.17230864,0.19359645,-0.04201316,-0.13392942,-0.012297759,-0.008911381,-0.26718497,-0.06029544,-0.00074104365,-0.8542722,0.015131641,0.096485995
Kmt5b,0.9004613,0.13642588,-0.017205436,-0.165238,-0.74947053,-0.67671883,-1.7794319,-0.29860365,0.15307009,-1.6532027,-0.558768,0.11844649,-0.22856665,0.120646484,-0.016835803
Ppp6r3,-0.0827239,0.21936408,0.33377147,-0.535945,-0.27927038,-0.02651546,0.49229136,0.038640965,0.0033553457,-0.16687417,-0.3321067,-0.006248466,0.12173362,0.122651875,0.06665379
Ndufv1,1.2467289,-0.89257824,-0.17306393,-0.5600368,-1.4803092,-0.1809468,-0.8011745,0.50693786,0.45328167,-0.020734333,-1.0198532,0.08834558,-0.90876234,-0.43777624,-0.75632936
Cdk2ap2,0.11805184,-0.7318071,-0.6629211,0.0056996574,-0.13719796,0.7305268,-0.071411096,0.32481414,0.11400126,0.426881,0.5884622,-0.04031645,-0.18486053,-0.7100639,-0.113780096
Aip,-0.44895136,-0.43420514,-0.61116487,-0.37432638,0.6892088,0.69097584,0.087549455,0.19507445,-0.13788433,0.21960509,0.08930271,-0.013196559,0.037023265,-0.47486138,-0.25194716
Coro1b,0.6375024,-0.47408924,-0.058540106,-1.2062773,-0.116948344,-0.071298674,-0.8324254,0.37437022,0.19311115,0.10670223,-0.5699504,0.036874216,-1.0436646,-0.22767314,-0.2943004
Ptprcap,0.39930245,-0.632085,-0.30829448,-0.74312073,0.052308932,0.062887006,0.34266007,-0.08763484,0.07483959,0.20654173,-0.0027411848,9.684614e-05,-0.17699037,-0.54373235,-0.5531155
Kdm2a,-0.09958461,0.3927942,0.34601125,0.3890303,-0.3816472,0.1466902,0.051611125,-0.7566866,-0.17168936,-1.1117239,-0.0804729,-0.004582377,0.59009546,0.11655908,0.5095279
Gm21992,-0.10133396,0.5303308,0.39810243,-1.0709524,-0.62565804,-0.28709406,0.656594,-0.02901911,-0.20197518,-0.07089996,-1.1957797,0.026530549,-1.0772117,0.3738599,0.15896258
Dpp3,-0.7835742,-0.03953807,0.13634291,-0.52241814,0.896288,0.2731902,0.86483777,-0.19026862,-0.2126028,0.61251575,0.3703284,-0.0719977,-0.6496218,-0.2527792,0.32364735
Pacs1,-0.77442116,0.6736284,0.7040169,0.5421728,0.03161099,0.3763785,-0.1611038,-0.6278121,-0.44868553,-1.0156248,-0.43473846,-0.075836614,0.58322805,0.558566,0.29278868
Rab1b,0.16976885,-0.90611076,-0.3466288,-0.07064676,-0.71991336,-0.053850774,-0.50846183,0.49676284,0.07958283,0.09035005,-0.52917,-0.006640327,-0.12889811,-0.20585826,-1.0392267
Sf3b2,-0.054613836,-0.10133907,-0.41306064,-0.09592069,0.4688939,0.1651462,0.12109742,0.073961444,0.015300655,0.22165847,0.050548907,-0.0040192967,-0.47822702,-0.10613223,0.10185921
Banf1,0.9658815,-1.2496948,-0.9030632,-1.3570929,0.38577175,-0.4406438,0.011235251,0.29525134,0.889388,0.6407321,-0.67475295,-0.0047986824,-1.148231,-1.0934594,-1.0499562
Eif1ad,0.05871555,-0.14823483,-0.18780285,-0.50365794,-0.37259552,0.563244,-0.09344646,0.109514154,0.010400347,-0.2497273,0.013873607,-0.0033839343,0.48055404,-0.10147207,-0.67446274
Drap1,-1.1472945,-0.14380424,-1.0806384,0.85276455,0.08212679,0.8127196,0.3134095,0.13888983,-0.563163,0.44433412,0.6672183,-1.2684358,1.0460452,-0.9410856,-0.37295368
Rela,-0.7027784,0.20001957,-0.62273645,0.2482608,0.52779955,0.88582546,-0.23729245,-0.28033936,-0.27697322,-0.043696538,0.7530463,-0.05113314,0.8033714,-0.43246442,-0.5484678
Cfl1,1.1795536,-1.0439115,-0.10952745,-1.2539151,0.18819286,-0.5521427,-0.6472323,0.1996216,1.1824292,-0.08604145,-0.92044985,0.2361655,-1.1839545,-0.5485321,-1.0275275
Neat1,-3.0438209,0.586918,0.31461984,0.49427697,0.6093845,1.0219046,-0.24903722,-0.44001392,-2.2399416,0.68586504,0.75151724,-0.5598978,0.77152586,-0.2325858,0.39101705
Frmd8,0.46178612,-0.6700585,-0.0739607,-0.33966908,-0.03259877,0.24684615,-1.6447778,0.0759249,-0.009123119,-0.33127394,-0.63128465,0.0072752526,0.28204936,0.024706597,-0.7886032
Dpf2,-0.23334295,0.36657095,-0.7095349,-1.1866946,0.9583066,0.23202127,0.26467294,0.039851315,-0.19265413,0.47778222,0.36949325,-0.018902477,-0.95023936,0.030871483,-0.16375104
Ehd1,-1.3655537,-0.2737747,-1.1020935,0.51620126,0.09046949,1.5438823,-0.41920438,-0.077182606,-0.5556969,-0.1410518,0.99361396,-0.32598108,0.50980026,-0.7107745,-0.62325084
Map4k2,-0.309289,0.3307328,-0.036754854,0.60638624,0.037092287,0.62573427,0.109049916,-0.4263254,-0.27335927,-0.2768209,0.037723556,-0.010866348,0.7567917,0.13908745,-0.03246633
Sf1,0.016156413,-0.56109995,0.12109114,-0.6325308,0.039913718,-0.15458022,0.29580328,0.030468771,-0.0004649053,-0.15275703,-0.046448212,0.009151545,-0.24758664,-0.040262457,-0.45254084
Prdx5,0.7385746,-0.8402458,-1.0283308,-0.34536073,-0.1593088,0.054566436,-0.31472158,0.24147744,0.6102184,-0.76156753,-0.4900691,0.16430444,-0.31544888,-0.69716084,-1.2206175
Stip1,0.14384025,-0.8071042,-0.19618632,-0.25430247,-0.08329934,-0.07954384,-0.27192503,0.49562258,0.07546621,-0.22810273,-0.04974722,-0.006216758,-0.08896862,-0.4051795,0.0322278
Otub1,0.20269598,-0.42471755,-0.39673406,-0.5371615,-0.04870555,0.010422088,-0.5506388,0.3535005,0.0018381393,-0.11289504,0.3567432,0.0028108926,-0.22396076,-0.08874057,-0.5476489
Naa40,0.37177318,-0.368169,0.05860578,-1.0151867,-0.7741925,-0.17002305,-1.3102199,0.44336233,0.14851967,0.33851558,-1.1546401,0.054292545,-0.8204167,-0.51026326,-0.7063028
Cox8a,1.009911,-1.7451288,-0.45743227,-1.9173243,0.30892655,-0.24450561,0.6282274,0.58424073,1.050151,0.5446046,-1.4060286,-0.13312289,-0.6917318,-0.95324254,-0.4886137
Spindoc,-0.511219,0.81756026,-0.3431708,0.7192431,-0.6034319,0.13837855,0.6879039,-1.0316762,-0.5622016,0.18144554,0.0673749,-0.0324793,0.15731251,0.01593688,0.5705489
Rtn3,-0.5737791,0.66397953,0.42685974,0.40001687,0.24356142,-0.20936365,-0.16236387,-0.033560086,-0.43086213,0.14819708,0.15520574,-0.06478706,0.31560698,0.5704632,0.06563833
Pla2g16,0.35126916,-1.6468717,-0.2883357,-1.472318,0.8505044,-0.18475603,0.32835773,0.6014222,0.59739274,0.81856287,-0.9101342,-0.023471478,-0.5758788,-0.7710044,-1.1821867
Stx5a,0.043395337,-0.4024803,0.4646798,-0.61852485,0.6403606,-0.32408857,0.16988388,-0.20620312,-0.050598904,0.4458658,-0.55460495,0.00030139723,-1.137255,-0.02759967,0.6588754
Slc3a2,0.14127576,-0.76964754,-0.5798227,-0.6513716,0.37012947,0.36199817,0.39911446,-0.1489186,-0.01688418,0.1637459,-0.011296835,0.001194406,-0.2573274,-0.25583917,0.018514844
Nxf1,-0.9611321,0.17715535,0.24344155,0.5957134,0.5914449,0.43816856,0.31493026,-0.34463343,-0.38075316,0.28897426,0.11595371,-0.08058603,0.61982894,-0.30202624,0.081553206
Taf6l,0.059643026,-1.4115981,-0.72416574,-0.23317789,-0.21022643,-0.09688277,0.70142335,0.40609252,0.13951492,-0.18003584,-0.4246924,-4.7217356e-05,-0.51690656,-0.20899932,-0.6879212
Ubxn1,0.20515133,-0.14003463,-1.2182379,-0.07317092,0.026991095,0.36326417,0.1779384,0.22209379,0.053631753,0.2542373,0.19050345,-0.0016902046,-0.56402,-0.6528484,-0.5019023
Uqcc3,-0.041944206,-0.65627563,-1.3340769,-0.17855608,-0.11353674,0.47884977,0.35440415,0.38004467,-0.017810049,0.44413254,0.26366892,-0.0065747844,-0.12725903,-0.8975529,-0.5294322
Mta2,0.48239654,-0.20638935,-0.57695067,-0.9720029,-0.16560201,-0.08299281,0.26573548,0.03835975,0.20170754,-0.5154113,0.22803885,0.008464953,-1.1499431,-0.47113058,-0.19532694
Ahnak,-1.1671598,-0.10472398,-0.077347636,0.658371,0.907533,0.5597909,-1.2418705,0.02331343,-0.54537547,0.58727163,0.10161339,0.00024528615,0.8110742,-0.26634368,-0.69609815
Incenp,-0.101675354,0.0064309505,-0.01602959,-0.03159836,0.13364136,-0.9216622,-0.07659334,0.71724343,0.095841266,0.6105313,-0.1251877,-0.02021584,-1.0619571,-0.17976302,-0.21989404
Fen1,-0.6662961,-0.51521266,0.13122518,-0.38589913,0.27126944,-0.9595955,0.116468444,1.0607663,-0.06563775,0.5147797,-0.48719528,0.015504215,-0.909285,-0.08151619,-0.45805484
Tmem258,0.61314654,-1.2247275,0.33410564,-1.2547971,0.8671608,-0.31499833,-1.4428715,0.4926777,0.6537579,0.8750835,-0.9501746,-0.065461956,-0.6910805,-0.48979568,-0.24442418
Sdhaf2,0.12978765,0.48792112,-0.1949754,0.062300388,0.17383127,-0.07086052,-1.3785919,0.0022183154,-0.08466761,0.5928673,-0.0005920014,0.010127963,-1.1015724,-0.003141798,-0.27504644
Cpsf7,-0.43503982,0.07548537,0.29083446,0.13309512,-0.17246848,-1.017211,0.49062914,-0.064941674,-0.051601376,0.34814182,-0.54225075,-7.3997886e-05,-0.8197709,0.09508111,-0.077358246
Ddb1,-0.14800394,-0.32117537,-0.07318667,-0.8678056,0.035997447,0.095904835,0.1667897,0.16245008,-0.007998738,0.3526307,-0.00071662985,-0.005204822,-0.03306444,0.0073699467,-0.66972774
Cd6,-0.7128711,0.28760538,0.27389354,0.5512496,0.17927036,0.5642184,0.10342861,-0.45893005,-0.26775888,-0.3695888,0.45329034,-0.035558082,0.43272093,-0.14017838,-0.062440585
AW112010,-2.5210094,-0.9626895,-0.5832264,0.11346167,0.24235244,1.8672497,-0.8276784,-0.4837745,-1.0876359,-0.62576437,0.9364299,-1.0903928,1.5739733,-0.747212,0.083388135
Fth1,0.49551803,-1.2148206,-0.6341317,-0.9256798,0.34811416,-0.038243253,0.28094372,0.051898856,0.4472426,-0.13650736,-0.3523215,-0.014230913,-0.23226939,-0.5732147,-0.79590064
Osbp,0.058653682,0.15058891,0.12530917,-0.5807024,-1.0576937,-0.16730799,-0.42598844,0.028266083,-0.029968167,-0.1513182,0.06777531,0.0028024835,-0.034267318,0.0049602194,-0.41057637
Zfp91,0.22624244,-0.290958,0.31874135,-0.25188813,-1.0366,-0.4271135,0.027068073,0.16982092,0.12770095,-0.37691608,-0.15590128,-0.0047296714,-0.3763583,-0.15617827,-0.30230543
Tle4,-0.18657011,0.47773832,0.49701816,0.019931408,-0.8326956,0.049676437,-0.95087,-0.6852305,-0.44599122,-1.3418847,0.6146068,0.008697401,0.63017607,0.08541676,0.59081507
Gnaq,-1.4752225,0.7961998,0.5858672,0.55868095,-0.18864794,-0.27892953,-0.24000886,0.13044512,-0.6682929,0.23266454,0.3238791,-0.003932298,-0.41718638,0.43286964,0.053678222
Psat1,-0.03656043,-1.038771,-0.008879696,-0.6467215,0.47267509,-0.27547926,0.06253538,0.7549882,0.220801,0.67395264,-0.23749904,-0.02914751,-1.1062994,-0.240508,0.35744268
Vps13a,0.10086406,0.3807505,0.36366394,-0.68502593,-0.8749598,-1.019008,0.40039343,0.042526074,0.008490199,-0.5506794,-0.3720893,0.005100861,-0.32926935,0.04835312,0.25614974
Ostf1,0.05300638,-0.48056307,-0.8180554,0.3161708,-0.85728925,0.6439105,0.4456822,-0.35111192,-0.117569804,-0.32220548,0.3922726,0.0068868725,-0.10079494,-0.14158352,-0.8662885
Zfand5,0.36452985,0.10333982,-0.05765304,-1.3363895,-0.14784321,-0.66270256,-0.54094774,0.074014254,0.09650032,-0.41985145,-0.46938744,0.0012118003,-0.7554578,-0.028274776,0.18701085
Smc5,0.19318599,0.086340226,0.84680325,-0.25822267,-0.23221943,-0.644607,-1.3107753,0.01265373,0.020670895,-0.7578781,-0.7429633,0.00017183425,-0.42801222,0.1171473,0.6805438
Pip5k1b,-0.6832562,0.40633878,0.5959134,0.3146954,-0.23217548,0.33184162,-0.20395969,-0.6639403,-0.35181874,-0.5599505,0.33205932,0.0056047677,0.27037504,0.049342684,0.17967626
Smarca2,-0.23266219,0.73762405,-0.06382198,0.3137401,-1.0266209,0.45907357,-1.6679721,-0.030900607,-0.16672117,-0.6460682,-0.4755148,0.01900446,0.86359,0.5376554,-0.60910094
Dock8,-0.5077298,0.626602,0.26271585,0.4304487,-0.4822039,-0.23534732,0.20154582,-0.38707903,-0.76421416,-0.6795077,0.25200912,-0.048542526,-0.11949605,0.40487337,0.74096966
Rfx3,-0.24010476,0.7622795,0.7421088,-0.16690314,-0.4948973,-1.5104158,0.09142331,-0.70572114,-0.5679416,-0.8313685,-0.051663026,0.05878578,-1.3815228,0.63052046,0.92880756
AY036118,-0.22506529,0.5140579,-0.12031974,0.4662333,0.14589,-0.37728274,0.88571936,-0.80004543,0.029395148,-0.51575774,0.02969391,-0.35423404,0.32869303,0.13459508,0.39183426
Ak3,0.9592748,-1.5330622,0.27011403,-1.3952112,0.6149257,-0.83605206,-0.6117327,0.3604688,0.7521415,0.33432394,-1.4053268,0.08655624,-1.1160542,0.0025537463,-0.85278696
