,Shared topic 1,Shared topic 2,Shared topic 7
Psmg4,-0.055764817,0.08509888,0.022591563
Slc22a23,0.20805134,-0.11057348,-0.16665839
Pxdc1,0.0039038332,0.1258922,-0.2683254
Eci2,-0.06787429,0.12528783,0.092738464
Cdyl,0.023265472,-0.072668105,0.060768608
Ly86,-0.4823702,0.45532632,-0.009863874
Rreb1,-0.027974028,0.00097140647,0.015832216
Riok1,-0.073767975,0.08618126,0.1453315
Txndc5,0.019862678,-0.11724736,-0.18063466
Tmem14c,-0.06915427,0.11343432,0.0130054895
Kdm1b,-0.020462586,-0.038191956,0.047135122
Fam120a,-0.005177772,0.011771737,-0.0022328426
Fgd3,-0.019629726,0.022009164,-0.034485865
Ippk,-0.0158379,4.452467e-05,-0.0023200135
S1pr3,-0.11779407,0.2276246,-0.007852079
Sema4d,0.058102198,-0.050132863,-0.043893255
Syk,0.06227349,-0.013020765,-0.1961112
Sptlc1,-0.102436095,-0.05719511,-0.04539268
Sfxn1,-0.03113984,-0.021403097,0.032453995
Nop16,-0.04603342,0.050875533,-0.0008535522
Faf2,0.024140395,-0.008338617,0.003928824
Prelid1,-0.064428225,0.06926959,0.08616236
Rgs14,-0.09681325,0.10516261,0.07446541
Grk6,-0.04823912,0.09796859,-0.0039154203
Dok3,0.0033174357,0.09366467,-0.15034851
Tmed9,-0.066305175,0.041281134,0.053448297
Caml,-0.05716058,0.09440835,0.058542646
Ddx46,0.032296136,-0.040659573,-0.113229774
Tgfbi,0.027489483,-0.06702064,0.06196604
Smad5,0.0063016713,0.055514865,-0.11532203
Hnrnpa0,0.009784343,-0.038113922,-0.024297252
Ubqln1,-0.057048574,0.14609456,-0.051796276
2210016F16Rik,-0.09444566,0.04684283,0.06363085
Rmi1,-0.1306578,0.0989957,0.1462785
Naa35,-0.017711995,0.0046120407,0.01772916
Isca1,0.2078197,-0.1497843,-0.07607787
Ctla2a,0.12394952,-0.13802741,-0.054552507
Habp4,0.10888111,-0.1345675,-0.13176975
Mfsd14b,-0.05271651,0.051875412,-0.0177678
Uqcrb,-0.043056093,0.0395663,0.063502885
Zfp429,0.0069011007,-0.030412316,-0.042769853
Zfp65,0.03951277,-0.04910539,-0.08723564
Nsun2,0.0029481896,-0.0012499783,0.03304632
Mrpl36,-0.027546044,0.09409291,0.015969003
Lpcat1,-0.058354307,0.08511773,-0.007757874
Exoc3,-0.05357975,0.0510191,-0.002793418
Pdcd6,-0.112802066,0.10126862,0.004263212
Sdha,-0.023036417,0.068553366,0.049252227
Erap1,0.0073761437,-0.00929551,0.0148392385
Cast,0.008232988,-0.029272273,-0.08386421
Ell2,-0.027559407,-0.053439084,-0.04097169
Mef2c,-0.096877605,0.21953186,-0.14061853
Cox7c,-0.062062763,0.12575431,0.100054
Zfyve16,0.03213927,-0.0030003872,-0.20032807
Ap3b1,-0.06256419,0.016503567,0.030000813
Tbca,-0.0781153,0.07095258,0.12488561
F2rl1,-0.018130438,-0.14245085,0.23523349
Col4a3bp,0.018539056,-0.015046795,-0.036121096
Nsa2,-0.35916707,0.3223913,0.2086363
Ankra2,0.06946103,-0.03334691,-0.03571535
Btf3,0.05253938,-0.031443734,-0.07178287
Ptcd2,-0.002836382,-0.013335926,0.0043111993
Bdp1,-0.03366046,0.058416586,-0.029252104
Naip2,-0.019151002,0.022120934,0.034805626
Ccdc125,0.012988446,0.06984266,-0.047859937
Cdk7,-0.016174609,0.015724503,-0.003651323
Gpbp1,0.0317769,0.039230686,-0.0967331
Mier3,0.034492493,-0.06402037,0.01993134
Map3k1,-0.07657556,0.16294846,0.026683042
Snx18,0.0071688667,-0.08695463,-0.06406118
Itga1,0.0653061,-0.19307688,-0.1020257
Parp8,-0.01376917,-0.039497636,-0.014420919
Emb,-0.09591863,-0.06697902,0.21775465
Hmgcs1,-0.10568761,0.035239343,0.1875412
Zfp131,-0.05002725,0.051003523,-0.025928976
Dnase1l3,0.011395641,-0.12029113,-0.07563376
Pdhb,-0.04378487,0.061786175,0.08772391
Atxn7,-0.031659335,-0.033069912,-0.032937817
Il3ra,0.10355762,-0.11372332,-0.07258927
Mrps16,-0.04434803,0.079737194,0.0064488375
Ndst2,0.015914964,0.086792454,-0.1357246
Ap3m1,-0.028928624,0.112262815,0.02096477
Vdac2,-0.013477834,0.07045506,0.092646606
Ppif,-0.030508846,0.08944117,0.043813832
Anxa11,-0.030610964,0.014131876,0.0025922458
Rft1,-0.12095508,0.062134862,0.07452684
Colq,-0.048769683,0.08623156,-0.1228242
Timm23,-0.076675855,0.15530694,0.07702355
Parg,0.033074338,0.04795199,0.026504178
Arhgap22,-0.112532035,-0.09906174,0.35855284
Mapk8,0.011972437,-0.0023473185,-0.053288393
Ccser2,-0.081077605,0.020402264,0.16428366
Tspan14,-0.070577756,0.04399123,0.13260007
Prxl2a,0.48334002,-0.2572382,-0.25344303
Txndc16,-0.10491384,0.14350915,-0.051570293
Psmc6,0.014777812,-0.028791029,0.015486973
Cnih1,-0.06401657,0.08014167,0.04938157
Lgals3,-0.050676055,0.087869614,-0.06274935
Osgep,-0.02794997,0.009581813,0.002069707
Pnp,0.05573922,-0.043543756,-0.06547697
Zfp219,0.018144332,-0.09149259,-0.045839783
Chd8,-0.040384423,0.085395604,0.06837302
Mettl3,-0.014283632,0.02578189,-0.012072834
Trac,-0.0945994,-0.052867502,0.35326257
Dad1,-0.06635895,0.062488176,0.13476126
Slc7a7,-0.033731736,0.035106882,-0.047438405
Mrpl52,-0.31043458,0.25521326,0.27022597
Prmt5,-0.07625248,0.05671049,0.17547604
Psmb5,-0.0008372888,0.01952321,0.12189245
Acin1,0.04737886,-0.08178504,-0.026952844
1700123O20Rik,0.028435983,-0.026806815,-0.024473114
Pabpn1,-0.6077944,0.3922278,0.25357905
Ngdn,0.021594953,-0.039494622,-0.039559234
Psme1,-0.18263324,0.06875148,0.099276714
Tm9sf1,-0.105398685,0.13378286,0.089336336
Nedd8,0.014584568,0.0021728105,-0.035434388
Gmpr2,-0.16724741,0.1090308,0.11744764
Tinf2,0.056269236,-0.016514894,-0.0947905
Rabggta,0.028190505,0.012607018,-0.16882877
Lats2,0.002043767,0.048339166,-0.04647245
Micu2,-0.043166395,0.027812513,0.033167288
Rcbtb1,-0.039789937,0.0029438136,0.19222821
Phf11b,-0.08559416,0.14006342,0.005519427
Setdb2,-0.0988448,0.09091626,0.059655502
Mtmr6,-0.033701066,0.07948172,0.029918013
Dleu2,0.08685702,-0.1187844,-0.10981152
Wdfy2,0.045447037,-0.03838047,-0.02554809
Fdft1,-0.001000721,-0.035944622,0.11527206
Blk,0.0008900644,0.058790483,-0.18870832
Mtmr9,-0.0072440756,0.08925394,-0.06232611
Extl3,0.009648312,-0.018566562,0.012911577
Elp3,-0.014791521,0.010385181,-0.004551012
Clu,0.07803275,-0.107261494,-0.14599998
Dpysl2,-0.056156162,0.024090271,0.13167906
Bnip3l,0.27155516,-0.1313192,-0.05731804
Ppp2r2a,-0.0028469972,0.0627221,-0.113071844
Kctd9,0.07942625,-0.10399485,0.004625302
Dock5,0.0019879998,-0.111527815,0.018305529
Adamdec1,-0.02633257,0.08025544,-0.0824409
R3hcc1,0.008179517,0.019239612,-0.017620116
Chmp7,-0.12057137,0.11469331,0.12442764
Rhobtb2,-0.12377065,0.11269677,0.04183056
Egr3,-0.006512236,0.097635664,-0.06068779
Ppp3cc,-0.06812235,0.16052483,-0.0051495004
Polr3d,0.021999776,0.015108721,-0.06773947
Fam160b2,0.015654074,-0.07937977,-0.04098361
Dmtn,0.66713893,-0.4262845,-0.29000676
Gfra2,0.015001861,-0.005566753,-0.12427446
Rcbtb2,-0.084983006,0.11755,0.10649734
Rb1,0.046989873,-0.030998986,-0.08492359
Itm2b,0.12474777,-0.19235641,-0.07734865
Esd,-0.023457099,0.019554613,0.019254437
Lrch1,0.0039547244,-0.023992587,0.075865485
Lcp1,0.06235701,-0.08965008,-0.11968322
Cog3,0.10411486,-0.13679059,-0.16297273
Tpt1,0.14482893,-0.18900806,-0.10486068
Gtf2f2,-0.03608472,0.10902496,0.059601802
Gpalpp1,-0.060384005,0.081906855,-0.035469644
Nufip1,0.039737396,0.07340369,-0.04110822
Dnajc15,-0.0010446198,-0.06290433,0.19012539
Epsti1,-0.07428049,-0.018929798,0.17351724
Wbp4,-0.0070686345,0.014647291,0.032707915
Elf1,-0.056057397,0.08810079,0.0098751215
Commd6,0.05682963,-0.037872087,-0.07171995
Uchl3,-0.057533763,0.060648784,-0.032107443
Mycbp2,-0.058404263,0.028797217,-0.017458579
Slain1,0.025347525,0.004461823,-0.06332789
Ndfip2,0.08689546,-0.2167096,-0.09260017
Gm10076,-0.75653636,0.49333468,0.35836837
Dnajc3,-0.074845284,0.06766921,0.062876195
Ipo5,-0.15179022,0.19875003,-0.019111082
Ubac2,0.032436892,0.0027047824,-0.019414641
Gpr18,-0.035384253,0.03360132,-0.08627528
Gpr183,-0.019199967,0.00138936,-0.042265862
Selenop,0.043010786,-0.21150059,0.09683044
Oxct1,-0.09315437,0.18931746,0.021996401
Ttc33,-0.0013492114,0.012971995,-0.010509997
Ptger4,-0.12420671,0.06548233,0.10571304
Fyb,-0.004041242,-0.19938976,0.20772022
Dnajc21,0.041211292,-0.02056408,-0.09923342
Brix1,-0.056078374,0.08248676,0.10997473
Tars,-0.036517028,0.045631737,0.05587038
Sub1,-0.055208117,0.0754586,0.06234268
Zfr,-0.027056854,0.07125543,-0.058040414
Mtmr12,-0.015532459,0.004264499,-0.08630794
Basp1,-0.08539,0.069339804,0.2729538
Zfp622,-0.02337736,0.014712354,-0.026294833
Ank,-0.008059844,0.05032417,0.05986643
Otulinl,-0.091629915,-0.052467432,0.1431627
Trio,0.05935186,-0.040964462,-0.023338966
March6,-0.017484356,0.16468553,-0.017785527
Cct5,-0.0042424435,0.046293415,-0.03124898
Cpq,0.011708517,0.0044194316,0.030015996
Ankrd46,-0.052433215,0.08948125,0.056371536
Pabpc1,0.26870432,-0.15811646,-0.057059567
Rrm2b,0.038200527,0.031394456,-0.03211112
Azin1,0.045059647,-0.020313397,0.0012576048
Oxr1,0.116483115,-0.16377793,0.059308924
Eif3e,-0.1696213,0.107978836,0.26559907
Emc2,-0.011411071,0.057449766,-0.02845392
Eif3h,-0.028688159,0.01568736,0.117730685
Med30,-0.03346634,-0.01955525,0.013486272
Enpp2,-0.17362602,0.35774088,-0.11403565
Mrpl13,0.0440583,-0.013516414,-0.038636778
9130401M01Rik,0.040701903,0.00729399,-0.13831465
Tmem65,0.012760278,-0.08174387,0.039069418
Tatdn1,-0.020282127,0.073430605,-0.067982435
Fam49b,0.111605555,-0.15220742,-0.15040752
Efr3a,-0.034250572,0.0058758496,-0.027070254
Ndrg1,0.012069972,0.0006371364,0.003919986
Chrac1,0.009505872,-0.007923709,-0.015003493
Ago2,0.12965223,-0.15805969,-0.1334147
Ptk2,0.11400932,-0.020990767,-0.11440845
Ptp4a3,0.10335591,-0.09268232,-0.18467878
Them6,-0.047027532,0.056821447,0.018411947
Ly6d,0.19759007,-0.16154005,-0.23340754
Ly6k,-0.07590219,0.080167055,-0.087066956
Ly6e,0.2550189,-0.2370066,-0.17327398
Ly6c2,-0.09440106,-0.15614189,0.24006765
Eef1d,0.042116325,-0.07878468,-0.10815757
Tsta3,-0.14687112,0.15333182,0.10168281
Smpd5,-0.019565364,0.009344963,0.04366012
Cyc1,-0.010085538,0.021627607,-0.020028865
Maf1,-0.013155617,0.03501653,0.030016726
Gm35339,0.04384185,0.021916594,0.103849016
Hgh1,-0.07412136,0.17448287,0.01575128
Bop1,-0.31514487,0.26626432,0.1477092
Slc52a2,-0.03665739,0.08532235,-0.004122705
Cpsf1,-0.034419365,0.046545826,-0.045683272
Lrrc14,-0.0011714566,-0.004755387,-0.015452121
C030006K11Rik,0.0051338323,0.019856403,-0.037119634
1110038F14Rik,0.05868246,0.038989387,-0.017626705
Apol7c,-0.023412945,-0.14503133,0.23939802
Apol11b,0.67810065,-0.42089394,-0.22897576
Myh9,0.0832918,-0.15759017,-0.059784956
Txn2,0.022492891,0.022468133,-0.06327005
Ncf4,-0.02494863,0.06719935,-0.061564445
Csf2rb2,-0.12817281,-0.01732093,0.31365404
Csf2rb,-0.028496359,-0.058779664,0.10688907
Il2rb,0.012335271,-0.114787504,0.14275628
Rac2,0.03648894,-0.07938423,-0.08603857
Cyth4,0.10753745,-0.1305604,-0.07297393
Mfng,-0.0324199,0.026777789,-0.015988573
Pdxp,-0.024152488,-0.011185069,0.0325235
Lgals1,-0.07018357,-0.025684906,0.19901355
Nol12,-0.040949047,0.12738523,0.05727299
Triobp,-0.03634525,0.10013016,0.0213326
Ankrd54,0.010628693,0.009244885,0.053788852
Polr2f,-0.011605162,0.06261146,-0.04164987
Pick1,0.043468986,-0.07219439,-0.04058563
Tomm22,-0.108226724,0.15037282,0.07175327
Josd1,0.016084194,-0.027742164,-0.07255521
Sun2,-0.011348031,0.014441091,0.13115205
Cbx6,-0.08569424,-0.043017525,0.06601594
Apobec3,-0.03474637,0.10114416,-0.031033808
Tab1,-0.025897171,-0.041829765,-0.025613584
Mief1,0.045726746,-0.0332324,-0.080221646
Adsl,-0.10108965,0.17562896,-0.011825252
Mrtfa,-0.07628623,0.0777933,0.12747695
Phf5a,0.011048767,-0.036543302,0.045316286
Desi1,0.023575014,0.039938048,-0.02920582
Srebf2,-0.05699711,0.04822576,0.02324685
Tnfrsf13c,-0.07527044,0.23688412,-0.16878583
Naga,0.07806337,-0.14923501,-0.09629249
Smdt1,-0.08082481,0.13730271,0.08828112
Cyp2d22,0.0122682005,-0.008228261,-0.06434178
Tcf20,-0.17644998,0.2380488,0.17138767
Serhl,-0.01978596,0.056629494,-0.008072801
Rrp7a,-0.09297293,0.117164336,0.08780375
Parvb,0.35155416,-0.24073623,-0.27236897
Parvg,-0.0011565834,0.03224223,-0.015486615
Nup50,-0.0028014192,0.031164687,0.1207217
Atxn10,0.030509282,-0.01865723,0.0054022036
Ttc38,-0.015454109,-0.0067253667,0.0611995
Hdac10,-0.050168693,0.15739845,-0.037151136
Mapk11,-0.08368914,0.08816945,0.045670312
Lmf2,-0.009619744,0.022559617,-0.007735236
Sco2,-0.020120647,0.09667699,0.029479487
Cpt1b,0.010648899,0.010193255,-0.031067459
Shank3,0.23987302,-0.32933027,-0.16907047
Lrrk2,-0.12364884,0.06714937,-0.043444082
Pus7l,0.062922895,-0.1359097,-0.07218173
Slc38a2,-0.015701827,-0.036808476,-0.034969904
Pced1b,-0.014435636,-0.029283568,0.11240639
Cacnb3,-0.04667249,-0.021404319,0.29883337
Ddx23,0.002335716,-0.058152497,0.013658689
Tuba1b,0.015694413,0.03384159,0.012816157
Tuba1c,-0.0049914327,-0.0054113823,0.014475139
Racgap1,-0.031562664,0.04184188,-0.0074989973
Smarcd1,0.048080467,-0.0939947,-0.02211895
Cox14,-0.033650987,-0.046322312,0.0543366
Cers5,0.11582375,-0.11521459,-0.14060743
Larp4,-0.22838472,0.2532064,0.08854986
Mettl7a1,0.18219529,-0.1545872,-0.11390906
Bin2,-0.06399156,0.07375388,0.005390053
Galnt6,-0.015695073,-0.10372047,0.17459822
Slc4a8,-0.19832121,0.09664467,0.22021326
Acvrl1,0.020407047,-0.060067292,0.07910393
Krt80,-0.03442212,-0.012181234,0.02630151
Csad,-0.009624365,0.0072105955,0.09065494
Itgb7,0.015538727,-0.12470831,0.0143008325
Aaas,-0.030406078,-0.013582448,-0.0055755214
Pcbp2,0.0027473096,-0.04514832,-0.011835587
Tarbp2,-0.06903446,0.10828711,-0.06319285
Npff,0.011506428,-0.044523515,-0.10463627
Atp5g2,-0.017652968,0.057245594,0.002827539
Smug1,-0.025880188,-0.02003666,0.014416718
Hnrnpa1,0.05100341,-0.08261515,-0.10862266
Nfe2,0.618873,-0.3471625,-0.26748997
Crebbp,0.021352412,-0.07820006,-0.053363133
Coro7,0.027357457,-0.027893802,-0.11572286
Vasn,0.18918459,-0.2377986,-0.19668132
Hmox2,-0.08783629,0.1495382,0.04498306
Ubald1,-0.08618453,0.091901824,0.012200944
Mgrn1,-0.05320344,0.12795384,0.033431496
Rogdi,-0.015225194,-0.1272877,-0.021787424
Glyr1,0.005031481,0.065835044,0.10221775
Ubn1,-0.03956055,0.04576236,0.07017668
Eef2kmt,0.0139467195,0.0483798,0.00606099
Tmem186,-0.048359375,-0.002841343,0.019867685
Pmm2,0.009682367,-0.034957483,-0.029785726
Carhsp1,0.007980026,-0.026482217,-0.06267926
Ciita,0.0096859755,0.044390246,-0.16256161
Socs1,-0.016306506,-0.04547754,0.11338473
Litaf,-0.07949148,0.09435424,0.08372609
Snn,-0.014815055,0.13027245,-0.09460655
Rsl1d1,0.00015802123,0.04556815,0.02637876
Gspt1,-0.13708913,0.19329013,0.12591532
Ercc4,0.019853286,0.02222581,-0.016628897
Nde1,0.028888982,-0.087277085,0.028577376
Myh11,0.011629897,0.055812344,-0.053433992
Mcm4,0.008768119,0.039998863,0.047613777
Mzt2,0.072191164,-0.1042526,-0.07520205
Cebpd,0.055841587,-0.13270172,-0.0019807925
Top3b,0.015326984,-0.059400372,-0.028799789
Ppm1f,0.005870418,0.01568913,0.028415378
Ppil2,0.024023866,-0.07902373,-0.037299212
2610318N02Rik,0.09044659,-0.06613638,-0.084236115
Ube2l3,-0.056139268,0.036424197,0.0783698
Pi4ka,-0.06965561,0.11465291,0.055722244
Snap29,-0.03234748,0.065248705,-0.046041537
Dgcr2,0.065702036,-0.049084775,-0.08008406
Ess2,-0.019462265,0.022265507,0.020451795
Slc25a1,-0.005398753,0.036674853,-0.015928185
Rtn4r,-0.03622852,0.11454573,-0.11234354
Ranbp1,-0.025530707,0.01984857,0.021496283
Dgcr8,-0.006988153,-0.0445644,0.051147357
Comt,-0.04095885,0.053282995,0.14982928
Txnrd2,0.22913907,-0.117820844,-0.12031146
2510002D24Rik,-0.086911485,0.09626198,0.09668781
Iglc1,0.017392091,0.017710939,-0.18348661
Iglc3,0.009088006,0.024937352,-0.15892875
Iglc2,0.02131344,0.04395998,-0.18092573
Parl,-0.1328669,0.13204291,0.075337686
Eif2b5,-0.027300691,-0.012060391,0.042159252
Ap2m1,0.0015739836,-0.02853142,0.02315023
Alg3,-0.020044794,0.01495283,-0.065411076
Eif4g1,-0.10486948,0.07048079,0.061067205
Polr2h,0.1447052,-0.13677162,-0.13703078
1300002E11Rik,-0.012861781,0.10893402,0.019093048
Senp2,-0.025566496,-0.06036835,0.0013640468
Tra2b,-0.0018798034,-0.045676976,0.005991187
Etv5,0.023722788,-0.029526116,-0.11888026
Tbccd1,-0.031550087,0.074094206,-0.056137566
Rtp4,0.014062196,-0.11966128,-0.15493348
Bcl6,-0.07953079,0.1690428,0.04503326
Lpp,-0.043089584,0.055414572,0.058888298
Ccdc50,0.02935172,-0.016768586,-0.09778258
Gp5,0.45822376,-0.31071204,-0.22280887
Lsg1,0.021673463,0.09055654,-0.11530262
Xxylt1,-0.065802544,0.12022828,0.09480137
Acap2,0.00954661,0.05774259,-0.030146835
Dlg1,0.016514223,0.043233562,-7.358301e-05
Pak2,0.02589979,0.002615532,-0.066446476
Fbxo45,-0.08130894,0.13242617,-0.05012557
Tfrc,0.60030055,-0.31210777,-0.23900327
Fyttd1,-0.060342893,0.020092133,0.017546723
Heg1,-0.010274747,-0.019835886,0.020418623
Itgb5,0.22257623,-0.23081818,-0.0986684
Umps,0.028340254,0.043821737,-0.11192992
Hspbap1,0.13327509,-0.073423415,0.004175926
Parp14,-0.026837561,0.019325383,0.10723006
Dtx3l,0.043804668,-0.02486141,0.016218672
Parp9,-0.010383666,-0.047609903,-0.07875118
Slc15a2,0.045190234,-0.045884766,-0.07155717
Fstl1,-0.062150672,0.009949614,0.10194726
Gsk3b,-0.05153171,0.010844525,0.044941023
Poglut1,-0.023764946,-0.026730701,0.06988553
Tmem39a,0.057292648,-0.09758648,-0.020911722
Atp6v1a,-0.05042044,0.054676734,0.0051121353
Naa50,0.03983964,0.0019772127,-0.0906088
Spice1,-0.03544063,-0.070502535,0.14104618
Slc35a5,-0.017037414,-0.06586841,0.026679061
Cd200,-0.028820043,0.0829031,-0.014864376
Nxpe3,-0.06178201,0.06126163,0.0294271
Cpox,0.1861953,-0.08064465,-0.07083125
Cldnd1,-0.021288712,0.07677896,0.03446291
Riox2,-0.002414506,0.025277056,0.017778007
Cggbp1,0.029019812,-0.02400596,-0.009347036
Samsn1,-0.06834045,0.11733535,0.0239716
Atp5j,-0.05454109,-0.0478322,0.25090623
Ltn1,0.011573817,0.09087571,0.008359974
Usp16,-0.08321446,0.10778334,0.14439888
Bach1,-0.026471198,0.02298216,0.072846346
Urb1,-0.017319268,-0.020086413,0.0014058796
Synj1,0.022835243,-0.10180513,-0.020972459
Ifnar2,-0.0123774335,-0.01847481,0.00078247656
Ifngr2,-0.34541428,0.19280776,0.14986649
Cryzl1,0.044481806,-0.041867092,-0.08731587
Atp5o,0.019321026,0.0065395664,0.03728075
Runx1,0.002167191,0.0016864575,0.032892123
Psmg1,-0.06520821,0.109299734,0.040256076
Brwd1,0.009890045,-0.023596406,-0.066928215
Wrb,-0.0054657804,-0.041166484,0.05249168
Prdm15,0.018869197,-0.026739394,0.032768738
C2cd2,-0.02334638,0.01801364,0.016340457
Scaf8,-0.06629018,0.130712,0.036739476
Arid1b,-0.047163956,0.046174895,-0.068534635
Snx9,-0.13886757,0.12159921,0.099775136
Tmem181a,0.08392721,-0.0755693,-0.058196276
Ezr,-0.03837148,0.08649392,-0.059656795
Rnaset2a,-0.042482965,0.011855897,0.23438455
Qk,0.08137559,-0.05487719,-0.055554602
Tcp1,-0.03890309,0.02770316,-0.012947043
Smoc2,0.10375988,-0.20783442,-0.11530699
1600012H06Rik,0.0303666,-0.0704729,0.035777733
Fam120b,-0.00897562,-0.0064899586,0.032810472
Psmb1,-0.117183074,0.1503875,0.011831905
Pdcd2,-0.11914225,0.1451827,0.050725874
Prdm9,0.0017488669,0.02788345,-0.076872066
Chd1,-0.020968366,-0.011112122,0.044993185
Ppp2r1a,-0.056437522,0.08509106,0.087535694
Zfp51,0.03159515,-0.008776775,-0.022635795
Zfp943,-0.028075682,0.009932651,0.016254013
Zfp944,-0.036139145,0.012966685,0.0066969786
Flywch1,-0.019174173,0.035580635,0.09760495
Elob,-0.05859863,0.09608138,0.03338506
Abca3,0.03928662,-0.12556043,-0.069413066
Eci1,-0.014490623,0.043624707,-0.077521816
Dnase1l2,0.03174037,-0.0453339,-0.047007147
Pgp,0.13815385,-0.032889664,-0.14475583
Ndufb10,-0.0953362,0.09691018,0.12454091
Spsb3,-0.021530306,0.0410637,-0.028928684
Mrps34,-0.0069797616,-0.011409175,-0.03600111
Cramp1l,-0.032711618,-0.0003992105,-0.0034014576
Tmem204,0.24576294,-0.21783851,-0.2059337
BC003965,-0.03765824,0.037527695,-0.082718275
Msln,0.3628279,-0.24095613,-0.22597338
Ciao3,0.038314305,-0.008443694,-0.13685223
Fam173a,0.005740367,0.04299769,0.044443067
Metrn,-0.030531876,0.057584815,-0.020458657
Jmjd8,0.06577833,-0.114544936,-0.08036256
Rab40c,0.07217129,-0.08994757,-0.090986125
Axin1,0.044194967,-0.07380357,0.06323916
Fam234a,-0.012118081,0.028375225,0.014848825
Bnip1,-0.021164896,0.09926948,-0.088697806
Cuta,0.03143456,-0.058560178,-0.04118491
Uqcc2,-0.12549417,0.17309397,0.05779945
Pacsin1,-0.07686279,0.104644775,0.06662326
Snrpc,-0.15789649,0.2299943,0.08070122
Anks1,0.083810225,-0.20688188,-0.013435464
Def6,-0.10279253,0.08208593,0.054057278
Stk38,-0.013066485,-0.070193484,0.07044199
BC004004,-0.059016876,0.016228583,0.058607604
Fgd2,-0.12831351,0.24060164,0.024837326
Rnf8,-0.007686481,-0.028431443,-0.04380083
Ccdc167,0.024294278,0.011003513,-0.07185848
Abcg1,-0.034233004,-0.07551716,0.09754203
Ubash3a,-0.03979288,-0.13813102,0.2898872
Sik1,-0.008721324,0.0009808159,-0.06649399
Brd4,-0.038087,0.030298341,0.075981334
Pglyrp2,-0.07292055,0.04091433,0.202115
Cyp4f16,-0.011534119,-0.020055186,0.06639677
Cyp4f13,-0.023068015,-0.06707384,0.0045097503
Rab11b,0.049448192,-0.06575904,-0.12097636
Angptl4,0.06359218,-0.044828627,-0.10179583
Ndufa7,-0.13989794,0.12164351,0.09334566
Cd320,0.02883649,-0.042257734,0.116849
Rgl2,-0.030287627,0.006207253,0.07658978
Vps52,-0.013392073,-0.007775493,0.07273177
Rxrb,-0.0338402,-0.008689145,0.016398132
H2-DMa,0.0012255886,0.026863778,-0.106026
Psmb9,-0.11303315,0.09803846,-0.01781683
Psmb8,-0.09076266,0.13443635,0.08534536
Tap2,-0.037556835,0.031207854,-0.004519488
H2-Ob,0.0835054,-0.09127357,-0.18192397
H2-Ab1,0.25512767,-0.221928,-0.20124353
H2-Aa,0.2727266,-0.23957106,-0.20366028
H2-Eb1,0.2814178,-0.24054918,-0.18364106
H2-Eb2,-0.02742014,0.11191107,-0.023499418
Ppt2,0.015336085,-0.07664818,0.016166126
Tnxb,0.2172675,-0.12830716,-0.20884927
C4b,0.013133291,-0.07869074,0.020849332
Skiv2l,-0.067625985,0.06687732,0.21785973
Nelfe,-0.018249726,0.026138498,0.058279287
Cfb,-0.2120346,0.29076016,0.0018289571
Vars,-0.16598022,0.24218495,0.08559312
Clic1,-0.122932345,0.046802714,0.07954504
Csnk2b,0.042191125,-0.088707015,-0.07869372
Gpank1,-0.032778088,-0.04536388,0.009472902
Ltb,0.026282366,-0.07716516,-0.12092981
H2-Q4,-0.049343273,-0.006507542,-0.023383193
H2-Q7,0.03973801,-0.14561099,-0.0020356923
Vars2,-0.08290515,0.07832177,-0.01977005
Mdc1,-0.09281235,0.08468281,0.054431353
Nrm,-0.17620924,0.20010267,0.13275066
Mrps18b,-0.046053022,0.089931846,-0.0014116698
Abcf1,0.047080785,-0.08760577,-0.020869216
Prr3,-0.049818356,0.10460556,-0.021122707
Gnl1,0.0741776,-0.13385366,0.02899652
H2-T23,-0.2494549,0.19693726,0.2689508
H2-T22,-0.11729321,0.13674125,0.14312841
Ppp1r11,-0.23699957,0.26951125,0.057332534
Ubd,-0.054638974,0.025878625,0.056148417
H2-M3,-0.047762644,0.0027188892,0.09086331
Gm26917,-0.021719772,-0.06533272,-0.017687438
Enpp5,-0.050834004,0.04591745,0.02560468
Cdc5l,-0.12514922,0.053881973,0.08493875
Slc29a1,0.030963443,-0.10855718,-0.01223802
Mrps18a,0.05449574,-0.027787622,-0.059600554
Xpo5,-0.018030055,0.06485647,-0.00822673
Abcc10,-0.034129918,0.028381925,0.061039656
Zfp318,-0.032832596,0.016652502,-0.024998525
Srf,-0.13901728,0.18502548,0.14542162
Klc4,-0.018150048,-0.009161845,-0.07652043
Mrpl2,0.0137367565,-0.04055933,-0.12085846
Klhdc3,0.043072212,-0.05330241,-0.021258648
Mea1,-0.02163322,0.055635005,0.098278716
Bicral,-0.0129913725,0.06416951,0.04433834
Ccnd3,0.054592445,-0.08073413,0.06673007
Med20,-0.057992153,0.029216375,-0.0106891105
Tomm6,-0.044421777,0.100142814,0.0033545487
Treml2,-0.08138869,0.0688142,0.006297196
Nfya,-0.067048475,-0.009216273,0.07452563
Tspo2,0.69067156,-0.45615608,-0.2752418
Rftn1,-0.030969508,0.050731346,0.016773533
Rab5a,0.007099852,0.026027652,-0.15778929
Ebi3,0.009687167,-0.0039488557,-0.08693554
Sh3gl1,0.0010928,0.019739123,0.041839983
Hdgfl2,0.042092115,-0.12285887,0.021754118
Mydgf,0.021067293,-0.053751696,0.0739441
Plin3,-0.18531561,0.123046465,0.20585226
Kdm4b,-0.0055166287,0.010454936,0.08253726
