,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
Mrps33,0.00979019,0.0030327183,-0.2125368,-0.04148402,-0.2931759,0.2141577,0.20122343,0.07002558,-0.19529141,-0.14816554,0.026881438,0.08208202,0.097331904,0.025144234,0.10013278,-0.017513275,0.006240842,-0.2797967,-0.016970728
Ephb6,1.2070439,-1.2234008,-1.2086986,0.85240626,-0.92331237,-0.95396256,0.28363028,-0.19215897,-0.68360126,-0.2729637,0.041075848,-1.1832358,-1.2615082,0.52565515,-0.16170236,0.9427035,-0.10865655,-0.44601014,0.43907502
Cul1,-0.0022902903,0.061798006,-0.15185593,0.015172898,-0.036966927,0.018925793,-0.08401981,-0.006250275,0.06800129,-0.05344873,-0.20050158,-0.04862735,-0.0639105,-0.21642046,-0.01368016,-0.017641384,-0.025167394,0.009897753,0.048338838
Ezh2,-0.4585302,-0.9429692,0.40543562,-1.8678735,1.1774757,0.9898824,0.37062457,-0.17546941,-1.3227156,-0.67386776,-1.1283634,0.6606144,0.2492843,-0.100585185,0.40074098,-0.5767496,0.31868467,-0.9042786,-0.9211078
Pdia4,0.002645979,0.1311704,-0.10809714,0.04141557,0.51328105,0.37110963,-0.03773175,-0.6608494,-0.48940012,-0.34785196,-0.63992774,-0.032266784,0.47171414,-0.1939831,-0.074829794,0.044866577,-0.022192733,0.042239852,-0.0041310904
Npy,0.37445423,-1.0167456,-0.79234296,0.1827973,-0.42476332,-0.45627666,-0.13260518,0.2513197,0.6620095,0.46233717,-0.743757,-0.026705407,-0.13986541,-0.3254842,-0.21434252,-0.14812303,-0.21954536,0.65501195,-0.17422011
Mpp6,-0.26175025,0.13366827,-0.4038561,-0.33701283,-0.30689996,-1.0430256,0.63846684,0.5050627,0.124505065,-0.3844041,-0.5470983,-0.26091933,0.22308712,0.48998374,0.3211658,-0.11625898,0.47099885,0.4790692,-0.19818738
Osbpl3,0.48672736,-1.1240077,-0.6835713,0.841846,-0.921288,-1.0885315,0.366397,-0.19159727,0.45871648,-0.14516829,-0.46828213,-0.35903656,-1.2244116,-0.11612186,-0.3060606,0.5829604,0.21867691,0.15679733,0.77927095
Snx10,0.569501,0.2977731,-0.8205591,0.5726172,-0.44685882,-1.1359622,0.2621784,-0.47702748,-0.8692669,0.4605844,-0.36587656,-0.044645693,-0.24367817,-0.6773832,-0.09985844,-0.14412895,0.21891178,0.5321869,-0.6794852
Hibadh,-0.10452931,0.022068175,-0.060251597,-0.110469595,0.26623392,0.32327694,0.18843868,-0.074805945,0.09673519,-0.6293629,-0.26319593,0.0486973,0.18359958,0.0972458,0.0056617227,0.0068806484,-0.001551316,0.6160617,-0.026717639
Tax1bp1,0.009634709,-0.010985603,0.016954228,-0.03674283,-0.17224215,-0.07147788,0.04854911,0.025426561,0.20995808,0.0017041359,0.29082164,-0.057260387,-0.052723903,-0.01054041,0.007164178,0.021948164,0.017744381,0.019879084,-5.7329544e-05
Jazf1,0.45378584,0.18680812,-1.1274148,0.99926597,-1.2305183,-0.96177465,0.1734676,-0.77322155,0.089944035,-0.010733213,-0.35832596,0.48385397,-0.9584466,-0.36660612,-0.24458979,0.08674682,0.0147607215,0.09164634,-0.49476048
Chn2,-0.97704494,0.8015003,0.7284854,-2.263946,-0.41991842,0.9320606,0.13844018,-0.20522384,-1.2048558,-1.6500719,-0.6093263,1.1161044,0.46802956,-1.2304736,0.6172584,-0.39732337,-0.29612094,-0.20430806,-1.0567093
Wipf3,-0.41447228,0.6962241,-0.38341072,-0.14775278,-0.31687155,-1.283146,0.35064343,0.45500624,-0.5363901,-0.12400479,0.5231763,-0.21965112,0.021157697,0.5583988,0.3087372,-0.7464134,0.30479172,-1.0052164,-0.5356009
Plekha8,-0.42769837,0.36471727,-0.67600375,-0.0018463545,0.54898316,-0.142524,-0.5957128,-0.12252303,0.458039,-0.18592645,-0.17120735,-0.06134611,0.029727278,-0.19760169,-0.16382386,-0.04198659,-0.018458122,0.3360442,0.020696167
X2410066E13Rik,0.4460629,-0.1895148,-0.2359048,0.6752533,-0.06398881,-0.009793305,-0.9134889,-1.0163983,0.6333731,0.789003,0.59254414,-1.0316864,0.39363307,-0.9988074,-0.6798151,0.19529875,-0.67652893,0.41229537,-0.77446663
Ggct,-0.056790303,0.15296644,0.10172483,-0.02073813,-0.718011,0.65022546,0.03137679,-0.019759297,-0.15075211,0.024178354,-0.5974361,-0.012215839,-0.13815299,-0.148354,-0.0015814722,0.016531302,0.003546148,0.023012761,-0.040964667
Fam188b,-0.11504879,-0.5752775,-0.45872456,-0.048282422,1.1615046,-1.3214531,0.28762805,-0.33851436,-0.007952734,0.17585494,0.22892344,0.36287877,0.1801087,-0.4668178,-0.032556467,-0.3021386,-0.07401522,-0.43049204,0.04446772
Pde1c,-1.5304973,0.38607875,0.16922268,-2.6172106,0.13373286,0.16549705,1.1249956,0.8148647,-1.3021936,-1.2266184,-1.1466981,1.0935637,0.40228578,0.27246454,0.61006826,-1.2255414,0.86260957,-0.4807575,-1.4159269
Avl9,0.06406167,0.13344787,-0.44044772,-0.03292364,0.04033626,-0.5071492,0.23555678,-0.051413313,-0.4365689,0.073613495,0.055191472,0.108170874,-0.8060747,-0.11633602,-0.07010407,-0.23557967,0.020660741,-0.03222058,0.02100928
Lancl2,0.6388138,-0.20988384,-0.12386409,1.0502818,-0.6990576,-0.44333807,-0.59703183,-0.9182918,0.4059326,0.23994091,0.25454143,-0.21929607,-0.63458496,-1.065355,-0.45929405,0.58609205,-0.5504867,-0.011301818,0.5424526
Abcg2,-0.035575017,-0.71326303,0.32163852,-0.48046255,0.79245204,-0.24452752,-0.8097739,0.2735446,0.3618408,-0.23788527,0.6792907,-0.78030103,0.6584824,0.27539772,0.03413119,-0.0033915264,-0.26856574,-0.8075853,0.25762105
Nap1l5,-0.11732647,0.7317637,0.1612297,-0.28340673,-0.23518205,-0.5661013,-0.45464092,-0.073360436,0.58025867,-0.06477694,0.4782589,0.21810786,0.93670607,-0.63439786,-0.935754,-0.25849754,-0.48712534,0.80864346,-0.49586126
Herc3,0.4375811,0.11532963,-1.3417429,1.0084676,-0.7475817,-0.9628956,-0.4805955,-0.51461554,0.70318365,0.15899333,-0.14371298,-0.56417954,-0.40274373,-0.29547805,-0.9650868,0.7674371,-0.9236668,-0.09291328,0.90564924
Fam13a,0.3646049,0.43989,-0.50363475,0.011395887,0.30198,-0.6122536,-0.7667565,-0.23079231,0.16650286,-0.43558887,0.1510271,-0.9036806,-0.21655396,-0.2928618,-0.6140673,0.064547926,0.019563133,0.89779705,0.084298044
Ccser1,-0.53720766,-0.53051853,-0.6087024,0.44403186,-0.040024053,-1.4613962,0.6113788,-0.43559882,0.44628468,0.34810176,-0.07398884,0.3612465,-0.1821906,0.3998831,-0.6220814,-0.37579325,-0.11911778,-0.45543998,0.27610585
Smarcad1,-0.028946497,-0.009003134,-0.36459973,-0.0020148084,0.6312061,-0.32428682,0.28519052,0.19565369,-0.99282575,-0.15203509,0.05644043,0.5297837,-0.35369596,-0.09344754,-0.09566883,-0.045583222,0.1784375,-0.9957034,-0.0011044092
Kdm3a,-0.60005605,-0.5855697,-0.13662697,-0.4048492,0.14252692,-0.19108163,0.9348925,0.3528162,-0.56939685,-0.5959027,0.07761902,0.15825294,-0.8479832,0.3435207,0.6123786,-0.5556757,0.67519903,-0.90203047,-0.01344105
Reep1,0.41366127,-0.07619602,-0.5259351,0.34305835,-0.25098383,-0.9445272,0.12847634,-0.34399012,0.08628234,0.46189213,-0.47014266,-0.66129345,0.18343501,-0.08279664,-0.3533888,0.30666304,-0.17135951,0.5756844,-0.5623198
Mrpl35,0.027737971,0.07632958,0.056607477,0.14195448,-0.898491,-0.059706897,-0.049180295,-1.0690306,0.25320438,-0.26192087,0.2000861,-0.17933714,-0.37452948,-0.073871575,-0.13218118,-0.027963175,-0.08666981,0.6733709,-0.09631375
Immt,0.05784801,0.066834636,-0.29076093,0.02412693,-0.22944252,0.008861105,0.10117625,-0.31744987,-0.079137206,0.03876597,-0.7656869,-0.39742175,0.3165584,0.022201324,-0.34671658,0.037659965,-0.046801526,0.21132548,-0.21468803
Ptcd3,-0.09522102,0.06521932,-0.58137035,0.011119715,0.08300077,-0.47548813,0.2755305,0.11383425,-0.48247847,-0.17408924,-0.051547512,0.28067786,-0.36324832,-0.04097807,-0.18300508,0.017681193,0.013714007,-0.025625562,0.015281083
Polr1a,-0.051982567,0.32098567,-0.9463945,0.049042974,-0.39119583,-0.23641746,0.0505882,0.28014672,-0.4984653,-0.11175728,-0.99114794,-0.31712633,-0.22975025,0.1701456,-0.016645793,-0.06773358,-0.014051235,0.42404675,0.009502706
St3gal5,0.5680932,-0.9478754,-0.7297482,0.27412474,-0.72221553,-0.90552133,-0.005487758,0.115175314,0.61212826,0.33926925,-0.035067234,-0.48708588,-0.39502475,-0.05744856,-0.15033077,0.521693,0.098352246,-0.8287755,0.3238086
Dnah6,-1.4111862,-1.27159,-0.6689629,-1.1607765,0.9091838,-0.94952404,1.5081872,0.8223374,-1.6325251,-1.2899197,-0.7162466,-0.90181017,-1.1916448,1.595327,0.6025635,-1.0291898,1.0479828,-1.0681455,-0.41109192
Ctnna2,-0.007214882,-0.037956137,0.07564076,-0.008388467,-0.16588843,-0.27932394,0.17187096,-0.15024534,-0.011206535,0.034117103,0.2028201,0.028484682,-0.60152143,-0.00564546,-0.024230814,0.1704822,0.028587189,-0.082267925,-0.022867419
Dctn1,0.006327737,0.06615061,-0.36655006,0.021249533,-0.17243503,-0.36016133,-0.18003802,0.042185664,0.19430335,0.037482366,-0.28414708,-0.19682403,-0.29299834,-0.20293362,-0.16135833,0.0018127478,-0.020085953,0.16794291,0.031008223
Bola3,-0.04270684,0.21901473,-0.40705705,0.019747805,-0.078805424,0.40326574,-0.14597407,-0.1531294,-0.05198454,-0.12163122,-0.060745634,0.028195316,-0.18139696,0.02054858,-0.01876165,-0.025785862,-0.036608957,0.615201,-0.0052844887
Dguok,-0.5399695,0.07351003,0.03385984,-0.27716208,-0.011392351,0.22391652,0.82148945,0.28157288,-1.4146745,-0.6560407,-1.0101745,0.7210775,0.26554728,0.26908526,0.8241807,-0.43234178,-0.10281955,-0.37206987,-0.5921386
Stambp,0.029162567,-0.108806975,-0.09509619,0.05440809,-0.5281881,0.52672005,0.03779615,-0.3657597,-0.20092358,0.014326817,-0.8097488,-0.023866776,-0.14739892,0.05113706,0.004646379,-0.070291124,-0.0132606905,-0.051681936,-0.013378939
Paip2b,0.058220696,0.027025227,-0.23204155,-0.014353751,-0.031541415,-0.07768743,0.016675767,-0.019012652,-0.5974446,0.016358988,-0.1746628,-0.02000031,-0.027958114,-0.0010180332,-0.0024086877,-0.010332952,-0.00015122372,0.060551774,0.0012012698
Exoc6b,-0.021769674,-0.0716206,0.22383092,0.013590859,-0.0393688,0.42262626,-0.047944654,-0.0263776,0.097956225,-0.13485152,0.39804512,-0.22851592,0.02914713,-0.07141997,0.02299858,-0.0040226877,-0.0070822653,0.12241302,0.021838933
Sfxn5,-0.20583235,0.0968211,0.20822568,-0.40502357,0.34323817,-0.30199176,-0.5171234,0.0792188,0.78689,-0.3394948,0.9685108,-0.6249531,0.78378916,0.06590418,-0.4268646,0.12078059,-0.18052915,0.023707641,0.008344079
Cct7,0.043675173,0.14711471,0.054616697,0.009600511,-0.0073064207,0.18747479,-0.10167846,-0.7346899,-0.16797554,-0.06438856,-0.14638543,-0.2875377,-0.1429886,-0.016232714,-0.34282085,0.020549087,-0.048266374,0.22141242,0.024388835
Add2,-0.13816164,-0.057183698,-1.1366829,0.13173011,-0.8396236,-1.6295314,0.36655614,0.5050559,0.5781641,-0.036297046,-0.047749355,-0.030346809,-0.48617435,0.51149464,-0.15436818,-0.047534127,0.30033785,-0.71061593,0.292981
Fam136a,-0.047117397,0.022558324,0.015322249,0.027179345,-0.32941508,-0.37350368,0.14855208,-0.04939883,-0.6169985,-0.030981237,-0.15722619,-0.12272053,0.088048086,0.061616756,0.005707915,-0.023220494,-0.0046420824,0.017945265,-0.008059982
Mxd1,-0.074445814,-0.37883148,-0.10230809,-0.43705857,0.121292576,0.06472775,0.5160874,0.37351215,0.08354194,-0.3068845,0.9023264,-0.18915771,-0.8521549,0.5218314,0.7386119,-0.2533572,0.01702015,-0.5101222,-0.17960778
Snrnp27,-0.059054215,-0.16874166,-0.042911075,-0.009704149,-0.16744924,0.19450484,0.256583,-0.045607008,-0.03359001,-0.037150204,-0.029401517,-0.013873586,-0.2716186,0.053581696,0.16845787,-0.048996277,0.007008982,-0.4341594,0.060332097
Aak1,0.27246743,-0.07215351,-0.7406538,0.19939071,-0.73503375,-1.2132612,-0.038771678,0.052107353,0.36689132,0.3461246,-0.0012097771,-0.16911721,-0.23434146,0.077319026,-0.5727594,0.18899769,-0.16594996,0.085301585,0.03582322
Nfu1,0.25094232,-0.4692387,0.18195502,0.21776505,-0.33772424,0.39096662,-0.121628076,-0.49539793,-0.71063596,0.03765479,-0.97224873,-0.2920698,-0.3400954,-0.0883846,-0.18494101,-0.011210917,0.019053193,-0.082174845,0.09521804
Gm5577,0.27576676,-0.1261114,-0.9387466,0.04032244,0.21606158,-0.6363115,0.7469202,-0.9301689,-0.2879474,0.020603426,-1.0658238,0.3408936,-0.86095303,0.16270542,-0.24802966,-0.050117683,-0.020074932,-0.11411268,0.38487944
Rab7,0.15904506,-0.19227289,-0.04507508,0.007773623,-0.40168202,0.104658656,-0.034953576,-0.31006017,0.1461179,-0.02382168,-0.32184932,-0.3777148,-0.06516961,-0.06459889,0.029167088,0.18364882,-0.34812984,0.16475183,0.11870912
Ruvbl1,0.05228555,-0.42795357,-0.48690835,0.1026836,0.14158124,-0.37844363,0.35393322,-0.08889235,-0.6351105,0.0054475875,0.17762192,-0.6443116,-0.25329724,0.09273631,0.025417654,-0.01713204,-0.025491498,-0.38981825,0.04579826
Mgll,0.017572626,-0.7825194,0.27523682,-0.8718554,-0.020780938,0.22618388,-0.40844572,0.14642523,0.7958028,-0.43182218,1.0732466,-0.37287807,-0.01671881,-0.30277148,-0.11742942,0.24164508,-0.040408414,-0.9470182,0.274782
Plxna1,0.37951198,1.0179496,-0.9021297,0.52725196,-0.29647914,-1.0693222,-0.9044865,-1.2414057,0.5270989,0.45167306,-0.6261333,0.62091374,0.40926954,-0.88513666,-1.1381747,0.34083727,-0.9315234,0.5407238,-0.24054234
Chchd6,0.32260126,-0.17915921,-0.31870604,0.30005676,-0.45624062,-0.85102654,-0.0952016,0.024120267,-0.5617614,0.2912735,-1.5262052,-0.02105623,-0.27365956,-0.31956962,-0.08478455,0.0060088807,-0.014200192,-0.28477833,0.076867744
Aldh1l1,0.0793231,-0.84405446,0.4227578,0.1602313,0.46689126,0.46781877,-0.74188215,-0.5463644,0.13162458,-0.6681985,0.89487743,-0.3131768,0.09493723,-0.8032696,0.1374819,0.47985497,-0.37453797,-0.22395982,-0.14070636
Xpc,-0.09173305,0.06106181,-0.25068146,-0.17392054,0.17533424,-0.95759016,0.41019222,0.6108373,-0.032314274,-0.040960953,0.038951486,0.13455294,-0.12550382,-0.047265615,0.1863219,-0.06034409,0.012325519,-0.43433133,-0.20745592
Ccdc174,-0.03404127,0.45565003,-0.6428315,-0.05428162,-0.090585366,-0.1260229,0.13254091,0.06985254,-0.21089555,-0.1257071,-0.14835931,0.15085167,0.080399126,-0.22298521,-0.025859207,-0.01972122,0.013820507,0.01383609,0.032609783
Fam19a1,-1.5728176,0.41305915,-1.1888562,2.6941533,-1.1634034,-0.7898427,-1.7123517,-1.6347584,0.8913156,-0.32711855,0.45596945,-1.1483184,-0.5611162,-1.3946419,-0.847854,0.7472439,-0.635025,-0.40890133,0.90464264
Tmf1,-0.036072068,0.09381785,0.012017543,0.029301073,-0.07376478,0.22237116,-0.36153233,-0.65842575,0.3053455,-0.06911209,-0.07899541,-0.11646727,0.051885735,-0.038506437,-0.0034301884,0.1388911,-0.9700162,0.10601702,0.010828505
Arl6ip5,0.24837738,-0.5753064,-0.38500002,0.20813674,-0.8373928,-0.36325768,-0.09818636,-0.09233508,0.20032054,0.336527,-0.081015065,-0.56297195,-0.4680416,0.009233884,-0.13789167,0.10792295,-0.50108343,-0.3256626,0.24807608
Foxp1,-0.50469965,-0.940706,-0.30544788,-0.7961562,-0.32400432,-0.86224633,0.5396697,0.8931345,0.4420678,-0.2672822,-0.034761976,-0.034042165,-0.9311219,0.64503026,0.496673,0.101715066,0.5733651,-1.3456608,0.12923399
Chl1,0.38935488,0.26151916,-0.22005613,0.5919715,-0.49950075,-0.72288543,-0.30526844,-0.5465609,0.26979056,0.94487166,-0.05352599,0.16869725,0.22596087,-0.8430813,-0.7246798,-1.0158008,-0.28163466,0.35141325,-0.35397702
Cntn4,-0.038587324,0.074318305,-1.0602858,0.80351436,-0.7763154,-1.0271237,0.59649634,0.24354088,-0.8845804,0.1694335,-0.14259528,-1.3159401,-0.66916424,0.7583693,0.20259523,0.30135128,-0.18165912,-0.26175645,-0.3915307
Trnt1,-0.1565281,-0.054282032,-0.044192206,0.056625694,0.05288995,0.6780464,-0.21412417,-0.22259313,-0.12874264,-5.0945604e-05,-0.22081044,-0.14727323,0.0052918126,-0.29399356,0.030685008,0.009389007,-0.07000201,0.28793332,-0.0011141171
Crbn,-0.06484363,-0.17928253,-0.41529492,-0.020675028,-0.1156342,-0.35446647,0.15974145,0.3055867,0.12281672,-0.01646119,0.32027188,-0.042354755,-0.85062647,0.07642782,-0.06474367,-0.0037640352,0.023071408,0.1988776,-0.048920788
Itpr1,0.18976274,-1.1308596,-0.88010144,-0.35747036,-0.749732,-1.0747466,0.4302296,0.8922406,0.6616994,0.12016842,0.33751005,-1.0099895,-1.0770842,0.8001627,0.4771348,0.45108408,0.3982751,-0.9968315,-0.08746594
Arl8b,0.17748511,-0.21853419,-0.43083987,0.10414741,-0.54886454,-0.30913505,0.081635706,-0.54872817,0.22574623,-0.00791506,-0.06908238,-0.6167177,-0.22528866,-0.20114748,-0.006851658,0.21001305,0.018484171,-0.23793598,0.049960352
Cpne9,-0.5663021,-1.3441875,-1.0337762,1.6254966,-1.2166052,-1.1301084,-0.9598276,-0.9425911,1.4024516,0.73978573,-0.023232449,-1.8063595,-1.2938176,0.09915698,-0.4389352,0.50377095,-1.4955958,-0.38184863,1.9369456
Emc3,0.20897019,-0.34338084,0.24435593,-0.14287503,-0.46254608,0.5928752,0.17809778,0.020886397,-0.23205048,0.12495575,0.1708875,-0.06756585,-0.16830026,-0.11193942,0.06204873,-0.07744103,0.074068315,-0.3036472,-0.07913156
Irak2,0.43835577,-0.69303936,0.037670296,-0.4824757,1.1502321,-0.047470517,-0.25509867,-0.21645105,-0.007775733,0.11805275,-0.3065513,-0.24268907,0.2396874,0.05685815,0.012339552,0.27153718,0.03444527,-0.4444018,-0.13432287
Sec13,-0.3364993,-0.084647596,0.49173176,-0.3745439,-0.22907974,0.91708094,0.42036796,-0.3243253,-0.12558667,-0.22135292,-0.974138,0.13736883,-0.4201845,0.13541192,0.16330867,-0.21969983,0.02514095,0.4516711,-0.45088834
Vgll4,-0.9304529,-1.2209675,0.2461236,0.058262378,0.44522387,0.7164909,-0.046072543,-0.11622272,0.27021846,-0.32494813,0.5476285,-0.053658105,-0.10059503,-0.26121905,0.58697593,-0.21178699,-0.49552602,-1.5225058,0.46406275
Syn2,-0.028579146,-0.04444233,-0.31626013,0.0937441,-0.6338978,-1.0418705,-0.1527137,0.16349447,0.6655325,0.48336807,0.41175276,0.09979708,-0.038012054,-0.43795443,-0.29305297,0.07510163,0.0044001862,-0.36949295,-0.21611772
Mkrn2,-0.0115289325,-0.08088925,-0.21723822,0.010918692,-0.81858665,-0.16302508,-0.024859985,0.14057541,-0.3401264,-0.011290549,-0.03254779,-0.04093925,0.004840999,0.017274931,0.004463754,-0.0016061026,-0.0005069641,-0.0032803298,-0.0008772555
Ift122,-0.2535639,-0.24589814,-1.342271,0.32433784,0.28661436,-0.47314277,0.03902607,-0.08117286,0.17467664,-0.1746054,0.11198841,0.29751378,-0.0855586,-0.13266134,-0.12592506,-0.2046457,-0.093324296,-0.9449764,0.38806248
Fam21,-0.047548726,-0.0542091,0.3474992,-0.105895266,0.014079412,0.2768139,-0.042096507,-0.03138061,0.06314529,0.11973799,0.015745524,-0.19465584,0.27366886,0.017147265,0.051789682,0.041827664,0.0014095037,0.0037376662,-0.006451632
March8,-0.28777257,-0.14736184,1.040003,-0.9366189,-0.15942341,1.388778,-0.69989,-0.8076923,-1.3170236,-0.5064154,-0.030939601,0.0490869,0.4365393,-0.87565875,0.5390335,-0.69038665,-0.74906206,-0.06263629,-0.5414737
Cxcl12,-0.55338454,-0.31275237,0.6285336,-1.4001894,0.5993465,0.27832276,-0.8818585,0.042157657,0.83527356,-0.5199294,1.3080512,-1.1347624,0.5987486,-0.17174041,0.3904453,0.19018462,-0.7628487,-1.0382664,-0.3095157
Bms1,0.0024101753,-0.050872616,-0.5789316,0.004869973,-0.005333048,-0.47580576,0.222407,-0.005862124,-0.03344112,-0.02640753,-0.035562124,0.114977084,-0.713515,0.011374432,-0.017953284,-0.0047656167,-0.0041776015,-0.18513846,0.010622715
Zfp9,-0.030520562,0.29699418,-0.86393356,0.18969087,0.06727577,-0.38943025,-0.48707613,-0.2927848,0.13322403,0.09122298,0.3659969,0.031311277,-0.5961887,-0.366708,-0.25362936,-0.11041852,-0.10101101,0.5442157,-0.061867263
Ankrd26,0.0017203921,0.009770038,-0.18677486,0.10613645,0.17306316,0.04022066,-0.45569703,-0.45371154,-0.15780629,0.25940144,-1.0371447,0.00072936754,-0.08533347,-0.47429404,-0.16981545,-0.033305664,-0.06312946,0.14993422,0.08898439
Cacna1c,-0.33916888,-1.372917,-1.451129,0.5988563,0.0018290114,-1.248401,0.74869543,0.5102739,-0.23248523,0.39756534,-0.26911598,0.12345898,-0.14930603,0.8031006,-0.2862824,-0.7872716,0.02794238,-0.6482281,0.0934103
Dcp1b,0.19572623,-0.09369325,-0.38147494,-1.0133665,0.37288418,0.112969175,0.4981869,0.2965403,-0.52553105,-0.15733226,-0.3964725,0.84395874,-0.1944793,0.25825584,-0.08662323,-0.10027099,-0.053177055,-0.17067869,-0.09243649
Erc1,0.21764989,0.055083137,-0.6470083,0.16398552,-0.10044755,-0.72572356,-0.29421663,-0.08083884,0.27903515,0.17750424,0.21487324,0.06872276,0.10433574,-0.30205643,-0.7402997,-0.19526704,-0.003072277,-0.25602463,-0.059645027
ENSMUSG00000003178,-0.41417527,-0.34326106,-0.6769149,0.048188042,-0.4356796,-0.11515873,0.2751736,0.053695682,0.5296404,-0.00772563,0.042438105,0.1290241,-0.9411179,-0.06205031,-0.18241028,-0.19679691,0.20541485,-0.33548874,0.5734436
Iqsec3,0.2964068,0.6460086,-0.1716409,0.08914631,-0.6896268,-1.1979538,-0.4854529,-0.64929974,0.5523489,0.06271186,-0.22638963,0.25890893,0.74360895,-0.76838464,-1.1200492,-0.028917594,-0.8459238,0.7922356,0.4191087
Necap1,0.39263484,0.24916945,-0.72863406,0.11006346,-0.5790704,-1.005215,-0.14053895,0.11696442,0.15058185,0.14680135,-0.79981136,0.056613587,0.17561287,-0.32033777,-0.6801112,0.11311054,-0.0016778505,0.59945667,-0.33093652
Clstn3,0.09975696,0.42895564,-0.6632892,0.3029537,-1.09781,-1.162289,-0.16953942,-0.08663346,0.5322228,0.091912456,-0.20332043,-0.5034944,0.02368,-0.002887057,-0.22538075,0.03816051,-0.8781758,0.6970453,0.09699686
Grcc10,-0.0061998414,0.40176812,-0.20498863,0.015292577,-0.06449181,0.06097348,-0.14724366,-0.039788928,-0.22028325,-0.0674496,-0.74766654,0.005926324,0.07842292,-1.042184,0.20182657,-0.022597956,0.0021007692,0.16691901,-0.033880446
Ncapd2,-0.016931273,-0.9836809,-0.9660542,0.01641186,1.1150573,-0.06547398,0.17716353,-0.80286306,0.04192639,0.0046598357,-0.8128015,0.09548564,-0.63568586,0.5671998,-0.2169725,-0.058512658,-0.07830374,-0.44825798,0.2425222
Ndufa9,0.40349197,0.43714765,0.26121086,-0.18519051,-0.4250073,0.31442884,-0.36465868,0.032145422,-1.2188026,0.13606271,-1.0194957,-0.48966992,0.10492457,-0.33453,0.1451622,-0.28765526,-0.20321581,0.81071514,-0.684249
Ccnd2,-0.11083321,0.027291415,-0.083783366,-0.75576174,0.8079932,-0.4205747,0.102208294,0.5227481,-0.07599287,-0.19460453,0.56892276,-1.0318035,-0.8349561,0.84124064,0.5112467,-0.08960858,-0.098444134,-1.6713641,-0.3939744
Fkbp4,-0.027489053,0.5842005,0.023428507,-0.08899813,0.341108,0.28427747,-0.1970668,-1.2226055,-0.03933884,-0.2968352,0.6686515,0.21123758,-0.024695015,-0.5751259,-0.22712721,0.004674824,-0.33282194,0.7323501,-0.27594954
Ybx3,0.010009225,-0.09232529,-0.06288583,0.026605617,-0.05900061,0.1805831,-0.008964971,-0.017741371,-0.75780463,-0.014310743,-0.38311562,-0.31831044,-0.063313335,0.033269573,0.001448192,-0.005217902,0.0009600294,-0.18840575,-0.00061331794
Cdkn1b,-0.03590468,-0.4078922,-0.079244055,-0.22583231,0.7733618,0.58727723,0.08700849,-0.815744,-0.038856164,-0.06713873,-0.15027377,-0.18900733,0.35460582,0.1197855,0.47664854,0.028293785,-0.17569192,-0.48179278,0.12704335
Ddx47,-0.10437623,-0.0045390427,-1.3244992,0.09972223,0.16954924,-0.07894428,0.545732,-0.06842841,-0.8457573,0.04007086,-1.0351287,0.09985047,-0.7038897,0.049580347,0.007348398,-0.17060938,0.023447094,0.19000673,-0.1134018
Grin2b,-0.30430928,-0.066780075,-0.15813552,-0.27988368,-0.46190682,-0.8825691,0.018913895,0.556844,0.7487773,0.2537465,0.81910455,-0.2125996,-0.023085725,0.17421728,0.053606268,-0.20846191,0.20943613,-0.89383405,-0.016048614
Eps8,-0.5184105,0.9129849,0.1902306,-1.06474,0.8288104,-0.2508011,-0.73446214,-0.18963596,0.42430714,-0.58266383,0.88218045,0.35068005,1.2953886,-0.9408452,-0.43109795,-0.5008387,-0.66916233,-0.0044575436,-0.67976505
Plekha5,-0.100209,0.20708624,-0.91347086,0.006423762,-0.24234101,-1.0800958,0.6274293,0.5481524,-0.4935687,-0.45620674,-1.0253335,0.28184935,-1.4216225,0.5222556,0.35425332,-0.25574327,0.72493196,-0.4192705,-0.025912788
Slco1c1,-0.7324693,-0.52419794,0.13265151,-1.5710244,0.89582175,-0.12168003,-0.22843271,0.3909764,0.66241044,-1.1284997,1.1530062,-0.37697524,0.7221206,-0.09028237,0.24486351,-0.040750302,0.14448102,-1.3344477,-0.24628894
Golt1b,0.58065915,-0.06410958,-0.51994514,0.20581567,-0.7181227,-0.10696952,-0.08449919,-0.5301146,0.1984259,-0.10824287,-0.47497335,-0.087821074,-0.657219,-0.085412785,-0.026631214,0.019727066,-0.1607261,0.48717254,-0.030170504
Ldhb,-0.33160126,0.23630859,-0.18144411,-0.46575043,-0.10429488,-0.19187135,0.12790646,0.042095706,0.47730675,-0.8133759,-0.0127600245,-0.5283776,0.24625678,-0.00336911,0.081942886,0.14800008,-0.19939813,0.915131,-0.056325637
Cmas,0.24570256,0.2770001,-0.7713942,0.08088487,-0.5507082,-0.5588171,-0.12901197,-0.100074664,0.27037525,0.048037782,-0.1332504,-0.0112139415,0.27785507,-0.26354286,-0.66013634,0.047960736,-0.054736204,0.36932954,-0.44806394
