,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 10,RNA private topic 1,RNA private topic 2,RNA private topic 3,RNA private topic 4,RNA private topic 5,RNA private topic 6,RNA private topic 7,RNA private topic 8,RNA private topic 9,RNA private topic 10
Ppp1r14c,0.3692189,0.4796448,-0.38588452,0.9248134,-0.17203076,-0.3439646,-0.8363959,-0.58565575,-0.09539764,0.4322347,-0.06699593,-0.27892804,0.0696537,-0.47878692,-0.763956,-0.75434744,-0.69265646,0.37255588,0.117084734
Plekhg1,-1.4636613,-0.8131672,1.163794,-2.5279925,0.51816106,1.668879,-1.4585676,-1.0085753,-0.35809028,-0.9335698,0.6575597,-1.1284622,0.62257826,-0.6244932,0.9774148,-0.7610589,-0.52009374,-0.8828394,-0.8032973
ENSMUSG00000096054,-0.49320942,-0.104339994,-0.5631728,0.32487217,-0.21338317,-1.2958226,0.35478267,0.2171451,0.075492,-0.24116953,-0.025874695,-0.11653732,-0.77410203,0.37515423,0.010456873,0.054785084,0.28216374,-0.33660832,0.11263333
Vip,-0.44001234,-0.93163353,0.07733249,1.8702478,-0.6191041,-0.60592437,-0.88565844,-0.738298,1.1288466,0.042111687,0.72520345,-0.9051856,-0.29172426,-0.24531026,-0.596864,0.33937335,-0.8960196,-0.7032191,0.4792388
Rgs17,-0.09015354,0.21645933,-0.35468337,-0.32235587,-0.44500914,-1.3676522,0.4651123,0.3692014,0.36290863,0.14326549,-0.57660884,0.64340866,0.3417281,-0.37017334,-0.056501437,-0.3809282,0.37000346,0.45435858,0.051857483
Lrp11,0.2480814,0.054359447,-0.6933255,0.48903835,-0.81317276,-1.5394492,0.033437364,-0.09108088,0.3096804,-0.16362442,0.17513128,-0.05039043,-1.3165139,-0.056248374,-0.8727928,0.015763978,-0.09089844,0.3258353,0.39474508
Pcmt1,-0.04191153,0.17432752,-0.4928269,0.17809223,-0.31421363,-0.6427609,-0.20653115,-0.10051837,0.20747122,0.0582903,-0.4400718,-0.23760669,-0.008572,-0.7051848,-0.3579775,0.17212641,-0.025405832,0.3101987,0.23934135
Katna1,-0.11570557,-0.058097698,0.10107353,-0.011132966,0.5032671,-0.38178134,-0.009235524,-0.025910247,0.07505732,-0.022962615,-0.32442033,0.094950736,-0.016435169,-0.17375565,0.00955592,0.0065067587,-0.014226906,-0.15868294,0.058676917
Ginm1,-0.16374277,-0.21761996,0.2291362,-0.7835922,1.1730462,0.8749412,-0.5758501,-0.884253,-0.37404355,0.14817417,-0.4284424,-0.28834996,1.0344284,-0.7780035,0.42806572,-0.26968932,-0.16743724,0.21345389,-0.36272526
Ppil4,0.021214167,-0.26200613,-0.50098747,0.036662944,-0.19115782,-0.31536663,0.43116352,0.005035553,-0.071512714,-0.29561275,-0.7384149,0.23926027,-0.9061979,0.15361309,0.07279424,-0.0041364064,0.064014055,-0.5173137,0.12872104
Ust,-0.372821,-0.114729926,0.42613062,-0.5030389,-0.18436314,0.6926332,0.61741436,-0.12276937,-0.29197127,-0.26304126,0.6219584,0.48069856,-0.59788656,0.09782868,-0.18706973,-0.22858489,0.53228664,-0.20098276,-0.9249441
Sash1,-0.36609554,-0.22230524,0.557993,-1.6872874,0.94220513,0.33055967,-0.42711136,-0.1771407,0.4473808,-0.23893057,0.8141913,-0.7193115,1.0537761,0.18151048,-0.21339571,-0.24462013,-0.8314801,0.26692376,-0.8189631
Utrn,-0.82486403,-0.5388242,0.042049643,-1.0144788,0.6745871,-0.7349451,0.19818231,0.43244344,0.57116985,-1.1846356,0.73203903,-0.21291378,0.8799868,0.42946213,0.0067769075,0.008506743,-0.13850659,0.079606935,-0.4220732
Phactr2,-1.8120592,1.4525787,0.15273418,0.055777192,0.06419322,-0.27451736,-1.8862458,-0.7575302,0.06615619,-0.018386414,0.84536827,-1.0126944,0.84986854,-0.8416014,-0.2661607,-1.418422,-1.0581931,-0.28179452,0.09141979
Aig1,0.3696793,-0.10804507,-0.47959715,0.15001796,-0.75098944,-0.060114782,-0.19872503,0.119728886,-0.14815845,0.22682473,-0.19964199,0.07103565,-0.46540076,-0.093376845,0.0501251,-0.118834175,-0.3545661,0.36091995,-0.16572069
Ifngr1,-0.55551803,-0.26347244,0.3382314,-1.0401521,0.93659717,0.2703568,0.1210727,0.30617276,-0.8615625,-0.45923653,0.048935115,-0.62523806,0.5619925,0.3570045,0.79587066,-0.47087806,-0.09429056,0.014117002,-0.16518405
Map3k5,0.63112336,-0.44889057,-0.50467247,0.5102633,-0.6451042,-1.3994079,0.101733394,-0.041735426,0.33108154,-0.60271174,0.59862304,0.4123338,-0.5808436,-0.8578294,-0.16049542,0.38435394,-0.036266588,-1.0832994,0.5978664
Map7,-0.28418216,-0.6322593,0.7519711,-0.01895412,-1.2439765,1.0357188,0.17253742,-0.20395997,-0.5393127,-0.4803555,-0.46350026,0.07089801,-0.5401695,-0.028105253,0.8667962,-0.60409236,-0.22420272,-0.54616666,0.14879614
Pde7b,-1.6437793,-1.8185068,-1.6336757,-2.1293063,-1.0285691,-1.1686414,1.5466256,1.2806392,-1.5098556,-1.5936618,-0.8331254,0.32846385,-1.4824345,1.2943096,1.0011958,-1.5855448,1.11901,-1.5075825,-0.52350706
Ahi1,-0.13775675,0.3906366,-0.034354,-0.3622647,-0.23837811,-0.7916251,0.023731558,0.3830558,0.3330419,0.28673768,0.56173015,0.2988243,0.40583304,-0.057251375,-0.041918423,-0.4938196,0.11985476,-0.44360292,-0.33975497
Hbs1l,-0.012995941,0.037659947,-0.058629915,0.0029638773,-0.03618068,-0.08518671,0.4860974,-0.74635774,-0.5617324,-0.24679263,-0.15422192,0.20960976,-0.103029765,-0.1449465,0.007127444,-0.060099248,-0.013565219,0.25282842,0.038319245
Stx7,0.30828914,-0.2078675,0.053781994,0.0770673,-0.31827307,0.10813404,-0.414802,-0.23726971,0.20776413,0.13999309,0.3858289,-0.24433666,0.14906718,-0.2551821,-0.17716493,0.16936146,-0.92657757,0.19823292,-0.06527686
Ctgf,1.8084024,-1.9668673,-0.7533019,-2.0016942,0.63096356,0.04726325,-0.5046264,0.224507,-0.26111138,1.099288,1.0456647,-1.1594418,0.096107356,-0.89631635,0.11473019,-0.4658274,-0.35033813,-1.3080925,-0.35914573
Epb4.1l2,-1.236775,-1.0270547,0.9683777,-0.61956984,0.08609115,0.76076174,-0.056439172,-0.11664339,0.58766246,-0.24442546,0.8393415,-1.438777,0.30146304,0.3328927,0.28972626,-0.34091622,-0.47439015,-1.3083779,0.34489164
L3mbtl3,0.023209611,0.19491602,-0.49087337,0.3466807,0.092755854,-0.73952925,-0.29999283,-0.59711045,0.5452197,-0.050344,0.18876809,-0.43400177,-0.28707528,-0.2818849,-0.6099115,-0.12202204,-0.07630001,0.07944039,0.40231872
Lama2,-1.1262107,-0.48271862,-0.006026991,-1.0100939,1.3675883,1.3176962,-0.8999929,-0.44105113,-0.353263,-0.74302477,0.16056392,-0.26518238,-0.17462741,-0.5304868,0.9028553,-0.18228067,0.072909474,-0.71318734,0.15202469
Ptprk,0.22458947,-0.28447494,0.21473178,1.8552747,-0.8441681,0.5935615,-1.3255069,-1.8404919,0.42122173,0.7935079,-0.8214246,-1.0658575,0.24142139,-1.0092052,-0.735184,0.5684056,-1.1333075,-0.7426489,0.9431566
Soga3,-0.08058176,0.08144418,-0.22559291,0.009426638,-0.36437762,-0.5688841,-0.055828635,0.15841383,0.38601276,0.08415185,0.26474717,-0.13607521,-0.31767246,0.04516884,-0.14995934,-0.037489608,0.0010745695,-0.4083104,0.13486645
Hint3,0.51569414,0.14396362,0.2562678,0.22489026,-0.90739226,0.48581192,-0.26338327,-0.86903375,0.0507426,-0.45813897,-0.7082778,-0.40563813,-0.192398,-0.16861923,-0.58131677,0.59666824,-0.42598066,0.93358666,-0.1049266
Ncoa7,0.1914741,0.14133716,-0.63475037,0.016186845,-0.49550715,-0.9578656,0.0028116042,0.087002486,0.16604552,0.13401964,-0.19914936,-0.20475535,-0.20248175,0.093859814,-0.1639425,0.058718923,-0.007237668,-0.21772145,-0.063246265
Hddc2,-1.0410104,0.56995505,-0.16051428,0.06803332,-0.25267553,0.041645803,0.4879007,0.2307469,-0.67299944,-0.56285334,-0.2685492,0.6115188,0.046376646,-0.0024446747,-0.46242014,-0.9058275,0.42282766,-0.42292324,0.05896942
Rwdd1,0.043465782,0.030473214,-0.19645698,-0.0049985126,-0.6728489,0.34450287,-0.060574487,-0.037519917,0.39938593,-0.13543613,-0.12928216,-0.18604472,0.1058623,0.049288545,-0.07787352,0.060062602,-0.048537895,0.13071197,-0.04683374
Hdac2,0.19810519,0.071732394,-0.9993746,0.03939961,-0.14357653,-0.23656312,0.3781329,-0.26847687,-0.70184684,-0.06404654,-1.6106286,0.45543417,-0.7026168,0.11682367,-0.011105295,-0.013785207,-0.040437985,-0.094802245,-0.04335359
Lama4,-1.111925,-1.3031063,0.36975285,0.4688442,0.7835072,-0.15269463,-0.60184735,-0.4515039,0.95310366,-1.1808988,0.7259341,-0.86471736,0.62740934,0.006678324,-0.6722288,-0.19797924,-0.15710637,-0.55659264,1.1846842
Fyn,-0.55121666,-0.027395999,0.82398826,-0.4200161,0.1905697,0.8537971,-0.292387,-0.34743676,-0.20569107,0.16569342,-0.42413774,-0.05852515,0.5444795,-0.46938983,0.3499149,-0.22710146,-0.168812,-0.40044075,-0.39709866
Gtf3c6,0.34188586,-1.2005264,0.3165763,-0.532281,0.3509647,0.8466896,-0.3966662,-0.105283156,0.09982646,0.32134286,0.13976677,-0.7681277,-0.32314605,-0.07064007,0.21298817,0.004219934,-0.39215967,-0.4047399,-0.031055436
Cdk19,-0.12454996,-1.7085726,0.28428105,-0.49119273,-0.27204216,0.5692793,0.34568238,0.31540778,0.5218531,-1.1057737,0.025965042,-0.8743709,-0.96620965,0.84528166,0.38586354,-0.15963542,0.031113606,-1.370519,0.8333473
Cdc40,-0.05592745,-0.5074722,-0.6015298,0.7380372,-0.19127733,-0.57400763,0.3076551,0.028482845,-0.11769516,-0.05853679,-1.05321,-0.16239212,-1.1218438,0.44981804,0.12486504,-0.08063772,-0.03464676,-1.0391053,0.62651384
Wasf1,0.009041668,-0.3372611,-0.7568573,0.42633665,-1.0006118,-0.7731821,0.21259588,0.14748245,0.2360303,0.29560122,0.2254735,-0.24757211,-0.8455235,0.18095958,-0.31571987,-0.029861564,0.086991385,-1.4449686,0.22942398
Cd164,0.10901894,0.15065575,0.41166735,-0.318081,-0.0007390545,0.47487152,0.06704512,-0.46424115,-0.008641306,-0.03482765,-0.08388558,-0.5833659,0.26481444,0.10528755,-0.17069736,-0.0072595626,-0.087110944,0.6152283,-0.12364736
Cep57l1,-0.00031344435,-0.16045213,-0.115683205,-0.6775928,0.4146608,-0.3001426,0.8214275,0.13418287,-0.9735816,-0.31827685,0.25952348,0.8177378,-0.045563474,0.15273593,0.14743026,-0.07609263,0.1310493,-0.6911287,-0.61809987
Ostm1,0.11124835,-1.0336556,0.14152457,0.18223204,-0.09558617,-0.38367733,-0.025413075,-0.13892609,-0.08193188,-0.018697007,0.08865272,-0.15562002,-0.31031767,-0.035963736,-0.0063038343,0.021715289,-0.026114544,-0.23045523,0.0042352914
X1700021F05Rik,-0.008759341,0.026999967,-0.2304958,0.006084419,-0.6775697,-0.38542807,0.080335714,0.01591304,-0.022497265,0.005180186,-0.20363678,-0.062655754,-0.021987595,-0.016453102,-0.017969407,0.0073868916,0.0004157132,0.0035600862,-0.019691344
Atg5,0.0046156375,0.008333949,-0.085928254,0.0031201586,0.054536574,-0.1420797,-0.019186534,-0.03358697,0.021175312,-0.0077402443,0.07195929,0.01828479,-0.070240825,-0.010143002,-0.0051574814,-0.0037140874,-0.0055781566,0.00084205007,0.0054106857
Hace1,0.14995867,-0.6647541,-1.1465598,0.6079004,-0.43623745,-0.57324517,0.2250931,0.08341872,0.22680494,-0.010622264,-0.2402744,-0.38216403,-1.2498661,0.36418825,-0.16276227,0.16693956,0.19957645,-0.4624221,0.07579835
Ascc3,-0.116447896,-0.15612635,-0.63512725,0.021127451,-0.034577522,-0.43326265,0.5850067,0.18659514,-0.8432739,0.080123074,-0.6062148,0.55211926,-0.3958701,-0.124328375,0.0355808,-0.23899916,0.16657184,-0.41816682,-0.008643146
Dcbld1,0.38136697,-0.48356545,-0.13967557,-1.6286454,0.7778152,-0.5028585,0.6272127,0.69605815,-1.0063405,-0.6010924,-0.2711446,0.8456627,-0.7459169,0.18155408,0.45033562,-0.22460766,0.30275232,-0.8393741,-0.58125865
Gopc,0.103276774,-0.14190683,-0.28594816,0.21032335,-0.5056468,-0.62158364,0.037692774,-0.19582704,0.22804195,0.13965751,-0.70098066,-0.035416063,-0.8562322,0.025646625,-0.15762328,0.17345518,-0.058193345,-0.057399165,0.09887542
Cep85l,0.07178653,-0.12468906,-0.6765963,-0.17272052,0.56079894,-0.45896733,-0.017894559,0.012973023,0.21979885,-0.25608215,-0.52766013,0.17175962,0.43022862,0.022047723,-0.09489596,0.053079035,0.01546682,-0.038458806,0.21829858
Hsf2,-0.007597024,-0.0058834543,-0.7154431,0.05214328,0.07494422,-0.28312516,-0.2324357,0.01902514,-0.6928042,0.014891795,-0.3216061,0.055049762,-0.082383186,0.0077955634,-0.002299802,-0.023335587,-0.025107821,0.07556903,-0.008153571
Pkib,-1.0802573,0.76869434,-0.55225927,2.218378,-1.0701752,-1.5977868,-0.31218866,-0.490427,0.068991974,-1.0149112,-0.7143564,1.3834767,-0.3860312,-0.8206288,-0.9128702,0.011348134,-0.5717971,0.8054324,0.41521004
Gcc2,0.041375358,0.049984746,-0.83178866,-0.08055379,-0.34634116,-0.55051637,0.10194676,0.21279514,0.14105816,-0.16037445,-0.34309965,0.20611528,-0.5972502,0.05793192,-0.29140717,0.1722753,0.13188525,-0.045434088,-0.027118482
Lims1,0.21883664,-0.19288923,0.26164865,-0.29941642,1.0198779,0.79413456,-0.6506843,-0.75554276,-1.118278,-0.119258314,-0.34532937,0.04495486,0.6040583,-0.58578056,0.45823544,0.015759118,-0.38272378,-0.5427898,-0.38532385
P4ha1,0.19961803,-0.17260882,-0.33398983,-0.13487473,-0.11379916,-0.0378789,0.57342434,0.2678608,-0.6158564,-0.21013975,0.1579799,-0.32568035,-0.115991086,0.8600921,0.015890691,-0.055301394,0.42720124,-0.93846023,-0.44246405
Mcu,0.019556157,0.1790048,0.032735534,0.0394658,-0.31296653,-0.48447248,0.32451928,-0.14451107,-0.43994153,-0.023746008,-0.5900883,0.3827866,-0.05700966,0.07378539,-0.57121843,-0.121685125,0.020672888,-0.15007429,-0.0820512
Dnajb12,0.02212883,-0.16359174,-0.78413403,0.045867752,-0.29829377,0.009233516,0.3153201,0.035536654,-0.27322534,-0.04007888,-0.18275127,0.018412737,-0.5189393,-0.048534553,-0.0040834835,0.055807162,0.02250933,-0.3297201,-0.02937181
Ascc1,-0.827172,-0.5128062,-0.021771362,-0.5758402,0.8005587,0.2711006,0.7371836,-0.459227,0.01110946,-0.616895,-0.29966977,0.5850513,0.4455108,0.101893805,0.24590908,-0.11274873,-0.018280966,0.14657715,-0.2232187
Sgpl1,-0.027405206,-0.65286386,-0.4098265,-0.053815916,0.4797023,0.43161714,-0.07978364,0.015781654,0.37761387,0.029179653,0.4889383,-0.039209146,-0.20469491,0.009810846,-0.04523818,-0.06535152,0.004926864,-0.2384267,-0.020434082
Ppa1,0.24912584,0.056863267,-0.67402923,0.01134011,-0.57034755,-0.13473701,0.38915446,-0.3815202,0.049389414,0.006676789,0.21221666,-0.47266462,-0.54385036,-0.0017110117,-0.035341114,-0.005503007,0.09511673,0.2563984,-0.1652667
Hk1,0.52635574,-0.18055508,-0.32374275,0.6611755,-0.38621053,-0.6763796,-0.22481869,-0.34272188,0.1874784,0.5367814,0.19209264,-0.90527683,-0.62647176,-0.29355708,-0.19922914,0.30063313,-0.2788098,0.25649118,0.13158728
Slc25a16,0.32284254,-0.12827359,-1.024821,0.48977062,-0.40797773,-0.55935115,0.24575321,0.007493502,-0.1469405,0.6429185,-0.44018254,0.096279904,-1.3278587,0.13465062,-0.6852667,0.23752736,-0.01893305,-0.2351086,-0.06400711
Rufy2,0.041832924,0.006779945,-0.560489,0.044750296,-0.26641718,-0.6163672,0.009314573,-0.007993568,0.23082663,0.016658023,-0.0425207,0.08128299,-0.21060547,-0.10891188,-0.11880804,-0.019108843,-0.029360069,-0.0050303186,-0.0017953867
Reep3,-0.62753975,-1.1863713,1.0258076,-1.4900488,0.11996223,1.2884475,-0.63957256,-0.8605603,-0.42432207,-0.5933497,-0.04847628,-0.65808964,0.3594774,-0.7106476,0.8767449,-0.5317384,-0.39110005,-0.66429657,-0.50466436
Nrbf2,0.26354355,0.12942837,-0.54548806,0.05171285,-0.7442783,-0.2702736,0.37910384,-0.08288013,-0.39463255,0.028258372,0.2678321,-0.09960894,-0.8759023,-0.1296376,-0.20922755,-0.048735093,0.08562266,0.05252668,-0.12238747
Arid5b,-0.1821951,-0.5055754,0.081546076,0.6469115,0.16163656,0.27484128,-0.7331053,-0.7165483,0.18601504,0.22019117,-0.6636054,-0.22203253,0.21683887,-0.3053411,-0.16697909,-0.034758735,-0.90513384,-0.14191088,0.17521822
Fam13c,0.17395024,-0.07956995,-0.4160842,0.81009614,0.27262613,-0.7999979,-0.31405032,-0.2697483,-0.070216656,0.6426897,0.46000633,0.151598,-0.029819554,-0.56092364,-0.37645486,-0.37968028,-0.87984884,-0.032638624,-0.5250775
Phyhipl,0.25283492,-0.18528384,0.5383658,-0.53454363,-0.39256173,0.5417522,-0.18943068,-0.24696453,0.36413068,0.2833473,0.22059122,-0.30383995,0.21700461,-0.17856176,0.1559562,0.07315981,-0.27982733,0.06517072,-0.547862
Bicc1,-1.3389777,0.5569135,-0.014146177,-0.40563023,0.99400353,0.45351455,-0.3973701,-0.2701957,-0.653281,-0.51359373,0.26651627,-0.14005235,0.50326437,0.3627987,-0.3351858,-1.4544088,0.21532539,-1.1135089,-0.2410243
Tfam,-0.035158787,0.026759997,-0.2539541,0.024573207,0.04276241,-0.05149644,0.27584395,-0.09457335,-1.022267,-0.02275903,-1.1826185,-0.008292384,0.038868852,-0.06732644,-0.0150506105,0.0060273614,0.014872874,-0.03320044,0.0020342555
Ube2d1,-0.6033895,0.10609828,0.21563402,0.054646842,-0.21588974,0.6924606,0.16216193,-0.5295943,-0.308362,-0.40472087,0.2264773,-0.26309374,-0.5708826,-0.25087634,0.12745266,-0.20422508,0.02215582,0.36351675,0.061370008
Cisd1,0.10759649,0.09673745,0.27126005,-0.056505337,-0.6392715,0.354428,0.22597238,-0.43698183,-0.18932578,-0.2792698,-0.17491435,-0.040422108,-0.30129528,0.00867382,0.02012984,0.09593125,-0.08684972,0.3406434,-0.6595303
Specc1l,-0.5411614,0.42159086,-0.16045271,-0.3012316,0.3955622,-0.21375138,0.16507335,0.12074877,0.10016814,-0.16299097,0.4689898,0.30160695,0.13347106,0.07749669,-0.11077333,-0.5674674,0.0002073995,-0.4129386,-0.0048535606
Snrpd3,-0.011301003,-0.13417964,-0.3162812,0.073837236,-0.37551272,0.47068474,-0.15898363,0.063409,-0.1462264,-0.022527698,-0.06310358,-0.006096918,0.039104905,-0.18329565,-6.0085236e-05,-0.020498792,-0.0100351665,-0.044060547,0.02186722
Cabin1,-0.12151931,0.07235473,-0.5957188,0.1369688,-0.18004005,-0.7849268,0.14180015,0.042684544,0.024091098,-0.02240564,-0.53795815,0.30473176,-0.5095428,0.00116425,-0.10246123,-0.122802615,-0.07847874,-0.5883523,0.06374084
Ddt,0.20855485,0.87643254,0.1129298,-0.087604105,-0.06351934,0.664867,-1.0777376,-0.11606831,-0.8179441,-0.61501366,-0.5973185,-0.25314263,0.036618482,-0.49424607,0.40402225,0.1551859,-0.46995932,1.1439824,-0.54824185
S100b,-0.6226408,-0.46320057,0.8735989,-1.5236886,-0.259605,0.51570505,-0.62847203,0.11546528,0.62412083,-0.83891547,0.30214784,-0.8251857,0.73518354,-0.06232659,0.6787859,0.14460233,-0.503588,-0.13201325,-0.40850395
Dip2a,0.40988004,-0.15602511,0.47208524,-0.25633433,-0.099994205,1.0066094,-0.8455603,-0.98981726,-0.17785712,0.58106923,0.042178027,-0.47298968,-0.032747466,-1.3853723,0.5601045,-0.048652727,-0.80043817,0.41703954,-0.5576677
Pcnt,0.07587837,0.016234167,-0.18909399,-0.00041681854,0.3271624,-0.29854247,-0.11375072,-0.10987014,0.40575,-0.041081544,0.006038659,0.35878432,-0.6394492,-0.12644456,-0.096946016,-0.023033673,-0.10765344,-0.006447359,0.0048769037
Mcm3ap,-0.05802713,-0.30371168,-1.1314092,0.053664956,-0.069912404,-0.78920656,0.4856482,0.33074182,-0.88023216,0.026731027,-1.2760402,0.07414362,-0.18180738,0.012537376,-0.2343764,-0.06544788,0.4426026,-0.4187892,0.20915493
Col6a1,0.89885926,-1.1863842,-1.5436219,-1.5710253,-0.35176688,-1.2028666,1.5443499,0.28298715,-1.5891061,0.4134162,-0.7005968,1.6445949,-1.2659875,-0.9226027,-0.007884031,-0.20050909,1.1843218,-1.198107,-1.0124887
Pcbp3,0.38333848,-0.34468877,-0.47982842,0.39935684,-1.2156459,-1.4410285,0.43143702,0.62682116,-0.12740405,-0.9031619,-0.8710673,0.20968948,-0.51062554,0.47907653,0.08839152,-0.07332591,-0.18250349,-0.17027551,0.016868012
Fam207a,-0.038027998,-0.09946191,0.46749857,0.054638788,0.11627823,0.06527134,-0.0016743352,0.006334822,-1.1649437,-0.36896947,-0.44870654,0.033469804,-0.45386428,0.045255166,-0.0018166151,-0.14454705,-0.016468441,-0.18645842,-0.023066003
D10Jhu81e,0.12653707,0.016188782,-0.019965306,0.25545248,-0.65251315,-0.21935993,-0.6214953,-0.6195432,0.19743903,0.22146805,0.09143689,-0.79316854,-0.011820889,-0.441771,-0.2546252,-0.20244911,-0.39882103,0.53604513,0.24008448
Trappc10,-0.024875106,-0.21057035,0.23599483,0.00299979,-0.23548402,0.08725403,-0.2702983,-0.20159791,0.6682067,0.046667702,0.74300945,-0.23356083,-0.39382547,-0.21327789,0.032410145,-0.028751729,-0.060972583,-0.02957221,0.08357269
Agpat3,-0.09697405,0.07896914,-0.08042689,0.007768939,-0.354399,-0.33625284,-0.018772988,-0.06643393,0.561369,-0.35246593,0.43973985,-0.47539082,0.2731762,0.11193265,-0.42223206,0.26157737,-0.12498423,-0.003947104,0.23196797
Rrp1,-0.062774375,0.01865141,-0.056920264,-0.027692307,-0.33255574,-0.6116081,0.13709795,0.049640123,0.32872733,-0.02536023,-0.06643174,-0.24015029,-0.1259208,-0.0021301676,-0.013190441,0.13293855,0.010867972,0.053349387,0.0021865047
X2610008E11Rik,-0.075219244,0.10973271,-0.11026278,-0.028345425,0.35728854,-0.14932069,0.3839005,-0.045626733,-0.5694583,-0.20038691,0.16802165,0.5801562,-0.11259151,0.026509017,-0.03944445,-0.15241806,0.015297359,-0.27724242,-0.008811399
Wdr18,-0.046700187,0.025454363,-0.45144227,-0.057774134,-0.18451062,-0.07141251,0.27863404,0.0006870271,0.44274592,-0.08762926,-0.4065257,0.0780389,-0.3837109,0.027247818,-0.006347862,0.008848344,-0.016995592,0.25625643,-0.009404658
Polr2e,0.07090124,-0.3233701,-0.6269157,0.09566828,-0.32662082,-0.08986102,0.40421453,0.03268716,0.097655736,-0.86889476,-1.1172491,-0.33112356,-0.4542698,0.28454947,-0.149078,0.09377021,0.38319615,0.15842073,-0.038575497
Atp5d,0.083843894,0.035666436,-0.062328633,0.007273794,-0.36972526,-0.02014754,-0.069409244,-0.07960742,0.27070796,-0.10030487,0.31773838,-0.714164,-0.20776075,0.009048646,-0.08674358,0.11882454,-0.06576092,0.3925127,-0.029310366
Ndufs7,0.111550935,-0.0054314593,0.017781356,-0.13940817,-0.7400607,0.23109044,-0.031148616,0.1120529,0.0250876,-0.59318465,0.29989758,-0.425959,0.041077096,-0.03485621,0.03438913,0.032110613,-0.00877296,0.53491753,-0.030567849
Gamt,-0.673634,-0.7551711,1.1778597,-2.8375955,-0.5500821,1.8427436,-0.87519556,-0.5404355,-0.53783166,-0.9300002,0.60434234,-0.6388224,-0.3677902,-0.78705156,1.0449108,-0.9573211,-0.44976065,-0.42341912,-0.902334
Uqcr11,-0.12367478,-0.30095947,0.39893737,-0.23386398,-0.8334032,0.47312552,0.12198607,0.083739094,0.50277615,0.17434236,0.6830928,-0.5133134,-0.50228417,0.15052786,0.28358698,-0.13634515,0.03189588,-0.0686782,-0.119965374
Ap3d1,-0.033446737,0.028209755,-0.44623464,-0.056974996,-0.38456905,-0.7425889,-0.04257263,0.24661013,0.44374388,0.032200634,0.37324524,-0.04955241,0.0793276,0.08875903,-0.19416255,0.05371341,0.07048636,-0.29234317,-0.04369579
Gadd45b,0.07497485,-0.9357515,-0.67773974,0.28506756,0.080141805,-0.4945551,0.42321962,0.8039215,-0.49140635,-0.6877701,-0.12342933,-0.03043049,-0.17906119,0.75319123,-0.77991945,0.021176185,0.3316554,-0.2120673,-0.21290144
Gng7,-1.3247685,-1.3558987,-0.14892781,-2.3173156,-0.46873045,-0.66674834,0.8327948,1.3732148,-0.5069232,-1.042225,0.041716322,0.36806747,-0.98750377,0.947372,0.90426165,-0.99982256,0.9460553,-1.7308774,-1.6107827
Map2k2,-0.026202003,0.1749627,-0.3634223,-0.024593491,-0.13390136,-0.12421597,-0.01612102,0.24133776,-0.10777004,-0.04186003,0.0141131235,0.16517015,0.26442668,-0.044272505,0.00757796,-0.2298163,0.0132135935,-0.20239474,-0.020704644
Mrpl54,-0.027126897,-0.044562332,-0.19157982,-0.04182157,-1.0125749,0.57339287,-0.07181031,0.40418077,-0.15608393,0.09027745,-0.67988133,-0.34979,0.07361994,-0.056222055,-0.027551075,0.07046422,-0.06179805,0.11647452,-0.08730116
Hmg20b,-0.6909847,-0.44968656,0.39986667,-0.7712396,0.9265441,0.42403975,-0.3218996,-0.12151348,0.33710438,-0.49508888,-0.12744547,-0.69789803,0.73224026,0.3125505,0.061656483,0.27358028,-0.122371286,-0.17741726,-0.13036503
Nfic,0.21022248,-0.5548893,-0.12519008,-0.4957019,0.07076765,-0.19645147,-0.48206136,-0.017028613,1.0858709,-0.30610785,0.6185786,-1.1824137,0.19826344,0.24413528,-0.23674637,0.64040136,-0.9401307,-0.3289868,0.63744015
Zfp433,-0.26924407,-0.029499255,-0.97898585,-0.002150707,0.4376226,-0.6780597,0.423739,0.030263536,-0.15173675,-0.0043633473,0.23091559,0.1367255,-0.39528847,-0.13228452,0.19388969,-0.29072177,0.067633174,-0.46408144,0.0033113183
AU041133,0.21218441,0.24930242,-1.3652734,0.057290107,0.5015235,-0.24576464,0.46896648,-0.25025794,-1.4015232,-0.6780182,-0.89211065,0.44018918,0.03082699,0.045585923,-0.15406094,-0.4406898,-0.0028243908,0.65725136,-0.4356537
Tdg,-0.6167014,-0.6482242,-0.6618386,0.06974952,-0.25626075,-0.1556024,0.413516,0.3023124,0.31717762,-0.25449258,-0.13757023,0.06459287,-0.7181825,0.21647382,0.20447233,-0.74117726,0.13514633,-0.7930235,0.4591025
Hcfc2,-0.23451516,-0.019099768,-0.51720715,0.9963173,-0.15934879,0.05442518,-0.18140513,-0.3502187,-0.024631567,-0.34219846,-0.656517,0.40730742,-0.17368115,-0.44521615,-0.12775564,0.19348578,-0.13028152,-0.55107766,0.852115
Nfyb,0.1548424,-0.3602443,-0.52661055,0.20719184,-0.27811325,-0.24863406,-0.006179136,0.09461761,-0.12097955,0.05160648,-0.9007114,0.23377123,-0.85481775,-0.070629075,-0.17058463,0.11904146,-0.038087245,-1.0763228,0.05511119
